book,sym,day,wd,dte,arm,dwell,entry_hm,exit_cfg,sl,K_spot,K_used,spot0,forward,fwd_gap,strike_changed,ce0,pe0,credit,skew,ba_pct,exit_hm,exit_comb,reason,spot_exit,idx_move_pct,gross_lot,net_lot,lot
COMB_NIFTY,NIFTY,2026-04-27,0,1,B,2,09:20,15:20,30,24000,24050,24020.35,24055.45,35.1,1,122.85,117.05,239.9,5.8,0.19,15:20,198.15,TIME_EXIT,24079.8,0.2475,2714,2464,65
COMB_NIFTY,NIFTY,2026-04-27,0,1,B,0,09:20,15:20,30,24000,24050,24020.35,24055.45,35.1,1,122.85,117.05,239.9,5.8,0.19,15:20,198.15,TIME_EXIT,24079.8,0.2475,2714,2464,65
TIMEB_NIFTY,NIFTY,2026-04-27,0,1,A,2,13:00,14:00,20,24050,24050,24071.5,24083.45,11.95,0,116.65,83.2,199.85,33.45,0.206,14:00,201.75,TIME_EXIT,24114.25,0.1776,-123,-373,65
TIMEB_NIFTY,NIFTY,2026-04-27,0,1,A,0,13:00,14:00,20,24050,24050,24071.5,24083.45,11.95,0,116.65,83.2,199.85,33.45,0.206,14:00,201.75,TIME_EXIT,24114.25,0.1776,-123,-373,65
TIMEB_NIFTY,NIFTY,2026-04-27,0,1,B,2,13:00,14:00,20,24050,24100,24071.5,24083.45,11.95,1,90.6,106.95,197.55,-16.35,0.255,14:00,193.85,TIME_EXIT,24114.25,0.1776,241,-9,65
TIMEB_NIFTY,NIFTY,2026-04-27,0,1,B,0,13:00,14:00,20,24050,24100,24071.5,24083.45,11.95,1,90.6,106.95,197.55,-16.35,0.255,14:00,193.85,TIME_EXIT,24114.25,0.1776,241,-9,65
COMB_NIFTY,NIFTY,2026-04-28,1,0,A,2,09:20,15:20,25,24100,24100,24093.85,24084.1,-9.75,0,50.15,66.05,116.2,-15.9,0.213,15:20,115.9,TIME_EXIT,23968.45,-0.5205,19,-231,65
COMB_NIFTY,NIFTY,2026-04-28,1,0,A,0,09:20,15:20,25,24100,24100,24093.85,24084.1,-9.75,0,50.15,66.05,116.2,-15.9,0.213,13:36,147.3,SL_IMMEDIATE,23972.45,-0.5039,-2021,-2271,65
COMB_NIFTY,NIFTY,2026-04-28,1,0,B,2,09:20,15:20,25,24100,24100,24093.85,24084.1,-9.75,0,50.15,66.05,116.2,-15.9,0.213,15:20,115.9,TIME_EXIT,23968.45,-0.5205,19,-231,65
COMB_NIFTY,NIFTY,2026-04-28,1,0,B,0,09:20,15:20,25,24100,24100,24093.85,24084.1,-9.75,0,50.15,66.05,116.2,-15.9,0.213,13:36,147.3,SL_IMMEDIATE,23972.45,-0.5039,-2021,-2271,65
TIMEB_NIFTY,NIFTY,2026-04-28,1,0,A,2,09:30,11:00,25,24100,24100,24115.35,24120.15,4.8,0,68.8,48.65,117.45,20.15,0.212,11:00,96.4,TIME_EXIT,24167.8,0.2175,1368,1118,65
TIMEB_NIFTY,NIFTY,2026-04-28,1,0,A,0,09:30,11:00,25,24100,24100,24115.35,24120.15,4.8,0,68.8,48.65,117.45,20.15,0.212,11:00,96.4,TIME_EXIT,24167.8,0.2175,1368,1118,65
TIMEB_NIFTY,NIFTY,2026-04-28,1,0,B,2,09:30,11:00,25,24100,24100,24115.35,24120.15,4.8,0,68.8,48.65,117.45,20.15,0.212,11:00,96.4,TIME_EXIT,24167.8,0.2175,1368,1118,65
TIMEB_NIFTY,NIFTY,2026-04-28,1,0,B,0,09:30,11:00,25,24100,24100,24115.35,24120.15,4.8,0,68.8,48.65,117.45,20.15,0.212,11:00,96.4,TIME_EXIT,24167.8,0.2175,1368,1118,65
COMB_NIFTY,NIFTY,2026-04-30,3,3,A,2,09:20,15:20,20,23950,23950,23945.25,23942.35,-2.9,0,178.35,186.0,364.35,-7.65,0.233,15:20,375.15,TIME_EXIT,24004.1,0.2458,-702,-952,65
COMB_NIFTY,NIFTY,2026-04-30,3,3,A,0,09:20,15:20,20,23950,23950,23945.25,23942.35,-2.9,0,178.35,186.0,364.35,-7.65,0.233,15:20,375.15,TIME_EXIT,24004.1,0.2458,-702,-952,65
COMB_NIFTY,NIFTY,2026-04-30,3,3,B,2,09:20,15:20,20,23950,23950,23945.25,23942.35,-2.9,0,178.35,186.0,364.35,-7.65,0.233,15:20,375.15,TIME_EXIT,24004.1,0.2458,-702,-952,65
COMB_NIFTY,NIFTY,2026-04-30,3,3,B,0,09:20,15:20,20,23950,23950,23945.25,23942.35,-2.9,0,178.35,186.0,364.35,-7.65,0.233,15:20,375.15,TIME_EXIT,24004.1,0.2458,-702,-952,65
COMB_NIFTY,NIFTY,2026-05-01,4,2,A,2,09:20,15:20,30,24000,24000,23997.55,24045.3,47.75,0,206.6,161.3,367.9,45.3,,15:20,367.9,TIME_EXIT,23997.55,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-01,4,2,A,0,09:20,15:20,30,24000,24000,23997.55,24045.3,47.75,0,206.6,161.3,367.9,45.3,,15:20,367.9,TIME_EXIT,23997.55,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-01,4,2,B,2,09:20,15:20,30,24000,24050,23997.55,24045.3,47.75,1,180.65,183.7,364.35,-3.05,,15:20,364.35,TIME_EXIT,23997.55,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-01,4,2,B,0,09:20,15:20,30,24000,24050,23997.55,24045.3,47.75,1,180.65,183.7,364.35,-3.05,,15:20,364.35,TIME_EXIT,23997.55,0.0,0,-250,65
TIMEB_NIFTY,NIFTY,2026-05-01,4,2,A,2,10:00,12:00,20,24000,24000,23997.55,24045.3,47.75,0,206.6,161.3,367.9,45.3,,12:00,367.9,TIME_EXIT,23997.55,0.0,0,-250,65
TIMEB_NIFTY,NIFTY,2026-05-01,4,2,A,0,10:00,12:00,20,24000,24000,23997.55,24045.3,47.75,0,206.6,161.3,367.9,45.3,,12:00,367.9,TIME_EXIT,23997.55,0.0,0,-250,65
TIMEB_NIFTY,NIFTY,2026-05-01,4,2,B,2,10:00,12:00,20,24000,24050,23997.55,24045.3,47.75,1,180.65,183.7,364.35,-3.05,,12:00,364.35,TIME_EXIT,23997.55,0.0,0,-250,65
TIMEB_NIFTY,NIFTY,2026-05-01,4,2,B,0,10:00,12:00,20,24000,24050,23997.55,24045.3,47.75,1,180.65,183.7,364.35,-3.05,,12:00,364.35,TIME_EXIT,23997.55,0.0,0,-250,65
COMB_NIFTY,NIFTY,2026-05-04,0,1,A,2,09:20,15:20,30,24200,24200,24177.05,24246.2,69.15,0,153.5,107.3,260.8,46.2,0.247,15:20,219.25,TIME_EXIT,24125.45,-0.2134,2701,2451,65
COMB_NIFTY,NIFTY,2026-05-04,0,1,A,0,09:20,15:20,30,24200,24200,24177.05,24246.2,69.15,0,153.5,107.3,260.8,46.2,0.247,15:20,219.25,TIME_EXIT,24125.45,-0.2134,2701,2451,65
COMB_NIFTY,NIFTY,2026-05-04,0,1,B,2,09:20,15:20,30,24200,24250,24177.05,24246.2,69.15,1,123.95,129.75,253.7,-5.8,0.178,15:20,229.45,TIME_EXIT,24125.45,-0.2134,1576,1326,65
COMB_NIFTY,NIFTY,2026-05-04,0,1,B,0,09:20,15:20,30,24200,24250,24177.05,24246.2,69.15,1,123.95,129.75,253.7,-5.8,0.178,15:20,229.45,TIME_EXIT,24125.45,-0.2134,1576,1326,65
TIMEB_NIFTY,NIFTY,2026-05-04,0,1,A,2,13:00,14:00,20,24100,24100,24103.8,24132.3,28.5,0,137.1,104.8,241.9,32.3,0.21,14:00,234.0,TIME_EXIT,24072.25,-0.1309,513,263,65
TIMEB_NIFTY,NIFTY,2026-05-04,0,1,A,0,13:00,14:00,20,24100,24100,24103.8,24132.3,28.5,0,137.1,104.8,241.9,32.3,0.21,14:00,234.0,TIME_EXIT,24072.25,-0.1309,513,263,65
TIMEB_NIFTY,NIFTY,2026-05-04,0,1,B,2,13:00,14:00,20,24100,24150,24103.8,24132.3,28.5,1,114.2,128.0,242.2,-13.8,0.246,14:00,239.15,TIME_EXIT,24072.25,-0.1309,198,-52,65
TIMEB_NIFTY,NIFTY,2026-05-04,0,1,B,0,13:00,14:00,20,24100,24150,24103.8,24132.3,28.5,1,114.2,128.0,242.2,-13.8,0.246,14:00,239.15,TIME_EXIT,24072.25,-0.1309,198,-52,65
COMB_NIFTY,NIFTY,2026-05-05,1,0,A,2,09:20,15:20,25,24050,24050,24064.2,24062.6,-1.6,0,80.5,67.9,148.4,12.6,0.236,15:20,19.05,TIME_EXIT,24050.45,-0.0571,8408,8158,65
COMB_NIFTY,NIFTY,2026-05-05,1,0,A,0,09:20,15:20,25,24050,24050,24064.2,24062.6,-1.6,0,80.5,67.9,148.4,12.6,0.236,15:20,19.05,TIME_EXIT,24050.45,-0.0571,8408,8158,65
COMB_NIFTY,NIFTY,2026-05-05,1,0,B,2,09:20,15:20,25,24050,24050,24064.2,24062.6,-1.6,0,80.5,67.9,148.4,12.6,0.236,15:20,19.05,TIME_EXIT,24050.45,-0.0571,8408,8158,65
COMB_NIFTY,NIFTY,2026-05-05,1,0,B,0,09:20,15:20,25,24050,24050,24064.2,24062.6,-1.6,0,80.5,67.9,148.4,12.6,0.236,15:20,19.05,TIME_EXIT,24050.45,-0.0571,8408,8158,65
TIMEB_NIFTY,NIFTY,2026-05-05,1,0,A,2,09:30,11:00,25,24000,24000,23992.05,23988.0,-4.05,0,57.55,69.55,127.1,-12.0,0.231,11:00,115.3,TIME_EXIT,23925.95,-0.2755,767,517,65
TIMEB_NIFTY,NIFTY,2026-05-05,1,0,A,0,09:30,11:00,25,24000,24000,23992.05,23988.0,-4.05,0,57.55,69.55,127.1,-12.0,0.231,11:00,115.3,TIME_EXIT,23925.95,-0.2755,767,517,65
TIMEB_NIFTY,NIFTY,2026-05-05,1,0,B,2,09:30,11:00,25,24000,24000,23992.05,23988.0,-4.05,0,57.55,69.55,127.1,-12.0,0.231,11:00,115.3,TIME_EXIT,23925.95,-0.2755,767,517,65
TIMEB_NIFTY,NIFTY,2026-05-05,1,0,B,0,09:30,11:00,25,24000,24000,23992.05,23988.0,-4.05,0,57.55,69.55,127.1,-12.0,0.231,11:00,115.3,TIME_EXIT,23925.95,-0.2755,767,517,65
COMB_NIFTY,NIFTY,2026-05-07,3,3,A,2,09:20,15:20,20,24300,24300,24318.25,24337.05,18.8,0,197.55,160.5,358.05,37.05,0.16,15:20,337.95,TIME_EXIT,24329.0,0.0442,1307,1057,65
COMB_NIFTY,NIFTY,2026-05-07,3,3,A,0,09:20,15:20,20,24300,24300,24318.25,24337.05,18.8,0,197.55,160.5,358.05,37.05,0.16,15:20,337.95,TIME_EXIT,24329.0,0.0442,1307,1057,65
COMB_NIFTY,NIFTY,2026-05-07,3,3,B,2,09:20,15:20,20,24300,24350,24318.25,24337.05,18.8,1,171.4,184.15,355.55,-12.75,0.224,15:20,333.4,TIME_EXIT,24329.0,0.0442,1440,1190,65
COMB_NIFTY,NIFTY,2026-05-07,3,3,B,0,09:20,15:20,20,24300,24350,24318.25,24337.05,18.8,1,171.4,184.15,355.55,-12.75,0.224,15:20,333.4,TIME_EXIT,24329.0,0.0442,1440,1190,65
COMB_NIFTY,NIFTY,2026-05-08,4,2,A,2,09:20,15:20,30,24200,24200,24219.3,24216.95,-2.35,0,172.45,155.5,327.95,16.95,0.137,15:20,292.55,TIME_EXIT,24175.6,-0.1804,2301,2051,65
COMB_NIFTY,NIFTY,2026-05-08,4,2,A,0,09:20,15:20,30,24200,24200,24219.3,24216.95,-2.35,0,172.45,155.5,327.95,16.95,0.137,15:20,292.55,TIME_EXIT,24175.6,-0.1804,2301,2051,65
COMB_NIFTY,NIFTY,2026-05-08,4,2,B,2,09:20,15:20,30,24200,24200,24219.3,24216.95,-2.35,0,172.45,155.5,327.95,16.95,0.137,15:20,292.55,TIME_EXIT,24175.6,-0.1804,2301,2051,65
COMB_NIFTY,NIFTY,2026-05-08,4,2,B,0,09:20,15:20,30,24200,24200,24219.3,24216.95,-2.35,0,172.45,155.5,327.95,16.95,0.137,15:20,292.55,TIME_EXIT,24175.6,-0.1804,2301,2051,65
TIMEB_NIFTY,NIFTY,2026-05-08,4,2,A,2,10:00,12:00,20,24200,24200,24198.45,24216.75,18.3,0,173.85,157.1,330.95,16.75,0.227,12:00,317.7,TIME_EXIT,24205.85,0.0306,861,611,65
TIMEB_NIFTY,NIFTY,2026-05-08,4,2,A,0,10:00,12:00,20,24200,24200,24198.45,24216.75,18.3,0,173.85,157.1,330.95,16.75,0.227,12:00,317.7,TIME_EXIT,24205.85,0.0306,861,611,65
TIMEB_NIFTY,NIFTY,2026-05-08,4,2,B,2,10:00,12:00,20,24200,24200,24198.45,24216.75,18.3,0,173.85,157.1,330.95,16.75,0.227,12:00,317.7,TIME_EXIT,24205.85,0.0306,861,611,65
TIMEB_NIFTY,NIFTY,2026-05-08,4,2,B,0,10:00,12:00,20,24200,24200,24198.45,24216.75,18.3,0,173.85,157.1,330.95,16.75,0.227,12:00,317.7,TIME_EXIT,24205.85,0.0306,861,611,65
COMB_NIFTY,NIFTY,2026-05-11,0,1,A,2,09:20,15:20,30,23900,23900,23918.75,23929.1,10.35,0,142.3,113.2,255.5,29.1,0.215,15:20,203.45,TIME_EXIT,23803.8,-0.4806,3383,3133,65
COMB_NIFTY,NIFTY,2026-05-11,0,1,A,0,09:20,15:20,30,23900,23900,23918.75,23929.1,10.35,0,142.3,113.2,255.5,29.1,0.215,15:20,203.45,TIME_EXIT,23803.8,-0.4806,3383,3133,65
COMB_NIFTY,NIFTY,2026-05-11,0,1,B,2,09:20,15:20,30,23900,23950,23918.75,23929.1,10.35,1,117.7,138.25,255.95,-20.55,0.121,15:20,215.0,TIME_EXIT,23803.8,-0.4806,2662,2412,65
COMB_NIFTY,NIFTY,2026-05-11,0,1,B,0,09:20,15:20,30,23900,23950,23918.75,23929.1,10.35,1,117.7,138.25,255.95,-20.55,0.121,15:20,215.0,TIME_EXIT,23803.8,-0.4806,2662,2412,65
TIMEB_NIFTY,NIFTY,2026-05-11,0,1,A,2,13:00,14:00,20,23950,23950,23945.55,23955.65,10.1,0,109.0,103.35,212.35,5.65,0.236,14:00,208.65,TIME_EXIT,23967.2,0.0904,241,-9,65
TIMEB_NIFTY,NIFTY,2026-05-11,0,1,A,0,13:00,14:00,20,23950,23950,23945.55,23955.65,10.1,0,109.0,103.35,212.35,5.65,0.236,14:00,208.65,TIME_EXIT,23967.2,0.0904,241,-9,65
TIMEB_NIFTY,NIFTY,2026-05-11,0,1,B,2,13:00,14:00,20,23950,23950,23945.55,23955.65,10.1,0,109.0,103.35,212.35,5.65,0.236,14:00,208.65,TIME_EXIT,23967.2,0.0904,241,-9,65
TIMEB_NIFTY,NIFTY,2026-05-11,0,1,B,0,13:00,14:00,20,23950,23950,23945.55,23955.65,10.1,0,109.0,103.35,212.35,5.65,0.236,14:00,208.65,TIME_EXIT,23967.2,0.0904,241,-9,65
COMB_NIFTY,NIFTY,2026-05-12,1,0,A,2,09:20,15:20,25,23750,23750,23736.35,23718.3,-18.05,0,50.95,82.65,133.6,-31.7,0.201,11:04,172.5,SL_DWELL,23590.55,-0.6142,-2528,-2778,65
COMB_NIFTY,NIFTY,2026-05-12,1,0,A,0,09:20,15:20,25,23750,23750,23736.35,23718.3,-18.05,0,50.95,82.65,133.6,-31.7,0.201,09:33,170.45,SL_IMMEDIATE,23626.0,-0.4649,-2395,-2645,65
COMB_NIFTY,NIFTY,2026-05-12,1,0,B,2,09:20,15:20,25,23750,23700,23736.35,23718.3,-18.05,1,75.75,57.0,132.75,18.75,0.123,12:33,180.45,SL_DWELL,23530.45,-0.8674,-3100,-3350,65
COMB_NIFTY,NIFTY,2026-05-12,1,0,B,0,09:20,15:20,25,23750,23700,23736.35,23718.3,-18.05,1,75.75,57.0,132.75,18.75,0.123,12:31,189.1,SL_IMMEDIATE,23530.0,-0.8693,-3663,-3913,65
TIMEB_NIFTY,NIFTY,2026-05-12,1,0,A,2,09:30,11:00,25,23650,23650,23638.95,23642.25,3.3,0,62.35,70.1,132.45,-7.75,0.148,11:00,107.6,TIME_EXIT,23615.1,-0.1009,1615,1365,65
TIMEB_NIFTY,NIFTY,2026-05-12,1,0,A,0,09:30,11:00,25,23650,23650,23638.95,23642.25,3.3,0,62.35,70.1,132.45,-7.75,0.148,11:00,107.6,TIME_EXIT,23615.1,-0.1009,1615,1365,65
TIMEB_NIFTY,NIFTY,2026-05-12,1,0,B,2,09:30,11:00,25,23650,23650,23638.95,23642.25,3.3,0,62.35,70.1,132.45,-7.75,0.148,11:00,107.6,TIME_EXIT,23615.1,-0.1009,1615,1365,65
TIMEB_NIFTY,NIFTY,2026-05-12,1,0,B,0,09:30,11:00,25,23650,23650,23638.95,23642.25,3.3,0,62.35,70.1,132.45,-7.75,0.148,11:00,107.6,TIME_EXIT,23615.1,-0.1009,1615,1365,65
COMB_NIFTY,NIFTY,2026-05-14,3,3,A,2,09:20,15:20,20,23550,23550,23550.05,23579.4,29.35,0,211.8,182.4,394.2,29.4,0.24,15:20,375.35,TIME_EXIT,23687.3,0.5828,1225,975,65
COMB_NIFTY,NIFTY,2026-05-14,3,3,A,0,09:20,15:20,20,23550,23550,23550.05,23579.4,29.35,0,211.8,182.4,394.2,29.4,0.24,15:20,375.35,TIME_EXIT,23687.3,0.5828,1225,975,65
COMB_NIFTY,NIFTY,2026-05-14,3,3,B,2,09:20,15:20,20,23550,23600,23550.05,23579.4,29.35,1,184.7,207.55,392.25,-22.85,0.182,15:20,361.7,TIME_EXIT,23687.3,0.5828,1986,1736,65
COMB_NIFTY,NIFTY,2026-05-14,3,3,B,0,09:20,15:20,20,23550,23600,23550.05,23579.4,29.35,1,184.7,207.55,392.25,-22.85,0.182,15:20,361.7,TIME_EXIT,23687.3,0.5828,1986,1736,65
COMB_NIFTY,NIFTY,2026-05-15,4,2,A,2,09:20,15:20,30,23700,23700,23719.1,23726.5,7.4,0,187.15,160.65,347.8,26.5,0.245,15:20,317.05,TIME_EXIT,23638.65,-0.3392,1999,1749,65
COMB_NIFTY,NIFTY,2026-05-15,4,2,A,0,09:20,15:20,30,23700,23700,23719.1,23726.5,7.4,0,187.15,160.65,347.8,26.5,0.245,15:20,317.05,TIME_EXIT,23638.65,-0.3392,1999,1749,65
COMB_NIFTY,NIFTY,2026-05-15,4,2,B,2,09:20,15:20,30,23700,23750,23719.1,23726.5,7.4,1,161.15,183.6,344.75,-22.45,0.262,15:20,326.95,TIME_EXIT,23638.65,-0.3392,1157,907,65
COMB_NIFTY,NIFTY,2026-05-15,4,2,B,0,09:20,15:20,30,23700,23750,23719.1,23726.5,7.4,1,161.15,183.6,344.75,-22.45,0.262,15:20,326.95,TIME_EXIT,23638.65,-0.3392,1157,907,65
TIMEB_NIFTY,NIFTY,2026-05-15,4,2,A,2,10:00,12:00,20,23800,23800,23817.95,23826.05,8.1,0,185.5,159.45,344.95,26.05,0.157,12:00,336.65,TIME_EXIT,23725.55,-0.3879,540,290,65
TIMEB_NIFTY,NIFTY,2026-05-15,4,2,A,0,10:00,12:00,20,23800,23800,23817.95,23826.05,8.1,0,185.5,159.45,344.95,26.05,0.157,12:00,336.65,TIME_EXIT,23725.55,-0.3879,540,290,65
TIMEB_NIFTY,NIFTY,2026-05-15,4,2,B,2,10:00,12:00,20,23800,23850,23817.95,23826.05,8.1,1,159.0,183.15,342.15,-24.15,0.221,12:00,344.95,TIME_EXIT,23725.55,-0.3879,-182,-432,65
TIMEB_NIFTY,NIFTY,2026-05-15,4,2,B,0,10:00,12:00,20,23800,23850,23817.95,23826.05,8.1,1,159.0,183.15,342.15,-24.15,0.221,12:00,344.95,TIME_EXIT,23725.55,-0.3879,-182,-432,65
COMB_NIFTY,NIFTY,2026-05-18,0,1,A,2,09:20,15:20,30,23400,23400,23399.5,23405.8,6.3,0,139.1,133.3,272.4,5.8,0.144,15:20,295.15,TIME_EXIT,23626.95,0.972,-1479,-1729,65
COMB_NIFTY,NIFTY,2026-05-18,0,1,A,0,09:20,15:20,30,23400,23400,23399.5,23405.8,6.3,0,139.1,133.3,272.4,5.8,0.144,15:20,295.15,TIME_EXIT,23626.95,0.972,-1479,-1729,65
COMB_NIFTY,NIFTY,2026-05-18,0,1,B,2,09:20,15:20,30,23400,23400,23399.5,23405.8,6.3,0,139.1,133.3,272.4,5.8,0.144,15:20,295.15,TIME_EXIT,23626.95,0.972,-1479,-1729,65
COMB_NIFTY,NIFTY,2026-05-18,0,1,B,0,09:20,15:20,30,23400,23400,23399.5,23405.8,6.3,0,139.1,133.3,272.4,5.8,0.144,15:20,295.15,TIME_EXIT,23626.95,0.972,-1479,-1729,65
TIMEB_NIFTY,NIFTY,2026-05-18,0,1,A,2,13:00,14:00,20,23650,23650,23637.15,23634.5,-2.65,0,120.05,135.55,255.6,-15.5,0.233,14:00,249.0,TIME_EXIT,23641.25,0.0173,429,179,65
TIMEB_NIFTY,NIFTY,2026-05-18,0,1,A,0,13:00,14:00,20,23650,23650,23637.15,23634.5,-2.65,0,120.05,135.55,255.6,-15.5,0.233,14:00,249.0,TIME_EXIT,23641.25,0.0173,429,179,65
TIMEB_NIFTY,NIFTY,2026-05-18,0,1,B,2,13:00,14:00,20,23650,23650,23637.15,23634.5,-2.65,0,120.05,135.55,255.6,-15.5,0.233,14:00,249.0,TIME_EXIT,23641.25,0.0173,429,179,65
TIMEB_NIFTY,NIFTY,2026-05-18,0,1,B,0,13:00,14:00,20,23650,23650,23637.15,23634.5,-2.65,0,120.05,135.55,255.6,-15.5,0.233,14:00,249.0,TIME_EXIT,23641.25,0.0173,429,179,65
COMB_NIFTY,NIFTY,2026-05-19,1,0,A,2,09:21,15:20,25,23750,23750,23734.15,23728.85,-5.3,0,58.2,79.35,137.55,-21.15,0.18,15:20,127.1,TIME_EXIT,23609.65,-0.5246,679,429,65
COMB_NIFTY,NIFTY,2026-05-19,1,0,A,0,09:21,15:20,25,23750,23750,23734.15,23728.85,-5.3,0,58.2,79.35,137.55,-21.15,0.18,15:20,127.1,TIME_EXIT,23609.65,-0.5246,679,429,65
COMB_NIFTY,NIFTY,2026-05-19,1,0,B,2,09:21,15:20,25,23750,23750,23734.15,23728.85,-5.3,0,58.2,79.35,137.55,-21.15,0.18,15:20,127.1,TIME_EXIT,23609.65,-0.5246,679,429,65
COMB_NIFTY,NIFTY,2026-05-19,1,0,B,0,09:21,15:20,25,23750,23750,23734.15,23728.85,-5.3,0,58.2,79.35,137.55,-21.15,0.18,15:20,127.1,TIME_EXIT,23609.65,-0.5246,679,429,65
TIMEB_NIFTY,NIFTY,2026-05-19,1,0,A,2,09:30,11:00,25,23750,23750,23756.9,23759.75,2.85,0,68.8,59.05,127.85,9.75,0.224,11:00,101.3,TIME_EXIT,23772.1,0.064,1726,1476,65
TIMEB_NIFTY,NIFTY,2026-05-19,1,0,A,0,09:30,11:00,25,23750,23750,23756.9,23759.75,2.85,0,68.8,59.05,127.85,9.75,0.224,09:36,165.6,SL_IMMEDIATE,23670.8,-0.3624,-2454,-2704,65
TIMEB_NIFTY,NIFTY,2026-05-19,1,0,B,2,09:30,11:00,25,23750,23750,23756.9,23759.75,2.85,0,68.8,59.05,127.85,9.75,0.224,11:00,101.3,TIME_EXIT,23772.1,0.064,1726,1476,65
TIMEB_NIFTY,NIFTY,2026-05-19,1,0,B,0,09:30,11:00,25,23750,23750,23756.9,23759.75,2.85,0,68.8,59.05,127.85,9.75,0.224,09:36,165.6,SL_IMMEDIATE,23670.8,-0.3624,-2454,-2704,65
COMB_NIFTY,NIFTY,2026-05-21,3,3,A,2,09:20,15:20,20,23750,23750,23768.45,23769.5,1.05,0,195.8,176.3,372.1,19.5,0.191,15:20,356.05,TIME_EXIT,23636.6,-0.5547,1043,793,65
COMB_NIFTY,NIFTY,2026-05-21,3,3,A,0,09:20,15:20,20,23750,23750,23768.45,23769.5,1.05,0,195.8,176.3,372.1,19.5,0.191,15:20,356.05,TIME_EXIT,23636.6,-0.5547,1043,793,65
COMB_NIFTY,NIFTY,2026-05-21,3,3,B,2,09:20,15:20,20,23750,23750,23768.45,23769.5,1.05,0,195.8,176.3,372.1,19.5,0.191,15:20,356.05,TIME_EXIT,23636.6,-0.5547,1043,793,65
COMB_NIFTY,NIFTY,2026-05-21,3,3,B,0,09:20,15:20,20,23750,23750,23768.45,23769.5,1.05,0,195.8,176.3,372.1,19.5,0.191,15:20,356.05,TIME_EXIT,23636.6,-0.5547,1043,793,65
COMB_NIFTY,NIFTY,2026-05-22,4,2,A,2,09:20,15:20,30,23700,23700,23693.5,23719.35,25.85,0,169.55,150.2,319.75,19.35,0.186,15:20,279.1,TIME_EXIT,23725.35,0.1344,2642,2392,65
COMB_NIFTY,NIFTY,2026-05-22,4,2,A,0,09:20,15:20,30,23700,23700,23693.5,23719.35,25.85,0,169.55,150.2,319.75,19.35,0.186,15:20,279.1,TIME_EXIT,23725.35,0.1344,2642,2392,65
COMB_NIFTY,NIFTY,2026-05-22,4,2,B,2,09:20,15:20,30,23700,23700,23693.5,23719.35,25.85,0,169.55,150.2,319.75,19.35,0.186,15:20,279.1,TIME_EXIT,23725.35,0.1344,2642,2392,65
