slice,variant,n,total,mean,median,win_pct,worst,p05,gb_p50,gb_p90,gb_max,gb_mean,n_gb,rescue,cut_short,uplift,early_exit_pct
SENSEX_DTE2,RS_GB_2000,17,4241,249,1227,71,-4430,-4222,373,4038,5953,1517,17,1,0,408,29
SENSEX_DTE2,RS_GB_3000,17,3566,210,1113,71,-4430,-4222,373,4038,5953,1556,17,0,1,-267,29
SENSEX_DTE2,TIME_RATCHET_MID,17,3833,225,1113,71,-4430,-4222,373,4038,5953,1541,17,0,0,0,24
SENSEX_DTE2,HYBRID_BE60_GB50,17,4045,238,1227,71,-4430,-4222,373,4038,5953,1528,17,1,0,212,35
SENSEX_DTE3,NO_DEFENCE,18,4854,270,1062,67,-5018,-3219,764,1807,5205,1116,17,0,1,-1151,0
SENSEX_DTE3,STATIC,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,BE_CLAMP_50,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,BE_CLAMP_60,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,BE_CLAMP_70,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RATCHET_K1.3,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RATCHET_K1.5,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RATCHET_K1.75,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RATCHET_K2,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RATCHET_K2.5,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,GIVEBACK_30,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,GIVEBACK_50,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RS_GB_1000,18,1845,102,-94,44,-3867,-2880,1018,1405,4054,1122,17,2,6,-4160,61
SENSEX_DTE3,RS_GB_2000,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,RS_GB_3000,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,TIME_RATCHET_MID,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE3,HYBRID_BE60_GB50,18,6005,334,1062,67,-3867,-3219,764,1807,4110,1048,17,0,0,0,6
SENSEX_DTE4,NO_DEFENCE,15,3779,252,1066,67,-4121,-4036,698,5013,7429,1608,13,1,0,2631,0
SENSEX_DTE4,STATIC,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,BE_CLAMP_50,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,BE_CLAMP_60,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,BE_CLAMP_70,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,RATCHET_K1.3,15,1722,115,1066,67,-6667,-3547,698,6855,7644,1766,13,1,0,574,13
SENSEX_DTE4,RATCHET_K1.5,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,RATCHET_K1.75,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,RATCHET_K2,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,RATCHET_K2.5,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,GIVEBACK_30,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,GIVEBACK_50,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,RS_GB_1000,15,8927,595,519,67,-2768,-816,1061,1910,3401,1130,13,2,4,7779,47
SENSEX_DTE4,RS_GB_2000,15,4950,330,884,67,-6667,-2768,698,3401,7644,1518,13,1,1,3802,20
SENSEX_DTE4,RS_GB_3000,15,5465,364,1066,73,-6667,-2768,698,3401,7644,1478,13,1,0,4317,13
SENSEX_DTE4,TIME_RATCHET_MID,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
SENSEX_DTE4,HYBRID_BE60_GB50,15,1148,77,1066,67,-6667,-4121,698,7429,7644,1810,13,0,0,0,7
