date,sym,dir,variant,entry_t,entry,exit_t,exit,reason,pnl_unit,pnl_mis,qty_mis
2026-02-09,M&M,LONG,lenient,10:00,3594.8,14:40,3597.4,SL,2.6,1669.2,642
2026-02-09,TRENT,LONG,strict,09:45,4132.8,11:50,4180.35,TGT,47.55,26532.9,558
2026-02-09,TRENT,LONG,lenient,09:45,4132.8,11:50,4180.35,TGT,47.55,26532.9,558
2026-02-09,GRASIM,LONG,strict,09:50,2869.9,11:20,2905.0,TGT,35.1,28220.4,804
2026-02-09,GRASIM,LONG,lenient,09:50,2869.9,11:20,2905.0,TGT,35.1,28220.4,804
2026-02-10,TATASTEEL,LONG,strict,09:30,204.07,10:10,208.55,TGT,4.485,50765.71,11319
2026-02-10,TATASTEEL,LONG,lenient,09:30,204.07,10:10,208.55,TGT,4.485,50765.71,11319
2026-02-10,BEL,SHORT,strict,10:55,435.1,14:30,435.1,SL,0.0,0.0,5309
2026-02-10,BEL,SHORT,lenient,10:55,435.1,15:20,437.2,EOD_1518,-2.1,-11148.9,5309
2026-02-10,VEDL,LONG,strict,10:15,686.45,14:40,687.73,SL,1.275,4290.37,3365
2026-02-10,VEDL,LONG,lenient,10:15,686.45,14:40,687.73,SL,1.275,4290.37,3365
2026-02-10,M&M,LONG,strict,09:30,3630.8,11:10,3675.5,TGT,44.7,28429.2,636
2026-02-10,M&M,LONG,lenient,09:30,3630.8,11:10,3675.5,TGT,44.7,28429.2,636
2026-02-10,BAJFINANCE,SHORT,strict,09:40,972.55,15:20,964.6,EOD_1518,7.95,18881.25,2375
2026-02-10,BAJFINANCE,SHORT,lenient,09:40,972.55,15:20,964.6,EOD_1518,7.95,18881.25,2375
2026-02-10,RELIANCE,SHORT,strict,10:10,1463.4,15:00,1459.7,SL,3.7,5838.6,1578
2026-02-10,RELIANCE,SHORT,lenient,10:10,1463.4,15:00,1459.7,SL,3.7,5838.6,1578
2026-02-10,APOLLOHOSP,SHORT,strict,09:40,7208.5,14:30,7208.5,SL,0.0,0.0,320
2026-02-10,APOLLOHOSP,SHORT,lenient,09:40,7208.5,15:20,7212.5,EOD_1518,-4.0,-1280.0,320
2026-02-11,VEDL,SHORT,strict,12:40,690.05,14:30,690.05,SL,0.0,0.0,3347
2026-02-11,VEDL,SHORT,lenient,12:40,690.05,15:15,700.9,SL,-10.85,-36314.95,3347
2026-02-11,M&M,SHORT,strict,12:50,3677.6,14:30,3677.6,SL,0.0,0.0,628
2026-02-11,M&M,SHORT,lenient,12:50,3677.6,15:20,3670.1,EOD_1518,7.5,4710.0,628
2026-02-11,HAL,SHORT,strict,09:30,4116,14:30,4116,SL,0,0,561
2026-02-11,HAL,SHORT,lenient,09:30,4116,15:20,4128,EOD_1518,-12,-6732,561
2026-02-11,IRCTC,SHORT,strict,09:30,629.2,14:55,628.7,SL,0.5,1835.5,3671
2026-02-11,IRCTC,SHORT,lenient,09:30,629.2,14:55,628.7,SL,0.5,1835.5,3671
2026-02-11,AXISBANK,SHORT,strict,10:05,1350.3,15:10,1348.35,SL,1.95,3334.5,1710
2026-02-11,AXISBANK,SHORT,lenient,10:05,1350.3,15:10,1348.35,SL,1.95,3334.5,1710
2026-02-12,BEL,LONG,strict,09:30,439.25,15:20,443.85,EOD_1518,4.6,24186.8,5258
2026-02-12,BEL,LONG,lenient,09:30,439.25,15:20,443.85,EOD_1518,4.6,24186.8,5258
2026-02-12,BPCL,SHORT,strict,10:05,386.05,10:45,380.88,TGT,5.175,30962.03,5983
2026-02-12,BPCL,SHORT,lenient,10:05,386.05,10:45,380.88,TGT,5.175,30962.03,5983
2026-02-12,BAJFINANCE,LONG,strict,09:35,972.6,10:35,984.0,TGT,11.4,27075.0,2375
2026-02-12,BAJFINANCE,LONG,lenient,09:35,972.6,10:35,984.0,TGT,11.4,27075.0,2375
2026-02-12,RELIANCE,SHORT,strict,09:35,1464.4,14:00,1451.5,TGT,12.9,20343.3,1577
2026-02-12,RELIANCE,SHORT,lenient,09:35,1464.4,14:00,1451.5,TGT,12.9,20343.3,1577
2026-02-12,AXISBANK,SHORT,strict,10:10,1343.6,15:20,1338.3,EOD_1518,5.3,9110.7,1719
2026-02-12,AXISBANK,SHORT,lenient,10:10,1343.6,15:20,1338.3,EOD_1518,5.3,9110.7,1719
2026-02-12,APOLLOHOSP,LONG,strict,12:10,7540.5,14:30,7542.75,SL,2.25,688.5,306
2026-02-12,APOLLOHOSP,LONG,lenient,12:10,7540.5,14:30,7542.75,SL,2.25,688.5,306
2026-02-13,ADANIENT,SHORT,strict,09:30,2163.6,15:20,2132.8,EOD_1518,30.8,32863.6,1067
2026-02-13,ADANIENT,SHORT,lenient,09:30,2163.6,15:20,2132.8,EOD_1518,30.8,32863.6,1067
2026-02-13,HAL,LONG,strict,10:30,4247.5,14:30,4247.5,SL,0.0,0.0,543
2026-02-13,HAL,LONG,lenient,10:30,4247.5,15:20,4211.4,EOD_1518,-36.1,-19602.3,543
2026-02-13,GRASIM,SHORT,strict,10:50,2911,15:20,2885.7,EOD_1518,25.3,20062.9,793
2026-02-13,GRASIM,SHORT,lenient,10:50,2911,15:20,2885.7,EOD_1518,25.3,20062.9,793
2026-02-13,GODREJPROP,LONG,strict,11:50,1789.6,15:20,1801.4,EOD_1518,11.8,15222.0,1290
2026-02-13,GODREJPROP,LONG,lenient,11:50,1789.6,15:20,1801.4,EOD_1518,11.8,15222.0,1290
2026-02-13,RELIANCE,SHORT,strict,09:35,1438.3,11:35,1419.7,TGT,18.6,29871.6,1606
2026-02-13,RELIANCE,SHORT,lenient,09:35,1438.3,11:35,1419.7,TGT,18.6,29871.6,1606
2026-02-13,AXISBANK,SHORT,strict,09:30,1338.9,09:55,1327.5,TGT,11.4,19665.0,1725
2026-02-13,AXISBANK,SHORT,lenient,09:30,1338.9,09:55,1327.5,TGT,11.4,19665.0,1725
2026-02-16,TATASTEEL,LONG,strict,10:05,204.31,15:20,205.76,EOD_1518,1.45,16393.7,11306
2026-02-16,TATASTEEL,LONG,lenient,10:05,204.31,15:20,205.76,EOD_1518,1.45,16393.7,11306
2026-02-16,VEDL,LONG,strict,12:55,676.85,15:20,680.05,EOD_1518,3.2,10918.4,3412
2026-02-16,VEDL,LONG,lenient,12:55,676.85,15:20,680.05,EOD_1518,3.2,10918.4,3412
2026-02-16,M&M,SHORT,strict,12:45,3490.4,14:30,3490.4,SL,0.0,0.0,661
2026-02-16,M&M,SHORT,lenient,12:45,3490.4,15:20,3511.4,EOD_1518,-21.0,-13881.0,661
2026-02-16,GRASIM,LONG,strict,09:30,2879.3,13:00,2906.3,TGT,27.0,21654.0,802
2026-02-16,GRASIM,LONG,lenient,09:30,2879.3,13:00,2906.3,TGT,27.0,21654.0,802
2026-02-16,AXISBANK,LONG,strict,09:35,1339.6,15:20,1359.1,EOD_1518,19.5,33618.0,1724
2026-02-16,AXISBANK,LONG,lenient,09:35,1339.6,15:20,1359.1,EOD_1518,19.5,33618.0,1724
2026-02-16,APOLLOHOSP,LONG,strict,09:30,7542.5,15:20,7606,EOD_1518,63.5,19431.0,306
2026-02-16,APOLLOHOSP,LONG,lenient,09:30,7542.5,15:20,7606,EOD_1518,63.5,19431.0,306
2026-02-17,TRENT,SHORT,strict,11:10,4184,12:15,4131.5,TGT,52.5,28980.0,552
2026-02-17,TRENT,SHORT,lenient,11:10,4184,12:15,4131.5,TGT,52.5,28980.0,552
2026-02-18,TATASTEEL,LONG,strict,09:35,207.2,15:20,208.87,EOD_1518,1.67,18617.16,11148
2026-02-18,TATASTEEL,LONG,lenient,09:35,207.2,15:20,208.87,EOD_1518,1.67,18617.16,11148
2026-02-18,BEL,SHORT,strict,10:20,447.75,14:30,447.75,SL,0.0,0.0,5159
2026-02-18,BEL,SHORT,lenient,10:20,447.75,15:20,447.15,EOD_1518,0.6,3095.4,5159
2026-02-18,TRENT,SHORT,strict,09:55,4164,14:30,4164,SL,0,0,554
2026-02-18,TRENT,SHORT,lenient,09:55,4164,15:20,4183.9,EOD_1518,-19.9,-11024.6,554
2026-02-18,IRCTC,LONG,strict,11:20,621.1,14:40,621.35,SL,0.25,929.75,3719
2026-02-18,IRCTC,LONG,lenient,11:20,621.1,14:40,621.35,SL,0.25,929.75,3719
2026-02-18,GRASIM,LONG,strict,10:45,2917,15:20,2931.8,EOD_1518,14.8,11706.8,791
2026-02-18,GRASIM,LONG,lenient,10:45,2917,15:20,2931.8,EOD_1518,14.8,11706.8,791
2026-02-18,GODREJPROP,LONG,strict,11:30,1873.9,14:30,1873.9,SL,0.0,0.0,1232
2026-02-18,GODREJPROP,LONG,lenient,11:30,1873.9,15:20,1883,EOD_1518,9.1,11211.2,1232
2026-02-18,AXISBANK,LONG,strict,10:55,1364.8,15:20,1377.5,EOD_1518,12.7,21488.4,1692
2026-02-18,AXISBANK,LONG,lenient,10:55,1364.8,15:20,1377.5,EOD_1518,12.7,21488.4,1692
2026-02-19,ADANIENT,SHORT,strict,09:40,2196.6,13:50,2163.15,TGT,33.45,35155.95,1051
2026-02-19,ADANIENT,SHORT,lenient,09:40,2196.6,13:50,2163.15,TGT,33.45,35155.95,1051
2026-02-19,BEL,SHORT,strict,09:30,443.9,15:05,435.87,TGT,8.025,41754.08,5203
2026-02-19,BEL,SHORT,lenient,09:30,443.9,15:05,435.87,TGT,8.025,41754.08,5203
2026-02-19,BPCL,SHORT,strict,10:05,373.05,15:20,365.95,EOD_1518,7.1,43963.2,6192
2026-02-19,BPCL,SHORT,lenient,10:05,373.05,15:20,365.95,EOD_1518,7.1,43963.2,6192
2026-02-19,M&M,SHORT,strict,09:55,3513,11:50,3462.75,TGT,50.25,33014.25,657
2026-02-19,M&M,SHORT,lenient,09:55,3513,11:50,3462.75,TGT,50.25,33014.25,657
2026-02-19,TRENT,SHORT,strict,09:35,4155.1,10:45,4116.1,TGT,39.0,21645.0,555
2026-02-19,TRENT,SHORT,lenient,09:35,4155.1,10:45,4116.1,TGT,39.0,21645.0,555
2026-02-19,HAL,SHORT,strict,09:30,4230,12:15,4168.5,TGT,61.5,33579.0,546
2026-02-19,HAL,SHORT,lenient,09:30,4230,12:15,4168.5,TGT,61.5,33579.0,546
2026-02-19,IRCTC,LONG,strict,09:30,627.95,15:05,630.5,SL,2.55,9378.9,3678
2026-02-19,IRCTC,LONG,lenient,09:30,627.95,15:05,630.5,SL,2.55,9378.9,3678
2026-02-19,GRASIM,SHORT,strict,10:25,2925.9,12:10,2895.0,TGT,30.9,24380.1,789
2026-02-19,GRASIM,SHORT,lenient,10:25,2925.9,12:10,2895.0,TGT,30.9,24380.1,789
2026-02-19,RELIANCE,SHORT,strict,09:45,1435,12:05,1423.0,TGT,12.0,19308.0,1609
2026-02-19,RELIANCE,SHORT,lenient,09:45,1435,12:05,1423.0,TGT,12.0,19308.0,1609
2026-02-20,BAJFINANCE,LONG,strict,10:25,1020.2,15:20,1024.8,EOD_1518,4.6,10414.4,2264
2026-02-20,BAJFINANCE,LONG,lenient,10:25,1020.2,15:20,1024.8,EOD_1518,4.6,10414.4,2264
2026-02-20,IRCTC,LONG,strict,10:15,640.85,15:15,644.7,SL,3.85,13875.4,3604
2026-02-20,IRCTC,LONG,lenient,10:15,640.85,15:15,644.7,SL,3.85,13875.4,3604
2026-02-20,APOLLOHOSP,LONG,strict,11:35,7610,14:35,7615.75,SL,5.75,1742.25,303
2026-02-20,APOLLOHOSP,LONG,lenient,11:35,7610,14:35,7615.75,SL,5.75,1742.25,303
2026-02-23,TATASTEEL,SHORT,strict,10:40,207.73,14:30,207.73,SL,0.0,0.0,11120
2026-02-23,TATASTEEL,SHORT,lenient,10:40,207.73,15:20,208.18,EOD_1518,-0.45,-5004.0,11120
2026-02-23,BEL,SHORT,strict,10:15,440.5,14:40,439.2,SL,1.3,6817.2,5244
2026-02-23,BEL,SHORT,lenient,10:15,440.5,14:40,439.2,SL,1.3,6817.2,5244
2026-02-23,VEDL,SHORT,strict,09:50,689.85,10:25,681.0,TGT,8.85,29629.8,3348
2026-02-23,VEDL,SHORT,lenient,09:50,689.85,10:25,681.0,TGT,8.85,29629.8,3348
2026-02-23,TRENT,SHORT,strict,10:05,4074.2,14:30,4068.0,SL,6.2,3509.2,566
2026-02-23,TRENT,SHORT,lenient,10:05,4074.2,14:30,4068.0,SL,6.2,3509.2,566
2026-02-23,HAL,SHORT,strict,10:00,4055,14:35,4021.2,SL,33.8,19232.2,569
2026-02-23,HAL,SHORT,lenient,10:00,4055,14:35,4021.2,SL,33.8,19232.2,569
2026-02-23,RELIANCE,SHORT,strict,11:40,1422.7,14:30,1422.7,SL,0.0,0.0,1623
2026-02-23,RELIANCE,SHORT,lenient,11:40,1422.7,15:20,1429.6,EOD_1518,-6.9,-11198.7,1623
2026-02-24,ADANIENT,SHORT,strict,13:30,2165.1,14:30,2165.1,SL,0.0,0.0,1066
2026-02-24,ADANIENT,SHORT,lenient,13:30,2165.1,15:20,2184.3,EOD_1518,-19.2,-20467.2,1066
2026-02-24,BEL,SHORT,strict,09:30,434.25,14:50,433.38,SL,0.875,4654.12,5319
2026-02-24,BEL,SHORT,lenient,09:30,434.25,14:50,433.38,SL,0.875,4654.12,5319
2026-02-24,TRENT,SHORT,strict,10:00,3996.6,15:20,3942.3,EOD_1518,54.3,31331.1,577
2026-02-24,TRENT,SHORT,lenient,10:00,3996.6,15:20,3942.3,EOD_1518,54.3,31331.1,577
2026-02-24,IRCTC,SHORT,strict,13:00,627.7,15:10,613.9,TGT,13.8,50784.0,3680
2026-02-24,IRCTC,SHORT,lenient,13:00,627.7,15:10,613.9,TGT,13.8,50784.0,3680
2026-02-24,GODREJPROP,SHORT,strict,09:30,1802.2,14:30,1758.7,TGT,43.5,55723.5,1281
2026-02-24,GODREJPROP,SHORT,lenient,09:30,1802.2,14:30,1758.7,TGT,43.5,55723.5,1281
2026-02-25,TATASTEEL,LONG,strict,09:30,212.39,15:20,214.75,EOD_1518,2.36,25667.36,10876
2026-02-25,TATASTEEL,LONG,lenient,09:30,212.39,15:20,214.75,EOD_1518,2.36,25667.36,10876
2026-02-25,M&M,LONG,strict,09:40,3457,15:20,3493.4,EOD_1518,36.4,24315.2,668
2026-02-25,M&M,LONG,lenient,09:40,3457,15:20,3493.4,EOD_1518,36.4,24315.2,668
2026-02-25,GRASIM,SHORT,strict,12:35,2883,14:30,2883,SL,0,0,801
2026-02-25,GRASIM,SHORT,lenient,12:35,2883,15:20,2875.8,EOD_1518,7.2,5767.2,801
2026-02-25,RELIANCE,SHORT,strict,09:40,1430.3,12:50,1415.0,TGT,15.3,24709.5,1615
2026-02-25,RELIANCE,SHORT,lenient,09:40,1430.3,12:50,1415.0,TGT,15.3,24709.5,1615
2026-02-26,BEL,LONG,strict,10:25,442.95,14:40,447.15,TGT,4.2,21903.0,5215
2026-02-26,BEL,LONG,lenient,10:25,442.95,14:40,447.15,TGT,4.2,21903.0,5215
2026-02-26,TRENT,SHORT,strict,09:50,3913.1,11:55,3862.7,TGT,50.4,29736.0,590
2026-02-26,TRENT,SHORT,lenient,09:50,3913.1,11:55,3862.7,TGT,50.4,29736.0,590
2026-02-26,GRASIM,SHORT,strict,11:05,2870.3,14:50,2862.45,SL,7.85,6311.4,804
2026-02-26,GRASIM,SHORT,lenient,11:05,2870.3,14:50,2862.45,SL,7.85,6311.4,804
2026-02-26,APOLLOHOSP,SHORT,strict,10:25,7767,14:40,7761.0,SL,6.0,1782.0,297
2026-02-26,APOLLOHOSP,SHORT,lenient,10:25,7767,14:40,7761.0,SL,6.0,1782.0,297
2026-02-27,ADANIENT,SHORT,strict,09:40,2201.3,14:55,2195.3,SL,6.0,6294.0,1049
2026-02-27,ADANIENT,SHORT,lenient,09:40,2201.3,14:55,2195.3,SL,6.0,6294.0,1049
2026-02-27,TATASTEEL,SHORT,strict,11:30,213.42,14:30,213.42,SL,0.0,0.0,10823
2026-02-27,TATASTEEL,SHORT,lenient,11:30,213.42,15:20,212.37,EOD_1518,1.05,11364.15,10823
2026-02-27,BAJFINANCE,SHORT,strict,12:30,1003.75,14:30,1003.75,SL,0.0,0.0,2301
2026-02-27,BAJFINANCE,SHORT,lenient,12:30,1003.75,15:20,996,EOD_1518,7.75,17832.75,2301
2026-02-27,HAL,SHORT,strict,10:00,3963.9,14:35,3949.45,SL,14.45,8409.9,582
2026-02-27,HAL,SHORT,lenient,10:00,3963.9,14:35,3949.45,SL,14.45,8409.9,582
2026-02-27,GRASIM,SHORT,strict,09:30,2835.1,11:25,2790.85,TGT,44.25,36019.5,814
2026-02-27,GRASIM,SHORT,lenient,09:30,2835.1,11:25,2790.85,TGT,44.25,36019.5,814
2026-02-27,GODREJPROP,SHORT,strict,09:45,1775.7,15:00,1738.05,TGT,37.65,48945.0,1300
2026-02-27,GODREJPROP,SHORT,lenient,09:45,1775.7,15:00,1738.05,TGT,37.65,48945.0,1300
2026-02-27,RELIANCE,LONG,strict,11:45,1404.6,14:30,1404.6,SL,0.0,0.0,1644
2026-02-27,RELIANCE,LONG,lenient,11:45,1404.6,15:20,1394.1,EOD_1518,-10.5,-17262.0,1644
2026-02-27,APOLLOHOSP,LONG,strict,11:45,7820,14:50,7836.25,SL,16.25,4793.75,295
2026-02-27,APOLLOHOSP,LONG,lenient,11:45,7820,14:50,7836.25,SL,16.25,4793.75,295
2026-03-02,RELIANCE,SHORT,strict,11:25,1359.8,14:35,1355.25,SL,4.55,7725.9,1698
2026-03-02,RELIANCE,SHORT,lenient,11:25,1359.8,14:35,1355.25,SL,4.55,7725.9,1698
2026-03-04,TRENT,SHORT,strict,11:15,3754.4,14:35,3750.35,SL,4.05,2490.75,615
2026-03-04,TRENT,SHORT,lenient,11:15,3754.4,14:35,3750.35,SL,4.05,2490.75,615
2026-03-04,RELIANCE,LONG,strict,10:30,1338.8,15:05,1342.3,SL,3.5,6037.5,1725
2026-03-04,RELIANCE,LONG,lenient,10:30,1338.8,15:05,1342.3,SL,3.5,6037.5,1725
2026-03-05,ADANIENT,SHORT,strict,09:30,2073,14:35,2059.55,SL,13.45,14983.3,1114
2026-03-05,ADANIENT,SHORT,lenient,09:30,2073,14:35,2059.55,SL,13.45,14983.3,1114
2026-03-05,M&M,LONG,strict,09:45,3306.2,10:30,3277,SL,-29.2,-20381.6,698
2026-03-05,M&M,LONG,lenient,09:45,3306.2,10:30,3277,SL,-29.2,-20381.6,698
2026-03-06,BAJFINANCE,SHORT,strict,11:10,951.05,14:30,951.05,SL,0.0,0.0,2428
2026-03-06,BAJFINANCE,SHORT,lenient,11:10,951.05,15:20,949,EOD_1518,2.05,4977.4,2428
2026-03-06,AXISBANK,SHORT,strict,09:30,1333,15:20,1315.7,EOD_1518,17.3,29963.6,1732
2026-03-06,AXISBANK,SHORT,lenient,09:30,1333,15:20,1315.7,EOD_1518,17.3,29963.6,1732
2026-03-09,M&M,SHORT,strict,10:15,3195.3,14:55,3185.3,SL,10.0,7220.0,722
2026-03-09,M&M,SHORT,lenient,10:15,3195.3,14:55,3185.3,SL,10.0,7220.0,722
2026-03-09,BAJFINANCE,LONG,strict,10:35,927.65,14:30,928.42,SL,0.775,1929.75,2490
2026-03-09,BAJFINANCE,LONG,lenient,10:35,927.65,14:30,928.42,SL,0.775,1929.75,2490
2026-03-09,GRASIM,LONG,strict,10:50,2673.5,14:30,2673.5,SL,0.0,0.0,864
2026-03-09,GRASIM,LONG,lenient,10:50,2673.5,15:20,2680,EOD_1518,6.5,5616.0,864
2026-03-09,APOLLOHOSP,LONG,strict,12:15,7665,15:20,7773,EOD_1518,108,32508,301
2026-03-09,APOLLOHOSP,LONG,lenient,12:15,7665,15:20,7773,EOD_1518,108,32508,301
2026-03-10,BPCL,SHORT,strict,09:35,327.45,15:10,326.15,SL,1.3,9170.2,7054
2026-03-10,BPCL,SHORT,lenient,09:35,327.45,15:10,326.15,SL,1.3,9170.2,7054
2026-03-11,ADANIENT,SHORT,strict,10:05,1997.4,15:20,1973.9,EOD_1518,23.5,27166.0,1156
2026-03-11,ADANIENT,SHORT,lenient,10:05,1997.4,15:20,1973.9,EOD_1518,23.5,27166.0,1156
2026-03-11,TATASTEEL,SHORT,strict,11:20,195.69,15:20,194.77,EOD_1518,0.92,10859.68,11804
2026-03-11,TATASTEEL,SHORT,lenient,11:20,195.69,15:20,194.77,EOD_1518,0.92,10859.68,11804
2026-03-11,M&M,SHORT,strict,10:05,3256.9,10:40,3202.9,TGT,54.0,38286.0,709
2026-03-11,M&M,SHORT,lenient,10:05,3256.9,10:40,3202.9,TGT,54.0,38286.0,709
2026-03-11,BAJFINANCE,SHORT,strict,09:35,931.8,11:15,917.62,TGT,14.175,35139.83,2479
2026-03-11,BAJFINANCE,SHORT,lenient,09:35,931.8,11:15,917.62,TGT,14.175,35139.83,2479
2026-03-11,TRENT,SHORT,strict,10:05,3699,11:35,3656.85,TGT,42.15,26301.6,624
2026-03-11,TRENT,SHORT,lenient,10:05,3699,11:35,3656.85,TGT,42.15,26301.6,624
2026-03-11,IRCTC,SHORT,strict,10:40,543.25,15:20,533.15,EOD_1518,10.1,42945.2,4252
2026-03-11,IRCTC,SHORT,lenient,10:40,543.25,15:20,533.15,EOD_1518,10.1,42945.2,4252
2026-03-11,GODREJPROP,SHORT,strict,10:40,1665.6,14:30,1661.45,SL,4.15,5751.9,1386
2026-03-11,GODREJPROP,SHORT,lenient,10:40,1665.6,14:30,1661.45,SL,4.15,5751.9,1386
2026-03-11,RELIANCE,SHORT,strict,09:30,1412.8,15:20,1387,EOD_1518,25.8,42183.0,1635
2026-03-11,RELIANCE,SHORT,lenient,09:30,1412.8,15:20,1387,EOD_1518,25.8,42183.0,1635
2026-03-11,APOLLOHOSP,SHORT,strict,10:00,7725,14:30,7715.5,SL,9.5,2840.5,299
2026-03-11,APOLLOHOSP,SHORT,lenient,10:00,7725,14:30,7715.5,SL,9.5,2840.5,299
2026-03-12,BPCL,LONG,strict,09:30,321.15,15:20,327,EOD_1518,5.85,42073.2,7192
2026-03-12,BPCL,LONG,lenient,09:30,321.15,15:20,327,EOD_1518,5.85,42073.2,7192
2026-03-13,TATASTEEL,SHORT,strict,09:35,188.14,15:20,183.21,EOD_1518,4.93,60530.54,12278
2026-03-13,TATASTEEL,SHORT,lenient,09:35,188.14,15:20,183.21,EOD_1518,4.93,60530.54,12278
2026-03-13,BEL,SHORT,strict,09:40,444.45,15:20,439.1,EOD_1518,5.35,27803.95,5197
2026-03-13,BEL,SHORT,lenient,09:40,444.45,15:20,439.1,EOD_1518,5.35,27803.95,5197
2026-03-13,VEDL,SHORT,strict,09:45,698.85,15:20,687.75,EOD_1518,11.1,36685.5,3305
2026-03-13,VEDL,SHORT,lenient,09:45,698.85,15:20,687.75,EOD_1518,11.1,36685.5,3305
2026-03-13,HAL,SHORT,strict,09:40,3960,10:15,3893.85,TGT,66.15,38565.45,583
