label,spread_width_atr,long_offset_atr,hold_bars,squeeze_min,trend_atr_min,pt_pct,sl_pct,use_di,use_rsi,lots,total_trades,long_trades,short_trades,win_rate,profit_factor,total_pnl,avg_pnl_pct,long_avg_pnl_pct,short_avg_pnl_pct,cagr,sharpe,max_drawdown,calmar,final_equity,total_return_pct,avg_days_held,avg_dte,avg_debit_pts,avg_squeeze_bars,exit_hold,exit_pt,exit_sl,exit_expiry
SW2.5_LO0.5_H5_SQ5_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,5,5,0.5,1.0,0.6,False,False,5,29,19,10,48.3,1.41,41963.0,9.45,11.04,6.42,1.64,0.79,2.63,0.62,1041963.0,4.2,5.0,31.5,527.1,9.6,28,0,1,0
SW2.5_LO0.5_H5_SQ5_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,5,5,0.5,1.5,0.7,False,False,5,29,19,10,48.3,1.41,41963.0,9.45,11.04,6.42,1.64,0.79,2.63,0.62,1041963.0,4.2,5.0,31.5,527.1,9.6,29,0,0,0
SW2.5_LO0.5_H5_SQ5_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,5,5,1.0,0.5,0.4,False,False,5,23,14,9,43.5,1.62,60119.0,13.01,11.29,15.69,2.6,0.84,2.77,0.94,1060119.0,6.01,4.3,32.0,508.3,8.9,11,8,4,0
SW2.5_LO0.5_H5_SQ5_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,5,5,1.0,1.0,0.6,False,False,5,22,13,9,40.9,1.14,12066.0,4.99,3.1,7.71,0.53,0.37,3.85,0.14,1012066.0,1.21,5.0,32.1,515.7,8.9,21,0,1,0
SW2.5_LO0.5_H5_SQ5_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,5,5,1.0,1.5,0.7,False,False,5,22,13,9,40.9,1.14,12066.0,4.99,3.1,7.71,0.53,0.37,3.85,0.14,1012066.0,1.21,5.0,32.1,515.7,8.9,22,0,0,0
SW2.5_LO0.5_H5_SQ5_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,5,5,1.5,0.5,0.4,False,False,5,14,9,5,28.6,0.79,-14899.0,-1.37,-7.27,9.24,-0.69,-0.07,2.82,-0.24,985101.0,-1.49,4.3,30.6,547.3,8.7,8,3,3,0
SW2.5_LO0.5_H5_SQ5_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,5,5,1.5,1.0,0.6,False,False,5,13,8,5,23.1,0.21,-59436.0,-15.6,-23.42,-3.08,-2.77,-1.25,5.94,-0.47,940564.0,-5.94,5.0,30.7,562.8,8.8,12,0,1,0
SW2.5_LO0.5_H5_SQ5_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,5,5,1.5,1.5,0.7,False,False,5,13,8,5,23.1,0.21,-59436.0,-15.6,-23.42,-3.08,-2.77,-1.25,5.94,-0.47,940564.0,-5.94,5.0,30.7,562.8,8.8,13,0,0,0
SW2.5_LO0.5_H7_SQ2_noTF_PT50_SL40_SMA_L5,2.5,0.5,7,2,0,0.5,0.4,False,False,5,32,19,13,31.2,0.95,-7764.0,1.65,1.14,2.39,-0.31,0.14,3.84,-0.08,992236.0,-0.78,5.8,32.1,518.1,8.8,19,7,6,0
SW2.5_LO0.5_H7_SQ2_noTF_PT100_SL60_SMA_L5,2.5,0.5,7,2,0,1.0,0.6,False,False,5,31,20,11,25.8,0.48,-78563.0,-7.26,-13.15,3.46,-3.17,-0.7,8.86,-0.36,921437.0,-7.86,6.9,32.1,531.0,9.1,28,0,3,0
SW2.5_LO0.5_H7_SQ2_noTF_PT150_SL70_SMA_L5,2.5,0.5,7,2,0,1.5,0.7,False,False,5,31,20,11,25.8,0.49,-75775.0,-6.93,-12.65,3.46,-3.05,-0.67,8.58,-0.36,924225.0,-7.58,7.0,32.1,531.0,9.1,30,0,1,0
SW2.5_LO0.5_H7_SQ2_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,7,2,0.5,0.5,0.4,False,False,5,32,18,14,31.2,0.86,-20842.0,0.2,1.76,-1.8,-0.82,0.02,4.99,-0.17,979158.0,-2.08,5.7,31.9,515.8,8.5,18,7,7,0
SW2.5_LO0.5_H7_SQ2_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,7,2,0.5,1.0,0.6,False,False,5,31,19,12,29.0,0.68,-48790.0,-3.21,-13.32,12.79,-1.95,-0.26,6.78,-0.29,951210.0,-4.88,6.9,31.9,528.6,8.8,27,1,3,0
SW2.5_LO0.5_H7_SQ2_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,7,2,0.5,1.5,0.7,False,False,5,31,19,12,29.0,0.72,-42638.0,-2.89,-12.79,12.79,-1.7,-0.24,6.45,-0.26,957362.0,-4.26,7.0,31.9,528.6,8.8,30,0,1,0
SW2.5_LO0.5_H7_SQ2_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,7,2,1.0,0.5,0.4,False,False,5,25,15,10,36.0,1.09,11315.0,5.29,0.83,12.0,0.47,0.36,3.28,0.14,1011315.0,1.13,5.4,32.5,509.6,8.2,12,7,6,0
SW2.5_LO0.5_H7_SQ2_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,7,2,1.0,1.0,0.6,False,False,5,24,14,10,25.0,0.45,-75577.0,-9.72,-20.26,5.04,-3.25,-0.78,8.56,-0.38,924423.0,-7.56,6.9,32.6,516.4,8.2,21,0,3,0
SW2.5_LO0.5_H7_SQ2_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,7,2,1.0,1.5,0.7,False,False,5,24,14,10,25.0,0.46,-72790.0,-9.3,-19.54,5.04,-3.13,-0.76,8.28,-0.38,927210.0,-7.28,7.0,32.6,516.4,8.2,23,0,1,0
SW2.5_LO0.5_H7_SQ2_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,7,2,1.5,0.5,0.4,False,False,5,18,11,7,27.8,0.56,-49302.0,-7.39,-9.12,-4.68,-2.19,-0.46,4.93,-0.44,950698.0,-4.93,5.6,30.9,546.4,7.3,9,3,6,0
SW2.5_LO0.5_H7_SQ2_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,7,2,1.5,1.0,0.6,False,False,5,17,10,7,17.6,0.14,-113172.0,-23.32,-26.7,-18.49,-5.13,-1.88,11.32,-0.45,886828.0,-11.32,6.8,31.0,558.2,7.3,14,0,3,0
SW2.5_LO0.5_H7_SQ2_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,7,2,1.5,1.5,0.7,False,False,5,17,10,7,17.6,0.14,-110385.0,-22.73,-25.69,-18.49,-5.0,-1.87,11.04,-0.45,889615.0,-11.04,6.9,31.0,558.2,7.3,16,0,1,0
SW2.5_LO0.5_H7_SQ3_noTF_PT50_SL40_SMA_L5,2.5,0.5,7,3,0,0.5,0.4,False,False,5,31,21,10,35.5,1.14,18211.0,5.82,1.99,13.86,0.71,0.47,3.84,0.19,1018211.0,1.82,5.7,31.7,530.4,9.3,17,8,6,0
SW2.5_LO0.5_H7_SQ3_noTF_PT100_SL60_SMA_L5,2.5,0.5,7,3,0,1.0,0.6,False,False,5,30,20,10,26.7,0.52,-68878.0,-6.47,-13.15,6.9,-2.77,-0.61,8.77,-0.32,931122.0,-6.89,6.9,31.8,536.6,9.4,27,0,3,0
SW2.5_LO0.5_H7_SQ3_noTF_PT150_SL70_SMA_L5,2.5,0.5,7,3,0,1.5,0.7,False,False,5,30,20,10,26.7,0.53,-66091.0,-6.13,-12.65,6.9,-2.65,-0.58,8.5,-0.31,933909.0,-6.61,7.0,31.8,536.6,9.4,29,0,1,0
SW2.5_LO0.5_H7_SQ3_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,7,3,0.5,0.5,0.4,False,False,5,31,20,11,35.5,1.05,7055.0,4.33,2.59,7.48,0.28,0.34,3.88,0.07,1007055.0,0.71,5.6,31.5,528.1,9.0,16,8,7,0
SW2.5_LO0.5_H7_SQ3_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,7,3,0.5,1.0,0.6,False,False,5,30,19,11,30.0,0.75,-35742.0,-2.29,-13.32,16.76,-1.42,-0.18,6.41,-0.22,964258.0,-3.57,6.9,31.6,534.1,9.0,26,1,3,0
SW2.5_LO0.5_H7_SQ3_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,7,3,0.5,1.5,0.7,False,False,5,30,19,11,30.0,0.77,-32954.0,-1.95,-12.79,16.76,-1.31,-0.16,6.39,-0.2,967046.0,-3.3,7.0,31.6,534.1,9.0,29,0,1,0
SW2.5_LO0.5_H7_SQ3_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,7,3,1.0,0.5,0.4,False,False,5,24,15,9,37.5,1.16,18817.0,6.81,0.83,16.77,0.79,0.45,3.26,0.24,1018817.0,1.88,5.4,32.1,515.7,8.4,11,7,6,0
SW2.5_LO0.5_H7_SQ3_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,7,3,1.0,1.0,0.6,False,False,5,23,14,9,26.1,0.48,-65893.0,-8.79,-20.26,9.04,-2.83,-0.68,8.48,-0.33,934107.0,-6.59,6.9,32.3,523.1,8.4,20,0,3,0
SW2.5_LO0.5_H7_SQ3_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,7,3,1.0,1.5,0.7,False,False,5,23,14,9,26.1,0.49,-63106.0,-8.35,-19.54,9.04,-2.71,-0.66,8.21,-0.33,936894.0,-6.31,7.0,32.3,523.1,8.4,22,0,1,0
SW2.5_LO0.5_H7_SQ3_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,7,3,1.5,0.5,0.4,False,False,5,17,11,6,29.4,0.61,-39617.0,-6.01,-9.12,-0.29,-1.76,-0.36,4.58,-0.38,960383.0,-3.96,5.5,30.3,557.2,7.6,8,3,6,0
SW2.5_LO0.5_H7_SQ3_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,7,3,1.5,1.0,0.6,False,False,5,16,10,6,18.8,0.15,-103488.0,-22.84,-26.7,-16.41,-4.68,-1.74,10.35,-0.45,896512.0,-10.35,6.8,30.4,570.4,7.6,13,0,3,0
SW2.5_LO0.5_H7_SQ3_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,7,3,1.5,1.5,0.7,False,False,5,16,10,6,18.8,0.15,-100701.0,-22.21,-25.69,-16.41,-4.55,-1.72,10.07,-0.45,899299.0,-10.07,6.9,30.4,570.4,7.6,15,0,1,0
SW2.5_LO0.5_H7_SQ5_noTF_PT50_SL40_SMA_L5,2.5,0.5,7,5,0,0.5,0.4,False,False,5,28,19,9,39.3,1.28,33089.0,8.01,3.2,18.16,1.29,0.59,3.39,0.38,1033089.0,3.31,5.5,31.6,529.8,10.0,14,8,6,0
SW2.5_LO0.5_H7_SQ5_noTF_PT100_SL60_SMA_L5,2.5,0.5,7,5,0,1.0,0.6,False,False,5,27,18,9,29.6,0.58,-56643.0,-5.57,-13.57,10.43,-2.27,-0.47,7.57,-0.3,943357.0,-5.66,6.9,31.7,536.5,10.0,24,0,3,0
SW2.5_LO0.5_H7_SQ5_noTF_PT150_SL70_SMA_L5,2.5,0.5,7,5,0,1.5,0.7,False,False,5,27,18,9,29.6,0.59,-53855.0,-5.19,-13.0,10.43,-2.15,-0.45,7.3,-0.29,946145.0,-5.39,7.0,31.7,536.5,10.0,26,0,1,0
SW2.5_LO0.5_H7_SQ5_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,7,5,0.5,0.5,0.4,False,False,5,27,18,9,40.7,1.32,37030.0,8.67,3.93,18.16,1.44,0.62,3.38,0.43,1037030.0,3.7,5.5,31.9,531.2,9.8,13,8,6,0
SW2.5_LO0.5_H7_SQ5_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,7,5,0.5,1.0,0.6,False,False,5,26,17,9,30.8,0.59,-52702.0,-5.4,-13.78,10.43,-2.11,-0.44,7.19,-0.29,947298.0,-5.27,6.9,32.0,538.3,9.9,23,0,3,0
SW2.5_LO0.5_H7_SQ5_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,7,5,0.5,1.5,0.7,False,False,5,26,17,9,30.8,0.61,-49915.0,-5.01,-13.18,10.43,-1.99,-0.41,6.91,-0.29,950085.0,-4.99,7.0,32.0,538.3,9.9,25,0,1,0
SW2.5_LO0.5_H7_SQ5_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,7,5,1.0,0.5,0.4,False,False,5,21,13,8,42.9,1.34,33695.0,9.86,2.41,21.98,1.46,0.59,2.82,0.52,1033695.0,3.37,5.1,32.0,512.7,9.1,8,7,6,0
SW2.5_LO0.5_H7_SQ5_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,7,5,1.0,1.0,0.6,False,False,5,20,12,8,30.0,0.55,-53657.0,-7.92,-22.06,13.28,-2.39,-0.55,7.4,-0.32,946343.0,-5.37,6.8,32.1,521.0,9.2,17,0,3,0
SW2.5_LO0.5_H7_SQ5_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,7,5,1.0,1.5,0.7,False,False,5,20,12,8,30.0,0.56,-50870.0,-7.42,-21.22,13.28,-2.26,-0.52,7.12,-0.32,949130.0,-5.09,7.0,32.1,521.0,9.2,19,0,1,0
SW2.5_LO0.5_H7_SQ5_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,7,5,1.5,0.5,0.4,False,False,5,13,9,4,38.5,0.85,-11344.0,-0.34,-9.05,19.27,-0.52,-0.02,2.72,-0.19,988656.0,-1.13,5.2,30.8,557.9,9.0,5,3,5,0
SW2.5_LO0.5_H7_SQ5_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,7,5,1.5,1.0,0.6,False,False,5,12,8,4,25.0,0.21,-67364.0,-19.93,-31.02,2.24,-3.14,-1.3,6.74,-0.47,932636.0,-6.74,6.8,30.9,575.5,9.1,10,0,2,0
SW2.5_LO0.5_H7_SQ5_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,7,5,1.5,1.5,0.7,False,False,5,12,8,4,25.0,0.22,-64576.0,-19.09,-29.75,2.24,-3.01,-1.28,6.46,-0.47,935424.0,-6.46,7.0,30.9,575.5,9.1,12,0,0,0
SW2.5_LO0.5_H10_SQ2_noTF_PT50_SL40_SMA_L5,2.5,0.5,10,2,0,0.5,0.4,False,False,5,29,17,12,31.0,0.59,-83435.0,-8.54,-7.45,-10.08,-3.36,-0.57,8.58,-0.39,916565.0,-8.34,7.7,33.1,521.0,8.9,12,6,11,0
SW2.5_LO0.5_H10_SQ2_noTF_PT100_SL60_SMA_L5,2.5,0.5,10,2,0,1.0,0.6,False,False,5,28,18,10,28.6,0.27,-154426.0,-18.79,-26.53,-4.87,-6.38,-1.49,16.66,-0.38,845574.0,-15.44,9.5,33.2,535.3,9.2,20,0,8,0
SW2.5_LO0.5_H10_SQ2_noTF_PT150_SL70_SMA_L5,2.5,0.5,10,2,0,1.5,0.7,False,False,5,27,17,10,29.6,0.31,-126141.0,-15.58,-21.88,-4.87,-5.16,-1.25,13.83,-0.37,873859.0,-12.61,9.8,33.2,534.5,9.4,24,0,2,1
SW2.5_LO0.5_H10_SQ2_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,10,2,0.5,0.5,0.4,False,False,5,29,16,13,31.0,0.62,-73188.0,-7.63,-2.75,-13.64,-2.94,-0.52,7.56,-0.39,926812.0,-7.32,7.5,32.9,518.4,8.5,12,6,11,0
SW2.5_LO0.5_H10_SQ2_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,10,2,0.5,1.0,0.6,False,False,5,28,17,11,32.1,0.45,-105926.0,-11.72,-23.23,6.06,-4.3,-0.83,11.98,-0.36,894074.0,-10.59,9.4,33.0,532.7,8.8,20,1,7,0
SW2.5_LO0.5_H10_SQ2_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,10,2,0.5,1.5,0.7,False,False,5,27,16,11,33.3,0.66,-56558.0,-5.69,-18.08,12.35,-2.26,-0.34,8.14,-0.28,943442.0,-5.66,9.7,33.0,531.8,9.0,24,1,1,1
SW2.5_LO0.5_H10_SQ2_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,10,2,1.0,0.5,0.4,False,False,5,23,14,9,30.4,0.7,-47776.0,-5.83,-10.61,1.6,-2.03,-0.35,4.93,-0.41,952224.0,-4.78,7.1,33.5,512.9,8.0,7,6,10,0
SW2.5_LO0.5_H10_SQ2_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,10,2,1.0,1.0,0.6,False,False,5,22,13,9,27.3,0.23,-139114.0,-21.13,-34.21,-2.23,-6.07,-1.49,14.9,-0.41,860886.0,-13.91,9.4,33.7,520.4,8.0,14,0,8,0
SW2.5_LO0.5_H10_SQ2_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,10,2,1.0,1.5,0.7,False,False,5,21,12,9,28.6,0.28,-110339.0,-17.34,-28.67,-2.23,-4.77,-1.22,12.19,-0.39,889661.0,-11.03,9.8,33.6,518.6,8.2,19,0,1,1
SW2.5_LO0.5_H10_SQ2_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,10,2,1.5,0.5,0.4,False,False,5,17,11,6,23.5,0.44,-75317.0,-15.2,-14.12,-17.18,-3.36,-0.86,7.53,-0.45,924683.0,-7.53,7.3,31.5,546.0,7.4,6,3,8,0
SW2.5_LO0.5_H10_SQ2_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,10,2,1.5,1.0,0.6,False,False,5,16,10,6,18.8,0.13,-135762.0,-29.0,-31.58,-24.7,-6.16,-1.86,13.58,-0.45,864238.0,-13.58,9.1,31.6,558.5,7.3,9,0,7,0
SW2.5_LO0.5_H10_SQ2_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,10,2,1.5,1.5,0.7,False,False,5,15,9,6,20.0,0.22,-101576.0,-24.22,-23.9,-24.7,-4.56,-1.51,10.16,-0.45,898424.0,-10.16,9.7,31.4,558.5,7.5,13,0,1,1
SW2.5_LO0.5_H10_SQ3_noTF_PT50_SL40_SMA_L5,2.5,0.5,10,3,0,0.5,0.4,False,False,5,29,20,9,37.9,0.84,-28685.0,-0.8,-1.98,1.84,-1.14,-0.05,6.02,-0.19,971315.0,-2.87,7.4,32.4,529.8,9.5,11,8,10,0
SW2.5_LO0.5_H10_SQ3_noTF_PT100_SL60_SMA_L5,2.5,0.5,10,3,0,1.0,0.6,False,False,5,28,19,9,28.6,0.27,-154621.0,-19.04,-27.12,-1.99,-6.38,-1.51,16.68,-0.38,845379.0,-15.46,9.5,32.5,536.3,9.6,20,0,8,0
SW2.5_LO0.5_H10_SQ3_noTF_PT150_SL70_SMA_L5,2.5,0.5,10,3,0,1.5,0.7,False,False,5,27,18,9,29.6,0.31,-126336.0,-15.84,-22.76,-1.99,-5.17,-1.26,13.85,-0.37,873664.0,-12.63,9.8,32.4,535.5,9.8,24,0,2,1
SW2.5_LO0.5_H10_SQ3_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,10,3,0.5,0.5,0.4,False,False,5,29,19,10,37.9,0.9,-17511.0,0.11,2.27,-3.98,-0.69,0.01,6.24,-0.11,982489.0,-1.75,7.2,32.2,527.2,9.1,11,8,10,0
SW2.5_LO0.5_H10_SQ3_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,10,3,0.5,1.0,0.6,False,False,5,28,18,10,32.1,0.45,-106120.0,-11.96,-24.03,9.75,-4.31,-0.84,11.99,-0.36,893880.0,-10.61,9.4,32.3,533.7,9.2,20,1,7,0
SW2.5_LO0.5_H10_SQ3_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,10,3,0.5,1.5,0.7,False,False,5,27,17,10,33.3,0.66,-56752.0,-5.94,-19.24,16.66,-2.27,-0.36,8.14,-0.28,943248.0,-5.68,9.7,32.2,532.8,9.4,24,1,1,1
SW2.5_LO0.5_H10_SQ3_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,10,3,1.0,0.5,0.4,False,False,5,23,15,8,34.8,0.86,-20768.0,-1.59,-5.45,5.65,-0.87,-0.09,4.89,-0.18,979232.0,-2.08,6.8,32.6,514.1,8.5,6,7,10,0
SW2.5_LO0.5_H10_SQ3_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,10,3,1.0,1.0,0.6,False,False,5,22,14,8,27.3,0.23,-139309.0,-21.44,-34.46,1.34,-6.08,-1.51,14.92,-0.41,860691.0,-13.93,9.4,32.8,521.7,8.5,14,0,8,0
SW2.5_LO0.5_H10_SQ3_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,10,3,1.0,1.5,0.7,False,False,5,21,13,8,28.6,0.28,-110534.0,-17.67,-29.37,1.34,-4.78,-1.24,12.21,-0.39,889466.0,-11.05,9.8,32.7,520.0,8.7,19,0,1,1
SW2.5_LO0.5_H10_SQ3_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,10,3,1.5,0.5,0.4,False,False,5,16,11,5,25.0,0.47,-65685.0,-14.23,-14.12,-14.45,-2.92,-0.76,6.65,-0.44,934315.0,-6.57,7.1,30.9,557.5,7.7,5,3,8,0
SW2.5_LO0.5_H10_SQ3_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,10,3,1.5,1.0,0.6,False,False,5,15,10,5,20.0,0.14,-126129.0,-28.88,-31.58,-23.48,-5.71,-1.73,12.61,-0.45,873871.0,-12.61,9.1,31.0,571.5,7.7,8,0,7,0
SW2.5_LO0.5_H10_SQ3_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,10,3,1.5,1.5,0.7,False,False,5,14,9,5,21.4,0.23,-91943.0,-23.75,-23.9,-23.48,-4.12,-1.38,9.19,-0.45,908057.0,-9.19,9.7,30.7,572.4,7.9,12,0,1,1
SW2.5_LO0.5_H10_SQ5_noTF_PT50_SL40_SMA_L5,2.5,0.5,10,5,0,0.5,0.4,False,False,5,26,18,8,42.3,0.94,-10020.0,1.76,-0.44,6.7,-0.39,0.1,4.62,-0.09,989980.0,-1.0,7.1,32.3,529.0,10.2,8,8,10,0
SW2.5_LO0.5_H10_SQ5_noTF_PT100_SL60_SMA_L5,2.5,0.5,10,5,0,1.0,0.6,False,False,5,25,17,8,32.0,0.29,-135955.0,-18.57,-28.44,2.4,-5.58,-1.31,15.24,-0.37,864045.0,-13.6,9.4,32.4,536.3,10.3,17,0,8,0
SW2.5_LO0.5_H10_SQ5_noTF_PT150_SL70_SMA_L5,2.5,0.5,10,5,0,1.5,0.7,False,False,5,25,17,8,32.0,0.34,-112772.0,-15.04,-23.25,2.4,-4.59,-1.11,12.92,-0.36,887228.0,-11.28,9.8,32.4,536.3,10.3,22,0,2,1
SW2.5_LO0.5_H10_SQ5_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,10,5,0.5,0.5,0.4,False,False,5,25,17,8,44.0,1.05,8141.0,5.14,4.4,6.7,0.32,0.31,5.55,0.06,1008141.0,0.81,7.0,32.7,530.5,10.1,8,8,9,0
SW2.5_LO0.5_H10_SQ5_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,10,5,0.5,1.0,0.6,False,False,5,24,16,8,33.3,0.33,-116948.0,-15.9,-25.05,2.4,-4.77,-1.13,13.34,-0.36,883053.0,-11.69,9.4,32.9,538.2,10.2,17,0,7,0
SW2.5_LO0.5_H10_SQ5_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,10,5,0.5,1.5,0.7,False,False,5,24,16,8,33.3,0.39,-92142.0,-12.23,-19.54,2.4,-3.73,-0.92,11.02,-0.34,907858.0,-9.21,9.8,32.9,538.2,10.2,22,0,1,1
SW2.5_LO0.5_H10_SQ5_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,10,5,1.0,0.5,0.4,False,False,5,20,13,7,40.0,0.95,-6999.0,1.61,-3.85,11.75,-0.31,0.08,3.96,-0.08,993001.0,-0.7,6.4,32.5,510.7,9.2,3,7,10,0
SW2.5_LO0.5_H10_SQ5_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,10,5,1.0,1.0,0.6,False,False,5,19,12,7,31.6,0.26,-120643.0,-21.21,-37.56,6.83,-5.44,-1.32,13.48,-0.4,879357.0,-12.06,9.3,32.7,519.3,9.3,11,0,8,0
SW2.5_LO0.5_H10_SQ5_TF1.0_PT150_SL70_SMA_L5,2.5,0.5,10,5,1.0,1.5,0.7,False,False,5,19,12,7,31.6,0.31,-96970.0,-16.82,-30.61,6.83,-4.34,-1.09,11.28,-0.39,903030.0,-9.7,9.8,32.7,519.3,9.3,17,0,1,1
SW2.5_LO0.5_H10_SQ5_TF1.5_PT50_SL40_SMA_L5,2.5,0.5,10,5,1.5,0.5,0.4,False,False,5,12,9,3,33.3,0.63,-35011.0,-8.74,-13.74,6.26,-1.62,-0.37,3.58,-0.45,964989.0,-3.5,6.6,31.6,558.2,9.2,2,3,7,0
SW2.5_LO0.5_H10_SQ5_TF1.5_PT100_SL60_SMA_L5,2.5,0.5,10,5,1.5,1.0,0.6,False,False,5,11,8,3,27.3,0.27,-77015.0,-25.62,-35.51,0.75,-3.58,-1.22,7.7,-0.46,922985.0,-7.7,9.1,31.8,577.5,9.3,5,0,6,0
SW2.5_LO0.5_H10_SQ5_TF1.5_PT150_SL70_SMA_L5,2.5,0.5,10,5,1.5,1.5,0.7,False,False,5,11,8,3,27.3,0.34,-54964.0,-18.04,-25.09,0.75,-2.54,-0.92,5.61,-0.45,945036.0,-5.5,10.0,31.8,577.5,9.3,10,0,0,1
SW2.5_LO0.5_H14_SQ2_noTF_PT50_SL40_SMA_L5,2.5,0.5,14,2,0,0.5,0.4,False,False,5,27,15,12,33.3,0.65,-70936.0,-5.97,-4.25,-8.13,-2.85,-0.36,7.09,-0.4,929064.0,-7.09,8.9,32.0,522.8,8.4,8,7,11,1
SW2.5_LO0.5_H14_SQ2_noTF_PT100_SL60_SMA_L5,2.5,0.5,14,2,0,1.0,0.6,False,False,5,24,12,12,33.3,0.49,-95646.0,-13.94,-2.88,-25.0,-3.87,-0.8,9.56,-0.4,904354.0,-9.56,11.5,32.4,519.7,8.4,15,1,8,0
SW2.5_LO0.5_H14_SQ2_noTF_PT150_SL70_SMA_L5,2.5,0.5,14,2,0,1.5,0.7,False,False,5,24,11,13,41.7,0.64,-64637.0,-7.79,9.4,-22.33,-2.59,-0.4,6.46,-0.4,935363.0,-6.46,12.3,32.7,510.9,8.7,16,1,6,1
SW2.5_LO0.5_H14_SQ2_TF0.5_PT50_SL40_SMA_L5,2.5,0.5,14,2,0.5,0.5,0.4,False,False,5,27,14,13,33.3,0.7,-56930.0,-4.99,1.36,-11.83,-2.28,-0.31,5.69,-0.4,943070.0,-5.69,8.7,31.7,520.1,8.0,8,7,11,1
SW2.5_LO0.5_H14_SQ2_TF0.5_PT100_SL60_SMA_L5,2.5,0.5,14,2,0.5,1.0,0.6,False,False,5,24,11,13,37.5,0.71,-50071.0,-5.69,4.37,-14.2,-2.0,-0.3,6.75,-0.3,949929.0,-5.01,11.3,32.2,516.6,8.0,15,2,7,0
SW2.5_LO0.5_H14_SQ2_TF0.5_PT150_SL70_SMA_L5,2.5,0.5,14,2,0.5,1.5,0.7,False,False,5,24,10,14,45.8,0.96,-7162.0,3.35,18.61,-7.56,-0.28,0.15,5.1,-0.06,992838.0,-0.72,12.2,32.4,507.9,8.2,16,2,5,1
SW2.5_LO0.5_H14_SQ2_TF1.0_PT50_SL40_SMA_L5,2.5,0.5,14,2,1.0,0.5,0.4,False,False,5,22,13,9,36.4,0.86,-21742.0,-0.83,-4.32,4.2,-0.91,-0.05,3.92,-0.23,978258.0,-2.17,8.2,32.5,516.3,7.5,5,7,10,0
SW2.5_LO0.5_H14_SQ2_TF1.0_PT100_SL60_SMA_L5,2.5,0.5,14,2,1.0,1.0,0.6,False,False,5,20,11,9,30.0,0.46,-92857.0,-15.58,-16.37,-14.62,-3.96,-0.81,9.29,-0.43,907143.0,-9.29,11.2,32.8,525.8,7.5,11,1,8,0
