date,sym,dir,entry_t,entry,exit_t,exit,reason,pnl_unit,pnl_mis,qty_mis,grade,score,cpr_narrow,tight_risk,rsi_conviction,clean_past,cpr_pct,or_width_pct,rsi_val,past_pct
2025-09-15,BPCL,SHORT,11:10,302.7,14:40,301.8,SL,0.9,6867.9,7631,B,2,0,1,1,0,0.4438,0.6442,29.22,0.1484
2025-09-15,M&M,SHORT,09:40,3570.1,15:20,3530.1,EOD_1518,40.0,25880.0,647,C,1,0,0,1,0,0.3995,0.8347,19.61,0.0979
2025-09-15,GRASIM,LONG,12:55,2818,14:30,2818,SL,0,0,819,B,2,1,0,1,0,0.0369,0.8765,79.41,0.1172
2025-09-16,BEL,LONG,09:45,401.2,15:20,403.05,EOD_1518,1.85,10650.45,5757,C,1,1,0,0,0,0.1587,1.1964,64.67,0.0499
2025-09-16,BPCL,SHORT,11:35,302.8,14:35,302.65,SL,0.15,1144.2,7628,B,2,1,1,0,0,0.0935,0.6275,39.0,0.099
2025-09-16,BAJFINANCE,SHORT,10:45,1005.55,14:35,1004.77,SL,0.775,1780.17,2297,B,2,1,0,1,0,0.1352,0.9597,32.88,0.0099
2025-09-16,AXISBANK,LONG,09:30,1116.2,14:50,1118.9,SL,2.7,5586.3,2069,A,3,1,0,1,1,0.0362,0.8869,76.36,0.2065
2025-09-17,BAJFINANCE,LONG,11:50,1010.3,14:30,1010.3,SL,0.0,0.0,2286,B,2,1,0,1,0,0.2915,0.9552,76.69,0.0297
2025-09-17,TRENT,LONG,11:15,5207,14:30,5207,SL,0,0,443,A,3,1,1,1,0,0.1524,0.7586,68.18,0.0769
2025-09-17,IRCTC,LONG,11:50,732.1,14:30,732.1,SL,0.0,0.0,3155,B,2,1,1,0,0,0.1147,0.4508,64.32,0.0683
2025-09-18,TATASTEEL,LONG,13:40,172.04,14:30,172.04,SL,0.0,0.0,13427,B,2,1,0,1,0,0.0915,1.087,75.56,0.0233
2025-09-18,BEL,SHORT,10:10,409.4,14:30,409.4,SL,0.0,0.0,5642,B,2,1,0,1,0,0.2229,1.1724,34.84,0.195
2025-09-18,BPCL,SHORT,11:20,306.65,14:30,306.65,SL,0.0,0.0,7533,C,0,0,0,0,0,0.3201,0.9131,37.22,0.114
2025-09-18,M&M,SHORT,12:10,3619.4,14:30,3616.2,SL,3.2,2041.6,638,A,3,1,1,1,0,0.2612,0.7432,32.34,0.0745
2025-09-18,TRENT,SHORT,09:55,5191,13:15,5140.0,TGT,51.0,22695.0,445,A+,4,1,1,1,1,0.1057,0.4431,11.17,0.2115
2025-09-18,RELIANCE,SHORT,11:20,1414.9,14:30,1414.2,SL,0.7,1142.4,1632,B,2,1,1,0,0,0.1062,0.4877,36.43,0.0141
2025-09-19,VEDL,SHORT,11:00,453.5,14:30,453.5,SL,0.0,0.0,5093,C,1,1,0,0,0,0.0183,0.8159,39.5,0.1761
2025-09-19,BPCL,LONG,09:30,313.25,14:30,313.38,SL,0.125,921.75,7374,C,1,0,0,0,1,0.4318,0.9577,60.0,0.2881
2025-09-19,BAJFINANCE,SHORT,11:40,990.4,13:35,995.8,SL,-5.4,-12592.8,2332,B,2,1,1,0,0,0.2269,0.4847,39.61,0.0605
2025-09-19,TRENT,SHORT,09:50,5115.5,15:20,5078,EOD_1518,37.5,16912.5,451,B,2,0,1,1,0,0.458,0.7135,19.72,0.1172
2025-09-19,GODREJPROP,LONG,11:35,2101.5,13:10,2135.4,TGT,33.9,37256.1,1099,B,2,1,0,1,0,0.0925,0.9755,76.57,0.1
2025-09-19,AXISBANK,LONG,12:55,1134.9,15:00,1138.15,SL,3.25,6613.75,2035,B,2,0,1,1,0,0.3069,0.6609,79.15,0.0264
2025-09-22,ADANIENT,LONG,09:30,2514.2,15:20,2543,EOD_1518,28.8,26438.4,918,A,3,1,0,1,1,0.0395,2.4978,73.93,0.2512
2025-09-22,BAJFINANCE,LONG,09:30,1000.35,14:40,1001.25,SL,0.9,2078.1,2309,C,1,1,0,0,0,0.0101,1.0946,60.61,0.04
2025-09-22,TRENT,SHORT,13:50,5069,15:20,4995,EOD_1518,74,33670,455,C,1,0,0,1,0,0.4702,0.8286,32.31,0.1674
2025-09-22,HAL,SHORT,09:30,4892.5,14:45,4819.3,TGT,73.2,34550.4,472,C,1,0,0,1,0,0.3429,0.9361,34.77,0.0613
2025-09-22,AXISBANK,LONG,09:55,1140.1,14:40,1141.95,SL,1.85,3748.1,2026,A,3,1,1,1,0,0.0323,0.7631,74.36,0.0175
2025-09-23,VEDL,SHORT,09:30,455,14:30,455,SL,0,0,5076,C,1,1,0,0,0,0.0254,1.022,36.44,0.0549
2025-09-23,BAJFINANCE,LONG,09:30,1011.75,15:20,1025.35,EOD_1518,13.6,31048.8,2283,C,1,0,0,1,0,0.4357,1.2305,80.3,0.0297
2025-09-23,IRCTC,SHORT,09:30,724.9,14:30,724.9,SL,0.0,0.0,3186,C,1,0,1,0,0,0.3495,0.5311,35.36,0.1721
2025-09-23,RELIANCE,SHORT,09:40,1385.8,14:05,1393,SL,-7.2,-11995.2,1666,C,1,0,1,0,0,0.4177,0.433,38.3,0.0865
2025-09-23,AXISBANK,LONG,11:05,1151.6,14:30,1166.15,TGT,14.55,29172.75,2005,A+,4,1,1,1,1,0.2921,0.5905,87.52,0.2525
2025-09-24,BEL,SHORT,09:40,401.6,11:20,396.58,TGT,5.025,28898.77,5751,A+,4,1,1,1,1,0.0906,0.6225,28.72,0.2112
2025-09-24,HAL,SHORT,10:35,4776.9,15:20,4719.2,EOD_1518,57.7,27869.1,483,B,2,1,0,1,0,0.0479,0.8206,29.45,0.0147
2025-09-24,GODREJPROP,SHORT,09:40,2087.2,11:55,2045.05,TGT,42.15,46617.9,1106,A,3,1,0,1,1,0.0571,1.0684,6.54,0.2771
2025-09-24,RELIANCE,LONG,11:25,1389.9,14:30,1389.9,SL,0.0,0.0,1661,A,3,1,1,1,0,0.1874,0.4605,77.58,0.0216
2025-09-24,APOLLOHOSP,LONG,10:00,7709.5,14:30,7709.5,SL,0.0,0.0,299,A,3,1,1,1,0,0.197,0.5707,75.63,0.1104
2025-09-25,TRENT,SHORT,09:30,4889,11:25,4829.75,TGT,59.25,27966.0,472,B,2,0,1,1,0,0.3324,0.7875,16.25,0.0204
2025-09-25,RELIANCE,SHORT,12:00,1374,14:30,1374,SL,0,0,1681,A,3,1,1,1,0,0.25,0.7424,32.26,0.0218
2025-09-25,AXISBANK,LONG,10:05,1160.4,12:10,1170.45,TGT,10.05,19999.5,1990,A,3,1,1,1,0,0.2582,0.5602,71.42,0.0172
2025-09-25,APOLLOHOSP,SHORT,11:00,7645,14:30,7640.75,SL,4.25,1283.5,302,B,2,0,1,1,0,0.3368,0.5625,33.39,0.0523
2025-09-26,TATASTEEL,SHORT,10:05,170.35,15:20,167.42,EOD_1518,2.93,39730.8,13560,B,2,1,0,1,0,0.1834,1.6789,29.75,0.0938
2025-09-26,M&M,SHORT,09:30,3500,13:10,3428.75,TGT,71.25,47025.0,660,B,2,0,0,1,1,0.4316,1.0714,6.69,0.2849
2025-09-26,BAJFINANCE,SHORT,11:30,998.5,14:30,990.55,SL,7.95,18388.35,2313,C,0,0,0,0,0,0.4456,1.1517,38.31,0.0501
2025-09-26,RELIANCE,LONG,10:35,1372.7,11:50,1380.95,TGT,8.25,13876.5,1682,A,3,1,1,1,0,0.2109,0.357,81.38,0.0437
2025-09-29,BPCL,LONG,09:30,316.65,15:20,322.7,EOD_1518,6.05,44134.75,7295,C,1,0,0,1,0,0.4298,1.3264,69.92,0.7798
2025-09-29,GODREJPROP,LONG,10:15,1997.5,14:40,2005.95,SL,8.45,9768.2,1156,C,0,0,0,0,0,0.3309,1.2215,60.76,0.0651
2025-09-29,RELIANCE,SHORT,11:35,1378.5,15:00,1369.2,TGT,9.3,15577.5,1675,A,3,1,1,1,0,0.1575,0.4135,31.82,0.0363
2025-09-29,AXISBANK,SHORT,09:45,1133.5,15:05,1131.55,SL,1.95,3972.15,2037,C,1,1,0,0,0,0.2794,2.0556,37.21,0.1322
2025-09-29,APOLLOHOSP,SHORT,10:40,7528,15:00,7444.75,TGT,83.25,25474.5,306,B,2,0,1,1,0,0.4485,0.6974,16.93,0.0398
2025-09-30,GODREJPROP,SHORT,10:35,1983.7,14:40,1974.55,SL,9.15,10650.6,1164,A+,4,1,1,1,1,0.0668,0.7713,33.9,0.2314
2025-10-01,ADANIENT,SHORT,09:50,2431.5,13:55,2457.1,SL,-25.6,-24320.0,950,B,2,1,0,1,0,0.1835,0.9747,28.49,0.0781
2025-10-01,TATASTEEL,SHORT,10:25,167.66,14:35,167.62,SL,0.04,551.08,13777,B,2,1,0,1,0,0.2011,1.0975,29.16,0.1429
2025-10-01,BEL,LONG,09:40,404.6,15:20,406.65,EOD_1518,2.05,11703.45,5709,B,2,1,0,0,1,0.0289,1.0875,64.78,0.2105
2025-10-01,BPCL,SHORT,12:15,323.6,14:35,323.27,SL,0.325,2319.85,7138,C,1,1,0,0,0,0.0052,0.9271,38.67,0.1851
2025-10-01,TRENT,LONG,09:35,4762.6,15:20,4833.3,EOD_1518,70.7,34289.5,485,C,1,0,0,1,0,0.4046,1.1317,74.67,0.1598
2025-10-01,RELIANCE,SHORT,13:15,1365.7,14:30,1365.7,SL,0.0,0.0,1691,A,3,1,1,1,0,0.29,0.6444,33.66,0.0293
2025-10-01,AXISBANK,LONG,11:10,1143.9,11:55,1163.25,TGT,19.35,39067.65,2019,A,3,1,0,1,1,0.0236,0.9179,68.51,0.2102
2025-10-03,TATASTEEL,LONG,09:45,173.34,14:30,173.34,SL,0.0,0.0,13326,B,2,1,0,1,0,0.1689,2.9133,65.13,0.0982
2025-10-03,VEDL,LONG,10:00,472.55,14:30,472.55,SL,0.0,0.0,4888,A,3,1,0,1,1,0.0969,1.1639,71.43,0.5426
2025-10-03,HAL,LONG,09:30,4839,15:20,4871.7,EOD_1518,32.7,15597.9,477,A,3,0,1,1,1,0.409,0.7998,73.55,0.2112
2025-10-03,RELIANCE,SHORT,09:45,1362,14:35,1361.4,SL,0.6,1017.6,1696,A,3,1,1,1,0,0.0949,0.6241,33.95,0.0807
2025-10-06,VEDL,SHORT,11:05,471,14:30,470.45,SL,0.55,2697.2,4904,B,2,1,0,1,0,0.1766,1.38,31.32,0.106
2025-10-06,BPCL,SHORT,09:45,323.8,14:30,323.8,SL,0.0,0.0,7134,A,3,1,0,1,1,0.0666,0.9111,31.42,0.5528
2025-10-06,M&M,LONG,12:25,3472.1,14:30,3472.1,SL,0.0,0.0,665,B,2,1,0,1,0,0.2645,1.3306,86.73,0.023
2025-10-06,IRCTC,LONG,12:50,709.6,15:20,710.1,EOD_1518,0.5,1627.5,3255,A,3,1,1,1,0,0.0188,0.5989,68.89,0.0493
2025-10-06,GRASIM,LONG,09:55,2811.4,14:30,2811.4,SL,0.0,0.0,821,B,2,1,0,1,0,0.1196,1.5117,66.58,0.1353
2025-10-06,RELIANCE,LONG,10:35,1366.2,13:30,1377.0,TGT,10.8,18252.0,1690,B,2,1,1,0,0,0.0415,0.5051,63.72,0.022
2025-10-06,AXISBANK,LONG,11:00,1210,14:30,1210.8,SL,0.8,1527.2,1909,A,3,1,0,1,1,0.1272,2.0331,72.78,0.2735
2025-10-07,ADANIENT,SHORT,11:50,2497.5,15:20,2465.5,EOD_1518,32.0,29568.0,924,B,2,1,0,1,0,0.1987,1.1572,26.08,0.1
2025-10-07,BEL,SHORT,10:00,411.65,15:20,410.6,EOD_1518,1.05,5891.55,5611,B,2,0,1,1,0,0.3318,0.7895,28.54,0.1577
2025-10-07,M&M,LONG,10:45,3491.9,14:30,3493.45,SL,1.55,1024.55,661,C,1,0,1,0,0,0.3749,0.7074,63.16,0.0602
2025-10-07,HAL,SHORT,09:45,4838.5,14:30,4838.5,SL,0.0,0.0,477,B,2,0,1,1,0,0.3004,0.6076,24.46,0.1032
2025-10-07,IRCTC,LONG,10:25,713.35,14:35,714.1,SL,0.75,2428.5,3238,A,3,1,1,1,0,0.2234,0.5467,67.35,0.021
2025-10-07,RELIANCE,LONG,09:40,1384,14:35,1386.25,SL,2.25,3755.25,1669,C,1,0,1,0,0,0.3308,0.5636,60.68,0.0217
2025-10-07,APOLLOHOSP,LONG,14:45,7699.5,14:50,7699.5,SL,0.0,0.0,300,A,3,1,1,1,0,0.1918,0.7793,65.18,0.078
2025-10-08,BEL,SHORT,10:20,407.15,15:20,403.7,EOD_1518,3.45,19571.85,5673,C,1,0,0,1,0,0.3279,1.0316,22.35,0.1594
2025-10-08,BPCL,LONG,09:50,326.45,10:25,331.1,TGT,4.65,32903.4,7076,A,3,0,1,1,1,0.3316,0.7045,71.77,0.2457
2025-10-08,M&M,SHORT,10:10,3479.4,12:30,3433.95,TGT,45.45,30133.35,663,B,2,1,0,1,0,0.0086,0.8622,23.94,0.0086
2025-10-08,BAJFINANCE,LONG,09:45,1025.25,14:30,1025.25,SL,0.0,0.0,2253,B,2,1,0,1,0,0.1735,1.1119,66.84,0.1759
2025-10-08,TRENT,SHORT,10:50,4660,14:40,4646.55,SL,13.45,6657.75,495,C,0,0,0,0,0,0.4294,1.1159,37.37,0.1286
2025-10-08,HAL,SHORT,10:30,4789,14:30,4789,SL,0,0,482,C,1,1,0,0,0,0.0461,1.2007,39.69,0.1668
2025-10-08,IRCTC,SHORT,10:10,708.95,15:20,702.8,EOD_1518,6.15,20036.7,3258,C,1,0,0,1,0,0.3031,1.072,28.78,0.0493
2025-10-08,GRASIM,SHORT,09:30,2796.5,15:20,2778,EOD_1518,18.5,15281.0,826,A,3,1,1,1,0,0.0083,0.7795,26.07,0.182
2025-10-08,RELIANCE,SHORT,10:20,1378.4,12:20,1365.65,TGT,12.75,21356.25,1675,A,3,1,1,1,0,0.0529,0.5876,18.02,0.029
2025-10-08,APOLLOHOSP,SHORT,11:05,7690,15:15,7671.5,SL,18.5,5550.0,300,B,2,1,0,1,0,0.2604,0.9298,26.95,0.0065
2025-10-09,VEDL,LONG,09:35,475.05,15:20,484.45,EOD_1518,9.4,45702.8,4862,C,1,1,0,0,0,0.1306,1.5683,61.7,0.0527
2025-10-09,BAJFINANCE,LONG,10:55,1025.6,14:30,1025.6,SL,0.0,0.0,2252,B,2,1,0,1,0,0.204,0.9507,73.36,0.0683
2025-10-09,HAL,LONG,10:00,4827,14:30,4827,SL,0,0,478,B,2,1,0,0,1,0.2721,1.1394,64.99,0.3952
2025-10-09,GRASIM,LONG,13:25,2808,14:30,2808,SL,0,0,822,C,0,0,0,0,0,0.3789,1.0256,63.63,0.0356
2025-10-09,AXISBANK,SHORT,09:40,1177.5,13:10,1163.7,TGT,13.8,27061.8,1961,A,3,1,1,1,0,0.2169,0.7389,17.68,0.0424
2025-10-09,APOLLOHOSP,LONG,09:45,7703,14:40,7718.0,SL,15.0,4485.0,299,C,1,0,0,1,0,0.3533,0.9217,74.78,0.156
2025-10-10,BEL,LONG,09:30,411.7,15:20,412.8,EOD_1518,1.1,6171.0,5610,B,2,0,1,1,0,0.4663,0.6315,72.69,0.1825
2025-10-10,M&M,LONG,10:15,3439,15:20,3453.1,EOD_1518,14.1,9461.1,671,B,2,1,0,1,0,0.1276,1.1864,77.34,0.0727
2025-10-10,BAJFINANCE,LONG,10:05,1025.75,14:30,1025.75,SL,0.0,0.0,2252,B,2,1,0,1,0,0.1385,0.8433,66.81,0.0097
2025-10-10,TRENT,LONG,11:10,4708.8,14:40,4716.4,SL,7.6,3724.0,490,C,0,0,0,0,0,0.3135,1.1659,60.98,0.0382
2025-10-10,IRCTC,LONG,10:05,714.2,15:10,715.12,SL,0.925,2991.45,3234,B,2,1,1,0,0,0.2778,0.6371,62.38,0.1402
2025-10-10,GODREJPROP,LONG,09:30,2066.7,15:20,2087.4,EOD_1518,20.7,23121.9,1117,B,2,0,0,1,1,0.3157,0.9726,65.31,0.5155
2025-10-10,AXISBANK,LONG,09:30,1174.5,11:55,1188.45,TGT,13.95,27425.7,1966,B,2,0,1,1,0,0.4435,0.7237,84.29,0.0682
2025-10-10,APOLLOHOSP,SHORT,10:25,7675,14:35,7672.75,SL,2.25,675.0,300,B,2,1,1,0,0,0.0867,0.5212,38.82,0.0716
2025-10-13,M&M,LONG,09:40,3462.3,14:30,3465.05,SL,2.75,1834.25,667,B,2,0,1,0,1,0.3894,0.5199,61.78,0.3565
2025-10-13,HAL,SHORT,12:00,4736.4,14:30,4736.4,SL,0.0,0.0,487,C,1,0,0,1,0,0.4183,1.7587,28.26,0.0042
2025-10-13,AXISBANK,LONG,09:40,1175.8,13:10,1188.25,TGT,12.45,24451.8,1964,A,3,1,1,1,0,0.1103,0.5953,84.66,0.1107
2025-10-13,APOLLOHOSP,SHORT,10:10,7693,15:20,7676.5,EOD_1518,16.5,4950.0,300,A,3,1,1,1,0,0.1603,0.5589,21.23,0.1039
2025-10-14,ADANIENT,SHORT,09:30,2447.7,11:05,2427.15,TGT,20.55,19378.65,943,A,3,1,1,1,0,0.1158,0.5107,24.69,0.049
2025-10-14,TATASTEEL,SHORT,09:35,174.1,12:10,170.57,TGT,3.525,46769.7,13268,B,2,1,0,1,0,0.2607,1.3096,12.42,0.0402
2025-10-14,BEL,SHORT,10:25,409.4,13:05,402.27,TGT,7.125,40199.25,5642,B,2,1,0,1,0,0.0448,1.0625,6.97,0.0976
2025-10-14,VEDL,SHORT,11:10,482.3,15:20,479.9,EOD_1518,2.4,11493.6,4789,B,2,1,0,1,0,0.23,1.2648,30.1,0.1449
2025-10-14,BPCL,SHORT,09:45,321.8,11:40,318.35,TGT,3.45,24764.1,7178,A,3,1,1,1,0,0.1241,0.637,11.0,0.0776
2025-10-14,M&M,SHORT,09:40,3457,14:30,3457,SL,0,0,668,A,3,1,1,1,0,0.1679,0.6971,30.77,0.1733
2025-10-14,BAJFINANCE,SHORT,09:35,1028.25,15:20,1019.65,EOD_1518,8.6,19315.6,2246,B,2,0,0,1,1,0.3873,1.0212,23.96,0.3247
2025-10-14,TRENT,SHORT,10:00,4661.4,12:35,4618.5,TGT,42.9,21235.5,495,B,2,0,1,1,0,0.3014,0.5556,20.01,0.0579
2025-10-14,HAL,SHORT,11:05,4746.1,14:30,4746.1,SL,0.0,0.0,486,C,1,0,0,1,0,0.3646,0.9903,29.07,0.0169
2025-10-14,IRCTC,SHORT,09:55,708.3,12:10,701.77,TGT,6.525,21278.03,3261,A,3,1,1,1,0,0.0564,0.5153,18.11,0.0987
2025-10-14,GRASIM,SHORT,09:35,2790.7,11:25,2764.75,TGT,25.95,21460.65,827,A+,4,1,1,1,1,0.0656,0.3583,25.66,0.2609
2025-10-14,RELIANCE,SHORT,09:55,1378.2,14:35,1376.45,SL,1.75,2933.0,1676,A,3,1,1,1,0,0.1092,0.6966,30.44,0.0145
2025-10-15,VEDL,LONG,09:55,481.75,15:00,482.45,SL,0.7,3356.5,4795,B,2,1,0,1,0,0.2632,0.9652,69.91,0.1872
2025-10-15,M&M,LONG,10:10,3484.6,15:20,3495.7,EOD_1518,11.1,7348.2,662,A,3,1,1,1,0,0.0434,0.7031,67.99,0.0029
2025-10-15,BAJFINANCE,LONG,10:00,1031.95,13:00,1052.28,TGT,20.325,45487.35,2238,C,1,0,0,1,0,0.4931,1.3082,90.23,0.0048
2025-10-15,HAL,LONG,10:10,4771.3,10:30,4807.75,TGT,36.45,17641.8,484,A,3,1,1,1,0,0.213,0.4883,82.89,0.021
2025-10-15,IRCTC,LONG,09:30,710,15:20,716.2,EOD_1518,6.2,20168.6,3253,A,3,1,1,1,0,0.2149,0.6761,76.85,0.1481
2025-10-15,GRASIM,LONG,09:30,2795.7,15:20,2815.7,EOD_1518,20.0,16520.0,826,A,3,1,1,1,0,0.1714,0.719,81.33,0.0501
2025-10-15,APOLLOHOSP,LONG,10:00,7802.5,15:00,7816.25,SL,13.75,4070.0,296,A,3,1,1,1,0,0.0236,0.7626,71.33,0.0321
2025-10-16,TATASTEEL,LONG,11:05,173.5,15:20,173.95,EOD_1518,0.45,5991.3,13314,B,2,0,1,1,0,0.4581,0.5879,71.86,0.1501
2025-10-16,M&M,LONG,09:40,3537,15:20,3560.2,EOD_1518,23.2,15149.6,653,C,1,0,0,1,0,0.329,0.9556,65.65,0.1387
2025-10-16,HAL,SHORT,10:55,4843.6,14:30,4843.6,SL,0.0,0.0,476,B,2,0,1,1,0,0.4381,0.799,25.38,0.132
2025-10-16,GRASIM,LONG,09:50,2837.7,14:40,2868.6,TGT,30.9,25152.6,814,C,1,0,1,0,0,0.4099,0.5321,62.25,0.1942
2025-10-16,RELIANCE,LONG,12:10,1383.4,14:45,1396.0,TGT,12.6,21029.4,1669,B,2,1,1,0,0,0.1961,0.4988,60.09,0.1085
2025-10-16,AXISBANK,SHORT,10:05,1193.9,14:30,1193.9,SL,0.0,0.0,1934,A,3,1,0,1,1,0.1849,1.6417,32.09,0.284
2025-10-17,TATASTEEL,SHORT,12:15,172.95,13:10,171.16,TGT,1.785,23840.46,13356,A,3,1,1,1,0,0.2477,0.6013,24.2,0.0867
2025-10-17,VEDL,SHORT,10:20,476.3,13:15,469.1,TGT,7.2,34912.8,4849,A+,4,1,1,1,1,0.1251,0.7558,10.07,0.2513
2025-10-17,BPCL,SHORT,09:45,318.2,14:30,318.2,SL,0.0,0.0,7259,A,3,1,0,1,1,0.0677,0.9114,25.27,0.3445
2025-10-17,M&M,LONG,09:30,3624,15:20,3653.1,EOD_1518,29.1,18536.7,637,C,1,0,0,0,1,0.4712,1.3769,62.0,0.3878
2025-10-17,TRENT,LONG,09:30,4801.1,15:15,4811.65,SL,10.55,5074.55,481,C,1,0,0,1,0,0.3538,0.9852,66.29,0.1418
2025-10-17,HAL,LONG,09:30,4931.7,14:30,4931.7,SL,0.0,0.0,468,A,3,1,0,1,1,0.046,0.9794,65.2,0.6675
2025-10-17,IRCTC,LONG,10:15,720,14:30,720,SL,0,0,3208,A,3,1,1,1,0,0.0232,0.625,68.66,0.0139
2025-10-17,APOLLOHOSP,LONG,09:40,7889,10:50,7961.75,TGT,72.75,21243.0,292,B,2,1,1,0,0,0.0447,0.5007,62.47,0.1142
2025-10-20,ADANIENT,SHORT,09:35,2477.1,15:15,2471.15,SL,5.95,5545.4,932,B,2,1,1,0,0,0.2811,0.7832,39.28,0.1532
2025-10-20,BEL,LONG,13:05,417.4,14:30,417.4,SL,0.0,0.0,5534,C,1,0,1,0,0,0.326,0.7187,61.04,0.0959
2025-10-20,HAL,SHORT,10:20,4880,15:20,4858.7,EOD_1518,21.3,10074.9,473,C,1,0,0,1,0,0.4875,0.8443,28.32,0.0369
2025-10-20,IRCTC,LONG,09:55,726,14:30,726,SL,0,0,3181,A+,4,1,1,1,1,0.1113,0.4408,66.5,0.4149
2025-10-20,GODREJPROP,LONG,10:00,2257,12:25,2288.5,TGT,31.5,32224.5,1023,A,3,0,1,1,1,0.3891,0.7045,95.46,0.2265
2025-10-20,AXISBANK,LONG,10:45,1229.7,14:30,1229.7,SL,0.0,0.0,1878,B,2,1,0,1,0,0.1137,1.6589,70.19,0.1874
2025-10-23,VEDL,LONG,09:35,480.5,15:15,481.8,SL,1.3,6249.1,4807,B,2,1,0,1,0,0.0805,1.1759,65.28,0.0416
2025-10-23,BPCL,SHORT,10:05,319.1,15:20,315.05,EOD_1518,4.05,29317.95,7239,C,1,1,0,0,0,0.0155,1.4259,35.2,0.0939
2025-10-23,TRENT,SHORT,13:55,4790,14:30,4789.0,SL,1.0,482.0,482,B,2,1,0,1,0,0.2,1.3257,33.21,0.1355
2025-10-23,RELIANCE,SHORT,10:20,1469.8,14:50,1456.15,TGT,13.65,21444.15,1571,B,2,1,1,0,0,0.0818,0.5783,38.2,0.0408
2025-10-24,ADANIENT,SHORT,09:45,2457.7,13:25,2429.05,TGT,28.65,26902.35,939,B,2,0,1,1,0,0.3539,0.769,22.4,0.0081
2025-10-24,GRASIM,SHORT,10:20,2849.7,14:30,2848.1,SL,1.6,1296.0,810,C,0,0,0,0,0,0.4783,0.8527,35.86,0.1052
2025-10-24,AXISBANK,SHORT,10:15,1246.5,15:20,1240.8,EOD_1518,5.7,10562.1,1853,A,3,1,1,1,0,0.0053,0.6258,33.87,0.0401
2025-10-24,APOLLOHOSP,SHORT,09:55,7915.5,15:20,7835.5,EOD_1518,80.0,23280.0,291,B,2,0,1,1,0,0.3439,0.777,24.01,0.0631
2025-10-27,BEL,SHORT,11:40,416.6,14:30,416.45,SL,0.15,831.6,5544,B,2,1,0,1,0,0.0395,2.0043,34.18,0.012
2025-10-27,BPCL,LONG,09:30,321.05,15:20,327,EOD_1518,5.95,42810.25,7195,B,2,1,0,1,0,0.0794,1.5574,69.33,0.1872
2025-10-27,M&M,SHORT,10:10,3611,14:30,3611,SL,0,0,639,A,3,1,1,1,0,0.1872,0.6453,27.1,0.0277
2025-10-27,BAJFINANCE,SHORT,10:35,1081.35,14:30,1081.35,SL,0.0,0.0,2136,B,2,1,0,1,0,0.1984,1.1513,30.81,0.0185
2025-10-27,TRENT,LONG,11:20,4822.8,14:30,4822.8,SL,0.0,0.0,478,B,2,1,1,0,0,0.0857,0.6635,60.95,0.0166
2025-10-27,HAL,SHORT,09:40,4780.1,15:20,4758.8,EOD_1518,21.3,10287.9,483,C,1,1,0,0,0,0.2521,0.91,38.57,0.1337
2025-10-27,GRASIM,LONG,09:35,2866.2,12:00,2894.1,TGT,27.9,22459.5,805,A,3,1,1,1,0,0.2037,0.5513,83.6,0.0978
2025-10-27,RELIANCE,LONG,09:30,1472.4,15:20,1483.4,EOD_1518,11.0,17248.0,1568,A+,4,1,1,1,1,0.0551,0.7199,73.77,0.2587
2025-10-28,TATASTEEL,LONG,09:30,178.74,12:40,181.32,TGT,2.58,33341.34,12923,B,2,1,0,1,0,0.0208,0.8056,84.13,0.1569
2025-10-28,M&M,SHORT,10:10,3600.4,14:25,3563.65,TGT,36.75,23556.75,641,B,2,1,1,0,0,0.047,0.661,35.92,0.0194
2025-10-28,BAJFINANCE,SHORT,09:55,1075.5,15:05,1070.25,SL,5.25,11271.75,2147,C,1,1,0,0,0,0.0292,1.5156,39.86,0.0558
2025-10-28,TRENT,SHORT,10:05,4783.6,13:50,4716.4,TGT,67.2,32390.4,482,A,3,1,1,1,0,0.1436,0.7881,17.79,0.1482
2025-10-28,IRCTC,SHORT,14:50,720.6,14:55,720.6,SL,0.0,0.0,3205,C,1,0,1,0,0,0.3882,0.4788,37.22,0.0069
2025-10-28,AXISBANK,SHORT,10:00,1244.9,14:40,1243.2,SL,1.7,3153.5,1855,B,2,1,0,1,0,0.1891,0.9157,31.46,0.1364
2025-10-29,ADANIENT,LONG,10:20,2445.8,11:05,2485.4,TGT,39.6,37382.4,944,B,2,1,0,1,0,0.084,0.8913,67.72,0.1884
2025-10-29,BEL,SHORT,09:35,410.55,15:20,407.15,EOD_1518,3.4,19128.4,5626,A+,4,1,1,1,1,0.0443,0.7551,17.05,0.3035
2025-10-29,BPCL,LONG,09:30,328.15,15:20,332,EOD_1518,3.85,27100.15,7039,A,3,0,1,1,1,0.3787,0.7618,66.59,0.321
2025-10-29,HAL,SHORT,09:35,4696.3,14:30,4696.3,SL,0.0,0.0,491,B,2,1,0,1,0,0.1754,0.9348,33.95,0.1021
2025-10-29,IRCTC,LONG,10:00,727.9,15:20,731,EOD_1518,3.1,9836.3,3173,C,1,1,0,0,0,0.1292,0.9136,61.79,0.1513
2025-10-30,ADANIENT,SHORT,09:50,2451.8,14:30,2447.9,SL,3.9,3673.8,942,A,3,1,0,1,1,0.2716,0.9462,34.8,0.2563
2025-10-30,VEDL,SHORT,09:30,508.5,14:40,506.9,SL,1.6,7267.2,4542,C,1,1,0,0,0,0.2557,1.1504,37.28,0.108
