label,symbol,trades,win_rate,profit_factor,total_pnl,avg_win,avg_loss,max_dd,sharpe,target_exits,sl_exits,eod_exits,long_wr,short_wr
OR10_InsideDay_VWAP_RSI_CPRdir,BPCL,88,59.1,1.52,51.0,2.9,-2.7,20.6,1.25,12,20,56,37.5,61.2
OR10_InsideDay_VWAP_RSI_CPRdir,M&M,102,50.0,1.18,215.9,27.7,-23.4,398.8,0.54,18,20,64,56.9,40.9
OR10_InsideDay_VWAP_RSI_CPRdir,BAJFINANCE,118,48.3,1.1,32.0,6.4,-5.5,134.3,0.31,20,26,72,54.9,43.3
OR10_MTF20_VWAP_CPRdir_CPRw05,ADANIENT,140,57.9,1.95,1067.0,27.0,-19.0,132.2,1.83,39,38,63,100.0,57.5
OR10_MTF20_VWAP_CPRdir_CPRw05,TATASTEEL,135,42.2,1.16,14.1,1.8,-1.2,13.6,0.51,24,38,73,39.5,46.3
OR10_MTF20_VWAP_CPRdir_CPRw05,BEL,144,52.8,1.29,54.0,3.1,-2.7,33.0,0.99,23,39,82,49.4,56.9
OR10_MTF20_VWAP_CPRdir_CPRw05,VEDL,160,46.9,0.99,-2.2,4.8,-4.3,88.5,-0.02,26,50,84,47.5,45.2
OR10_MTF20_VWAP_CPRdir_CPRw05,BANKBARODA,176,43.8,0.81,-38.6,2.1,-2.0,44.2,-0.92,31,52,93,43.8,43.8
OR10_MTF20_VWAP_CPRdir_CPRw05,BPCL,154,54.5,1.51,78.8,2.8,-2.2,21.1,1.44,22,36,96,37.5,55.5
OR10_MTF20_VWAP_CPRdir_CPRw05,M&M,117,47.9,0.87,-199.7,23.6,-24.9,607.1,-0.48,18,29,70,48.8,46.0
OR10_MTF20_VWAP_CPRdir_CPRw05,BAJFINANCE,147,46.9,1.43,156.9,7.5,-4.6,40.8,1.36,31,36,80,45.9,48.4
OR10_NR4_VWAP_CPRdir,ADANIENT,65,58.5,1.85,416.4,23.9,-18.2,84.1,1.61,20,17,28,100.0,57.8
OR10_NR4_VWAP_CPRdir,TATASTEEL,82,50.0,1.42,19.4,1.6,-1.1,11.2,0.96,17,22,43,42.5,57.1
OR10_NR4_VWAP_CPRdir,BEL,112,54.5,1.25,34.3,2.8,-2.6,16.2,0.75,16,27,69,52.6,56.4
OR10_NR4_VWAP_CPRdir,VEDL,120,56.7,1.57,120.0,4.8,-4.0,27.1,1.5,23,29,68,60.5,50.0
OR10_NR4_VWAP_CPRdir,BANKBARODA,123,48.0,0.76,-33.0,1.8,-2.1,48.0,-0.96,18,40,65,46.0,50.0
OR10_NR4_VWAP_CPRdir,BPCL,60,58.3,2.26,56.5,2.9,-1.8,7.7,1.96,12,10,38,0.0,58.3
OR10_NR4_VWAP_CPRdir,M&M,73,43.8,1.01,11.4,27.1,-20.9,326.8,0.04,10,15,48,44.2,43.3
OR10_NR4_VWAP_CPRdir,BAJFINANCE,77,50.6,1.2,40.3,6.2,-5.2,53.2,0.52,14,20,43,51.5,50.0
