symbol,timeframe,signal,category,zone_width_atr,hold_period,zone_hold_rate,avg_zone_duration,avg_break_magnitude,max_break_magnitude,signal_frequency,total_signals,total_bars,score
NIFTY50,30min,RSI_MID_14,mean_reversion,1.5,3,60.36,2.27,0.36,3.35,30.12,222,737,0.6989
NIFTY50,30min,RSI_MID_14,mean_reversion,1.5,5,37.39,3.13,0.43,3.79,30.12,222,737,0.578
NIFTY50,30min,RSI_MID_14,mean_reversion,1.5,7,21.62,3.62,0.52,3.79,30.12,222,737,0.4896
NIFTY50,30min,RSI_MID_14,mean_reversion,1.5,10,10.81,4.06,0.67,3.79,30.12,222,737,0.4181
NIFTY50,30min,RSI_MID_14,mean_reversion,1.5,15,3.17,4.35,0.86,3.79,30.12,222,737,0.3568
NIFTY50,30min,RSI_MID_14,mean_reversion,1.5,20,0.45,4.43,1.04,3.79,30.12,222,737,0.325
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,1,90.59,0.91,0.59,3.41,27.41,202,737,0.8304
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,3,53.47,2.15,0.47,3.41,27.41,202,737,0.6481
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,5,31.19,2.89,0.5,3.41,27.41,202,737,0.53
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,7,18.32,3.29,0.57,3.41,27.41,202,737,0.4541
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,10,7.43,3.61,0.68,3.41,27.41,202,737,0.3844
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,15,1.51,3.81,0.88,3.72,27.41,202,737,0.3313
NIFTY50,30min,MACD_FLAT,mean_reversion,1.5,20,0.51,3.84,1.05,3.72,27.41,202,737,0.3081
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,1,91.08,0.91,0.39,3.41,28.9,213,737,0.8463
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,3,60.56,2.27,0.37,3.41,28.9,213,737,0.6944
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,5,37.09,3.13,0.41,3.41,28.9,213,737,0.5728
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,7,22.07,3.63,0.51,3.54,28.9,213,737,0.4872
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,10,12.21,4.09,0.66,3.68,28.9,213,737,0.4198
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,15,2.84,4.41,0.83,3.68,28.9,213,737,0.3526
NIFTY50,30min,PRICE_HUG_MA20,mean_reversion,1.5,20,0.0,4.45,0.99,3.68,28.9,213,737,0.3205
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,1,91.43,0.91,0.35,3.41,23.74,175,737,0.8287
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,3,66.29,2.36,0.29,3.41,23.74,175,737,0.7059
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,5,46.55,3.39,0.42,3.79,23.74,175,737,0.6
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,7,30.46,4.1,0.53,3.79,23.74,175,737,0.5127
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,10,16.86,4.72,0.7,3.79,23.74,175,737,0.4288
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,15,5.29,5.09,0.97,3.97,23.74,175,737,0.3452
NIFTY50,30min,PRICE_HUG_MA50,mean_reversion,1.5,20,1.18,5.24,1.06,3.97,23.74,175,737,0.3097
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,1,87.5,0.88,0.14,0.19,3.26,24,737,0.7334
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,3,54.17,2.12,0.15,0.41,3.26,24,737,0.5651
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,5,25.0,2.79,0.17,0.41,3.26,24,737,0.4178
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,7,4.17,2.96,0.36,3.02,3.26,24,737,0.2999
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,10,4.17,3.08,0.7,3.19,3.26,24,737,0.2633
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,15,0.0,3.12,1.05,3.19,3.26,24,737,0.2126
NIFTY50,30min,SQUEEZE_ADX,combined,1.5,20,0.0,3.12,1.31,3.19,3.26,24,737,0.1918
NIFTY50,30min,BB_CHOP,combined,1.5,1,87.93,0.88,0.11,0.37,7.87,58,737,0.7548
NIFTY50,30min,BB_CHOP,combined,1.5,3,56.9,2.17,0.22,0.77,7.87,58,737,0.5949
NIFTY50,30min,BB_CHOP,combined,1.5,5,25.86,2.81,0.26,0.77,7.87,58,737,0.4369
NIFTY50,30min,BB_CHOP,combined,1.5,7,13.79,3.14,0.31,0.77,7.87,58,737,0.364
NIFTY50,30min,BB_CHOP,combined,1.5,10,1.72,3.29,0.39,0.92,7.87,58,737,0.2886
NIFTY50,30min,BB_CHOP,combined,1.5,15,0.0,3.31,0.65,2.69,7.87,58,737,0.2496
NIFTY50,30min,BB_CHOP,combined,1.5,20,0.0,3.31,1.0,3.29,7.87,58,737,0.2246
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,1,90.82,0.91,0.09,0.23,13.3,98,737,0.7949
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,3,54.08,2.18,0.44,3.35,13.3,98,737,0.5973
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,5,26.53,2.85,0.5,3.35,13.3,98,737,0.4533
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,7,11.22,3.12,0.57,3.35,13.3,98,737,0.3644
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,10,4.08,3.33,0.7,3.35,13.3,98,737,0.3081
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,15,0.0,3.38,0.92,3.72,13.3,98,737,0.2615
NIFTY50,30min,CONSENSUS_3of5,combined,1.5,20,0.0,3.38,1.18,3.72,13.3,98,737,0.2398
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,1,90.32,0.9,0.14,0.19,4.21,31,737,0.7525
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,3,58.06,2.23,0.18,0.41,4.21,31,737,0.5905
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,5,22.58,2.84,0.23,0.53,4.21,31,737,0.4116
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,7,0.0,2.94,0.39,3.02,4.21,31,737,0.2852
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,10,0.0,2.94,0.66,3.19,4.21,31,737,0.2492
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,15,0.0,2.94,0.91,3.19,4.21,31,737,0.2196
NIFTY50,30min,CONSENSUS_4of5,combined,1.5,20,0.0,2.94,1.2,3.19,4.21,31,737,0.1982
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,1,94.12,0.94,0.6,3.27,48.58,358,737,0.9348
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,3,73.52,2.52,0.52,3.27,48.58,358,737,0.8356
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,5,54.8,3.69,0.54,3.65,48.58,358,737,0.7395
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,7,39.27,4.55,0.54,3.65,48.58,358,737,0.6598
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,10,25.42,5.46,0.55,3.65,48.58,358,737,0.5832
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,15,13.68,6.43,0.67,3.65,48.58,358,737,0.508
NIFTY50,30min,BB_SQUEEZE_10,volatility,2.0,20,5.19,6.87,0.84,3.66,48.58,358,737,0.4502
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,1,95.3,0.95,0.54,3.27,49.12,362,737,0.9461
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,3,77.62,2.6,0.46,3.27,49.12,362,737,0.8619
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,5,55.52,3.8,0.42,3.27,49.12,362,737,0.7538
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,7,41.44,4.71,0.47,3.27,49.12,362,737,0.678
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,10,26.8,5.68,0.56,3.27,49.12,362,737,0.5949
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,15,12.01,6.55,0.74,3.74,49.12,362,737,0.5023
NIFTY50,30min,BB_SQUEEZE_20,volatility,2.0,20,5.38,6.98,0.97,3.74,49.12,362,737,0.449
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,1,93.9,0.94,0.5,3.27,51.29,378,737,0.9436
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,3,72.53,2.5,0.46,3.27,51.29,378,737,0.8384
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,5,48.79,3.57,0.47,3.65,51.29,378,737,0.7192
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,7,36.19,4.35,0.53,3.65,51.29,378,737,0.6478
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,10,27.08,5.23,0.6,3.65,51.29,378,737,0.5889
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,15,16.22,6.35,0.73,3.65,51.29,378,737,0.5203
NIFTY50,30min,ATR_CONTRACT_7,volatility,2.0,20,6.3,6.88,0.9,3.66,51.29,378,737,0.458
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,1,95.57,0.96,0.5,2.51,48.98,361,737,0.9502
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,3,75.9,2.58,0.41,3.21,48.98,361,737,0.8551
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,5,53.61,3.74,0.43,3.65,48.98,361,737,0.7428
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,7,36.87,4.56,0.51,3.65,48.98,361,737,0.6533
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,10,22.25,5.37,0.64,3.65,48.98,361,737,0.5667
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,15,9.4,6.11,0.83,3.74,48.98,361,737,0.4818
NIFTY50,30min,ATR_CONTRACT_14,volatility,2.0,20,3.47,6.43,1.04,3.74,48.98,361,737,0.4325
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,1,94.15,0.94,0.6,3.27,44.23,326,737,0.9175
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,3,71.52,2.48,0.49,3.27,44.23,326,737,0.8087
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,5,48.91,3.55,0.53,3.65,44.23,326,737,0.6934
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,7,35.11,4.31,0.61,3.65,44.23,326,737,0.6161
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,10,20.25,5.04,0.73,3.65,44.23,326,737,0.5295
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,15,8.36,5.71,0.94,3.74,44.23,326,737,0.4489
NIFTY50,30min,ATR_CONTRACT_20,volatility,2.0,20,2.29,5.95,1.2,3.74,44.23,326,737,0.3976
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,1,94.44,0.94,0.06,0.11,4.88,36,737,0.7829
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,3,80.56,2.64,0.1,0.29,4.88,36,737,0.7138
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,5,55.56,3.89,0.1,0.29,4.88,36,737,0.5934
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,7,19.44,4.47,0.23,2.83,4.88,36,737,0.4158
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,10,13.89,4.92,0.47,3.0,4.88,36,737,0.3547
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,15,0.0,5.17,0.69,3.0,4.88,36,737,0.2609
NIFTY50,30min,TTM_SQUEEZE,volatility,2.0,20,0.0,5.17,0.97,3.0,4.88,36,737,0.2324
NIFTY50,30min,HV_LOW_10,volatility,2.0,1,93.48,0.93,0.49,3.27,50.07,369,737,0.9403
NIFTY50,30min,HV_LOW_10,volatility,2.0,3,70.03,2.46,0.44,3.27,50.07,369,737,0.8265
NIFTY50,30min,HV_LOW_10,volatility,2.0,5,51.77,3.57,0.43,3.27,50.07,369,737,0.7327
NIFTY50,30min,HV_LOW_10,volatility,2.0,7,37.6,4.38,0.43,3.27,50.07,369,737,0.6583
NIFTY50,30min,HV_LOW_10,volatility,2.0,10,23.16,5.23,0.48,3.27,50.07,369,737,0.578
NIFTY50,30min,HV_LOW_10,volatility,2.0,15,11.54,6.09,0.65,3.5,50.07,369,737,0.5014
NIFTY50,30min,HV_LOW_10,volatility,2.0,20,5.29,6.49,0.85,3.54,50.07,369,737,0.4521
NIFTY50,30min,HV_LOW_20,volatility,2.0,1,94.29,0.94,0.49,3.27,49.93,368,737,0.9453
NIFTY50,30min,HV_LOW_20,volatility,2.0,3,72.55,2.5,0.46,3.27,49.93,368,737,0.8382
NIFTY50,30min,HV_LOW_20,volatility,2.0,5,51.09,3.61,0.5,3.65,49.93,368,737,0.7285
NIFTY50,30min,HV_LOW_20,volatility,2.0,7,36.14,4.4,0.58,3.65,49.93,368,737,0.6468
NIFTY50,30min,HV_LOW_20,volatility,2.0,10,20.92,5.18,0.7,3.65,49.93,368,737,0.559
NIFTY50,30min,HV_LOW_20,volatility,2.0,15,8.77,5.88,0.92,3.74,49.93,368,737,0.4764
NIFTY50,30min,HV_LOW_20,volatility,2.0,20,2.78,6.16,1.16,3.74,49.93,368,737,0.426
NIFTY50,30min,HV_LOW_30,volatility,2.0,1,93.21,0.93,0.53,3.27,37.99,280,737,0.8896
NIFTY50,30min,HV_LOW_30,volatility,2.0,3,70.36,2.45,0.5,3.27,37.99,280,737,0.7767
NIFTY50,30min,HV_LOW_30,volatility,2.0,5,51.79,3.56,0.57,3.65,37.99,280,737,0.6787
NIFTY50,30min,HV_LOW_30,volatility,2.0,7,36.79,4.37,0.64,3.65,37.99,280,737,0.5984
NIFTY50,30min,HV_LOW_30,volatility,2.0,10,19.29,5.12,0.76,3.65,37.99,280,737,0.5011
NIFTY50,30min,HV_LOW_30,volatility,2.0,15,7.5,5.72,0.99,3.65,37.99,280,737,0.4186
NIFTY50,30min,HV_LOW_30,volatility,2.0,20,2.86,5.97,1.26,3.66,37.99,280,737,0.3727
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,1,95.52,0.96,0.11,0.24,18.18,134,737,0.8424
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,3,83.58,2.69,0.49,1.99,18.18,134,737,0.7668
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,5,65.41,4.07,0.67,3.65,18.18,134,737,0.6704
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,7,43.94,5.06,0.68,3.65,18.18,134,737,0.5659
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,10,22.73,5.96,0.59,3.65,18.18,134,737,0.4592
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,15,7.69,6.69,0.67,3.65,18.18,134,737,0.3659
NIFTY50,30min,CHOP_HIGH_7,volatility,2.0,20,2.31,6.88,0.96,3.66,18.18,134,737,0.3124
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,1,95.45,0.95,0.1,0.17,8.96,66,737,0.8036
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,3,71.21,2.48,0.15,0.57,8.96,66,737,0.68
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,5,40.91,3.44,0.17,0.57,8.96,66,737,0.5303
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,7,21.21,3.95,0.21,0.57,8.96,66,737,0.4251
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,10,4.55,4.29,0.28,0.78,8.96,66,737,0.3286
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,15,0.0,4.3,0.52,2.56,8.96,66,737,0.2724
NIFTY50,30min,CHOP_HIGH_14,volatility,2.0,20,0.0,4.3,0.83,3.1,8.96,66,737,0.2456
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,1,96.15,0.96,0.11,0.11,3.53,26,737,0.7863
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,3,73.08,2.46,0.33,0.68,3.53,26,737,0.6572
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,5,61.54,3.77,0.37,0.68,3.53,26,737,0.5963
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,7,34.62,4.65,0.32,1.0,3.53,26,737,0.4727
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,10,7.69,5.0,0.44,2.92,3.53,26,737,0.3273
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,15,3.85,5.23,0.51,2.92,3.53,26,737,0.2789
NIFTY50,30min,ADX_LOW_7_20,trend,2.0,20,3.85,5.42,0.75,2.92,3.53,26,737,0.2537
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,1,96.61,0.97,0.14,0.17,8.01,59,737,0.8069
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,3,74.58,2.56,0.27,0.69,8.01,59,737,0.6902
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,5,54.24,3.73,0.29,0.69,8.01,59,737,0.5866
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,7,32.2,4.49,0.29,1.0,8.01,59,737,0.4775
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,10,11.86,5.0,0.37,2.92,8.01,59,737,0.3647
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,15,5.08,5.36,0.5,2.92,8.01,59,737,0.3038
NIFTY50,30min,ADX_LOW_7_25,trend,2.0,20,3.39,5.59,0.94,3.45,8.01,59,737,0.2639
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,1,93.75,0.94,1.03,3.27,13.03,96,737,0.7739
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,3,71.88,2.47,0.75,3.27,13.03,96,737,0.6743
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,5,50.0,3.56,0.77,3.65,13.03,96,737,0.5637
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,7,27.08,4.22,0.8,3.65,13.03,96,737,0.449
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,10,14.58,4.8,0.96,3.65,13.03,96,737,0.368
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,15,5.21,5.21,1.22,3.65,13.03,96,737,0.2936
NIFTY50,30min,ADX_LOW_14_20,trend,2.0,20,0.0,5.32,1.34,3.65,13.03,96,737,0.2517
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,1,94.41,0.94,0.84,3.27,19.4,143,737,0.8096
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,3,72.73,2.51,0.58,3.27,19.4,143,737,0.7127
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,5,53.85,3.66,0.63,3.65,19.4,143,737,0.6142
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,7,36.36,4.48,0.68,3.65,19.4,143,737,0.5238
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,10,20.98,5.29,0.8,3.65,19.4,143,737,0.4353
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,15,10.49,5.96,1.09,3.65,19.4,143,737,0.3554
NIFTY50,30min,ADX_LOW_14_25,trend,2.0,20,3.5,6.27,1.24,3.65,19.4,143,737,0.3047
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,1,93.33,0.93,0.56,3.27,14.25,105,737,0.7939
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,3,69.52,2.45,0.45,3.27,14.25,105,737,0.6804
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,5,48.57,3.5,0.49,3.65,14.25,105,737,0.5717
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,7,32.38,4.24,0.55,3.65,14.25,105,737,0.4857
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,10,23.81,5.04,0.77,3.65,14.25,105,737,0.4222
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,15,14.29,5.9,1.03,3.65,14.25,105,737,0.3516
NIFTY50,30min,ADX_LOW_20_20,trend,2.0,20,7.62,6.43,1.33,3.65,14.25,105,737,0.2986
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,1,94.94,0.95,0.74,3.27,24.15,178,737,0.8368
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,3,76.4,2.58,0.59,3.27,24.15,178,737,0.7506
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,5,55.62,3.78,0.62,3.65,24.15,178,737,0.6455
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,7,36.52,4.6,0.66,3.65,24.15,178,737,0.5477
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,10,23.03,5.43,0.82,3.65,24.15,178,737,0.4645
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,15,11.24,6.2,1.04,3.65,24.15,178,737,0.3826
NIFTY50,30min,ADX_LOW_20_25,trend,2.0,20,6.74,6.62,1.28,3.66,24.15,178,737,0.3386
NIFTY50,30min,AROON_FLAT_14,trend,2.0,1,96.19,0.96,0.09,0.19,32.02,236,737,0.9012
NIFTY50,30min,AROON_FLAT_14,trend,2.0,3,78.81,2.61,0.25,2.93,32.02,236,737,0.8073
NIFTY50,30min,AROON_FLAT_14,trend,2.0,5,53.19,3.8,0.29,2.99,32.02,236,737,0.6812
NIFTY50,30min,AROON_FLAT_14,trend,2.0,7,36.48,4.6,0.4,3.4,32.02,236,737,0.5894
NIFTY50,30min,AROON_FLAT_14,trend,2.0,10,19.13,5.29,0.53,3.54,32.02,236,737,0.4892
NIFTY50,30min,AROON_FLAT_14,trend,2.0,15,11.4,5.97,0.71,3.54,32.02,236,737,0.4249
NIFTY50,30min,AROON_FLAT_14,trend,2.0,20,7.46,6.42,0.88,3.54,32.02,236,737,0.3869
NIFTY50,30min,AROON_FLAT_25,trend,2.0,1,96.51,0.97,0.51,3.27,31.07,229,737,0.8839
NIFTY50,30min,AROON_FLAT_25,trend,2.0,3,79.39,2.64,0.42,3.27,31.07,229,737,0.801
NIFTY50,30min,AROON_FLAT_25,trend,2.0,5,62.83,3.97,0.4,3.65,31.07,229,737,0.7184
NIFTY50,30min,AROON_FLAT_25,trend,2.0,7,49.11,5.0,0.43,3.65,31.07,229,737,0.6464
NIFTY50,30min,AROON_FLAT_25,trend,2.0,10,35.29,6.19,0.5,3.65,31.07,229,737,0.5692
NIFTY50,30min,AROON_FLAT_25,trend,2.0,15,21.46,7.48,0.64,3.74,31.07,229,737,0.4843
NIFTY50,30min,AROON_FLAT_25,trend,2.0,20,11.42,8.28,0.88,3.74,31.07,229,737,0.4176
NIFTY50,30min,R2_LOW_10,trend,2.0,1,95.02,0.95,0.46,1.72,29.99,221,737,0.8716
NIFTY50,30min,R2_LOW_10,trend,2.0,3,76.02,2.57,0.36,3.21,29.99,221,737,0.781
NIFTY50,30min,R2_LOW_10,trend,2.0,5,53.85,3.75,0.39,3.65,29.99,221,737,0.6698
NIFTY50,30min,R2_LOW_10,trend,2.0,7,36.65,4.55,0.39,3.65,29.99,221,737,0.581
NIFTY50,30min,R2_LOW_10,trend,2.0,10,21.72,5.38,0.49,3.65,29.99,221,737,0.4948
NIFTY50,30min,R2_LOW_10,trend,2.0,15,10.05,6.1,0.75,3.74,29.99,221,737,0.4115
NIFTY50,30min,R2_LOW_10,trend,2.0,20,4.57,6.43,0.96,3.74,29.99,221,737,0.3641
NIFTY50,30min,R2_LOW_20,trend,2.0,1,96.48,0.96,0.54,3.27,30.8,227,737,0.8795
NIFTY50,30min,R2_LOW_20,trend,2.0,3,79.74,2.64,0.47,3.27,30.8,227,737,0.7994
NIFTY50,30min,R2_LOW_20,trend,2.0,5,56.83,3.88,0.42,3.65,30.8,227,737,0.6889
NIFTY50,30min,R2_LOW_20,trend,2.0,7,41.85,4.79,0.5,3.65,30.8,227,737,0.6075
NIFTY50,30min,R2_LOW_20,trend,2.0,10,29.78,5.79,0.65,3.65,30.8,227,737,0.5321
NIFTY50,30min,R2_LOW_20,trend,2.0,15,16.14,6.81,0.75,3.65,30.8,227,737,0.4486
NIFTY50,30min,R2_LOW_20,trend,2.0,20,8.07,7.4,0.87,3.65,30.8,227,737,0.3947
NIFTY50,30min,NR4,price_action,2.0,1,97.09,0.97,0.11,0.2,27.95,206,737,0.8898
NIFTY50,30min,NR4,price_action,2.0,3,82.52,2.71,0.2,0.69,27.95,206,737,0.8145
NIFTY50,30min,NR4,price_action,2.0,5,65.05,4.09,0.27,2.99,27.95,206,737,0.7248
NIFTY50,30min,NR4,price_action,2.0,7,44.39,5.05,0.36,3.37,27.95,206,737,0.6192
NIFTY50,30min,NR4,price_action,2.0,10,22.66,5.91,0.52,3.37,27.95,206,737,0.4998
NIFTY50,30min,NR4,price_action,2.0,15,12.81,6.69,0.68,3.37,27.95,206,737,0.425
NIFTY50,30min,NR4,price_action,2.0,20,8.42,7.23,0.85,3.5,27.95,206,737,0.3838
NIFTY50,30min,NR7,price_action,2.0,1,97.52,0.98,0.15,0.2,16.42,121,737,0.8458
NIFTY50,30min,NR7,price_action,2.0,3,82.64,2.72,0.21,0.69,16.42,121,737,0.7692
NIFTY50,30min,NR7,price_action,2.0,5,66.94,4.11,0.33,2.99,16.42,121,737,0.6846
NIFTY50,30min,NR7,price_action,2.0,7,43.33,5.05,0.44,3.37,16.42,121,737,0.5657
NIFTY50,30min,NR7,price_action,2.0,10,17.65,5.76,0.57,3.37,16.42,121,737,0.4287
NIFTY50,30min,NR7,price_action,2.0,15,12.61,6.5,0.71,3.37,16.42,121,737,0.3744
NIFTY50,30min,NR7,price_action,2.0,20,6.78,6.97,0.93,3.5,16.42,121,737,0.3253
NIFTY50,30min,INSIDE_BAR,price_action,2.0,1,93.88,0.94,0.07,0.19,13.3,98,737,0.8139
NIFTY50,30min,INSIDE_BAR,price_action,2.0,3,81.63,2.66,0.21,0.68,13.3,98,737,0.7487
NIFTY50,30min,INSIDE_BAR,price_action,2.0,5,60.82,3.98,0.24,1.86,13.3,98,737,0.6461
NIFTY50,30min,INSIDE_BAR,price_action,2.0,7,46.88,4.95,0.42,3.37,13.3,98,737,0.5653
NIFTY50,30min,INSIDE_BAR,price_action,2.0,10,25.0,5.93,0.52,3.37,13.3,98,737,0.451
NIFTY50,30min,INSIDE_BAR,price_action,2.0,15,14.74,6.8,0.73,3.45,13.3,98,737,0.3736
NIFTY50,30min,INSIDE_BAR,price_action,2.0,20,6.38,7.26,0.9,3.5,13.3,98,737,0.3153
NIFTY50,30min,CPR_NARROW,price_action,2.0,1,96.93,0.97,0.45,1.72,57.53,424,737,0.9637
NIFTY50,30min,CPR_NARROW,price_action,2.0,3,79.01,2.64,0.32,3.13,57.53,424,737,0.8792
NIFTY50,30min,CPR_NARROW,price_action,2.0,5,59.95,3.92,0.38,3.65,57.53,424,737,0.7814
NIFTY50,30min,CPR_NARROW,price_action,2.0,7,44.52,4.89,0.46,3.65,57.53,424,737,0.6994
NIFTY50,30min,CPR_NARROW,price_action,2.0,10,29.52,5.93,0.58,3.65,57.53,424,737,0.6135
NIFTY50,30min,CPR_NARROW,price_action,2.0,15,16.11,7.03,0.72,3.65,57.53,424,737,0.5294
NIFTY50,30min,CPR_NARROW,price_action,2.0,20,7.79,7.61,0.87,3.66,57.53,424,737,0.4725
NIFTY50,30min,RSI_MID_7,mean_reversion,2.0,1,96.39,0.96,0.72,3.27,26.32,194,737,0.854
NIFTY50,30min,RSI_MID_7,mean_reversion,2.0,3,75.77,2.59,0.48,3.27,26.32,194,737,0.7618
NIFTY50,30min,RSI_MID_7,mean_reversion,2.0,5,59.79,3.87,0.46,3.27,26.32,194,737,0.6808
