label,symbol,trades,win_rate,profit_factor,total_pnl,avg_win,avg_loss,max_dd,sharpe,target_exits,sl_exits,eod_exits,long_wr,short_wr
F10_VWAP_CPRdir,BEL,293,58.02,1.65,214.03,3.2,-2.68,30.9,2.36,49,59,185,59.21,56.74
F10_VWAP_CPRdir,VEDL,323,49.85,1.14,98.55,4.98,-4.34,95.42,0.7,41,82,200,51.08,48.18
F10_VWAP_CPRdir,BANKBARODA,320,41.25,0.72,-112.81,2.2,-2.15,128.07,-1.7,38,103,179,38.33,45.0
F10_VWAP_CPRdir,BPCL,235,48.09,0.99,-1.87,2.83,-2.63,70.66,-0.03,24,57,154,42.86,48.25
F10_VWAP_CPRdir,M&M,301,51.5,1.19,647.08,25.83,-22.99,398.7,0.94,39,54,208,52.5,50.35
F10_VWAP_CPRdir,BAJFINANCE,326,42.94,0.99,-10.03,7.27,-5.53,157.93,-0.06,49,83,194,43.05,42.86
F11_RSI60_CPRdir,ADANIENT,148,57.43,1.67,1024.55,29.95,-24.14,175.9,1.58,37,36,75,44.44,58.27
F11_RSI60_CPRdir,TATASTEEL,220,51.82,1.48,60.58,1.63,-1.19,10.34,1.66,34,46,140,44.54,60.4
F11_RSI60_CPRdir,BEL,214,58.41,1.68,160.66,3.16,-2.64,23.95,2.34,39,38,137,54.47,63.74
F11_RSI60_CPRdir,VEDL,250,52.8,1.37,182.45,5.11,-4.17,57.85,1.43,38,53,159,51.28,55.32
F11_RSI60_CPRdir,BANKBARODA,239,47.28,0.86,-37.32,2.04,-2.12,47.79,-0.73,32,58,149,46.46,48.21
F11_RSI60_CPRdir,BPCL,124,52.42,0.97,-5.47,2.48,-2.82,38.05,-0.11,10,24,90,42.86,52.99
F11_RSI60_CPRdir,M&M,218,51.38,1.23,543.97,25.82,-22.15,361.2,0.96,27,37,154,55.75,46.67
F11_RSI60_CPRdir,BAJFINANCE,258,44.57,1.09,72.4,7.3,-5.37,108.16,0.45,38,56,164,46.61,42.86
F12_VWAP_RSI60_CPRdir,ADANIENT,148,57.43,1.67,1024.55,29.95,-24.14,175.9,1.58,37,36,75,44.44,58.27
F12_VWAP_RSI60_CPRdir,TATASTEEL,220,51.82,1.48,60.58,1.63,-1.19,10.34,1.66,34,46,140,44.54,60.4
F12_VWAP_RSI60_CPRdir,BEL,214,58.41,1.68,160.66,3.16,-2.64,23.95,2.34,39,38,137,54.47,63.74
F12_VWAP_RSI60_CPRdir,VEDL,250,52.8,1.37,182.45,5.11,-4.17,57.85,1.43,38,53,159,51.28,55.32
F12_VWAP_RSI60_CPRdir,BANKBARODA,239,47.28,0.86,-37.32,2.04,-2.12,47.79,-0.73,32,58,149,46.46,48.21
F12_VWAP_RSI60_CPRdir,BPCL,124,52.42,0.97,-5.47,2.48,-2.82,38.05,-0.11,10,24,90,42.86,52.99
F12_VWAP_RSI60_CPRdir,M&M,218,51.38,1.23,543.97,25.82,-22.15,361.2,0.96,27,37,154,55.75,46.67
F12_VWAP_RSI60_CPRdir,BAJFINANCE,258,44.57,1.09,72.4,7.3,-5.37,108.16,0.45,38,56,164,46.61,42.86
F13_VWAP_RSI60_CPRdir_CPRw05,ADANIENT,79,64.56,3.06,1159.7,33.75,-20.06,73.4,2.08,25,15,39,100.0,63.16
F13_VWAP_RSI60_CPRdir_CPRw05,TATASTEEL,135,56.3,1.74,54.13,1.68,-1.24,6.88,1.9,26,27,82,53.42,59.68
F13_VWAP_RSI60_CPRdir_CPRw05,BEL,134,57.46,1.98,126.57,3.32,-2.26,17.85,2.43,26,24,84,46.58,70.49
F13_VWAP_RSI60_CPRdir_CPRw05,VEDL,169,52.07,1.34,105.87,4.76,-3.86,63.8,1.14,28,35,106,50.46,55.0
F13_VWAP_RSI60_CPRdir_CPRw05,BANKBARODA,170,47.06,0.92,-14.53,2.01,-1.95,45.39,-0.36,25,39,106,45.83,48.65
F13_VWAP_RSI60_CPRdir_CPRw05,BPCL,89,61.8,1.47,41.28,2.34,-2.57,14.3,1.11,10,13,66,42.86,63.41
F13_VWAP_RSI60_CPRdir_CPRw05,M&M,127,53.54,1.33,413.87,24.56,-21.29,288.9,1.01,19,20,88,56.92,50.0
F13_VWAP_RSI60_CPRdir_CPRw05,BAJFINANCE,160,46.88,1.27,119.19,7.45,-5.18,67.0,0.94,27,37,96,48.65,45.35
F14_VWAP_RSI55_CPRdir,ADANIENT,194,56.19,1.51,1007.0,27.34,-23.21,228.45,1.48,43,52,99,44.44,56.76
F14_VWAP_RSI55_CPRdir,TATASTEEL,262,49.62,1.33,50.33,1.57,-1.17,14.61,1.31,36,59,167,45.0,54.92
F14_VWAP_RSI55_CPRdir,BEL,253,57.71,1.76,216.73,3.43,-2.65,23.9,2.47,49,51,153,56.15,59.35
F14_VWAP_RSI55_CPRdir,VEDL,292,51.71,1.27,160.85,4.98,-4.19,55.03,1.19,40,65,187,51.41,52.17
F14_VWAP_RSI55_CPRdir,BANKBARODA,290,44.48,0.77,-77.0,2.03,-2.1,92.81,-1.39,36,82,172,42.04,47.37
F14_VWAP_RSI55_CPRdir,BPCL,173,49.13,0.93,-15.23,2.44,-2.53,64.07,-0.28,14,37,122,42.86,49.4
F14_VWAP_RSI55_CPRdir,M&M,255,51.76,1.25,682.7,25.52,-21.84,275.35,1.11,32,44,179,52.67,50.81
F14_VWAP_RSI55_CPRdir,BAJFINANCE,298,45.3,1.1,84.47,7.1,-5.36,125.66,0.49,46,68,184,46.56,44.31
F15_VWAP_CPRdir_CPRw05,ADANIENT,150,57.33,1.93,1151.9,27.73,-19.27,144.6,1.89,35,39,76,100.0,56.46
F15_VWAP_CPRdir_CPRw05,TATASTEEL,185,52.97,1.43,45.24,1.53,-1.21,14.37,1.47,31,41,113,51.61,54.35
F15_VWAP_CPRdir_CPRw05,BEL,187,56.68,1.76,142.21,3.12,-2.32,20.15,2.4,34,37,116,50.59,61.76
F15_VWAP_CPRdir_CPRw05,VEDL,216,50.0,1.15,66.69,4.61,-3.99,78.63,0.65,30,54,132,50.41,49.46
F15_VWAP_CPRdir_CPRw05,BANKBARODA,231,43.29,0.75,-66.37,2.01,-2.04,80.72,-1.39,31,69,131,40.62,46.6
F15_VWAP_CPRdir_CPRw05,BPCL,161,54.66,1.36,62.4,2.7,-2.4,28.0,1.08,19,32,110,42.86,55.19
F15_VWAP_CPRdir_CPRw05,M&M,174,52.87,1.14,267.65,23.15,-22.71,338.43,0.55,24,29,121,52.27,53.49
F15_VWAP_CPRdir_CPRw05,BAJFINANCE,202,46.04,1.17,97.52,7.3,-5.33,107.25,0.7,36,54,112,45.65,46.36
F16_ALL,ADANIENT,79,64.56,3.06,1159.7,33.75,-20.06,73.4,2.08,25,15,39,100.0,63.16
F16_ALL,TATASTEEL,135,56.3,1.74,54.13,1.68,-1.24,6.88,1.9,26,27,82,53.42,59.68
F16_ALL,BEL,134,57.46,1.98,126.57,3.32,-2.26,17.85,2.43,26,24,84,46.58,70.49
F16_ALL,VEDL,169,52.07,1.34,105.87,4.76,-3.86,63.8,1.14,28,35,106,50.46,55.0
F16_ALL,BANKBARODA,170,47.06,0.92,-14.53,2.01,-1.95,45.39,-0.36,25,39,106,45.83,48.65
F16_ALL,BPCL,89,61.8,1.47,41.28,2.34,-2.57,14.3,1.11,10,13,66,42.86,63.41
F16_ALL,M&M,127,53.54,1.33,413.87,24.56,-21.29,288.9,1.01,19,20,88,56.92,50.0
F16_ALL,BAJFINANCE,160,46.88,1.27,119.19,7.45,-5.18,67.0,0.94,27,37,96,48.65,45.35
