id,entry_date,exit_date,entry_price,call_strike,put_strike,zone_width_pct,premium,exit_price,max_price,min_price,max_breach_pct,gross_pnl,net_pnl,pnl_rs,outcome,zone_held,signals,iv,atr,config,lots
17,2024-12-03 00:00:00,2024-12-10 00:00:00,52695.75,53800,51500,4.36,498.32,53577.69921875,53888.3,52685.15,0.17,259.35,255.35,11010.75,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2309,766.36,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
18,2024-12-18 00:00:00,2024-12-26 00:00:00,52139.55,53100,51200,3.64,424.5,51170.69921875,51789.85,50609.35,1.13,152.11,148.11,6184.95,partial,False,"BB_SQ,ATR_C,RSI_M",0.1958,643.07,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
19,2025-01-30 00:00:00,2025-02-06 00:00:00,49311.95,50400,48200,4.46,496.81,50382.1015625,50553.35,48906.05,0.31,173.57,169.57,7150.65,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.2409,748.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
20,2025-02-14 00:00:00,2025-02-21 00:00:00,49099.45,50100,48100,4.07,443.56,48981.19921875,49628.25,48525.6,0.0,389.94,385.94,16887.3,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2181,674.7,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
21,2025-03-06 00:00:00,2025-03-13 00:00:00,48627.7,49500,47700,3.7,374.81,48060.3984375,48709.05,47702.9,0.0,271.58,267.58,11561.1,max_profit,True,"BB_SQ,ATR_C",0.1922,588.67,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
22,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,54800,52400,4.48,549.21,55354.8984375,55499.65,54442.3,1.31,-165.57,-169.57,-8110.65,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
23,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,56700,54500,3.96,489.64,55903.3984375,55966.3,55037.85,0.0,409.48,405.48,17766.6,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
24,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57100,55400,3.02,400.04,57443.8984375,57475.4,55779.25,0.67,-75.85,-79.85,-4073.25,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
25,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,57700,56200,2.63,341.9,56765.3515625,57363.7,56594.25,0.0,293.92,289.92,12566.4,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
26,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56500,55000,2.69,296.22,53655.6484375,55745.0,53606.45,2.5,-1029.09,-666.6666666666666,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
27,2025-09-08 00:00:00,2025-09-15 00:00:00,54186.9,54900,53500,2.58,330.87,54887.8515625,55018.7,54079.45,0.22,118.8,114.8,4686.0,partial,False,"BB_SQ,ATR_C",0.1425,486.56,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
28,2025-09-23 00:00:00,2025-09-30 00:00:00,55509.75,56100,54900,2.16,260.35,54635.8515625,55511.1,54226.6,1.21,-56.03,-60.03,-3181.35,loss,False,"BB_SQ,ATR_C",0.1142,399.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
29,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59500,58100,2.38,331.07,59273.80078125,60114.3,58783.05,1.04,209.17,205.17,8752.65,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
30,2025-12-19 00:00:00,2025-12-29 00:00:00,59069.2,59800,58300,2.54,318.68,58932.3515625,59478.15,58809.55,0.0,280.99,276.99,11984.55,max_profit,True,"BB_SQ,ATR_C,CHOP,ADX_L",0.1329,494.37,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
31,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60100,58800,2.19,287.13,59404.19921875,60235.15,59283.95,0.23,253.72,249.72,10757.4,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
32,2026-02-23 00:00:00,2026-03-02 00:00:00,61264.25,62200,60400,2.94,393.05,59839.6484375,61435.65,59148.0,2.04,-213.19,-217.19,-10253.55,loss,False,"BB_SQ,ATR_C,ADX_L",0.1562,602.9,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L3,3
0,2023-05-25 00:00:00,2023-06-01 00:00:00,43681.4,44400,43000,3.21,276.61,43790.19921875,44498.6,43588.8,0.23,243.75,239.75,17181.25,partial,False,"BB_SQ,ATR_C,ADX_L",0.1627,447.65,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
1,2023-06-09 00:00:00,2023-06-16 00:00:00,43989.0,44500,43400,2.5,242.64,43938.1484375,44212.35,43397.5,0.01,215.01,211.01,15025.75,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1328,367.94,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
2,2023-06-26 00:00:00,2023-07-04 00:00:00,43641.05,44200,43100,2.52,253.4,45301.44921875,45655.5,43693.15,3.34,-864.18,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C",0.1373,377.59,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
3,2023-08-17 00:00:00,2023-08-24 00:00:00,43891.35,44600,43200,3.19,309.14,44496.19921875,44949.9,43672.45,0.8,147.69,143.69,9976.75,partial,False,"BB_SQ,ATR_C",0.1704,471.02,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
4,2023-09-01 00:00:00,2023-09-08 00:00:00,44436.1,45100,43800,2.93,288.27,45156.3984375,45383.35,44207.25,0.64,61.82,57.82,3536.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1566,438.31,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
5,2023-10-06 00:00:00,2023-10-13 00:00:00,44360.6,45000,43700,2.93,317.91,44287.94921875,44710.55,43796.75,0.0,276.86,272.86,19664.5,max_profit,True,"BB_SQ,ATR_C",0.1642,458.74,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
6,2023-11-13 00:00:00,2023-11-21 00:00:00,43891.25,44600,43200,3.19,305.29,43689.1484375,44420.95,43450.05,0.0,259.5,255.5,18362.5,max_profit,True,"BB_SQ,ATR_C",0.1694,468.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
7,2024-01-12 00:00:00,2024-01-19 00:00:00,47709.8,48500,47000,3.14,332.2,45701.1484375,48305.4,45430.7,3.29,-951.07,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1683,505.82,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
8,2024-02-26 00:00:00,2024-03-04 00:00:00,46576.5,47700,45500,4.72,475.53,47456.1015625,47529.6,45661.75,0.0,258.71,254.71,18303.25,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.25,733.58,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
9,2024-03-14 00:00:00,2024-03-21 00:00:00,46789.95,47700,45800,4.06,411.04,46684.8984375,46990.25,45828.8,0.0,364.08,360.08,26206.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2146,632.64,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
10,2024-04-15 00:00:00,2024-04-23 00:00:00,47773.25,48500,47100,2.93,317.93,47970.44921875,48302.7,46579.05,1.09,268.01,264.01,19000.75,partial,False,"BB_SQ,ATR_C",0.1587,477.47,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
11,2024-05-21 00:00:00,2024-05-28 00:00:00,48048.2,48900,47200,3.54,399.58,49142.1484375,49688.85,47435.25,1.64,-4.82,-8.82,-1461.5,loss,False,"BB_SQ,ATR_C,ADX_L",0.1947,589.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
12,2024-07-01 00:00:00,2024-07-08 00:00:00,52574.75,53600,51600,3.8,433.17,52425.80078125,53357.7,51996.65,0.0,379.1,375.1,27332.5,max_profit,True,"BB_SQ,ATR_C",0.2015,667.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
13,2024-07-16 00:00:00,2024-07-24 00:00:00,52396.8,53300,51500,3.44,395.12,51317.0,52782.75,50784.25,1.37,54.03,50.03,2952.25,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.183,604.06,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
14,2024-08-19 00:00:00,2024-08-26 00:00:00,50368.35,51400,49400,3.97,442.23,51148.1015625,51317.85,50333.35,0.0,253.25,249.25,17893.75,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,673.84,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
15,2024-09-03 00:00:00,2024-09-10 00:00:00,51689.1,52300,51000,2.52,276.98,51272.30078125,51636.75,50369.4,1.22,205.15,201.15,14286.25,partial,False,"BB_SQ,ATR_C",0.1315,428.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
16,2024-11-11 00:00:00,2024-11-19 00:00:00,51876.75,53000,50800,4.24,464.95,50626.5,52169.05,49904.4,1.73,81.32,77.32,4999.0,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2221,725.92,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
17,2024-12-03 00:00:00,2024-12-10 00:00:00,52695.75,53800,51500,4.36,498.32,53577.69921875,53888.3,52685.15,0.17,259.35,255.35,18351.25,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2309,766.36,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
18,2024-12-18 00:00:00,2024-12-26 00:00:00,52139.55,53100,51200,3.64,424.5,51170.69921875,51789.85,50609.35,1.13,152.11,148.11,10308.25,partial,False,"BB_SQ,ATR_C,RSI_M",0.1958,643.07,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
19,2025-01-30 00:00:00,2025-02-06 00:00:00,49311.95,50400,48200,4.46,496.81,50382.1015625,50553.35,48906.05,0.31,173.57,169.57,11917.75,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.2409,748.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
20,2025-02-14 00:00:00,2025-02-21 00:00:00,49099.45,50100,48100,4.07,443.56,48981.19921875,49628.25,48525.6,0.0,389.94,385.94,28145.5,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2181,674.7,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
21,2025-03-06 00:00:00,2025-03-13 00:00:00,48627.7,49500,47700,3.7,374.81,48060.3984375,48709.05,47702.9,0.0,271.58,267.58,19268.5,max_profit,True,"BB_SQ,ATR_C",0.1922,588.67,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
22,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,54800,52400,4.48,549.21,55354.8984375,55499.65,54442.3,1.31,-165.57,-169.57,-13517.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
23,2025-05-26 00:00:00,2025-06-02 00:00:00,55572.0,56700,54500,3.96,489.64,55903.3984375,55966.3,55037.85,0.0,409.48,405.48,29611.0,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,743.6,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
24,2025-06-20 00:00:00,2025-06-27 00:00:00,56252.85,57100,55400,3.02,400.04,57443.8984375,57475.4,55779.25,0.67,-75.85,-79.85,-6788.75,loss,False,"BB_SQ,ATR_C,RSI_M",0.1663,589.41,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
25,2025-07-07 00:00:00,2025-07-14 00:00:00,56949.2,57700,56200,2.63,341.9,56765.3515625,57363.7,56594.25,0.0,293.92,289.92,20944.0,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1427,511.95,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
26,2025-08-21 00:00:00,2025-08-29 00:00:00,55755.45,56500,55000,2.69,296.22,53655.6484375,55745.0,53606.45,2.5,-1029.09,-400.0,-30000.0,stopped_out,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.1363,478.72,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
27,2025-09-08 00:00:00,2025-09-15 00:00:00,54186.9,54900,53500,2.58,330.87,54887.8515625,55018.7,54079.45,0.22,118.8,114.8,7810.0,partial,False,"BB_SQ,ATR_C",0.1425,486.56,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
28,2025-09-23 00:00:00,2025-09-30 00:00:00,55509.75,56100,54900,2.16,260.35,54635.8515625,55511.1,54226.6,1.21,-56.03,-60.03,-5302.25,loss,False,"BB_SQ,ATR_C",0.1142,399.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
29,2025-11-25 00:00:00,2025-12-02 00:00:00,58820.3,59500,58100,2.38,331.07,59273.80078125,60114.3,58783.05,1.04,209.17,205.17,14587.75,partial,False,"BB_SQ,ATR_C,ADX_L",0.131,485.28,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
30,2025-12-19 00:00:00,2025-12-29 00:00:00,59069.2,59800,58300,2.54,318.68,58932.3515625,59478.15,58809.55,0.0,280.99,276.99,19974.25,max_profit,True,"BB_SQ,ATR_C,CHOP,ADX_L",0.1329,494.37,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
31,2026-01-12 00:00:00,2026-01-20 00:00:00,59450.5,60100,58800,2.19,287.13,59404.19921875,60235.15,59283.95,0.23,253.72,249.72,17929.0,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1166,436.76,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
32,2026-02-23 00:00:00,2026-03-02 00:00:00,61264.25,62200,60400,2.94,393.05,59839.6484375,61435.65,59148.0,2.04,-213.19,-217.19,-17089.25,loss,False,"BB_SQ,ATR_C,ADX_L",0.1562,602.9,BANKNIFTY_short_strangle_weekly_BB+ATR_SD1.5_L5,5
0,2023-05-25 00:00:00,2023-06-01 00:00:00,43681.4,44600,42800,4.12,193.22,43790.19921875,44498.6,43588.8,0.0,180.82,176.82,7476.9,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.1627,447.65,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
1,2023-06-09 00:00:00,2023-06-16 00:00:00,43989.0,44700,43300,3.18,174.03,43938.1484375,44212.35,43397.5,0.0,162.57,158.57,6655.65,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1328,367.94,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
2,2023-06-26 00:00:00,2023-07-04 00:00:00,43641.05,44400,42900,3.44,166.46,45301.44921875,45655.5,43693.15,2.88,-752.61,-666.6666666666666,-30000.0,stopped_out,False,"BB_SQ,ATR_C",0.1373,377.59,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
3,2023-08-17 00:00:00,2023-08-24 00:00:00,43891.35,44800,42900,4.33,204.21,44496.19921875,44949.9,43672.45,0.34,114.12,110.12,4475.4,partial,False,"BB_SQ,ATR_C",0.1704,471.02,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
4,2023-09-01 00:00:00,2023-09-08 00:00:00,44436.1,45300,43600,3.83,200.84,45156.3984375,45383.35,44207.25,0.19,69.5,65.5,2467.5,partial,False,"BB_SQ,ATR_C,RSI_M",0.1566,438.31,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
5,2023-10-06 00:00:00,2023-10-13 00:00:00,44360.6,45300,43400,4.28,189.03,44287.94921875,44710.55,43796.75,0.0,179.7,175.7,7426.5,max_profit,True,"BB_SQ,ATR_C",0.1642,458.74,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
6,2023-11-13 00:00:00,2023-11-21 00:00:00,43891.25,44800,43000,4.1,217.74,43689.1484375,44420.95,43450.05,0.0,198.86,194.86,8288.7,max_profit,True,"BB_SQ,ATR_C",0.1694,468.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
7,2024-01-12 00:00:00,2024-01-19 00:00:00,47709.8,48700,46700,4.19,225.16,45701.1484375,48305.4,45430.7,2.66,-762.84,-666.6666666666666,-30000.0,stopped_out,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.1683,505.82,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
8,2024-02-26 00:00:00,2024-03-04 00:00:00,46576.5,48000,45100,6.23,326.04,47456.1015625,47529.6,45661.75,0.0,204.94,200.94,8562.3,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.25,733.58,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
9,2024-03-14 00:00:00,2024-03-21 00:00:00,46789.95,48100,45500,5.56,262.83,46684.8984375,46990.25,45828.8,0.0,249.12,245.12,10550.4,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2146,632.64,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
10,2024-04-15 00:00:00,2024-04-23 00:00:00,47773.25,48700,46800,3.98,211.1,47970.44921875,48302.7,46579.05,0.46,190.62,186.62,7917.9,partial,False,"BB_SQ,ATR_C",0.1587,477.47,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
11,2024-05-21 00:00:00,2024-05-28 00:00:00,48048.2,49200,46900,4.79,267.29,49142.1484375,49688.85,47435.25,1.02,32.53,28.53,803.85,partial,False,"BB_SQ,ATR_C,ADX_L",0.1947,589.29,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
12,2024-07-01 00:00:00,2024-07-08 00:00:00,52574.75,53900,51200,5.14,285.88,52425.80078125,53357.7,51996.65,0.0,270.23,266.23,11500.35,max_profit,True,"BB_SQ,ATR_C",0.2015,667.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
13,2024-07-16 00:00:00,2024-07-24 00:00:00,52396.8,53600,51200,4.58,266.15,51317.0,52782.75,50784.25,0.79,78.66,74.66,2879.7,partial,False,"BB_SQ,ATR_C,CHOP,RSI_M",0.183,604.06,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
14,2024-08-19 00:00:00,2024-08-26 00:00:00,50368.35,51700,49000,5.36,293.18,51148.1015625,51317.85,50333.35,0.0,194.75,190.75,8103.75,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2124,673.84,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
15,2024-09-03 00:00:00,2024-09-10 00:00:00,51689.1,52500,50800,3.29,191.34,51272.30078125,51636.75,50369.4,0.83,159.94,155.94,6537.3,partial,False,"BB_SQ,ATR_C",0.1315,428.3,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
16,2024-11-11 00:00:00,2024-11-19 00:00:00,51876.75,53300,50400,5.59,317.28,50626.5,52169.05,49904.4,0.96,125.52,121.52,4988.4,partial,False,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2221,725.92,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
17,2024-12-03 00:00:00,2024-12-10 00:00:00,52695.75,54200,51200,5.69,345.73,53577.69921875,53888.3,52685.15,0.0,232.4,228.4,9798.0,max_profit,True,"BB_SQ,ATR_C,ADX_L,RSI_M",0.2309,766.36,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
18,2024-12-18 00:00:00,2024-12-26 00:00:00,52139.55,53400,50900,4.79,293.37,51170.69921875,51789.85,50609.35,0.56,147.52,143.52,5978.4,partial,False,"BB_SQ,ATR_C,RSI_M",0.1958,643.07,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
19,2025-01-30 00:00:00,2025-02-06 00:00:00,49311.95,50800,47800,6.08,324.76,50382.1015625,50553.35,48906.05,0.0,162.21,158.21,6639.45,max_profit,True,"BB_SQ,ATR_C,CHOP,RSI_M",0.2409,748.24,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
20,2025-02-14 00:00:00,2025-02-21 00:00:00,49099.45,50400,47800,5.3,312.01,48981.19921875,49628.25,48525.6,0.0,292.12,288.12,12485.4,max_profit,True,"BB_SQ,ATR_C,ADX_L",0.2181,674.7,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
21,2025-03-06 00:00:00,2025-03-13 00:00:00,48627.7,49800,47400,4.94,249.29,48060.3984375,48709.05,47702.9,0.0,207.49,203.49,8677.05,max_profit,True,"BB_SQ,ATR_C",0.1922,588.67,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
22,2025-05-09 00:00:00,2025-05-16 00:00:00,53595.25,55200,52000,5.97,373.67,55354.8984375,55499.65,54442.3,0.56,-77.9,-81.9,-4165.5,loss,False,"BB_SQ,ATR_C,RSI_M",0.2434,821.66,BANKNIFTY_short_strangle_weekly_BB+ATR_SD2.0_L3,3
