label,symbol,strategy,strike_dist,hold_period,signal,trend_filter,lots,total_trades,win_rate,total_pnl,total_return_pct,cagr_pct,profit_factor,max_drawdown_pct,avg_premium,avg_zone_width_pct,zone_hold_rate,max_consecutive_losses,avg_pnl_per_trade,avg_win,avg_loss,max_win,max_loss,final_capital
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_TF1.5_L3,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,TF1.5,3,31,74.19,12823.05,1.28,0.43,1.56,0.69,402.74,5.53,70.97,1,413.65,1545.01,-2839.03,3414.45,-6973.35,1012823.05
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_TF1.5_L5,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,TF1.5,5,31,74.19,21371.75,2.14,0.72,1.56,1.13,402.74,5.53,70.97,1,689.41,2575.02,-4731.72,5690.75,-11622.25,1021371.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_TF2.0_L3,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,TF2.0,3,33,72.73,7834.5,0.78,0.26,1.29,1.13,403.65,5.53,69.7,1,237.41,1437.62,-2963.15,2702.1,-6973.35,1007834.5
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_TF2.0_L5,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,TF2.0,5,33,72.73,13057.5,1.31,0.44,1.29,1.88,403.65,5.53,69.7,1,395.68,2396.03,-4938.58,4503.5,-11622.25,1013057.5
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_TF2.5_L3,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,TF2.5,3,33,72.73,7386.75,0.74,0.25,1.28,1.13,403.5,5.53,63.64,1,223.84,1418.96,-2963.15,2702.1,-6973.35,1007386.75
BANKNIFTY_iron_condor_weekly_monthly_BB+ATR_SD2.5_TF2.5_L5,BANKNIFTY,iron_condor,2.5,weekly,BB+ATR,TF2.5,5,33,72.73,12311.25,1.23,0.42,1.28,1.88,403.5,5.53,63.64,1,373.07,2364.94,-4938.58,4503.5,-11622.25,1012311.25
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_noTF_L3,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,noTF,3,37,64.86,-2910.75,-0.29,-0.1,0.9,1.06,553.94,3.41,37.84,4,-78.67,1093.27,-2242.26,2238.6,-4627.95,997089.25
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_noTF_L5,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,noTF,5,37,64.86,-4851.25,-0.49,-0.17,0.9,1.76,553.94,3.41,37.84,4,-131.11,1822.12,-3737.1,3731.0,-7713.25,995148.75
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_TF1.5_L3,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,TF1.5,3,37,64.86,-2910.75,-0.29,-0.1,0.9,1.06,553.94,3.41,37.84,4,-78.67,1093.27,-2242.26,2238.6,-4627.95,997089.25
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_TF1.5_L5,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,TF1.5,5,37,64.86,-4851.25,-0.49,-0.17,0.9,1.76,553.94,3.41,37.84,4,-131.11,1822.12,-3737.1,3731.0,-7713.25,995148.75
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_TF2.0_L3,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,TF2.0,3,37,64.86,-2910.75,-0.29,-0.1,0.9,1.06,553.94,3.41,37.84,4,-78.67,1093.27,-2242.26,2238.6,-4627.95,997089.25
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_TF2.0_L5,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,TF2.0,5,37,64.86,-4851.25,-0.49,-0.17,0.9,1.76,553.94,3.41,37.84,4,-131.11,1822.12,-3737.1,3731.0,-7713.25,995148.75
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_TF2.5_L3,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,TF2.5,3,37,64.86,-2910.75,-0.29,-0.1,0.9,1.06,553.94,3.41,37.84,4,-78.67,1093.27,-2242.26,2238.6,-4627.95,997089.25
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD1.5_TF2.5_L5,BANKNIFTY,iron_condor,1.5,weekly,Consensus3,TF2.5,5,37,64.86,-4851.25,-0.49,-0.17,0.9,1.76,553.94,3.41,37.84,4,-131.11,1822.12,-3737.1,3731.0,-7713.25,995148.75
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_noTF_L3,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,noTF,3,37,64.86,4337.4,0.43,0.15,1.16,0.93,480.15,4.59,54.05,4,117.23,1325.91,-2114.18,2974.35,-4879.5,1004337.4
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_noTF_L5,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,noTF,5,37,64.86,7229.0,0.72,0.25,1.16,1.55,480.15,4.59,54.05,4,195.38,2209.84,-3523.63,4957.25,-8132.5,1007229.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_TF1.5_L3,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,TF1.5,3,37,64.86,4337.4,0.43,0.15,1.16,0.93,480.15,4.59,54.05,4,117.23,1325.91,-2114.18,2974.35,-4879.5,1004337.4
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_TF1.5_L5,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,TF1.5,5,37,64.86,7229.0,0.72,0.25,1.16,1.55,480.15,4.59,54.05,4,195.38,2209.84,-3523.63,4957.25,-8132.5,1007229.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_TF2.0_L3,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,TF2.0,3,37,64.86,4337.4,0.43,0.15,1.16,0.93,480.15,4.59,54.05,4,117.23,1325.91,-2114.18,2974.35,-4879.5,1004337.4
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_TF2.0_L5,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,TF2.0,5,37,64.86,7229.0,0.72,0.25,1.16,1.55,480.15,4.59,54.05,4,195.38,2209.84,-3523.63,4957.25,-8132.5,1007229.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_TF2.5_L3,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,TF2.5,3,37,64.86,4337.4,0.43,0.15,1.16,0.93,480.15,4.59,54.05,4,117.23,1325.91,-2114.18,2974.35,-4879.5,1004337.4
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.0_TF2.5_L5,BANKNIFTY,iron_condor,2.0,weekly,Consensus3,TF2.5,5,37,64.86,7229.0,0.72,0.25,1.16,1.55,480.15,4.59,54.05,4,195.38,2209.84,-3523.63,4957.25,-8132.5,1007229.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_noTF_L3,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,noTF,3,37,67.57,13164.6,1.32,0.45,1.5,0.73,420.62,5.74,70.27,2,355.8,1580.34,-2195.33,3289.8,-6973.35,1013164.6
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_noTF_L5,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,noTF,5,37,67.57,21941.0,2.19,0.74,1.5,1.21,420.62,5.74,70.27,2,593.0,2633.9,-3658.88,5483.0,-11622.25,1021941.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_TF1.5_L3,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,TF1.5,3,37,67.57,13164.6,1.32,0.45,1.5,0.73,420.62,5.74,70.27,2,355.8,1580.34,-2195.33,3289.8,-6973.35,1013164.6
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_TF1.5_L5,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,TF1.5,5,37,67.57,21941.0,2.19,0.74,1.5,1.21,420.62,5.74,70.27,2,593.0,2633.9,-3658.88,5483.0,-11622.25,1021941.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_TF2.0_L3,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,TF2.0,3,37,67.57,13164.6,1.32,0.45,1.5,0.73,420.62,5.74,70.27,2,355.8,1580.34,-2195.33,3289.8,-6973.35,1013164.6
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_TF2.0_L5,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,TF2.0,5,37,67.57,21941.0,2.19,0.74,1.5,1.21,420.62,5.74,70.27,2,593.0,2633.9,-3658.88,5483.0,-11622.25,1021941.0
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_TF2.5_L3,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,TF2.5,3,37,67.57,13164.6,1.32,0.45,1.5,0.73,420.62,5.74,70.27,2,355.8,1580.34,-2195.33,3289.8,-6973.35,1013164.6
BANKNIFTY_iron_condor_weekly_monthly_Consensus3_SD2.5_TF2.5_L5,BANKNIFTY,iron_condor,2.5,weekly,Consensus3,TF2.5,5,37,67.57,21941.0,2.19,0.74,1.5,1.21,420.62,5.74,70.27,2,593.0,2633.9,-3658.88,5483.0,-11622.25,1021941.0
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_noTF_L3,NIFTY50,short_strangle,1.5,biweekly,BB_only,noTF,3,32,78.12,104684.25,10.47,3.4,1.71,3.0,544.66,3.01,12.5,1,3271.38,10094.19,-21095.79,24469.5,-30000.0,1104684.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_noTF_L5,NIFTY50,short_strangle,1.5,biweekly,BB_only,noTF,5,32,78.12,243756.25,24.38,7.59,2.38,4.74,544.66,3.01,12.5,1,7617.38,16823.65,-25262.14,40782.5,-30000.0,1243756.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_TF1.5_L3,NIFTY50,short_strangle,1.5,biweekly,BB_only,TF1.5,3,29,58.62,-34966.5,-3.5,-1.19,0.81,7.7,516.13,2.85,10.34,6,-1205.74,8701.76,-15241.38,19590.75,-30000.0,965033.5
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_TF1.5_L5,NIFTY50,short_strangle,1.5,biweekly,BB_only,TF1.5,5,29,58.62,-6212.5,-0.62,-0.21,0.98,9.47,516.13,2.85,10.34,6,-214.22,14502.94,-21063.54,32651.25,-30000.0,993787.5
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_TF2.0_L3,NIFTY50,short_strangle,1.5,biweekly,BB_only,TF2.0,3,29,51.72,-34260.0,-3.43,-1.16,0.8,5.75,517.27,2.87,10.34,4,-1181.38,9322.2,-12435.21,21276.0,-30000.0,965740.0
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_TF2.0_L5,NIFTY50,short_strangle,1.5,biweekly,BB_only,TF2.0,5,29,51.72,-8028.75,-0.8,-0.27,0.97,6.39,517.27,2.87,10.34,4,-276.85,15537.0,-17220.27,35460.0,-30000.0,991971.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_TF2.5_L3,NIFTY50,short_strangle,1.5,biweekly,BB_only,TF2.5,3,31,74.19,101951.25,10.2,3.31,1.79,2.7,555.24,3.05,12.9,1,3288.75,10012.47,-16041.94,24469.5,-30000.0,1101951.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD1.5_TF2.5_L5,NIFTY50,short_strangle,1.5,biweekly,BB_only,TF2.5,5,31,74.19,223517.5,22.35,7.0,2.39,3.06,555.24,3.05,12.9,1,7210.24,16687.45,-20036.72,40782.5,-30000.0,1223517.5
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_noTF_L3,NIFTY50,short_strangle,2.0,biweekly,BB_only,noTF,3,32,78.12,94182.75,9.42,3.06,1.65,3.0,463.09,4.02,25.0,1,2943.21,9547.83,-20644.71,23130.0,-30000.0,1094182.75
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_noTF_L5,NIFTY50,short_strangle,2.0,biweekly,BB_only,noTF,5,32,78.12,223020.0,22.3,6.99,2.28,4.61,463.09,4.02,25.0,1,6969.38,15913.05,-24972.32,38550.0,-30000.0,1223020.0
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_TF1.5_L3,NIFTY50,short_strangle,2.0,biweekly,BB_only,TF1.5,3,29,58.62,-35451.75,-3.55,-1.2,0.8,7.38,436.76,3.84,17.24,6,-1222.47,8198.07,-14568.25,18548.25,-30000.0,964548.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_TF1.5_L5,NIFTY50,short_strangle,2.0,biweekly,BB_only,TF1.5,5,29,58.62,-11277.5,-1.13,-0.38,0.95,8.9,436.76,3.84,17.24,6,-388.88,13663.46,-20296.35,30913.75,-30000.0,988722.5
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_TF2.0_L3,NIFTY50,short_strangle,2.0,biweekly,BB_only,TF2.0,3,29,51.72,-32405.25,-3.24,-1.1,0.8,5.62,439.05,3.85,10.34,4,-1117.42,8872.9,-11821.34,20154.75,-30000.0,967594.75
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_TF2.0_L5,NIFTY50,short_strangle,2.0,biweekly,BB_only,TF2.0,5,29,51.72,-7062.5,-0.71,-0.24,0.97,6.09,439.05,3.85,10.34,4,-243.53,14788.17,-16348.93,33591.25,-30000.0,992937.5
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_TF2.5_L3,NIFTY50,short_strangle,2.0,biweekly,BB_only,TF2.5,3,31,74.19,92669.25,9.27,3.02,1.74,2.7,471.96,4.08,22.58,1,2989.33,9503.61,-15739.22,23130.0,-30000.0,1092669.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.0_TF2.5_L5,NIFTY50,short_strangle,2.0,biweekly,BB_only,TF2.5,5,31,74.19,206578.75,20.66,6.5,2.31,3.02,471.96,4.08,22.58,1,6663.83,15839.35,-19715.78,38550.0,-30000.0,1206578.75
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_noTF_L3,NIFTY50,short_strangle,2.5,biweekly,BB_only,noTF,3,32,78.12,83829.75,8.38,2.74,1.6,3.03,392.15,5.01,34.38,1,2619.68,8912.34,-19854.11,21525.75,-30000.0,1083829.75
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_noTF_L5,NIFTY50,short_strangle,2.5,biweekly,BB_only,noTF,5,32,78.12,196851.25,19.69,6.21,2.13,4.67,392.15,5.01,34.38,1,6151.6,14853.9,-24928.04,35876.25,-30000.0,1196851.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_TF1.5_L3,NIFTY50,short_strangle,2.5,biweekly,BB_only,TF1.5,3,29,58.62,-29355.0,-2.94,-0.99,0.82,6.94,369.39,4.78,34.48,6,-1012.24,7794.18,-13488.0,17296.5,-30000.0,970645.0
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_TF1.5_L5,NIFTY50,short_strangle,2.5,biweekly,BB_only,TF1.5,5,29,58.62,-11928.75,-1.19,-0.4,0.95,8.51,369.39,4.78,34.48,6,-411.34,12990.29,-19396.98,28827.5,-30000.0,988071.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_TF2.0_L3,NIFTY50,short_strangle,2.5,biweekly,BB_only,TF2.0,3,29,51.72,-30207.0,-3.02,-1.02,0.8,5.22,371.28,4.8,24.14,4,-1041.62,8234.75,-10980.59,18821.25,-30000.0,969793.0
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_TF2.0_L5,NIFTY50,short_strangle,2.5,biweekly,BB_only,TF2.0,5,29,51.72,-13348.75,-1.33,-0.45,0.94,5.74,371.28,4.8,24.14,4,-460.3,13724.58,-15658.39,31368.75,-30000.0,986651.25
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_TF2.5_L3,NIFTY50,short_strangle,2.5,biweekly,BB_only,TF2.5,3,31,74.19,85878.0,8.59,2.8,1.73,2.69,398.02,5.12,35.48,1,2770.26,8854.7,-14722.5,21525.75,-30000.0,1085878.0
NIFTY50_short_strangle_biweekly_monthly_BB_only_SD2.5_TF2.5_L5,NIFTY50,short_strangle,2.5,biweekly,BB_only,TF2.5,5,31,74.19,182977.5,18.3,5.8,2.17,3.23,398.02,5.12,35.48,1,5902.5,14757.83,-19556.56,35876.25,-30000.0,1182977.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_noTF_L3,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,noTF,3,21,76.19,48245.25,4.82,1.6,1.45,3.11,502.45,2.71,14.29,2,2297.39,9645.33,-21216.0,15314.25,-30000.0,1048245.25
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_noTF_L5,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,noTF,5,21,76.19,122927.5,12.29,3.98,1.92,3.82,502.45,2.71,14.29,2,5853.69,16075.55,-26856.25,25523.75,-30000.0,1122927.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_TF1.5_L3,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,TF1.5,3,20,60.0,4326.0,0.43,0.15,1.04,4.82,491.0,2.66,15.0,5,216.3,10634.75,-15411.38,15314.25,-30000.0,1004326.0
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_TF1.5_L5,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,TF1.5,5,20,60.0,49728.75,4.97,1.65,1.31,6.55,491.0,2.66,15.0,5,2486.44,17724.58,-20370.78,25523.75,-30000.0,1049728.75
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_TF2.0_L3,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,TF2.0,3,20,60.0,6273.0,0.63,0.21,1.05,4.88,493.68,2.66,15.0,4,313.65,10269.38,-14619.94,15314.25,-30000.0,1006273.0
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_TF2.0_L5,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,TF2.0,5,20,60.0,52973.75,5.3,1.75,1.35,5.89,493.68,2.66,15.0,4,2648.69,17115.62,-19051.72,25523.75,-30000.0,1052973.75
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_TF2.5_L3,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,TF2.5,3,20,75.0,42652.5,4.27,1.41,1.4,3.51,508.47,2.72,15.0,2,2132.62,9915.5,-21216.0,15314.25,-30000.0,1042652.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD1.5_TF2.5_L5,NIFTY50,short_strangle,1.5,biweekly,BB+ATR,TF2.5,5,20,75.0,113606.25,11.36,3.69,1.85,3.85,508.47,2.72,15.0,2,5680.31,16525.83,-26856.25,25523.75,-30000.0,1113606.25
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_noTF_L3,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,noTF,3,21,76.19,44676.0,4.47,1.48,1.44,3.1,426.32,3.65,28.57,2,2127.43,9180.05,-20440.95,14024.25,-30000.0,1044676.0
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_noTF_L5,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,noTF,5,21,76.19,114460.0,11.45,3.71,1.88,3.71,426.32,3.65,28.57,2,5450.48,15300.08,-26068.25,23373.75,-30000.0,1114460.0
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_TF1.5_L3,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,TF1.5,3,20,60.0,2793.75,0.28,0.09,1.02,4.71,415.89,3.56,25.0,5,139.69,9910.38,-14516.34,14024.25,-30000.0,1002793.75
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_TF1.5_L5,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,TF1.5,5,20,60.0,44656.25,4.47,1.48,1.29,5.97,415.89,3.56,25.0,5,2232.81,16517.29,-19193.91,23373.75,-30000.0,1044656.25
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_TF2.0_L3,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,TF2.0,3,20,60.0,5557.5,0.56,0.19,1.05,4.58,417.97,3.58,25.0,4,277.88,9657.5,-13791.56,14024.25,-30000.0,1005557.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_TF2.0_L5,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,TF2.0,5,20,60.0,49262.5,4.93,1.63,1.34,5.54,417.97,3.58,25.0,4,2463.12,16095.83,-17985.94,23373.75,-30000.0,1049262.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_TF2.5_L3,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,TF2.5,3,20,75.0,39218.25,3.92,1.3,1.38,3.35,430.96,3.66,30.0,2,1960.91,9428.2,-20440.95,14024.25,-30000.0,1039218.25
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.0_TF2.5_L5,NIFTY50,short_strangle,2.0,biweekly,BB+ATR,TF2.5,5,20,75.0,105363.75,10.54,3.43,1.81,3.74,430.96,3.66,30.0,2,5268.19,15713.67,-26068.25,23373.75,-30000.0,1105363.75
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_noTF_L3,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,noTF,3,21,76.19,39916.5,3.99,1.33,1.4,3.09,362.11,4.53,47.62,2,1900.79,8701.31,-19860.9,13621.5,-30000.0,1039916.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_noTF_L5,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,noTF,5,21,76.19,106527.5,10.65,3.46,1.85,3.46,362.11,4.53,47.62,2,5072.74,14502.19,-25101.5,22702.5,-30000.0,1106527.5
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_TF1.5_L3,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,TF1.5,3,20,60.0,794.25,0.08,0.03,1.01,4.58,353.0,4.44,30.0,5,39.71,9439.25,-14059.59,13621.5,-30000.0,1000794.25
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_TF1.5_L5,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,TF1.5,5,20,60.0,41323.75,4.13,1.37,1.28,5.6,353.0,4.44,30.0,5,2066.19,15732.08,-18432.66,22702.5,-30000.0,1041323.75
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_TF2.0_L3,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,TF2.0,3,20,60.0,3344.25,0.33,0.11,1.03,4.48,355.57,4.45,30.0,4,167.21,9118.94,-13260.38,13621.5,-30000.0,1003344.25
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_TF2.0_L5,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,TF2.0,5,20,60.0,45573.75,4.56,1.51,1.33,5.39,355.57,4.45,30.0,4,2278.69,15198.23,-17100.62,22702.5,-30000.0,1045573.75
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_TF2.5_L3,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,TF2.5,3,20,75.0,34419.0,3.44,1.14,1.35,3.34,365.35,4.56,45.0,2,1720.95,8914.9,-19860.9,13621.5,-30000.0,1034419.0
NIFTY50_short_strangle_biweekly_monthly_BB+ATR_SD2.5_TF2.5_L5,NIFTY50,short_strangle,2.5,biweekly,BB+ATR,TF2.5,5,20,75.0,97365.0,9.74,3.17,1.78,3.56,365.35,4.56,45.0,2,4868.25,14858.17,-25101.5,22702.5,-30000.0,1097365.0
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_noTF_L3,NIFTY50,short_strangle,1.5,biweekly,Consensus3,noTF,3,24,70.83,91296.0,9.13,3.0,2.0,2.87,546.53,3.05,4.17,2,3804.0,10759.19,-13087.18,17501.25,-30000.0,1091296.0
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_noTF_L5,NIFTY50,short_strangle,1.5,biweekly,Consensus3,noTF,5,24,70.83,175556.25,17.56,5.62,2.36,3.53,546.53,3.05,4.17,2,7314.84,17931.99,-18469.64,29168.75,-30000.0,1175556.25
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_TF1.5_L3,NIFTY50,short_strangle,1.5,biweekly,Consensus3,TF1.5,3,24,66.67,75861.0,7.59,2.5,1.75,2.87,533.26,2.99,4.17,2,3160.88,11024.86,-12567.09,17501.25,-30000.0,1075861.0
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_TF1.5_L5,NIFTY50,short_strangle,1.5,biweekly,Consensus3,TF1.5,5,24,66.67,149831.25,14.98,4.83,2.04,3.6,533.26,2.99,4.17,2,6242.97,18374.77,-18020.62,29168.75,-30000.0,1149831.25
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_TF2.0_L3,NIFTY50,short_strangle,1.5,biweekly,Consensus3,TF2.0,3,24,66.67,75861.0,7.59,2.5,1.75,2.87,533.26,2.99,4.17,2,3160.88,11024.86,-12567.09,17501.25,-30000.0,1075861.0
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_TF2.0_L5,NIFTY50,short_strangle,1.5,biweekly,Consensus3,TF2.0,5,24,66.67,149831.25,14.98,4.83,2.04,3.6,533.26,2.99,4.17,2,6242.97,18374.77,-18020.62,29168.75,-30000.0,1149831.25
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_TF2.5_L3,NIFTY50,short_strangle,1.5,biweekly,Consensus3,TF2.5,3,24,70.83,91296.0,9.13,3.0,2.0,2.87,546.53,3.05,4.17,2,3804.0,10759.19,-13087.18,17501.25,-30000.0,1091296.0
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD1.5_TF2.5_L5,NIFTY50,short_strangle,1.5,biweekly,Consensus3,TF2.5,5,24,70.83,175556.25,17.56,5.62,2.36,3.53,546.53,3.05,4.17,2,7314.84,17931.99,-18469.64,29168.75,-30000.0,1175556.25
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD2.0_noTF_L3,NIFTY50,short_strangle,2.0,biweekly,Consensus3,noTF,3,24,75.0,84858.0,8.49,2.79,1.97,2.88,467.98,4.02,12.5,2,3535.75,9598.38,-14652.12,16476.0,-30000.0,1084858.0
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD2.0_noTF_L5,NIFTY50,short_strangle,2.0,biweekly,Consensus3,noTF,5,24,75.0,162641.25,16.26,5.23,2.3,3.44,467.98,4.02,12.5,2,6776.72,15997.29,-20885.0,27460.0,-30000.0,1162641.25
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD2.0_TF1.5_L3,NIFTY50,short_strangle,2.0,biweekly,Consensus3,TF1.5,3,24,70.83,70439.25,7.04,2.33,1.74,2.88,456.34,3.93,8.33,2,2934.97,9747.09,-13608.75,16476.0,-30000.0,1070439.25
NIFTY50_short_strangle_biweekly_monthly_Consensus3_SD2.0_TF1.5_L5,NIFTY50,short_strangle,2.0,biweekly,Consensus3,TF1.5,5,24,70.83,138610.0,13.86,4.49,2.01,3.51,456.34,3.93,8.33,2,5775.42,16245.15,-19651.07,27460.0,-30000.0,1138610.0
