label,phase,uni,entry_L,entry_ref,buffer,ath_within,new_ath,exit,slots,gate,cost_bps,seed,window,tax,cagr,maxdd,calmar,sharpe,final,years,trades,win_rate,avg_win,avg_loss,expectancy,med_hold_d,worst_mae,med_mae,max_loss_streak,trades_per_yr,tax_paid,cost_paid,avg_invested
N2_trend_02,null3,n100,252,close,,,,ST_14_4,20,none,15.0,2,full,True,14.95,-38.54,0.388,0.943,178629473.0,20.69,1242,39.6,27.02,-7.39,6.242,63,-30.7,-4.8,23,60.0,,,0.8
N2_trend_03,null3,n100,252,close,,,,ST_14_4,20,none,15.0,3,full,True,14.72,-33.76,0.436,0.934,171451881.0,20.69,1237,40.3,25.95,-7.51,5.988,65,-34.2,-4.8,26,59.8,,,0.807
N2_trend_04,null3,n100,252,close,,,,ST_14_4,20,none,15.0,4,full,True,15.03,-35.91,0.418,0.936,180745045.0,20.69,1259,39.3,27.02,-7.41,6.124,61,-34.2,-5.0,35,60.9,,,0.8
N2_trend_05,null3,n100,252,close,,,,ST_14_4,20,none,15.0,5,full,True,14.54,-35.08,0.414,0.895,165836207.0,20.69,1263,39.4,26.37,-7.36,5.914,60,-30.0,-4.8,27,61.0,,,0.802
N2_trend_06,null3,n100,252,close,,,,ST_14_4,20,none,15.0,6,full,True,15.78,-33.22,0.475,0.954,207516002.0,20.69,1230,42.6,24.88,-7.34,6.387,64,-32.8,-4.6,22,59.4,,,0.807
N2_trend_07,null3,n100,252,close,,,,ST_14_4,20,none,15.0,7,full,True,16.42,-36.65,0.448,1.017,232200082.0,20.69,1192,41.8,27.62,-7.61,7.108,68,-34.2,-4.8,37,57.6,,,0.802
N2_trend_08,null3,n100,252,close,,,,ST_14_4,20,none,15.0,8,full,True,15.56,-32.5,0.479,0.94,198968751.0,20.69,1249,40.1,26.48,-7.06,6.397,62,-24.9,-4.8,21,60.4,,,0.801
N2_trend_09,null3,n100,252,close,,,,ST_14_4,20,none,15.0,9,full,True,16.17,-34.1,0.474,1.01,221904355.0,20.69,1230,40.2,27.35,-7.11,6.731,64,-32.6,-4.4,18,59.4,,,0.805
N2_trend_10,null3,n100,252,close,,,,ST_14_4,20,none,15.0,10,full,True,15.14,-33.84,0.447,0.948,184769800.0,20.69,1212,40.4,26.97,-7.35,6.524,65,-32.6,-4.8,20,58.6,,,0.803
N2_trend_11,null3,n100,252,close,,,,ST_14_4,20,none,15.0,11,full,True,14.51,-32.82,0.442,0.929,164884288.0,20.69,1220,40.4,25.64,-7.33,5.993,64,-33.7,-4.7,22,59.0,,,0.801
N2_trend_12,null3,n100,252,close,,,,ST_14_4,20,none,15.0,12,full,True,14.89,-32.91,0.453,0.937,176318616.0,20.69,1257,41.9,24.65,-7.41,6.032,64,-30.3,-4.8,23,60.8,,,0.804
N2_trend_13,null3,n100,252,close,,,,ST_14_4,20,none,15.0,13,full,True,14.63,-35.63,0.41,0.931,168176401.0,20.69,1251,40.8,25.01,-7.29,5.904,63,-34.2,-4.8,20,60.5,,,0.803
N2_trend_14,null3,n100,252,close,,,,ST_14_4,20,none,15.0,14,full,True,15.94,-33.9,0.47,0.985,213226514.0,20.69,1243,40.1,27.49,-7.39,6.612,62,-33.1,-4.7,20,60.1,,,0.807
N2_trend_15,null3,n100,252,close,,,,ST_14_4,20,none,15.0,15,full,True,14.72,-30.8,0.478,0.913,171511808.0,20.69,1243,41.2,25.64,-7.52,6.138,63,-31.3,-5.0,25,60.1,,,0.803
N2_trend_16,null3,n100,252,close,,,,ST_14_4,20,none,15.0,16,full,True,14.94,-36.48,0.41,0.968,178285811.0,20.69,1243,40.0,26.64,-7.22,6.319,62,-30.0,-5.0,28,60.1,,,0.803
N2_trend_17,null3,n100,252,close,,,,ST_14_4,20,none,15.0,17,full,True,15.92,-32.6,0.489,0.994,212467899.0,20.69,1201,41.3,26.94,-7.43,6.765,66,-38.8,-4.9,33,58.0,,,0.804
N2_trend_18,null3,n100,252,close,,,,ST_14_4,20,none,15.0,18,full,True,16.21,-32.97,0.492,1.035,223603822.0,20.69,1206,43.1,25.58,-7.37,6.838,69,-30.0,-4.8,23,58.3,,,0.803
N2_trend_19,null3,n100,252,close,,,,ST_14_4,20,none,15.0,19,full,True,14.01,-34.64,0.404,0.871,150586863.0,20.69,1233,41.4,24.91,-7.52,5.893,64,-29.9,-4.9,24,59.6,,,0.803
N2_trend_20,null3,n100,252,close,,,,ST_14_4,20,none,15.0,20,full,True,14.56,-35.9,0.406,0.914,166368143.0,20.69,1245,40.7,25.76,-7.65,5.955,65,-33.8,-5.0,28,60.2,,,0.804
N2_trend_21,null3,n100,252,close,,,,ST_14_4,20,none,15.0,21,full,True,14.06,-37.03,0.38,0.908,151931647.0,20.69,1248,39.3,26.22,-7.25,5.917,63,-29.9,-4.7,41,60.3,,,0.798
N2_trend_22,null3,n100,252,close,,,,ST_14_4,20,none,15.0,22,full,True,16.05,-34.64,0.463,0.961,217160214.0,20.69,1241,42.3,25.61,-7.4,6.565,64,-38.8,-4.5,21,60.0,,,0.801
N2_trend_23,null3,n100,252,close,,,,ST_14_4,20,none,15.0,23,full,True,16.15,-34.35,0.47,1.003,221165624.0,20.69,1235,40.1,28.26,-7.45,6.858,65,-24.6,-4.8,17,59.7,,,0.803
N2_trend_24,null3,n100,252,close,,,,ST_14_4,20,none,15.0,24,full,True,13.61,-36.47,0.373,0.867,140270416.0,20.69,1228,40.7,24.24,-7.27,5.559,63,-34.2,-4.6,18,59.4,,,0.803
N2_trend_25,null3,n100,252,close,,,,ST_14_4,20,none,15.0,25,full,True,13.36,-36.67,0.364,0.863,133696280.0,20.69,1256,39.3,25.02,-7.27,5.406,62,-29.7,-4.6,39,60.7,,,0.806
N2_trend_26,null3,n100,252,close,,,,ST_14_4,20,none,15.0,26,full,True,15.3,-32.66,0.469,0.922,190438100.0,20.69,1227,41.8,25.41,-7.43,6.302,66,-35.3,-4.6,27,59.3,,,0.806
N2_trend_27,null3,n100,252,close,,,,ST_14_4,20,none,15.0,27,full,True,14.58,-34.49,0.423,0.925,167186447.0,20.69,1248,40.7,25.47,-7.48,5.935,62,-33.7,-4.8,22,60.3,,,0.804
N2_trend_28,null3,n100,252,close,,,,ST_14_4,20,none,15.0,28,full,True,14.05,-37.81,0.371,0.898,151489392.0,20.69,1261,39.3,26.42,-7.51,5.81,60,-34.2,-4.8,39,60.9,,,0.805
N2_trend_29,null3,n100,252,close,,,,ST_14_4,20,none,15.0,29,full,True,17.09,-33.63,0.508,1.012,260970326.0,20.69,1237,43.7,25.93,-7.55,7.064,64,-31.0,-4.5,26,59.8,,,0.802
N2_trend_30,null3,n100,252,close,,,,ST_14_4,20,none,15.0,30,full,True,14.74,-34.06,0.433,0.94,171800435.0,20.69,1228,40.8,25.96,-7.4,6.208,64,-33.7,-4.6,23,59.4,,,0.804
N3_mom_01,null3,n100,252,close,,,,ST_14_4,20,none,15.0,1,full,True,17.07,-27.28,0.626,1.051,260534859.0,20.69,2476,44.1,12.89,-4.04,3.426,3,-23.7,-1.0,14,119.7,,,0.752
N3_mom_02,null3,n100,252,close,,,,ST_14_4,20,none,15.0,2,full,True,17.01,-29.61,0.574,1.068,257194385.0,20.69,2435,44.5,13.04,-4.15,3.5,3,-29.6,-1.0,15,117.7,,,0.749
N3_mom_03,null3,n100,252,close,,,,ST_14_4,20,none,15.0,3,full,True,16.69,-28.19,0.592,1.01,243411040.0,20.69,2496,44.9,12.27,-4.0,3.304,3,-33.7,-1.0,19,120.6,,,0.755
N3_mom_04,null3,n100,252,close,,,,ST_14_4,20,none,15.0,4,full,True,16.71,-29.76,0.562,1.045,244485296.0,20.69,2496,45.0,12.53,-4.12,3.364,3,-32.8,-1.0,15,120.6,,,0.753
N3_mom_05,null3,n100,252,close,,,,ST_14_4,20,none,15.0,5,full,True,16.6,-28.48,0.583,1.008,239527364.0,20.69,2578,44.0,12.4,-4.06,3.184,3,-33.7,-0.9,29,124.6,,,0.748
N3_mom_06,null3,n100,252,close,,,,ST_14_4,20,none,15.0,6,full,True,15.76,-28.31,0.557,0.98,206189778.0,20.69,2487,44.8,11.92,-4.01,3.132,3,-24.4,-0.9,17,120.2,,,0.748
N3_mom_07,null3,n100,252,close,,,,ST_14_4,20,none,15.0,7,full,True,17.48,-27.92,0.626,1.081,279752760.0,20.69,2521,45.0,12.5,-3.98,3.433,3,-33.8,-1.1,12,121.8,,,0.748
N3_mom_08,null3,n100,252,close,,,,ST_14_4,20,none,15.0,8,full,True,17.63,-25.84,0.682,1.075,287342919.0,20.69,2503,44.6,12.75,-4.04,3.45,3,-34.5,-1.0,15,121.0,,,0.754
N3_mom_09,null3,n100,252,close,,,,ST_14_4,20,none,15.0,9,full,True,18.11,-29.53,0.613,1.116,313142815.0,20.69,2538,45.8,12.39,-3.91,3.562,3,-28.4,-0.9,15,122.7,,,0.753
N3_mom_10,null3,n100,252,close,,,,ST_14_4,20,none,15.0,10,full,True,17.92,-27.4,0.654,1.122,302433475.0,20.69,2391,45.5,12.99,-4.08,3.689,3,-31.6,-1.0,17,115.6,,,0.755
N3_mom_11,null3,n100,252,close,,,,ST_14_4,20,none,15.0,11,full,True,15.15,-29.43,0.515,0.943,185121648.0,20.69,2395,44.6,12.35,-4.18,3.187,3,-32.8,-1.1,15,115.8,,,0.757
N3_mom_12,null3,n100,252,close,,,,ST_14_4,20,none,15.0,12,full,True,17.97,-28.98,0.62,1.09,304518656.0,20.69,2472,45.1,12.79,-3.97,3.598,3,-33.8,-0.9,14,119.5,,,0.75
N3_mom_13,null3,n100,252,close,,,,ST_14_4,20,none,15.0,13,full,True,17.25,-30.17,0.572,1.067,268968456.0,20.69,2465,45.2,12.61,-4.08,3.472,3,-25.9,-1.0,14,119.1,,,0.751
N3_mom_14,null3,n100,252,close,,,,ST_14_4,20,none,15.0,14,full,True,16.78,-30.07,0.558,1.047,247237660.0,20.69,2506,44.6,12.67,-4.1,3.382,3,-33.7,-1.0,15,121.1,,,0.755
N3_mom_15,null3,n100,252,close,,,,ST_14_4,20,none,15.0,15,full,True,16.43,-30.29,0.542,1.006,232488037.0,20.69,2515,44.7,12.22,-3.99,3.247,3,-33.7,-0.9,13,121.6,,,0.749
N3_mom_16,null3,n100,252,close,,,,ST_14_4,20,none,15.0,16,full,True,16.79,-29.48,0.569,0.998,247810336.0,20.69,2419,43.7,13.04,-3.97,3.462,3,-33.8,-1.2,15,116.9,,,0.754
N3_mom_17,null3,n100,252,close,,,,ST_14_4,20,none,15.0,17,full,True,16.35,-32.02,0.511,0.989,229088621.0,20.69,2449,44.7,12.57,-4.13,3.33,3,-38.8,-1.1,15,118.4,,,0.752
N3_mom_18,null3,n100,252,close,,,,ST_14_4,20,none,15.0,18,full,True,16.62,-31.76,0.523,1.048,240350574.0,20.69,2417,45.3,12.84,-4.29,3.469,3,-33.8,-1.1,21,116.8,,,0.751
N3_mom_19,null3,n100,252,close,,,,ST_14_4,20,none,15.0,19,full,True,17.1,-27.54,0.621,1.011,261951925.0,20.69,2472,45.9,12.54,-4.22,3.472,3,-28.9,-1.0,16,119.5,,,0.751
N3_mom_20,null3,n100,252,close,,,,ST_14_4,20,none,15.0,20,full,True,16.64,-29.06,0.573,1.016,241767808.0,20.69,2511,44.2,12.88,-4.07,3.412,3,-32.8,-1.1,19,121.4,,,0.748
N3_mom_21,null3,n100,252,close,,,,ST_14_4,20,none,15.0,21,full,True,17.09,-28.59,0.598,1.065,261205147.0,20.69,2539,45.5,12.16,-4.02,3.348,3,-28.4,-0.9,13,122.7,,,0.745
N3_mom_22,null3,n100,252,close,,,,ST_14_4,20,none,15.0,22,full,True,16.94,-28.94,0.585,1.021,254676861.0,20.69,2461,45.1,12.49,-3.99,3.451,3,-33.7,-1.0,15,118.9,,,0.748
N3_mom_23,null3,n100,252,close,,,,ST_14_4,20,none,15.0,23,full,True,16.82,-28.09,0.599,1.048,249543584.0,20.69,2416,43.4,13.26,-4.07,3.453,3,-30.3,-1.1,17,116.8,,,0.75
N3_mom_24,null3,n100,252,close,,,,ST_14_4,20,none,15.0,24,full,True,17.78,-28.41,0.626,1.102,294832151.0,20.69,2528,44.5,12.87,-3.96,3.538,3,-29.9,-0.9,12,122.2,,,0.749
N3_mom_25,null3,n100,252,close,,,,ST_14_4,20,none,15.0,25,full,True,16.5,-28.07,0.588,1.04,235427485.0,20.69,2417,43.9,13.19,-4.22,3.429,3,-33.7,-1.0,19,116.8,,,0.755
N3_mom_26,null3,n100,252,close,,,,ST_14_4,20,none,15.0,26,full,True,16.99,-28.35,0.599,1.048,256840702.0,20.69,2437,44.9,12.68,-4.07,3.449,3,-29.9,-1.1,15,117.8,,,0.754
N3_mom_27,null3,n100,252,close,,,,ST_14_4,20,none,15.0,27,full,True,16.15,-29.84,0.541,0.983,221210901.0,20.69,2383,43.6,13.03,-4.15,3.334,3,-32.6,-1.2,12,115.2,,,0.752
N3_mom_28,null3,n100,252,close,,,,ST_14_4,20,none,15.0,28,full,True,15.91,-26.96,0.59,0.965,212020394.0,20.69,2525,44.8,11.96,-4.07,3.107,3,-33.8,-1.0,17,122.0,,,0.749
N3_mom_29,null3,n100,252,close,,,,ST_14_4,20,none,15.0,29,full,True,16.69,-28.68,0.582,1.016,243474676.0,20.69,2500,43.3,12.96,-3.99,3.353,3,-23.1,-1.0,13,120.8,,,0.751
N3_mom_30,null3,n100,252,close,,,,ST_14_4,20,none,15.0,30,full,True,16.27,-29.99,0.543,0.989,225867703.0,20.69,2581,44.4,12.08,-3.91,3.183,3,-34.5,-1.0,17,124.7,,,0.755
N4_trendmom_01,null3,n100,252,close,,,,ST_14_4,20,none,15.0,1,full,True,17.77,-30.78,0.577,1.097,294777143.0,20.69,1097,44.8,27.2,-7.37,8.104,76,-33.7,-4.8,17,53.0,,,0.785
N4_trendmom_02,null3,n100,252,close,,,,ST_14_4,20,none,15.0,2,full,True,17.43,-27.21,0.641,1.097,277146238.0,20.69,1096,44.8,26.99,-7.59,7.904,75,-29.6,-4.7,22,53.0,,,0.782
N4_trendmom_03,null3,n100,252,close,,,,ST_14_4,20,none,15.0,3,full,True,16.84,-27.59,0.61,1.08,250028784.0,20.69,1121,43.6,27.11,-7.64,7.519,70,-33.7,-4.8,27,54.2,,,0.78
N4_trendmom_04,null3,n100,252,close,,,,ST_14_4,20,none,15.0,4,full,True,17.52,-27.62,0.634,1.079,281856803.0,20.69,1106,44.0,27.61,-7.42,8.007,70,-33.7,-4.8,24,53.5,,,0.784
N4_trendmom_05,null3,n100,252,close,,,,ST_14_4,20,none,15.0,5,full,True,17.6,-31.55,0.558,1.092,286098708.0,20.69,1109,43.4,27.97,-7.39,7.946,72,-33.7,-4.5,18,53.6,,,0.781
N4_trendmom_06,null3,n100,252,close,,,,ST_14_4,20,none,15.0,6,full,True,17.18,-30.47,0.564,1.075,265104659.0,20.69,1113,43.6,27.37,-7.57,7.654,72,-33.8,-4.6,26,53.8,,,0.784
N4_trendmom_07,null3,n100,252,close,,,,ST_14_4,20,none,15.0,7,full,True,17.97,-30.05,0.598,1.123,305471511.0,20.69,1094,44.1,28.6,-7.63,8.362,72,-33.7,-4.6,22,52.9,,,0.781
N4_trendmom_08,null3,n100,252,close,,,,ST_14_4,20,none,15.0,8,full,True,17.68,-31.17,0.567,1.102,289770098.0,20.69,1089,44.7,27.54,-7.59,8.123,74,-33.7,-4.9,25,52.6,,,0.783
N4_trendmom_09,null3,n100,252,close,,,,ST_14_4,20,none,15.0,9,full,True,16.68,-32.1,0.52,1.036,243262080.0,20.69,1099,44.0,26.74,-7.59,7.528,74,-32.8,-4.6,21,53.1,,,0.778
N4_trendmom_10,null3,n100,252,close,,,,ST_14_4,20,none,15.0,10,full,True,17.43,-30.02,0.581,1.1,277432645.0,20.69,1113,44.0,27.27,-7.51,7.805,70,-33.7,-4.7,26,53.8,,,0.788
N4_trendmom_11,null3,n100,252,close,,,,ST_14_4,20,none,15.0,11,full,True,17.29,-31.22,0.554,1.069,270884830.0,20.69,1079,45.7,26.66,-7.66,8.018,76,-25.2,-4.8,22,52.2,,,0.782
N4_trendmom_12,null3,n100,252,close,,,,ST_14_4,20,none,15.0,12,full,True,18.83,-31.15,0.604,1.167,354136866.0,20.69,1070,46.0,27.49,-7.21,8.748,76,-30.3,-4.5,16,51.7,,,0.785
N4_trendmom_13,null3,n100,252,close,,,,ST_14_4,20,none,15.0,13,full,True,18.35,-29.75,0.617,1.123,326272490.0,20.69,1077,44.2,28.85,-7.52,8.556,75,-38.8,-4.6,27,52.1,,,0.781
N4_trendmom_14,null3,n100,252,close,,,,ST_14_4,20,none,15.0,14,full,True,17.6,-27.62,0.637,1.09,285956991.0,20.69,1097,44.3,27.45,-7.37,8.053,69,-31.4,-4.5,25,53.0,,,0.777
N4_trendmom_15,null3,n100,252,close,,,,ST_14_4,20,none,15.0,15,full,True,16.99,-29.43,0.577,1.081,256950353.0,20.69,1103,43.8,27.11,-7.46,7.676,76,-33.8,-4.7,25,53.3,,,0.778
N4_trendmom_16,null3,n100,252,close,,,,ST_14_4,20,none,15.0,16,full,True,18.31,-29.49,0.621,1.136,323218966.0,20.69,1097,45.1,27.33,-7.37,8.291,73,-33.7,-4.5,22,53.0,,,0.783
N4_trendmom_17,null3,n100,252,close,,,,ST_14_4,20,none,15.0,17,full,True,17.12,-29.55,0.579,1.064,262672729.0,20.69,1108,43.4,27.5,-7.6,7.638,70,-33.7,-4.8,24,53.6,,,0.783
N4_trendmom_18,null3,n100,252,close,,,,ST_14_4,20,none,15.0,18,full,True,18.19,-30.08,0.605,1.137,317322370.0,20.69,1090,45.4,27.6,-7.48,8.454,72,-28.8,-4.5,26,52.7,,,0.78
N4_trendmom_19,null3,n100,252,close,,,,ST_14_4,20,none,15.0,19,full,True,17.03,-29.42,0.579,1.059,259031538.0,20.69,1099,44.8,26.6,-7.72,7.645,75,-31.4,-4.9,22,53.1,,,0.779
N4_trendmom_20,null3,n100,252,close,,,,ST_14_4,20,none,15.0,20,full,True,17.64,-30.74,0.574,1.117,288474123.0,20.69,1091,44.7,27.42,-7.49,8.124,74,-30.8,-4.6,21,52.7,,,0.779
N4_trendmom_21,null3,n100,252,close,,,,ST_14_4,20,none,15.0,21,full,True,17.66,-30.67,0.576,1.122,288853442.0,20.69,1086,45.4,27.3,-7.78,8.143,72,-21.7,-4.6,16,52.5,,,0.776
N4_trendmom_22,null3,n100,252,close,,,,ST_14_4,20,none,15.0,22,full,True,16.66,-29.95,0.556,1.047,241934427.0,20.69,1112,44.2,26.56,-7.56,7.509,71,-33.8,-4.6,19,53.7,,,0.783
N4_trendmom_23,null3,n100,252,close,,,,ST_14_4,20,none,15.0,23,full,True,17.39,-31.43,0.553,1.11,275072866.0,20.69,1092,44.9,26.52,-7.34,7.854,75,-33.7,-4.7,26,52.8,,,0.781
N4_trendmom_24,null3,n100,252,close,,,,ST_14_4,20,none,15.0,24,full,True,16.84,-31.02,0.543,1.063,249973668.0,20.69,1096,43.8,27.1,-7.45,7.681,74,-33.7,-4.7,18,53.0,,,0.779
N4_trendmom_25,null3,n100,252,close,,,,ST_14_4,20,none,15.0,25,full,True,16.85,-30.29,0.556,1.06,250472649.0,20.69,1096,43.6,27.35,-7.55,7.673,73,-33.7,-4.8,16,53.0,,,0.779
N4_trendmom_26,null3,n100,252,close,,,,ST_14_4,20,none,15.0,26,full,True,18.15,-29.5,0.615,1.136,315198646.0,20.69,1101,44.0,28.17,-7.36,8.261,71,-24.7,-4.7,23,53.2,,,0.783
N4_trendmom_27,null3,n100,252,close,,,,ST_14_4,20,none,15.0,27,full,True,18.35,-29.41,0.624,1.138,325486534.0,20.69,1096,44.4,27.68,-7.28,8.255,74,-33.7,-4.6,20,53.0,,,0.782
N4_trendmom_28,null3,n100,252,close,,,,ST_14_4,20,none,15.0,28,full,True,18.32,-31.09,0.589,1.111,324591527.0,20.69,1087,44.0,28.72,-7.4,8.479,75,-27.7,-4.4,25,52.5,,,0.784
N4_trendmom_29,null3,n100,252,close,,,,ST_14_4,20,none,15.0,29,full,True,16.91,-30.99,0.546,1.03,253390281.0,20.69,1108,43.5,27.29,-7.25,7.775,72,-38.8,-4.7,15,53.6,,,0.782
N4_trendmom_30,null3,n100,252,close,,,,ST_14_4,20,none,15.0,30,full,True,17.05,-28.2,0.605,1.094,259576293.0,20.69,1089,44.2,27.15,-7.48,7.814,75,-32.8,-4.7,24,52.6,,,0.785
