book,venue,day,entry,exit,sl,strike,credit,exit_hm,reason,net,mae_rs,und_exc_bp
SX_1000_1200,SENSEX,2026-07-03,10:00,12:00,0.2,78000,916.3,12:00,TIME,267,94,10.1
SX_1000_1200,SENSEX,2026-07-10,10:00,12:00,0.2,77600,1033.0,12:00,TIME,932,75,26.5
SX_1000_1200,SENSEX,2026-07-17,10:00,12:00,0.2,77800,1104.75,11:59,TIME,-794,1374,29.2
SX_1000_1200,SENSEX,2026-07-24,10:00,12:00,0.2,75600,1173.4,12:00,TIME,504,557,27.4
SX_1000_1200,SENSEX,2026-07-31,10:00,12:00,0.2,78000,879.95,12:00,TIME,487,13,9.0
SX_1000_1200,SENSEX,2026-08-07,10:00,12:00,0.2,78700,1090.0,12:00,TIME,290,75,31.6
SX_1000_1200,SENSEX,2026-08-14,10:00,12:00,0.2,77900,835.05,12:00,TIME,489,54,20.2
SX_0916_1520,SENSEX,2026-05-08,09:16,15:20,0.2,77500,1398.1,15:20,TIME,2027,999,41.3
SX_0916_1520,SENSEX,2026-05-15,09:16,15:20,0.2,75500,1463.7,15:20,TIME,1066,1188,53.1
SX_0916_1520,SENSEX,2026-05-22,09:16,15:20,0.2,75400,1190.1,15:20,TIME,2165,611,57.2
SX_0916_1520,SENSEX,2026-05-29,09:16,15:20,0.2,76200,1156.0,15:02,SL,-6667,7247,193.7
SX_0916_1520,SENSEX,2026-06-05,09:16,15:20,0.2,74600,1321.4,15:20,TIME,1886,1321,79.1
SX_0916_1520,SENSEX,2026-06-12,09:16,15:20,0.2,74800,1217.85,14:59,SL,-5104,6083,110.1
SX_0916_1520,SENSEX,2026-06-19,09:16,15:20,0.2,76600,1065.5,15:20,TIME,1707,834,31.2
SX_0916_1520,SENSEX,2026-07-03,09:16,15:20,0.2,78000,976.25,15:20,TIME,2366,0,31.3
SX_0916_1520,SENSEX,2026-07-10,09:16,15:20,0.2,77400,1048.0,15:20,TIME,2030,511,30.5
SX_0916_1520,SENSEX,2026-07-17,09:16,15:20,0.2,77500,1116.05,14:17,SL,-5042,4842,95.8
SX_0916_1520,SENSEX,2026-07-24,09:16,15:20,0.2,75800,1179.95,15:20,TIME,472,682,57.9
SX_0916_1520,SENSEX,2026-07-31,09:16,15:20,0.2,78000,937.85,15:20,TIME,1618,0,32.7
SX_0916_1520,SENSEX,2026-08-07,09:16,15:20,0.2,78600,1065.7,15:20,TIME,1630,1137,29.4
SX_0916_1520,SENSEX,2026-08-14,09:16,15:20,0.2,77800,876.15,15:20,TIME,302,9,34.6
SX_1300_1400_SL25,SENSEX,2026-05-08,13:00,14:00,0.25,77300,1363.95,14:00,TIME,-40,100,14.3
SX_1300_1400_SL25,SENSEX,2026-05-15,13:00,14:00,0.25,75700,1365.0,14:00,TIME,-415,215,32.6
SX_1300_1400_SL25,SENSEX,2026-05-22,13:00,14:00,0.25,75800,1122.25,14:00,TIME,587,0,21.1
SX_1300_1400_SL25,SENSEX,2026-05-29,13:00,14:00,0.25,75700,1143.25,14:00,TIME,-1775,1685,41.6
SX_1300_1400_SL25,SENSEX,2026-06-05,13:00,14:00,0.25,74300,1254.7,14:00,TIME,-667,1432,34.1
SX_1300_1400_SL25,SENSEX,2026-06-12,13:00,14:00,0.25,74500,1139.05,14:00,TIME,-4298,4330,78.5
SX_1300_1400_SL25,SENSEX,2026-06-19,13:00,14:00,0.25,76600,1041.2,14:00,TIME,214,610,15.8
SX_1300_1400_SL25,SENSEX,2026-07-03,13:00,14:00,0.25,78000,870.6,14:00,TIME,-519,456,32.9
SX_1300_1400_SL25,SENSEX,2026-07-10,13:00,14:00,0.25,77500,962.3,14:00,TIME,163,114,9.8
SX_1300_1400_SL25,SENSEX,2026-07-17,13:00,14:00,0.25,78000,1116.35,14:00,TIME,639,4,26.4
SX_1300_1400_SL25,SENSEX,2026-07-24,13:00,14:00,0.25,76100,1120.4,14:00,TIME,163,52,23.7
SX_1300_1400_SL25,SENSEX,2026-07-31,13:00,14:00,0.25,78200,869.95,14:00,TIME,-7,327,9.0
SX_1300_1400_SL25,SENSEX,2026-08-07,13:00,14:00,0.25,78500,1053.85,14:00,TIME,451,55,17.0
SX_1300_1400_SL25,SENSEX,2026-08-14,13:00,14:00,0.25,77900,790.05,14:00,TIME,-989,957,20.0
SX_1400_1520,SENSEX,2026-05-08,14:00,15:20,0.2,77200,1358.05,15:20,TIME,782,190,42.1
SX_1400_1520,SENSEX,2026-05-15,14:00,15:20,0.2,75500,1369.5,15:20,TIME,-818,1821,42.2
SX_1400_1520,SENSEX,2026-05-22,14:00,15:20,0.2,75700,1084.75,15:20,TIME,-117,667,39.2
SX_1400_1520,SENSEX,2026-05-29,14:00,15:20,0.2,75500,1220.65,15:20,TIME,62,1140,102.2
SX_1400_1520,SENSEX,2026-06-05,14:00,15:20,0.2,74100,1280.6,15:20,TIME,509,181,31.9
SX_1400_1520,SENSEX,2026-06-12,14:00,15:20,0.2,75100,1185.6,15:20,TIME,-2510,3963,67.8
SX_1400_1520,SENSEX,2026-06-19,14:00,15:20,0.2,76700,1011.1,15:20,TIME,1074,157,27.1
SX_1400_1520,SENSEX,2026-07-03,14:00,15:20,0.2,77800,891.8,15:20,TIME,751,3,13.1
SX_1400_1520,SENSEX,2026-07-10,14:00,15:20,0.2,77500,944.15,15:20,TIME,267,522,14.2
SX_1400_1520,SENSEX,2026-07-17,14:00,15:20,0.2,77900,1069.05,15:20,TIME,-1479,2904,49.9
SX_1400_1520,SENSEX,2026-07-24,14:00,15:20,0.2,76200,1091.7,15:20,TIME,422,238,19.3
SX_1400_1520,SENSEX,2026-07-31,14:00,15:20,0.2,78200,860.3,15:20,TIME,384,68,24.4
SX_1400_1520,SENSEX,2026-08-07,14:00,15:20,0.2,78600,1017.1,15:20,TIME,658,243,19.0
SX_1400_1520,SENSEX,2026-08-14,14:00,15:20,0.2,78000,807.15,15:20,TIME,-51,301,13.8
