cell,x_bars,depth_min,vol_K,saucer,exit,hard_stop,liq_cr,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
x20|d10|k2|s0|ST_10_3|h0|L2,20,10.0,2.0,0,ST_10_3,0,2.0,5014,10,16.65,15.77,17.19,-34.97,-34.97,0.476,1.002,1116,44.3,25.59,-9.52,6.016,14,51.5,28221071.0
x20|d10|k2|s0|EMA50|h0|L2,20,10.0,2.0,0,EMA50,0,2.0,5014,10,18.9,18.15,19.49,-32.26,-34.45,0.577,1.077,1222,42.4,26.5,-8.69,6.238,21,56.3,42692754.0
x20|d10|k2|s1|ST_10_3|h0|L2,20,10.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x20|d10|k2|s1|EMA50|h0|L2,20,10.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x20|d10|k3|s0|ST_10_3|h0|L2,20,10.0,3.0,0,ST_10_3,0,2.0,3991,10,16.69,15.4,17.2,-35.7,-36.1,0.467,1.01,1019,44.8,26.76,-10.01,6.53,18,47.0,28409267.0
x20|d10|k3|s0|EMA50|h0|L2,20,10.0,3.0,0,EMA50,0,2.0,3991,10,19.02,18.58,19.36,-36.82,-36.89,0.516,1.085,1121,41.8,28.51,-8.95,6.724,14,51.7,43616052.0
x20|d10|k3|s1|ST_10_3|h0|L2,20,10.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x20|d10|k3|s1|EMA50|h0|L2,20,10.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x20|d10|k5|s0|ST_10_3|h0|L2,20,10.0,5.0,0,ST_10_3,0,2.0,2740,10,16.55,16.32,16.99,-32.17,-34.77,0.52,1.04,876,44.0,30.26,-10.82,7.22,16,40.4,27715645.0
x20|d10|k5|s0|EMA50|h0|L2,20,10.0,5.0,0,EMA50,0,2.0,2740,10,18.27,18.14,18.63,-35.33,-35.39,0.518,1.083,931,39.9,34.3,-9.75,7.822,14,43.0,38057214.0
x20|d10|k5|s1|ST_10_3|h0|L2,20,10.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x20|d10|k5|s1|EMA50|h0|L2,20,10.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x20|d20|k0|s0|ST_10_3|h0|L2,20,20.0,0.0,0,ST_10_3,0,2.0,4017,10,18.75,17.95,19.45,-32.26,-32.69,0.581,1.102,1054,42.6,30.24,-9.97,7.054,16,48.6,41578212.0
x20|d20|k0|s0|EMA50|h0|L2,20,20.0,0.0,0,EMA50,0,2.0,4017,10,20.48,20.27,20.74,-36.19,-38.42,0.568,1.125,1112,41.5,30.62,-9.36,7.24,15,51.3,56848180.0
x20|d20|k0|s1|ST_10_3|h0|L2,20,20.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x20|d20|k0|s1|EMA50|h0|L2,20,20.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x20|d20|k2|s0|ST_10_3|h0|L2,20,20.0,2.0,0,ST_10_3,0,2.0,3084,10,14.46,13.93,14.88,-31.64,-37.26,0.46,0.904,991,40.4,29.89,-10.61,5.777,13,45.7,18696731.0
x20|d20|k2|s0|EMA50|h0|L2,20,20.0,2.0,0,EMA50,0,2.0,3084,10,18.76,17.99,19.25,-38.8,-38.86,0.483,1.071,1009,40.3,32.54,-9.72,7.295,17,46.5,41645652.0
x20|d20|k2|s1|ST_10_3|h0|L2,20,20.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x20|d20|k2|s1|EMA50|h0|L2,20,20.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x20|d20|k3|s0|ST_10_3|h0|L2,20,20.0,3.0,0,ST_10_3,0,2.0,2463,10,14.6,13.79,15.11,-34.64,-39.21,0.422,0.915,892,41.2,30.65,-10.65,6.283,12,41.2,19192625.0
x20|d20|k3|s0|EMA50|h0|L2,20,20.0,3.0,0,EMA50,0,2.0,2463,10,16.5,16.14,16.61,-37.42,-37.42,0.441,0.977,922,38.8,33.12,-9.9,6.809,15,42.5,27460383.0
x20|d20|k3|s1|ST_10_3|h0|L2,20,20.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x20|d20|k3|s1|EMA50|h0|L2,20,20.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x20|d20|k5|s0|ST_10_3|h0|L2,20,20.0,5.0,0,ST_10_3,0,2.0,1723,10,13.42,12.98,13.7,-29.93,-30.24,0.45,0.905,747,40.7,32.56,-11.57,6.446,15,34.5,15351658.0
x20|d20|k5|s0|EMA50|h0|L2,20,20.0,5.0,0,EMA50,0,2.0,1723,10,16.35,16.08,16.42,-31.6,-31.6,0.518,1.034,751,40.4,35.58,-10.77,7.946,14,34.6,26687222.0
x20|d20|k5|s1|ST_10_3|h0|L2,20,20.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x20|d20|k5|s1|EMA50|h0|L2,20,20.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x40|d0|k0|s0|ST_10_3|h0|L2,40,0.0,0.0,0,ST_10_3,0,2.0,5776,10,18.05,17.22,19.22,-32.16,-37.0,0.556,1.093,1152,44.1,26.2,-9.1,6.492,15,53.2,36592666.0
x40|d0|k0|s0|EMA50|h0|L2,40,0.0,0.0,0,EMA50,0,2.0,5776,10,20.23,19.38,20.8,-33.51,-36.61,0.609,1.117,1298,42.0,25.71,-8.05,6.135,21,59.9,54394560.0
x40|d0|k0|s1|ST_10_3|h0|L2,40,0.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x40|d0|k0|s1|EMA50|h0|L2,40,0.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x40|d0|k2|s0|ST_10_3|h0|L2,40,0.0,2.0,0,ST_10_3,0,2.0,4337,10,17.73,16.96,18.4,-29.81,-32.35,0.587,1.074,1058,43.8,27.51,-9.56,6.669,12,48.8,34531974.0
x40|d0|k2|s0|EMA50|h0|L2,40,0.0,2.0,0,EMA50,0,2.0,4337,10,20.12,19.68,20.52,-31.18,-35.66,0.651,1.164,1152,42.8,27.59,-8.58,6.898,18,53.2,53234180.0
x40|d0|k2|s1|ST_10_3|h0|L2,40,0.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x40|d0|k2|s1|EMA50|h0|L2,40,0.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x40|d0|k3|s0|ST_10_3|h0|L2,40,0.0,3.0,0,ST_10_3,0,2.0,3428,10,15.76,15.43,16.05,-35.34,-36.14,0.446,0.978,1001,42.8,28.12,-10.09,6.282,17,46.2,23911262.0
x40|d0|k3|s0|EMA50|h0|L2,40,0.0,3.0,0,EMA50,0,2.0,3428,10,18.19,18.03,18.69,-33.78,-34.07,0.542,1.08,1051,42.0,28.53,-9.0,6.729,18,48.5,37466896.0
x40|d0|k3|s1|ST_10_3|h0|L2,40,0.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x40|d0|k3|s1|EMA50|h0|L2,40,0.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x40|d0|k5|s0|ST_10_3|h0|L2,40,0.0,5.0,0,ST_10_3,0,2.0,2341,10,15.63,15.07,15.97,-35.73,-36.55,0.436,1.042,830,41.9,32.01,-10.65,7.216,15,38.3,23337539.0
x40|d0|k5|s0|EMA50|h0|L2,40,0.0,5.0,0,EMA50,0,2.0,2341,10,17.61,17.43,18.44,-29.62,-30.83,0.594,1.111,857,41.7,32.1,-9.74,7.701,18,39.5,33692088.0
x40|d0|k5|s1|ST_10_3|h0|L2,40,0.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x40|d0|k5|s1|EMA50|h0|L2,40,0.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x40|d10|k0|s0|ST_10_3|h0|L2,40,10.0,0.0,0,ST_10_3,0,2.0,5569,10,19.33,18.62,20.04,-29.09,-31.17,0.671,1.162,1133,44.8,26.9,-9.2,6.951,12,52.2,46151316.0
x40|d10|k0|s0|EMA50|h0|L2,40,10.0,0.0,0,EMA50,0,2.0,5569,10,20.54,19.1,21.25,-34.84,-35.72,0.595,1.161,1271,42.5,25.98,-8.18,6.378,21,58.7,57483132.0
x40|d10|k0|s1|ST_10_3|h0|L2,40,10.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x40|d10|k0|s1|EMA50|h0|L2,40,10.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x40|d10|k2|s0|ST_10_3|h0|L2,40,10.0,2.0,0,ST_10_3,0,2.0,4195,10,16.57,15.75,17.06,-30.01,-30.47,0.552,1.023,1068,43.4,26.6,-9.6,6.168,11,49.2,27806524.0
x40|d10|k2|s0|EMA50|h0|L2,40,10.0,2.0,0,EMA50,0,2.0,4195,10,20.19,19.54,20.75,-36.1,-36.23,0.558,1.158,1137,42.6,28.16,-8.8,7.015,16,52.4,53993576.0
x40|d10|k2|s1|ST_10_3|h0|L2,40,10.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x40|d10|k2|s1|EMA50|h0|L2,40,10.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x40|d10|k3|s0|ST_10_3|h0|L2,40,10.0,3.0,0,ST_10_3,0,2.0,3315,10,14.98,14.54,15.73,-35.58,-35.97,0.423,0.952,992,42.6,27.62,-10.06,5.887,15,45.8,20662582.0
x40|d10|k3|s0|EMA50|h0|L2,40,10.0,3.0,0,EMA50,0,2.0,3315,10,17.83,17.64,18.23,-33.68,-34.02,0.532,1.055,1041,41.6,28.77,-9.11,6.614,16,48.0,35075006.0
x40|d10|k3|s1|ST_10_3|h0|L2,40,10.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x40|d10|k3|s1|EMA50|h0|L2,40,10.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x40|d10|k5|s0|ST_10_3|h0|L2,40,10.0,5.0,0,ST_10_3,0,2.0,2281,10,14.21,13.75,14.86,-34.33,-36.07,0.409,0.95,836,42.0,30.19,-10.89,6.263,15,38.5,17839943.0
x40|d10|k5|s0|EMA50|h0|L2,40,10.0,5.0,0,EMA50,0,2.0,2281,10,18.45,18.38,18.91,-30.25,-30.33,0.611,1.132,855,41.1,33.93,-9.81,8.146,19,39.4,39304844.0
x40|d10|k5|s1|ST_10_3|h0|L2,40,10.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x40|d10|k5|s1|EMA50|h0|L2,40,10.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x40|d20|k0|s0|ST_10_3|h0|L2,40,20.0,0.0,0,ST_10_3,0,2.0,3881,10,19.68,18.8,19.93,-29.05,-30.61,0.673,1.167,1038,43.2,29.78,-9.7,7.464,16,47.8,49207070.0
x40|d20|k0|s0|EMA50|h0|L2,40,20.0,0.0,0,EMA50,0,2.0,3881,10,20.41,19.78,20.71,-35.91,-36.91,0.563,1.145,1086,42.5,29.56,-9.18,7.271,18,50.1,56120712.0
x40|d20|k0|s1|ST_10_3|h0|L2,40,20.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x40|d20|k0|s1|EMA50|h0|L2,40,20.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x40|d20|k2|s0|ST_10_3|h0|L2,40,20.0,2.0,0,ST_10_3,0,2.0,2977,10,15.25,14.54,16.2,-29.87,-32.89,0.518,0.942,972,40.7,30.42,-10.3,6.122,12,44.8,21746631.0
x40|d20|k2|s0|EMA50|h0|L2,40,20.0,2.0,0,EMA50,0,2.0,2977,10,17.92,17.6,18.41,-38.0,-38.0,0.472,1.041,994,40.2,32.02,-9.69,7.075,20,45.8,35726320.0
x40|d20|k2|s1|ST_10_3|h0|L2,40,20.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x40|d20|k2|s1|EMA50|h0|L2,40,20.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x40|d20|k3|s0|ST_10_3|h0|L2,40,20.0,3.0,0,ST_10_3,0,2.0,2375,10,14.91,14.25,15.62,-30.11,-33.42,0.504,0.939,876,40.9,30.68,-10.35,6.466,12,40.4,20357898.0
x40|d20|k3|s0|EMA50|h0|L2,40,20.0,3.0,0,EMA50,0,2.0,2375,10,16.43,15.95,16.75,-36.06,-36.06,0.456,0.984,901,39.2,32.76,-9.81,6.875,18,41.5,27087632.0
x40|d20|k3|s1|ST_10_3|h0|L2,40,20.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x40|d20|k3|s1|EMA50|h0|L2,40,20.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x40|d20|k5|s0|ST_10_3|h0|L2,40,20.0,5.0,0,ST_10_3,0,2.0,1668,10,13.0,12.74,13.56,-28.44,-29.46,0.456,0.895,726,40.1,32.95,-11.5,6.352,15,33.5,14167584.0
x40|d20|k5|s0|EMA50|h0|L2,40,20.0,5.0,0,EMA50,0,2.0,1668,10,15.93,15.68,16.09,-30.95,-30.95,0.514,1.025,735,40.5,35.08,-10.73,7.832,15,33.9,24676263.0
x40|d20|k5|s1|ST_10_3|h0|L2,40,20.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x40|d20|k5|s1|EMA50|h0|L2,40,20.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x60|d0|k0|s0|ST_10_3|h0|L2,60,0.0,0.0,0,ST_10_3,0,2.0,4651,10,18.5,17.87,19.33,-27.93,-32.46,0.663,1.139,1111,44.3,25.97,-8.78,6.612,13,51.2,39705336.0
x60|d0|k0|s0|EMA50|h0|L2,60,0.0,0.0,0,EMA50,0,2.0,4651,10,19.49,19.26,19.78,-31.39,-34.55,0.625,1.126,1209,42.8,25.88,-8.27,6.279,19,55.7,47529634.0
x60|d0|k0|s1|ST_10_3|h0|L2,60,0.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x60|d0|k0|s1|EMA50|h0|L2,60,0.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x60|d0|k2|s0|ST_10_3|h0|L2,60,0.0,2.0,0,ST_10_3,0,2.0,3483,10,14.11,13.28,15.25,-30.19,-31.01,0.465,0.912,1049,42.0,26.03,-9.71,5.309,12,48.4,17520798.0
x60|d0|k2|s0|EMA50|h0|L2,60,0.0,2.0,0,EMA50,0,2.0,3483,10,19.39,18.98,19.98,-31.61,-31.92,0.616,1.14,1069,42.8,28.73,-8.87,7.17,21,49.3,46736910.0
x60|d0|k2|s1|ST_10_3|h0|L2,60,0.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x60|d0|k2|s1|EMA50|h0|L2,60,0.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x60|d0|k3|s0|ST_10_3|h0|L2,60,0.0,3.0,0,ST_10_3,0,2.0,2744,10,14.65,14.07,15.14,-32.61,-33.67,0.446,0.934,959,42.6,26.8,-9.84,5.773,17,44.2,19391279.0
x60|d0|k3|s0|EMA50|h0|L2,60,0.0,3.0,0,EMA50,0,2.0,2744,10,16.45,16.22,16.54,-32.61,-32.61,0.506,0.996,988,41.2,28.6,-9.23,6.366,18,45.6,27161745.0
x60|d0|k3|s1|ST_10_3|h0|L2,60,0.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x60|d0|k3|s1|EMA50|h0|L2,60,0.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x60|d0|k5|s0|ST_10_3|h0|L2,60,0.0,5.0,0,ST_10_3,0,2.0,1897,10,12.89,12.43,13.15,-33.05,-35.06,0.39,0.895,794,41.0,30.17,-10.98,5.896,13,36.7,13865918.0
x60|d0|k5|s0|EMA50|h0|L2,60,0.0,5.0,0,EMA50,0,2.0,1897,10,16.73,16.39,16.86,-30.86,-30.86,0.542,1.065,806,40.2,34.26,-10.04,7.747,14,37.2,28661565.0
x60|d0|k5|s1|ST_10_3|h0|L2,60,0.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x60|d0|k5|s1|EMA50|h0|L2,60,0.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x60|d10|k0|s0|ST_10_3|h0|L2,60,10.0,0.0,0,ST_10_3,0,2.0,4580,10,17.99,17.04,19.21,-29.14,-29.59,0.625,1.115,1097,44.2,26.05,-8.95,6.538,13,50.6,36167586.0
x60|d10|k0|s0|EMA50|h0|L2,60,10.0,0.0,0,EMA50,0,2.0,4580,10,19.51,18.63,20.23,-31.5,-34.8,0.624,1.118,1196,42.7,26.24,-8.47,6.35,21,55.1,47717478.0
x60|d10|k0|s1|ST_10_3|h0|L2,60,10.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x60|d10|k0|s1|EMA50|h0|L2,60,10.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x60|d10|k2|s0|ST_10_3|h0|L2,60,10.0,2.0,0,ST_10_3,0,2.0,3439,10,14.71,13.91,15.4,-29.55,-30.6,0.504,0.941,1040,42.5,26.26,-9.78,5.531,12,48.0,19638067.0
x60|d10|k2|s0|EMA50|h0|L2,60,10.0,2.0,0,EMA50,0,2.0,3439,10,19.1,18.73,19.16,-31.25,-31.6,0.611,1.119,1063,43.0,28.58,-9.06,7.092,20,49.0,44279610.0
x60|d10|k2|s1|ST_10_3|h0|L2,60,10.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x60|d10|k2|s1|EMA50|h0|L2,60,10.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x60|d10|k3|s0|ST_10_3|h0|L2,60,10.0,3.0,0,ST_10_3,0,2.0,2716,10,14.56,14.22,15.21,-32.86,-34.19,0.442,0.929,955,42.7,26.9,-9.92,5.814,17,44.0,19060683.0
x60|d10|k3|s0|EMA50|h0|L2,60,10.0,3.0,0,EMA50,0,2.0,2716,10,16.36,16.11,16.88,-32.93,-33.62,0.495,0.99,982,41.3,28.56,-9.32,6.352,18,45.3,26702778.0
x60|d10|k3|s1|ST_10_3|h0|L2,60,10.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x60|d10|k3|s1|EMA50|h0|L2,60,10.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x60|d10|k5|s0|ST_10_3|h0|L2,60,10.0,5.0,0,ST_10_3,0,2.0,1882,10,12.93,12.82,13.2,-33.8,-35.65,0.383,0.9,791,41.5,29.92,-11.05,5.938,13,36.5,13964090.0
x60|d10|k5|s0|EMA50|h0|L2,60,10.0,5.0,0,EMA50,0,2.0,1882,10,16.73,16.2,16.87,-31.27,-31.29,0.535,1.062,802,40.5,34.01,-10.08,7.766,13,37.0,28627707.0
x60|d10|k5|s1|ST_10_3|h0|L2,60,10.0,5.0,1,ST_10_3,0,2.0,50,10,6.15,6.15,6.15,-10.3,-10.3,0.597,1.787,50,40.0,38.84,-11.07,8.898,4,2.3,3648538.0
x60|d10|k5|s1|EMA50|h0|L2,60,10.0,5.0,1,EMA50,0,2.0,50,10,6.32,6.32,6.32,-9.89,-9.89,0.639,1.811,50,48.0,32.56,-11.1,9.855,3,2.3,3777857.0
x60|d20|k0|s0|ST_10_3|h0|L2,60,20.0,0.0,0,ST_10_3,0,2.0,3619,10,18.5,17.75,19.63,-30.81,-31.65,0.603,1.123,1016,43.5,28.9,-9.59,7.213,15,46.8,39714110.0
x60|d20|k0|s0|EMA50|h0|L2,60,20.0,0.0,0,EMA50,0,2.0,3619,10,17.99,17.14,19.35,-35.2,-36.95,0.51,1.052,1076,41.2,28.69,-9.12,6.497,18,49.7,36179904.0
x60|d20|k0|s1|ST_10_3|h0|L2,60,20.0,0.0,1,ST_10_3,0,2.0,123,10,6.06,6.06,6.06,-16.21,-16.21,0.374,1.312,123,32.5,31.47,-8.86,4.253,13,5.7,3585118.0
x60|d20|k0|s1|EMA50|h0|L2,60,20.0,0.0,1,EMA50,0,2.0,123,10,6.11,6.11,6.11,-11.42,-11.42,0.535,1.386,123,38.2,24.76,-8.71,4.078,10,5.7,3618092.0
x60|d20|k2|s0|ST_10_3|h0|L2,60,20.0,2.0,0,ST_10_3,0,2.0,2772,10,15.32,14.51,15.87,-29.82,-31.9,0.52,0.959,952,41.7,29.18,-10.27,6.207,12,43.9,21996863.0
x60|d20|k2|s0|EMA50|h0|L2,60,20.0,2.0,0,EMA50,0,2.0,2772,10,18.31,17.93,18.82,-35.95,-36.02,0.51,1.062,957,41.0,31.83,-9.52,7.427,21,44.2,38356666.0
x60|d20|k2|s1|ST_10_3|h0|L2,60,20.0,2.0,1,ST_10_3,0,2.0,98,10,6.08,6.08,6.08,-14.2,-14.2,0.428,1.415,98,36.7,30.95,-9.76,5.195,9,4.5,3600429.0
x60|d20|k2|s1|EMA50|h0|L2,60,20.0,2.0,1,EMA50,0,2.0,98,10,6.35,6.35,6.35,-8.72,-8.72,0.729,1.539,98,42.9,26.2,-9.37,5.876,7,4.5,3803347.0
x60|d20|k3|s0|ST_10_3|h0|L2,60,20.0,3.0,0,ST_10_3,0,2.0,2209,10,15.06,14.84,15.63,-31.82,-32.4,0.477,0.954,849,42.2,29.67,-10.34,6.533,12,39.1,20966460.0
x60|d20|k3|s0|EMA50|h0|L2,60,20.0,3.0,0,EMA50,0,2.0,2209,10,16.87,16.58,17.35,-31.89,-31.89,0.529,1.01,871,40.0,32.87,-9.88,7.206,17,40.2,29364835.0
x60|d20|k3|s1|ST_10_3|h0|L2,60,20.0,3.0,1,ST_10_3,0,2.0,79,10,6.08,6.08,6.08,-11.85,-11.85,0.513,1.563,79,40.5,29.61,-10.27,5.888,7,3.6,3595877.0
x60|d20|k3|s1|EMA50|h0|L2,60,20.0,3.0,1,EMA50,0,2.0,79,10,6.34,6.34,6.34,-9.08,-9.08,0.698,1.65,79,46.8,25.88,-10.08,6.765,5,3.6,3793096.0
x60|d20|k5|s0|ST_10_3|h0|L2,60,20.0,5.0,0,ST_10_3,0,2.0,1555,10,13.44,13.27,13.6,-29.17,-29.42,0.46,0.933,698,41.0,33.21,-11.46,6.83,13,32.2,15408820.0
