family,arm,axis,value,window,signals,seeds,cagr_med,cagr_min,cagr_max,dd_med,dd_worst,calmar_med,x_med,trades_med,trades_yr,win_med,mean_tr,avg_win,avg_loss,streak,avg_hold,bench_cagr,elapsed_s
N3_close_incl_age6,base,base,base,W2,921,10,22.34,22.14,22.81,-32.27,-32.27,0.69,28.8,595,35.7,48.1,10.951,30.6,-7.16,9,67.9,10.42,2.3
N3_close_incl_age6,base,base,base,W1,543,10,34.73,31.04,36.55,-27.01,-27.41,1.28,5.98,314,52.3,51.8,11.549,29.15,-7.28,6,62.6,14.74,0.9
N3_close_incl_age6,stop7,stop,0.07,W2,921,10,22.42,21.12,23.22,-32.74,-32.74,0.68,29.13,607,36.4,46.8,10.718,30.63,-6.93,10,65.3,10.42,2.1
N3_close_incl_age6,stop7,stop,0.07,W1,543,10,34.59,31.13,38.78,-26.7,-27.11,1.29,5.94,322,53.8,49.5,11.217,29.86,-7.1,7,60.1,14.74,0.9
N3_close_incl_age6,stop10,stop,0.1,W2,921,10,22.21,21.8,22.87,-32.53,-32.53,0.68,28.3,584,35.1,49.1,11.117,30.26,-7.41,8,70.5,10.42,2.1
N3_close_incl_age6,stop10,stop,0.1,W1,543,10,34.7,30.61,37.04,-26.8,-27.71,1.3,5.97,310,51.7,52.7,11.738,28.62,-7.55,6,65.1,14.74,1.1
N3_close_incl_age6,trail15,exit,trail15,W2,921,10,14.63,14.45,14.83,-11.16,-11.35,1.31,9.73,870,52.2,52.2,4.2,12.06,-4.36,8,19.1,10.42,1.5
N3_close_incl_age6,trail15,exit,trail15,W1,543,10,27.4,27.05,27.79,-10.98,-10.98,2.5,4.27,516,86.0,55.7,5.197,12.77,-4.31,8,19.6,14.74,0.8
N3_close_incl_age6,trail30,exit,trail30,W2,921,10,18.53,18.43,18.92,-17.06,-17.76,1.09,17.01,724,43.5,50.5,6.908,19.44,-5.85,10,39.0,10.42,1.7
N3_close_incl_age6,trail30,exit,trail30,W1,543,10,37.86,37.39,38.71,-17.67,-17.76,2.15,6.86,411,68.5,54.9,8.972,21.13,-5.82,6,39.0,14.74,1.0
N3_close_incl_age6,trail150,exit,trail150,W2,921,10,18.2,17.03,19.34,-54.36,-54.36,0.33,16.23,354,21.2,41.1,16.971,53.83,-8.76,23,171.6,10.42,2.6
N3_close_incl_age6,trail150,exit,trail150,W1,543,10,29.09,27.21,31.42,-25.28,-25.91,1.15,4.63,167,27.9,45.5,19.974,53.9,-8.68,16,140.6,14.74,1.1
N3_close_incl_age6,tp25_notrail,exit,tp25,W2,921,10,16.63,16.26,16.79,-16.18,-16.19,1.03,12.99,609,36.6,47.1,7.604,27.36,-9.94,22,73.9,10.42,2.0
N3_close_incl_age6,tp25_notrail,exit,tp25,W1,543,10,33.72,31.69,34.76,-13.91,-14.15,2.43,5.72,341,56.8,53.7,9.977,27.12,-9.79,11,61.2,14.74,0.9
N3_close_incl_age6,tp25_trail50,exit,tp25+trail50,W2,921,10,19.63,19.18,19.91,-14.08,-14.34,1.38,19.84,737,44.3,52.5,7.12,20.19,-7.38,9,41.5,10.42,2.1
N3_close_incl_age6,tp25_trail50,exit,tp25+trail50,W1,543,10,37.17,36.02,38.11,-13.83,-13.97,2.68,6.66,427,71.3,56.4,8.449,20.89,-7.64,9,37.2,14.74,1.2
N3_close_incl_age6,fixed3x30,sizing,3x0.3,W2,921,10,21.01,19.25,22.35,-38.31,-38.31,0.55,24.02,182,10.9,48.2,8.218,24.69,-6.87,6,66.7,10.42,1.1
N3_close_incl_age6,fixed3x30,sizing,3x0.3,W1,543,10,26.34,23.46,29.11,-38.05,-38.05,0.71,4.07,82,13.8,53.6,8.02,21.01,-7.46,5,62.3,14.74,0.4
N3_close_incl_age6,fixed5x20,sizing,5x0.2,W2,921,10,18.27,17.47,20.16,-30.94,-32.92,0.6,16.38,249,14.9,44.0,7.567,26.23,-6.75,10,64.6,10.42,1.4
N3_close_incl_age6,fixed5x20,sizing,5x0.2,W1,543,10,26.15,22.55,31.06,-30.35,-31.49,0.86,4.03,116,19.4,47.9,8.579,25.42,-7.11,8,59.4,14.74,0.6
N3_close_incl_age6,fixed8x18,sizing,8x0.1875,W2,921,10,20.18,18.1,22.11,-30.74,-32.86,0.68,21.41,273,16.4,45.0,8.094,26.77,-6.95,7,64.9,10.42,1.3
N3_close_incl_age6,fixed8x18,sizing,8x0.1875,W1,543,10,30.38,25.39,32.45,-30.85,-32.85,0.96,4.91,127,21.3,48.4,9.165,26.34,-7.22,7,58.7,14.74,0.6
N3_close_incl_age6,fixed10x10,sizing,10x0.1,W2,921,10,23.44,22.57,24.65,-28.86,-31.41,0.81,33.43,434,26.0,47.1,10.192,29.43,-7.04,9,68.1,10.42,2.0
N3_close_incl_age6,fixed10x10,sizing,10x0.1,W1,543,10,35.22,32.07,40.73,-26.08,-27.04,1.39,6.11,220,36.8,50.2,11.021,29.4,-7.32,8,60.9,14.74,0.9
N3_close_incl_age6,risk1pct,sizing,risk1%,W2,921,10,24.36,23.02,26.86,-30.08,-30.08,0.81,37.88,369,22.2,46.0,10.17,30.42,-6.99,12,67.7,10.42,1.4
N3_close_incl_age6,risk1pct,sizing,risk1%,W1,543,10,36.06,31.81,42.9,-28.47,-29.83,1.27,6.35,184,30.8,49.3,10.641,29.43,-7.17,7,60.5,14.74,0.7
N3_close_incl_age6,risk1.5pct,sizing,risk1.5%,W2,921,10,20.18,18.1,22.11,-30.74,-32.86,0.68,21.41,273,16.4,45.0,8.094,26.77,-6.95,7,64.9,10.42,1.4
N3_close_incl_age6,risk1.5pct,sizing,risk1.5%,W1,543,10,30.38,25.39,32.45,-30.85,-32.85,0.96,4.91,127,21.3,48.4,9.165,26.34,-7.22,7,58.7,14.74,0.6
N3_close_incl_age6,risk2pct,sizing,risk2%,W2,921,10,17.68,16.72,19.35,-33.9,-35.7,0.51,15.07,194,11.6,46.5,7.406,23.69,-6.86,7,65.0,10.42,1.2
N3_close_incl_age6,risk2pct,sizing,risk2%,W1,543,10,25.14,23.59,27.79,-32.41,-35.69,0.77,3.84,89,14.9,53.5,8.192,21.69,-7.02,5,60.9,14.74,0.5
N3_close_incl_age6,gateON,gate,on,W2,921,10,18.55,18.14,18.83,-28.74,-28.74,0.65,17.05,476,28.6,47.5,11.246,31.63,-7.33,9,69.4,10.42,2.0
N3_close_incl_age6,gateON,gate,on,W1,543,10,30.42,29.23,33.35,-25.44,-25.63,1.2,4.92,276,46.0,52.5,11.75,28.8,-7.42,7,62.6,14.74,1.0
N3_close_incl_age6,fillclose,fill,close,W2,921,10,17.37,16.69,17.86,-33.01,-33.01,0.53,14.44,618,37.1,41.7,8.225,30.6,-7.71,10,62.9,10.42,2.2
N3_close_incl_age6,fillclose,fill,close,W1,543,10,24.62,21.32,26.65,-25.76,-26.46,0.95,3.75,334,55.7,43.5,8.201,28.19,-7.62,10,57.8,14.74,1.1
N3_close_incl_age6,maxdist12,basequality,maxdist0.12,W2,910,10,22.79,21.98,23.15,-32.27,-32.27,0.71,30.61,593,35.6,48.3,11.216,30.69,-7.1,9,68.2,10.42,2.2
N3_close_incl_age6,maxdist12,basequality,maxdist0.12,W1,535,10,35.34,32.77,37.6,-27.0,-27.38,1.33,6.14,313,52.3,52.5,11.718,28.72,-7.27,6,62.8,14.74,1.3
N3_close_incl_age6,maxdist30,basequality,maxdist0.3,W2,921,10,22.34,22.14,22.81,-32.27,-32.27,0.69,28.8,595,35.7,48.1,10.951,30.6,-7.16,9,67.9,10.42,2.3
N3_close_incl_age6,maxdist30,basequality,maxdist0.3,W1,543,10,34.73,31.04,36.55,-27.01,-27.41,1.28,5.98,314,52.3,51.8,11.549,29.15,-7.28,6,62.6,14.74,1.1
N3_close_incl_age6,tight35,basequality,tight0.35,W2,279,10,9.16,9.08,9.29,-11.91,-12.04,0.77,4.31,258,15.5,53.1,6.755,17.71,-5.61,11,66.5,10.42,1.2
N3_close_incl_age6,tight35,basequality,tight0.35,W1,144,10,13.63,13.57,13.96,-8.69,-8.69,1.57,2.15,130,21.7,58.5,8.744,18.93,-5.63,6,63.4,14.74,0.5
N3_close_incl_age6,tight25,basequality,tight0.25,W2,115,10,6.45,6.45,6.45,-7.41,-7.41,0.87,2.83,115,6.9,52.2,5.828,15.86,-5.12,7,66.8,10.42,0.7
N3_close_incl_age6,tight25,basequality,tight0.25,W1,54,10,8.26,8.26,8.26,-3.77,-3.77,2.19,1.61,53,8.8,64.2,8.181,15.53,-4.96,4,64.1,14.74,0.3
N3_close_incl_age6,cost40,cost,40bps,W2,921,10,21.52,21.2,21.93,-32.41,-32.41,0.66,25.75,595,35.7,48.1,10.956,30.69,-7.16,9,67.8,10.42,2.4
N3_close_incl_age6,cost40,cost,40bps,W1,543,10,33.94,32.58,36.14,-27.25,-27.63,1.25,5.77,313,52.2,52.0,11.77,29.44,-7.32,6,62.9,14.74,1.2
N3_close_incl_age6,cost60,cost,60bps,W2,921,10,20.47,20.06,20.85,-32.61,-32.61,0.63,22.28,594,35.6,48.1,10.989,30.83,-7.16,9,67.9,10.42,2.3
N3_close_incl_age6,cost60,cost,60bps,W1,543,10,32.67,30.98,34.56,-27.55,-27.94,1.18,5.45,313,52.2,52.1,11.822,29.6,-7.31,6,62.8,14.74,1.2
N5_close_excl_age0,trail10,exit,trail10,W2,1993,10,20.17,19.38,20.85,-22.82,-24.28,0.89,21.38,1498,89.9,48.2,3.822,11.98,-3.81,15,11.9,10.42,2.2
N5_close_excl_age0,trail10,exit,trail10,W1,1360,10,43.03,40.21,45.59,-23.21,-24.97,1.82,8.56,907,151.3,48.9,4.862,13.95,-3.77,15,12.0,14.74,1.1
N5_close_excl_age0,trail20,exit,trail20,W2,1993,10,19.76,19.0,20.08,-33.1,-34.19,0.59,20.19,1155,69.3,45.1,5.01,17.56,-5.34,15,23.0,10.42,2.7
N5_close_excl_age0,trail20,exit,trail20,W1,1360,10,36.34,34.05,38.08,-32.42,-34.13,1.14,6.42,668,111.4,44.7,5.921,19.88,-5.43,15,22.7,14.74,1.2
N5_close_excl_age0,trail25,exit,trail25,W2,1993,10,22.77,21.98,23.69,-36.52,-36.52,0.62,30.55,1017,61.1,45.1,6.995,22.92,-6.01,22,29.1,10.42,3.1
N5_close_excl_age0,trail25,exit,trail25,W1,1360,10,44.13,41.59,46.09,-36.48,-36.51,1.21,8.96,586,97.7,45.2,8.537,26.12,-5.95,23,28.2,14.74,1.3
N3_close_excl_age0,trail10,exit,trail10,W2,3511,10,25.2,24.55,26.27,-23.33,-24.57,1.07,42.31,2337,140.2,47.4,3.328,10.95,-3.59,17,11.8,10.42,2.8
N3_close_excl_age0,trail10,exit,trail10,W1,2425,10,55.31,51.11,58.71,-22.09,-23.8,2.53,14.02,1371,228.6,48.3,4.194,12.54,-3.59,17,11.8,14.74,1.5
N3_close_excl_age0,trail20,exit,trail20,W2,3511,10,22.23,21.08,22.98,-28.87,-31.19,0.77,28.38,1681,100.9,44.6,4.227,16.01,-5.24,16,22.9,10.42,3.3
N3_close_excl_age0,trail20,exit,trail20,W1,2425,10,39.76,36.4,42.01,-29.99,-31.5,1.31,7.45,906,151.1,45.0,4.856,17.37,-5.45,16,22.5,14.74,1.8
N3_close_excl_age0,trail25,exit,trail25,W2,3511,10,24.26,23.37,24.86,-30.78,-33.17,0.79,37.32,1453,87.2,43.8,5.504,20.17,-5.92,22,29.2,10.42,3.3
N3_close_excl_age0,trail25,exit,trail25,W1,2425,10,45.14,43.23,49.05,-29.82,-30.99,1.52,9.34,765,127.5,45.7,6.521,21.48,-6.11,21,28.2,14.74,1.8
N10_high_excl_age0,trail10,exit,trail10,W2,533,10,15.39,15.19,15.53,-15.8,-16.41,0.97,5.32,483,41.4,54.1,5.443,13.74,-4.31,10,13.2,10.65,0.7
N10_high_excl_age0,trail10,exit,trail10,W1,479,10,25.59,25.18,25.9,-15.79,-16.41,1.61,3.92,429,71.5,54.0,5.898,14.67,-4.33,10,13.4,14.74,0.5
N10_high_excl_age0,trail20,exit,trail20,W2,533,10,16.09,15.95,16.35,-22.31,-22.61,0.73,5.71,426,36.5,49.2,6.802,19.88,-5.91,9,25.6,10.65,0.9
N10_high_excl_age0,trail20,exit,trail20,W1,479,10,27.39,27.08,27.93,-22.31,-22.61,1.24,4.27,372,62.1,49.7,7.502,21.12,-5.97,9,26.0,14.74,0.8
N10_high_excl_age0,trail25,exit,trail25,W2,533,10,20.85,20.47,21.13,-32.36,-32.36,0.64,9.12,400,34.3,48.9,10.46,28.21,-6.54,12,31.2,10.65,1.1
N10_high_excl_age0,trail25,exit,trail25,W1,479,10,39.13,38.28,39.76,-32.36,-32.36,1.21,7.25,346,57.8,49.6,11.929,30.67,-6.55,12,31.7,14.74,0.8
N5_high_excl_age0,trail10,exit,trail10,W2,1627,10,17.05,16.54,17.47,-20.95,-21.96,0.82,13.79,1199,71.9,51.2,3.854,11.75,-4.41,13,12.8,10.42,1.7
N5_high_excl_age0,trail10,exit,trail10,W1,1137,10,34.44,33.48,37.18,-21.19,-23.41,1.65,5.9,733,122.3,52.3,4.852,13.41,-4.56,13,13.1,14.74,0.9
N5_high_excl_age0,trail20,exit,trail20,W2,1627,10,16.53,16.27,17.58,-24.06,-25.28,0.7,12.8,951,57.1,47.0,4.885,17.06,-5.8,11,24.4,10.42,2.0
N5_high_excl_age0,trail20,exit,trail20,W1,1137,10,33.15,32.54,35.0,-24.07,-28.18,1.35,5.57,546,91.0,49.8,6.461,19.56,-6.24,11,25.2,14.74,1.0
N5_high_excl_age0,trail25,exit,trail25,W2,1627,10,20.26,19.66,21.02,-34.19,-34.19,0.59,21.65,862,51.7,47.0,7.058,22.47,-6.61,16,29.9,10.42,2.0
N5_high_excl_age0,trail25,exit,trail25,W1,1137,10,43.09,41.21,45.06,-34.17,-34.17,1.26,8.58,494,82.4,49.5,9.465,26.07,-6.98,16,30.4,14.74,1.1
N3_close_incl_age0,trail10,exit,trail10,W2,17716,10,34.83,34.14,36.22,-25.27,-29.11,1.39,145.53,4990,299.5,48.5,2.467,8.35,-3.09,19,12.1,10.42,6.3
N3_close_incl_age0,trail10,exit,trail10,W1,11079,10,76.9,69.1,90.04,-20.52,-22.52,3.74,30.63,2229,371.7,50.5,3.509,10.23,-3.36,15,11.8,14.74,3.1
N3_close_incl_age0,trail20,exit,trail20,W2,17716,10,30.19,27.7,33.68,-29.76,-31.83,1.05,81.15,2905,174.3,45.9,3.605,13.0,-4.27,23,24.3,10.42,5.8
N3_close_incl_age0,trail20,exit,trail20,W1,11079,10,53.82,49.9,62.02,-26.57,-29.03,2.01,13.24,1221,203.5,46.4,4.808,15.9,-4.82,20,23.2,14.74,2.7
N3_close_incl_age0,trail25,exit,trail25,W2,17716,10,28.73,25.42,30.83,-29.82,-32.28,0.99,67.32,2388,143.3,44.1,4.185,15.65,-4.86,23,30.6,10.42,5.8
N3_close_incl_age0,trail25,exit,trail25,W1,11079,10,49.32,41.82,53.74,-26.64,-27.87,1.85,11.09,1001,166.9,46.1,5.459,18.03,-5.29,24,28.6,14.74,2.5
N2_close_athonly_age0,trail10,exit,trail10,W2,14893,10,34.12,31.93,35.22,-25.76,-28.0,1.31,133.32,4766,286.0,49.2,2.505,8.13,-2.97,13,12.2,10.42,5.8
N2_close_athonly_age0,trail10,exit,trail10,W1,9144,10,68.84,64.4,73.68,-23.42,-25.08,2.95,23.15,2186,364.4,50.8,3.306,9.69,-3.29,13,12.0,14.74,2.7
N2_close_athonly_age0,trail20,exit,trail20,W2,14893,10,26.61,25.0,31.03,-31.6,-34.2,0.86,51.0,2836,170.2,45.6,3.334,12.42,-4.27,29,24.3,10.42,5.2
N2_close_athonly_age0,trail20,exit,trail20,W1,9144,10,49.16,47.33,57.05,-28.87,-29.61,1.79,11.01,1207,201.2,47.2,4.528,15.32,-4.68,25,23.4,14.74,2.5
N2_close_athonly_age0,trail25,exit,trail25,W2,14893,10,24.87,23.53,26.62,-29.7,-33.73,0.82,40.52,2342,140.6,44.5,3.816,14.47,-4.76,25,30.7,10.42,5.5
N2_close_athonly_age0,trail25,exit,trail25,W1,9144,10,46.37,40.6,52.58,-27.46,-31.66,1.65,9.83,990,165.0,46.1,5.257,17.66,-5.16,25,28.8,14.74,2.6
N3_close_incl_age6,trail10,exit,trail10,W2,921,10,14.43,14.28,14.47,-8.83,-8.87,1.63,9.45,906,54.4,54.2,3.862,10.21,-3.65,8,12.9,10.42,1.5
N3_close_incl_age6,trail10,exit,trail10,W1,543,10,25.91,25.85,25.96,-8.18,-8.18,3.17,3.98,539,89.9,58.5,4.642,10.51,-3.63,8,13.1,14.74,0.9
N3_close_incl_age6,trail20,exit,trail20,W2,921,10,15.98,15.79,16.15,-14.15,-14.37,1.13,11.83,806,48.4,51.7,5.111,14.51,-4.94,8,26.0,10.42,1.8
N3_close_incl_age6,trail20,exit,trail20,W1,543,10,30.85,30.26,31.14,-14.2,-14.39,2.16,5.02,467,77.9,55.9,6.467,15.56,-5.06,8,26.7,14.74,1.0
N3_close_incl_age6,trail25,exit,trail25,W2,921,10,16.71,16.45,16.98,-16.99,-17.32,0.98,13.14,755,45.3,50.6,5.855,16.83,-5.41,10,32.8,10.42,2.1
N3_close_incl_age6,trail25,exit,trail25,W1,543,10,31.01,30.5,31.38,-16.95,-17.11,1.83,5.05,434,72.4,55.1,7.056,17.34,-5.58,8,32.7,14.74,1.1
