sym,entry,net_ret_pct,hold_days
INDIANB,2017-01-25,-0.91,29
INDIANB,2017-04-25,1.77,23
INDIANB,2017-11-06,-0.98,26
INDIANB,2023-09-22,-5.23,22
INDIANB,2023-11-13,-9.09,8
INDIANB,2023-12-14,11.11,62
INDIANB,2024-05-21,-8.86,33
INDIANB,2024-07-31,-10.0,9
INDIANB,2025-05-19,2.68,52
INDIANB,2025-08-11,20.19,77
INDIANB,2026-01-22,-3.35,35
INDOTHAI,2014-06-06,6.64,25
INDOTHAI,2015-07-13,-7.14,30
INDOTHAI,2015-12-08,2.05,27
INDOTHAI,2016-02-08,-23.29,11
INDTERRAIN,2014-02-03,18.06,72
INDTERRAIN,2014-06-30,74.93,60
INDTERRAIN,2014-10-29,43.12,96
INDTERRAIN,2015-04-08,-8.6,34
INDTERRAIN,2015-12-21,-18.71,15
INDTERRAIN,2016-07-21,-7.32,14
INDTERRAIN,2017-04-10,0.89,28
INDTERRAIN,2017-10-09,-7.24,17
INDUSTOWER,2014-03-10,-7.92,20
INDUSTOWER,2014-04-28,34.68,128
INDUSTOWER,2014-12-09,12.28,57
INDUSTOWER,2015-03-12,-5.31,24
INDUSTOWER,2015-04-27,5.75,63
INOXGREEN,2023-12-05,55.04,41
INOXGREEN,2024-04-09,-13.31,17
INOXGREEN,2024-06-20,-0.66,20
INOXGREEN,2024-07-30,0.21,47
INOXGREEN,2025-10-07,4.21,28
INOXWIND,2023-12-28,-2.67,52
INOXWIND,2024-04-25,37.3,111
INTELLECT,2020-12-14,141.36,130
INTELLECT,2021-07-23,-23.24,11
INTELLECT,2022-03-25,-5.42,18
INTELLECT,2024-02-07,-0.13,43
INTELLECT,2025-06-02,-10.04,14
IOC,2014-05-19,-13.74,24
IOC,2014-09-01,-13.18,18
IOC,2024-01-16,14.06,40
IOC,2026-02-25,-8.24,6
IOLCP,2014-06-02,21.96,26
IOLCP,2014-08-14,2.78,40
IOLCP,2014-11-12,-18.63,10
IOLCP,2015-07-01,-2.6,30
IOLCP,2016-05-09,6.02,62
IOLCP,2016-09-22,-10.46,5
IOLCP,2018-11-07,-3.94,21
IOLCP,2019-01-08,-7.41,53
IOLCP,2019-05-27,-14.8,45
IOLCP,2020-02-18,-19.18,19
IOLCP,2020-04-28,17.32,33
IOLCP,2020-06-23,75.35,54
IONEXCHANG,2023-02-28,-8.37,11
IONEXCHANG,2023-05-04,31.22,66
IONEXCHANG,2023-10-17,-9.67,48
IPCALAB,2014-02-18,-2.18,18
IPCALAB,2019-03-11,-0.35,40
IPCALAB,2019-08-27,-6.15,9
IPCALAB,2019-11-01,3.57,26
IPCALAB,2020-01-08,-1.84,20
IPCALAB,2020-02-12,-1.99,21
IPCALAB,2020-04-07,-2.46,34
IPCALAB,2020-06-23,12.49,49
IPCALAB,2020-09-14,-4.36,40
IPCALAB,2021-08-10,0.16,27
IPCALAB,2024-04-09,-3.27,19
IPCALAB,2024-08-08,14.07,63
IPCALAB,2025-01-02,-11.91,11
IPL,2024-01-31,-5.61,18
IRB,2021-10-22,-28.51,19
IRB,2022-02-04,-25.23,14
IRB,2022-12-12,-4.07,32
IRB,2023-02-22,-19.05,13
IRB,2023-09-11,72.95,124
IRB,2024-04-09,-11.41,20
IRB,2024-05-22,-12.54,19
IRCON,2020-02-13,-17.54,15
IRCON,2023-04-24,16.72,56
IRCON,2023-07-20,118.72,140
IRCTC,2021-03-04,-13.57,19
IRFC,2022-11-07,15.81,33
IRFC,2023-07-31,87.46,47
ISFT,2014-09-16,-12.67,14
ISFT,2015-01-06,219.82,55
ISFT,2015-05-29,38.83,49
ISFT,2017-11-06,21.55,44
ITI,2014-05-23,4.44,47
ITI,2016-12-08,10.8,45
ITI,2017-03-20,48.19,42
ITI,2017-09-21,19.0,31
ITI,2024-01-16,-25.17,18
ITI,2024-12-10,-16.49,33
IXIGO,2025-09-01,-11.24,21
IXIGO,2025-10-15,-17.98,11
J&KBANK,2014-03-10,1.36,53
J&KBANK,2026-07-10,-19.44,13
JAMNAAUTO,2014-09-10,-8.58,17
JAMNAAUTO,2015-02-03,32.36,42
JAMNAAUTO,2015-05-20,-20.69,11
JAMNAAUTO,2015-12-17,-5.89,38
JAMNAAUTO,2016-06-01,28.45,82
JAMNAAUTO,2016-11-01,-10.31,3
JAMNAAUTO,2017-04-19,-3.7,20
JAMNAAUTO,2017-05-31,-7.08,18
JAMNAAUTO,2017-08-08,-14.36,4
JAMNAAUTO,2017-10-06,21.8,72
JAMNAAUTO,2018-04-05,-0.4,41
JAMNAAUTO,2021-11-02,-1.42,71
JAMNAAUTO,2022-06-30,-1.42,25
JAMNAAUTO,2024-02-06,-17.26,26
JAMNAAUTO,2024-04-03,-8.77,23
JAMNAAUTO,2024-07-31,-16.76,26
JBCHEPHARM,2014-03-06,-9.29,9
JBCHEPHARM,2014-04-09,-2.09,32
JBCHEPHARM,2014-07-02,27.67,90
JBCHEPHARM,2015-04-15,-3.44,83
JBCHEPHARM,2015-10-15,-10.58,14
JBCHEPHARM,2016-08-24,12.81,47
JBCHEPHARM,2019-09-13,-8.01,7
JBCHEPHARM,2019-11-26,25.28,75
JBCHEPHARM,2020-05-06,13.02,36
JBCHEPHARM,2020-07-24,32.64,76
JBCHEPHARM,2021-02-11,45.97,122
JBCHEPHARM,2021-09-28,-13.69,17
JBCHEPHARM,2022-09-13,1.4,67
JBCHEPHARM,2023-04-13,-8.07,21
JBCHEPHARM,2023-06-14,22.53,87
JBCHEPHARM,2023-11-09,9.11,73
JBCHEPHARM,2024-04-15,-6.02,25
JBCHEPHARM,2024-07-29,-2.71,31
JBCHEPHARM,2026-02-16,1.12,29
JBCHEPHARM,2026-05-06,12.42,49
JINDALSAW,2017-11-23,-11.22,17
JINDALSAW,2017-12-26,-2.78,27
JINDALSAW,2023-05-18,64.29,67
JINDALSAW,2023-09-11,12.68,60
JINDALSAW,2024-01-15,-7.78,32
JINDALSAW,2024-04-25,-12.59,27
JINDALSAW,2024-07-29,13.79,58
JINDALSTEL,2024-03-28,18.29,69
JINDALSTEL,2025-11-04,-6.21,20
JINDALSTEL,2026-01-28,1.81,28
JINDALSTEL,2026-04-17,-4.79,16
JINDWORLD,2015-09-14,-16.58,20
JINDWORLD,2016-02-05,-20.74,30
JINDWORLD,2017-08-31,-8.87,19
JINDWORLD,2017-10-09,7.68,24
JINDWORLD,2018-01-22,-7.49,28
JINDWORLD,2018-03-13,-22.95,19
JISLDVREQS,2014-05-20,38.53,59
JKCEMENT,2014-06-05,2.33,27
JKCEMENT,2014-08-05,43.42,79
JKCEMENT,2015-01-20,0.59,34
JKCEMENT,2016-08-04,19.29,59
JKCEMENT,2017-04-25,5.93,31
JKCEMENT,2018-01-04,-3.16,20
JKCEMENT,2019-11-07,-1.97,20
JKCEMENT,2020-01-02,9.57,44
JKCEMENT,2020-07-21,-2.4,29
JKCEMENT,2020-10-09,14.0,49
JKCEMENT,2021-01-06,26.51,79
JKCEMENT,2021-07-06,-0.03,32
JKCEMENT,2021-09-06,-12.67,14
JKCEMENT,2021-11-08,-16.23,14
JKCEMENT,2023-12-07,7.29,67
JKCEMENT,2024-09-03,-2.12,21
JKCEMENT,2025-01-07,-9.92,4
JKCEMENT,2025-01-28,-6.89,16
JKCEMENT,2025-04-02,34.91,104
JKLAKSHMI,2014-05-20,121.34,176
JKLAKSHMI,2016-07-28,12.79,64
JKLAKSHMI,2017-05-10,-8.49,41
JKLAKSHMI,2021-05-24,20.95,55
JKLAKSHMI,2021-09-14,-6.87,3
JKLAKSHMI,2022-12-02,4.74,22
JKLAKSHMI,2023-12-07,-4.52,66
JKPAPER,2015-08-04,-23.06,14
JKPAPER,2015-11-20,-4.31,39
JKPAPER,2016-04-26,6.44,68
JKPAPER,2016-09-15,21.37,39
JKPAPER,2017-03-27,4.7,39
JKPAPER,2017-09-12,10.82,98
JKPAPER,2018-08-14,-7.57,28
JKPAPER,2021-06-22,13.07,67
JKPAPER,2022-03-16,1.51,34
JKPAPER,2022-08-01,9.96,31
JKPAPER,2024-06-14,5.39,27
JKTYRE,2014-03-25,48.99,73
JKTYRE,2014-09-08,69.42,86
JKTYRE,2016-10-04,-10.63,15
JKTYRE,2017-04-24,-1.52,44
JKTYRE,2018-02-01,-12.8,10
JKTYRE,2022-11-28,-13.19,19
JKTYRE,2023-06-27,24.65,51
JKTYRE,2023-10-05,61.67,109
JKTYRE,2026-02-04,-12.98,18
JMFINANCIL,2014-05-19,15.17,36
JMFINANCIL,2014-10-28,0.27,36
JMFINANCIL,2015-01-19,-2.21,25
JMFINANCIL,2016-07-22,1.33,24
JMFINANCIL,2016-10-05,-22.51,25
JMFINANCIL,2017-03-29,34.31,59
JMFINANCIL,2017-08-31,15.62,47
JMFINANCIL,2025-08-13,-8.67,25
JSL,2017-03-14,-4.89,33
JSL,2017-07-19,26.9,74
JSL,2018-01-08,-19.32,18
JSL,2021-07-22,-6.28,20
JSL,2021-09-09,-3.91,53
JSL,2021-12-31,-3.68,30
JSL,2022-12-13,23.59,80
JSL,2023-06-12,39.52,93
JSL,2023-11-20,-0.33,44
JSL,2024-02-07,24.83,105
JSL,2025-12-30,-8.04,8
JSWENERGY,2014-05-22,-2.4,21
JSWENERGY,2014-06-30,-16.88,9
JSWENERGY,2014-11-24,27.55,97
JSWENERGY,2021-06-01,78.25,57
JSWENERGY,2021-08-31,38.1,39
JSWENERGY,2023-09-11,-9.5,21
JSWENERGY,2023-12-07,0.2,67
JSWENERGY,2024-03-28,4.96,25
JSWENERGY,2024-09-12,-8.37,15
JSWSTEEL,2024-06-18,-4.28,22
JSWSTEEL,2024-08-26,-0.38,40
JSWSTEEL,2025-03-20,-11.82,11
JSWSTEEL,2025-08-07,-3.99,14
JSWSTEEL,2025-09-08,0.02,52
JSWSTEEL,2026-01-27,-1.14,26
JSWSTEEL,2026-04-27,-3.56,39
JTLIND,2023-07-21,16.22,65
JTLIND,2023-12-19,-1.77,52
JUBLFOOD,2014-11-13,-7.07,19
JUBLINGREA,2024-10-03,-14.16,13
JUBLINGREA,2024-12-11,-11.35,20
JUNIORBEES,2016-07-15,3.35,51
JUNIORBEES,2016-10-03,-1.47,20
JUNIORBEES,2017-02-02,7.25,73
JUNIORBEES,2020-12-03,1.64,39
JUNIORBEES,2021-02-11,-1.3,23
JUNIORBEES,2021-05-10,16.0,115
JUNIORBEES,2022-09-12,-5.59,10
JWL,2023-09-04,-20.09,13
JWL,2024-01-31,-15.18,8
JWL,2024-04-25,52.39,56
JYOTHYLAB,2014-01-31,-10.06,18
JYOTHYLAB,2014-08-22,5.65,35
JYOTHYLAB,2015-01-27,-6.28,30
JYOTHYLAB,2015-07-22,-12.21,23
JYOTHYLAB,2016-09-16,3.1,32
JYOTHYLAB,2016-12-05,-9.55,13
JYOTHYLAB,2017-02-23,-7.27,15
JYOTHYLAB,2017-04-17,-8.73,30
JYOTHYLAB,2017-09-11,-9.86,28
JYOTHYLAB,2018-05-17,-12.07,42
JYOTHYLAB,2023-07-20,40.22,66
JYOTHYLAB,2023-11-07,22.25,63
JYOTHYLAB,2024-07-25,-2.44,40
KAJARIACER,2014-02-04,-5.34,18
KAJARIACER,2014-03-19,55.62,60
KAJARIACER,2014-07-23,4.78,39
KAJARIACER,2015-01-20,0.68,63
KAJARIACER,2015-05-22,-8.21,14
KAJARIACER,2015-10-15,-2.81,22
KAJARIACER,2015-11-23,-0.84,36
KAJARIACER,2016-04-13,23.0,128
KAJARIACER,2017-09-19,-6.09,6
KAJARIACER,2018-01-05,-5.93,13
KAJARIACER,2021-01-19,20.77,41
KAJARIACER,2021-06-08,-3.3,35
KAJARIACER,2021-08-03,15.74,69
KAJARIACER,2022-01-06,-11.63,33
KAJARIACER,2023-07-19,0.25,35
KAJARIACER,2024-07-01,-9.12,34
KAJARIACER,2024-09-24,-9.5,9
KALYANKJIL,2022-09-14,6.84,44
KALYANKJIL,2022-12-02,5.62,38
KALYANKJIL,2023-06-19,53.76,67
KALYANKJIL,2023-10-06,35.26,77
KALYANKJIL,2024-02-15,1.75,51
KALYANKJIL,2024-06-21,49.14,84
KALYANKJIL,2024-12-09,-9.3,21
KANSAINER,2014-05-22,70.34,187
KANSAINER,2015-07-13,-3.59,22
KANSAINER,2015-12-30,-5.78,15
KANSAINER,2016-04-18,18.03,113
KANSAINER,2016-10-05,-4.46,18
KANSAINER,2017-04-07,19.04,116
KANSAINER,2017-10-31,-6.16,15
KANSAINER,2017-12-18,0.03,23
KANSAINER,2020-12-29,-0.73,20
KARMAENG,2015-01-09,5.9,32
KARURVYSYA,2014-12-19,0.03,62
KARURVYSYA,2017-06-02,11.58,29
KARURVYSYA,2017-09-06,-6.75,25
KARURVYSYA,2023-09-18,29.03,119
KARURVYSYA,2024-04-30,-8.87,4
KARURVYSYA,2024-06-10,-9.41,20
KARURVYSYA,2024-07-25,-0.9,37
KARURVYSYA,2024-11-28,-9.34,17
KARURVYSYA,2025-06-13,4.52,31
KARURVYSYA,2025-10-20,0.01,33
KARURVYSYA,2025-12-26,10.84,49
KARURVYSYA,2026-07-21,0.26,8
KAYNES,2023-12-19,-1.28,60
KAYNES,2024-05-18,89.6,163
KEC,2014-04-21,45.95,42
KEC,2014-06-30,-3.12,21
KEC,2015-07-06,-2.9,28
KEC,2015-11-19,-9.84,33
KEC,2017-02-09,46.17,90
KEC,2017-07-07,4.95,25
KEC,2017-08-29,-3.68,19
KEC,2017-11-27,8.9,37
KEC,2018-02-14,2.6,56
KEC,2021-03-01,-9.54,17
KEC,2021-10-11,-6.47,31
KEC,2023-05-10,17.88,106
KEC,2024-02-14,-6.33,25
KEC,2024-04-04,-9.86,40
KEC,2024-06-10,1.9,38
KEC,2024-08-30,-1.69,36
KEC,2024-11-28,6.63,27
KECL,2014-03-31,-21.23,20
KECL,2014-09-23,-23.72,30
KECL,2015-07-17,-20.48,26
KECL,2015-12-22,-15.12,17
KECL,2016-06-30,-6.47,24
KECL,2016-08-24,11.59,50
KEI,2014-04-22,15.63,40
KEI,2014-06-24,6.45,41
KEI,2014-09-11,-20.11,21
KEI,2014-11-07,3.6,27
KEI,2015-01-01,21.33,83
KEI,2015-07-13,7.11,40
KEI,2015-12-30,-8.27,21
KEI,2016-07-05,-8.06,18
KEI,2016-11-08,-17.34,8
KEI,2017-01-10,41.17,89
KEI,2017-07-03,-4.48,22
KEI,2017-08-28,49.51,110
KEI,2018-04-03,-0.38,28
KEI,2018-05-22,-15.66,10
KEI,2019-05-24,-8.7,43
KEI,2019-09-24,-1.52,28
KEI,2021-05-18,34.38,110
KEI,2021-11-16,6.56,48
KEI,2022-03-31,-7.08,15
KEI,2022-06-01,7.48,81
KEI,2022-10-25,-6.72,24
KEI,2023-02-01,-5.26,27
KEI,2023-04-05,29.75,80
KEI,2023-08-30,-8.02,16
KEI,2023-10-06,-12.26,16
KEI,2023-11-20,7.92,79
KEI,2024-03-22,24.23,77
KEI,2026-02-25,-13.0,9
KEI,2026-05-21,-2.89,31
KELLTONTEC,2022-01-19,-26.47,17
KFINTECH,2024-02-23,-16.05,11
KFINTECH,2024-04-30,-9.95,20
KFINTECH,2024-07-30,20.24,30
KFINTECH,2024-11-26,0.91,34
KILITCH,2015-01-07,-19.86,20
KILITCH,2016-01-04,-22.67,9
KIMS,2022-09-30,-6.23,50
KIMS,2023-05-23,12.79,54
KIMS,2023-08-22,-2.91,28
KIMS,2024-02-01,-2.91,25
KIMS,2024-08-16,13.38,46
KIMS,2025-04-22,-5.51,41
KIMS,2025-07-07,0.47,58
KINGFA,2014-05-05,4.47,30
KINGFA,2014-07-18,272.98,93
KINGFA,2015-01-19,211.23,500
KITEX,2014-04-03,109.79,68
KITEX,2014-07-18,82.6,89
KITEX,2015-01-12,-12.73,16
KITEX,2015-04-06,35.37,74
KNRCON,2014-05-19,50.49,62
KNRCON,2014-09-03,15.97,67
KNRCON,2014-12-29,76.87,148
KNRCON,2015-11-23,-7.91,15
KNRCON,2016-08-16,11.92,51
KNRCON,2016-12-06,28.9,160
KNRCON,2017-08-14,-8.76,18
KNRCON,2017-10-24,34.08,62
KNRCON,2021-01-07,19.66,47
KNRCON,2021-05-24,23.22,84
KNRCON,2024-06-05,0.03,48
KPIGREEN,2022-09-01,-8.62,17
KPIGREEN,2022-11-30,-11.96,16
KPIGREEN,2023-02-02,-10.58,27
KPIGREEN,2023-04-19,61.21,73
KPIGREEN,2023-08-25,-14.87,12
KPIGREEN,2023-11-09,178.29,131
KPIGREEN,2024-07-18,-15.48,26
KPIL,2014-04-09,56.5,63
KPIL,2014-12-10,11.72,43
KPIL,2015-04-15,-9.16,15
KPIL,2015-06-18,3.03,39
KPIL,2017-02-03,-3.46,22
KPIL,2017-03-17,17.38,44
KPIL,2017-08-30,23.87,98
KPIL,2019-05-27,-10.66,30
KPIL,2022-12-12,-7.48,21
KPIL,2023-03-06,-6.58,17
KPIL,2023-07-25,4.44,41
KPIL,2023-10-16,-10.12,13
KPIL,2023-12-06,-10.61,11
KPIL,2023-12-29,62.6,90
KPIL,2024-06-07,-5.13,40
KPIL,2024-09-03,-6.77,15
KPIL,2024-09-27,-7.64,5
KPITTECH,2020-09-29,-9.48,16
KPITTECH,2020-12-28,0.87,35
KPITTECH,2021-02-25,113.85,138
KPITTECH,2021-09-24,-11.1,19
KPITTECH,2021-11-09,63.99,63
KPITTECH,2023-01-31,3.51,28
KPITTECH,2023-03-17,14.75,84
KPITTECH,2024-02-06,-8.09,20
KPITTECH,2024-07-04,-4.14,53
KPRMILL,2014-06-04,37.78,38
KPRMILL,2014-09-08,65.74,129
KPRMILL,2015-04-07,8.96,42
KPRMILL,2015-07-01,16.67,109
KPRMILL,2015-12-28,-9.92,14
KPRMILL,2016-05-16,16.95,78
KPRMILL,2016-09-19,-11.85,16
KPRMILL,2017-03-06,23.08,80
KPRMILL,2020-12-08,2.29,52
KPRMILL,2021-03-01,80.89,110
KPRMILL,2021-09-08,59.57,94
KPRMILL,2023-08-30,-5.35,26
KPRMILL,2023-10-17,-4.26,19
KPRMILL,2023-11-20,-5.15,29
KPRMILL,2024-06-20,-6.77,17
KPRMILL,2024-08-06,-3.32,53
KPRMILL,2024-12-10,-3.62,15
KPRMILL,2025-05-08,-6.33,22
KRBL,2014-02-05,62.35,105
KRBL,2014-07-23,15.6,63
KRBL,2015-01-01,42.75,79
KRBL,2015-07-30,-20.04,17
KRBL,2015-10-21,6.79,42
KRBL,2016-05-04,15.99,48
KRBL,2017-01-03,28.16,95
KRBL,2017-07-19,33.86,89
KRIDHANINF,2017-12-26,-4.86,23
KRITI,2014-07-24,4.69,61
KRN,2026-02-25,-15.58,17
KRN,2026-04-13,11.27,22
KTKBANK,2017-02-23,26.57,81
KTKBANK,2022-12-13,-13.6,7
KTKBANK,2023-06-28,38.08,77
KTKBANK,2024-01-11,-6.5,21
KTKBANK,2026-05-04,3.06,62
LALPATHLAB,2018-01-01,-2.1,25
LALPATHLAB,2018-06-22,-5.12,19
LALPATHLAB,2018-08-14,-1.2,22
LALPATHLAB,2019-02-06,-7.05,42
LALPATHLAB,2019-05-20,38.25,139
LALPATHLAB,2020-01-16,-6.72,40
LALPATHLAB,2020-07-09,-2.66,37
LALPATHLAB,2020-09-18,6.58,43
LALPATHLAB,2021-01-01,14.65,87
LALPATHLAB,2021-07-02,13.37,58
LAURUSLABS,2020-07-17,126.68,76
LAURUSLABS,2020-12-16,1.49,30
LAURUSLABS,2025-06-30,14.42,62
LAURUSLABS,2025-10-23,10.42,60
LAURUSLABS,2026-04-17,59.47,72
LEMONTREE,2022-10-04,-9.24,16
LEMONTREE,2022-11-03,-4.2,27
LEMONTREE,2023-08-18,9.1,44
LEMONTREE,2024-01-02,1.26,28
LEMONTREE,2024-03-04,-13.14,6
LEMONTREE,2024-04-26,-3.44,21
LEMONTREE,2024-12-19,-11.31,15
LEMONTREE,2025-08-21,-2.19,26
LICHSGFIN,2024-06-26,-1.93,20
LICI,2024-01-16,10.52,37
LIKHITHA,2023-08-07,-13.46,8
LINC,2016-06-27,2.77,34
LINC,2016-08-23,-6.52,20
LINCOLN,2018-09-07,-15.28,12
LINCOLN,2021-05-03,7.68,70
LINCOLN,2021-09-09,-7.42,27
LINDEINDIA,2017-04-10,-5.41,23
LINDEINDIA,2017-11-17,-6.92,21
LINDEINDIA,2017-12-22,-3.25,24
LINDEINDIA,2018-11-09,4.93,48
LINDEINDIA,2020-09-16,13.1,89
LINDEINDIA,2021-02-08,71.16,56
LINDEINDIA,2021-08-20,27.88,40
LINDEINDIA,2022-02-21,-14.52,9
LINDEINDIA,2022-03-15,3.94,32
LINDEINDIA,2023-03-09,-4.26,47
LINDEINDIA,2023-06-13,33.11,71
LINDEINDIA,2023-10-12,-10.97,28
LINDEINDIA,2024-03-18,19.76,82
LLOYDSME,2024-08-01,18.41,73
LLOYDSME,2024-11-29,18.09,41
LLOYDSME,2025-06-04,-2.37,38
LLOYDSME,2026-04-17,25.02,72
LODHA,2023-07-28,-9.11,18
LODHA,2023-09-08,-5.98,31
LODHA,2023-11-02,21.05,67
LODHA,2024-04-10,-9.27,16
LODHA,2024-05-22,5.94,36
LOVABLE,2014-07-03,-9.75,57
LOVABLE,2014-11-10,-14.44,24
LTF,2016-08-16,-4.02,18
LTF,2016-10-14,-15.06,20
LTF,2024-06-25,-5.55,17
LTF,2025-06-06,2.74,45
LTF,2025-08-19,37.69,98
LTF,2026-07-03,-4.79,20
LTFOODS,2014-02-07,-9.88,22
LTFOODS,2014-04-02,5.57,26
LTFOODS,2014-05-26,1.9,31
LTFOODS,2014-09-11,-16.87,14
LTFOODS,2015-05-21,7.77,67
LTFOODS,2015-10-20,24.95,50
LTFOODS,2016-07-18,-5.29,19
LTFOODS,2017-01-03,122.19,110
LTFOODS,2017-12-07,2.03,35
LTFOODS,2022-09-14,4.81,40
LTFOODS,2023-06-19,20.77,50
LTFOODS,2023-11-02,5.47,32
LTFOODS,2024-06-07,55.88,82
LTFOODS,2024-12-09,-12.98,24
LTFOODS,2025-06-02,-9.44,15
LTFOODS,2025-06-27,-1.69,25
LTIM,2017-10-26,63.16,96
LTIM,2018-04-23,18.54,113
LTIM,2020-01-15,-1.61,31
LTIM,2020-07-08,14.42,33
LTIM,2020-08-28,54.2,119
LTIM,2021-07-15,50.68,90
LTTS,2017-11-08,42.93,83
LTTS,2018-07-26,1.5,46
LTTS,2019-05-02,-6.13,23
LTTS,2019-06-27,-7.97,7
LTTS,2020-10-13,37.31,113
LTTS,2021-04-07,-10.66,19
LTTS,2021-06-25,56.0,81
LTTS,2021-11-11,-2.75,26
LUPIN,2024-08-09,0.48,50
LUPIN,2026-05-06,-8.05,3
LUXIND,2017-05-02,-7.67,16
LUXIND,2017-06-06,25.65,46
LUXIND,2017-08-21,-6.51,24
LUXIND,2017-11-07,28.69,94
LUXIND,2018-04-23,3.26,24
LUXIND,2021-05-19,90.26,68
LUXIND,2021-11-17,-18.08,12
LYPSAGEMS,2015-10-23,-14.5,57
M&MFIN,2023-06-21,-4.73,25
M&MFIN,2024-09-26,-12.16,5
M&MFIN,2025-11-19,9.41,72
MAHABANK,2024-02-07,-19.38,25
MAHABANK,2024-06-03,-12.7,22
MAHABANK,2026-02-25,-13.89,11
MAHABANK,2026-04-21,-3.57,27
MAHABANK,2026-06-12,-7.73,17
MAHLOG,2021-07-29,5.29,56
MAITHANALL,2014-08-13,39.58,41
MAITHANALL,2014-11-10,-7.24,20
MAITHANALL,2015-05-22,-14.09,44
MAITHANALL,2016-04-08,142.55,86
MAITHANALL,2017-02-09,-7.28,18
MAITHANALL,2017-04-18,-6.59,20
MAITHANALL,2017-08-31,-6.35,16
MAITHANALL,2017-10-06,51.91,82
MAITHANALL,2021-06-22,-4.91,41
MAITHANALL,2022-03-11,1.44,30
MANAPPURAM,2016-05-13,78.9,123
MANAPPURAM,2017-09-12,-13.96,11
MANAPPURAM,2018-01-08,-8.79,15
MANAPPURAM,2018-05-03,-10.3,8
MANAPPURAM,2019-05-23,2.26,21
MANAPPURAM,2019-09-27,11.52,36
MANAPPURAM,2019-12-12,-2.97,39
MANAPPURAM,2021-07-22,-14.75,14
MANAPPURAM,2021-11-08,-13.73,6
MANAPPURAM,2024-07-12,-11.45,15
MANAPPURAM,2025-03-21,11.28,73
MANAPPURAM,2025-09-02,-2.04,37
MANAPPURAM,2025-12-24,-9.91,24
MANAPPURAM,2026-05-21,-10.99,13
MANAPPURAM,2026-07-06,6.5,19
MANINFRA,2015-01-29,-3.28,29
MANINFRA,2015-04-23,-9.51,53
MANINFRA,2016-08-19,-7.1,25
MANINFRA,2016-10-20,-14.15,13
MANINFRA,2017-04-12,0.62,27
MANINFRA,2017-06-05,-1.19,47
MANINFRA,2017-09-12,-12.43,8
MANINFRA,2017-12-22,-10.11,25
MANINFRA,2021-09-09,122.26,112
MANINFRA,2023-09-01,-5.65,35
MANINFRA,2023-11-23,21.24,53
MANKIND,2024-08-27,2.78,41
MANKIND,2024-12-18,-7.88,17
MANYAVAR,2023-12-08,-11.55,8
MAPMYINDIA,2023-09-27,10.41,52
MAPMYINDIA,2024-06-20,-10.84,31
MARICO,2014-05-07,38.08,148
MARICO,2015-01-14,6.2,73
MARICO,2015-05-26,0.07,44
MARICO,2017-04-11,2.56,47
MARICO,2017-07-03,-1.45,28
MARICO,2017-09-13,-8.19,11
MARICO,2018-06-08,2.04,61
MARICO,2018-12-18,-3.59,27
MARICO,2021-05-03,17.39,67
MARICO,2021-09-01,1.01,43
MARICO,2023-08-09,-4.73,34
MARICO,2024-05-08,5.11,62
MARICO,2024-08-26,-3.66,37
MARICO,2025-04-11,-2.86,41
MARICO,2025-07-15,-4.9,7
MARICO,2025-08-20,-6.5,23
MARICO,2025-11-17,-6.98,12
MARICO,2026-01-05,-5.11,15
MARICO,2026-02-18,-5.27,15
MARICO,2026-05-06,-1.6,29
MARICO,2026-07-01,2.16,22
MASFIN,2019-09-23,37.71,120
MAXHEALTH,2021-08-30,-2.05,21
MAXHEALTH,2021-12-13,-4.08,27
MAXHEALTH,2022-10-31,-7.35,34
MAXHEALTH,2023-03-14,-10.96,14
MAXHEALTH,2023-04-12,19.08,76
MAXHEALTH,2023-09-11,-13.08,8
MAXHEALTH,2023-11-30,15.48,64
MAXHEALTH,2024-06-14,-7.1,34
MAXHEALTH,2024-09-17,-5.63,25
MAXHEALTH,2024-11-06,-0.16,45
MAYURUNIQ,2014-02-05,125.59,130
MAYURUNIQ,2015-01-15,-8.61,22
MAYURUNIQ,2017-12-05,-1.79,39
MAZDOCK,2021-10-21,-12.23,40
MAZDOCK,2022-04-12,-16.64,17
MAZDOCK,2022-08-26,123.06,80
MBLINFRA,2014-05-19,25.56,62
MBLINFRA,2014-09-15,-7.36,20
MBLINFRA,2014-11-03,1.92,28
MBLINFRA,2014-12-29,8.63,29
MBLINFRA,2015-02-18,30.45,38
MCX,2018-01-01,-16.65,20
MCX,2019-08-30,12.47,65
MCX,2020-01-02,0.58,22
MCX,2020-07-20,7.23,31
MCX,2020-10-22,-7.68,5
MCX,2021-10-07,-9.6,14
MCX,2023-09-28,46.4,69
MCX,2024-01-29,-6.4,32
MEDANTA,2023-11-28,34.12,70
MENONBE,2016-07-14,-8.72,20
MENONBE,2016-08-19,3.34,27
METROBRAND,2023-05-25,-3.81,25
METROBRAND,2023-07-12,0.15,30
METROBRAND,2023-09-18,14.92,63
METROBRAND,2024-08-21,-10.16,9
METROPOLIS,2020-09-15,-14.12,5
METROPOLIS,2020-10-07,-8.75,24
METROPOLIS,2020-11-18,-5.49,19
METROPOLIS,2021-04-08,16.81,83
METROPOLIS,2021-09-13,-12.29,12
METROPOLIS,2021-11-15,-7.1,41
MFSL,2014-05-20,9.88,29
MFSL,2014-08-26,-0.85,23
MFSL,2014-11-03,-1.32,30
