date,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
2006-01-17,1018289.0625,1018826.25,1018058.75,1018596.0,1022600.375,1018826.25,1017829.4375,1017829.4375,1017829.4375,1017829.4375,1018826.25,1023601.9375,1022600.375,1018826.25,1023062.0,1017599.125,1023062.0,1018289.0625,1018058.75,1018289.0625,1023601.9375,1023601.9375,1018058.75,1018058.75,1022600.375,1018596.0,1023062.0,1023601.9375,1017599.125,1018289.0625
2006-01-18,1015642.625,1012833.8125,1012510.625,1009701.875,1017410.125,1012833.875,1012674.5625,1013135.1875,1012674.5625,1013135.1875,1012833.8125,1017569.0,1017873.0625,1012833.8125,1020390.375,1009543.75,1019926.125,1015180.75,1012049.9375,1015180.75,1017569.0,1017569.0,1012049.9375,1012510.625,1017410.125,1009701.875,1019926.125,1017569.0,1010003.25,1015180.75
2006-01-19,1050004.375,1047965.9375,1041863.1875,1044143.5625,1060425.875,1043977.6875,1043674.1875,1047007.75,1047465.3125,1046559.375,1045401.375,1053118.25,1064759.625,1047137.625,1052921.125,1043348.0625,1061830.75,1045248.1875,1040587.6875,1047579.25,1050356.75,1060707.875,1041360.0,1042493.25,1061260.0,1050394.75,1061683.375,1051817.0,1052689.0,1045066.375
2006-01-20,1066234.5,1070351.75,1066326.5,1057851.125,1082607.625,1069693.5,1065814.875,1071538.75,1055039.875,1070624.875,1067004.75,1071086.375,1081145.75,1064688.125,1079911.75,1058936.0,1081746.375,1061556.75,1057846.125,1069064.125,1073799.375,1077509.375,1051298.25,1054348.5,1075714.75,1063374.625,1085375.75,1080104.75,1068760.875,1065003.875
2006-01-23,1071985.375,1079631.5,1074161.0,1063543.625,1090954.0,1076589.0,1075796.5,1083924.0,1062152.75,1079815.0,1076575.875,1076619.125,1083458.125,1070522.375,1091859.5,1067913.25,1089556.625,1066479.375,1067293.0,1078027.75,1086183.75,1082144.125,1059076.75,1057687.75,1082082.375,1064719.875,1094015.125,1095797.875,1071993.5,1074469.375
2006-01-24,1082173.375,1091074.625,1089059.625,1081791.75,1114585.375,1086152.875,1090587.75,1098052.25,1072247.5,1092285.875,1091711.125,1088013.625,1104696.625,1080513.625,1106475.5,1086175.75,1113348.875,1080702.625,1081559.5,1088992.0,1097227.25,1100720.75,1073458.875,1067714.625,1107657.25,1085234.75,1117102.0,1112255.875,1098761.5,1089410.5
2006-01-25,1056893.25,1065753.125,1076035.375,1056145.875,1100901.875,1074684.375,1086680.75,1083246.375,1059552.125,1078906.75,1073201.75,1065688.875,1078361.0,1060339.5,1084494.125,1075658.875,1090488.875,1069885.0,1072365.75,1075759.875,1078406.125,1075558.25,1064158.375,1054067.5,1087697.75,1063376.625,1094659.0,1090238.875,1076940.375,1076381.625
2006-01-27,1069295.25,1077784.375,1090777.25,1064457.375,1117863.5,1086962.625,1104368.5,1100396.5,1075374.75,1093362.75,1078602.125,1071167.125,1088838.5,1071664.375,1093630.125,1096704.125,1101680.25,1078621.25,1086582.75,1092895.875,1084415.875,1079518.0,1078493.625,1064221.25,1103207.625,1071748.875,1107684.125,1098064.125,1088896.0,1086580.25
2006-01-30,1051725.625,1063290.875,1073846.375,1052201.25,1102389.25,1069538.5,1087967.75,1081220.25,1059984.125,1071244.125,1063705.875,1054260.0,1072123.875,1057726.5,1074388.625,1083573.375,1080731.0,1059249.5,1070149.125,1077328.75,1068218.75,1063266.5,1064523.75,1046215.375,1085189.375,1057047.5,1090518.25,1080650.5,1071861.5,1066330.875
2006-01-31,1061213.5,1071241.375,1084294.0,1061766.75,1121631.875,1077467.0,1101991.375,1089521.375,1072112.625,1077955.25,1071853.75,1066134.375,1084464.75,1070441.625,1082914.125,1100391.25,1089961.75,1068089.25,1077446.625,1088562.75,1074784.125,1071958.75,1079504.5,1057564.5,1101834.125,1065421.875,1103903.375,1091282.75,1082230.375,1073222.375
2006-02-01,1047056.625,1049514.0,1072225.375,1037572.375,1109346.25,1055731.875,1091355.875,1074346.0,1061093.75,1062786.0,1050592.75,1052127.625,1067356.0,1052264.125,1070003.25,1087122.125,1072857.5,1049565.75,1065400.5,1074425.625,1058028.125,1048936.625,1069634.75,1047865.0,1086078.125,1041432.4375,1088470.375,1071128.75,1064875.75,1060986.875
2006-02-02,1042514.75,1047011.375,1067729.125,1032949.1875,1108770.375,1056785.75,1089294.625,1074214.5,1061043.5,1062429.75,1052650.25,1048171.75,1065854.875,1054357.25,1061265.0,1083879.75,1070067.5,1044023.1875,1060583.75,1073045.75,1056271.0,1051783.875,1068431.875,1047030.875,1081617.0,1044230.5,1083036.25,1070693.125,1063354.625,1056760.5
2006-02-03,1043533.0,1049090.0,1070099.25,1034413.0625,1108657.0,1059714.625,1090823.75,1076069.0,1060093.125,1064245.5,1054409.75,1048306.625,1064695.25,1055668.25,1063355.25,1085400.75,1070015.5,1045209.25,1061652.25,1075544.875,1057229.0,1049959.25,1068738.5,1047190.6875,1080593.5,1042429.125,1083606.0,1072542.75,1062211.75,1057912.125
2006-02-06,1048330.5,1051926.875,1072809.5,1038153.25,1114360.125,1062251.625,1096380.125,1079586.375,1070391.875,1067761.625,1058024.625,1054777.875,1070454.0,1060313.875,1066216.375,1090942.75,1074923.75,1051616.5,1068175.875,1079234.5,1062753.125,1057306.0,1077060.5,1054470.875,1087353.0,1049730.125,1087588.0,1076073.5,1067958.0,1063706.375
2006-02-07,1064964.5,1067350.75,1088442.125,1052025.375,1126406.5,1075467.25,1109058.375,1093305.75,1089719.25,1081380.125,1072098.875,1072104.25,1084591.5,1077030.875,1081838.5,1103615.125,1088872.375,1065166.0,1085631.5,1091203.875,1079883.125,1070990.5,1091754.25,1072570.25,1101976.25,1063320.25,1103028.75,1090553.25,1082087.375,1080917.75
2006-02-08,1056814.25,1060118.375,1080837.625,1045180.3125,1115083.0,1068961.75,1098065.0,1084433.625,1079888.125,1072586.5,1064889.0,1061660.125,1073984.75,1068575.0,1074514.75,1093258.25,1080492.5,1058092.875,1078353.75,1082525.875,1072576.625,1063217.0,1083047.75,1064455.875,1091328.375,1055606.25,1095140.75,1083199.75,1071502.125,1072447.5
2006-02-10,1060089.75,1065870.375,1082086.25,1047019.5,1120044.5,1068731.375,1102435.125,1087790.375,1087359.625,1075946.125,1066635.5,1068165.375,1079400.375,1071737.75,1075899.5,1098588.875,1082896.25,1060332.0,1079821.75,1083744.625,1074469.75,1070456.125,1087260.75,1067731.25,1096318.0,1062757.75,1101572.375,1084892.625,1081360.0,1075719.75
2006-02-13,1070660.375,1078038.125,1093483.125,1057424.375,1136148.5,1079640.0,1117660.0,1104756.625,1099836.25,1092617.0,1078072.625,1083088.875,1095631.25,1083271.125,1085674.625,1115336.25,1097194.625,1069598.5,1085713.625,1094080.875,1081435.0,1080145.375,1095718.5,1075458.625,1111547.75,1073102.5,1114432.375,1097243.125,1099332.5,1085322.625
2006-02-14,1066139.375,1071881.875,1088044.5,1052811.375,1135626.875,1074222.625,1115549.875,1094629.125,1096666.625,1082615.75,1074066.125,1076808.5,1086334.375,1079369.0,1082079.25,1112194.25,1091110.375,1069064.625,1084088.0,1093963.875,1077106.0,1075935.875,1097858.875,1073394.75,1104920.0,1066456.0,1109839.625,1090630.5,1089930.625,1083447.25
2006-02-15,1056246.875,1061799.75,1079261.5,1043237.75,1126954.625,1067718.75,1107235.625,1086652.0,1084993.5,1074710.625,1063851.0,1065300.0,1077109.75,1068936.125,1071478.75,1106069.375,1081684.25,1059464.625,1073725.5,1087442.75,1067086.375,1063215.5,1089954.25,1061261.375,1095252.625,1056110.25,1101234.5,1082527.375,1078778.625,1073125.625
2006-02-16,1065564.375,1067306.25,1084435.0,1052159.375,1129551.875,1069006.5,1107280.5,1088050.75,1090920.0,1076086.375,1072188.5,1073192.375,1082782.75,1077561.0,1079299.5,1106585.5,1085832.0,1066405.5,1077257.5,1089014.75,1072315.125,1072626.375,1094863.375,1069235.375,1099294.75,1063550.125,1105704.25,1088972.0,1084165.75,1080822.625
2006-02-17,1051421.25,1055650.875,1071729.5,1038335.0,1115049.875,1056589.75,1094534.0,1075362.5,1072670.125,1063533.25,1058045.875,1057802.75,1068514.5,1063216.75,1065506.0,1093529.5,1070377.5,1049543.375,1062433.875,1077687.625,1058884.5,1058136.875,1080584.75,1054123.875,1083521.25,1050359.5,1092037.125,1075873.0,1070703.75,1065175.5
2006-02-20,1038980.25,1045053.0625,1060368.75,1026122.3125,1102953.25,1046518.75,1083681.5,1063718.375,1062370.25,1052146.0,1045647.9375,1045808.375,1055673.5,1050681.0,1054922.75,1080787.625,1059578.625,1039058.8125,1054850.25,1066485.75,1049445.875,1046400.0625,1068180.625,1043722.625,1072470.625,1037953.75,1081210.0,1062594.25,1058513.75,1054485.875
2006-02-21,1044778.8125,1052177.75,1065959.875,1031810.125,1107199.75,1051691.5,1087498.375,1068965.375,1068303.125,1057327.25,1051475.625,1051672.0,1061259.625,1056548.25,1060821.75,1084602.5,1065177.875,1044824.875,1060385.25,1070253.5,1054972.5,1053846.625,1072289.625,1049582.0,1078135.625,1045008.0,1088545.25,1068191.5,1065732.625,1060362.75
2006-02-22,1042298.25,1050693.25,1064678.5,1029481.375,1104613.75,1051630.75,1086069.125,1068899.75,1065830.875,1057259.75,1049093.125,1049164.5,1059960.5,1054067.25,1058422.0,1083188.125,1063873.75,1042464.75,1059100.875,1068846.5,1053694.75,1051259.0,1069690.625,1047099.75,1076813.625,1043516.25,1087003.0,1066895.25,1064225.25,1057858.625
2006-02-23,1041500.3125,1049996.75,1063879.875,1028689.875,1102473.125,1050839.75,1083972.0,1068097.25,1065026.125,1056460.25,1048332.6875,1048404.125,1059182.25,1053267.75,1057643.25,1081098.25,1063077.75,1041668.3125,1058298.25,1066779.75,1052900.75,1050561.75,1067622.75,1046329.375,1076025.125,1042820.625,1086279.375,1066092.125,1063525.0,1057050.0
2006-02-24,1044129.875,1052755.25,1066554.25,1031295.8125,1100823.0,1053489.125,1082357.375,1070794.5,1067707.5,1059138.0,1050966.5,1051040.625,1061858.125,1055921.75,1060306.0,1079483.375,1065755.375,1044303.25,1060990.75,1065186.75,1055564.75,1053334.125,1066028.75,1048981.625,1078748.0,1045588.8125,1089145.625,1068778.625,1066319.875,1059722.125
2006-02-27,1043847.5625,1052008.5,1066262.75,1031018.375,1101175.75,1053202.5,1082696.75,1070501.5,1067417.0,1058849.125,1050664.625,1050740.5,1061561.75,1055634.625,1060009.125,1079823.375,1065463.125,1044019.5,1060699.0,1065522.5,1055275.5,1052585.0,1066364.625,1048687.0,1078444.5,1044845.625,1088372.5,1068487.5,1065562.0,1059433.875
2006-02-28,1036792.75,1045443.625,1059052.0,1024034.75,1100237.75,1046062.75,1081792.75,1063258.0,1060187.25,1051676.25,1043590.75,1043655.25,1054384.25,1048494.75,1052857.25,1078912.0,1058237.75,1036950.25,1053504.25,1064621.375,1048113.875,1045998.0,1065470.75,1041584.8125,1071156.0,1038303.0625,1081589.5,1061258.0,1058910.125,1052267.75
2006-03-01,1069923.25,1085274.125,1092917.75,1056737.875,1135366.75,1079454.75,1116264.125,1097196.375,1094087.75,1085252.0,1076930.75,1076998.75,1088056.375,1081982.25,1086518.0,1113300.75,1092039.375,1070087.25,1087123.375,1098598.5,1081595.75,1085840.125,1099460.125,1074838.0,1105374.125,1077746.625,1122706.75,1095164.375,1099239.0,1085860.75
2006-03-02,1075809.625,1089369.875,1098940.25,1062563.5,1141608.25,1085374.625,1122394.25,1103241.25,1100111.25,1091227.875,1082845.5,1082917.0,1094044.0,1087940.125,1092491.5,1119413.375,1098032.75,1075978.0,1093096.375,1104641.0,1087550.5,1094166.875,1105503.375,1080746.375,1111474.75,1081789.0,1126933.25,1101200.25,1102721.5,1091835.0
2006-03-03,1092767.5,1111236.125,1116278.625,1079317.0,1159622.875,1102486.0,1140056.75,1120634.125,1117461.875,1108421.75,1099870.875,1099936.0,1111251.0,1105106.75,1109691.75,1137038.25,1115351.625,1092943.125,1110308.75,1122048.375,1104705.75,1105311.625,1122921.875,1097752.125,1128959.25,1103480.5,1149514.625,1118568.5,1115862.75,1109029.375
2006-03-06,1098136.25,1116367.25,1121779.75,1084619.0,1165322.25,1107924.5,1145622.625,1126143.625,1122971.875,1113866.5,1105258.5,1105337.125,1116714.75,1110538.75,1115146.625,1142598.0,1120855.375,1098311.75,1115749.875,1127540.25,1110136.0,1110139.0,1128414.875,1103136.0,1134493.0,1108544.5,1154789.75,1124080.5,1120456.125,1114475.125
2006-03-07,1105128.0,1127219.75,1131048.0,1093579.875,1172729.25,1115346.5,1155020.75,1133458.25,1132269.75,1120951.875,1112417.625,1114466.5,1125939.75,1117751.25,1122241.75,1149992.125,1128149.75,1105305.5,1124944.375,1135037.0,1117209.375,1121879.75,1135549.625,1112231.5,1143851.125,1119283.875,1164176.0,1131603.75,1130253.875,1121562.125
2006-03-08,1082450.5,1106483.375,1108875.0,1072159.375,1148659.625,1092806.5,1132427.125,1113610.125,1110068.25,1097946.875,1092933.375,1092626.625,1103875.25,1098180.75,1099197.0,1129886.625,1108362.625,1082618.625,1102916.75,1112132.625,1094286.875,1105699.75,1112268.25,1090451.375,1121458.75,1098734.5,1142092.5,1108741.25,1112019.375,1098548.75
2006-03-09,1091761.375,1116853.0,1121145.125,1084040.75,1158533.75,1101127.625,1144945.125,1121949.375,1122367.375,1107395.875,1101110.875,1104734.75,1116107.0,1106402.625,1108648.875,1138334.75,1116672.875,1091931.5,1115129.625,1120562.625,1103699.75,1109397.75,1121815.625,1102527.5,1133873.375,1109040.25,1148833.625,1117167.875,1121476.625,1107997.875
2006-03-10,1117031.125,1145728.375,1146377.5,1108406.625,1185346.0,1126210.375,1170639.5,1146764.5,1147620.25,1133021.0,1125478.375,1129570.625,1141197.75,1130885.25,1134323.625,1163481.0,1141395.0,1117206.0,1140176.0,1146091.5,1129237.625,1132675.125,1147760.75,1127299.625,1159365.25,1137634.625,1178851.625,1142636.625,1148385.875,1133628.625
2006-03-13,1136020.5,1165741.25,1163884.0,1125330.625,1205486.5,1144065.0,1188466.875,1165421.0,1165166.75,1152290.875,1143799.0,1146841.75,1158640.125,1149281.0,1153625.25,1182380.625,1159997.75,1136205.25,1157572.625,1164220.5,1148426.75,1145448.75,1167246.5,1144506.25,1177057.375,1157461.0,1200112.875,1160752.75,1163636.75,1152904.375
2006-03-14,1133742.5,1163189.875,1161982.5,1123441.75,1203133.25,1139805.5,1186496.375,1162391.75,1163242.25,1149969.375,1140776.0,1144872.0,1156671.25,1146301.75,1151295.625,1179321.5,1157020.125,1133927.5,1155626.25,1159879.25,1146149.5,1145491.75,1164928.75,1142565.25,1175034.625,1154901.0,1194930.625,1156409.5,1160793.625,1150580.5
2006-03-16,1140488.25,1167985.5,1167901.75,1129110.125,1210341.5,1147740.125,1192506.625,1170554.125,1169143.375,1156803.125,1148740.625,1150607.875,1162489.625,1154356.5,1158135.25,1187598.75,1165186.0,1140676.125,1161460.375,1167942.25,1152983.875,1151433.5,1171879.875,1148315.125,1180921.0,1159628.25,1202013.125,1164445.375,1162758.25,1157415.875
2006-03-17,1134339.375,1162675.875,1163229.25,1124602.5,1203825.25,1143248.25,1187762.25,1165368.25,1164461.625,1150560.375,1143656.875,1146008.875,1157841.875,1149245.5,1151882.0,1182358.75,1160013.625,1134529.25,1156831.125,1162807.25,1146772.625,1148524.125,1165578.75,1143734.625,1176204.0,1154381.25,1196669.125,1159884.125,1157121.0,1151172.625
2006-03-20,1141116.375,1168198.875,1172400.375,1133482.0,1211018.125,1151117.5,1197095.0,1174301.875,1173654.875,1157423.625,1152423.375,1155056.25,1166990.625,1158066.0,1158737.625,1191428.375,1168924.25,1141303.5,1165967.0,1171168.0,1153625.25,1155875.0,1172527.375,1152767.625,1185476.0,1159861.375,1201118.5,1167850.25,1167391.875,1158035.5
2006-03-21,1140538.875,1166885.5,1169122.375,1130368.5,1210325.625,1146608.0,1193739.625,1174084.0,1170401.25,1157149.875,1152189.875,1151876.5,1163773.25,1157837.625,1158145.125,1191162.0,1168648.0,1140724.375,1162747.375,1169952.125,1153028.0,1155972.75,1171869.625,1149586.25,1182237.25,1158593.75,1198483.25,1163308.0,1164583.75,1157463.625
2006-03-22,1134612.75,1155771.375,1161536.25,1123052.75,1204035.875,1141055.125,1186020.75,1168368.75,1162818.375,1150205.0,1146613.25,1144457.375,1156270.875,1152200.125,1152133.625,1185381.125,1162967.875,1134792.5,1155241.875,1164746.875,1147029.25,1150701.375,1165792.875,1142173.5,1174601.75,1147575.875,1189020.125,1157659.875,1158085.0,1151458.875
2006-03-23,1136613.875,1157920.25,1165440.0,1126829.75,1206201.875,1142271.25,1190002.5,1170157.875,1166733.5,1153002.75,1148355.5,1148274.75,1160147.375,1153977.125,1154158.25,1187206.5,1164768.5,1136788.125,1159126.125,1168230.625,1149058.5,1149870.125,1167881.25,1146009.625,1178522.0,1149695.5,1188455.0,1158872.125,1163473.625,1153485.25
2006-03-24,1149724.625,1164687.125,1179779.0,1140768.25,1220244.75,1157067.375,1204683.75,1187493.125,1181156.875,1170038.375,1165397.0,1162461.625,1174493.5,1171106.5,1167504.375,1204842.875,1182091.375,1149899.0,1173471.875,1183706.75,1162323.25,1167929.5,1181467.5,1160197.25,1193031.75,1156387.5,1196113.5,1173836.0,1177794.5,1166830.75
2006-03-27,1148096.75,1166949.625,1178836.875,1139824.5,1218470.0,1154836.875,1203711.75,1187542.75,1180182.25,1171468.5,1165431.25,1161501.0,1173519.125,1171137.25,1165838.0,1204881.75,1182111.75,1148271.125,1172497.375,1182128.625,1160672.5,1167574.75,1179753.875,1159234.125,1192069.625,1158649.0,1197092.75,1171587.875,1176846.5,1165159.0
2006-03-28,1142240.875,1161683.75,1173330.75,1134497.625,1212262.625,1150604.5,1198112.5,1182288.0,1174664.75,1165499.5,1160277.75,1156086.75,1168046.625,1165950.25,1159890.75,1199569.375,1176872.75,1142415.25,1167030.75,1177600.75,1154753.0,1163617.75,1173753.75,1153825.375,1186505.875,1153428.75,1192918.375,1167296.125,1171320.25,1159224.25
2006-03-29,1157280.125,1176342.5,1188728.25,1149423.5,1228213.75,1165761.75,1213852.375,1198592.25,1190108.875,1181579.75,1176279.25,1171312.75,1183413.0,1182041.625,1175173.125,1216094.0,1189888.5,1157454.5,1182366.0,1189658.0,1169948.75,1178152.25,1189192.75,1169000.25,1202119.25,1167998.875,1208044.625,1182670.375,1186724.0,1174503.25
2006-03-30,1165194.5,1187384.25,1196843.5,1157260.875,1236551.5,1173708.25,1222140.875,1205342.0,1198234.75,1190370.875,1182925.75,1179326.75,1191492.875,1188688.5,1183195.75,1222955.625,1195862.5,1165368.875,1190416.25,1196613.375,1177939.625,1185628.125,1197262.875,1176966.625,1210349.625,1184242.5,1220359.625,1190745.0,1194839.5,1182529.875
2006-03-31,1164197.75,1187699.625,1196945.0,1156282.875,1235778.75,1172975.0,1222239.375,1207660.625,1198342.0,1187804.875,1182625.625,1179434.5,1190484.5,1190138.25,1182461.125,1222367.625,1198822.25,1164635.625,1189673.25,1197280.625,1178032.625,1191366.0,1196507.125,1176243.0,1209325.875,1184465.375,1219844.25,1189995.5,1194899.875,1182614.125
2006-04-03,1194191.625,1219049.0,1227168.5,1186033.5,1265166.125,1201184.625,1253526.625,1241205.0,1227748.625,1219363.875,1211869.375,1212456.25,1221787.75,1221259.125,1215234.875,1256607.75,1230461.125,1192239.75,1220991.125,1230474.75,1206729.5,1222454.5,1225153.875,1205570.125,1239372.625,1211305.0,1247818.75,1217474.5,1227196.0,1216019.875
2006-04-04,1197720.0,1220216.375,1233473.5,1189569.5,1269236.125,1206217.125,1259585.25,1252413.5,1231424.875,1221190.0,1215794.75,1218945.875,1229109.875,1231307.125,1224172.875,1262980.125,1235673.0,1193834.25,1226593.25,1236984.625,1213191.5,1229523.125,1227919.25,1210145.25,1245568.375,1212533.5,1247159.375,1222851.75,1234298.25,1223496.75
2006-04-05,1221440.375,1259396.5,1264352.0,1213076.625,1304986.5,1234343.75,1298525.25,1291137.0,1262263.625,1250901.0,1247572.5,1252988.125,1256034.875,1267355.625,1259393.75,1298014.375,1277067.625,1224030.0,1258776.25,1273477.0,1248630.375,1263257.5,1260343.375,1240580.0,1278934.125,1243254.125,1280354.0,1256424.5,1266420.625,1260840.25
2006-04-07,1194265.0,1229167.375,1230154.75,1186146.5,1267582.5,1200776.75,1268057.25,1262950.75,1233054.625,1217894.0,1211539.625,1220167.625,1227666.5,1237788.625,1225938.5,1268904.5,1251430.875,1191629.5,1223934.875,1246698.875,1218990.25,1232537.5,1231620.125,1205404.125,1251962.25,1214158.625,1246241.25,1226487.625,1234814.875,1232357.125
2006-04-10,1218257.75,1248686.875,1247164.5,1209967.375,1283923.25,1217801.875,1288375.875,1282065.125,1255544.25,1244064.25,1231435.5,1235778.0,1243969.25,1257064.875,1247023.625,1293653.75,1277031.25,1214406.625,1240083.25,1267095.625,1238955.25,1248346.75,1259558.5,1222241.75,1272440.125,1233908.25,1268096.75,1246943.5,1250799.25,1258533.0
2006-04-12,1186291.75,1209957.5,1205889.0,1178288.75,1241288.0,1180364.125,1249010.0,1242836.25,1222981.125,1216451.75,1196540.875,1197788.25,1209556.625,1220253.25,1209380.5,1260545.0,1241473.25,1179444.0,1203659.5,1232120.0,1200709.375,1205560.625,1228204.25,1183720.875,1236367.25,1198983.0,1232023.25,1211432.125,1213419.0,1226462.625
2006-04-13,1150591.0,1181662.75,1172271.375,1142812.25,1207738.375,1149484.25,1208839.5,1198125.5,1182245.5,1174532.25,1161144.75,1158272.125,1172582.5,1180325.5,1175988.75,1217254.625,1195324.0,1145841.25,1167948.0,1196162.25,1164813.125,1169788.0,1190780.875,1151875.5,1198686.875,1167770.5,1199972.375,1177367.375,1174359.25,1183928.25
2006-04-17,1151108.375,1192418.875,1175158.5,1143314.875,1216603.625,1152302.125,1225141.25,1208506.25,1182202.75,1174524.5,1164004.5,1166762.125,1176022.0,1190513.5,1183435.375,1228310.75,1203021.375,1145792.875,1176514.75,1207376.75,1174914.0,1173239.875,1198131.625,1160336.25,1215376.25,1178432.75,1199944.5,1187565.0,1177253.375,1188519.75
2006-04-18,1166919.0,1207589.0,1188665.5,1159017.5,1230132.75,1165527.5,1239599.625,1223215.75,1198821.375,1191066.0,1177341.5,1179699.625,1189137.75,1204955.75,1201710.125,1242844.0,1220733.375,1161964.875,1189605.5,1222788.25,1189220.75,1186278.25,1215747.875,1173246.75,1229323.0,1192369.0,1216823.25,1202001.25,1190764.0,1209921.625
2006-04-19,1195972.25,1230266.625,1209317.25,1187901.375,1250880.5,1185785.0,1264280.75,1248183.75,1226832.25,1218878.875,1197786.875,1199532.25,1211636.875,1229582.625,1225602.375,1270126.75,1252900.0,1189156.75,1209603.5,1245681.25,1213557.0,1208729.125,1247780.5,1193002.25,1255690.5,1218613.25,1245293.5,1226616.5,1211435.0,1241038.375
2006-04-20,1191367.25,1227486.375,1206099.5,1183329.375,1247865.5,1182614.875,1260950.75,1244575.75,1221916.75,1213999.0,1194604.75,1196664.25,1208605.0,1226013.0,1221073.625,1266642.25,1247598.375,1184370.375,1206709.75,1242894.875,1210037.5,1205698.5,1242515.5,1190147.25,1252559.375,1215265.375,1240299.75,1223045.0,1208216.0,1234850.875
2006-04-21,1194335.625,1233730.25,1209606.5,1186060.25,1246889.5,1185504.625,1261293.5,1247816.25,1225098.375,1217694.125,1199012.25,1197372.375,1211676.0,1231545.875,1225545.375,1269569.375,1251023.25,1188389.0,1207714.125,1248883.5,1214459.875,1209581.25,1245507.5,1189431.125,1254495.5,1219391.25,1243706.5,1228897.75,1211959.875,1238419.625
