weights,n,w_OA,w_TN,w_IPO,w_GOLD,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,B_cagr,B_dcagr,B_dd,B_calmar,B_dcalmar,B_winb,B_winc,B_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.60|IPO:0.05|OA:0.10|TN:0.25,4,0.1,0.25,0.05,0.6,18.31,-8.31,-14.59,1.229,-0.422,1,0,360,19.1,-8.67,-14.59,1.283,-0.336,1,0,360,20.7,-9.61,-6.68,3.119,1.164,360,135,360,False,1.229
GOLD:0.55|IPO:0.10|OA:0.10|TN:0.25,4,0.1,0.25,0.1,0.55,19.23,-7.42,-13.42,1.402,-0.237,28,0,360,20.05,-7.68,-13.42,1.467,-0.138,80,0,360,22.05,-8.26,-5.76,3.874,1.882,360,304,360,False,1.402
GOLD:0.50|IPO:0.15|OA:0.10|TN:0.25,4,0.1,0.25,0.15,0.5,20.11,-6.5,-12.23,1.609,-0.016,166,0,360,20.98,-6.71,-12.23,1.68,0.088,271,0,360,23.35,-6.96,-5.64,4.128,2.193,360,360,360,False,1.609
GOLD:0.45|IPO:0.20|OA:0.10|TN:0.25,4,0.1,0.25,0.2,0.45,20.96,-5.63,-11.03,1.861,0.239,302,0,360,21.9,-5.76,-11.03,1.949,0.356,358,30,360,24.66,-5.65,-5.94,4.139,2.178,360,360,358,False,1.861
GOLD:0.40|IPO:0.25|OA:0.10|TN:0.25,4,0.1,0.25,0.25,0.4,21.84,-4.74,-9.82,2.177,0.567,355,33,360,22.81,-4.86,-9.82,2.281,0.69,360,103,360,25.93,-4.32,-6.26,4.144,2.172,360,360,356,False,2.177
GOLD:0.35|IPO:0.30|OA:0.10|TN:0.25,4,0.1,0.25,0.3,0.35,22.71,-3.88,-8.6,2.583,0.971,360,143,360,23.73,-3.91,-8.6,2.708,1.119,360,299,360,27.21,-3.04,-6.61,4.128,2.154,360,360,332,False,2.583
GOLD:0.30|IPO:0.35|OA:0.10|TN:0.25,4,0.1,0.25,0.35,0.3,23.55,-3.02,-7.64,3.079,1.353,360,258,360,24.62,-2.99,-7.64,3.229,1.585,360,356,360,28.45,-1.73,-7.05,4.055,2.104,360,359,288,False,3.079
GOLD:0.25|IPO:0.40|OA:0.10|TN:0.25,4,0.1,0.25,0.4,0.25,24.39,-2.18,-7.64,3.206,1.477,360,291,329,25.5,-2.09,-7.64,3.357,1.698,360,358,359,29.65,-0.45,-7.64,3.93,1.964,360,342,232,False,3.206
GOLD:0.20|IPO:0.45|OA:0.10|TN:0.25,4,0.1,0.25,0.45,0.2,25.16,-1.37,-8.32,3.02,1.295,360,230,209,26.36,-1.22,-8.32,3.153,1.503,360,348,335,30.88,0.79,-8.32,3.741,1.748,360,317,159,False,3.02
GOLD:0.15|IPO:0.50|OA:0.10|TN:0.25,4,0.1,0.25,0.5,0.15,25.94,-0.57,-9.35,2.796,1.057,360,140,86,27.21,-0.38,-9.35,2.94,1.271,360,316,241,32.1,2.04,-9.35,3.456,1.485,360,253,104,False,2.796
GOLD:0.10|IPO:0.55|OA:0.10|TN:0.25,4,0.1,0.25,0.55,0.1,26.7,0.21,-10.73,2.496,0.815,360,76,25,28.06,0.44,-10.73,2.62,0.989,360,241,161,33.31,3.23,-10.73,3.118,1.203,360,175,70,False,2.496
GOLD:0.05|IPO:0.60|OA:0.10|TN:0.25,4,0.1,0.25,0.6,0.05,27.47,1.0,-12.28,2.235,0.585,348,25,5,28.85,1.26,-12.28,2.348,0.728,360,97,90,34.49,4.43,-12.28,2.813,0.938,360,131,64,False,2.235
IPO:0.65|OA:0.10|TN:0.25,3,0.1,0.25,0.65,0.0,28.21,1.73,-13.98,2.029,0.358,320,4,0,29.66,2.06,-13.98,2.128,0.484,360,35,82,35.68,5.64,-13.98,2.563,0.665,349,61,48,False,2.029
GOLD:0.60|OA:0.10|TN:0.30,3,0.1,0.3,0.0,0.6,17.74,-8.92,-15.02,1.152,-0.496,0,0,0,18.51,-9.26,-15.02,1.202,-0.407,0,0,0,19.63,-10.58,-7.63,2.604,0.648,338,100,100,False,1.152
GOLD:0.55|IPO:0.05|OA:0.10|TN:0.30,4,0.1,0.3,0.05,0.55,18.64,-7.99,-13.85,1.311,-0.318,13,0,360,19.47,-8.28,-13.85,1.372,-0.224,21,0,360,20.99,-9.23,-6.56,3.256,1.248,360,287,360,False,1.311
GOLD:0.50|IPO:0.10|OA:0.10|TN:0.30,4,0.1,0.3,0.1,0.5,19.54,-7.09,-12.67,1.501,-0.119,72,0,360,20.42,-7.31,-12.67,1.574,-0.018,165,0,360,22.32,-7.92,-6.11,3.625,1.715,360,357,360,False,1.501
GOLD:0.45|IPO:0.15|OA:0.10|TN:0.30,4,0.1,0.3,0.15,0.45,20.43,-6.19,-11.47,1.73,0.115,252,1,360,21.34,-6.35,-11.47,1.815,0.231,312,34,360,23.66,-6.67,-6.32,3.724,1.788,360,360,360,False,1.73
GOLD:0.40|IPO:0.20|OA:0.10|TN:0.30,4,0.1,0.3,0.2,0.4,21.29,-5.3,-10.26,2.017,0.413,338,69,360,22.25,-5.43,-10.26,2.117,0.529,360,174,360,24.93,-5.34,-6.62,3.752,1.79,360,360,358,False,2.017
GOLD:0.35|IPO:0.25|OA:0.10|TN:0.30,4,0.1,0.3,0.25,0.35,22.11,-4.44,-9.05,2.382,0.77,360,177,360,23.15,-4.51,-9.05,2.498,0.912,360,300,360,26.2,-4.03,-6.95,3.769,1.797,360,360,351,False,2.382
GOLD:0.30|IPO:0.30|OA:0.10|TN:0.30,4,0.1,0.3,0.3,0.3,22.95,-3.58,-8.1,2.817,1.146,360,305,360,24.04,-3.58,-8.1,2.954,1.334,360,360,360,27.48,-2.73,-7.28,3.773,1.804,360,360,339,False,2.817
GOLD:0.25|IPO:0.35|OA:0.10|TN:0.30,4,0.1,0.3,0.35,0.25,23.8,-2.76,-7.83,3.059,1.348,360,352,336,24.91,-2.69,-7.83,3.196,1.56,360,360,357,28.73,-1.47,-7.71,3.734,1.775,360,360,323,False,3.059
GOLD:0.20|IPO:0.40|OA:0.10|TN:0.30,4,0.1,0.3,0.4,0.2,24.63,-1.95,-8.28,2.974,1.276,360,331,266,25.77,-1.8,-8.28,3.112,1.476,360,360,327,29.96,-0.2,-8.28,3.642,1.684,360,359,298,False,2.974
GOLD:0.15|IPO:0.45|OA:0.10|TN:0.30,4,0.1,0.3,0.45,0.15,25.41,-1.16,-9.01,2.841,1.06,360,294,165,26.64,-0.95,-9.01,2.983,1.284,360,359,279,31.13,1.05,-9.01,3.494,1.468,360,347,251,False,2.841
GOLD:0.10|IPO:0.50|OA:0.10|TN:0.30,4,0.1,0.3,0.5,0.1,26.2,-0.38,-10.24,2.563,0.837,360,208,100,27.47,-0.13,-10.24,2.691,1.042,360,344,251,32.28,2.26,-10.24,3.177,1.211,360,290,189,False,2.563
GOLD:0.05|IPO:0.55|OA:0.10|TN:0.30,4,0.1,0.3,0.55,0.05,26.93,0.39,-11.79,2.283,0.633,354,130,34,28.3,0.69,-11.79,2.402,0.777,360,278,232,33.47,3.48,-11.79,2.85,0.96,360,203,140,False,2.283
IPO:0.60|OA:0.10|TN:0.30,3,0.1,0.3,0.6,0.0,27.66,1.13,-13.33,2.066,0.416,329,48,23,29.1,1.45,-13.33,2.175,0.544,360,151,213,34.66,4.58,-13.33,2.591,0.719,352,156,114,False,2.066
GOLD:0.55|OA:0.10|TN:0.35,3,0.1,0.35,0.0,0.55,18.06,-8.61,-14.27,1.228,-0.398,1,0,0,18.88,-8.9,-14.27,1.283,-0.305,1,0,0,19.94,-10.25,-7.57,2.699,0.72,330,229,229,False,1.228
GOLD:0.50|IPO:0.05|OA:0.10|TN:0.35,4,0.1,0.35,0.05,0.5,18.96,-7.7,-13.1,1.4,-0.216,40,0,360,19.84,-7.93,-13.1,1.469,-0.117,92,0,360,21.26,-8.96,-6.83,3.101,1.197,356,328,360,False,1.4
GOLD:0.45|IPO:0.10|OA:0.10|TN:0.35,4,0.1,0.35,0.1,0.45,19.84,-6.81,-11.91,1.613,0.002,182,4,360,20.76,-6.98,-11.91,1.689,0.117,276,64,360,22.57,-7.64,-6.74,3.343,1.424,360,360,360,False,1.613
GOLD:0.40|IPO:0.15|OA:0.10|TN:0.35,4,0.1,0.35,0.15,0.4,20.73,-5.91,-10.71,1.87,0.266,300,89,360,21.68,-6.03,-10.71,1.964,0.382,345,186,360,23.93,-6.35,-7.02,3.395,1.449,360,360,360,False,1.87
GOLD:0.35|IPO:0.20|OA:0.10|TN:0.35,4,0.1,0.35,0.2,0.35,21.58,-5.05,-9.51,2.194,0.585,356,183,360,22.58,-5.11,-9.51,2.308,0.728,360,300,360,25.25,-5.07,-7.31,3.433,1.465,360,360,359,False,2.194
GOLD:0.30|IPO:0.25|OA:0.10|TN:0.35,4,0.1,0.35,0.25,0.3,22.41,-4.19,-8.57,2.583,0.945,360,320,360,23.47,-4.21,-8.57,2.711,1.105,360,360,360,26.49,-3.77,-7.61,3.461,1.487,360,360,353,False,2.583
GOLD:0.25|IPO:0.30|OA:0.10|TN:0.35,4,0.1,0.35,0.3,0.25,23.22,-3.37,-8.2,2.831,1.15,360,358,337,24.34,-3.31,-8.2,2.972,1.351,360,360,349,27.71,-2.53,-7.95,3.47,1.509,360,360,352,False,2.831
GOLD:0.20|IPO:0.35|OA:0.10|TN:0.35,4,0.1,0.35,0.35,0.2,24.01,-2.56,-8.42,2.856,1.151,360,360,320,25.21,-2.42,-8.42,2.989,1.332,360,360,337,28.96,-1.28,-8.42,3.449,1.499,360,360,347,False,2.856
GOLD:0.15|IPO:0.40|OA:0.10|TN:0.35,4,0.1,0.35,0.4,0.15,24.84,-1.77,-8.99,2.774,1.053,360,350,274,26.05,-1.57,-8.99,2.914,1.259,360,360,320,30.2,-0.02,-8.99,3.396,1.43,360,360,334,False,2.774
GOLD:0.10|IPO:0.45|OA:0.10|TN:0.35,4,0.1,0.35,0.45,0.1,25.63,-0.98,-9.89,2.629,0.85,360,296,206,26.87,-0.74,-9.89,2.763,1.074,360,360,320,31.43,1.21,-9.89,3.218,1.193,360,352,293,False,2.629
GOLD:0.05|IPO:0.50|OA:0.10|TN:0.35,4,0.1,0.35,0.5,0.05,26.4,-0.2,-11.36,2.345,0.64,357,239,150,27.71,0.06,-11.36,2.465,0.819,360,346,317,32.56,2.4,-11.36,2.905,0.943,360,292,250,False,2.345
IPO:0.55|OA:0.10|TN:0.35,3,0.1,0.35,0.55,0.0,27.13,0.56,-12.91,2.104,0.462,337,166,80,28.52,0.89,-12.91,2.215,0.593,360,295,304,33.71,3.58,-12.91,2.615,0.742,354,220,216,False,2.104
GOLD:0.50|OA:0.10|TN:0.40,3,0.1,0.4,0.0,0.5,18.35,-8.3,-13.53,1.308,-0.308,15,0,0,19.23,-8.54,-13.53,1.373,-0.207,41,0,0,20.21,-10.0,-7.72,2.622,0.714,327,302,302,False,1.308
GOLD:0.45|IPO:0.05|OA:0.10|TN:0.40,4,0.1,0.4,0.05,0.45,19.25,-7.41,-12.35,1.497,-0.109,90,8,360,20.18,-7.61,-12.35,1.575,0.009,184,68,360,21.52,-8.7,-7.15,2.957,1.027,352,354,360,False,1.497
GOLD:0.40|IPO:0.10|OA:0.10|TN:0.40,4,0.1,0.4,0.1,0.4,20.13,-6.55,-11.16,1.734,0.133,255,99,360,21.08,-6.68,-11.16,1.824,0.252,324,190,360,22.83,-7.39,-7.42,3.057,1.147,360,360,360,False,1.734
GOLD:0.35|IPO:0.15|OA:0.10|TN:0.40,4,0.1,0.4,0.15,0.35,21.0,-5.7,-10.01,2.027,0.418,334,214,360,22.0,-5.77,-10.01,2.134,0.564,360,300,360,24.16,-6.11,-7.72,3.105,1.174,360,360,360,False,2.027
GOLD:0.30|IPO:0.20|OA:0.10|TN:0.40,4,0.1,0.4,0.2,0.3,21.85,-4.84,-9.03,2.372,0.75,360,316,360,22.9,-4.85,-9.03,2.49,0.905,360,360,360,25.49,-4.85,-8.01,3.157,1.202,360,360,360,False,2.372
GOLD:0.25|IPO:0.25|OA:0.10|TN:0.40,4,0.1,0.4,0.25,0.25,22.67,-3.98,-8.64,2.617,0.931,360,358,339,23.77,-3.94,-8.64,2.746,1.132,360,360,346,26.77,-3.59,-8.3,3.2,1.234,360,360,358,False,2.617
GOLD:0.20|IPO:0.30|OA:0.10|TN:0.40,4,0.1,0.4,0.3,0.2,23.47,-3.17,-8.62,2.676,0.977,360,360,341,24.63,-3.07,-8.62,2.815,1.156,360,360,345,27.99,-2.37,-8.62,3.223,1.256,360,360,355,False,2.676
GOLD:0.15|IPO:0.35|OA:0.10|TN:0.40,4,0.1,0.4,0.35,0.15,24.26,-2.36,-9.11,2.646,0.96,360,360,332,25.46,-2.23,-9.11,2.78,1.125,360,360,347,29.18,-1.12,-9.11,3.2,1.26,360,360,358,False,2.646
GOLD:0.10|IPO:0.40|OA:0.10|TN:0.40,4,0.1,0.4,0.4,0.1,25.01,-1.59,-9.76,2.591,0.833,360,359,296,26.3,-1.36,-9.76,2.723,1.054,360,360,350,30.41,0.1,-9.76,3.159,1.144,360,360,344,False,2.591
GOLD:0.05|IPO:0.45|OA:0.10|TN:0.40,4,0.1,0.4,0.45,0.05,25.82,-0.84,-10.85,2.4,0.648,360,290,244,27.12,-0.52,-10.85,2.529,0.859,360,360,351,31.62,1.27,-10.85,2.939,0.953,360,351,311,False,2.4
IPO:0.50|OA:0.10|TN:0.40,3,0.1,0.4,0.5,0.0,26.58,-0.1,-12.4,2.148,0.469,344,244,213,27.92,0.28,-12.4,2.266,0.63,360,344,347,32.79,2.44,-12.4,2.661,0.731,355,290,276,False,2.148
GOLD:0.45|OA:0.10|TN:0.45,3,0.1,0.45,0.0,0.45,18.63,-8.05,-12.79,1.398,-0.212,51,9,9,19.55,-8.23,-12.79,1.468,-0.091,135,69,69,20.46,-9.72,-8.13,2.57,0.634,322,329,329,False,1.398
GOLD:0.40|IPO:0.05|OA:0.10|TN:0.45,4,0.1,0.45,0.05,0.4,19.52,-7.15,-11.65,1.61,0.005,186,100,360,20.5,-7.3,-11.65,1.695,0.122,268,188,360,21.76,-8.45,-7.82,2.751,0.822,351,360,360,False,1.61
GOLD:0.35|IPO:0.10|OA:0.10|TN:0.45,4,0.1,0.45,0.1,0.35,20.39,-6.28,-10.57,1.876,0.262,292,228,360,21.37,-6.38,-10.57,1.979,0.404,333,300,360,23.06,-7.16,-8.1,2.829,0.904,360,360,360,False,1.876
GOLD:0.30|IPO:0.15|OA:0.10|TN:0.45,4,0.1,0.45,0.15,0.3,21.24,-5.43,-9.52,2.182,0.565,353,293,360,22.3,-5.47,-9.52,2.293,0.723,360,345,360,24.39,-5.89,-8.39,2.875,0.935,360,360,360,False,2.182
GOLD:0.25|IPO:0.20|OA:0.10|TN:0.45,4,0.1,0.45,0.2,0.25,22.08,-4.61,-9.08,2.418,0.728,360,354,350,23.2,-4.59,-9.08,2.542,0.925,360,360,355,25.68,-4.68,-8.68,2.929,0.974,360,360,360,False,2.418
GOLD:0.20|IPO:0.25|OA:0.10|TN:0.45,4,0.1,0.45,0.25,0.2,22.91,-3.78,-9.02,2.469,0.797,360,360,352,24.06,-3.69,-9.02,2.603,0.961,360,360,354,26.98,-3.46,-8.98,2.974,1.013,360,360,360,False,2.469
GOLD:0.15|IPO:0.30|OA:0.10|TN:0.45,4,0.1,0.45,0.3,0.15,23.71,-3.0,-9.29,2.494,0.8,360,360,349,24.89,-2.83,-9.29,2.626,0.972,360,360,355,28.19,-2.25,-9.29,3.0,1.044,360,360,360,False,2.494
GOLD:0.10|IPO:0.35|OA:0.10|TN:0.45,4,0.1,0.45,0.35,0.1,24.48,-2.26,-9.76,2.475,0.781,360,360,347,25.73,-2.01,-9.76,2.598,0.947,360,360,356,29.41,-1.03,-9.76,2.992,1.047,360,360,360,False,2.475
GOLD:0.05|IPO:0.40|OA:0.10|TN:0.45,4,0.1,0.45,0.4,0.05,25.23,-1.5,-10.64,2.408,0.629,360,358,321,26.53,-1.2,-10.64,2.531,0.85,360,360,357,30.6,0.17,-10.64,2.927,0.896,360,360,341,False,2.408
IPO:0.45|OA:0.10|TN:0.45,3,0.1,0.45,0.45,0.0,25.96,-0.77,-11.95,2.201,0.478,349,283,270,27.34,-0.4,-11.95,2.323,0.664,360,360,359,31.81,1.29,-11.95,2.706,0.707,358,348,321,False,2.201
GOLD:0.40|OA:0.10|TN:0.50,3,0.1,0.5,0.0,0.4,18.91,-7.75,-12.29,1.496,-0.118,96,91,91,19.86,-7.93,-12.29,1.578,0.004,183,184,184,20.7,-9.38,-8.55,2.438,0.503,314,330,330,False,1.496
GOLD:0.35|IPO:0.05|OA:0.10|TN:0.50,4,0.1,0.5,0.05,0.35,19.77,-6.87,-11.19,1.736,0.105,237,236,360,20.81,-6.99,-11.19,1.83,0.229,324,300,360,22.0,-8.14,-8.49,2.544,0.625,339,360,360,False,1.736
GOLD:0.30|IPO:0.10|OA:0.10|TN:0.50,4,0.1,0.5,0.1,0.3,20.63,-6.04,-10.05,2.016,0.349,325,278,360,21.66,-6.09,-10.05,2.115,0.495,355,330,360,23.27,-6.92,-8.77,2.633,0.697,359,360,360,False,2.016
GOLD:0.25|IPO:0.15|OA:0.10|TN:0.50,4,0.1,0.5,0.15,0.25,21.47,-5.25,-9.53,2.238,0.555,359,343,356,22.59,-5.21,-9.53,2.353,0.727,360,360,360,24.57,-5.71,-9.06,2.684,0.736,360,360,360,False,2.238
GOLD:0.20|IPO:0.20|OA:0.10|TN:0.50,4,0.1,0.5,0.2,0.2,22.3,-4.46,-9.64,2.26,0.614,360,360,358,23.46,-4.34,-9.64,2.379,0.768,360,360,359,25.87,-4.51,-9.35,2.738,0.783,360,360,360,False,2.26
GOLD:0.15|IPO:0.25|OA:0.10|TN:0.50,4,0.1,0.5,0.25,0.15,23.13,-3.71,-9.64,2.332,0.648,360,360,359,24.32,-3.49,-9.64,2.462,0.806,360,360,359,27.16,-3.27,-9.64,2.781,0.821,360,360,360,False,2.332
GOLD:0.10|IPO:0.30|OA:0.10|TN:0.50,4,0.1,0.5,0.3,0.1,23.91,-2.93,-9.96,2.337,0.646,360,360,359,25.15,-2.68,-9.96,2.463,0.811,360,360,359,28.46,-2.1,-9.96,2.813,0.853,360,360,360,False,2.337
GOLD:0.05|IPO:0.35|OA:0.10|TN:0.50,4,0.1,0.5,0.35,0.05,24.67,-2.16,-10.52,2.319,0.593,360,360,358,25.96,-1.88,-10.52,2.441,0.78,360,360,360,29.57,-0.87,-10.52,2.811,0.816,360,360,359,False,2.319
IPO:0.40|OA:0.10|TN:0.50,3,0.1,0.5,0.4,0.0,25.42,-1.44,-11.55,2.236,0.454,355,347,321,26.77,-1.09,-11.55,2.356,0.667,360,360,360,30.78,0.26,-11.55,2.715,0.67,359,360,352,False,2.236
GOLD:0.35|OA:0.10|TN:0.55,3,0.1,0.55,0.0,0.35,19.15,-7.51,-11.71,1.604,-0.043,150,206,206,20.15,-7.64,-11.71,1.696,0.057,252,300,300,20.91,-9.16,-9.22,2.289,0.347,300,332,332,False,1.604
GOLD:0.30|IPO:0.05|OA:0.10|TN:0.55,4,0.1,0.55,0.05,0.3,20.0,-6.66,-10.57,1.851,0.153,259,275,360,21.07,-6.72,-10.57,1.932,0.305,331,330,360,22.21,-7.94,-9.15,2.376,0.456,321,360,360,False,1.851
GOLD:0.25|IPO:0.10|OA:0.10|TN:0.55,4,0.1,0.55,0.1,0.25,20.86,-5.84,-10.18,2.063,0.374,341,332,359,21.95,-5.85,-10.19,2.162,0.522,360,360,360,23.48,-6.73,-9.44,2.453,0.518,349,360,360,False,2.063
GOLD:0.20|IPO:0.15|OA:0.10|TN:0.55,4,0.1,0.55,0.15,0.2,21.69,-5.06,-10.29,2.096,0.452,359,360,359,22.84,-5.0,-10.29,2.201,0.601,360,360,360,24.74,-5.59,-9.73,2.517,0.566,360,360,360,False,2.096
GOLD:0.15|IPO:0.20|OA:0.10|TN:0.55,4,0.1,0.55,0.2,0.15,22.5,-4.27,-10.02,2.177,0.492,360,360,360,23.71,-4.12,-10.23,2.293,0.641,360,360,360,26.02,-4.34,-10.02,2.573,0.613,360,360,360,False,2.177
GOLD:0.10|IPO:0.25|OA:0.10|TN:0.55,4,0.1,0.55,0.25,0.1,23.33,-3.49,-10.31,2.189,0.502,360,360,360,24.56,-3.28,-10.5,2.311,0.66,360,360,360,27.31,-3.11,-10.31,2.618,0.652,360,360,360,False,2.189
GOLD:0.05|IPO:0.30|OA:0.10|TN:0.55,4,0.1,0.55,0.3,0.05,24.12,-2.72,-10.7,2.192,0.501,359,360,360,25.4,-2.47,-10.77,2.32,0.663,360,360,360,28.6,-1.93,-10.7,2.643,0.679,360,360,360,False,2.192
IPO:0.35|OA:0.10|TN:0.55,3,0.1,0.55,0.35,0.0,24.86,-1.98,-11.55,2.176,0.404,356,360,360,26.18,-1.67,-11.55,2.291,0.613,360,360,360,29.81,-0.81,-11.55,2.625,0.58,359,360,359,False,2.176
GOLD:0.30|OA:0.10|TN:0.60,3,0.1,0.6,0.0,0.3,19.38,-7.35,-11.14,1.711,-0.022,171,239,239,20.42,-7.48,-11.16,1.786,0.143,270,330,330,21.11,-9.08,-9.9,2.16,0.212,285,338,338,False,1.711
GOLD:0.25|IPO:0.05|OA:0.10|TN:0.60,4,0.1,0.6,0.05,0.25,20.23,-6.53,-10.82,1.879,0.186,264,330,360,21.33,-6.55,-10.95,1.966,0.316,316,347,360,22.38,-7.86,-9.95,2.23,0.299,300,360,360,False,1.879
GOLD:0.20|IPO:0.10|OA:0.10|TN:0.60,4,0.1,0.6,0.1,0.2,21.06,-5.68,-10.91,1.943,0.295,332,354,360,22.2,-5.67,-11.07,2.042,0.407,360,360,360,23.64,-6.63,-10.22,2.306,0.357,339,360,360,False,1.943
GOLD:0.15|IPO:0.15|OA:0.10|TN:0.60,4,0.1,0.6,0.15,0.15,21.88,-4.86,-10.68,1.982,0.33,350,360,360,23.06,-4.8,-11.2,2.088,0.459,360,360,360,24.88,-5.4,-10.54,2.371,0.404,349,360,360,False,1.982
GOLD:0.10|IPO:0.20|OA:0.10|TN:0.60,4,0.1,0.6,0.2,0.1,22.69,-4.07,-10.82,2.05,0.356,353,360,360,23.95,-3.96,-11.45,2.163,0.506,360,360,360,26.17,-4.19,-10.82,2.421,0.45,355,360,360,False,2.05
GOLD:0.05|IPO:0.25|OA:0.10|TN:0.60,4,0.1,0.6,0.25,0.05,23.5,-3.28,-11.1,2.063,0.368,354,360,360,24.78,-3.1,-11.71,2.183,0.527,360,360,360,27.44,-2.98,-11.1,2.467,0.491,357,360,360,False,2.063
IPO:0.30|OA:0.10|TN:0.60,3,0.1,0.6,0.3,0.0,24.28,-2.53,-11.49,2.073,0.346,354,360,360,25.6,-2.27,-11.98,2.197,0.526,359,360,360,28.71,-1.83,-11.49,2.483,0.485,357,360,360,False,2.073
GOLD:0.25|OA:0.10|TN:0.65,3,0.1,0.65,0.0,0.25,19.59,-7.2,-11.54,1.689,0.009,186,301,301,20.67,-7.25,-11.72,1.766,0.117,266,330,330,21.3,-9.04,-10.83,2.045,0.069,238,347,347,False,1.689
GOLD:0.20|IPO:0.05|OA:0.10|TN:0.65,4,0.1,0.65,0.05,0.2,20.43,-6.36,-11.63,1.79,0.11,238,330,360,21.58,-6.36,-11.93,1.881,0.22,288,360,360,22.58,-7.76,-10.94,2.105,0.158,272,360,360,False,1.79
GOLD:0.15|IPO:0.10|OA:0.10|TN:0.65,4,0.1,0.65,0.1,0.15,21.25,-5.54,-11.74,1.827,0.171,303,360,360,22.45,-5.51,-12.09,1.916,0.285,343,360,360,23.81,-6.52,-11.1,2.173,0.216,301,360,360,False,1.827
GOLD:0.10|IPO:0.15|OA:0.10|TN:0.65,4,0.1,0.65,0.15,0.1,22.08,-4.73,-11.54,1.884,0.21,329,360,360,23.27,-4.65,-12.34,1.982,0.325,359,360,360,25.04,-5.28,-11.42,2.229,0.259,329,360,360,False,1.884
GOLD:0.05|IPO:0.20|OA:0.10|TN:0.65,4,0.1,0.65,0.2,0.05,22.85,-3.94,-11.85,1.936,0.228,331,360,360,24.15,-3.78,-12.58,2.037,0.357,359,360,360,26.28,-4.05,-11.68,2.287,0.304,334,360,360,False,1.936
IPO:0.25|OA:0.10|TN:0.65,3,0.1,0.65,0.25,0.0,23.65,-3.17,-12.16,1.951,0.227,328,360,360,24.99,-2.94,-12.84,2.063,0.379,356,360,360,27.55,-2.87,-12.01,2.327,0.33,340,360,360,False,1.951
GOLD:0.20|OA:0.10|TN:0.70,3,0.1,0.7,0.0,0.2,19.8,-7.07,-12.37,1.616,-0.067,114,310,310,20.91,-7.08,-12.89,1.693,0.035,211,330,330,21.47,-8.87,-12.0,1.915,-0.062,124,352,352,False,1.616
GOLD:0.15|IPO:0.05|OA:0.10|TN:0.70,4,0.1,0.7,0.05,0.15,20.63,-6.24,-12.6,1.683,-0.002,178,337,360,21.8,-6.17,-12.92,1.765,0.101,245,360,360,22.76,-7.63,-12.0,1.977,0.016,194,360,360,False,1.683
GOLD:0.10|IPO:0.10|OA:0.10|TN:0.70,4,0.1,0.7,0.1,0.1,21.44,-5.41,-12.48,1.716,0.054,226,360,360,22.68,-5.31,-13.1,1.807,0.141,294,360,360,23.96,-6.38,-12.23,2.024,0.08,226,360,360,False,1.716
GOLD:0.05|IPO:0.15|OA:0.10|TN:0.70,4,0.1,0.7,0.15,0.05,22.25,-4.6,-12.79,1.795,0.097,268,360,360,23.48,-4.44,-13.4,1.875,0.182,309,360,360,25.18,-5.18,-12.53,2.08,0.121,263,360,360,False,1.795
IPO:0.20|OA:0.10|TN:0.70,3,0.1,0.7,0.2,0.0,22.98,-3.81,-13.09,1.829,0.096,269,360,360,24.34,-3.6,-13.67,1.898,0.211,312,360,360,26.39,-3.98,-12.85,2.128,0.141,277,360,360,False,1.829
GOLD:0.15|OA:0.10|TN:0.75,3,0.1,0.75,0.0,0.15,19.99,-6.9,-13.37,1.519,-0.174,50,312,312,21.12,-6.87,-13.96,1.563,-0.073,47,330,330,21.62,-8.7,-13.03,1.797,-0.191,44,357,357,False,1.519
GOLD:0.10|IPO:0.05|OA:0.10|TN:0.75,4,0.1,0.75,0.05,0.1,20.79,-6.08,-13.39,1.565,-0.119,83,360,360,22.0,-6.0,-14.04,1.623,-0.033,102,360,360,22.89,-7.46,-13.19,1.858,-0.117,97,360,360,False,1.565
GOLD:0.05|IPO:0.10|OA:0.10|TN:0.75,4,0.1,0.75,0.1,0.05,21.6,-5.25,-13.54,1.642,-0.063,117,360,360,22.87,-5.13,-14.3,1.69,0.01,199,360,360,24.09,-6.22,-13.47,1.911,-0.06,133,360,360,False,1.642
IPO:0.15|OA:0.10|TN:0.75,3,0.1,0.75,0.15,0.0,22.4,-4.46,-13.82,1.713,-0.042,144,360,360,23.67,-4.29,-14.58,1.736,0.046,251,360,360,25.29,-5.02,-13.72,1.959,-0.028,162,360,360,False,1.713
GOLD:0.10|OA:0.10|TN:0.80,3,0.1,0.8,0.0,0.1,20.15,-6.73,-14.5,1.431,-0.27,9,330,330,21.32,-6.7,-15.02,1.462,-0.183,0,330,330,21.76,-8.5,-13.94,1.705,-0.309,4,360,360,False,1.431
GOLD:0.05|IPO:0.05|OA:0.10|TN:0.80,4,0.1,0.8,0.05,0.05,20.96,-5.9,-14.14,1.5,-0.216,13,360,360,22.19,-5.84,-15.25,1.535,-0.147,6,360,360,23.01,-7.22,-14.14,1.758,-0.239,11,360,360,False,1.5
