weights,n,w_OA,w_TN,w_IPO,w_GOLD,w_MYB,A_cagr,A_dcagr,A_dd,A_calmar,A_dcalmar,A_winb,A_winc,A_winm,C_cagr,C_dcagr,C_dd,C_calmar,C_dcalmar,C_winb,C_winc,C_winm,ADMITTED,minCalmar
GOLD:0.50|OA:0.20|TN:0.30,3,0.2,0.3,0.0,0.5,0.0,19.84,-6.79,-12.78,1.514,-0.105,80,0,0,22.3,-8.11,-6.5,3.427,1.439,360,337,337,False,1.514
IPO:0.10|MYB:0.40|OA:0.20|TN:0.30,4,0.2,0.3,0.1,0.0,0.4,25.55,-1.06,-10.9,2.347,0.651,360,98,305,31.93,1.77,-10.9,2.931,0.994,360,218,345,False,2.347
GOLD:0.10|IPO:0.10|MYB:0.30|OA:0.20|TN:0.30,5,0.2,0.3,0.1,0.1,0.3,24.67,-1.93,-9.1,2.691,1.025,360,274,302,30.28,0.0,-9.1,3.29,1.415,360,327,341,False,2.691
GOLD:0.20|IPO:0.10|MYB:0.20|OA:0.20|TN:0.30,5,0.2,0.3,0.1,0.2,0.2,23.73,-2.89,-7.9,2.988,1.336,360,349,314,28.56,-1.72,-7.9,3.589,1.718,360,356,340,False,2.988
GOLD:0.30|IPO:0.10|MYB:0.10|OA:0.20|TN:0.30,5,0.2,0.3,0.1,0.3,0.1,22.71,-3.89,-8.21,2.683,1.082,360,291,360,26.81,-3.52,-7.03,3.828,1.901,360,360,340,False,2.683
GOLD:0.40|IPO:0.10|OA:0.20|TN:0.30,4,0.2,0.3,0.1,0.4,0.0,21.64,-5.0,-10.39,2.028,0.428,340,40,360,24.93,-5.46,-6.69,3.722,1.77,360,360,351,False,2.028
IPO:0.20|MYB:0.30|OA:0.20|TN:0.30,4,0.2,0.3,0.2,0.0,0.3,26.27,-0.31,-10.92,2.402,0.744,360,138,180,32.8,2.57,-10.92,3.001,1.115,360,238,243,False,2.402
GOLD:0.10|IPO:0.20|MYB:0.20|OA:0.20|TN:0.30,5,0.2,0.3,0.2,0.1,0.2,25.37,-1.22,-8.93,2.825,1.164,360,319,254,31.1,0.81,-8.93,3.453,1.562,360,351,306,False,2.825
GOLD:0.20|IPO:0.20|MYB:0.10|OA:0.20|TN:0.30,5,0.2,0.3,0.2,0.2,0.1,24.41,-2.19,-7.84,3.138,1.428,360,357,263,29.36,-0.97,-7.84,3.783,1.839,360,360,311,False,3.138
GOLD:0.30|IPO:0.20|OA:0.20|TN:0.30,4,0.2,0.3,0.2,0.3,0.0,23.38,-3.25,-8.23,2.826,1.125,360,318,349,27.54,-2.82,-7.44,3.728,1.78,360,360,325,False,2.826
IPO:0.30|MYB:0.20|OA:0.20|TN:0.30,4,0.2,0.3,0.3,0.0,0.2,26.94,0.39,-11.6,2.312,0.651,354,104,74,33.58,3.36,-11.6,2.873,0.977,360,207,142,False,2.312
GOLD:0.10|IPO:0.30|MYB:0.10|OA:0.20|TN:0.30,5,0.2,0.3,0.3,0.1,0.1,26.04,-0.54,-9.51,2.734,1.025,360,296,161,31.85,1.61,-9.51,3.349,1.393,360,331,234,False,2.734
GOLD:0.20|IPO:0.30|OA:0.20|TN:0.30,4,0.2,0.3,0.3,0.2,0.0,25.02,-1.54,-8.43,2.958,1.235,360,340,212,30.0,-0.23,-8.43,3.555,1.579,360,360,263,False,2.958
IPO:0.40|MYB:0.10|OA:0.20|TN:0.30,4,0.2,0.3,0.4,0.0,0.1,27.59,1.02,-12.55,2.187,0.541,339,63,42,34.23,4.1,-12.55,2.708,0.843,357,150,123,False,2.187
GOLD:0.10|IPO:0.40|OA:0.20|TN:0.30,4,0.2,0.3,0.4,0.1,0.0,26.67,0.1,-10.56,2.543,0.811,360,194,139,32.47,2.28,-10.56,3.109,1.128,360,279,208,False,2.543
IPO:0.50|OA:0.20|TN:0.30,3,0.2,0.3,0.5,0.0,0.0,28.18,1.64,-13.62,2.065,0.42,329,12,62,34.82,4.68,-13.62,2.552,0.679,350,103,163,False,2.065
MYB:0.40|OA:0.20|TN:0.40,3,0.2,0.4,0.0,0.0,0.4,24.34,-2.31,-11.01,2.195,0.495,356,210,210,29.75,-0.43,-11.01,2.692,0.753,360,292,292,False,2.195
GOLD:0.10|MYB:0.30|OA:0.20|TN:0.40,4,0.2,0.4,0.0,0.1,0.3,23.45,-3.2,-9.7,2.406,0.754,360,339,339,28.14,-2.12,-9.7,2.917,1.013,360,355,355,False,2.406
GOLD:0.20|MYB:0.20|OA:0.20|TN:0.40,4,0.2,0.4,0.0,0.2,0.2,22.48,-4.14,-8.74,2.586,0.868,360,359,359,26.43,-3.85,-8.51,3.116,1.175,360,360,360,False,2.586
GOLD:0.30|MYB:0.10|OA:0.20|TN:0.40,4,0.2,0.4,0.0,0.3,0.1,21.48,-5.15,-9.24,2.265,0.606,359,271,271,24.7,-5.64,-7.89,3.116,1.194,360,360,360,False,2.265
GOLD:0.40|OA:0.20|TN:0.40,3,0.2,0.4,0.0,0.4,0.0,20.43,-6.22,-11.27,1.744,0.144,257,53,53,22.78,-7.5,-7.71,2.951,1.008,360,358,358,False,1.744
IPO:0.10|MYB:0.30|OA:0.20|TN:0.40,4,0.2,0.4,0.1,0.0,0.3,25.07,-1.58,-10.51,2.387,0.69,360,289,316,30.68,0.39,-10.51,2.924,0.99,360,328,334,False,2.387
GOLD:0.10|IPO:0.10|MYB:0.20|OA:0.20|TN:0.40,5,0.2,0.4,0.1,0.1,0.2,24.15,-2.48,-9.2,2.626,0.979,360,353,331,29.06,-1.31,-9.2,3.183,1.275,360,358,346,False,2.626
GOLD:0.20|IPO:0.10|MYB:0.10|OA:0.20|TN:0.40,5,0.2,0.4,0.1,0.2,0.1,23.2,-3.42,-8.66,2.708,0.989,360,360,322,27.26,-3.08,-8.32,3.271,1.339,360,360,349,False,2.708
GOLD:0.30|IPO:0.10|OA:0.20|TN:0.40,4,0.2,0.4,0.1,0.3,0.0,22.19,-4.47,-9.15,2.375,0.72,360,318,346,25.43,-4.9,-8.07,3.149,1.19,360,360,356,False,2.375
IPO:0.20|MYB:0.20|OA:0.20|TN:0.40,4,0.2,0.4,0.2,0.0,0.2,25.81,-0.85,-10.77,2.375,0.753,360,283,251,31.54,1.19,-10.77,2.91,1.052,360,324,295,False,2.375
GOLD:0.10|IPO:0.20|MYB:0.10|OA:0.20|TN:0.40,5,0.2,0.4,0.2,0.1,0.1,24.89,-1.8,-9.29,2.698,0.958,360,356,318,29.81,-0.54,-9.29,3.253,1.256,360,360,339,False,2.698
GOLD:0.20|IPO:0.20|OA:0.20|TN:0.40,4,0.2,0.4,0.2,0.2,0.0,23.88,-2.78,-8.81,2.696,0.993,360,360,333,28.0,-2.34,-8.81,3.175,1.246,360,360,355,False,2.696
IPO:0.30|MYB:0.10|OA:0.20|TN:0.40,4,0.2,0.4,0.3,0.0,0.1,26.41,-0.21,-11.67,2.263,0.61,356,264,211,32.27,1.92,-11.67,2.754,0.874,360,305,272,False,2.263
GOLD:0.10|IPO:0.30|OA:0.20|TN:0.40,4,0.2,0.4,0.3,0.1,0.0,25.44,-1.15,-9.85,2.596,0.818,360,352,289,30.49,0.17,-9.85,3.117,1.082,360,358,335,False,2.596
IPO:0.40|OA:0.20|TN:0.40,3,0.2,0.4,0.4,0.0,0.0,26.99,0.39,-12.7,2.143,0.462,342,216,207,32.89,2.58,-12.7,2.61,0.682,355,262,284,False,2.143
MYB:0.30|OA:0.20|TN:0.50,3,0.2,0.5,0.0,0.0,0.3,23.77,-2.91,-11.38,2.073,0.377,354,326,326,28.47,-1.78,-11.38,2.48,0.543,359,355,355,False,2.073
GOLD:0.10|MYB:0.20|OA:0.20|TN:0.50,4,0.2,0.5,0.0,0.1,0.2,22.88,-3.76,-10.25,2.271,0.49,360,358,358,26.83,-3.52,-10.25,2.646,0.658,360,360,360,False,2.271
GOLD:0.20|MYB:0.10|OA:0.20|TN:0.50,4,0.2,0.5,0.0,0.2,0.1,21.94,-4.71,-10.03,2.217,0.504,360,353,353,25.08,-5.23,-9.52,2.664,0.717,360,360,360,False,2.217
GOLD:0.30|OA:0.20|TN:0.50,3,0.2,0.5,0.0,0.3,0.0,20.95,-5.72,-10.46,2.009,0.297,327,279,279,23.22,-6.95,-9.19,2.543,0.595,356,360,360,False,2.009
IPO:0.10|MYB:0.20|OA:0.20|TN:0.50,4,0.2,0.5,0.1,0.0,0.2,24.53,-2.15,-10.95,2.236,0.53,360,349,344,29.33,-1.03,-10.95,2.674,0.723,360,358,353,False,2.236
GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.20|TN:0.50,5,0.2,0.5,0.1,0.1,0.1,23.61,-3.07,-9.96,2.367,0.626,360,360,353,27.64,-2.78,-9.96,2.774,0.812,360,360,360,False,2.367
GOLD:0.20|IPO:0.10|OA:0.20|TN:0.50,4,0.2,0.5,0.1,0.2,0.0,22.64,-4.06,-10.02,2.281,0.573,360,360,355,25.83,-4.52,-9.43,2.716,0.775,360,360,360,False,2.281
IPO:0.20|MYB:0.10|OA:0.20|TN:0.50,4,0.2,0.5,0.2,0.0,0.1,25.25,-1.55,-11.14,2.294,0.542,360,348,328,30.15,-0.31,-11.14,2.762,0.737,360,357,340,False,2.294
GOLD:0.10|IPO:0.20|OA:0.20|TN:0.50,4,0.2,0.5,0.2,0.1,0.0,24.29,-2.51,-10.13,2.357,0.676,360,360,353,28.35,-2.07,-10.13,2.779,0.843,360,360,360,False,2.357
IPO:0.30|OA:0.20|TN:0.50,3,0.2,0.5,0.3,0.0,0.0,25.87,-0.99,-11.71,2.24,0.457,357,323,325,30.79,0.31,-11.71,2.676,0.637,360,341,334,False,2.24
MYB:0.20|OA:0.20|TN:0.60,3,0.2,0.6,0.0,0.0,0.2,23.23,-3.5,-12.21,1.932,0.169,329,354,354,27.1,-3.26,-12.19,2.261,0.246,338,360,360,False,1.932
GOLD:0.10|MYB:0.10|OA:0.20|TN:0.60,4,0.2,0.6,0.0,0.1,0.1,22.34,-4.43,-11.41,2.016,0.234,342,360,360,25.39,-4.99,-11.41,2.306,0.298,341,360,360,False,2.016
GOLD:0.20|OA:0.20|TN:0.60,3,0.2,0.6,0.0,0.2,0.0,21.4,-5.39,-11.44,1.882,0.191,312,332,332,23.63,-6.74,-10.77,2.235,0.278,324,360,360,False,1.882
IPO:0.10|MYB:0.10|OA:0.20|TN:0.60,4,0.2,0.6,0.1,0.0,0.1,23.96,-2.8,-11.9,2.076,0.297,359,360,360,27.88,-2.49,-11.89,2.415,0.401,359,360,359,False,2.076
GOLD:0.10|IPO:0.10|OA:0.20|TN:0.60,4,0.2,0.6,0.1,0.1,0.0,23.06,-3.74,-11.21,2.066,0.32,355,360,360,26.12,-4.25,-10.92,2.375,0.408,354,360,360,False,2.066
IPO:0.20|OA:0.20|TN:0.60,3,0.2,0.6,0.2,0.0,0.0,24.64,-2.13,-11.76,2.08,0.346,356,360,360,28.6,-1.8,-11.76,2.445,0.456,357,360,359,False,2.08
MYB:0.10|OA:0.20|TN:0.70,3,0.2,0.7,0.0,0.0,0.1,22.68,-4.16,-13.38,1.752,-0.029,141,356,356,25.66,-4.74,-13.38,1.996,-0.04,136,360,360,False,1.752
GOLD:0.10|OA:0.20|TN:0.70,3,0.2,0.7,0.0,0.1,0.0,21.74,-5.08,-12.8,1.739,-0.02,160,342,342,23.94,-6.44,-12.72,1.985,-0.036,150,360,360,False,1.739
IPO:0.10|OA:0.20|TN:0.70,3,0.2,0.7,0.1,0.0,0.0,23.35,-3.46,-13.27,1.847,0.059,259,360,360,26.38,-3.97,-13.11,2.099,0.07,247,360,360,False,1.847
OA:0.20|TN:0.80,2,0.2,0.8,0.0,0.0,0.0,22.05,-4.84,-14.82,1.565,-0.225,7,0,0,24.15,-6.07,-14.81,1.728,-0.308,8,0,0,False,1.565
MYB:0.70|OA:0.30,2,0.3,0.0,0.0,0.0,0.7,27.13,0.51,-13.96,1.945,0.255,301,156,156,35.37,5.2,-13.96,2.538,0.629,348,348,348,False,1.945
GOLD:0.10|MYB:0.60|OA:0.30,3,0.3,0.0,0.0,0.1,0.6,26.3,-0.31,-11.92,2.201,0.53,340,324,324,33.76,3.46,-11.92,2.835,0.93,356,360,360,False,2.201
GOLD:0.20|MYB:0.50|OA:0.30,3,0.3,0.0,0.0,0.2,0.5,25.43,-1.22,-10.67,2.385,0.713,352,360,360,32.1,1.77,-10.67,3.032,1.12,359,360,360,False,2.385
GOLD:0.30|MYB:0.40|OA:0.30,3,0.3,0.0,0.0,0.3,0.4,24.42,-2.18,-9.43,2.603,0.919,359,360,360,30.39,0.06,-9.43,3.214,1.332,360,360,360,False,2.603
GOLD:0.40|MYB:0.30|OA:0.30,3,0.3,0.0,0.0,0.4,0.3,23.38,-3.25,-8.74,2.671,0.995,360,360,360,28.57,-1.7,-8.59,3.345,1.407,360,360,360,False,2.671
GOLD:0.50|MYB:0.20|OA:0.30,3,0.3,0.0,0.0,0.5,0.2,22.26,-4.36,-10.8,2.061,0.377,337,312,312,26.7,-3.59,-8.44,3.175,1.264,360,360,360,False,2.061
GOLD:0.60|MYB:0.10|OA:0.30,3,0.3,0.0,0.0,0.6,0.1,21.09,-5.53,-12.94,1.639,-0.054,159,0,0,24.7,-5.51,-8.63,2.878,0.971,359,360,360,False,1.639
GOLD:0.70|OA:0.30,2,0.3,0.0,0.0,0.7,0.0,19.9,-6.76,-15.04,1.325,-0.362,20,0,0,22.72,-7.51,-8.83,2.587,0.683,352,360,360,False,1.325
IPO:0.10|MYB:0.60|OA:0.30,3,0.3,0.0,0.1,0.0,0.6,27.95,1.33,-13.32,2.105,0.404,330,276,336,36.47,6.22,-13.32,2.754,0.814,357,360,348,False,2.105
GOLD:0.10|IPO:0.10|MYB:0.50|OA:0.30,4,0.3,0.0,0.1,0.1,0.5,27.07,0.49,-11.28,2.384,0.736,352,360,336,34.84,4.42,-11.28,3.07,1.172,359,360,360,True,2.384
GOLD:0.20|IPO:0.10|MYB:0.40|OA:0.30,4,0.3,0.0,0.1,0.2,0.4,26.12,-0.46,-10.0,2.625,0.972,359,360,348,33.07,2.74,-10.0,3.309,1.44,360,360,360,False,2.625
GOLD:0.30|IPO:0.10|MYB:0.30|OA:0.30,4,0.3,0.0,0.1,0.3,0.3,25.14,-1.45,-8.62,2.933,1.236,360,360,360,31.3,0.96,-8.62,3.609,1.715,360,360,360,False,2.933
GOLD:0.40|IPO:0.10|MYB:0.20|OA:0.30,4,0.3,0.0,0.1,0.4,0.2,24.09,-2.55,-8.37,2.876,1.19,360,360,360,29.37,-0.89,-7.6,3.843,1.917,360,360,360,False,2.876
GOLD:0.50|IPO:0.10|MYB:0.10|OA:0.30,4,0.3,0.0,0.1,0.5,0.1,22.99,-3.68,-10.54,2.183,0.504,343,348,360,27.46,-2.77,-7.3,3.788,1.87,360,360,360,False,2.183
GOLD:0.60|IPO:0.10|OA:0.30,3,0.3,0.0,0.1,0.6,0.0,21.86,-4.86,-12.69,1.722,0.036,203,12,360,25.52,-4.75,-7.41,3.441,1.569,360,360,360,False,1.722
IPO:0.20|MYB:0.50|OA:0.30,3,0.3,0.0,0.2,0.0,0.5,28.69,2.11,-13.38,2.143,0.458,341,324,192,37.49,6.98,-13.38,2.779,0.872,359,360,240,False,2.143
GOLD:0.10|IPO:0.20|MYB:0.40|OA:0.30,4,0.3,0.0,0.2,0.1,0.4,27.8,1.21,-10.97,2.535,0.856,359,360,264,35.76,5.25,-10.97,3.259,1.335,360,360,324,False,2.535
GOLD:0.20|IPO:0.20|MYB:0.30|OA:0.30,4,0.3,0.0,0.2,0.2,0.3,26.88,0.24,-9.49,2.827,1.161,360,360,324,34.01,3.45,-9.49,3.582,1.674,360,360,360,True,2.827
GOLD:0.30|IPO:0.20|MYB:0.20|OA:0.30,4,0.3,0.0,0.2,0.3,0.2,25.92,-0.8,-8.08,3.178,1.513,360,360,360,32.18,1.68,-8.08,3.933,2.05,360,360,360,False,3.178
GOLD:0.40|IPO:0.20|MYB:0.10|OA:0.30,4,0.3,0.0,0.2,0.4,0.1,24.9,-1.89,-8.09,3.066,1.384,360,360,360,30.28,-0.14,-6.89,4.369,2.423,360,360,360,False,3.066
GOLD:0.50|IPO:0.20|OA:0.30,3,0.3,0.0,0.2,0.5,0.0,23.82,-3.06,-10.28,2.305,0.621,353,360,360,28.35,-2.1,-6.34,4.479,2.558,360,360,360,False,2.305
IPO:0.30|MYB:0.40|OA:0.30,3,0.3,0.0,0.3,0.0,0.4,29.46,2.86,-14.32,2.058,0.414,330,300,84,38.31,7.77,-14.32,2.672,0.797,360,360,132,False,2.058
GOLD:0.10|IPO:0.30|MYB:0.30|OA:0.30,4,0.3,0.0,0.3,0.1,0.3,28.6,1.95,-11.61,2.463,0.783,360,360,156,36.61,6.04,-11.61,3.133,1.236,360,360,300,False,2.463
GOLD:0.20|IPO:0.30|MYB:0.20|OA:0.30,4,0.3,0.0,0.3,0.2,0.2,27.67,0.95,-9.84,2.801,1.126,360,360,276,34.86,4.27,-9.84,3.52,1.617,360,360,348,False,2.801
GOLD:0.30|IPO:0.30|MYB:0.10|OA:0.30,4,0.3,0.0,0.3,0.3,0.1,26.66,-0.12,-8.5,3.11,1.47,360,360,348,33.03,2.43,-8.5,3.859,1.981,360,360,360,True,3.11
GOLD:0.40|IPO:0.30|OA:0.30,3,0.3,0.0,0.3,0.4,0.0,25.54,-1.25,-7.84,3.249,1.56,360,360,360,30.99,0.44,-7.35,4.205,2.303,360,360,360,False,3.249
IPO:0.40|MYB:0.30|OA:0.30,3,0.3,0.0,0.4,0.0,0.3,30.19,3.57,-15.27,1.98,0.333,327,240,0,39.22,8.65,-15.27,2.569,0.685,355,360,156,False,1.98
GOLD:0.10|IPO:0.40|MYB:0.20|OA:0.30,4,0.3,0.0,0.4,0.1,0.2,29.29,2.63,-12.59,2.337,0.66,359,360,144,37.45,6.85,-12.59,2.973,1.074,360,360,276,False,2.337
GOLD:0.20|IPO:0.40|MYB:0.10|OA:0.30,4,0.3,0.0,0.4,0.2,0.1,28.33,1.62,-10.67,2.644,0.974,360,360,180,35.62,5.05,-10.67,3.309,1.412,360,360,348,False,2.644
GOLD:0.30|IPO:0.40|OA:0.30,3,0.3,0.0,0.4,0.3,0.0,27.24,0.55,-9.33,2.908,1.224,360,360,336,33.68,3.09,-9.33,3.571,1.657,360,360,360,True,2.908
IPO:0.50|MYB:0.20|OA:0.30,3,0.3,0.0,0.5,0.0,0.2,30.88,4.21,-16.2,1.911,0.253,302,120,72,40.02,9.39,-16.2,2.465,0.578,346,348,264,False,1.911
GOLD:0.10|IPO:0.50|MYB:0.10|OA:0.30,4,0.3,0.0,0.5,0.1,0.1,29.93,3.27,-13.53,2.222,0.536,348,360,240,38.17,7.59,-13.53,2.809,0.91,360,360,360,False,2.222
GOLD:0.20|IPO:0.50|OA:0.30,3,0.3,0.0,0.5,0.2,0.0,28.95,2.22,-11.63,2.49,0.808,360,360,204,36.32,5.68,-11.63,3.122,1.201,360,360,360,False,2.49
IPO:0.60|MYB:0.10|OA:0.30,3,0.3,0.0,0.6,0.0,0.1,31.51,4.82,-17.09,1.845,0.18,269,12,216,40.72,10.09,-17.09,2.373,0.475,333,336,348,False,1.845
GOLD:0.10|IPO:0.60|OA:0.30,3,0.3,0.0,0.6,0.1,0.0,30.57,3.81,-14.45,2.127,0.432,336,336,276,38.83,8.27,-14.45,2.675,0.763,358,360,360,False,2.127
IPO:0.70|OA:0.30,2,0.3,0.0,0.7,0.0,0.0,32.06,5.33,-17.97,1.786,0.106,240,0,276,41.31,10.74,-17.97,2.292,0.379,327,264,360,False,1.786
MYB:0.60|OA:0.30|TN:0.10,3,0.3,0.1,0.0,0.0,0.6,26.67,0.13,-12.98,2.056,0.367,327,81,81,34.23,4.1,-12.98,2.636,0.73,355,286,286,False,2.056
GOLD:0.10|MYB:0.50|OA:0.30|TN:0.10,4,0.3,0.1,0.0,0.1,0.5,25.84,-0.72,-11.09,2.328,0.66,355,252,252,32.61,2.28,-11.09,2.939,1.031,359,354,354,False,2.328
GOLD:0.20|MYB:0.40|OA:0.30|TN:0.10,4,0.3,0.1,0.0,0.2,0.4,24.95,-1.64,-9.81,2.551,0.87,359,340,340,30.93,0.6,-9.81,3.153,1.254,360,360,360,False,2.551
GOLD:0.30|MYB:0.30|OA:0.30|TN:0.10,4,0.3,0.1,0.0,0.3,0.3,23.98,-2.63,-8.53,2.822,1.117,360,360,360,29.17,-1.14,-8.53,3.429,1.507,360,360,360,False,2.822
GOLD:0.40|MYB:0.20|OA:0.30|TN:0.10,4,0.3,0.1,0.0,0.4,0.2,22.95,-3.7,-9.22,2.488,0.823,360,354,354,27.33,-3.01,-7.88,3.475,1.567,360,360,360,False,2.488
GOLD:0.50|MYB:0.10|OA:0.30|TN:0.10,4,0.3,0.1,0.0,0.5,0.1,21.84,-4.82,-11.39,1.919,0.243,314,14,14,25.42,-4.88,-7.82,3.269,1.375,360,360,360,False,1.919
GOLD:0.60|OA:0.30|TN:0.10,3,0.3,0.1,0.0,0.6,0.0,20.65,-6.01,-13.51,1.528,-0.149,74,0,0,23.48,-6.81,-8.01,2.943,1.05,360,360,360,False,1.528
IPO:0.10|MYB:0.50|OA:0.30|TN:0.10,4,0.3,0.1,0.1,0.0,0.5,27.48,0.93,-12.42,2.222,0.509,348,191,279,35.19,4.99,-12.42,2.843,0.905,359,355,315,False,2.222
GOLD:0.10|IPO:0.10|MYB:0.40|OA:0.30|TN:0.10,5,0.3,0.1,0.1,0.1,0.4,26.62,0.05,-10.52,2.538,0.853,359,332,317,33.54,3.22,-10.52,3.196,1.269,360,360,354,False,2.538
GOLD:0.20|IPO:0.10|MYB:0.30|OA:0.30|TN:0.10,5,0.3,0.1,0.1,0.2,0.3,25.71,-0.89,-9.12,2.828,1.147,360,360,336,31.83,1.45,-9.12,3.482,1.593,360,360,345,False,2.828
GOLD:0.30|IPO:0.10|MYB:0.20|OA:0.30|TN:0.10,5,0.3,0.1,0.1,0.3,0.2,24.73,-1.93,-7.77,3.175,1.472,360,360,350,30.03,-0.33,-7.77,3.838,1.932,360,360,360,False,3.175
GOLD:0.40|IPO:0.10|MYB:0.10|OA:0.30|TN:0.10,5,0.3,0.1,0.1,0.4,0.1,23.65,-3.02,-8.96,2.632,0.98,360,360,360,28.13,-2.17,-6.84,4.123,2.179,360,360,360,False,2.632
GOLD:0.50|IPO:0.10|OA:0.30|TN:0.10,4,0.3,0.1,0.1,0.5,0.0,22.53,-4.14,-11.13,2.016,0.349,332,54,360,26.15,-4.12,-6.59,3.981,2.062,360,360,360,False,2.016
IPO:0.20|MYB:0.40|OA:0.30|TN:0.10,4,0.3,0.1,0.2,0.0,0.4,28.28,1.72,-12.84,2.19,0.512,349,212,137,36.15,5.74,-12.84,2.789,0.901,360,358,173,False,2.19
GOLD:0.10|IPO:0.20|MYB:0.30|OA:0.30|TN:0.10,5,0.3,0.1,0.2,0.1,0.3,27.39,0.79,-10.44,2.634,0.929,360,356,178,34.45,3.98,-10.44,3.302,1.376,360,360,274,False,2.634
GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.30|TN:0.10,5,0.3,0.1,0.2,0.2,0.2,26.46,-0.18,-8.85,2.995,1.298,360,360,287,32.65,2.18,-8.85,3.702,1.764,360,360,346,False,2.995
GOLD:0.30|IPO:0.20|MYB:0.10|OA:0.30|TN:0.10,5,0.3,0.1,0.2,0.3,0.1,25.4,-1.25,-7.61,3.359,1.675,360,360,355,30.77,0.37,-7.61,4.083,2.162,360,360,360,False,3.359
GOLD:0.40|IPO:0.20|OA:0.30|TN:0.10,4,0.3,0.1,0.2,0.4,0.0,24.32,-2.36,-8.7,2.781,1.133,360,360,360,28.83,-1.53,-6.78,4.263,2.295,360,360,360,False,2.781
IPO:0.30|MYB:0.30|OA:0.30|TN:0.10,4,0.3,0.1,0.3,0.0,0.3,29.04,2.44,-13.77,2.102,0.448,333,110,27,37.03,6.59,-13.77,2.67,0.792,360,342,94,False,2.102
GOLD:0.10|IPO:0.30|MYB:0.20|OA:0.30|TN:0.10,5,0.3,0.1,0.3,0.1,0.2,28.12,1.49,-11.09,2.517,0.846,360,359,104,35.26,4.73,-11.09,3.142,1.249,360,360,248,False,2.517
GOLD:0.20|IPO:0.30|MYB:0.10|OA:0.30|TN:0.10,5,0.3,0.1,0.3,0.2,0.1,27.13,0.5,-9.42,2.867,1.203,360,360,138,33.42,2.98,-9.42,3.531,1.65,360,360,316,False,2.867
GOLD:0.30|IPO:0.30|OA:0.30|TN:0.10,4,0.3,0.1,0.3,0.3,0.0,26.07,-0.57,-8.29,3.134,1.412,360,360,281,31.49,1.05,-8.29,3.786,1.83,360,360,347,False,3.134
IPO:0.40|MYB:0.20|OA:0.30|TN:0.10,4,0.3,0.1,0.4,0.0,0.2,29.73,3.11,-14.75,2.018,0.358,327,26,10,37.81,7.32,-14.75,2.556,0.671,353,294,138,False,2.018
GOLD:0.10|IPO:0.40|MYB:0.10|OA:0.30|TN:0.10,5,0.3,0.1,0.4,0.1,0.1,28.78,2.18,-12.05,2.388,0.708,359,339,104,36.01,5.52,-12.05,2.974,1.074,360,360,280,False,2.388
GOLD:0.20|IPO:0.40|OA:0.30|TN:0.10,4,0.3,0.1,0.4,0.2,0.0,27.74,1.14,-10.37,2.666,1.0,360,360,82,34.12,3.65,-10.37,3.281,1.372,360,360,323,False,2.666
IPO:0.50|MYB:0.10|OA:0.30|TN:0.10,4,0.3,0.1,0.5,0.0,0.1,30.36,3.74,-15.69,1.938,0.271,306,0,63,38.53,8.06,-15.69,2.447,0.557,342,221,265,False,1.938
GOLD:0.10|IPO:0.50|OA:0.30|TN:0.10,4,0.3,0.1,0.5,0.1,0.0,29.36,2.75,-13.04,2.263,0.577,352,260,202,36.66,6.27,-13.04,2.809,0.907,360,360,343,False,2.263
IPO:0.60|OA:0.30|TN:0.10,3,0.3,0.1,0.6,0.0,0.0,30.91,4.27,-16.62,1.868,0.191,276,0,207,39.13,8.74,-16.62,2.353,0.446,331,119,351,False,1.868
MYB:0.50|OA:0.30|TN:0.20,3,0.3,0.2,0.0,0.0,0.5,26.27,-0.3,-12.11,2.163,0.48,348,48,48,33.08,2.88,-12.11,2.723,0.806,358,211,211,False,2.163
GOLD:0.10|MYB:0.40|OA:0.30|TN:0.20,4,0.3,0.2,0.0,0.1,0.4,25.42,-1.18,-10.36,2.455,0.779,359,214,214,31.39,1.11,-10.36,3.037,1.126,360,319,319,False,2.455
GOLD:0.20|MYB:0.30|OA:0.30|TN:0.20,4,0.3,0.2,0.0,0.2,0.3,24.5,-2.12,-8.98,2.74,1.058,360,323,323,29.68,-0.67,-8.98,3.308,1.412,360,357,357,False,2.74
GOLD:0.30|MYB:0.20|OA:0.30|TN:0.20,4,0.3,0.2,0.0,0.3,0.2,23.51,-3.12,-8.07,2.914,1.228,360,359,359,27.93,-2.49,-7.72,3.586,1.698,360,360,360,False,2.914
GOLD:0.40|MYB:0.10|OA:0.30|TN:0.20,4,0.3,0.2,0.0,0.4,0.1,22.45,-4.18,-9.88,2.25,0.62,356,107,107,26.07,-4.31,-7.14,3.62,1.721,360,360,360,False,2.25
GOLD:0.50|OA:0.30|TN:0.20,3,0.3,0.2,0.0,0.5,0.0,21.31,-5.32,-12.03,1.752,0.117,253,0,0,24.16,-6.21,-7.15,3.378,1.465,360,360,360,False,1.752
IPO:0.10|MYB:0.40|OA:0.30|TN:0.20,4,0.3,0.2,0.1,0.0,0.4,27.05,0.48,-11.88,2.287,0.593,356,90,213,34.0,3.74,-11.88,2.867,0.945,360,305,254,False,2.287
GOLD:0.10|IPO:0.10|MYB:0.30|OA:0.30|TN:0.20,5,0.3,0.2,0.1,0.1,0.3,26.17,-0.41,-9.89,2.645,0.951,360,304,278,32.28,1.93,-9.89,3.261,1.336,360,355,317,False,2.645
