panel,subset,n,scheme,weights,cagr,cagr_lo,cagr_hi,dd,dd_worst,calmar,calmar_worst,d_cagr,d_dd,d_calmar,calmar_wins,cn_calmar,d_calmar_vs_cash,cash_wins
A,OA+MYB+GOLD,3,tilt_OA50,GOLD:0.25|MYB:0.25|OA:0.50,26.79,25.88,28.54,-11.0,-11.84,2.45,2.301,0.25,4.74,0.783,358/360,1.645,0.857,360/360
A,OA+MYB+GOLD,3,tilt_MYB50,GOLD:0.25|MYB:0.50|OA:0.25,24.42,23.54,25.84,-10.09,-12.01,2.419,2.064,-2.21,5.73,0.746,353/360,2.18,0.266,312/360
A,OA+MYB+GOLD,3,tilt_GOLD50,GOLD:0.50|MYB:0.25|OA:0.25,21.79,21.25,22.82,-10.86,-11.23,2.002,1.918,-4.83,4.88,0.316,328/360,2.18,-0.169,60/360
A,OA+IPO+GOLD,3,tilt_OA50,GOLD:0.25|IPO:0.25|OA:0.50,28.83,27.36,30.18,-12.77,-14.01,2.265,2.035,2.04,2.95,0.564,352/360,1.645,0.637,360/360
A,OA+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|OA:0.25,27.93,26.3,29.61,-9.92,-10.69,2.81,2.48,1.21,5.81,1.116,360/360,2.18,0.657,360/360
A,OA+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|OA:0.25,23.57,22.58,24.58,-10.22,-10.59,2.303,2.197,-3.18,5.52,0.617,353/360,2.18,0.124,300/360
A,TN+VCP+MYB,3,tilt_TN50,MYB:0.25|TN:0.50|VCP:0.25,24.34,20.73,27.22,-12.59,-16.3,1.949,1.344,-2.28,3.1,0.23,343/360,1.605,0.442,355/360
A,TN+VCP+MYB,3,tilt_VCP50,MYB:0.25|TN:0.25|VCP:0.50,28.25,24.87,30.93,-14.33,-17.61,1.976,1.555,1.74,1.26,0.276,319/360,2.538,-0.539,46/360
A,TN+VCP+MYB,3,tilt_MYB50,MYB:0.50|TN:0.25|VCP:0.25,25.58,23.09,27.77,-12.77,-16.35,2.0,1.483,-0.93,2.88,0.301,330/360,2.538,-0.504,38/360
A,TN+VCP+IPO,3,tilt_TN50,IPO:0.25|TN:0.50|VCP:0.25,26.11,22.64,29.3,-12.53,-15.48,2.092,1.52,-0.6,3.17,0.381,354/360,1.605,0.519,360/360
A,TN+VCP+IPO,3,tilt_VCP50,IPO:0.25|TN:0.25|VCP:0.50,30.13,26.92,32.65,-13.61,-16.12,2.209,1.747,3.65,2.04,0.525,353/360,2.538,-0.226,116/360
A,TN+VCP+IPO,3,tilt_IPO50,IPO:0.50|TN:0.25|VCP:0.25,29.04,26.62,32.0,-12.85,-15.04,2.249,1.858,2.55,2.94,0.592,350/360,2.538,-0.173,149/360
A,TN+VCP+GOLD,3,tilt_TN50,GOLD:0.25|TN:0.50|VCP:0.25,22.01,18.58,24.82,-11.58,-14.05,1.911,1.452,-4.62,4.08,0.206,295/360,1.605,0.343,354/360
A,TN+VCP+GOLD,3,tilt_VCP50,GOLD:0.25|TN:0.25|VCP:0.50,25.95,22.7,28.56,-12.0,-15.41,2.145,1.618,-0.57,3.61,0.45,349/360,2.538,-0.322,94/360
A,TN+VCP+GOLD,3,tilt_GOLD50,GOLD:0.50|TN:0.25|VCP:0.25,20.68,18.53,22.5,-14.01,-15.93,1.465,1.261,-5.83,1.79,-0.2,55/360,2.538,-1.062,0/360
A,TN+MYB+IPO,3,tilt_TN50,IPO:0.25|MYB:0.25|TN:0.50,23.44,20.19,26.31,-10.77,-16.4,2.185,1.281,-3.25,4.88,0.475,358/360,1.605,0.662,360/360
A,TN+MYB+IPO,3,tilt_MYB50,IPO:0.25|MYB:0.50|TN:0.25,24.67,22.23,26.91,-11.88,-16.85,2.078,1.404,-1.89,3.64,0.36,336/360,2.538,-0.418,47/360
A,TN+MYB+IPO,3,tilt_IPO50,IPO:0.50|MYB:0.25|TN:0.25,26.29,23.88,28.93,-11.49,-13.63,2.287,1.84,-0.19,4.42,0.608,349/360,2.538,-0.187,150/360
A,TN+MYB+GOLD,3,tilt_TN50,GOLD:0.25|MYB:0.25|TN:0.50,19.41,16.53,21.9,-9.96,-12.72,2.017,1.34,-7.24,5.92,0.254,295/360,1.605,0.362,359/360
A,TN+MYB+GOLD,3,tilt_MYB50,GOLD:0.25|MYB:0.50|TN:0.25,20.6,18.54,22.64,-8.81,-12.08,2.327,1.616,-5.97,6.84,0.621,360/360,2.538,-0.15,136/360
A,TN+MYB+GOLD,3,tilt_GOLD50,GOLD:0.50|MYB:0.25|TN:0.25,18.11,16.45,19.58,-12.75,-13.93,1.387,1.242,-8.54,3.08,-0.25,28/360,2.538,-1.132,0/360
A,TN+IPO+GOLD,3,tilt_TN50,GOLD:0.25|IPO:0.25|TN:0.50,21.09,17.99,23.78,-9.48,-10.93,2.194,1.756,-5.69,6.14,0.525,359/360,1.605,0.649,360/360
A,TN+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|TN:0.25,23.85,21.45,26.37,-7.62,-10.21,3.131,2.202,-2.67,7.92,1.411,360/360,2.538,0.613,350/360
A,TN+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|TN:0.25,19.68,17.88,21.41,-12.12,-13.31,1.59,1.408,-6.88,3.71,-0.04,139/360,2.538,-0.913,0/360
A,VCP+MYB+IPO,3,tilt_VCP50,IPO:0.25|MYB:0.25|VCP:0.50,31.67,29.34,32.82,-14.11,-15.5,2.252,2.011,4.89,1.9,0.6,345/360,,,n/a
A,VCP+MYB+IPO,3,tilt_MYB50,IPO:0.25|MYB:0.50|VCP:0.25,28.63,27.27,30.02,-13.26,-14.32,2.185,1.931,2.06,2.63,0.502,338/360,,,n/a
A,VCP+MYB+IPO,3,tilt_IPO50,IPO:0.50|MYB:0.25|VCP:0.25,30.26,29.1,32.24,-13.7,-15.43,2.211,1.932,3.83,1.98,0.539,347/360,,,n/a
A,VCP+MYB+GOLD,3,tilt_VCP50,GOLD:0.25|MYB:0.25|VCP:0.50,27.39,25.08,28.77,-11.91,-13.29,2.278,1.976,0.63,3.97,0.608,346/360,,,n/a
A,VCP+MYB+GOLD,3,tilt_MYB50,GOLD:0.25|MYB:0.50|VCP:0.25,24.59,23.27,25.59,-11.02,-12.68,2.215,1.869,-2.06,4.72,0.528,339/360,,,n/a
A,VCP+MYB+GOLD,3,tilt_GOLD50,GOLD:0.50|MYB:0.25|VCP:0.25,22.0,20.86,22.74,-12.49,-13.25,1.762,1.631,-4.62,3.22,0.08,223/360,,,n/a
A,VCP+IPO+GOLD,3,tilt_VCP50,GOLD:0.25|IPO:0.25|VCP:0.50,29.37,27.08,30.45,-10.93,-12.22,2.717,2.387,2.52,4.99,1.016,360/360,,,n/a
A,VCP+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|VCP:0.25,27.98,26.73,29.7,-9.11,-10.65,3.087,2.625,1.38,6.53,1.388,360/360,,,n/a
A,VCP+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|VCP:0.25,23.67,22.71,24.67,-11.86,-12.62,1.99,1.888,-2.95,3.85,0.319,317/360,,,n/a
A,MYB+IPO+GOLD,3,tilt_MYB50,GOLD:0.25|IPO:0.25|MYB:0.50,23.51,22.32,24.69,-9.25,-10.41,2.516,2.219,-3.09,6.55,0.886,359/360,,,n/a
A,MYB+IPO+GOLD,3,tilt_IPO50,GOLD:0.25|IPO:0.50|MYB:0.25,25.19,23.96,26.65,-8.2,-9.59,3.057,2.546,-1.44,7.59,1.403,360/360,,,n/a
A,MYB+IPO+GOLD,3,tilt_GOLD50,GOLD:0.50|IPO:0.25|MYB:0.25,21.0,20.16,21.71,-10.56,-10.56,1.989,1.909,-5.64,5.13,0.3,323/360,,,n/a
A,OA+TN+VCP+MYB,4,sat10,MYB:0.10|OA:0.40|TN:0.40|VCP:0.10,27.34,24.29,30.23,-14.16,-17.76,1.928,1.401,0.74,1.51,0.229,360/360,1.929,0.008,199/360
A,OA+TN+VCP+MYB,4,sat20,MYB:0.20|OA:0.30|TN:0.30|VCP:0.20,28.03,25.4,30.47,-12.98,-15.94,2.143,1.65,1.4,2.71,0.45,360/360,2.296,-0.146,71/360
A,OA+TN+VCP+MYB,4,sat25,MYB:0.25|OA:0.25|TN:0.25|VCP:0.25,28.27,25.83,30.56,-12.67,-15.23,2.229,1.775,1.7,3.07,0.528,360/360,2.583,-0.345,13/360
A,OA+TN+VCP+IPO,4,sat10,IPO:0.10|OA:0.40|TN:0.40|VCP:0.10,28.06,25.04,30.93,-14.21,-17.93,1.964,1.414,1.46,1.55,0.279,352/360,1.929,0.046,256/360
A,OA+TN+VCP+IPO,4,sat20,IPO:0.20|OA:0.30|TN:0.30|VCP:0.20,29.44,26.91,32.03,-13.55,-16.34,2.168,1.693,2.84,2.4,0.509,351/360,2.296,-0.132,95/360
A,OA+TN+VCP+IPO,4,sat25,IPO:0.25|OA:0.25|TN:0.25|VCP:0.25,30.08,27.76,32.62,-13.56,-15.69,2.207,1.82,3.5,2.3,0.561,351/360,2.583,-0.361,16/360
A,OA+TN+VCP+GOLD,4,sat10,GOLD:0.10|OA:0.40|TN:0.40|VCP:0.10,26.4,23.45,29.11,-13.07,-16.73,2.013,1.431,-0.2,2.67,0.32,360/360,1.929,0.096,333/360
A,OA+TN+VCP+GOLD,4,sat20,GOLD:0.20|OA:0.30|TN:0.30|VCP:0.20,26.13,23.7,28.31,-10.83,-13.82,2.393,1.77,-0.49,4.84,0.692,360/360,2.296,0.105,245/360
A,OA+TN+VCP+GOLD,4,sat25,GOLD:0.25|OA:0.25|TN:0.25|VCP:0.25,25.91,23.79,28.0,-10.16,-13.04,2.547,1.945,-0.68,5.44,0.841,360/360,2.583,-0.01,168/360
A,OA+TN+MYB+IPO,4,sat10,IPO:0.10|MYB:0.10|OA:0.40|TN:0.40,27.0,24.11,29.96,-12.83,-16.0,2.089,1.507,0.41,3.33,0.448,354/360,1.929,0.221,312/360
A,OA+TN+MYB+IPO,4,sat20,IPO:0.20|MYB:0.20|OA:0.30|TN:0.30,27.31,24.87,29.9,-11.96,-14.12,2.269,1.88,0.7,3.91,0.607,353/360,2.296,-0.051,154/360
A,OA+TN+MYB+IPO,4,sat25,IPO:0.25|MYB:0.25|OA:0.25|TN:0.25,27.43,25.2,29.82,-11.96,-13.94,2.275,1.914,0.81,3.93,0.607,353/360,2.583,-0.338,52/360
A,OA+TN+MYB+GOLD,4,sat10,GOLD:0.10|MYB:0.10|OA:0.40|TN:0.40,25.38,22.53,28.15,-11.38,-14.9,2.212,1.525,-1.25,4.31,0.524,360/360,1.929,0.302,360/360
A,OA+TN+MYB+GOLD,4,sat20,GOLD:0.20|MYB:0.20|OA:0.30|TN:0.30,24.0,21.81,26.27,-8.62,-10.32,2.761,2.218,-2.62,7.23,1.13,360/360,2.296,0.501,359/360
A,OA+TN+MYB+GOLD,4,sat25,GOLD:0.25|MYB:0.25|OA:0.25|TN:0.25,23.26,21.4,25.3,-8.06,-9.71,2.864,2.43,-3.35,7.71,1.2,360/360,2.583,0.314,307/360
A,OA+TN+IPO+GOLD,4,sat10,GOLD:0.10|IPO:0.10|OA:0.40|TN:0.40,26.07,23.19,28.82,-11.41,-15.02,2.267,1.544,-0.53,4.38,0.58,360/360,1.929,0.357,360/360
A,OA+TN+IPO+GOLD,4,sat20,GOLD:0.20|IPO:0.20|OA:0.30|TN:0.30,25.34,22.95,27.66,-8.8,-12.1,2.877,1.914,-1.22,6.57,1.115,360/360,2.296,0.505,360/360
A,OA+TN+IPO+GOLD,4,sat25,GOLD:0.25|IPO:0.25|OA:0.25|TN:0.25,24.98,22.78,27.11,-8.03,-11.01,3.103,2.119,-1.63,7.39,1.355,360/360,2.583,0.459,348/360
A,OA+VCP+MYB+IPO,4,tilt_OA50,IPO:0.17|MYB:0.17|OA:0.50|VCP:0.17,32.31,30.98,34.22,-16.9,-18.3,1.907,1.75,5.75,-1.19,0.223,301/360,1.645,0.287,360/360
A,OA+VCP+MYB+IPO,4,tilt_VCP50,IPO:0.17|MYB:0.17|OA:0.17|VCP:0.50,32.88,30.9,34.2,-14.59,-16.6,2.255,1.978,6.02,1.17,0.538,347/360,2.817,-0.549,0/360
A,OA+VCP+MYB+IPO,4,tilt_MYB50,IPO:0.17|MYB:0.50|OA:0.17|VCP:0.17,28.9,27.63,30.53,-12.91,-14.46,2.253,1.969,2.34,2.87,0.592,346/360,2.817,-0.525,0/360
A,OA+VCP+MYB+IPO,4,tilt_IPO50,IPO:0.50|MYB:0.17|OA:0.17|VCP:0.17,31.32,30.09,33.26,-15.3,-16.41,2.059,1.852,4.68,0.44,0.378,332/360,2.817,-0.746,0/360
A,OA+VCP+MYB+GOLD,4,tilt_OA50,GOLD:0.17|MYB:0.17|OA:0.50|VCP:0.17,29.55,28.26,31.15,-13.41,-15.0,2.182,1.945,2.91,2.2,0.497,345/360,1.645,0.569,360/360
A,OA+VCP+MYB+GOLD,4,tilt_VCP50,GOLD:0.17|MYB:0.17|OA:0.17|VCP:0.50,29.97,28.05,31.52,-13.05,-15.17,2.306,1.966,3.15,2.7,0.603,348/360,2.817,-0.527,0/360
A,OA+VCP+MYB+GOLD,4,tilt_MYB50,GOLD:0.17|MYB:0.50|OA:0.17|VCP:0.17,26.28,25.03,27.53,-11.58,-13.44,2.264,1.91,-0.4,4.26,0.599,344/360,2.817,-0.454,0/360
A,OA+VCP+MYB+GOLD,4,tilt_GOLD50,GOLD:0.50|MYB:0.17|OA:0.17|VCP:0.17,22.88,22.08,23.58,-11.87,-12.36,1.924,1.821,-3.81,3.94,0.259,308/360,2.817,-0.873,0/360
A,OA+VCP+IPO+GOLD,4,tilt_OA50,GOLD:0.17|IPO:0.17|OA:0.50|VCP:0.17,30.76,29.52,32.3,-14.71,-15.86,2.076,1.922,4.13,1.01,0.409,334/360,1.645,0.477,360/360
A,OA+VCP+IPO+GOLD,4,tilt_VCP50,GOLD:0.17|IPO:0.17|OA:0.17|VCP:0.50,31.35,29.43,32.63,-12.31,-14.73,2.548,2.085,4.5,3.33,0.816,358/360,2.817,-0.26,0/360
A,OA+VCP+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|OA:0.17|VCP:0.17,29.74,28.45,31.58,-11.14,-11.94,2.664,2.412,3.01,4.56,0.988,360/360,2.817,-0.099,108/360
A,OA+VCP+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|OA:0.17|VCP:0.17,23.97,23.29,24.86,-11.45,-11.94,2.097,2.011,-2.71,4.36,0.424,335/360,2.817,-0.69,0/360
A,OA+MYB+IPO+GOLD,4,tilt_OA50,GOLD:0.17|IPO:0.17|MYB:0.17|OA:0.50,28.92,27.86,30.68,-13.12,-14.38,2.247,2.018,2.31,2.61,0.533,350/360,1.645,0.593,360/360
A,OA+MYB+IPO+GOLD,4,tilt_MYB50,GOLD:0.17|IPO:0.17|MYB:0.50|OA:0.17,25.61,24.5,27.02,-10.2,-11.89,2.499,2.169,-1.04,5.64,0.861,359/360,2.817,-0.23,84/360
A,OA+MYB+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|MYB:0.17|OA:0.17,27.89,26.45,29.55,-9.97,-11.0,2.788,2.453,1.25,5.75,1.116,360/360,2.817,0.046,216/360
A,OA+MYB+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|MYB:0.17|OA:0.17,22.16,21.56,23.01,-10.54,-10.79,2.1,2.037,-4.48,5.19,0.417,337/360,2.817,-0.708,0/360
A,TN+VCP+MYB+IPO,4,tilt_TN50,IPO:0.17|MYB:0.17|TN:0.50|VCP:0.17,24.71,21.46,27.53,-11.35,-15.02,2.182,1.461,-2.04,4.26,0.467,360/360,1.605,0.616,360/360
A,TN+VCP+MYB+IPO,4,tilt_VCP50,IPO:0.17|MYB:0.17|TN:0.17|VCP:0.50,30.03,27.09,32.16,-13.3,-15.49,2.259,1.892,3.5,2.48,0.586,353/360,3.459,-1.205,1/360
A,TN+VCP+MYB+IPO,4,tilt_MYB50,IPO:0.17|MYB:0.50|TN:0.17|VCP:0.17,26.34,24.38,28.26,-12.34,-15.6,2.131,1.634,-0.24,3.4,0.464,345/360,3.459,-1.312,0/360
A,TN+VCP+MYB+IPO,4,tilt_IPO50,IPO:0.50|MYB:0.17|TN:0.17|VCP:0.17,28.56,26.8,31.1,-12.53,-14.42,2.276,1.971,2.1,3.21,0.611,349/360,3.459,-1.15,2/360
A,TN+VCP+MYB+GOLD,4,tilt_TN50,GOLD:0.17|MYB:0.17|TN:0.50|VCP:0.17,22.03,18.77,24.54,-10.63,-13.38,2.074,1.534,-4.71,5.2,0.388,351/360,1.605,0.559,360/360
A,TN+VCP+MYB+GOLD,4,tilt_VCP50,GOLD:0.17|MYB:0.17|TN:0.17|VCP:0.50,27.24,24.28,29.49,-12.19,-14.91,2.23,1.767,0.65,3.47,0.543,355/360,3.459,-1.252,0/360
A,TN+VCP+MYB+GOLD,4,tilt_MYB50,GOLD:0.17|MYB:0.50|TN:0.17|VCP:0.17,23.63,21.83,25.32,-10.64,-12.39,2.217,1.845,-2.95,5.07,0.526,351/360,3.459,-1.252,0/360
A,TN+VCP+MYB+GOLD,4,tilt_GOLD50,GOLD:0.50|MYB:0.17|TN:0.17|VCP:0.17,20.28,18.74,21.48,-13.08,-14.37,1.542,1.376,-6.32,2.67,-0.125,87/360,3.459,-1.932,0/360
A,TN+VCP+IPO+GOLD,4,tilt_TN50,GOLD:0.17|IPO:0.17|TN:0.50|VCP:0.17,23.15,20.01,25.89,-10.86,-13.3,2.118,1.586,-3.54,4.86,0.434,356/360,1.605,0.572,360/360
A,TN+VCP+IPO+GOLD,4,tilt_VCP50,GOLD:0.17|IPO:0.17|TN:0.17|VCP:0.50,28.45,25.63,30.58,-11.74,-14.12,2.433,1.924,1.93,3.96,0.744,359/360,3.459,-1.047,5/360
A,TN+VCP+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|TN:0.17|VCP:0.17,26.96,25.15,29.42,-9.41,-11.9,2.872,2.208,0.48,6.32,1.194,360/360,3.459,-0.654,47/360
A,TN+VCP+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|TN:0.17|VCP:0.17,21.4,19.95,22.76,-12.66,-13.96,1.681,1.52,-5.2,3.09,0.017,192/360,3.459,-1.795,0/360
A,TN+MYB+IPO+GOLD,4,tilt_TN50,GOLD:0.17|IPO:0.17|MYB:0.17|TN:0.50,21.41,18.39,23.92,-9.52,-12.15,2.284,1.558,-5.3,6.41,0.611,360/360,1.605,0.739,360/360
A,TN+MYB+IPO+GOLD,4,tilt_MYB50,GOLD:0.17|IPO:0.17|MYB:0.50|TN:0.17,22.98,21.09,24.75,-9.69,-12.74,2.365,1.761,-3.58,6.06,0.707,360/360,3.459,-1.097,0/360
A,TN+MYB+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|MYB:0.17|TN:0.17,25.17,23.16,27.38,-8.15,-9.87,3.083,2.45,-1.37,7.44,1.38,360/360,3.459,-0.42,98/360
A,TN+MYB+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|MYB:0.17|TN:0.17,19.6,18.3,20.81,-11.81,-12.61,1.637,1.497,-6.95,3.97,-0.01,163/360,3.459,-1.827,0/360
A,VCP+MYB+IPO+GOLD,4,tilt_VCP50,GOLD:0.17|IPO:0.17|MYB:0.17|VCP:0.50,29.61,27.23,30.71,-11.89,-13.33,2.48,2.131,2.7,3.89,0.801,357/360,,,n/a
A,VCP+MYB+IPO+GOLD,4,tilt_MYB50,GOLD:0.17|IPO:0.17|MYB:0.50|VCP:0.17,25.61,24.52,26.82,-11.12,-12.28,2.328,2.025,-0.95,4.79,0.66,352/360,,,n/a
A,VCP+MYB+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|MYB:0.17|VCP:0.17,27.95,26.9,29.59,-9.81,-10.9,2.864,2.488,1.34,6.04,1.199,360/360,,,n/a
A,VCP+MYB+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|MYB:0.17|VCP:0.17,22.2,21.54,22.95,-11.64,-12.15,1.909,1.828,-4.38,4.08,0.231,292/360,,,n/a
A,OA+TN+VCP+MYB+IPO,5,sat10,IPO:0.10|MYB:0.10|OA:0.35|TN:0.35|VCP:0.10,27.9,25.15,30.59,-12.86,-15.7,2.169,1.627,1.28,3.16,0.508,356/360,2.09,0.081,258/360
A,OA+TN+VCP+MYB+IPO,5,sat20,IPO:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,28.97,26.87,31.1,-12.21,-13.7,2.372,2.116,2.39,3.65,0.716,355/360,2.977,-0.611,8/360
A,OA+TN+VCP+MYB+GOLD,5,sat10,GOLD:0.10|MYB:0.10|OA:0.35|TN:0.35|VCP:0.10,26.25,23.57,28.77,-11.52,-14.61,2.268,1.651,-0.37,4.21,0.584,360/360,2.09,0.193,343/360
A,OA+TN+VCP+MYB+GOLD,5,sat20,GOLD:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,25.67,23.75,27.46,-9.55,-11.12,2.698,2.253,-0.94,6.28,1.039,360/360,2.977,-0.245,68/360
A,OA+TN+VCP+IPO+GOLD,5,sat10,GOLD:0.10|IPO:0.10|OA:0.35|TN:0.35|VCP:0.10,26.97,24.31,29.46,-11.49,-14.73,2.342,1.67,0.34,4.26,0.636,360/360,2.09,0.234,358/360
A,OA+TN+VCP+IPO+GOLD,5,sat20,GOLD:0.20|IPO:0.20|OA:0.20|TN:0.20|VCP:0.20,27.08,25.25,29.06,-9.25,-11.74,2.933,2.226,0.48,6.3,1.189,360/360,2.977,-0.054,147/360
A,OA+TN+MYB+IPO+GOLD,5,sat10,GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.35|TN:0.35,25.89,23.35,28.49,-10.19,-12.86,2.527,1.816,-0.73,5.81,0.843,360/360,2.09,0.465,360/360
A,OA+TN+MYB+IPO+GOLD,5,sat20,GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.20|TN:0.20,24.95,23.2,26.83,-7.84,-9.6,3.158,2.51,-1.69,7.88,1.504,360/360,2.977,0.242,260/360
A,OA+VCP+MYB+IPO+GOLD,5,tilt_OA50,GOLD:0.12|IPO:0.12|MYB:0.12|OA:0.50|VCP:0.12,30.34,29.2,32.12,-14.46,-15.64,2.097,1.946,3.76,1.29,0.423,336/360,1.645,0.494,360/360
A,OA+VCP+MYB+IPO+GOLD,5,tilt_VCP50,GOLD:0.12|IPO:0.12|MYB:0.12|OA:0.12|VCP:0.50,30.97,28.93,32.3,-12.61,-14.27,2.463,2.158,4.1,3.31,0.784,356/360,3.557,-1.041,0/360
A,OA+VCP+MYB+IPO+GOLD,5,tilt_MYB50,GOLD:0.12|IPO:0.12|MYB:0.50|OA:0.12|VCP:0.12,26.6,25.48,28.0,-11.2,-13.0,2.348,2.016,0.01,4.52,0.706,353/360,3.557,-1.12,0/360
A,OA+VCP+MYB+IPO+GOLD,5,tilt_IPO50,GOLD:0.12|IPO:0.50|MYB:0.12|OA:0.12|VCP:0.12,29.32,28.08,31.02,-11.2,-12.28,2.604,2.321,2.6,4.48,0.934,360/360,3.557,-0.953,0/360
A,OA+VCP+MYB+IPO+GOLD,5,tilt_GOLD50,GOLD:0.50|IPO:0.12|MYB:0.12|OA:0.12|VCP:0.12,22.81,22.17,23.55,-11.39,-11.75,2.003,1.937,-3.86,4.41,0.334,329/360,3.557,-1.545,0/360
A,TN+VCP+MYB+IPO+GOLD,5,tilt_TN50,GOLD:0.12|IPO:0.12|MYB:0.12|TN:0.50|VCP:0.12,22.83,19.8,25.43,-10.19,-12.35,2.21,1.656,-3.84,5.49,0.522,360/360,1.605,0.661,360/360
A,TN+VCP+MYB+IPO+GOLD,5,tilt_VCP50,GOLD:0.12|IPO:0.12|MYB:0.12|TN:0.12|VCP:0.50,28.86,26.09,30.77,-12.11,-14.08,2.393,2.005,2.24,3.79,0.706,359/360,4.767,-2.373,0/360
A,TN+VCP+MYB+IPO+GOLD,5,tilt_MYB50,GOLD:0.12|IPO:0.12|MYB:0.50|TN:0.12|VCP:0.12,24.68,23.06,26.31,-10.82,-12.82,2.285,1.883,-1.92,4.93,0.611,355/360,4.767,-2.474,0/360
A,TN+VCP+MYB+IPO+GOLD,5,tilt_IPO50,GOLD:0.12|IPO:0.50|MYB:0.12|TN:0.12|VCP:0.12,27.17,25.59,29.4,-9.6,-10.84,2.852,2.419,0.66,6.1,1.158,360/360,4.767,-1.948,0/360
A,TN+VCP+MYB+IPO+GOLD,5,tilt_GOLD50,GOLD:0.50|IPO:0.12|MYB:0.12|TN:0.12|VCP:0.12,20.9,19.78,21.96,-12.3,-13.27,1.694,1.554,-5.71,3.45,0.025,199/360,4.767,-3.137,0/360
A,OA+TN+VCP+MYB+IPO+GOLD,6,sat10,GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.30|TN:0.30|VCP:0.10,26.75,24.4,29.11,-10.22,-12.57,2.61,1.97,0.15,5.79,0.929,360/360,2.296,0.32,350/360
B,OA+TN,2,TN@10,OA:0.90|TN:0.10,33.37,31.45,35.76,-23.48,-27.11,1.421,1.167,5.78,-6.5,-0.216,35/360,1.421,0.0,0/360
B,OA+TN,2,TN@20,OA:0.80|TN:0.20,32.0,29.76,34.59,-21.27,-25.41,1.498,1.178,4.4,-4.41,-0.14,58/360,1.498,0.0,0/360
B,OA+TN,2,TN@25,OA:0.75|TN:0.25,31.3,28.91,33.98,-20.31,-24.56,1.532,1.184,3.69,-3.43,-0.094,87/360,1.532,0.0,0/360
B,OA+TN,2,TN@33,OA:0.67|TN:0.33,30.18,27.52,32.99,-18.8,-23.18,1.599,1.193,2.53,-1.93,-0.01,162/360,1.599,0.0,0/360
B,OA+TN,2,TN@67,OA:0.33|TN:0.67,25.25,21.42,28.49,-16.27,-19.94,1.564,1.087,-2.64,0.38,-0.115,6/360,1.564,0.0,0/360
B,OA+TN,2,TN@75,OA:0.25|TN:0.75,24.03,19.94,27.37,-16.07,-20.16,1.499,0.999,-3.92,0.51,-0.176,1/360,1.499,0.0,0/360
B,OA+TN,2,TN@80,OA:0.20|TN:0.80,23.27,19.01,26.65,-16.2,-20.42,1.447,0.939,-4.73,0.43,-0.228,0/360,1.447,0.0,0/360
B,OA+TN,2,TN@90,OA:0.10|TN:0.90,21.65,17.13,25.19,-17.57,-21.05,1.32,0.818,-6.37,-0.26,-0.364,0/360,1.32,0.0,0/360
B,OA+VCP,2,VCP@10,OA:0.90|VCP:0.10,34.92,33.72,36.97,-24.7,-27.66,1.412,1.226,7.32,-7.74,-0.236,57/360,1.407,0.011,276/360
B,OA+VCP,2,VCP@20,OA:0.80|VCP:0.20,35.22,33.96,37.03,-23.88,-26.53,1.465,1.299,7.53,-6.88,-0.176,69/360,1.449,0.023,264/360
B,OA+VCP,2,VCP@25,OA:0.75|VCP:0.25,35.38,34.02,37.05,-23.47,-25.97,1.5,1.338,7.6,-6.47,-0.154,73/360,1.475,0.024,264/360
B,OA+VCP,2,VCP@33,OA:0.67|VCP:0.33,35.51,34.11,37.14,-23.74,-25.8,1.491,1.357,7.73,-6.91,-0.177,65/360,1.539,-0.04,96/360
B,OA+VCP,2,VCP@67,OA:0.33|VCP:0.67,36.0,33.61,37.97,-29.7,-31.94,1.212,1.075,8.21,-12.81,-0.461,1/360,1.938,-0.752,0/360
B,OA+VCP,2,VCP@75,OA:0.25|VCP:0.75,36.08,33.15,38.11,-31.12,-33.56,1.163,1.015,8.24,-14.25,-0.517,0/360,2.214,-1.084,0/360
