panel,subset,n,scheme,weights,cagr,cagr_lo,cagr_hi,dd,dd_worst,calmar,calmar_worst,d_cagr,d_dd,d_calmar,calmar_wins,cn_calmar,d_calmar_vs_cash,cash_wins
C,TN+MYB+IPO+GOLD,4,tilt_MYB50,GOLD:0.17|IPO:0.17|MYB:0.50|TN:0.17,29.81,27.08,32.17,-9.69,-12.74,3.065,2.285,-0.43,6.06,1.179,360/360,3.637,-0.525,72/360
C,TN+MYB+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|MYB:0.17|TN:0.17,32.23,29.36,35.32,-8.15,-9.87,3.958,3.118,2.19,7.44,2.03,360/360,3.637,0.309,224/360
C,TN+MYB+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|MYB:0.17|TN:0.17,23.85,21.99,25.32,-5.29,-7.19,4.492,3.101,-6.36,10.28,2.592,360/360,3.637,0.686,309/360
C,VCP+MYB+IPO+GOLD,4,tilt_VCP50,GOLD:0.17|IPO:0.17|MYB:0.17|VCP:0.50,36.35,33.16,38.91,-11.89,-13.33,3.066,2.605,5.84,3.89,1.139,360/360,,,n/a
C,VCP+MYB+IPO+GOLD,4,tilt_MYB50,GOLD:0.17|IPO:0.17|MYB:0.50|VCP:0.17,33.32,31.88,35.23,-11.12,-12.28,3.039,2.628,3.12,4.79,1.152,360/360,,,n/a
C,VCP+MYB+IPO+GOLD,4,tilt_IPO50,GOLD:0.17|IPO:0.50|MYB:0.17|VCP:0.17,36.02,34.43,38.66,-9.81,-10.9,3.731,3.19,5.58,6.04,1.817,360/360,,,n/a
C,VCP+MYB+IPO+GOLD,4,tilt_GOLD50,GOLD:0.50|IPO:0.17|MYB:0.17|VCP:0.17,27.3,26.33,28.46,-6.89,-7.38,3.976,3.649,-3.06,8.84,2.104,360/360,,,n/a
C,OA+TN+VCP+MYB+IPO,5,sat10,IPO:0.10|MYB:0.10|OA:0.35|TN:0.35|VCP:0.10,33.16,29.34,36.26,-12.86,-15.7,2.582,1.895,2.84,3.16,0.68,360/360,2.351,0.225,333/360
C,OA+TN+VCP+MYB+IPO,5,sat20,IPO:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,35.73,33.0,38.65,-12.21,-13.7,2.933,2.584,5.5,3.65,1.043,360/360,3.302,-0.375,48/360
C,OA+TN+VCP+MYB+GOLD,5,sat10,GOLD:0.10|MYB:0.10|OA:0.35|TN:0.35|VCP:0.10,30.63,26.89,33.28,-11.52,-14.61,2.64,1.886,0.27,4.21,0.724,360/360,2.351,0.3,357/360
C,OA+TN+VCP+MYB+GOLD,5,sat20,GOLD:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,30.59,28.06,32.7,-9.55,-11.12,3.202,2.651,0.33,6.28,1.333,360/360,3.302,-0.047,161/360
C,OA+TN+VCP+IPO+GOLD,5,sat10,GOLD:0.10|IPO:0.10|OA:0.35|TN:0.35|VCP:0.10,31.4,27.72,34.43,-11.49,-14.73,2.728,1.9,1.07,4.26,0.776,360/360,2.351,0.351,360/360
C,OA+TN+VCP+IPO+GOLD,5,sat20,GOLD:0.20|IPO:0.20|OA:0.20|TN:0.20|VCP:0.20,32.16,29.67,34.94,-9.25,-11.74,3.491,2.638,1.92,6.3,1.509,360/360,3.302,0.148,254/360
C,OA+TN+MYB+IPO+GOLD,5,sat10,GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.35|TN:0.35,30.68,27.13,33.47,-10.19,-12.86,3.008,2.111,0.29,5.83,1.07,360/360,2.351,0.663,360/360
C,OA+TN+MYB+IPO+GOLD,5,sat20,GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.20|TN:0.20,30.62,28.15,32.97,-7.84,-9.6,3.871,3.06,0.31,7.88,2.011,360/360,3.302,0.65,334/360
C,OA+VCP+MYB+IPO+GOLD,5,tilt_OA50,GOLD:0.12|IPO:0.12|MYB:0.12|OA:0.50|VCP:0.12,36.93,35.18,39.12,-14.46,-15.64,2.564,2.343,6.66,1.29,0.641,352/360,1.883,0.704,360/360
C,OA+VCP+MYB+IPO+GOLD,5,tilt_VCP50,GOLD:0.12|IPO:0.12|MYB:0.12|OA:0.12|VCP:0.50,37.6,34.83,40.01,-12.61,-14.27,2.994,2.61,7.13,3.31,1.113,360/360,3.859,-0.789,0/360
C,OA+VCP+MYB+IPO+GOLD,5,tilt_MYB50,GOLD:0.12|IPO:0.12|MYB:0.50|OA:0.12|VCP:0.12,34.46,32.88,36.32,-11.2,-13.0,3.045,2.596,4.04,4.52,1.177,359/360,3.859,-0.696,0/360
C,OA+VCP+MYB+IPO+GOLD,5,tilt_IPO50,GOLD:0.12|IPO:0.50|MYB:0.12|OA:0.12|VCP:0.12,37.54,35.57,40.23,-11.2,-12.28,3.341,2.958,6.85,4.48,1.424,360/360,3.859,-0.465,0/360
C,OA+VCP+MYB+IPO+GOLD,5,tilt_GOLD50,GOLD:0.50|IPO:0.12|MYB:0.12|OA:0.12|VCP:0.12,27.54,26.78,28.71,-6.98,-7.76,3.966,3.53,-2.84,8.72,2.06,360/360,3.859,0.172,252/360
C,TN+VCP+MYB+IPO+GOLD,5,tilt_TN50,GOLD:0.12|IPO:0.12|MYB:0.12|TN:0.50|VCP:0.12,26.93,22.82,29.95,-10.19,-12.35,2.655,1.913,-3.34,5.49,0.696,360/360,1.782,0.922,360/360
C,TN+VCP+MYB+IPO+GOLD,5,tilt_VCP50,GOLD:0.12|IPO:0.12|MYB:0.12|TN:0.12|VCP:0.50,35.01,31.06,38.2,-12.11,-14.08,2.909,2.461,4.65,3.79,0.996,360/360,4.875,-2.006,0/360
C,TN+VCP+MYB+IPO+GOLD,5,tilt_MYB50,GOLD:0.12|IPO:0.12|MYB:0.50|TN:0.12|VCP:0.12,31.76,29.58,34.07,-10.82,-12.82,2.937,2.423,1.65,4.93,1.048,360/360,4.875,-1.928,0/360
C,TN+VCP+MYB+IPO+GOLD,5,tilt_IPO50,GOLD:0.12|IPO:0.50|MYB:0.12|TN:0.12|VCP:0.12,34.62,32.19,37.83,-9.6,-10.84,3.648,3.059,4.47,6.1,1.709,360/360,4.875,-1.289,22/360
C,TN+VCP+MYB+IPO+GOLD,5,tilt_GOLD50,GOLD:0.50|IPO:0.12|MYB:0.12|TN:0.12|VCP:0.12,25.05,23.5,26.46,-6.05,-6.95,4.128,3.479,-5.21,9.62,2.245,360/360,4.875,-0.805,49/360
C,OA+TN+VCP+MYB+IPO+GOLD,6,sat10,GOLD:0.10|IPO:0.10|MYB:0.10|OA:0.30|TN:0.30|VCP:0.10,31.77,28.49,34.53,-10.22,-12.57,3.116,2.296,1.47,5.79,1.178,360/360,2.574,0.518,359/360
