panel,subset,n,scheme,weights,cagr,cagr_lo,cagr_hi,dd,dd_worst,calmar,calmar_worst,d_cagr,d_dd,d_calmar,calmar_wins,cn_calmar,d_calmar_vs_cash,cash_wins
A,OA+TN+VCP,3,EW,OA:0.33|TN:0.33|VCP:0.33,29.49,26.56,32.33,-16.57,-20.93,1.776,1.311,2.93,-0.76,0.094,277/360,2.158,-0.358,2/360
A,OA+TN+MYB,3,EW,MYB:0.33|OA:0.33|TN:0.33,25.97,23.44,28.74,-11.53,-13.95,2.244,1.712,-0.6,4.35,0.589,355/360,2.158,0.098,235/360
A,OA+TN+IPO,3,EW,IPO:0.33|OA:0.33|TN:0.33,28.32,25.34,31.23,-13.69,-15.93,2.062,1.674,1.75,2.4,0.427,328/360,2.158,-0.067,143/360
A,OA+TN+GOLD,3,EW,GOLD:0.33|OA:0.33|TN:0.33,22.76,20.5,24.93,-9.51,-11.37,2.378,1.832,-3.86,6.37,0.72,360/360,2.158,0.235,297/360
A,OA+VCP+MYB,3,EW,MYB:0.33|OA:0.33|VCP:0.33,31.34,29.69,32.84,-14.56,-16.5,2.144,1.892,4.63,1.25,0.471,339/360,1.899,0.289,348/360
A,OA+VCP+IPO,3,EW,IPO:0.33|OA:0.33|VCP:0.33,33.76,32.3,35.61,-16.86,-18.06,1.972,1.824,7.18,-1.18,0.321,325/360,1.899,0.13,324/360
A,OA+VCP+GOLD,3,EW,GOLD:0.33|OA:0.33|VCP:0.33,28.06,26.89,29.42,-11.29,-12.99,2.475,2.136,1.4,4.3,0.787,358/360,1.899,0.653,360/360
A,OA+MYB+IPO,3,EW,IPO:0.33|MYB:0.33|OA:0.33,30.09,28.81,31.86,-15.05,-16.51,2.001,1.809,3.43,0.85,0.357,327/360,1.899,0.148,336/360
A,OA+MYB+GOLD,3,EW,GOLD:0.33|MYB:0.33|OA:0.33,24.4,23.65,25.79,-9.05,-10.72,2.678,2.344,-2.21,6.54,0.983,359/360,1.899,0.791,360/360
A,OA+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|OA:0.33,26.82,25.48,28.19,-8.99,-9.75,2.977,2.661,0.06,6.73,1.297,360/360,1.899,1.101,360/360
A,TN+VCP+MYB,3,EW,MYB:0.33|TN:0.33|VCP:0.33,26.07,22.93,28.57,-12.45,-15.41,2.1,1.589,-0.47,3.34,0.399,354/360,2.085,0.068,211/360
A,TN+VCP+IPO,3,EW,IPO:0.33|TN:0.33|VCP:0.33,28.49,25.52,31.36,-12.49,-15.54,2.285,1.711,1.97,3.22,0.582,356/360,2.085,0.277,301/360
A,TN+VCP+GOLD,3,EW,GOLD:0.33|TN:0.33|VCP:0.33,22.88,19.99,25.35,-11.62,-14.05,1.958,1.578,-3.57,4.31,0.298,311/360,2.085,-0.003,180/360
A,TN+MYB+IPO,3,EW,IPO:0.33|MYB:0.33|TN:0.33,24.82,22.17,27.34,-10.65,-15.62,2.333,1.491,-1.71,4.81,0.59,358/360,2.085,0.295,295/360
A,TN+MYB+GOLD,3,EW,GOLD:0.33|MYB:0.33|TN:0.33,19.45,17.23,21.44,-9.73,-11.33,1.936,1.623,-7.17,6.17,0.334,317/360,2.085,0.102,195/360
A,TN+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|TN:0.33,21.58,19.17,23.92,-8.92,-10.47,2.364,1.939,-5.0,7.0,0.749,360/360,2.085,0.597,297/360
A,VCP+MYB+IPO,3,EW,IPO:0.33|MYB:0.33|VCP:0.33,30.1,28.77,31.68,-13.21,-14.64,2.297,2.065,3.62,2.5,0.63,348/360,,,n/a
A,VCP+MYB+GOLD,3,EW,GOLD:0.33|MYB:0.33|VCP:0.33,24.66,23.13,25.65,-10.24,-11.61,2.403,2.048,-1.96,5.47,0.699,351/360,,,n/a
A,VCP+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|VCP:0.33,26.95,25.66,28.31,-8.99,-10.11,3.007,2.661,0.36,6.79,1.309,360/360,,,n/a
A,MYB+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|MYB:0.33,23.35,22.23,24.31,-7.91,-8.86,2.98,2.547,-3.36,7.98,1.308,360/360,,,n/a
A,OA+TN+VCP+MYB,4,EW,MYB:0.25|OA:0.25|TN:0.25|VCP:0.25,28.27,25.83,30.56,-12.67,-15.23,2.229,1.775,1.7,3.07,0.528,360/360,2.583,-0.345,13/360
A,OA+TN+VCP+IPO,4,EW,IPO:0.25|OA:0.25|TN:0.25|VCP:0.25,30.08,27.76,32.62,-13.56,-15.69,2.207,1.82,3.5,2.3,0.561,351/360,2.583,-0.361,16/360
A,OA+TN+VCP+GOLD,4,EW,GOLD:0.25|OA:0.25|TN:0.25|VCP:0.25,25.91,23.79,28.0,-10.16,-13.04,2.547,1.945,-0.68,5.44,0.841,360/360,2.583,-0.01,168/360
A,OA+TN+MYB+IPO,4,EW,IPO:0.25|MYB:0.25|OA:0.25|TN:0.25,27.43,25.2,29.82,-11.96,-13.94,2.275,1.914,0.81,3.93,0.607,353/360,2.583,-0.338,52/360
A,OA+TN+MYB+GOLD,4,EW,GOLD:0.25|MYB:0.25|OA:0.25|TN:0.25,23.26,21.4,25.3,-8.06,-9.71,2.864,2.43,-3.35,7.71,1.2,360/360,2.583,0.314,307/360
A,OA+TN+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|OA:0.25|TN:0.25,24.98,22.78,27.11,-8.03,-11.01,3.103,2.119,-1.63,7.39,1.355,360/360,2.583,0.459,348/360
A,OA+VCP+MYB+IPO,4,EW,IPO:0.25|MYB:0.25|OA:0.25|VCP:0.25,31.4,30.04,32.95,-14.39,-15.59,2.198,1.984,4.82,1.27,0.505,345/360,2.18,0.044,228/360
A,OA+VCP+MYB+GOLD,4,EW,GOLD:0.25|MYB:0.25|OA:0.25|VCP:0.25,27.29,26.07,28.38,-10.72,-12.24,2.541,2.178,0.59,5.13,0.878,359/360,2.18,0.399,360/360
A,OA+VCP+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|OA:0.25|VCP:0.25,29.01,27.96,30.38,-10.11,-11.0,2.855,2.601,2.33,5.53,1.178,360/360,2.18,0.742,360/360
A,OA+MYB+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|MYB:0.25|OA:0.25,26.28,25.35,27.58,-8.4,-9.85,3.108,2.612,-0.39,7.3,1.43,360/360,2.18,1.02,360/360
A,TN+VCP+MYB+IPO,4,EW,IPO:0.25|MYB:0.25|TN:0.25|VCP:0.25,27.47,25.15,29.71,-11.4,-13.11,2.412,1.975,0.96,4.42,0.741,360/360,2.538,-0.019,174/360
A,TN+VCP+MYB+GOLD,4,EW,GOLD:0.25|MYB:0.25|TN:0.25|VCP:0.25,23.35,21.02,25.19,-9.34,-10.68,2.493,2.133,-3.16,6.36,0.813,360/360,2.538,-0.025,175/360
A,TN+VCP+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|TN:0.25|VCP:0.25,25.11,22.9,27.21,-9.24,-11.31,2.728,2.114,-1.45,6.4,1.025,360/360,2.538,0.221,270/360
A,TN+MYB+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|MYB:0.25|TN:0.25,22.37,20.4,24.23,-7.4,-8.72,2.999,2.437,-4.18,8.28,1.335,360/360,2.538,0.569,328/360
A,VCP+MYB+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|MYB:0.25|VCP:0.25,26.3,25.33,27.47,-9.99,-10.79,2.688,2.409,-0.22,6.05,1.036,360/360,,,n/a
A,OA+TN+VCP+MYB+IPO,5,EW,IPO:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,28.97,26.87,31.1,-12.21,-13.7,2.372,2.116,2.39,3.65,0.716,355/360,2.977,-0.611,8/360
A,OA+TN+VCP+MYB+GOLD,5,EW,GOLD:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,25.67,23.75,27.46,-9.55,-11.12,2.698,2.253,-0.94,6.28,1.039,360/360,2.977,-0.245,68/360
A,OA+TN+VCP+IPO+GOLD,5,EW,GOLD:0.20|IPO:0.20|OA:0.20|TN:0.20|VCP:0.20,27.08,25.25,29.06,-9.25,-11.74,2.933,2.226,0.48,6.3,1.189,360/360,2.977,-0.054,147/360
A,OA+TN+MYB+IPO+GOLD,5,EW,GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.20|TN:0.20,24.95,23.2,26.83,-7.84,-9.6,3.158,2.51,-1.69,7.88,1.504,360/360,2.977,0.242,260/360
A,OA+VCP+MYB+IPO+GOLD,5,EW,GOLD:0.20|IPO:0.20|MYB:0.20|OA:0.20|VCP:0.20,28.11,27.05,29.33,-9.79,-11.24,2.874,2.468,1.51,5.95,1.208,360/360,2.486,0.434,336/360
A,TN+VCP+MYB+IPO+GOLD,5,EW,GOLD:0.20|IPO:0.20|MYB:0.20|TN:0.20|VCP:0.20,25.0,23.17,26.75,-9.01,-10.09,2.77,2.441,-1.55,6.75,1.1,360/360,2.985,-0.134,151/360
A,OA+TN+VCP+MYB+IPO+GOLD,6,EW,GOLD:0.17|IPO:0.17|MYB:0.17|OA:0.17|TN:0.17|VCP:0.17,26.66,24.94,28.4,-9.05,-10.48,2.947,2.507,0.07,6.81,1.276,360/360,3.371,-0.418,61/360
B,TN+OA,2,BASELINE 50-50,OA:0.50|TN:0.50,27.74,24.51,30.8,-17.01,-20.26,1.678,1.215,0.0,0.0,0.0,-,,,-
B,OA+TN,2,EW,OA:0.50|TN:0.50,27.74,24.51,30.8,-17.01,-20.26,1.678,1.215,0.0,0.0,0.0,0/360,1.678,0.0,0/360
B,OA+VCP,2,EW,OA:0.50|VCP:0.50,35.77,34.23,37.61,-26.61,-28.42,1.347,1.212,7.99,-9.76,-0.328,33/360,1.674,-0.35,0/360
B,OA+IPO,2,EW,IPO:0.50|OA:0.50,34.3,32.56,36.07,-18.76,-20.77,1.824,1.636,6.42,-1.75,0.175,330/360,1.674,0.173,360/360
B,OA+GOLD,2,EW,GOLD:0.50|OA:0.50,24.92,24.27,26.01,-12.71,-12.78,1.957,1.912,-2.81,4.28,0.294,360/360,1.674,0.289,360/360
B,TN+VCP,2,EW,TN:0.50|VCP:0.50,28.09,23.76,31.5,-24.54,-28.41,1.152,0.858,0.46,-7.74,-0.504,0/360,1.603,-0.437,14/360
B,TN+IPO,2,EW,IPO:0.50|TN:0.50,26.3,22.92,29.66,-11.61,-14.63,2.303,1.629,-1.54,5.36,0.6,360/360,1.603,0.726,360/360
B,TN+GOLD,2,EW,GOLD:0.50|TN:0.50,17.66,15.34,19.48,-14.54,-16.62,1.188,1.02,-10.08,2.81,-0.384,0/360,1.603,-0.25,30/360
B,VCP+IPO,2,EW,IPO:0.50|VCP:0.50,34.66,32.68,36.42,-17.33,-18.94,2.002,1.75,6.87,-0.48,0.342,354/360,,,n/a
B,VCP+GOLD,2,EW,GOLD:0.50|VCP:0.50,25.7,23.47,26.76,-16.5,-17.44,1.539,1.354,-2.11,0.25,-0.123,81/360,,,n/a
B,IPO+GOLD,2,EW,GOLD:0.50|IPO:0.50,23.37,22.24,24.57,-10.2,-10.2,2.291,2.181,-4.38,6.81,0.626,360/360,,,n/a
B,OA+TN+VCP,3,EW,OA:0.33|TN:0.33|VCP:0.33,30.6,28.07,33.29,-22.0,-24.84,1.398,1.136,3.01,-5.24,-0.269,13/360,1.946,-0.545,0/360
B,OA+TN+IPO,3,EW,IPO:0.33|OA:0.33|TN:0.33,29.59,26.99,32.28,-13.69,-15.93,2.152,1.784,1.95,3.31,0.537,360/360,1.946,0.23,330/360
B,OA+TN+GOLD,3,EW,GOLD:0.33|OA:0.33|TN:0.33,23.71,21.63,25.67,-10.64,-11.37,2.207,1.929,-4.04,6.57,0.648,360/360,1.946,0.352,360/360
B,OA+VCP+IPO,3,EW,IPO:0.33|OA:0.33|VCP:0.33,35.08,33.9,36.71,-17.24,-18.17,2.026,1.867,7.35,-0.43,0.371,360/360,1.93,0.097,324/360
B,OA+VCP+GOLD,3,EW,GOLD:0.33|OA:0.33|VCP:0.33,29.07,28.08,30.23,-12.99,-14.1,2.241,2.001,1.25,3.83,0.566,360/360,1.93,0.293,360/360
B,OA+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|OA:0.33,27.89,26.77,29.03,-8.99,-9.75,3.103,2.795,0.02,7.94,1.458,360/360,1.93,1.173,360/360
B,TN+VCP+IPO,3,EW,IPO:0.33|TN:0.33|VCP:0.33,29.86,27.08,32.53,-15.51,-18.15,1.943,1.509,2.23,1.3,0.285,359/360,2.078,-0.144,144/360
B,TN+VCP+GOLD,3,EW,GOLD:0.33|TN:0.33|VCP:0.33,23.95,21.11,26.16,-12.56,-14.86,1.93,1.471,-3.7,4.33,0.267,353/360,2.078,-0.154,145/360
B,TN+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|TN:0.33,22.65,20.42,24.83,-8.92,-10.47,2.489,2.055,-4.99,8.34,0.895,360/360,2.078,0.664,320/360
B,VCP+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|VCP:0.33,28.13,26.84,29.28,-10.74,-11.37,2.633,2.36,0.43,6.1,0.952,360/360,,,n/a
B,OA+TN+VCP+IPO,4,EW,IPO:0.25|OA:0.25|TN:0.25|VCP:0.25,31.34,29.34,33.7,-15.7,-17.85,2.008,1.645,3.72,1.07,0.34,360/360,2.243,-0.237,29/360
B,OA+TN+VCP+GOLD,4,EW,GOLD:0.25|OA:0.25|TN:0.25|VCP:0.25,26.91,25.07,28.88,-13.14,-15.15,2.062,1.663,-0.72,3.62,0.393,360/360,2.243,-0.185,34/360
B,OA+TN+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|OA:0.25|TN:0.25,26.06,24.14,28.02,-8.03,-11.01,3.224,2.246,-1.62,8.66,1.552,360/360,2.243,0.977,360/360
B,OA+VCP+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|OA:0.25|VCP:0.25,30.13,29.29,31.33,-10.11,-11.0,2.976,2.712,2.37,6.81,1.338,360/360,2.214,0.806,360/360
B,TN+VCP+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|TN:0.25|VCP:0.25,26.26,24.2,28.21,-9.35,-11.31,2.818,2.211,-1.39,7.57,1.166,360/360,2.624,0.214,305/360
B,OA+TN+VCP+IPO+GOLD,5,EW,GOLD:0.20|IPO:0.20|OA:0.20|TN:0.20|VCP:0.20,28.19,26.62,30.03,-10.11,-11.74,2.829,2.321,0.56,6.75,1.162,360/360,2.527,0.284,357/360
C,TN+OA,2,BASELINE 50-50,OA:0.50|TN:0.50,30.54,25.54,33.91,-15.69,-20.26,1.925,1.274,0.0,0.0,0.0,-,,,-
C,OA+TN,2,EW,OA:0.50|TN:0.50,30.54,25.54,33.91,-15.69,-20.26,1.925,1.274,0.0,0.0,0.0,0/360,1.925,0.0,0/360
C,OA+VCP,2,EW,OA:0.50|VCP:0.50,40.69,38.21,43.53,-21.5,-25.51,1.928,1.561,10.66,-5.53,-0.016,170/360,1.883,0.042,240/360
C,OA+MYB,2,EW,MYB:0.50|OA:0.50,36.87,35.15,39.48,-14.5,-17.23,2.554,2.094,6.67,1.15,0.613,349/360,1.883,0.695,360/360
C,OA+IPO,2,EW,IPO:0.50|OA:0.50,41.14,38.25,44.6,-18.76,-20.77,2.185,1.925,10.75,-3.03,0.284,305/360,1.883,0.37,360/360
C,OA+GOLD,2,EW,GOLD:0.50|OA:0.50,27.75,26.7,29.5,-9.98,-10.79,2.85,2.508,-2.25,5.86,0.922,359/360,1.883,0.935,360/360
C,TN+VCP,2,EW,TN:0.50|VCP:0.50,30.93,24.6,35.73,-16.38,-21.49,1.86,1.359,0.5,-0.8,-0.048,141/360,1.782,0.236,269/360
C,TN+MYB,2,EW,MYB:0.50|TN:0.50,26.93,22.3,30.53,-13.47,-19.59,1.992,1.209,-3.26,2.31,0.063,215/360,1.782,0.34,348/360
C,TN+IPO,2,EW,IPO:0.50|TN:0.50,30.66,25.42,35.0,-11.61,-14.63,2.682,1.834,0.13,3.96,0.634,358/360,1.782,0.943,360/360
C,TN+GOLD,2,EW,GOLD:0.50|TN:0.50,18.14,15.06,20.28,-9.64,-15.06,1.934,1.03,-11.87,5.75,-0.062,146/360,1.782,0.169,300/360
C,VCP+MYB,2,EW,MYB:0.50|VCP:0.50,37.7,34.11,40.13,-14.87,-16.91,2.509,2.091,7.24,0.81,0.581,338/360,,,n/a
C,VCP+IPO,2,EW,IPO:0.50|VCP:0.50,41.72,38.0,45.11,-14.94,-17.92,2.768,2.315,11.54,0.63,0.86,353/360,,,n/a
C,VCP+GOLD,2,EW,GOLD:0.50|VCP:0.50,28.93,25.66,31.16,-10.8,-13.09,2.667,2.062,-1.72,4.81,0.708,350/360,,,n/a
C,MYB+IPO,2,EW,IPO:0.50|MYB:0.50,37.59,35.03,39.88,-12.72,-14.2,2.955,2.656,7.17,2.95,1.014,360/360,,,n/a
C,MYB+GOLD,2,EW,GOLD:0.50|MYB:0.50,24.58,23.29,26.0,-8.5,-8.51,2.891,2.739,-5.74,7.19,0.96,360/360,,,n/a
C,IPO+GOLD,2,EW,GOLD:0.50|IPO:0.50,28.18,26.38,30.29,-7.4,-7.52,3.788,3.538,-2.33,8.25,1.88,360/360,,,n/a
C,OA+TN+VCP,3,EW,OA:0.33|TN:0.33|VCP:0.33,34.07,30.06,37.37,-16.57,-20.93,2.057,1.485,3.97,-0.76,0.144,296/360,2.433,-0.342,8/360
C,OA+TN+MYB,3,EW,MYB:0.33|OA:0.33|TN:0.33,31.52,28.08,34.66,-11.53,-13.95,2.727,2.06,1.34,4.36,0.845,360/360,2.433,0.315,328/360
C,OA+TN+IPO,3,EW,IPO:0.33|OA:0.33|TN:0.33,34.19,30.05,38.01,-13.69,-15.93,2.485,1.985,3.95,2.4,0.63,347/360,2.433,0.093,219/360
C,OA+TN+GOLD,3,EW,GOLD:0.33|OA:0.33|TN:0.33,25.88,22.65,28.12,-8.08,-11.24,3.24,2.029,-4.66,7.67,1.231,360/360,2.433,0.703,360/360
C,OA+VCP+MYB,3,EW,MYB:0.33|OA:0.33|VCP:0.33,38.53,36.58,40.66,-14.56,-16.5,2.641,2.326,8.29,1.25,0.756,354/360,2.14,0.586,360/360
C,OA+VCP+IPO,3,EW,IPO:0.33|OA:0.33|VCP:0.33,41.52,39.48,44.63,-16.86,-18.06,2.448,2.226,11.14,-1.18,0.546,342/360,2.14,0.357,360/360
C,OA+VCP+GOLD,3,EW,GOLD:0.33|OA:0.33|VCP:0.33,32.57,31.03,34.38,-11.29,-12.99,2.875,2.461,2.35,4.3,0.98,360/360,2.14,0.823,360/360
C,OA+MYB+IPO,3,EW,IPO:0.33|MYB:0.33|OA:0.33,38.87,36.86,41.28,-15.05,-16.51,2.569,2.325,8.37,0.85,0.698,356/360,2.14,0.502,360/360
C,OA+MYB+GOLD,3,EW,GOLD:0.33|MYB:0.33|OA:0.33,30.01,28.87,31.67,-9.05,-10.72,3.287,2.88,-0.27,6.54,1.356,360/360,2.14,1.182,360/360
C,OA+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|OA:0.33,32.73,30.88,34.93,-8.99,-9.75,3.615,3.224,2.19,6.73,1.722,360/360,2.14,1.528,360/360
C,TN+VCP+MYB,3,EW,MYB:0.33|TN:0.33|VCP:0.33,31.86,27.39,35.1,-12.39,-15.41,2.568,1.919,1.76,3.38,0.638,360/360,2.251,0.438,305/360
C,TN+VCP+IPO,3,EW,IPO:0.33|TN:0.33|VCP:0.33,34.47,29.85,38.35,-12.49,-15.54,2.789,2.047,4.39,3.22,0.855,360/360,2.251,0.628,346/360
C,TN+VCP+GOLD,3,EW,GOLD:0.33|TN:0.33|VCP:0.33,26.08,21.98,29.23,-10.16,-12.72,2.56,1.882,-4.02,5.61,0.654,359/360,2.251,0.468,325/360
C,TN+MYB+IPO,3,EW,IPO:0.33|MYB:0.33|TN:0.33,31.87,28.01,34.94,-10.65,-15.62,2.998,1.9,1.64,4.81,0.993,360/360,2.251,0.795,355/360
C,TN+MYB+GOLD,3,EW,GOLD:0.33|MYB:0.33|TN:0.33,23.48,20.43,25.85,-7.23,-10.33,3.268,2.026,-6.74,8.17,1.311,360/360,2.251,0.982,360/360
C,TN+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|TN:0.33,25.93,22.48,28.74,-7.3,-8.91,3.527,2.645,-4.31,8.37,1.576,360/360,2.251,1.347,360/360
C,VCP+MYB+IPO,3,EW,IPO:0.33|MYB:0.33|VCP:0.33,39.02,37.05,41.51,-13.21,-14.64,2.966,2.658,8.79,2.5,1.063,360/360,,,n/a
C,VCP+MYB+GOLD,3,EW,GOLD:0.33|MYB:0.33|VCP:0.33,30.57,28.23,32.12,-10.2,-11.61,2.967,2.5,0.08,5.57,1.054,360/360,,,n/a
C,VCP+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|VCP:0.33,33.1,30.67,35.23,-8.79,-10.11,3.801,3.253,2.7,7.05,1.882,360/360,,,n/a
C,MYB+IPO+GOLD,3,EW,GOLD:0.33|IPO:0.33|MYB:0.33,30.44,28.75,31.89,-7.91,-8.86,3.892,3.305,-0.09,8.02,1.984,360/360,,,n/a
C,OA+TN+VCP+MYB,4,EW,MYB:0.25|OA:0.25|TN:0.25|VCP:0.25,34.09,30.85,36.78,-12.67,-15.23,2.689,2.117,3.91,3.07,0.76,360/360,2.885,-0.188,92/360
C,OA+TN+VCP+IPO,4,EW,IPO:0.25|OA:0.25|TN:0.25|VCP:0.25,36.1,32.94,39.68,-13.56,-15.69,2.649,2.17,6.0,2.3,0.778,356/360,2.885,-0.215,73/360
C,OA+TN+VCP+GOLD,4,EW,GOLD:0.25|OA:0.25|TN:0.25|VCP:0.25,29.71,26.8,32.11,-10.14,-13.04,2.931,2.191,-0.53,5.49,0.999,360/360,2.885,0.063,215/360
C,OA+TN+MYB+IPO,4,EW,IPO:0.25|MYB:0.25|OA:0.25|TN:0.25,34.18,31.06,37.19,-11.96,-13.94,2.835,2.366,3.96,3.93,0.944,360/360,2.885,-0.088,145/360
C,OA+TN+MYB+GOLD,4,EW,GOLD:0.25|MYB:0.25|OA:0.25|TN:0.25,27.79,25.24,30.08,-8.0,-9.71,3.431,2.836,-2.47,7.75,1.567,360/360,2.885,0.597,341/360
C,OA+TN+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|OA:0.25|TN:0.25,29.72,26.69,32.52,-8.03,-11.01,3.703,2.483,-0.66,7.39,1.704,360/360,2.885,0.697,360/360
C,OA+VCP+MYB+IPO,4,EW,IPO:0.25|MYB:0.25|OA:0.25|VCP:0.25,39.6,37.92,42.08,-14.39,-15.59,2.753,2.488,9.23,1.27,0.844,359/360,2.429,0.377,348/360
C,OA+VCP+MYB+GOLD,4,EW,GOLD:0.25|MYB:0.25|OA:0.25|VCP:0.25,32.99,31.59,34.54,-10.72,-12.24,3.079,2.629,2.62,5.13,1.196,360/360,2.429,0.711,360/360
C,OA+VCP+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|OA:0.25|VCP:0.25,35.11,33.64,37.37,-10.11,-11.0,3.443,3.099,4.7,5.53,1.538,360/360,2.429,1.097,360/360
C,OA+MYB+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|MYB:0.25|OA:0.25,33.15,31.67,34.91,-8.4,-9.85,3.914,3.287,2.56,7.3,2.041,360/360,2.429,1.605,360/360
C,TN+VCP+MYB+IPO,4,EW,IPO:0.25|MYB:0.25|TN:0.25|VCP:0.25,34.42,31.16,37.38,-11.4,-13.11,3.026,2.451,4.27,4.42,1.133,360/360,2.705,0.45,278/360
C,TN+VCP+MYB+GOLD,4,EW,GOLD:0.25|MYB:0.25|TN:0.25|VCP:0.25,28.04,24.75,30.42,-9.21,-10.48,3.029,2.49,-2.08,6.56,1.127,360/360,2.705,0.452,287/360
C,TN+VCP+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|TN:0.25|VCP:0.25,29.93,26.53,32.75,-9.18,-11.31,3.286,2.484,-0.2,6.45,1.334,360/360,2.705,0.672,340/360
C,TN+MYB+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|MYB:0.25|TN:0.25,28.0,25.16,30.26,-7.37,-8.72,3.772,3.03,-2.21,8.36,1.912,360/360,2.705,1.334,358/360
C,VCP+MYB+IPO+GOLD,4,EW,GOLD:0.25|IPO:0.25|MYB:0.25|VCP:0.25,33.28,31.82,35.09,-9.99,-10.79,3.402,3.031,3.04,6.05,1.537,360/360,,,n/a
C,OA+TN+VCP+MYB+IPO,5,EW,IPO:0.20|MYB:0.20|OA:0.20|TN:0.20|VCP:0.20,35.73,33.0,38.65,-12.21,-13.7,2.933,2.584,5.5,3.65,1.043,360/360,3.302,-0.375,48/360
