symbol,entry_dt,exit_dt,entry_price,exit_price,exit_reason,candles_held,gross_return_pct,net_return_pct
MCX,2024-09-03 14:45:00,2024-09-09 09:15:00,1034.05,1068.0,X9OR4,37,3.283206808181427,3.183206808181427
ICICIBANK,2024-09-04 12:15:00,2024-09-04 13:45:00,1242.0,1235.35,X9OR4,3,-0.5354267310789123,-0.6354267310789122
BRITANNIA,2024-09-04 12:45:00,2024-09-05 09:45:00,5904.6,5880.45,X9OR4,6,-0.40900315008638255,-0.5090031500863825
MCX,2024-09-04 13:15:00,2024-09-09 09:15:00,1065.05,1068.0,X9OR4,28,0.27698230130041274,0.17698230130041273
HDFCLIFE,2024-09-04 13:45:00,2024-09-05 14:45:00,758.05,752.45,X9OR4,14,-0.7387375502935043,-0.8387375502935043
ASIANPAINT,2024-09-09 14:45:00,2024-09-13 09:15:00,3284.3,3337.75,X9OR4,37,1.6274396370611641,1.527439637061164
AXISBANK,2024-09-13 11:45:00,2024-09-19 12:15:00,1211.7,1240.0,X9OR4,49,2.335561607658658,2.2355616076586577
HDFCBANK,2024-09-17 14:15:00,2024-09-27 09:15:00,835.25,886.0,X9OR4,86,6.076025142173002,5.976025142173002
HDFCBANK,2024-09-19 09:45:00,2024-09-27 09:15:00,858.05,886.0,X9OR4,71,3.25738593322068,3.15738593322068
BHARTIARTL,2024-09-19 09:45:00,2024-09-19 13:15:00,1675.05,1672.85,X9OR4,7,-0.13133936300409216,-0.23133936300409216
M&M,2024-09-20 09:45:00,2024-09-25 11:45:00,2850.7,3057.0,X9OR4,28,7.236819026905679,7.1368190269056795
BHARTIARTL,2024-09-20 10:45:00,2024-09-25 12:15:00,1689.9,1745.7,X9OR4,39,3.301970530800636,3.201970530800636
M&M,2024-09-24 09:45:00,2024-09-25 11:45:00,3063.15,3057.0,X9OR4,16,-0.20077371333431568,-0.3007737133343157
COLPAL,2024-09-25 12:45:00,2024-09-27 14:45:00,3677.05,3748.7,X9OR4,28,1.948572904910176,1.848572904910176
FEDERALBNK,2024-09-25 12:45:00,2024-10-03 11:15:00,191.05,194.67,X9OR4,45,1.8947919392828976,1.7947919392828975
BHARTIARTL,2024-09-25 14:15:00,2024-09-26 11:45:00,1754.05,1752.15,X9OR4,7,-0.1083207434223576,-0.20832074342235762
M&M,2024-09-25 14:45:00,2024-09-26 09:45:00,3077.05,3057.0,X9OR4,2,-0.6515981215774908,-0.7515981215774907
ITC,2024-09-26 12:15:00,2024-09-30 09:15:00,451.25,451.5,X9OR4,18,0.0554016620498615,-0.044598337950138504
M&M,2024-09-26 12:15:00,2024-09-30 09:15:00,3103.5,3144.4,X9OR4,18,1.317866924440151,1.217866924440151
M&M,2024-09-27 12:15:00,2024-09-30 09:15:00,3197.7,3144.4,X9OR4,6,-1.6668230290521229,-1.766823029052123
M&M,2024-10-03 09:45:00,2024-10-03 11:15:00,3137.3,3133.85,X9OR4,3,-0.10996716922195113,-0.20996716922195113
BEL,2024-10-14 09:15:00,2024-10-14 12:45:00,287.05,285.4,X9OR4,7,-0.5748127503919297,-0.6748127503919297
ICICIBANK,2024-10-21 14:15:00,2024-10-24 09:15:00,1263.8,1242.75,X9OR4,14,-1.6656116474125615,-1.7656116474125616
BEL,2024-11-04 09:15:00,2024-11-04 09:45:00,289.0,284.15,X9OR4,1,-1.6782006920415304,-1.7782006920415305
SBIN,2024-11-05 12:45:00,2024-11-11 09:15:00,833.85,845.4,X9OR4,29,1.3851412124482767,1.2851412124482766
M&M,2024-11-05 14:15:00,2024-11-07 09:45:00,2870.0,2875.85,X9OR4,15,0.20383275261323724,0.10383275261323724
BEL,2024-11-06 11:45:00,2024-11-08 13:45:00,297.55,297.65,X9OR4,28,0.0336077970088946,-0.0663922029911054
FEDERALBNK,2024-11-06 13:15:00,2024-11-08 11:45:00,204.9,205.54,X9OR4,21,0.3123474865788123,0.21234748657881228
INFY,2024-11-07 13:15:00,2024-11-14 11:15:00,1803.4,1862.5,X9OR4,44,3.2771431740046526,3.1771431740046525
M&M,2024-11-08 11:15:00,2024-11-11 11:45:00,2925.05,2931.35,X9OR4,13,0.21538093365924435,0.11538093365924434
INFY,2024-11-11 14:45:00,2024-11-14 11:15:00,1868.0,1862.5,X9OR4,29,-0.2944325481798715,-0.3944325481798715
INFY,2024-11-13 13:45:00,2024-11-14 11:15:00,1867.1,1862.5,X9OR4,7,-0.2463713780729425,-0.3463713780729425
M&M,2024-11-22 09:15:00,2024-11-25 13:15:00,2945.05,3051.65,X9OR4,20,3.6196329434135213,3.519632943413521
M&M,2024-11-22 13:15:00,2024-11-25 13:15:00,2964.45,3051.65,X9OR4,12,2.941523722781638,2.841523722781638
HDFCBANK,2024-11-22 14:15:00,2024-11-26 10:15:00,874.15,888.6,X9OR4,16,1.6530343762512205,1.5530343762512204
HDFCBANK,2024-11-26 13:15:00,2024-11-26 13:45:00,890.05,890.0,X9OR4,1,-0.005617661929099998,-0.1056176619291
BHARTIARTL,2024-11-26 14:45:00,2024-11-27 09:15:00,1582.5,1560.6,X9OR4,1,-1.3838862559241765,-1.4838862559241766
SBIN,2024-11-26 14:45:00,2024-11-27 09:15:00,840.4,835.15,X9OR4,1,-0.6247025226082819,-0.7247025226082818
INFY,2024-11-27 13:15:00,2024-11-28 09:15:00,1936.05,1897.45,X9OR4,4,-1.9937501614111157,-2.0937501614111156
HDFCBANK,2024-11-28 09:45:00,2024-11-28 11:15:00,916.45,901.3,X9OR4,3,-1.6531180097113962,-1.7531180097113963
BEL,2024-11-29 09:45:00,2024-12-02 09:45:00,309.7,306.0,X9OR4,12,-1.1947045527930218,-1.2947045527930219
HDFCBANK,2024-12-04 09:15:00,2024-12-06 09:45:00,919.0,924.6,X9OR4,25,0.6093579978237239,0.5093579978237239
SBIN,2024-12-04 09:45:00,2024-12-09 09:15:00,858.95,862.85,X9OR4,35,0.45404272658478106,0.3540427265847811
BHARTIARTL,2024-12-05 12:15:00,2024-12-05 13:15:00,1604.05,1601.55,X9OR4,2,-0.15585549078894048,-0.2558554907889405
MCX,2024-12-05 13:15:00,2024-12-09 13:45:00,1300.05,1366.0,X9OR4,25,5.072881812237995,4.972881812237995
BEL,2024-12-05 13:45:00,2024-12-10 14:15:00,314.15,314.95,X9OR4,37,0.2546554193856474,0.1546554193856474
BEL,2024-12-10 13:15:00,2024-12-10 14:15:00,315.15,314.95,X9OR4,2,-0.063461843566552,-0.16346184356655202
BEL,2024-12-11 11:15:00,2024-12-11 11:45:00,314.95,314.45,X9OR4,1,-0.15875535799333226,-0.25875535799333227
INFY,2024-12-13 12:45:00,2024-12-16 12:45:00,1993.95,1983.6,X9OR4,12,-0.5190701873166397,-0.6190701873166397
M&M,2024-12-16 09:15:00,2024-12-16 09:45:00,3089.4,3060.3,X9OR4,1,-0.9419304719362953,-1.0419304719362954
ITC,2024-12-17 11:45:00,2024-12-19 10:45:00,405.25,403.75,X9OR4,10,-0.3701418877236274,-0.4701418877236274
ITC,2025-01-01 12:15:00,2025-01-06 11:30:00,419.8,448.8,X9OR4,22,6.908051453072892,6.808051453072892
ITC,2025-01-02 12:15:00,2025-01-06 11:30:00,421.45,448.8,X9OR4,10,6.489500533871165,6.389500533871165
M&M,2025-01-06 10:15:00,2025-01-06 10:45:00,3218.05,3120.8,X9OR4,1,-3.0220164385264368,-3.122016438526437
INFY,2025-01-07 09:15:00,2025-01-07 11:15:00,1945.0,1935.1,X9OR4,4,-0.5089974293059173,-0.6089974293059173
RELIANCE,2025-01-07 09:45:00,2025-01-07 11:45:00,1236.45,1239.7,X9OR4,4,0.2628492862630919,0.1628492862630919
HINDUNILVR,2025-01-07 10:15:00,2025-01-07 13:45:00,2393.0,2386.15,X9OR4,7,-0.28625156707061883,-0.3862515670706188
INFY,2025-01-07 10:15:00,2025-01-07 11:15:00,1950.65,1935.1,X9OR4,2,-0.7971701740445586,-0.8971701740445586
RELIANCE,2025-01-08 10:15:00,2025-01-09 12:45:00,1268.85,1255.55,X9OR4,17,-1.04819324585254,-1.1481932458525401
HINDUNILVR,2025-01-08 12:45:00,2025-01-13 10:45:00,2396.85,2436.0,X9OR4,32,1.633393829401093,1.533393829401093
MCX,2025-01-20 09:15:00,2025-01-20 09:45:00,1217.0,1191.0,X9OR4,1,-2.1364009860312243,-2.2364009860312244
MCX,2025-01-20 11:45:00,2025-01-20 12:15:00,1206.05,1199.0,X9OR4,1,-0.5845528792338589,-0.6845528792338589
SBIN,2025-01-20 13:15:00,2025-01-21 09:45:00,783.9,771.05,X9OR4,5,-1.6392396989411946,-1.7392396989411947
ASIANPAINT,2025-01-22 14:45:00,2025-01-23 14:45:00,2265.05,2273.75,X9OR4,12,0.38409748129179566,0.2840974812917957
HDFCBANK,2025-02-01 14:45:00,2025-02-03 09:15:00,849.05,839.8,X9OR4,1,-1.0894529179671397,-1.1894529179671398
M&M,2025-02-04 14:45:00,2025-02-05 09:15:00,3186.8,3163.0,X9OR4,1,-0.7468306765407362,-0.8468306765407362
M&M,2025-02-05 09:15:00,2025-02-05 09:45:00,3194.0,3155.7,X9OR4,1,-1.1991233562930552,-1.2991233562930553
M&M,2025-02-05 11:15:00,2025-02-05 11:45:00,3180.0,3187.3,X9OR4,1,0.22955974842767865,0.12955974842767864
BHARTIARTL,2025-02-07 09:45:00,2025-02-07 13:45:00,1697.45,1670.05,X9OR4,8,-1.6141859848596476,-1.7141859848596477
M&M,2025-02-07 11:45:00,2025-02-07 12:45:00,3196.25,3165.4,X9OR4,2,-0.9651935862338651,-1.065193586233865
BEL,2025-03-07 14:45:00,2025-03-11 09:15:00,277.9,273.1,X9OR4,1,-1.7272400143936506,-1.8272400143936507
RELIANCE,2025-03-12 14:15:00,2025-03-13 14:15:00,1252.55,1247.85,X9OR4,12,-0.37523452157598863,-0.47523452157598867
ICICIBANK,2025-03-12 14:45:00,2025-03-25 11:45:00,1244.9,1340.95,X9OR4,78,7.7154791549522015,7.615479154952202
BHARTIARTL,2025-03-13 09:45:00,2025-03-13 10:15:00,1655.7,1648.45,X9OR4,1,-0.43788125868212835,-0.5378812586821283
HINDUNILVR,2025-03-20 09:45:00,2025-03-26 13:15:00,2209.05,2248.0,X9OR4,43,1.7632013761571634,1.6632013761571633
BEL,2025-03-20 12:15:00,2025-03-21 12:45:00,295.1,294.55,X9OR4,13,-0.1863774991528334,-0.2863774991528334
AXISBANK,2025-03-20 13:15:00,2025-03-27 12:15:00,1056.05,1102.0,X9OR4,46,4.351119738648743,4.251119738648743
SBIN,2025-03-20 13:45:00,2025-03-25 14:45:00,748.65,773.3,X9OR4,26,3.292593334669068,3.192593334669068
SBIN,2025-03-21 14:15:00,2025-03-25 14:45:00,753.4,773.3,X9OR4,13,2.641359171754709,2.541359171754709
BEL,2025-03-24 09:45:00,2025-03-25 11:15:00,301.75,299.01,X9OR4,15,-0.9080364540182301,-1.00803645401823
BEL,2025-03-24 13:15:00,2025-03-25 11:15:00,304.05,299.01,X9OR4,8,-1.6576221016280286,-1.7576221016280287
BEL,2025-03-25 13:45:00,2025-03-25 14:45:00,302.05,299.4,X9OR4,2,-0.8773381890415606,-0.9773381890415606
AXISBANK,2025-03-25 14:15:00,2025-03-27 12:15:00,1117.65,1102.0,X9OR4,8,-1.4002594730013949,-1.500259473001395
FEDERALBNK,2025-03-25 14:15:00,2025-03-28 10:45:00,195.35,194.37,X9OR4,17,-0.5016636805733247,-0.6016636805733246
ICICIBANK,2025-03-26 09:15:00,2025-03-26 11:15:00,1346.95,1340.95,X9OR4,4,-0.4454508333642674,-0.5454508333642674
ITC,2025-03-26 14:15:00,2025-03-26 14:45:00,410.55,407.2,X9OR4,1,-0.8159785653391847,-0.9159785653391846
RELIANCE,2025-03-27 09:45:00,2025-03-27 10:15:00,1283.05,1279.9,X9OR4,1,-0.24550874868476394,-0.34550874868476394
BEL,2025-03-27 10:15:00,2025-03-27 14:15:00,301.0,299.56,X9OR4,8,-0.47840531561461713,-0.5784053156146172
FEDERALBNK,2025-03-27 10:15:00,2025-03-28 10:45:00,194.4,194.37,X9OR4,13,-0.015432098765432684,-0.11543209876543269
BRITANNIA,2025-04-08 12:45:00,2025-04-15 10:45:00,5146.05,5315.2,X9OR4,20,3.2869871066157463,3.1869871066157462
