path,arm,cagr,dd,calmar,dd0809,dd1214,dd1314,ret1314
15,pair,29.047500522410452,-17.15234157193898,1.693500587111197,-16.995192143608552,-9.353728500766845,-4.383039068157968,87.19007863734649
15,blend,29.847253711656172,-13.246272427966776,2.253256821793869,-12.77341575096942,-4.837029328872489,-3.268843599033111,69.05218082289895
16,pair,28.565096065477015,-17.934260473757703,1.5927668780809152,-17.191308325012532,-7.479245223603826,-5.071168713068652,73.54623049850979
16,blend,30.06081391299482,-13.054957021886104,2.3026359920296247,-13.054957021886104,-3.9694512640397805,-3.9694512640397805,59.0064513606968
17,pair,27.820684923931704,-16.62199877360585,1.6737268064360769,-16.62199877360585,-7.6749423356811235,-4.319348810121825,80.58833784327821
17,blend,28.971648687820117,-15.452018080679952,1.8749427121137077,-12.449617872487273,-3.6091996470408616,-3.3679953416823283,64.2184190351124
18,pair,27.90042821782135,-15.405786625467076,1.811035612534031,-15.405786625467076,-6.202740796271122,-6.202740796271122,80.37220007617381
18,blend,29.17634342103066,-13.638997164967325,2.139185386442637,-11.594384414599046,-4.874708930601757,-4.874708930601757,64.1179060070279
19,pair,27.4081904104291,-16.259043467529555,1.6857197328468412,-15.8085634092353,-6.703170274560932,-6.703170274560932,79.67478334765967
19,blend,28.452150440419487,-12.880878266742556,2.2088672721859943,-11.789046286807658,-5.144748451507574,-5.144748451507574,63.63779203345783
20,pair,25.231599543025872,-15.784530978320188,1.5985016962291176,-15.552176021605746,-9.610668844471714,-5.089873646287768,83.22921505604843
20,blend,27.104678182937782,-12.445067947862999,2.1779453753478344,-11.702877597266937,-5.086308830176545,-3.9844152106150665,66.25617579409327
21,pair,24.93930615841382,-19.035261580130978,1.3101635642583178,-19.035261580130978,-8.455973166345053,-5.170014792524535,88.37398675675898
21,blend,26.48027274588143,-14.486475485319517,1.8279306635155208,-14.486475485319517,-4.200836847931544,-4.0485281276045,69.98682017826951
22,pair,26.886355394712226,-17.793603959688763,1.5110123534064825,-16.63356808340041,-8.62876293497673,-5.111456007116077,102.07419587220406
22,blend,28.237055068452,-14.434358276851722,1.9562390323742738,-12.575604064745328,-4.258177281507136,-3.85865575249843,79.85651938883314
23,pair,24.63746766583508,-17.979099220265738,1.3703393792979428,-15.148969242155752,-6.85212011651708,-5.519426252471693,86.9150040367267
23,blend,26.293177177162306,-14.534748937501307,1.8089873647093357,-11.356255235552082,-4.340009387894328,-4.340009387894328,68.91403621619119
24,pair,27.210646080095557,-16.585907326905346,1.6405883346493177,-16.585907326905346,-9.153902193652785,-5.444155471389678,79.7814538728358
24,blend,28.595611361006547,-13.091244557379866,2.1843310034939707,-12.530810088296695,-4.719304899823551,-4.26784067069661,63.654919435446786
25,pair,30.232275748908457,-17.132206767629476,1.7646457434795244,-17.132206767629476,-7.293921221395017,-5.644042265893479,80.7777161024075
25,blend,30.676123382490683,-13.866706525119222,2.212214077432272,-12.882759553225597,-4.439702198631745,-4.439702198631745,64.39698331582821
26,pair,30.514819212870627,-17.397271460170437,1.754000291524547,-17.397271460170437,-8.688265548497798,-3.6604941412962444,91.99681507655984
26,blend,31.190370750849784,-13.684051340314296,2.2793228390601317,-13.22709183882258,-4.3404178952213375,-2.8528636989539558,72.47331618382178
27,pair,29.60416538718631,-17.21098112892757,1.7200742459375973,-17.21098112892757,-8.9193407825375,-4.8531612704252325,101.30063132048636
27,blend,30.626522242363265,-13.07418787408039,2.3425181385897336,-13.07418787408039,-4.4694092441445505,-3.6482751264759306,79.23016304120914
28,pair,27.762893875905913,-18.876126780561453,1.4707939927854272,-16.696005502202237,-7.497391995107483,-5.176399509248897,70.78478639835201
28,blend,29.023255199896504,-14.260044793461347,2.0352849952620433,-12.527826793244778,-4.027848441209525,-4.027848441209525,56.96307099396598
29,pair,28.337340977989278,-16.39864233544346,1.728029698942938,-16.39864233544346,-8.199229479797587,-4.310827426050112,85.62643582124548
29,blend,29.119952698015837,-13.298166498871621,2.1897720035680655,-12.268906140041535,-4.0399757903550215,-3.3611782344249552,67.94671595390052
