cell,signal,side,n,skipped,total_all,total_kept,pnl_retained_pct,median_all,median_kept,worst_all,worst_kept,rand_total_mean,rand_total_pctile,rand_worst_mean,rand_worst_pctile
WED_SENSEX_DTE1,vix_chg_cc_pts,skip_high,17,4,32690,19830,60.7,3830,3370,-11440,-11440,24998,34.4,-10704,76.5
WED_SENSEX_DTE1,vix_chg_cc_pts,skip_low,17,4,32690,47360,144.9,3830,3860,-11440,-5120,24998,97.6,-10704,99.4
WED_SENSEX_DTE1,pre_move_bp,skip_high,17,4,32690,11880,36.3,3830,3370,-11440,-11440,24998,12.4,-10704,76.5
WED_SENSEX_DTE1,pre_move_bp,skip_low,17,4,32690,4370,13.4,3830,2360,-11440,-11440,24998,2.0,-10704,76.5
WED_SENSEX_DTE1,pre_range_bp,skip_high,17,4,32690,8110,24.8,3830,3370,-11440,-11440,24998,5.0,-10704,76.5
WED_SENSEX_DTE1,pre_range_bp,skip_low,17,4,32690,31420,96.1,3830,3950,-11440,-11440,24998,71.9,-10704,76.5
WED_SENSEX_DTE1,pcr_oi_all,skip_high,17,4,32690,10390,31.8,3830,3830,-11440,-11440,24998,9.2,-10704,76.5
WED_SENSEX_DTE1,pcr_oi_all,skip_low,17,4,32690,29190,89.3,3830,3860,-11440,-11440,24998,65.2,-10704,76.5
WED_SENSEX_DTE1,pcr_oi_atm,skip_high,17,4,32690,10390,31.8,3830,3830,-11440,-11440,24998,9.2,-10704,76.5
WED_SENSEX_DTE1,pcr_oi_atm,skip_low,17,4,32690,24490,74.9,3830,3370,-11440,-11440,24998,49.7,-10704,76.5
WED_SENSEX_DTE1,pcr_vol_all,skip_high,17,4,32690,34400,105.2,3830,3950,-11440,-11440,24998,80.1,-10704,76.5
WED_SENSEX_DTE1,pcr_vol_all,skip_low,17,4,32690,6840,20.9,3830,2360,-11440,-11440,24998,3.9,-10704,76.5
WED_SENSEX_DTE1,oi_atm_share,skip_high,17,4,32690,10230,31.3,3830,2360,-11440,-11440,24998,8.8,-10704,76.5
WED_SENSEX_DTE1,oi_atm_share,skip_low,17,4,32690,21570,66.0,3830,3830,-11440,-11440,24998,39.8,-10704,76.5
WED_SENSEX_DTE1,dist_ce_wall_bp,skip_high,17,4,32690,21570,66.0,3830,3830,-11440,-11440,24998,39.8,-10704,76.5
WED_SENSEX_DTE1,dist_ce_wall_bp,skip_low,17,4,32690,25560,78.2,3830,3830,-11440,-11440,24998,53.6,-10704,76.5
WED_SENSEX_DTE1,dist_pe_wall_bp,skip_high,17,4,32690,26440,80.9,3830,3860,-11440,-11440,24998,56.7,-10704,76.5
WED_SENSEX_DTE1,dist_pe_wall_bp,skip_low,17,4,32690,14400,44.1,3830,3830,-11440,-11440,24998,18.0,-10704,76.5
WED_SENSEX_DTE1,wall_span_bp,skip_high,17,4,32690,21570,66.0,3830,3830,-11440,-11440,24998,39.8,-10704,76.5
WED_SENSEX_DTE1,wall_span_bp,skip_low,17,4,32690,31240,95.6,3830,3950,-11440,-11440,24998,71.5,-10704,76.5
WED_SENSEX_DTE1,maxpain_drift_bp,skip_high,17,4,32690,8930,27.3,3830,2360,-11440,-11440,24998,6.4,-10704,76.5
WED_SENSEX_DTE1,maxpain_drift_bp,skip_low,17,4,32690,32720,100.1,3830,3950,-11440,-11440,24998,75.8,-10704,76.5
WED_SENSEX_DTE1,d_pcr_oi_all,skip_high,17,4,32690,11500,35.2,3830,3830,-11440,-11440,24998,11.6,-10704,76.5
WED_SENSEX_DTE1,d_pcr_oi_all,skip_low,17,4,32690,27930,85.4,3830,3860,-11440,-11440,24998,61.3,-10704,76.5
WED_SENSEX_DTE1,d_oi_total_pct,skip_high,17,4,32690,27520,84.2,3830,3830,-11440,-9110,24998,59.7,-10704,95.6
WED_SENSEX_DTE1,d_oi_total_pct,skip_low,17,4,32690,24170,73.9,3830,3370,-11440,-11440,24998,48.3,-10704,76.5
WED_SENSEX_DTE1,d_oi_atm_pct,skip_high,17,4,32690,5390,16.5,3830,2360,-11440,-11440,24998,2.9,-10704,76.5
WED_SENSEX_DTE1,d_oi_atm_pct,skip_low,17,4,32690,24660,75.4,3830,3370,-11440,-11440,24998,50.2,-10704,76.5
WED_SENSEX_DTE1,d_oi_wing_pct,skip_high,17,4,32690,23720,72.6,3830,3370,-11440,-11440,24998,46.9,-10704,76.5
WED_SENSEX_DTE1,d_oi_wing_pct,skip_low,17,4,32690,19300,59.0,3830,3370,-11440,-11440,24998,32.6,-10704,76.5
WED_SENSEX_DTE1,placebo_noise,skip_high,17,4,32690,12680,38.8,3830,3370,-11440,-11440,24998,14.0,-10704,76.5
WED_SENSEX_DTE1,placebo_noise,skip_low,17,4,32690,28160,86.1,3830,3860,-11440,-11440,24998,62.1,-10704,76.5
WED_SENSEX_DTE1,placebo_prepath,skip_high,17,4,32690,23740,72.6,3830,3370,-11440,-9110,24998,47.0,-10704,95.6
WED_SENSEX_DTE1,placebo_prepath,skip_low,17,4,32690,26920,82.3,3830,3950,-11440,-11440,24998,58.3,-10704,76.5
WED_SENSEX_DTE1,cpr_today,skip_high,17,6,32690,22850,69.9,3830,3370,-11440,-9110,21152,55.8,-10110,89.0
WED_SENSEX_DTE1,cpr_today,skip_low,17,6,32690,10530,32.2,3830,3860,-11440,-11440,21152,20.6,-10110,64.7
WED_SENSEX_DTE1,cpr_prev,skip_high,17,6,32690,11180,34.2,3830,3370,-11440,-11440,21152,22.2,-10110,64.7
WED_SENSEX_DTE1,cpr_prev,skip_low,17,6,32690,30450,93.1,3830,4350,-11440,-11440,21152,76.8,-10110,64.7
WED_SENSEX_DTE1,wcpr_this,skip_high,17,6,32690,13620,41.7,3830,3860,-11440,-11440,21152,28.5,-10110,64.7
WED_SENSEX_DTE1,wcpr_this,skip_low,17,6,32690,20710,63.4,3830,3370,-11440,-11440,21152,49.4,-10110,64.7
WED_SENSEX_DTE1,wcpr_prev,skip_high,17,6,32690,26470,81.0,3830,3830,-11440,-9110,21152,66.5,-10110,89.0
WED_SENSEX_DTE1,wcpr_prev,skip_low,17,6,32690,12750,39.0,3830,3370,-11440,-11440,21152,26.2,-10110,64.7
WED_SENSEX_DTE1,gap_abs,skip_high,17,6,32690,19790,60.5,3830,3830,-11440,-11440,21152,46.5,-10110,64.7
WED_SENSEX_DTE1,gap_abs,skip_low,17,6,32690,37870,115.8,3830,3950,-11440,-9110,21152,90.5,-10110,89.0
WED_SENSEX_DTE1,gap_pct,skip_high,17,6,32690,8990,27.5,3830,2360,-11440,-11440,21152,17.2,-10110,64.7
WED_SENSEX_DTE1,gap_pct,skip_low,17,6,32690,16160,49.4,3830,3830,-11440,-11440,21152,35.6,-10110,64.7
WED_SENSEX_DTE1,pdr_pct,skip_high,17,6,32690,2930,9.0,3830,3370,-11440,-11440,21152,7.0,-10110,64.7
WED_SENSEX_DTE1,pdr_pct,skip_low,17,6,32690,19380,59.3,3830,3860,-11440,-11440,21152,45.4,-10110,64.7
WED_SENSEX_DTE1,pdr_rel,skip_high,17,6,32690,18120,55.4,3830,3830,-11440,-11440,21152,41.4,-10110,64.7
WED_SENSEX_DTE1,pdr_rel,skip_low,17,6,32690,11990,36.7,3830,2360,-11440,-11440,21152,24.2,-10110,64.7
WED_SENSEX_DTE1,atr14_pct,skip_high,17,6,32690,7320,22.4,3830,3370,-11440,-11440,21152,13.9,-10110,64.7
WED_SENSEX_DTE1,atr14_pct,skip_low,17,6,32690,31030,94.9,3830,4350,-11440,-11440,21152,78.2,-10110,64.7
WED_SENSEX_DTE1,vix_open,skip_high,17,6,32690,19180,58.7,3830,3370,-11440,-5120,21152,44.7,-10110,97.1
WED_SENSEX_DTE1,vix_open,skip_low,17,6,32690,31030,94.9,3830,4350,-11440,-11440,21152,78.2,-10110,64.7
WED_SENSEX_DTE1,vix_chg_oc_pct,skip_high,17,6,32690,7320,22.4,3830,3370,-11440,-11440,21152,13.9,-10110,64.7
WED_SENSEX_DTE1,vix_chg_oc_pct,skip_low,17,6,32690,7320,22.4,3830,3370,-11440,-11440,21152,13.9,-10110,64.7
WED_SENSEX_DTE1,vix_chg_oc_pts,skip_high,17,6,32690,7320,22.4,3830,3370,-11440,-11440,21152,13.9,-10110,64.7
WED_SENSEX_DTE1,vix_chg_oc_pts,skip_low,17,6,32690,7320,22.4,3830,3370,-11440,-11440,21152,13.9,-10110,64.7
WED_SENSEX_DTE1,vix_chg_cc_pct,skip_high,17,6,32690,18310,56.0,3830,3830,-11440,-11440,21152,42.0,-10110,64.7
WED_SENSEX_DTE1,vix_chg_cc_pct,skip_low,17,6,32690,40500,123.9,3830,3860,-11440,-5120,21152,93.6,-10110,97.1
WED_SENSEX_DTE1,vix_chg_cc_pts,skip_high,17,6,32690,18310,56.0,3830,3830,-11440,-11440,21152,42.0,-10110,64.7
WED_SENSEX_DTE1,vix_chg_cc_pts,skip_low,17,6,32690,33110,101.3,3830,3830,-11440,-5120,21152,82.7,-10110,97.1
WED_SENSEX_DTE1,pre_move_bp,skip_high,17,6,32690,5690,17.4,3830,3370,-11440,-11440,21152,11.0,-10110,64.7
WED_SENSEX_DTE1,pre_move_bp,skip_low,17,6,32690,9530,29.2,3830,2360,-11440,-11440,21152,18.3,-10110,64.7
WED_SENSEX_DTE1,pre_range_bp,skip_high,17,6,32690,15720,48.1,3830,3370,-11440,-9110,21152,34.3,-10110,89.0
WED_SENSEX_DTE1,pre_range_bp,skip_low,17,6,32690,35070,107.3,3830,3950,-11440,-11440,21152,86.3,-10110,64.7
WED_SENSEX_DTE1,pcr_oi_all,skip_high,17,6,32690,15150,46.3,3830,3830,-11440,-11440,21152,32.7,-10110,64.7
WED_SENSEX_DTE1,pcr_oi_all,skip_low,17,6,32690,30450,93.1,3830,4350,-11440,-11440,21152,76.8,-10110,64.7
WED_SENSEX_DTE1,pcr_oi_atm,skip_high,17,6,32690,17480,53.5,3830,3830,-11440,-9110,21152,39.5,-10110,89.0
WED_SENSEX_DTE1,pcr_oi_atm,skip_low,17,6,32690,30450,93.1,3830,4350,-11440,-11440,21152,76.8,-10110,64.7
WED_SENSEX_DTE1,pcr_vol_all,skip_high,17,6,32690,33890,103.7,3830,4350,-11440,-11440,21152,84.2,-10110,64.7
WED_SENSEX_DTE1,pcr_vol_all,skip_low,17,6,32690,1110,3.4,3830,420,-11440,-11440,21152,5.0,-10110,64.7
WED_SENSEX_DTE1,oi_atm_share,skip_high,17,6,32690,8710,26.6,3830,3830,-11440,-11440,21152,16.5,-10110,64.7
WED_SENSEX_DTE1,oi_atm_share,skip_low,17,6,32690,13790,42.2,3830,3370,-11440,-11440,21152,28.9,-10110,64.7
WED_SENSEX_DTE1,dist_ce_wall_bp,skip_high,17,6,32690,27550,84.3,3830,3830,-11440,-5120,21152,69.4,-10110,97.1
WED_SENSEX_DTE1,dist_ce_wall_bp,skip_low,17,6,32690,20380,62.3,3830,3830,-11440,-11440,21152,48.4,-10110,64.7
WED_SENSEX_DTE1,dist_pe_wall_bp,skip_high,17,6,32690,13390,41.0,3830,3370,-11440,-11440,21152,27.8,-10110,64.7
WED_SENSEX_DTE1,dist_pe_wall_bp,skip_low,17,6,32690,21890,67.0,3830,3830,-11440,-9110,21152,53.0,-10110,89.0
WED_SENSEX_DTE1,wall_span_bp,skip_high,17,6,32690,29180,89.3,3830,3860,-11440,-5120,21152,73.6,-10110,97.1
WED_SENSEX_DTE1,wall_span_bp,skip_low,17,6,32690,26060,79.7,3830,3950,-11440,-11440,21152,65.3,-10110,64.7
WED_SENSEX_DTE1,maxpain_drift_bp,skip_high,17,6,32690,-6830,-20.9,3830,420,-11440,-11440,21152,0.6,-10110,64.7
WED_SENSEX_DTE1,maxpain_drift_bp,skip_low,17,6,32690,49280,150.7,3830,4350,-11440,-9110,21152,98.9,-10110,89.0
WED_SENSEX_DTE1,d_pcr_oi_all,skip_high,17,6,32690,-3730,-11.4,3830,420,-11440,-11440,21152,1.6,-10110,64.7
WED_SENSEX_DTE1,d_pcr_oi_all,skip_low,17,6,32690,24910,76.2,3830,4350,-11440,-11440,21152,62.1,-10110,64.7
WED_SENSEX_DTE1,d_oi_total_pct,skip_high,17,6,32690,33260,101.7,3830,3860,-11440,-5120,21152,82.9,-10110,97.1
WED_SENSEX_DTE1,d_oi_total_pct,skip_low,17,6,32690,11610,35.5,3830,2360,-11440,-11440,21152,23.2,-10110,64.7
WED_SENSEX_DTE1,d_oi_atm_pct,skip_high,17,6,32690,-9090,-27.8,3830,420,-11440,-11440,21152,0.3,-10110,64.7
WED_SENSEX_DTE1,d_oi_atm_pct,skip_low,17,6,32690,37210,113.8,3830,3950,-11440,-11440,21152,89.6,-10110,64.7
WED_SENSEX_DTE1,d_oi_wing_pct,skip_high,17,6,32690,36000,110.1,3830,3860,-11440,-5120,21152,87.8,-10110,97.1
WED_SENSEX_DTE1,d_oi_wing_pct,skip_low,17,6,32690,11000,33.6,3830,2360,-11440,-11440,21152,21.7,-10110,64.7
WED_SENSEX_DTE1,placebo_noise,skip_high,17,6,32690,12260,37.5,3830,3370,-11440,-11440,21152,24.9,-10110,64.7
WED_SENSEX_DTE1,placebo_noise,skip_low,17,6,32690,44720,136.8,3830,3950,-11440,-3440,21152,96.9,-10110,99.4
WED_SENSEX_DTE1,placebo_prepath,skip_high,17,6,32690,32300,98.8,3830,3830,-11440,-9110,21152,80.9,-10110,89.0
WED_SENSEX_DTE1,placebo_prepath,skip_low,17,6,32690,25730,78.7,3830,3950,-11440,-11440,21152,64.6,-10110,64.7
WED_SENSEX_DTE1,cpr_today,skip_high,17,8,32690,37080,113.4,3830,3830,-11440,-3440,17262,93.2,-9277,97.0
WED_SENSEX_DTE1,cpr_today,skip_low,17,8,32690,5910,18.1,3830,3860,-11440,-11440,17262,20.3,-9277,52.9
WED_SENSEX_DTE1,cpr_prev,skip_high,17,8,32690,12320,37.7,3830,3370,-11440,-5120,17262,36.2,-9277,91.7
WED_SENSEX_DTE1,cpr_prev,skip_low,17,8,32690,22730,69.5,3830,4930,-11440,-11440,17262,65.8,-9277,52.9
WED_SENSEX_DTE1,wcpr_this,skip_high,17,8,32690,-540,-1.7,3830,2360,-11440,-11440,17262,8.8,-9277,52.9
WED_SENSEX_DTE1,wcpr_this,skip_low,17,8,32690,29790,91.1,3830,3830,-11440,-5120,17262,82.4,-9277,91.7
WED_SENSEX_DTE1,wcpr_prev,skip_high,17,8,32690,24980,76.4,3830,3830,-11440,-9110,17262,71.6,-9277,79.3
WED_SENSEX_DTE1,wcpr_prev,skip_low,17,8,32690,8130,24.9,3830,3370,-11440,-11440,17262,25.1,-9277,52.9
WED_SENSEX_DTE1,gap_abs,skip_high,17,8,32690,10470,32.0,3830,2360,-11440,-11440,17262,30.9,-9277,52.9
WED_SENSEX_DTE1,gap_abs,skip_low,17,8,32690,22640,69.3,3830,3860,-11440,-9110,17262,65.6,-9277,79.3
WED_SENSEX_DTE1,gap_pct,skip_high,17,8,32690,8080,24.7,3830,2360,-11440,-11440,17262,25.1,-9277,52.9
WED_SENSEX_DTE1,gap_pct,skip_low,17,8,32690,13170,40.3,3830,3950,-11440,-11440,17262,38.5,-9277,52.9
WED_SENSEX_DTE1,pdr_pct,skip_high,17,8,32690,9680,29.6,3830,3830,-11440,-11440,17262,28.9,-9277,52.9
WED_SENSEX_DTE1,pdr_pct,skip_low,17,8,32690,26960,82.5,3830,3950,-11440,-9110,17262,76.6,-9277,79.3
WED_SENSEX_DTE1,pdr_rel,skip_high,17,8,32690,11260,34.4,3830,3830,-11440,-11440,17262,33.2,-9277,52.9
WED_SENSEX_DTE1,pdr_rel,skip_low,17,8,32690,12320,37.7,3830,2360,-11440,-9110,17262,36.2,-9277,79.3
WED_SENSEX_DTE1,atr14_pct,skip_high,17,8,32690,13300,40.7,3830,3370,-11440,-5120,17262,38.8,-9277,91.7
WED_SENSEX_DTE1,atr14_pct,skip_low,17,8,32690,23740,72.6,3830,4350,-11440,-11440,17262,68.5,-9277,52.9
WED_SENSEX_DTE1,vix_open,skip_high,17,8,32690,14410,44.1,3830,3370,-11440,-5120,17262,41.8,-9277,91.7
WED_SENSEX_DTE1,vix_open,skip_low,17,8,32690,23210,71.0,3830,4350,-11440,-11440,17262,67.1,-9277,52.9
WED_SENSEX_DTE1,vix_chg_oc_pct,skip_high,17,8,32690,13300,40.7,3830,3370,-11440,-5120,17262,38.8,-9277,91.7
WED_SENSEX_DTE1,vix_chg_oc_pct,skip_low,17,8,32690,13300,40.7,3830,3370,-11440,-5120,17262,38.8,-9277,91.7
WED_SENSEX_DTE1,vix_chg_oc_pts,skip_high,17,8,32690,13300,40.7,3830,3370,-11440,-5120,17262,38.8,-9277,91.7
WED_SENSEX_DTE1,vix_chg_oc_pts,skip_low,17,8,32690,13300,40.7,3830,3370,-11440,-5120,17262,38.8,-9277,91.7
WED_SENSEX_DTE1,vix_chg_cc_pct,skip_high,17,8,32690,11080,33.9,3830,3830,-11440,-11440,17262,32.7,-9277,52.9
WED_SENSEX_DTE1,vix_chg_cc_pct,skip_low,17,8,32690,32720,100.1,3830,3860,-11440,-5120,17262,87.5,-9277,91.7
WED_SENSEX_DTE1,vix_chg_cc_pts,skip_high,17,8,32690,11080,33.9,3830,3830,-11440,-11440,17262,32.7,-9277,52.9
WED_SENSEX_DTE1,vix_chg_cc_pts,skip_low,17,8,32690,32720,100.1,3830,3860,-11440,-5120,17262,87.5,-9277,91.7
WED_SENSEX_DTE1,pre_move_bp,skip_high,17,8,32690,17970,55.0,3830,3860,-11440,-9110,17262,52.4,-9277,79.3
WED_SENSEX_DTE1,pre_move_bp,skip_low,17,8,32690,11280,34.5,3830,2360,-11440,-11440,17262,33.2,-9277,52.9
WED_SENSEX_DTE1,pre_range_bp,skip_high,17,8,32690,8430,25.8,3830,3370,-11440,-9110,17262,25.9,-9277,79.3
WED_SENSEX_DTE1,pre_range_bp,skip_low,17,8,32690,34560,105.7,3830,4350,-11440,-11440,17262,90.3,-9277,52.9
WED_SENSEX_DTE1,pcr_oi_all,skip_high,17,8,32690,16290,49.8,3830,3830,-11440,-5120,17262,47.3,-9277,91.7
WED_SENSEX_DTE1,pcr_oi_all,skip_low,17,8,32690,21330,65.2,3830,4350,-11440,-11440,17262,62.2,-9277,52.9
WED_SENSEX_DTE1,pcr_oi_atm,skip_high,17,8,32690,16290,49.8,3830,3830,-11440,-5120,17262,47.3,-9277,91.7
WED_SENSEX_DTE1,pcr_oi_atm,skip_low,17,8,32690,21330,65.2,3830,4350,-11440,-11440,17262,62.2,-9277,52.9
WED_SENSEX_DTE1,pcr_vol_all,skip_high,17,8,32690,21330,65.2,3830,4350,-11440,-11440,17262,62.2,-9277,52.9
WED_SENSEX_DTE1,pcr_vol_all,skip_low,17,8,32690,21660,66.3,3830,3830,-11440,-5120,17262,63.1,-9277,91.7
WED_SENSEX_DTE1,oi_atm_share,skip_high,17,8,32690,8370,25.6,3830,3830,-11440,-11440,17262,25.7,-9277,52.9
WED_SENSEX_DTE1,oi_atm_share,skip_low,17,8,32690,20880,63.9,3830,3370,-11440,-5120,17262,61.0,-9277,91.7
WED_SENSEX_DTE1,dist_ce_wall_bp,skip_high,17,8,32690,19770,60.5,3830,3370,-11440,-5120,17262,57.8,-9277,91.7
WED_SENSEX_DTE1,dist_ce_wall_bp,skip_low,17,8,32690,12080,37.0,3830,3830,-11440,-11440,17262,35.5,-9277,52.9
WED_SENSEX_DTE1,dist_pe_wall_bp,skip_high,17,8,32690,14650,44.8,3830,3370,-11440,-11440,17262,42.5,-9277,52.9
WED_SENSEX_DTE1,dist_pe_wall_bp,skip_low,17,8,32690,22970,70.3,3830,3860,-11440,-9110,17262,66.5,-9277,79.3
WED_SENSEX_DTE1,wall_span_bp,skip_high,17,8,32690,19370,59.3,3830,3370,-11440,-5120,17262,56.4,-9277,91.7
WED_SENSEX_DTE1,wall_span_bp,skip_low,17,8,32690,17270,52.8,3830,3950,-11440,-11440,17262,50.3,-9277,52.9
WED_SENSEX_DTE1,maxpain_drift_bp,skip_high,17,8,32690,-13050,-39.9,3830,-840,-11440,-11440,17262,0.6,-9277,52.9
WED_SENSEX_DTE1,maxpain_drift_bp,skip_low,17,8,32690,54440,166.5,3830,4930,-11440,2360,17262,100.0,-9277,100.0
WED_SENSEX_DTE1,d_pcr_oi_all,skip_high,17,8,32690,-3320,-10.2,3830,420,-11440,-11440,17262,5.7,-9277,52.9
WED_SENSEX_DTE1,d_pcr_oi_all,skip_low,17,8,32690,41470,126.9,3830,4930,-11440,-9110,17262,96.9,-9277,79.3
WED_SENSEX_DTE1,d_oi_total_pct,skip_high,17,8,32690,22990,70.3,3830,3860,-11440,-5120,17262,66.5,-9277,91.7
WED_SENSEX_DTE1,d_oi_total_pct,skip_low,17,8,32690,10120,31.0,3830,2360,-11440,-11440,17262,30.0,-9277,52.9
WED_SENSEX_DTE1,d_oi_atm_pct,skip_high,17,8,32690,1930,5.9,3830,2360,-11440,-9110,17262,12.4,-9277,79.3
WED_SENSEX_DTE1,d_oi_atm_pct,skip_low,17,8,32690,33120,101.3,3830,3950,-11440,-11440,17262,88.1,-9277,52.9
WED_SENSEX_DTE1,d_oi_wing_pct,skip_high,17,8,32690,37080,113.4,3830,4350,-11440,-5120,17262,93.2,-9277,91.7
WED_SENSEX_DTE1,d_oi_wing_pct,skip_low,17,8,32690,6720,20.6,3830,2360,-11440,-11440,17262,22.1,-9277,52.9
WED_SENSEX_DTE1,placebo_noise,skip_high,17,8,32690,-1370,-4.2,3830,2360,-11440,-11440,17262,7.9,-9277,52.9
WED_SENSEX_DTE1,placebo_noise,skip_low,17,8,32690,38410,117.5,3830,4350,-11440,-3440,17262,94.6,-9277,97.0
WED_SENSEX_DTE1,placebo_prepath,skip_high,17,8,32690,24980,76.4,3830,3830,-11440,-9110,17262,71.6,-9277,79.3
WED_SENSEX_DTE1,placebo_prepath,skip_low,17,8,32690,13170,40.3,3830,3950,-11440,-11440,17262,38.5,-9277,52.9
