symbol,entry_date,entry_price,exit_date,exit_price,exit_reason,bars_held,return_pct,pnl_inr,shares,seed
DABUR,2009-07-01,64.0,2009-08-18,62.1,"SuperTrend(14,4) trail",34,-3.45,-5323,2403,20
VEDL,2009-07-20,96.9,2009-10-28,119.75,"SuperTrend(14,4) trail",68,22.96,37010,1659,20
PNB,2009-07-21,139.17,2010-11-26,229.16,"SuperTrend(14,4) trail",338,63.84,102875,1155,20
MARUTI,2009-07-21,1180.0,2009-08-11,1220.0,"SuperTrend(14,4) trail",15,2.87,4624,136,20
ITC,2009-07-27,67.1,2010-03-02,67.4,"SuperTrend(14,4) trail",146,-0.05,-88,2417,20
MCLEODRUSS,2009-08-13,165.75,2010-01-25,249.0,"SuperTrend(14,4) trail",109,49.48,79665,969,20
JAYSREETEA,2009-08-24,107.15,2010-01-28,167.28,"SuperTrend(14,4) trail",104,55.34,89939,1513,20
IRB,2009-08-28,10.9,2010-05-26,12.75,"SuperTrend(14,4) trail",180,16.39,27298,15243,20
BPCL,2009-09-04,34.7,2010-01-22,33.95,"SuperTrend(14,4) trail",92,-2.65,-4440,4818,20
M&M,2009-11-10,252.4,2010-01-28,254.9,"SuperTrend(14,4) trail",53,0.49,940,763,20
TCS,2009-11-16,329.86,2010-04-30,376.63,"SuperTrend(14,4) trail",111,13.61,27182,604,20
KRBL,2010-02-03,24.81,2010-05-26,24.0,"SuperTrend(14,4) trail",76,-3.75,-7732,8296,20
TITAN,2010-02-18,89.75,2010-11-22,184.9,"SuperTrend(14,4) trail",191,104.99,218021,2308,20
APOLLOTYRE,2010-03-04,61.6,2010-05-21,63.0,"SuperTrend(14,4) trail",53,1.76,3688,3388,20
JKTYRE,2010-03-05,39.44,2010-06-21,33.77,"SuperTrend(14,4) trail",73,-14.8,-31062,5307,20
SUNPHARMA,2010-03-08,162.0,2010-04-27,159.71,"SuperTrend(14,4) trail",33,-1.91,-4023,1300,20
BEL,2010-03-22,22.4,2010-04-12,20.0,"SuperTrend(14,4) trail",13,-11.16,-23907,9540,20
ASHOKLEY,2010-04-05,11.9,2010-05-26,11.9,"SuperTrend(14,4) trail",36,-0.5,-1058,17774,20
NATCOPHARM,2010-04-22,34.53,2011-02-03,55.57,"SuperTrend(14,4) trail",201,60.13,129489,6221,20
AXISBANK,2010-04-27,254.6,2010-11-22,280.0,"SuperTrend(14,4) trail",147,9.43,20213,840,20
WELENT,2010-04-30,194.85,2010-09-28,161.5,"SuperTrend(14,4) trail",106,-17.53,-37836,1105,20
BERGEPAINT,2010-06-16,22.2,2010-11-15,28.3,"SuperTrend(14,4) trail",107,26.84,56022,9378,20
BIOCON,2010-06-23,54.0,2010-11-26,63.35,"SuperTrend(14,4) trail",110,16.73,35511,3921,20
DHANBANK,2010-06-24,144.49,2010-11-03,145.96,"SuperTrend(14,4) trail",93,0.51,1098,1476,20
GICHSGFIN,2010-06-30,98.68,2010-11-25,135.45,"SuperTrend(14,4) trail",104,36.58,79679,2202,20
BPCL,2010-07-01,42.05,2010-10-18,45.4,"SuperTrend(14,4) trail",76,7.43,16152,5158,20
IOC,2010-07-01,49.53,2010-11-16,49.24,"SuperTrend(14,4) trail",97,-1.08,-2351,4379,20
APOLLOTYRE,2010-09-03,83.0,2010-11-01,72.45,"SuperTrend(14,4) trail",40,-13.15,-32367,2959,20
JSWSTEEL,2010-10-04,137.88,2010-10-26,124.5,"SuperTrend(14,4) trail",16,-10.15,-26500,1888,20
CHAMBLFERT,2010-10-18,92.0,2010-12-09,79.5,"SuperTrend(14,4) trail",37,-14.02,-35477,2744,20
HINDALCO,2010-10-26,221.5,2010-11-29,198.5,"SuperTrend(14,4) trail",23,-10.83,-27802,1156,20
ARCHIES,2010-11-04,46.5,2011-03-16,35.7,"SuperTrend(14,4) trail",90,-23.61,-61862,5621,20
AMBUJACEM,2010-11-09,163.5,2010-11-25,142.0,"SuperTrend(14,4) trail",11,-13.58,-35934,1614,20
GRAVITA,2011-03-10,59.8,2011-08-08,64.0,"SuperTrend(14,4) trail",104,6.49,15531,3992,20
BATAINDIA,2011-04-05,205.0,2011-10-07,314.5,"SuperTrend(14,4) trail",126,52.65,124107,1147,20
COROMANDEL,2011-04-19,342.55,2011-08-29,309.95,"SuperTrend(14,4) trail",92,-9.97,-23277,680,20
JUBLFOOD,2011-04-21,69.05,2011-08-08,75.0,"SuperTrend(14,4) trail",76,8.08,18681,3342,20
NESTLEIND,2011-05-04,200.4,2011-12-22,201.2,"SuperTrend(14,4) trail",158,-0.1,-236,1157,20
UBL,2011-05-11,543.0,2011-07-21,495.05,"SuperTrend(14,4) trail",51,-9.29,-21836,432,20
TITAN,2011-05-24,211.5,2011-08-19,200.0,"SuperTrend(14,4) trail",62,-5.91,-13757,1098,20
VIPIND,2011-06-03,158.74,2011-08-05,146.47,"SuperTrend(14,4) trail",45,-8.19,-19563,1501,20
HAVELLS,2011-06-15,87.18,2011-06-24,76.22,"SuperTrend(14,4) trail",7,-13.01,-31627,2782,20
CASTROLIND,2011-07-04,133.24,2011-09-27,122.0,"SuperTrend(14,4) trail",58,-8.89,-21737,1830,20
TRENT,2011-07-05,122.65,2011-10-19,104.68,"SuperTrend(14,4) trail",72,-15.08,-36928,1992,20
SUNPHARMA,2011-07-08,253.5,2011-08-22,232.5,"SuperTrend(14,4) trail",30,-8.74,-21393,963,20
BSOFT,2011-07-20,54.65,2011-08-10,47.65,"SuperTrend(14,4) trail",15,-13.24,-32499,4479,20
REDINGTON,2011-07-20,46.8,2011-11-22,41.3,"SuperTrend(14,4) trail",82,-12.19,-29923,5231,20
CHAMBLFERT,2011-08-12,106.8,2011-09-29,93.55,"SuperTrend(14,4) trail",31,-12.84,-30156,2193,20
IFBAGRO,2011-08-19,161.15,2011-11-23,127.2,"SuperTrend(14,4) trail",62,-21.46,-49579,1430,20
HEROMOTOCO,2011-09-06,2038.55,2011-09-27,1853.55,"SuperTrend(14,4) trail",15,-9.53,-22199,114,20
BAJAJ-AUTO,2011-09-06,1628.5,2012-01-03,1441.0,"SuperTrend(14,4) trail",80,-11.95,-27715,142,20
M&M,2011-09-21,408.29,2011-11-16,381.47,"SuperTrend(14,4) trail",36,-7.03,-16211,563,20
ULTRACEMCO,2011-09-22,1158.0,2012-11-27,1879.8,"SuperTrend(14,4) trail",295,61.52,139270,195,20
GRAVITA,2011-09-26,86.63,2011-11-21,83.88,"SuperTrend(14,4) trail",36,-3.66,-8090,2547,20
APOLLOHOSP,2011-11-09,580.65,2011-12-16,493.85,"SuperTrend(14,4) trail",25,-15.37,-35258,394,20
HAVELLS,2012-01-31,89.35,2012-08-01,106.5,"SuperTrend(14,4) trail",128,18.6,40551,2434,20
AMBUJACEM,2012-02-03,171.0,2012-04-24,158.0,"SuperTrend(14,4) trail",54,-8.06,-17734,1283,20
ACC,2012-02-07,1341.0,2012-04-23,1215.0,"SuperTrend(14,4) trail",51,-9.85,-21712,164,20
INDUSINDBK,2012-02-09,309.4,2012-05-17,301.05,"SuperTrend(14,4) trail",67,-3.18,-7081,717,20
JUBLFOOD,2012-02-10,104.5,2013-01-25,118.5,"SuperTrend(14,4) trail",240,12.83,28458,2117,20
HDFCBANK,2012-02-10,130.7,2012-05-15,124.0,"SuperTrend(14,4) trail",64,-5.6,-12421,1693,20
TTKPRESTIG,2012-02-13,266.65,2012-05-08,252.9,"SuperTrend(14,4) trail",58,-5.63,-12476,829,20
MRF,2012-02-16,9838.05,2012-06-29,9990.0,"SuperTrend(14,4) trail",93,1.04,2252,22,20
TCS,2012-02-16,609.5,2012-03-15,570.61,"SuperTrend(14,4) trail",19,-6.85,-15272,365,20
TITAN,2012-02-22,247.0,2012-06-06,210.45,"SuperTrend(14,4) trail",73,-15.22,-33472,888,20
OFSS,2012-02-29,2042.0,2013-02-14,2302.0,"SuperTrend(14,4) trail",242,12.17,26658,107,20
WOCKPHARMA,2012-03-13,518.15,2013-04-15,1603.05,"SuperTrend(14,4) trail",273,207.84,465306,431,20
UBL,2012-03-14,618.5,2012-05-23,472.45,"SuperTrend(14,4) trail",48,-23.99,-53709,361,20
RUSHIL,2012-03-20,15.3,2012-05-15,16.03,"SuperTrend(14,4) trail",38,4.25,9413,14445,20
GODREJCP,2012-03-21,158.33,2013-06-21,254.62,"SuperTrend(14,4) trail",314,60.01,136790,1436,20
HEROMOTOCO,2012-04-26,2096.4,2012-05-07,1794.95,"SuperTrend(14,4) trail",7,-14.81,-33918,109,20
DIVISLAB,2012-05-28,475.0,2012-09-18,542.52,"SuperTrend(14,4) trail",80,13.65,30994,477,20
APOLLOHOSP,2012-05-30,678.05,2013-05-27,906.0,"SuperTrend(14,4) trail",247,32.95,73469,328,20
MCLEODRUSS,2012-07-05,311.95,2012-10-30,297.9,"SuperTrend(14,4) trail",79,-4.98,-11416,733,20
AMBUJACEM,2012-07-30,182.35,2013-01-11,191.25,"SuperTrend(14,4) trail",112,4.36,10093,1267,20
DABUR,2012-07-30,118.7,2013-08-22,148.0,"SuperTrend(14,4) trail",265,24.06,55749,1947,20
TTKPRESTIG,2012-08-02,308.75,2012-08-30,271.25,"SuperTrend(14,4) trail",18,-12.58,-29407,755,20
CASTROLIND,2012-08-03,143.96,2012-09-06,133.77,"SuperTrend(14,4) trail",22,-7.54,-17665,1623,20
HCLTECH,2012-08-03,128.35,2013-04-23,179.8,"SuperTrend(14,4) trail",177,39.39,92288,1821,20
TATACONSUM,2012-08-14,134.35,2013-01-21,151.1,"SuperTrend(14,4) trail",107,11.91,29122,1816,20
CIPLA,2012-09-04,384.9,2012-09-25,355.0,"SuperTrend(14,4) trail",15,-8.23,-19939,628,20
ZEEL,2012-09-20,175.76,2013-03-21,198.53,"SuperTrend(14,4) trail",125,12.39,30262,1386,20
M&MFIN,2012-09-21,91.85,2013-01-25,111.55,"SuperTrend(14,4) trail",85,20.84,51395,2678,20
MCX,2012-09-25,269.0,2013-01-07,228.0,"SuperTrend(14,4) trail",69,-15.66,-38525,912,20
HERITGFOOD,2012-11-08,55.75,2013-02-08,53.5,"SuperTrend(14,4) trail",63,-4.51,-12386,4909,20
KARURVYSYA,2012-12-05,69.9,2013-02-05,71.45,"SuperTrend(14,4) trail",43,1.71,4754,3973,20
SOUTHBANK,2013-01-08,25.3,2013-02-15,20.8,"SuperTrend(14,4) trail",28,-18.2,-51299,11115,20
BPCL,2013-01-21,59.2,2013-02-18,51.2,"SuperTrend(14,4) trail",20,-13.94,-38558,4659,20
KOTAKBANK,2013-04-26,71.0,2013-06-25,69.7,"SuperTrend(14,4) trail",42,-2.32,-6310,3820,20
HINDUNILVR,2013-05-02,582.85,2013-07-31,621.25,"SuperTrend(14,4) trail",65,6.06,16492,466,20
APOLLOTYRE,2013-05-08,101.0,2013-05-24,86.8,"SuperTrend(14,4) trail",13,-14.49,-39960,2724,20
M&MFIN,2013-05-08,144.2,2013-07-30,122.85,"SuperTrend(14,4) trail",60,-15.23,-42010,1908,20
MARUTI,2013-05-13,1740.0,2013-06-05,1550.1,"SuperTrend(14,4) trail",17,-11.36,-30908,156,20
PVRINOX,2013-05-15,368.15,2013-06-28,310.6,"SuperTrend(14,4) trail",32,-16.05,-44376,749,20
BAJFINANCE,2013-05-17,15.0,2013-07-22,13.0,"SuperTrend(14,4) trail",46,-13.77,-38100,18406,20
BRITANNIA,2013-05-28,334.92,2014-03-27,414.12,"SuperTrend(14,4) trail",209,23.03,62403,807,20
GLAXO,2013-06-03,1277.63,2013-06-27,1177.5,"SuperTrend(14,4) trail",18,-8.3,-22423,211,20
WIPRO,2013-08-01,80.75,2014-03-19,99.6,"SuperTrend(14,4) trail",155,22.73,59650,3242,20
VGUARD,2013-08-05,38.93,2013-10-29,33.86,"SuperTrend(14,4) trail",56,-13.46,-35566,6772,20
BSOFT,2013-08-14,80.25,2014-01-24,89.95,"SuperTrend(14,4) trail",111,11.53,30689,3309,20
ASIANPAINT,2013-10-23,526.0,2013-12-17,486.7,"SuperTrend(14,4) trail",38,-7.93,-21334,510,20
MRF,2013-10-23,15702.0,2014-04-28,20399.0,"SuperTrend(14,4) trail",126,29.27,78315,17,20
AJANTPHARM,2013-10-29,224.15,2014-12-26,602.65,"SuperTrend(14,4) trail",284,167.52,449837,1195,20
M&MFIN,2013-10-30,169.2,2014-01-13,154.35,"SuperTrend(14,4) trail",51,-9.23,-24866,1588,20
CEATLTD,2013-11-11,236.15,2014-01-30,285.35,"SuperTrend(14,4) trail",56,20.23,54745,1143,20
AUROPHARMA,2013-11-14,137.25,2014-07-11,333.25,"SuperTrend(14,4) trail",163,141.59,381075,1956,20
BATAINDIA,2013-11-19,496.1,2014-01-28,474.0,"SuperTrend(14,4) trail",49,-4.93,-13415,547,20
PIDILITIND,2013-11-28,149.7,2014-02-12,137.0,"SuperTrend(14,4) trail",53,-8.94,-24767,1846,20
SPARC,2013-12-10,174.81,2014-12-18,178.58,"SuperTrend(14,4) trail",250,1.65,4624,1602,20
MARUTI,2013-12-10,1763.0,2014-01-29,1615.2,"SuperTrend(14,4) trail",35,-8.84,-24687,158,20
SWANCORP,2013-12-11,74.95,2014-08-01,59.27,"SuperTrend(14,4) trail",159,-21.32,-59994,3746,20
INFY,2013-12-20,440.63,2014-03-14,417.5,"SuperTrend(14,4) trail",58,-5.72,-16480,652,20
FDC,2013-12-23,116.9,2015-06-10,147.0,"SuperTrend(14,4) trail",357,25.12,72423,2460,20
SHREECEM,2014-03-07,5057.29,2015-11-18,10800.0,"SuperTrend(14,4) trail",415,112.49,325075,57,20
GPPL,2014-03-07,69.99,2015-04-24,199.87,"SuperTrend(14,4) trail",273,184.15,533230,4127,20
INDUSTOWER,2014-03-11,142.4,2015-08-25,266.02,"SuperTrend(14,4) trail",357,85.88,249244,2033,20
HDFCBANK,2014-03-11,183.6,2015-05-04,248.5,"SuperTrend(14,4) trail",276,34.67,100644,1577,20
M&M,2014-03-11,505.8,2014-10-14,642.5,"SuperTrend(14,4) trail",144,26.39,76550,572,20
BPCL,2014-03-14,60.0,2014-09-26,86.9,"SuperTrend(14,4) trail",132,44.11,126482,4767,20
TVSMOTOR,2014-03-19,89.4,2014-07-28,145.0,"SuperTrend(14,4) trail",89,61.38,177695,3230,20
HEROMOTOCO,2014-03-28,2106.15,2015-01-13,2781.2,"SuperTrend(14,4) trail",191,31.39,91471,138,20
ULTRACEMCO,2014-03-28,2064.0,2014-05-02,2046.8,"SuperTrend(14,4) trail",20,-1.33,-3874,141,20
FINCABLES,2014-04-30,132.84,2015-05-13,242.0,"SuperTrend(14,4) trail",251,81.27,239064,2209,20
COFORGE,2014-07-14,95.5,2014-07-17,76.0,"SuperTrend(14,4) trail",3,-20.82,-75191,3773,20
BSOFT,2014-07-17,106.4,2014-07-24,88.85,"SuperTrend(14,4) trail",5,-16.91,-62159,3446,20
APOLLOHOSP,2014-07-18,1109.9,2014-08-07,965.05,"SuperTrend(14,4) trail",13,-13.48,-49062,327,20
OFSS,2014-08-05,2654.5,2014-10-16,2882.5,"SuperTrend(14,4) trail",46,8.05,29125,136,20
JUSTDIAL,2014-08-05,1826.0,2014-10-28,1452.0,"SuperTrend(14,4) trail",53,-20.88,-76057,199,20
MARKSANS,2014-08-18,43.55,2015-03-25,55.05,"SuperTrend(14,4) trail",145,25.78,94203,8371,20
INFY,2014-10-07,471.17,2014-12-09,495.69,"SuperTrend(14,4) trail",41,4.68,18611,842,20
KSL,2014-10-22,157.5,2014-12-16,140.25,"SuperTrend(14,4) trail",36,-11.4,-45472,2527,20
BEL,2014-11-11,23.15,2015-03-23,32.45,"SuperTrend(14,4) trail",90,39.47,164284,17933,20
M&MFIN,2014-11-13,188.05,2015-01-21,154.25,"SuperTrend(14,4) trail",48,-18.38,-77213,2228,20
KARURVYSYA,2014-12-22,82.0,2015-04-01,77.4,"SuperTrend(14,4) trail",68,-6.08,-25677,5137,20
MARKSANS,2015-01-05,69.65,2015-03-25,55.05,"SuperTrend(14,4) trail",54,-21.36,-95137,6380,20
GSPL,2015-01-07,129.0,2015-03-12,106.0,"SuperTrend(14,4) trail",43,-18.24,-80127,3397,20
SURYAROSNI,2015-01-19,32.3,2015-08-25,29.25,"SuperTrend(14,4) trail",149,-9.89,-43339,13527,20
GODREJCP,2015-01-19,378.22,2015-09-08,391.3,"SuperTrend(14,4) trail",159,2.94,12885,1155,20
KAJARIACER,2015-01-21,350.6,2015-06-15,388.45,"SuperTrend(14,4) trail",96,10.24,44607,1239,20
GRANULES,2015-03-18,95.99,2015-03-27,84.0,"SuperTrend(14,4) trail",7,-12.93,-57659,4635,20
WELSPUNLIV,2015-04-13,40.24,2015-08-25,74.5,"SuperTrend(14,4) trail",94,84.22,364974,10743,20
MARKSANS,2015-04-15,72.7,2015-04-27,57.5,"SuperTrend(14,4) trail",8,-21.3,-91787,5912,20
JBCHEPHARM,2015-04-16,130.5,2015-08-10,126.05,"SuperTrend(14,4) trail",81,-3.89,-16690,3278,20
NILKAMAL,2015-05-18,524.95,2015-08-26,780.0,"SuperTrend(14,4) trail",72,47.84,202689,805,20
BBTC,2015-05-29,524.75,2015-08-25,474.45,"SuperTrend(14,4) trail",62,-10.04,-43136,817,20
COALINDIA,2015-07-01,404.0,2015-08-12,377.5,"SuperTrend(14,4) trail",30,-7.03,-30417,1069,20
VAKRANGEE,2015-07-08,74.5,2015-08-21,62.25,"SuperTrend(14,4) trail",32,-16.86,-74166,5890,20
SURYAROSNI,2015-07-09,34.9,2015-08-25,29.25,"SuperTrend(14,4) trail",33,-16.61,-73095,12580,20
FORTIS,2015-07-15,187.6,2015-08-25,165.15,"SuperTrend(14,4) trail",29,-12.41,-56043,2402,20
MANALIPETC,2015-07-17,27.5,2015-08-25,25.8,"SuperTrend(14,4) trail",27,-6.65,-30733,16764,20
SAREGAMA,2015-07-17,36.8,2015-08-21,34.7,"SuperTrend(14,4) trail",25,-6.18,-28548,12528,20
CIPLA,2015-08-17,744.95,2015-08-25,649.0,"SuperTrend(14,4) trail",6,-13.31,-63539,639,20
ATUL,2015-08-20,1495.0,2016-01-19,1425.1,"SuperTrend(14,4) trail",101,-5.15,-24009,311,20
TVTODAY,2015-10-01,280.7,2016-01-19,280.0,"SuperTrend(14,4) trail",73,-0.75,-3184,1515,20
LUPIN,2015-10-05,2113.5,2015-11-04,1894.0,"SuperTrend(14,4) trail",21,-10.83,-46363,202,20
APOLLOHOSP,2015-10-06,1485.05,2015-11-11,1282.9,"SuperTrend(14,4) trail",25,-14.04,-59794,286,20
TAKE,2015-10-06,172.3,2015-12-31,163.1,"SuperTrend(14,4) trail",58,-5.81,-24805,2471,20
JUBLPHARMA,2015-10-07,401.5,2016-01-15,366.5,"SuperTrend(14,4) trail",68,-9.17,-38914,1054,20
KAJARIACER,2015-10-16,436.25,2016-02-15,439.5,"SuperTrend(14,4) trail",81,0.24,1028,969,20
BLUEDART,2015-10-26,7709.95,2015-11-17,6875.0,"SuperTrend(14,4) trail",15,-11.27,-47056,54,20
CAMLINFINE,2015-11-03,118.95,2015-12-10,92.82,"SuperTrend(14,4) trail",25,-22.36,-95547,3584,20
PCJEWELLER,2015-11-04,23.1,2015-11-26,18.59,"SuperTrend(14,4) trail",14,-19.93,-84311,18272,20
RAMCOCEM,2015-11-04,371.0,2016-11-16,567.7,"SuperTrend(14,4) trail",252,52.26,220980,1137,20
ZEEMEDIA,2015-11-16,25.6,2016-01-18,19.95,"SuperTrend(14,4) trail",43,-22.46,-91409,15859,20
WONDERLA,2015-11-16,346.14,2016-01-19,341.38,"SuperTrend(14,4) trail",44,-1.87,-7593,1172,20
PETRONET,2015-11-23,101.65,2016-02-18,110.0,"SuperTrend(14,4) trail",60,7.67,31690,4052,20
VAKRANGEE,2015-11-26,85.65,2016-02-12,88.75,"SuperTrend(14,4) trail",54,3.1,12832,4817,20
NATCOPHARM,2015-11-27,553.0,2016-01-19,508.7,"SuperTrend(14,4) trail",36,-8.47,-34840,742,20
MOREPENLAB,2015-12-08,32.79,2016-01-18,27.55,"SuperTrend(14,4) trail",28,-16.4,-66900,12410,20
TATAELXSI,2015-12-18,1117.5,2016-01-14,947.45,"SuperTrend(14,4) trail",18,-15.64,-64128,366,20
SONATSOFTW,2015-12-18,67.7,2016-01-20,58.15,"SuperTrend(14,4) trail",22,-14.53,-59651,6047,20
JAMNAAUTO,2015-12-18,26.13,2016-11-15,38.86,"SuperTrend(14,4) trail",221,47.98,196908,15668,20
ADANIENSOL,2016-01-04,40.65,2016-01-21,31.75,"SuperTrend(14,4) trail",13,-22.28,-94361,10391,20
SUPREMEIND,2016-02-01,745.0,2016-09-27,859.5,"SuperTrend(14,4) trail",161,14.79,56791,514,20
WELSPUNLIV,2016-03-14,98.1,2016-07-27,101.8,"SuperTrend(14,4) trail",91,3.25,12260,3831,20
TVSMOTOR,2016-03-31,322.95,2016-05-04,279.0,"SuperTrend(14,4) trail",21,-14.04,-53091,1168,20
BODALCHEM,2016-03-31,70.23,2016-11-16,119.29,"SuperTrend(14,4) trail",153,69.01,260956,5371,20
HINDZINC,2016-04-05,188.5,2016-04-07,163.3,"SuperTrend(14,4) trail",2,-13.8,-51533,1976,20
HEIDELBERG,2016-04-11,95.46,2016-11-15,120.05,"SuperTrend(14,4) trail",145,25.13,94473,3928,20
HAVELLS,2016-04-11,334.0,2016-11-04,394.5,"SuperTrend(14,4) trail",139,17.52,65838,1122,20
BIOCON,2016-04-12,91.85,2016-11-07,147.55,"SuperTrend(14,4) trail",139,59.84,224759,4079,20
SHREECEM,2016-04-20,13100.0,2016-11-11,15695.0,"SuperTrend(14,4) trail",140,19.21,73167,29,20
ULTRACEMCO,2016-04-20,3420.0,2016-11-15,3615.0,"SuperTrend(14,4) trail",141,5.17,19693,111,20
ATUL,2016-04-20,1782.0,2016-07-28,1960.0,"SuperTrend(14,4) trail",70,9.44,36090,214,20
BPCL,2016-04-26,146.8,2016-12-05,185.15,"SuperTrend(14,4) trail",151,25.49,97027,2586,20
HIMATSEIDE,2016-05-02,233.0,2016-11-22,256.0,"SuperTrend(14,4) trail",138,9.32,35432,1627,20
UPL,2016-05-03,380.5,2016-06-24,335.75,"SuperTrend(14,4) trail",38,-12.2,-46308,995,20
KRBL,2016-05-05,245.05,2016-08-01,258.0,"SuperTrend(14,4) trail",61,4.76,17983,1538,20
RPGLIFE,2016-07-28,374.0,2016-11-23,420.55,"SuperTrend(14,4) trail",77,11.89,52496,1178,20
AJANTPHARM,2016-07-28,1133.35,2016-11-07,1253.35,"SuperTrend(14,4) trail",66,10.04,44245,388,20
EICHERMOT,2016-08-01,2275.0,2016-11-10,2389.95,"SuperTrend(14,4) trail",67,4.53,20348,197,20
COSMOFIRST,2016-09-27,266.65,2016-11-16,231.4,"SuperTrend(14,4) trail",32,-13.65,-67261,1843,20
PGHL,2016-11-29,979.0,2017-05-25,975.5,"SuperTrend(14,4) trail",121,-0.85,-3883,463,20
BEL,2016-11-29,42.4,2017-06-13,50.3,"SuperTrend(14,4) trail",134,18.04,82004,10694,20
KRBL,2017-01-04,313.0,2017-06-07,394.0,"SuperTrend(14,4) trail",104,25.25,114729,1448,20
DWARKESH,2017-01-09,36.5,2017-06-07,41.8,"SuperTrend(14,4) trail",101,13.95,63436,12428,20
EIDPARRY,2017-01-10,285.0,2017-08-11,298.0,"SuperTrend(14,4) trail",146,4.04,18537,1606,20
FORTIS,2017-01-10,199.65,2017-06-14,189.9,"SuperTrend(14,4) trail",105,-5.36,-24590,2293,20
DATAMATICS,2017-01-18,154.0,2017-04-20,122.0,"SuperTrend(14,4) trail",61,-21.17,-96959,2966,20
RAIN,2017-01-19,64.5,2017-05-24,94.3,"SuperTrend(14,4) trail",83,45.47,207820,7068,20
ZUARI,2017-01-25,355.11,2017-08-10,350.95,"SuperTrend(14,4) trail",134,-1.66,-7726,1304,20
DALMIASUG,2017-01-27,195.0,2017-02-16,161.5,"SuperTrend(14,4) trail",14,-17.59,-81404,2367,20
RAMCOCEM,2017-01-30,667.95,2018-02-12,714.95,"SuperTrend(14,4) trail",257,6.5,30088,691,20
CROMPTON,2017-02-01,191.0,2017-07-19,211.1,"SuperTrend(14,4) trail",114,9.97,46190,2419,20
ITC,2017-02-02,234.4,2017-07-19,248.9,"SuperTrend(14,4) trail",113,5.66,26517,1995,20
CANFINHOME,2017-02-02,380.0,2017-08-10,571.8,"SuperTrend(14,4) trail",129,49.72,232987,1230,20
BAJAJFINSV,2017-02-03,349.0,2017-05-23,396.85,"SuperTrend(14,4) trail",72,13.14,61942,1347,20
ESCORTS,2017-02-17,411.8,2017-06-28,644.9,"SuperTrend(14,4) trail",87,55.82,259726,1127,20
BIRLACORPN,2017-05-30,792.0,2017-09-26,899.0,"SuperTrend(14,4) trail",82,12.94,66185,644,20
HEROMOTOCO,2017-05-31,3546.05,2017-10-09,3514.85,"SuperTrend(14,4) trail",89,-1.37,-7132,146,20
KARURVYSYA,2017-06-05,86.85,2017-08-14,97.35,"SuperTrend(14,4) trail",49,11.53,61201,6096,20
BEPL,2017-06-09,34.1,2018-01-31,112.0,"SuperTrend(14,4) trail",160,226.81,1204425,15534,20
REPCOHOME,2017-06-14,824.86,2017-07-28,703.38,"SuperTrend(14,4) trail",31,-15.15,-80067,639,20
MHRIL,2017-06-15,260.45,2017-08-04,255.05,"SuperTrend(14,4) trail",35,-2.56,-13518,2021,20
COLPAL,2017-06-19,1104.85,2017-09-28,1064.5,"SuperTrend(14,4) trail",70,-4.13,-21971,480,20
PAGEIND,2017-07-04,17523.5,2018-01-29,21988.0,"SuperTrend(14,4) trail",142,24.85,130972,30,20
PHOENIXLTD,2017-07-14,271.0,2018-07-27,306.3,"SuperTrend(14,4) trail",258,12.46,66867,1975,20
HSCL,2017-07-21,83.9,2018-02-05,150.0,"SuperTrend(14,4) trail",134,77.89,413336,6309,20
MANAPPURAM,2017-07-24,106.8,2017-08-11,86.6,"SuperTrend(14,4) trail",14,-19.32,-101577,4911,20
TNPL,2017-07-28,375.2,2017-11-16,321.5,"SuperTrend(14,4) trail",74,-14.74,-76842,1386,20
ASHOKLEY,2017-08-09,53.5,2017-11-10,55.9,"SuperTrend(14,4) trail",62,3.96,20334,9562,20
TATACONSUM,2017-08-17,191.6,2018-02-01,286.7,"SuperTrend(14,4) trail",114,48.89,248283,2644,20
BEML,2017-08-18,919.9,2017-09-28,826.0,"SuperTrend(14,4) trail",28,-10.66,-54439,554,20
HEG,2017-08-29,118.1,2017-11-28,329.2,"SuperTrend(14,4) trail",62,177.36,912581,4346,20
SARDAEN,2017-08-29,39.8,2018-02-05,48.8,"SuperTrend(14,4) trail",109,22.0,113216,12897,20
GSFC,2017-08-31,142.78,2017-11-14,134.38,"SuperTrend(14,4) trail",50,-6.35,-33871,3725,20
GENESYS,2017-09-29,210.6,2018-01-19,209.85,"SuperTrend(14,4) trail",76,-0.85,-4690,2604,20
GOKEX,2017-10-06,134.7,2018-02-05,99.75,"SuperTrend(14,4) trail",82,-26.32,-156928,4416,20
JMFINANCIL,2017-10-09,154.0,2017-11-16,144.25,"SuperTrend(14,4) trail",26,-6.8,-41626,3966,20
SYMPHONY,2017-11-10,1591.0,2018-02-07,1719.0,"SuperTrend(14,4) trail",61,7.51,49207,411,20
EVEREADY,2017-11-14,383.75,2018-02-05,384.3,"SuperTrend(14,4) trail",57,-0.36,-2399,1751,20
ACE,2017-11-21,131.0,2018-05-22,169.0,"SuperTrend(14,4) trail",123,28.36,187405,5031,20
GHCL,2017-11-28,305.5,2018-02-07,293.75,"SuperTrend(14,4) trail",49,-4.33,-30100,2272,20
CENTURYPLY,2017-11-28,322.0,2018-02-05,291.0,"SuperTrend(14,4) trail",47,-10.08,-70140,2156,20
JUBLFOOD,2018-01-19,195.0,2018-02-06,180.5,"SuperTrend(14,4) trail",11,-7.9,-57957,3754,20
