symbol,months,n_young,n_young_liq,first
SAMBHV,6,124,95,2025-07-02
SAMBHV,12,213,178,2025-07-02
SAMBHV,24,213,178,2025-07-02
SAMBHV,36,213,178,2025-07-02
SAMHI,3,61,42,2023-09-22
SAMHI,6,122,103,2023-09-22
SAMHI,12,243,224,2023-09-22
SAMHI,24,491,472,2023-09-22
SAMHI,36,727,708,2023-09-22
SAMMAANCAP,3,60,9,2013-07-23
SAMMAANCAP,6,122,44,2013-07-23
SAMMAANCAP,12,247,137,2013-07-23
SAMMAANCAP,24,490,380,2013-07-23
SAMMAANCAP,36,735,625,2013-07-23
SAMPANN,3,59,0,2012-07-27
SAMPANN,6,120,0,2012-07-27
SAMPANN,12,245,0,2012-07-27
SAMPANN,24,491,0,2012-07-27
SAMPANN,36,734,0,2012-07-27
SANATHAN,3,64,31,2024-12-27
SANATHAN,6,124,77,2024-12-27
SANATHAN,12,248,105,2024-12-27
SANATHAN,24,418,105,2024-12-27
SANATHAN,36,418,105,2024-12-27
SANDESH,3,62,0,2005-01-03
SANDESH,6,126,0,2005-01-03
SANDESH,12,250,0,2005-01-03
SANDESH,24,497,0,2005-01-03
SANDESH,36,747,0,2005-01-03
SANDHAR,3,64,20,2018-04-02
SANDHAR,6,125,20,2018-04-02
SANDHAR,12,247,20,2018-04-02
SANDHAR,24,492,20,2018-04-02
SANDHAR,36,741,20,2018-04-02
SANDUMA,3,60,0,2023-09-07
SANDUMA,6,122,59,2023-09-07
SANDUMA,12,243,180,2023-09-07
SANDUMA,24,491,363,2023-09-07
SANDUMA,36,737,607,2023-09-07
SANGAMIND,3,62,0,2005-01-03
SANGAMIND,6,126,0,2005-01-03
SANGAMIND,12,250,0,2005-01-03
SANGAMIND,24,497,0,2005-01-03
SANGAMIND,36,747,0,2005-01-03
SANGHVIMOV,3,60,0,2007-01-24
SANGHVIMOV,6,123,0,2007-01-24
SANGHVIMOV,12,250,0,2007-01-24
SANGHVIMOV,24,494,0,2007-01-24
SANGHVIMOV,36,735,0,2007-01-24
SANGINITA,3,62,0,2017-03-16
SANGINITA,6,124,0,2017-03-16
SANGINITA,12,249,0,2017-03-16
SANGINITA,24,495,0,2017-03-16
SANGINITA,36,737,0,2017-03-16
SANGINITA-BE,3,53,0,2017-03-10
SANGINITA-BE,6,94,0,2017-03-10
SANGINITA-BE,12,169,0,2017-03-10
SANGINITA-BE,24,321,0,2017-03-10
SANGINITA-BE,36,546,0,2017-03-10
SANOFI,3,62,0,2005-01-03
SANOFI,6,126,0,2005-01-03
SANOFI,12,250,0,2005-01-03
SANOFI,24,497,0,2005-01-03
SANOFI,36,747,0,2005-01-03
SANOFICONR,3,60,41,2024-09-13
SANOFICONR,6,123,65,2024-09-13
SANOFICONR,12,246,104,2024-09-13
SANOFICONR,24,486,110,2024-09-13
SANOFICONR,36,486,110,2024-09-13
SANSERA,3,62,43,2021-09-24
SANSERA,6,124,50,2021-09-24
SANSERA,12,248,59,2021-09-24
SANSERA,24,495,157,2021-09-24
SANSERA,36,739,400,2021-09-24
SANSTAR,3,63,44,2024-07-26
SANSTAR,6,125,95,2024-07-26
SANSTAR,12,249,102,2024-07-26
SANSTAR,24,493,138,2024-07-26
SANSTAR,36,523,138,2024-07-26
SAPPHIRE,3,63,44,2021-11-18
SAPPHIRE,6,123,104,2021-11-18
SAPPHIRE,12,248,229,2021-11-18
SAPPHIRE,24,496,476,2021-11-18
SAPPHIRE,36,743,723,2021-11-18
SARDAEN,3,59,0,2009-12-03
SARDAEN,6,121,21,2009-12-03
SARDAEN,12,250,25,2009-12-03
SARDAEN,24,496,32,2009-12-03
SARDAEN,36,742,32,2009-12-03
SAREGAMA,3,62,0,2005-01-03
SAREGAMA,6,126,0,2005-01-03
SAREGAMA,12,250,0,2005-01-03
SAREGAMA,24,497,25,2005-01-03
SAREGAMA,36,747,25,2005-01-03
SARLAPOLY,3,60,0,2007-01-19
SARLAPOLY,6,123,0,2007-01-19
SARLAPOLY,12,249,0,2007-01-19
SARLAPOLY,24,492,0,2007-01-19
SARLAPOLY,36,734,0,2007-01-19
SARVESHWAR,3,62,0,2018-03-15
SARVESHWAR,6,124,0,2018-03-15
SARVESHWAR,12,247,0,2018-03-15
SARVESHWAR,24,488,0,2018-03-15
SARVESHWAR,36,736,0,2018-03-15
SASKEN,3,61,9,2005-09-09
SASKEN,6,123,9,2005-09-09
SASKEN,12,247,9,2005-09-09
SASKEN,24,494,33,2005-09-09
SASKEN,36,743,127,2005-09-09
SASTASUNDR,3,62,0,2010-10-05
SASTASUNDR,6,125,0,2010-10-05
SASTASUNDR,12,250,0,2010-10-05
SASTASUNDR,24,495,0,2010-10-05
SASTASUNDR,36,741,0,2010-10-05
SATIA,3,59,0,2019-07-17
SATIA,6,121,0,2019-07-17
SATIA,12,244,0,2019-07-17
SATIA,24,495,6,2019-07-17
SATIA,36,743,53,2019-07-17
SATIN,3,58,0,2015-08-27
SATIN,6,121,0,2015-08-27
SATIN,12,244,39,2015-08-27
SATIN,24,489,151,2015-08-27
SATIN,36,738,199,2015-08-27
SAURASHCEM,3,58,0,2024-02-27
SAURASHCEM,6,120,9,2024-02-27
SAURASHCEM,12,247,9,2024-02-27
SAURASHCEM,24,494,9,2024-02-27
SAURASHCEM,36,622,9,2024-02-27
SBC,3,64,0,2021-11-23
SBC,6,124,0,2021-11-23
SBC,12,249,0,2021-11-23
SBC,24,497,43,2021-11-23
SBC,36,741,242,2021-11-23
SBCL,3,62,0,2021-06-24
SBCL,6,124,0,2021-06-24
SBCL,12,249,0,2021-06-24
SBCL,24,496,31,2021-06-24
SBCL,36,738,226,2021-06-24
SBFC,3,62,43,2023-08-16
SBFC,6,124,105,2023-08-16
SBFC,12,247,228,2023-08-16
SBFC,24,497,478,2023-08-16
SBFC,36,743,724,2023-08-16
SBGLP,3,59,0,2023-02-10
SBGLP,6,123,0,2023-02-10
SBGLP,12,244,17,2023-02-10
SBGLP,24,491,172,2023-02-10
SBGLP,36,737,172,2023-02-10
SBIBPB,3,60,0,2025-03-27
SBIBPB,6,123,0,2025-03-27
SBIBPB,12,246,0,2025-03-27
SBIBPB,24,355,0,2025-03-27
SBIBPB,36,355,0,2025-03-27
SBICARD,3,19,0,2015-01-01
SBICARD,6,19,0,2015-01-01
SBICARD,12,19,0,2015-01-01
SBICARD,24,19,0,2015-01-01
SBICARD,36,19,0,2015-01-01
SBILIFE,3,62,43,2017-10-03
SBILIFE,6,122,103,2017-10-03
SBILIFE,12,247,228,2017-10-03
SBILIFE,24,491,472,2017-10-03
SBILIFE,36,740,721,2017-10-03
SBIMIDMOM,3,59,0,2026-03-06
SBIMIDMOM,6,120,0,2026-03-06
SBIMIDMOM,12,120,0,2026-03-06
SBIMIDMOM,24,120,0,2026-03-06
SBIMIDMOM,36,120,0,2026-03-06
SBIN,3,62,43,2003-01-01
SBIN,6,124,105,2003-01-01
SBIN,12,251,232,2003-01-01
SBIN,24,480,461,2003-01-01
SBIN,36,729,710,2003-01-01
SBISILVER,3,62,0,2024-07-08
SBISILVER,6,124,0,2024-07-08
SBISILVER,12,249,0,2024-07-08
SBISILVER,24,495,232,2024-07-08
SBISILVER,36,537,274,2024-07-08
SCHAEFFLER,3,62,0,2005-01-03
SCHAEFFLER,6,126,0,2005-01-03
SCHAEFFLER,12,250,0,2005-01-03
SCHAEFFLER,24,497,0,2005-01-03
SCHAEFFLER,36,747,0,2005-01-03
SCHAND,3,64,35,2017-05-09
SCHAND,6,125,35,2017-05-09
SCHAND,12,249,35,2017-05-09
SCHAND,24,493,35,2017-05-09
SCHAND,36,737,35,2017-05-09
SCHNEIDER,3,62,0,2012-03-20
SCHNEIDER,6,125,0,2012-03-20
SCHNEIDER,12,248,0,2012-03-20
SCHNEIDER,24,494,0,2012-03-20
SCHNEIDER,36,737,3,2012-03-20
SCI,3,62,43,2005-01-03
SCI,6,126,80,2005-01-03
SCI,12,250,164,2005-01-03
SCI,24,497,215,2005-01-03
SCI,36,747,322,2005-01-03
SCILAL,3,58,39,2024-03-19
SCILAL,6,120,101,2024-03-19
SCILAL,12,244,156,2024-03-19
SCILAL,24,490,192,2024-03-19
SCILAL,36,604,192,2024-03-19
SCODATUBES,3,63,40,2025-06-04
SCODATUBES,6,125,40,2025-06-04
SCODATUBES,12,233,40,2025-06-04
SCODATUBES,24,233,40,2025-06-04
SCODATUBES,36,233,40,2025-06-04
SCPL,3,64,0,2022-11-22
SCPL,6,123,0,2022-11-22
SCPL,12,248,0,2022-11-22
SCPL,24,492,0,2022-11-22
SCPL,36,741,0,2022-11-22
SCPL-BE,3,64,0,2022-11-22
SCPL-BE,6,123,0,2022-11-22
SCPL-BE,12,249,0,2022-11-22
SCPL-BE,24,496,0,2022-11-22
SCPL-BE,36,745,0,2022-11-22
SDBL,3,61,0,2014-04-01
SDBL,6,123,0,2014-04-01
SDBL,12,243,0,2014-04-01
SDBL,24,488,0,2014-04-01
SDBL,36,735,0,2014-04-01
SEAMECLTD,3,62,0,2005-01-03
SEAMECLTD,6,126,0,2005-01-03
SEAMECLTD,12,250,0,2005-01-03
SEAMECLTD,24,497,0,2005-01-03
SEAMECLTD,36,747,0,2005-01-03
SECMARK,3,61,0,2023-10-16
SECMARK,6,120,0,2023-10-16
SECMARK,12,244,0,2023-10-16
SECMARK,24,493,0,2023-10-16
SECMARK,36,711,0,2023-10-16
SECURKLOUD,3,59,0,2014-01-29
SECURKLOUD,6,122,0,2014-01-29
SECURKLOUD,12,242,43,2014-01-29
SECURKLOUD,24,489,115,2014-01-29
SECURKLOUD,36,734,222,2014-01-29
SEDEMAC,3,59,40,2026-03-11
SEDEMAC,6,119,100,2026-03-11
SEDEMAC,12,119,100,2026-03-11
SEDEMAC,24,119,100,2026-03-11
SEDEMAC,36,119,100,2026-03-11
SEJALLTD,3,48,0,2015-12-31
SEJALLTD,6,78,0,2015-12-31
SEJALLTD,12,159,0,2015-12-31
SEJALLTD,24,324,0,2015-12-31
SEJALLTD,36,445,0,2015-12-31
SELECTIPO,3,60,0,2025-03-17
SELECTIPO,6,123,0,2025-03-17
SELECTIPO,12,247,0,2025-03-17
SELECTIPO,24,363,0,2025-03-17
SELECTIPO,36,363,0,2025-03-17
SELMC,3,61,0,2021-10-28
SELMC,6,122,0,2021-10-28
SELMC,12,184,0,2021-10-28
SELMC,24,385,0,2021-10-28
SELMC,36,633,0,2021-10-28
SEMAC,3,60,0,2005-08-11
SEMAC,6,121,0,2005-08-11
SEMAC,12,247,0,2005-08-11
SEMAC,24,494,0,2005-08-11
SEMAC,36,743,0,2005-08-11
SENCO,3,62,43,2023-07-14
SENCO,6,124,105,2023-07-14
SENCO,12,247,228,2023-07-14
SENCO,24,495,476,2023-07-14
SENCO,36,741,722,2023-07-14
SENORES,3,63,44,2024-12-30
SENORES,6,124,105,2024-12-30
SENORES,12,249,230,2024-12-30
SENORES,24,417,398,2024-12-30
SENORES,36,417,398,2024-12-30
SEPC,3,58,0,2008-02-20
SEPC,6,122,0,2008-02-20
SEPC,12,243,0,2008-02-20
SEPC,24,484,0,2008-02-20
SEPC,36,736,0,2008-02-20
SERVOTECH,3,61,0,2021-09-02
SERVOTECH,6,124,0,2021-09-02
SERVOTECH,12,248,0,2021-09-02
SERVOTECH,24,496,1,2021-09-02
SERVOTECH,36,742,85,2021-09-02
SESHAPAPER,3,62,0,2005-01-03
SESHAPAPER,6,126,0,2005-01-03
SESHAPAPER,12,250,0,2005-01-03
SESHAPAPER,24,497,0,2005-01-03
SESHAPAPER,36,747,0,2005-01-03
SETCO,3,61,0,2016-07-01
SETCO,6,122,0,2016-07-01
SETCO,12,245,0,2016-07-01
SETCO,24,494,58,2016-07-01
SETCO,36,737,58,2016-07-01
SETL,3,61,42,2025-01-13
SETL,6,124,96,2025-01-13
SETL,12,249,111,2025-01-13
SETL,24,408,166,2025-01-13
SETL,36,408,166,2025-01-13
SEYAIND-BE,3,59,0,2019-07-11
SEYAIND-BE,6,121,0,2019-07-11
SEYAIND-BE,12,245,0,2019-07-11
SEYAIND-BE,24,495,0,2019-07-11
SEYAIND-BE,36,743,0,2019-07-11
SFL,3,63,4,2016-12-09
SFL,6,124,4,2016-12-09
SFL,12,248,4,2016-12-09
SFL,24,492,4,2016-12-09
SFL,36,737,4,2016-12-09
SGFIN,3,61,13,2025-08-05
SGFIN,6,122,59,2025-08-05
SGFIN,12,189,105,2025-08-05
SGFIN,24,189,105,2025-08-05
SGFIN,36,189,105,2025-08-05
SGIL,3,62,0,2021-07-28
SGIL,6,124,0,2021-07-28
SGIL,12,250,0,2021-07-28
SGIL,24,497,0,2021-07-28
SGIL,36,739,0,2021-07-28
SGL,3,62,0,2006-04-10
SGL,6,125,0,2006-04-10
SGL,12,247,0,2006-04-10
SGL,24,499,0,2006-04-10
SGL,36,740,0,2006-04-10
SGMART,3,62,23,2025-09-12
SGMART,6,123,73,2025-09-12
SGMART,12,163,113,2025-09-12
SGMART,24,163,113,2025-09-12
SGMART,36,163,113,2025-09-12
SHADOWFAX,3,61,42,2026-01-28
SHADOWFAX,6,123,104,2026-01-28
SHADOWFAX,12,149,130,2026-01-28
SHADOWFAX,24,149,130,2026-01-28
SHADOWFAX,36,149,130,2026-01-28
SHAH,3,49,0,2023-06-26
SHAH,6,109,0,2023-06-26
SHAH,12,229,0,2023-06-26
SHAH,24,475,0,2023-06-26
SHAH,36,721,0,2023-06-26
SHAHALLOYS,3,53,0,2015-01-01
SHAHALLOYS,6,108,0,2015-01-01
SHAHALLOYS,12,170,0,2015-01-01
SHAHALLOYS,24,403,0,2015-01-01
SHAHALLOYS,36,650,0,2015-01-01
SHAILY,3,62,0,2022-04-04
SHAILY,6,124,0,2022-04-04
SHAILY,12,248,0,2022-04-04
SHAILY,24,493,13,2022-04-04
SHAILY,36,741,234,2022-04-04
SHAKTIPUMP,3,60,0,2011-10-25
SHAKTIPUMP,6,120,0,2011-10-25
SHAKTIPUMP,12,245,0,2011-10-25
SHAKTIPUMP,24,491,0,2011-10-25
SHAKTIPUMP,36,735,0,2011-10-25
SHALBY,3,61,33,2017-12-15
SHALBY,6,123,37,2017-12-15
SHALBY,12,245,37,2017-12-15
SHALBY,24,487,37,2017-12-15
SHALBY,36,737,41,2017-12-15
SHANKARA,3,62,35,2017-04-05
SHANKARA,6,124,97,2017-04-05
SHANKARA,12,247,220,2017-04-05
SHANKARA,24,495,383,2017-04-05
SHANKARA,36,739,406,2017-04-05
SHANTI,3,61,0,2017-08-03
SHANTI,6,124,0,2017-08-03
SHANTI,12,250,0,2017-08-03
SHANTI,24,492,0,2017-08-03
SHANTI,36,734,0,2017-08-03
SHANTIGEAR,3,62,0,2005-01-03
SHANTIGEAR,6,126,0,2005-01-03
SHANTIGEAR,12,250,0,2005-01-03
SHANTIGEAR,24,497,0,2005-01-03
SHANTIGEAR,36,747,0,2005-01-03
SHANTIGOLD,3,61,42,2025-08-01
SHANTIGOLD,6,122,84,2025-08-01
SHANTIGOLD,12,245,197,2025-08-01
SHANTIGOLD,24,270,222,2025-08-01
SHANTIGOLD,36,270,222,2025-08-01
SHARDACROP,3,58,33,2014-09-23
SHARDACROP,6,119,33,2014-09-23
SHARDACROP,12,245,50,2014-09-23
SHARDACROP,24,488,50,2014-09-23
SHARDACROP,36,736,50,2014-09-23
SHARDAMOTR,3,53,0,2015-09-03
SHARDAMOTR,6,116,0,2015-09-03
SHARDAMOTR,12,237,0,2015-09-03
SHARDAMOTR,24,482,0,2015-09-03
SHARDAMOTR,36,730,0,2015-09-03
SHAREINDIA,3,63,0,2020-09-21
SHAREINDIA,6,125,0,2020-09-21
SHAREINDIA,12,248,0,2020-09-21
SHAREINDIA,24,497,56,2020-09-21
SHAREINDIA,36,745,294,2020-09-21
SHEKHAWATI,3,62,0,2011-01-12
SHEKHAWATI,6,125,0,2011-01-12
SHEKHAWATI,12,247,0,2011-01-12
SHEKHAWATI,24,493,0,2011-01-12
SHEKHAWATI,36,554,0,2011-01-12
SHEMAROO,3,57,0,2014-10-01
SHEMAROO,6,119,0,2014-10-01
SHEMAROO,12,244,0,2014-10-01
SHEMAROO,24,488,0,2014-10-01
SHEMAROO,36,735,0,2014-10-01
SHILCTECH,3,62,21,2025-11-24
SHILCTECH,6,115,74,2025-11-24
SHILCTECH,12,115,74,2025-11-24
SHILCTECH,24,115,74,2025-11-24
SHILCTECH,36,115,74,2025-11-24
SHILPAMED,3,59,0,2009-12-03
SHILPAMED,6,121,0,2009-12-03
SHILPAMED,12,250,0,2009-12-03
SHILPAMED,24,496,0,2009-12-03
SHILPAMED,36,742,0,2009-12-03
SHIVALIK,3,63,0,2021-12-09
SHIVALIK,6,124,0,2021-12-09
SHIVALIK,12,249,0,2021-12-09
SHIVALIK,24,495,0,2021-12-09
SHIVALIK,36,739,0,2021-12-09
SHIVAMAUTO,3,60,0,2006-11-21
SHIVAMAUTO,6,121,0,2006-11-21
SHIVAMAUTO,12,250,0,2006-11-21
SHIVAMAUTO,24,496,0,2006-11-21
SHIVAMAUTO,36,737,0,2006-11-21
SHIVAMILLS,3,61,0,2018-02-26
SHIVAMILLS,6,124,0,2018-02-26
SHIVAMILLS,12,247,0,2018-02-26
SHIVAMILLS,24,489,0,2018-02-26
SHIVAMILLS,36,739,0,2018-02-26
SHIVATEX,3,62,0,2017-12-26
SHIVATEX,6,124,0,2017-12-26
SHIVATEX,12,245,0,2017-12-26
SHIVATEX,24,490,0,2017-12-26
SHIVATEX,36,739,0,2017-12-26
SHIVAUM,3,61,0,2019-10-17
SHIVAUM,6,120,0,2019-10-17
SHIVAUM,12,248,0,2019-10-17
SHIVAUM,24,494,0,2019-10-17
SHIVAUM,36,742,0,2019-10-17
SHK,3,62,34,2015-11-16
SHK,6,121,34,2015-11-16
SHK,12,244,34,2015-11-16
SHK,24,493,34,2015-11-16
SHK,36,739,53,2015-11-16
SHOPERSTOP,3,63,6,2005-05-23
SHOPERSTOP,6,123,6,2005-05-23
SHOPERSTOP,12,246,6,2005-05-23
SHOPERSTOP,24,494,6,2005-05-23
SHOPERSTOP,36,744,6,2005-05-23
SHRADHA,3,61,0,2017-12-11
SHRADHA,6,123,0,2017-12-11
SHRADHA,12,246,0,2017-12-11
SHRADHA,24,488,0,2017-12-11
SHRADHA,36,737,0,2017-12-11
SHREDIGCEM,3,59,0,2019-08-19
SHREDIGCEM,6,123,0,2019-08-19
SHREDIGCEM,12,246,15,2019-08-19
SHREDIGCEM,24,496,44,2019-08-19
SHREDIGCEM,36,744,45,2019-08-19
SHREECEM,3,62,0,2003-01-01
SHREECEM,6,124,0,2003-01-01
SHREECEM,12,251,0,2003-01-01
SHREECEM,24,480,0,2003-01-01
SHREECEM,36,729,0,2003-01-01
SHREEJISPG,3,61,34,2025-08-26
SHREEJISPG,6,123,96,2025-08-26
SHREEJISPG,12,175,148,2025-08-26
SHREEJISPG,24,175,148,2025-08-26
SHREEJISPG,36,175,148,2025-08-26
SHREEPUSHK,3,58,0,2015-09-10
SHREEPUSHK,6,120,0,2015-09-10
SHREEPUSHK,12,243,0,2015-09-10
SHREEPUSHK,24,489,12,2015-09-10
SHREEPUSHK,36,738,12,2015-09-10
SHREERAMA,3,62,0,2005-01-03
SHREERAMA,6,126,0,2005-01-03
SHREERAMA,12,250,0,2005-01-03
SHREERAMA,24,497,0,2005-01-03
SHREERAMA,36,747,0,2005-01-03
SHREYANIND,3,62,0,2005-01-03
SHREYANIND,6,126,0,2005-01-03
SHREYANIND,12,250,0,2005-01-03
SHREYANIND,24,497,0,2005-01-03
SHREYANIND,36,747,0,2005-01-03
SHRINGARMS,3,62,43,2025-09-17
SHRINGARMS,6,124,105,2025-09-17
SHRINGARMS,12,236,217,2025-09-17
SHRINGARMS,24,236,217,2025-09-17
SHRINGARMS,36,236,217,2025-09-17
SHRIPISTON,3,62,0,2016-06-09
SHRIPISTON,6,122,0,2016-06-09
SHRIPISTON,12,247,0,2016-06-09
SHRIPISTON,24,495,0,2016-06-09
SHRIPISTON,36,737,0,2016-06-09
SHRIRAMFIN,3,64,45,2025-05-26
SHRIRAMFIN,6,125,106,2025-05-26
SHRIRAMFIN,12,248,229,2025-05-26
SHRIRAMFIN,24,319,300,2025-05-26
SHRIRAMFIN,36,319,300,2025-05-26
SHRIRAMPPS,3,62,36,2021-12-20
SHRIRAMPPS,6,124,48,2021-12-20
SHRIRAMPPS,12,249,48,2021-12-20
SHRIRAMPPS,24,496,160,2021-12-20
SHRIRAMPPS,36,741,405,2021-12-20
SHYAMCENT-BE,3,61,0,2015-07-28
SHYAMCENT-BE,6,99,0,2015-07-28
SHYAMCENT-BE,12,99,0,2015-07-28
SHYAMCENT-BE,24,99,0,2015-07-28
SHYAMCENT-BE,36,99,0,2015-07-28
SHYAMMETL,3,62,43,2021-06-24
SHYAMMETL,6,124,105,2021-06-24
SHYAMMETL,12,249,222,2021-06-24
SHYAMMETL,24,496,233,2021-06-24
SHYAMMETL,36,742,479,2021-06-24
SHYAMTEL,3,62,0,2005-01-03
SHYAMTEL,6,126,0,2005-01-03
SHYAMTEL,12,250,0,2005-01-03
SHYAMTEL,24,497,17,2005-01-03
SHYAMTEL,36,747,17,2005-01-03
SICALLOG-BE,3,62,0,2023-10-12
SICALLOG-BE,6,123,0,2023-10-12
SICALLOG-BE,12,194,0,2023-10-12
SICALLOG-BE,24,389,0,2023-10-12
SICALLOG-BE,36,596,0,2023-10-12
SIEMENS,3,62,0,2005-01-03
SIEMENS,6,126,0,2005-01-03
SIEMENS,12,250,81,2005-01-03
SIEMENS,24,497,328,2005-01-03
SIEMENS,36,747,578,2005-01-03
SIGACHI,3,63,44,2021-11-15
SIGACHI,6,123,49,2021-11-15
SIGACHI,12,248,49,2021-11-15
SIGACHI,24,496,144,2021-11-15
SIGACHI,36,742,376,2021-11-15
SIGIND,3,62,0,2013-06-11
SIGIND,6,123,0,2013-06-11
SIGIND,12,247,0,2013-06-11
SIGIND,24,490,0,2013-06-11
SIGIND,36,736,0,2013-06-11
SIGMA,3,53,0,2020-10-19
SIGMA,6,68,0,2020-10-19
SIGMA,12,135,0,2020-10-19
SIGMA,24,335,0,2020-10-19
SIGMA,36,557,0,2020-10-19
SIGNATURE,3,61,42,2023-09-27
SIGNATURE,6,124,105,2023-09-27
SIGNATURE,12,248,229,2023-09-27
SIGNATURE,24,497,478,2023-09-27
SIGNATURE,36,729,710,2023-09-27
SIGNPOST,3,59,0,2024-02-14
SIGNPOST,6,121,0,2024-02-14
SIGNPOST,12,248,21,2024-02-14
SIGNPOST,24,494,25,2024-02-14
SIGNPOST,36,631,45,2024-02-14
SIKKO,3,61,0,2017-07-27
SIKKO,6,125,0,2017-07-27
SIKKO,12,250,0,2017-07-27
SIKKO,24,492,0,2017-07-27
SIKKO,36,734,0,2017-07-27
SIL,3,61,0,2015-01-01
SIL,6,123,0,2015-01-01
SIL,12,247,0,2015-01-01
SIL,24,491,0,2015-01-01
SIL,36,738,0,2015-01-01
SILGO,3,62,0,2018-10-29
SILGO,6,120,0,2018-10-29
SILGO,12,241,0,2018-10-29
SILGO,24,491,0,2018-10-29
SILGO,36,738,0,2018-10-29
SILINV,3,62,0,2005-01-03
SILINV,6,126,0,2005-01-03
SILINV,12,250,0,2005-01-03
SILINV,24,497,0,2005-01-03
SILINV,36,747,0,2005-01-03
SILLYMONKS,3,7,0,2015-01-05
SILLYMONKS,6,7,0,2015-01-05
SILLYMONKS,12,7,0,2015-01-05
SILLYMONKS,24,7,0,2015-01-05
SILLYMONKS,36,7,0,2015-01-05
SILVER,3,60,0,2022-02-03
SILVER,6,125,0,2022-02-03
SILVER,12,249,0,2022-02-03
SILVER,24,495,0,2022-02-03
SILVER,36,744,0,2022-02-03
SILVER1,3,61,0,2022-12-14
SILVER1,6,121,0,2022-12-14
SILVER1,12,246,0,2022-12-14
SILVER1,24,494,0,2022-12-14
SILVER1,36,742,60,2022-12-14
SILVER360,3,61,0,2025-04-04
SILVER360,6,123,0,2025-04-04
SILVER360,12,245,20,2025-04-04
SILVER360,24,351,20,2025-04-04
SILVER360,36,351,20,2025-04-04
SILVERADD,3,61,0,2022-08-25
SILVERADD,6,125,0,2022-08-25
SILVERADD,12,247,0,2022-08-25
SILVERADD,24,493,0,2022-08-25
SILVERADD,36,742,11,2022-08-25
SILVERAG,3,63,0,2023-06-15
SILVERAG,6,124,0,2023-06-15
SILVERAG,12,248,0,2023-06-15
SILVERAG,24,495,0,2023-06-15
SILVERAG,36,741,173,2023-06-15
SILVERBETA,3,63,0,2023-04-20
SILVERBETA,6,125,0,2023-04-20
SILVERBETA,12,248,0,2023-04-20
SILVERBETA,24,495,0,2023-04-20
SILVERBETA,36,742,167,2023-04-20
SILVERBND,3,62,20,2025-12-12
SILVERBND,6,121,20,2025-12-12
SILVERBND,12,177,20,2025-12-12
SILVERBND,24,177,20,2025-12-12
SILVERBND,36,177,20,2025-12-12
SILVERCASE,3,60,0,2025-03-26
SILVERCASE,6,123,0,2025-03-26
SILVERCASE,12,247,121,2025-03-26
SILVERCASE,24,357,231,2025-03-26
SILVERCASE,36,357,231,2025-03-26
SILVERTUC,3,60,0,2017-12-01
SILVERTUC,6,121,0,2017-12-01
SILVERTUC,12,223,0,2017-12-01
SILVERTUC,24,344,0,2017-12-01
SILVERTUC,36,440,0,2017-12-01
SIMPLEXINF,3,62,0,2005-01-03
SIMPLEXINF,6,126,0,2005-01-03
SIMPLEXINF,12,249,0,2005-01-03
SIMPLEXINF,24,496,0,2005-01-03
SIMPLEXINF,36,746,0,2005-01-03
SINCLAIR,3,60,0,2024-04-10
SINCLAIR,6,122,0,2024-04-10
SINCLAIR,12,247,0,2024-04-10
SINCLAIR,24,493,0,2024-04-10
SINCLAIR,36,594,0,2024-04-10
SINDHUTRAD,3,62,0,2023-06-20
SINDHUTRAD,6,123,2,2023-06-20
SINDHUTRAD,12,243,83,2023-06-20
SINDHUTRAD,24,492,87,2023-06-20
SINDHUTRAD,36,738,129,2023-06-20
SINTERCOM,3,61,0,2018-02-15
SINTERCOM,6,125,0,2018-02-15
SINTERCOM,12,247,0,2018-02-15
SINTERCOM,24,490,0,2018-02-15
SINTERCOM,36,737,0,2018-02-15
SIRCA,3,63,0,2018-06-13
SIRCA,6,122,0,2018-06-13
SIRCA,12,243,0,2018-06-13
SIRCA,24,487,0,2018-06-13
SIRCA,36,737,0,2018-06-13
SIS,3,60,0,2017-08-10
SIS,6,123,0,2017-08-10
SIS,12,249,0,2017-08-10
SIS,24,492,0,2017-08-10
SIS,36,736,0,2017-08-10
SIYSIL,3,62,0,2005-01-03
SIYSIL,6,126,0,2005-01-03
SIYSIL,12,250,0,2005-01-03
SIYSIL,24,497,0,2005-01-03
SIYSIL,36,747,0,2005-01-03
SJS,3,63,40,2021-11-15
SJS,6,123,41,2021-11-15
SJS,12,248,73,2021-11-15
SJS,24,496,171,2021-11-15
SJS,36,742,385,2021-11-15
SJVN,3,65,0,2010-05-20
SJVN,6,128,0,2010-05-20
SJVN,12,253,0,2010-05-20
SJVN,24,498,0,2010-05-20
SJVN,36,745,0,2010-05-20
SKFINDIA,3,62,16,2005-01-03
SKFINDIA,6,126,16,2005-01-03
SKFINDIA,12,250,16,2005-01-03
SKFINDIA,24,497,16,2005-01-03
SKFINDIA,36,747,22,2005-01-03
SKFINDUS,3,61,5,2025-12-05
SKFINDUS,6,106,11,2025-12-05
SKFINDUS,12,106,11,2025-12-05
SKFINDUS,24,106,11,2025-12-05
SKFINDUS,36,106,11,2025-12-05
SKIPPER,3,65,0,2015-05-27
SKIPPER,6,123,0,2015-05-27
SKIPPER,12,246,6,2015-05-27
SKIPPER,24,493,6,2015-05-27
SKIPPER,36,741,27,2015-05-27
SKMEGGPROD,3,61,0,2015-01-01
SKMEGGPROD,6,123,0,2015-01-01
