label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1a_a6_L15_d20_short80,6,25,15,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,340,19.49,19.1,20.81,19.1,-28.21,-29.44,0.691,93,15.5,43.2,9.284,8.784,30.16,-6.66,52.0,45.5,10,11.23,10.71,11.44,10.71,-31.39,-31.39,0.358,169,8.2,45.6,7.78,7.28,24.74,-6.45,56.0,25.8,10,1.6
g1a_a6_L15_d30_off,6,25,15,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2164,44.4,37.67,48.16,37.67,-30.43,-34.25,1.459,176,29.4,44.9,9.666,9.166,28.08,-5.59,45.0,75.5,8,20.94,19.28,22.96,19.28,-33.59,-34.8,0.623,377,18.2,47.2,7.556,7.056,22.67,-6.09,49.0,50.2,12,2.5
g1a_a6_L15_d30_relaxed,6,25,15,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2164,44.4,37.67,48.16,37.67,-30.43,-34.25,1.459,176,29.4,44.9,9.666,9.166,28.08,-5.59,45.0,75.5,8,20.94,19.28,22.96,19.28,-33.59,-34.8,0.623,377,18.2,47.2,7.556,7.056,22.67,-6.09,49.0,50.2,12,2.5
g1a_a6_L15_d30_short70,6,25,15,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,572,20.8,18.94,22.09,18.94,-34.87,-36.27,0.597,122,20.4,41.2,8.048,7.548,29.26,-6.89,49.0,55.8,8,11.71,11.04,12.14,11.04,-40.64,-41.98,0.288,225,10.9,45.0,6.615,6.115,23.25,-6.97,52.0,31.6,8,1.8
g1a_a6_L15_d30_short80,6,25,15,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,444,21.16,19.64,22.71,19.64,-38.86,-39.14,0.545,101,16.9,44.3,9.327,8.827,30.71,-7.36,52.0,49.9,8,11.26,10.84,11.58,10.84,-43.3,-43.56,0.26,190,9.2,45.5,7.27,6.77,24.28,-7.1,55.0,28.1,8,1.8
g1a_a6_L15_d40_off,6,25,15,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2239,46.36,42.49,51.64,42.49,-31.88,-34.97,1.454,176,29.3,46.5,9.915,9.415,27.52,-5.41,45.0,75.4,8,19.36,18.28,21.58,18.28,-33.59,-33.73,0.576,389,18.8,46.3,6.899,6.399,22.53,-6.36,48.0,50.7,12,2.5
g1a_a6_L15_d40_relaxed,6,25,15,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2239,46.36,42.49,51.64,42.49,-31.88,-34.97,1.454,176,29.3,46.5,9.915,9.415,27.52,-5.41,45.0,75.4,8,19.36,18.28,21.58,18.28,-33.59,-33.73,0.576,389,18.8,46.3,6.899,6.399,22.53,-6.36,48.0,50.7,12,2.6
g1a_a6_L15_d40_short70,6,25,15,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,605,22.62,20.71,25.07,20.71,-35.0,-36.46,0.646,123,20.5,42.7,8.429,7.929,28.84,-6.76,50.0,56.6,9,12.13,11.8,12.8,11.8,-40.4,-42.15,0.3,228,11.0,45.4,6.702,6.202,23.14,-6.86,52.0,32.1,9,1.9
g1a_a6_L15_d40_short80,6,25,15,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,475,24.66,22.47,26.25,22.47,-31.23,-31.23,0.79,99,16.5,46.7,10.502,10.002,31.14,-7.57,54.0,50.9,8,12.09,11.82,12.33,11.82,-31.84,-34.07,0.38,189,9.2,47.0,7.712,7.212,24.73,-7.22,56.0,28.7,8,1.7
g1a_a6_L15_d60_off,6,25,15,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2255,45.1,43.13,51.64,43.13,-31.83,-34.81,1.417,176,29.4,46.4,9.73,9.23,27.54,-5.43,45.0,75.3,8,20.11,18.18,21.38,18.18,-32.87,-33.73,0.612,388,18.8,46.0,7.129,6.629,22.73,-6.34,48.0,50.6,12,2.5
g1a_a6_L15_d60_relaxed,6,25,15,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2255,45.1,43.13,51.64,43.13,-31.83,-34.81,1.417,176,29.4,46.4,9.73,9.23,27.54,-5.43,45.0,75.3,8,20.11,18.18,21.38,18.18,-32.87,-33.73,0.612,388,18.8,46.0,7.129,6.629,22.73,-6.34,48.0,50.6,12,2.6
g1a_a6_L15_d60_short70,6,25,15,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,613,22.58,20.71,25.07,20.71,-36.45,-36.46,0.62,123,20.5,42.9,8.456,7.956,28.68,-6.74,50.0,56.7,9,12.21,12.08,12.8,12.08,-35.01,-42.16,0.349,225,10.9,45.8,6.842,6.342,23.15,-6.88,53.0,32.3,9,2.1
g1a_a6_L15_d60_short80,6,25,15,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,482,25.07,22.87,26.66,22.87,-31.21,-31.22,0.803,99,16.5,47.7,10.614,10.114,30.54,-7.56,55.0,51.2,8,12.33,12.06,12.57,12.06,-31.83,-34.06,0.387,190,9.2,47.8,7.813,7.313,24.4,-7.22,56.0,28.9,8,1.7
g1a_a6_L25_d20_off,6,25,25,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1023,33.25,28.75,41.23,28.75,-29.53,-30.95,1.126,147,24.6,43.0,9.009,8.509,29.0,-5.48,49.0,68.7,12,20.57,18.92,22.48,18.92,-33.19,-33.19,0.62,282,13.6,46.5,9.51,9.01,27.08,-5.61,57.0,43.5,12,2.3
g1a_a6_L25_d20_relaxed,6,25,25,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1023,33.25,28.75,41.23,28.75,-29.53,-30.95,1.126,147,24.6,43.0,9.009,8.509,29.0,-5.48,49.0,68.7,12,20.57,18.92,22.48,18.92,-33.19,-33.19,0.62,282,13.6,46.5,9.51,9.01,27.08,-5.61,57.0,43.5,12,2.2
g1a_a6_L25_d20_short70,6,25,25,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,246,9.83,9.71,10.88,9.71,-39.75,-39.76,0.247,93,15.6,34.4,5.298,4.798,29.39,-7.2,46.0,39.6,12,9.54,9.21,9.94,9.21,-47.09,-48.1,0.203,162,7.9,44.6,6.421,5.921,22.64,-6.7,56.0,23.9,12,1.5
g1a_a6_L25_d20_short80,6,25,25,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,186,11.33,11.01,11.33,11.01,-32.37,-32.37,0.35,69,11.5,40.6,7.152,6.652,28.94,-7.72,50.0,32.1,7,8.64,8.39,9.2,8.39,-41.01,-41.72,0.211,129,6.2,45.9,6.804,6.304,22.83,-6.88,57.0,19.5,11,1.3
g1a_a6_L25_d30_off,6,25,25,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1541,37.41,34.03,45.81,34.03,-29.96,-36.37,1.249,143,23.9,46.4,9.356,8.856,28.01,-5.89,53.0,72.3,11,22.24,21.07,24.86,21.07,-33.61,-36.27,0.662,299,14.5,47.9,9.546,9.046,26.28,-5.94,58.0,46.9,12,2.1
g1a_a6_L25_d30_relaxed,6,25,25,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1541,37.41,34.03,45.81,34.03,-29.96,-36.37,1.249,143,23.9,46.4,9.356,8.856,28.01,-5.89,53.0,72.3,11,22.24,21.07,24.86,21.07,-33.61,-36.27,0.662,299,14.5,47.9,9.546,9.046,26.28,-5.94,58.0,46.9,12,2.3
g1a_a6_L25_d30_short70,6,25,25,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,428,13.86,12.92,15.14,12.92,-38.92,-40.01,0.356,111,18.5,38.9,5.996,5.496,27.13,-7.35,49.0,50.0,12,10.0,9.65,10.25,9.65,-40.26,-42.88,0.248,187,9.1,46.1,6.087,5.587,21.54,-7.01,56.0,28.1,11,1.7
g1a_a6_L25_d30_short80,6,25,25,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,333,13.87,12.26,14.3,12.26,-37.81,-37.82,0.367,90,15.0,41.1,7.225,6.725,28.63,-7.5,50.0,41.6,11,9.02,8.56,9.22,8.56,-39.91,-39.91,0.226,159,7.7,46.2,6.209,5.709,21.46,-7.16,56.0,24.1,11,1.5
g1a_a6_L25_d40_off,6,25,25,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1730,40.95,36.84,45.06,36.84,-32.98,-34.14,1.242,144,24.0,45.7,10.276,9.776,29.08,-6.03,52.0,71.8,9,21.09,19.29,22.67,19.29,-33.6,-34.49,0.627,314,15.2,45.8,8.814,8.314,26.84,-6.5,56.0,47.7,11,2.4
g1a_a6_L25_d40_relaxed,6,25,25,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1730,40.95,36.84,45.06,36.84,-32.98,-34.14,1.242,144,24.0,45.7,10.276,9.776,29.08,-6.03,52.0,71.8,9,21.09,19.29,22.67,19.29,-33.6,-34.49,0.627,314,15.2,45.8,8.814,8.314,26.84,-6.5,56.0,47.7,11,2.6
g1a_a6_L25_d40_short70,6,25,25,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,506,18.57,16.62,20.64,16.62,-38.11,-40.96,0.487,112,18.7,39.7,7.593,7.093,30.63,-7.56,51.0,52.5,12,10.45,9.81,10.92,9.81,-44.31,-46.01,0.236,200,9.7,44.0,6.266,5.766,23.8,-7.6,55.0,29.6,12,1.7
g1a_a6_L25_d40_short80,6,25,25,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,406,20.62,19.98,23.49,19.98,-32.26,-32.26,0.639,89,14.9,46.9,9.579,9.079,29.04,-7.98,54.0,45.4,8,10.58,10.36,10.68,10.36,-38.94,-39.59,0.272,171,8.3,46.2,7.15,6.65,24.33,-7.43,56.0,25.8,16,1.6
g1a_a6_L25_d60_off,6,25,25,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1796,42.25,37.64,49.69,37.64,-33.35,-33.68,1.267,143,23.9,47.7,10.321,9.821,29.32,-6.03,52.0,72.1,11,21.05,19.55,22.0,19.55,-33.97,-34.69,0.62,317,15.3,46.0,8.651,8.151,26.36,-6.41,56.0,47.8,11,2.3
g1a_a6_L25_d60_relaxed,6,25,25,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1796,42.25,37.64,49.69,37.64,-33.35,-33.68,1.267,143,23.9,47.7,10.321,9.821,29.32,-6.03,52.0,72.1,11,21.05,19.55,22.0,19.55,-33.97,-34.69,0.62,317,15.3,46.0,8.651,8.151,26.36,-6.41,56.0,47.8,11,2.6
g1a_a6_L25_d60_short70,6,25,25,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,535,18.68,17.03,20.07,17.03,-38.85,-40.97,0.481,113,18.8,38.3,7.61,7.11,32.15,-7.61,51.0,53.4,13,10.87,10.58,11.2,10.58,-44.66,-45.5,0.243,203,9.8,44.1,6.498,5.998,24.3,-7.61,56.0,30.4,12,1.9
g1a_a6_L25_d60_short80,6,25,25,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,434,23.01,22.35,25.29,22.35,-32.26,-32.26,0.713,91,15.3,48.9,10.307,9.807,28.91,-8.06,56.0,48.1,8,10.79,10.37,11.3,10.37,-38.94,-39.6,0.277,175,8.5,46.7,7.139,6.639,23.14,-7.52,57.0,27.0,16,1.5
g1a_a6_L40_d20_off,6,40,40,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,417,24.46,22.74,25.69,22.74,-26.52,-27.13,0.922,113,18.8,44.1,8.764,8.264,27.81,-6.24,53.0,56.3,8,13.98,13.34,14.59,13.34,-30.61,-30.61,0.457,199,9.6,45.7,8.272,7.772,25.06,-5.69,59.0,31.2,11,1.8
g1a_a6_L40_d20_relaxed,6,40,40,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,417,24.46,22.74,25.69,22.74,-26.52,-27.13,0.922,113,18.8,44.1,8.764,8.264,27.81,-6.24,53.0,56.3,8,13.98,13.34,14.59,13.34,-30.61,-30.61,0.457,199,9.6,45.7,8.272,7.772,25.06,-5.69,59.0,31.2,11,1.9
g1a_a6_L40_d20_short70,6,40,40,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,107,11.6,11.6,11.6,11.6,-31.75,-31.75,0.365,46,7.7,43.5,8.405,7.905,28.37,-6.96,59.0,25.5,8,9.34,8.99,9.48,8.99,-36.22,-36.54,0.258,86,4.2,54.0,9.128,8.628,22.17,-6.1,68.0,15.8,14,1.3
g1a_a6_L40_d20_short80,6,40,40,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,73,9.1,9.1,9.1,9.1,-22.54,-22.54,0.404,26,4.3,42.3,9.136,8.636,31.33,-7.14,60.0,15.2,7,7.68,7.34,7.82,7.34,-27.62,-27.95,0.278,58,2.8,50.8,8.503,8.003,22.52,-5.73,67.0,10.9,13,1.0
g1a_a6_L40_d30_off,6,40,40,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,860,31.39,27.37,33.08,27.37,-31.15,-31.34,1.008,133,22.2,43.0,9.59,9.09,30.25,-6.98,53.0,66.7,13,18.84,18.15,19.63,18.15,-33.5,-33.5,0.562,259,12.5,46.4,9.227,8.727,27.43,-6.63,58.0,40.3,13,2.0
g1a_a6_L40_d30_relaxed,6,40,40,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,860,31.39,27.37,33.08,27.37,-31.15,-31.34,1.008,133,22.2,43.0,9.59,9.09,30.25,-6.98,53.0,66.7,13,18.84,18.15,19.63,18.15,-33.5,-33.5,0.562,259,12.5,46.4,9.227,8.727,27.43,-6.63,58.0,40.3,13,2.0
g1a_a6_L40_d30_short70,6,40,40,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,288,15.82,15.76,15.82,15.76,-43.05,-43.05,0.367,86,14.3,34.9,8.345,7.845,38.34,-7.72,56.0,43.8,17,10.98,10.71,11.24,10.71,-47.68,-47.68,0.23,153,7.4,45.1,8.082,7.582,26.97,-7.44,62.0,25.4,18,1.5
g1a_a6_L40_d30_short80,6,40,40,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,209,12.58,12.58,12.58,12.58,-42.15,-42.15,0.299,66,11.0,34.8,8.684,8.184,40.13,-8.13,55.0,33.3,16,9.02,8.98,9.55,8.98,-46.8,-46.8,0.193,128,6.2,44.5,7.44,6.94,26.0,-7.46,62.0,21.2,22,1.4
g1a_a6_L40_d40_off,6,40,40,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1074,37.32,31.69,42.61,31.69,-37.56,-37.73,0.994,136,22.7,43.0,11.079,10.579,34.8,-7.13,53.0,68.3,12,20.73,18.54,21.89,18.54,-37.7,-40.65,0.55,272,13.2,47.2,10.05,9.55,29.52,-6.83,58.0,42.7,12,2.1
g1a_a6_L40_d40_relaxed,6,40,40,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1074,37.32,31.69,42.61,31.69,-37.56,-37.73,0.994,136,22.7,43.0,11.079,10.579,34.8,-7.13,53.0,68.3,12,20.73,18.54,21.89,18.54,-37.7,-40.65,0.55,272,13.2,47.2,10.05,9.55,29.52,-6.83,58.0,42.7,12,2.2
g1a_a6_L40_d40_short70,6,40,40,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,400,19.84,17.82,20.74,17.82,-40.63,-40.86,0.488,98,16.3,39.5,8.964,8.464,34.55,-7.85,54.0,48.9,18,12.64,12.03,13.16,12.03,-42.84,-43.82,0.295,172,8.3,46.9,8.582,8.082,26.66,-7.49,61.0,28.0,19,1.6
g1a_a6_L40_d40_short80,6,40,40,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,313,19.84,19.11,20.57,19.11,-41.55,-42.3,0.478,79,13.3,43.8,10.722,10.222,35.22,-8.3,55.0,41.2,17,11.77,11.48,12.42,11.48,-45.17,-45.17,0.26,149,7.2,47.8,8.957,8.457,26.98,-7.47,61.0,24.6,17,1.5
g1a_a6_L40_d60_off,6,40,40,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1202,38.07,34.4,44.53,34.4,-39.59,-39.97,0.962,127,21.3,45.5,12.093,11.593,34.96,-7.0,57.0,68.7,12,20.43,18.46,22.02,18.46,-40.56,-45.21,0.504,270,13.1,46.4,9.768,9.268,28.57,-6.96,59.0,43.0,11,2.1
g1a_a6_L40_d60_relaxed,6,40,40,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1202,38.07,34.4,44.53,34.4,-39.59,-39.97,0.962,127,21.3,45.5,12.093,11.593,34.96,-7.0,57.0,68.7,12,20.43,18.46,22.02,18.46,-40.56,-45.21,0.504,270,13.1,46.4,9.768,9.268,28.57,-6.96,59.0,43.0,11,2.4
g1a_a6_L40_d60_short70,6,40,40,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,472,24.82,23.09,25.91,23.09,-35.1,-35.1,0.707,98,16.3,46.2,10.528,10.028,32.28,-8.14,58.0,52.4,10,12.94,12.39,13.46,12.39,-36.68,-38.08,0.353,179,8.7,47.9,8.493,7.993,26.54,-7.9,61.0,29.3,11,1.9
g1a_a6_L40_d60_short80,6,40,40,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,382,25.72,24.99,26.9,24.99,-32.4,-32.41,0.794,84,14.0,51.2,12.477,11.977,32.36,-8.54,60.0,47.1,6,12.62,12.15,12.89,12.15,-38.09,-38.12,0.331,165,8.0,49.4,8.881,8.381,26.02,-7.83,60.0,26.7,7,1.9
g1a_a6_L60_d20_off,6,60,60,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,122,24.22,24.22,24.22,24.22,-21.5,-21.5,1.126,60,10.0,45.0,15.778,15.278,41.56,-5.31,57.0,33.7,7,11.67,11.67,11.67,11.67,-21.5,-21.5,0.543,98,4.7,49.0,12.61,12.11,31.0,-5.05,61.0,16.6,8,1.2
g1a_a6_L60_d20_relaxed,6,60,60,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,122,24.22,24.22,24.22,24.22,-21.5,-21.5,1.126,60,10.0,45.0,15.778,15.278,41.56,-5.31,57.0,33.7,7,11.67,11.67,11.67,11.67,-21.5,-21.5,0.543,98,4.7,49.0,12.61,12.11,31.0,-5.05,61.0,16.6,8,1.3
g1a_a6_L60_d20_short70,6,60,60,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,30,5.99,5.99,5.99,5.99,-4.05,-4.05,1.477,9,1.5,44.4,6.25,5.75,20.89,-5.46,64.0,5.5,3,5.65,5.65,5.65,5.65,-8.52,-8.52,0.664,25,1.2,56.0,5.313,4.813,13.09,-4.59,66.0,4.3,6,0.9
g1a_a6_L60_d20_short80,6,60,60,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,24,5.52,5.52,5.52,5.52,-4.05,-4.05,1.361,6,1.0,33.3,5.271,4.771,27.31,-5.75,63.0,3.5,3,5.38,5.38,5.38,5.38,-8.52,-8.52,0.631,20,1.0,50.0,4.325,3.825,13.26,-4.61,66.0,3.4,5,0.9
g1a_a6_L60_d30_off,6,60,60,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,356,35.32,33.89,35.64,33.89,-28.7,-30.56,1.231,94,15.7,54.3,14.757,14.257,32.78,-7.14,65.0,57.1,9,15.28,15.0,15.84,15.0,-37.96,-37.96,0.403,173,8.4,52.3,10.582,10.082,26.37,-6.61,64.0,29.9,9,1.6
g1a_a6_L60_d30_relaxed,6,60,60,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,356,35.32,33.89,35.64,33.89,-28.7,-30.56,1.231,94,15.7,54.3,14.757,14.257,32.78,-7.14,65.0,57.1,9,15.28,15.0,15.84,15.0,-37.96,-37.96,0.403,173,8.4,52.3,10.582,10.082,26.37,-6.61,64.0,29.9,9,1.6
g1a_a6_L60_d30_short70,6,60,60,0.3,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,130,21.44,21.44,21.44,21.44,-23.39,-23.39,0.917,52,8.7,51.9,15.272,14.772,36.98,-8.17,73.0,35.0,5,10.66,10.66,10.66,10.66,-26.28,-26.28,0.406,96,4.6,54.2,10.78,10.28,26.0,-7.21,72.0,18.6,7,1.3
g1a_a6_L60_d30_short80,6,60,60,0.3,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,90,20.04,20.04,20.04,20.04,-19.1,-19.1,1.05,36,6.0,52.8,19.081,18.581,42.82,-7.45,77.0,26.4,5,9.83,9.83,9.83,9.83,-26.29,-26.29,0.374,68,3.3,52.9,12.547,12.047,29.65,-6.69,76.0,14.0,6,1.2
g1a_a6_L60_d40_off,6,60,60,0.4,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,549,26.3,19.71,28.58,19.71,-34.97,-36.21,0.752,117,19.5,44.5,9.894,9.394,31.61,-7.2,56.0,60.9,10,13.89,12.43,14.42,12.43,-38.85,-40.14,0.358,210,10.2,47.5,8.25,7.75,25.16,-6.77,59.0,33.5,8,1.9
g1a_a6_L60_d40_relaxed,6,60,60,0.4,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,549,26.3,19.71,28.58,19.71,-34.97,-36.21,0.752,117,19.5,44.5,9.894,9.394,31.61,-7.2,56.0,60.9,10,13.89,12.43,14.42,12.43,-38.85,-40.14,0.358,210,10.2,47.5,8.25,7.75,25.16,-6.77,59.0,33.5,8,1.7
g1a_a6_L60_d40_short70,6,60,60,0.4,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,277,16.92,16.6,17.23,16.6,-31.14,-31.14,0.543,83,13.8,41.6,8.76,8.26,31.74,-7.59,57.0,43.4,13,10.17,9.98,10.48,9.98,-36.38,-36.38,0.28,151,7.3,46.9,7.356,6.856,24.11,-7.26,62.0,24.7,18,1.6
g1a_a6_L60_d40_short80,6,60,60,0.4,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,209,16.45,16.45,16.77,16.45,-30.29,-30.29,0.543,65,10.8,43.1,10.678,10.178,34.95,-7.69,58.0,34.5,15,9.57,9.52,9.61,9.52,-35.56,-35.56,0.269,127,6.1,45.3,7.959,7.459,26.04,-7.0,61.0,20.8,20,1.4
g1a_a6_L60_d60_off,6,60,60,0.6,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,699,27.59,21.47,31.97,21.47,-36.08,-38.33,0.765,120,20.0,45.0,10.019,9.519,31.59,-7.57,56.0,62.1,10,12.25,11.75,14.52,11.75,-45.94,-46.32,0.267,235,11.4,45.1,6.428,5.928,24.08,-7.41,55.0,35.1,10,1.9
g1a_a6_L60_d60_relaxed,6,60,60,0.6,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,699,27.59,21.47,31.97,21.47,-36.08,-38.33,0.765,120,20.0,45.0,10.019,9.519,31.59,-7.57,56.0,62.1,10,12.25,11.75,14.52,11.75,-45.94,-46.32,0.267,235,11.4,45.1,6.428,5.928,24.08,-7.41,55.0,35.1,10,1.9
g1a_a6_L60_d60_short70,6,60,60,0.6,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,407,22.05,20.75,22.91,20.75,-33.95,-33.95,0.65,95,15.8,47.4,9.9,9.4,30.29,-8.39,57.0,50.1,9,11.52,11.29,12.02,11.29,-40.77,-40.78,0.283,173,8.4,48.6,7.782,7.282,24.47,-7.9,60.0,27.8,9,1.6
g1a_a6_L60_d60_short80,6,60,60,0.6,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,336,23.15,22.49,24.26,22.49,-32.89,-32.89,0.704,83,13.8,49.4,11.543,11.043,31.85,-8.47,59.0,45.9,11,11.27,11.05,11.61,11.05,-37.68,-37.68,0.299,155,7.5,47.3,8.316,7.816,26.23,-7.71,60.0,25.3,11,1.5
g1a_a12_L15_d20_off,12,25,15,0.2,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,3861,37.25,33.11,51.36,33.11,-26.01,-37.39,1.432,214,35.8,42.8,6.607,6.107,21.29,-4.5,39.0,78.7,13,22.4,21.65,24.0,21.65,-31.24,-39.81,0.717,472,22.9,45.4,6.66,6.16,21.48,-5.49,45.0,57.4,16,2.8
g1a_a12_L15_d20_relaxed,12,25,15,0.2,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,3861,37.25,33.11,51.36,33.11,-26.01,-37.39,1.432,214,35.8,42.8,6.607,6.107,21.29,-4.5,39.0,78.7,13,22.4,21.65,24.0,21.65,-31.24,-39.81,0.717,472,22.9,45.4,6.66,6.16,21.48,-5.49,45.0,57.4,16,2.8
g1a_a12_L15_d20_short70,12,25,15,0.2,short,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,1237,24.78,24.12,25.88,24.12,-32.04,-32.13,0.773,151,25.3,35.3,7.204,6.704,31.57,-5.88,47.0,67.2,11,18.17,17.27,18.83,17.27,-32.69,-32.69,0.556,304,14.7,43.5,7.928,7.428,26.07,-5.98,53.0,43.5,15,2.2
g1a_a12_L15_d20_short80,12,25,15,0.2,short,80.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,856,26.46,25.18,29.18,25.18,-28.14,-28.18,0.94,125,20.8,38.6,8.832,8.332,32.78,-6.14,53.0,62.2,9,17.36,16.81,17.88,16.81,-33.09,-34.18,0.525,252,12.2,44.3,8.803,8.303,28.08,-6.33,55.0,37.8,10,1.9
g1a_a12_L15_d30_off,12,25,15,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,4450,30.46,21.75,33.19,21.75,-33.1,-38.92,0.92,219,36.6,39.4,5.617,5.117,21.48,-4.91,38.0,79.3,17,20.91,19.9,24.87,19.9,-33.81,-37.32,0.618,503,24.3,45.1,6.079,5.579,20.68,-5.81,44.0,59.5,17,2.5
g1a_a12_L15_d30_relaxed,12,25,15,0.3,relaxed,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,4450,30.46,21.75,33.19,21.75,-33.1,-38.92,0.92,219,36.6,39.4,5.617,5.117,21.48,-4.91,38.0,79.3,17,20.91,19.9,24.87,19.9,-33.81,-37.32,0.618,503,24.3,45.1,6.079,5.579,20.68,-5.81,44.0,59.5,17,2.8
