label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1b_a12_L40_d30_s7_t30_tp25_n16,12,40,40,0.3,off,70.0,,close,0.07,30,0.25,16,0.0625,,pct,0.0025,False,False,2046,27.67,25.71,30.58,25.71,-20.78,-21.3,1.331,768,128.1,43.5,4.075,3.575,16.27,-5.3,25.0,55.9,20,15.66,15.38,16.03,15.38,-20.75,-21.06,0.755,1273,61.6,44.6,4.139,3.639,15.51,-5.01,26.0,28.6,20,4.1
g1b_a12_L40_d30_s7_t50_notp_n5,12,40,40,0.3,off,70.0,,close,0.07,50,,5,0.3,,pct,0.0025,False,False,2046,28.72,23.82,40.71,23.82,-31.98,-42.73,0.898,97,16.2,38.9,7.959,7.459,30.87,-6.4,52.0,76.1,12,21.25,19.79,22.43,19.79,-37.3,-43.88,0.57,211,10.2,46.1,8.525,8.025,25.9,-6.53,57.0,51.9,12,2.0
g1b_a12_L40_d30_s7_t50_notp_n8,12,40,40,0.3,off,70.0,,close,0.07,50,,8,0.1875,,pct,0.0025,False,False,2046,25.52,21.89,27.86,21.89,-27.16,-32.02,0.94,151,25.3,38.2,6.628,6.128,28.01,-6.54,52.0,74.2,20,20.15,19.16,22.17,19.16,-29.51,-32.69,0.683,314,15.2,46.3,8.324,7.824,25.68,-6.44,58.0,49.2,12,2.3
g1b_a12_L40_d30_s7_t50_notp_n10,12,40,40,0.3,off,70.0,,close,0.07,50,,10,0.15,,pct,0.0025,False,False,2046,27.4,23.14,30.34,23.14,-27.58,-28.81,0.994,187,31.3,39.0,7.505,7.005,29.63,-6.62,52.0,74.3,16,19.85,19.15,20.67,19.15,-31.55,-32.01,0.629,377,18.3,45.4,8.507,8.007,26.49,-6.39,58.0,47.8,15,2.8
g1b_a12_L40_d30_s7_t50_notp_n16,12,40,40,0.3,off,70.0,,close,0.07,50,,16,0.0625,,pct,0.0025,False,False,2046,27.09,26.08,27.81,26.08,-28.04,-28.48,0.966,420,70.0,39.8,7.903,7.403,29.89,-6.56,52.0,69.8,23,18.19,18.08,19.02,18.08,-28.09,-29.71,0.648,771,37.3,42.4,8.793,8.293,29.24,-6.19,58.0,40.9,23,4.8
g1b_a12_L40_d30_s7_t50_tp25_n5,12,40,40,0.3,off,70.0,,close,0.07,50,0.25,5,0.3,,pct,0.0025,False,False,2046,34.98,27.54,44.85,27.54,-28.95,-32.02,1.208,163,27.2,41.0,5.029,4.529,20.88,-6.43,32.0,72.5,11,21.96,20.89,23.82,20.89,-31.64,-34.66,0.694,316,15.3,45.1,5.6,5.1,20.28,-6.36,36.0,46.1,10,2.2
g1b_a12_L40_d30_s7_t50_tp25_n8,12,40,40,0.3,off,70.0,,close,0.07,50,0.25,8,0.1875,,pct,0.0025,False,False,2046,32.93,26.44,35.96,26.44,-27.77,-30.68,1.186,258,43.0,41.5,4.843,4.343,20.59,-6.39,32.0,72.3,15,22.85,20.85,23.82,20.85,-29.23,-31.35,0.782,476,23.0,45.5,6.011,5.511,20.32,-6.22,37.0,44.6,13,2.9
g1b_a12_L40_d30_s7_t50_tp25_n10,12,40,40,0.3,off,70.0,,close,0.07,50,0.25,10,0.15,,pct,0.0025,False,False,2046,28.71,25.98,31.41,25.98,-27.25,-29.4,1.054,302,50.3,41.6,4.641,4.141,20.19,-6.39,33.0,69.5,16,19.98,18.77,21.12,18.77,-27.36,-29.81,0.73,562,27.2,44.3,5.524,5.024,20.15,-6.3,36.0,41.7,15,2.7
g1b_a12_L40_d30_s7_t50_tp25_n16,12,40,40,0.3,off,70.0,,close,0.07,50,0.25,16,0.0625,,pct,0.0025,False,False,2046,26.45,24.87,29.25,24.87,-23.97,-24.71,1.103,645,107.5,42.7,4.691,4.191,19.69,-6.49,33.0,62.7,22,16.17,15.76,16.77,15.76,-23.93,-24.47,0.676,1091,52.8,43.8,5.078,4.578,19.52,-6.16,37.0,34.0,22,4.5
g1b_a12_L40_d30_s7_t150_notp_n5,12,40,40,0.3,off,70.0,,close,0.07,150,,5,0.3,,pct,0.0025,False,False,2046,32.35,25.92,34.53,25.92,-39.05,-39.75,0.828,56,9.3,37.5,16.485,15.985,54.96,-7.0,97.0,81.9,10,25.28,21.23,26.76,21.23,-64.23,-64.23,0.394,95,4.6,44.0,27.912,27.412,71.47,-7.86,149.0,62.7,11,2.1
g1b_a12_L40_d30_s7_t150_notp_n8,12,40,40,0.3,off,70.0,,close,0.07,150,,8,0.1875,,pct,0.0025,False,False,2046,22.59,17.62,24.65,17.62,-35.31,-37.23,0.64,85,14.3,36.4,10.959,10.459,41.84,-7.06,96.0,78.5,15,21.05,20.05,21.63,20.05,-52.48,-52.48,0.401,148,7.2,42.9,20.905,20.405,59.26,-7.74,144.0,60.3,15,2.5
g1b_a12_L40_d30_s7_t150_notp_n10,12,40,40,0.3,off,70.0,,close,0.07,150,,10,0.15,,pct,0.0025,False,False,2046,26.8,24.36,30.55,24.36,-33.91,-36.75,0.79,106,17.7,39.0,13.301,12.801,45.78,-7.15,101.0,80.0,18,21.97,21.36,22.58,21.36,-47.46,-48.11,0.463,180,8.7,43.4,21.879,21.379,61.02,-7.69,146.0,59.5,18,2.6
g1b_a12_L40_d30_s7_t150_notp_n16,12,40,40,0.3,off,70.0,,close,0.07,150,,16,0.0625,,pct,0.0025,False,False,2046,18.72,17.3,19.6,17.3,-31.1,-31.78,0.602,249,41.6,37.1,9.285,8.785,37.61,-7.19,98.0,77.0,30,17.11,16.44,17.77,16.44,-31.47,-32.22,0.544,423,20.5,41.8,15.311,14.811,46.8,-7.34,133.0,53.9,23,4.4
g1b_a12_L40_d30_s7_t150_tp25_n5,12,40,40,0.3,off,70.0,,close,0.07,150,0.25,5,0.3,,pct,0.0025,False,False,2046,26.13,18.11,38.93,18.11,-35.91,-41.64,0.728,137,22.9,41.0,5.077,4.577,23.17,-7.49,39.0,73.9,12,17.9,16.13,20.18,16.13,-35.82,-37.36,0.5,256,12.4,42.5,5.73,5.23,23.89,-7.68,48.0,50.1,11,1.9
g1b_a12_L40_d30_s7_t150_tp25_n8,12,40,40,0.3,off,70.0,,close,0.07,150,0.25,8,0.1875,,pct,0.0025,False,False,2046,29.52,26.52,33.95,26.52,-30.11,-36.46,0.98,225,37.5,41.4,5.278,4.778,23.41,-7.43,38.0,74.8,12,18.71,17.01,21.18,17.01,-29.41,-34.4,0.636,397,19.2,43.3,5.994,5.494,23.79,-7.53,50.0,49.8,12,2.5
g1b_a12_L40_d30_s7_t150_tp25_n10,12,40,40,0.3,off,70.0,,close,0.07,150,0.25,10,0.15,,pct,0.0025,False,False,2046,26.99,25.16,30.82,25.16,-27.85,-32.29,0.969,264,44.0,41.3,5.16,4.66,23.44,-7.52,39.0,71.7,13,18.26,16.46,19.46,16.46,-28.1,-31.44,0.65,472,22.8,43.2,6.123,5.623,24.05,-7.58,49.0,47.0,13,2.5
g1b_a12_L40_d30_s7_t150_tp25_n16,12,40,40,0.3,off,70.0,,close,0.07,150,0.25,16,0.0625,,pct,0.0025,False,False,2046,29.16,25.18,31.29,25.18,-28.41,-29.83,1.026,551,91.9,42.7,6.017,5.517,24.04,-7.49,43.0,68.4,23,17.39,16.68,17.82,16.68,-27.4,-28.63,0.635,938,45.4,43.8,6.52,6.02,24.45,-7.44,51.0,40.4,22,4.1
g1b_a12_L40_d30_s8_t20_notp_n5,12,40,40,0.3,off,70.0,,close,0.08,20,,5,0.3,,pct,0.0025,False,False,2046,27.42,23.59,34.18,23.59,-28.02,-36.16,0.978,216,36.0,43.8,3.351,2.851,13.5,-4.51,22.0,69.3,11,22.29,17.6,24.9,17.6,-29.22,-31.82,0.763,406,19.6,46.7,4.368,3.868,13.74,-4.01,24.0,40.8,12,1.7
g1b_a12_L40_d30_s8_t20_notp_n8,12,40,40,0.3,off,70.0,,close,0.08,20,,8,0.1875,,pct,0.0025,False,False,2046,28.12,24.82,33.93,24.82,-27.82,-28.98,1.011,328,54.8,45.3,3.465,2.965,13.15,-4.52,22.0,66.8,16,18.76,17.89,19.96,17.89,-27.89,-32.08,0.673,609,29.5,46.3,3.821,3.321,12.85,-4.06,23.0,37.3,17,2.0
g1b_a12_L40_d30_s8_t20_notp_n10,12,40,40,0.3,off,70.0,,close,0.08,20,,10,0.15,,pct,0.0025,False,False,2046,28.9,25.07,30.68,25.07,-26.12,-28.78,1.106,397,66.2,46.5,3.62,3.12,13.06,-4.56,22.0,64.6,18,18.02,16.35,20.27,16.35,-26.49,-28.17,0.68,724,35.0,46.8,3.803,3.303,12.74,-4.07,23.0,35.4,19,2.4
g1b_a12_L40_d30_s8_t20_notp_n16,12,40,40,0.3,off,70.0,,close,0.08,20,,16,0.0625,,pct,0.0025,False,False,2046,24.02,22.33,25.07,22.33,-18.68,-19.6,1.286,779,129.9,44.6,3.56,3.06,13.54,-4.49,22.0,52.7,29,13.8,13.47,14.09,13.47,-18.95,-19.75,0.729,1282,62.0,44.7,3.548,3.048,13.05,-4.08,23.0,26.1,29,3.6
g1b_a12_L40_d30_s8_t20_tp25_n5,12,40,40,0.3,off,70.0,,close,0.08,20,0.25,5,0.3,,pct,0.0025,False,False,2046,35.48,29.91,40.66,29.91,-28.96,-30.07,1.225,252,42.1,45.5,3.478,2.978,13.13,-4.59,19.0,66.4,11,21.58,19.88,23.17,19.88,-28.6,-30.96,0.755,479,23.2,47.1,3.658,3.158,12.38,-4.19,20.0,38.4,13,2.3
g1b_a12_L40_d30_s8_t20_tp25_n8,12,40,40,0.3,off,70.0,,close,0.08,20,0.25,8,0.1875,,pct,0.0025,False,False,2046,32.67,27.61,36.36,27.61,-25.94,-27.68,1.26,393,65.5,44.9,3.276,2.776,12.74,-4.55,19.0,64.6,17,19.57,18.16,20.87,18.16,-27.3,-28.29,0.717,716,34.7,45.8,3.424,2.924,12.33,-4.12,19.0,35.5,17,3.0
g1b_a12_L40_d30_s8_t20_tp25_n10,12,40,40,0.3,off,70.0,,close,0.08,20,0.25,10,0.15,,pct,0.0025,False,False,2046,29.35,26.71,33.11,26.71,-24.48,-26.92,1.199,461,76.9,44.7,3.138,2.638,12.76,-4.57,19.0,60.4,19,18.9,16.57,20.02,16.57,-25.85,-29.03,0.731,825,39.9,45.5,3.456,2.956,12.43,-4.13,19.0,32.7,19,2.5
g1b_a12_L40_d30_s8_t20_tp25_n16,12,40,40,0.3,off,70.0,,close,0.08,20,0.25,16,0.0625,,pct,0.0025,False,False,2046,26.58,24.79,27.71,24.79,-16.69,-17.14,1.592,878,146.4,44.6,3.406,2.906,13.19,-4.51,19.0,48.4,31,14.89,14.47,15.33,14.47,-16.92,-17.38,0.88,1417,68.6,44.7,3.435,2.935,12.78,-4.13,19.0,23.5,29,3.6
g1b_a12_L40_d30_s8_t30_notp_n5,12,40,40,0.3,off,70.0,,close,0.08,30,,5,0.3,,pct,0.0025,False,False,2046,32.54,26.58,36.2,26.58,-29.09,-34.05,1.119,148,24.8,47.2,5.303,4.803,17.21,-5.31,34.0,73.6,9,24.13,22.13,27.51,22.13,-34.99,-39.21,0.69,298,14.4,51.3,6.372,5.872,16.86,-4.92,37.0,45.7,10,1.9
g1b_a12_L40_d30_s8_t30_notp_n8,12,40,40,0.3,off,70.0,,close,0.08,30,,8,0.1875,,pct,0.0025,False,False,2046,26.36,21.81,34.68,21.81,-25.65,-29.04,1.028,236,39.3,44.7,4.432,3.932,16.99,-5.37,33.0,70.8,12,19.82,18.25,21.65,18.25,-27.8,-28.59,0.713,455,22.0,49.8,5.297,4.797,15.87,-4.98,36.0,43.0,14,3.1
g1b_a12_L40_d30_s8_t30_notp_n10,12,40,40,0.3,off,70.0,,close,0.08,30,,10,0.15,,pct,0.0025,False,False,2046,26.42,24.85,33.47,24.85,-26.37,-30.51,1.002,290,48.3,43.8,4.516,4.016,17.29,-5.31,33.0,70.2,14,18.61,17.36,19.22,17.36,-27.61,-29.42,0.674,554,26.8,48.2,5.113,4.613,15.83,-5.01,35.0,41.4,16,3.0
g1b_a12_L40_d30_s8_t30_notp_n16,12,40,40,0.3,off,70.0,,close,0.08,30,,16,0.0625,,pct,0.0025,False,False,2046,26.41,24.48,28.08,24.48,-24.32,-24.85,1.086,609,101.6,42.9,5.048,4.548,18.66,-5.29,33.0,62.5,24,15.37,14.83,15.75,14.83,-23.67,-25.2,0.649,1059,51.3,44.7,4.982,4.482,17.3,-4.96,34.0,32.9,23,4.8
g1b_a12_L40_d30_s8_t30_tp25_n5,12,40,40,0.3,off,70.0,,close,0.08,30,0.25,5,0.3,,pct,0.0025,False,False,2046,35.38,29.31,43.52,29.31,-29.18,-36.96,1.213,200,33.3,42.5,4.368,3.868,17.52,-5.45,25.0,69.9,14,26.21,24.51,28.85,24.51,-27.97,-30.89,0.937,382,18.5,48.7,5.415,4.915,16.46,-5.09,27.0,42.2,10,2.2
g1b_a12_L40_d30_s8_t30_tp25_n8,12,40,40,0.3,off,70.0,,close,0.08,30,0.25,8,0.1875,,pct,0.0025,False,False,2046,34.13,30.29,39.47,30.29,-26.98,-33.28,1.265,322,53.7,42.5,4.216,3.716,17.15,-5.33,24.0,69.0,15,22.74,21.23,23.89,21.23,-27.78,-35.18,0.819,590,28.6,45.9,4.777,4.277,16.11,-5.07,27.0,40.4,15,2.6
g1b_a12_L40_d30_s8_t30_tp25_n10,12,40,40,0.3,off,70.0,,close,0.08,30,0.25,10,0.15,,pct,0.0025,False,False,2046,30.12,27.61,33.31,27.61,-26.29,-32.86,1.146,377,62.9,42.4,3.934,3.434,16.77,-5.44,25.0,65.6,15,20.85,19.1,21.57,19.1,-26.15,-27.36,0.797,688,33.3,45.9,4.599,4.099,15.87,-5.12,27.0,37.8,16,2.9
g1b_a12_L40_d30_s8_t30_tp25_n16,12,40,40,0.3,off,70.0,,close,0.08,30,0.25,16,0.0625,,pct,0.0025,False,False,2046,27.91,25.69,30.27,25.69,-21.25,-21.62,1.313,763,127.3,43.9,4.138,3.638,16.28,-5.33,25.0,56.5,20,15.72,15.29,16.13,15.29,-21.12,-21.37,0.744,1260,61.0,44.9,4.183,3.683,15.51,-5.03,27.0,28.9,20,4.5
g1b_a12_L40_d30_s8_t50_notp_n5,12,40,40,0.3,off,70.0,,close,0.08,50,,5,0.3,,pct,0.0025,False,False,2046,27.53,21.52,30.82,21.52,-33.14,-40.49,0.831,95,15.9,39.9,7.192,6.692,28.27,-6.61,53.0,75.9,13,19.86,18.92,21.41,18.92,-38.95,-41.74,0.51,209,10.1,46.2,7.943,7.443,24.79,-6.57,58.0,52.0,13,2.3
g1b_a12_L40_d30_s8_t50_notp_n8,12,40,40,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,2046,25.18,21.66,29.13,21.66,-28.2,-30.97,0.893,150,25.1,39.3,6.694,6.194,28.01,-6.72,52.0,74.1,14,19.78,18.66,21.08,18.66,-29.59,-35.64,0.668,307,14.9,46.4,8.287,7.787,25.79,-6.57,59.0,49.2,12,2.5
g1b_a12_L40_d30_s8_t50_notp_n10,12,40,40,0.3,off,70.0,,close,0.08,50,,10,0.15,,pct,0.0025,False,False,2046,26.42,24.78,29.6,24.78,-28.19,-31.24,0.937,184,30.8,41.3,7.049,6.549,27.35,-6.65,53.0,74.8,16,19.59,18.75,20.03,18.75,-31.39,-34.13,0.624,373,18.1,45.7,8.378,7.878,25.93,-6.48,59.0,48.1,16,3.0
g1b_a12_L40_d30_s8_t50_notp_n16,12,40,40,0.3,off,70.0,,close,0.08,50,,16,0.0625,,pct,0.0025,False,False,2046,28.02,26.99,28.95,26.99,-28.19,-29.82,0.994,407,67.8,39.9,8.3,7.8,30.85,-6.79,54.0,70.0,23,18.73,18.18,19.33,18.18,-27.79,-29.12,0.674,751,36.4,43.2,9.334,8.834,29.87,-6.28,60.0,41.3,23,4.3
g1b_a12_L40_d30_s8_t50_tp25_n5,12,40,40,0.3,off,70.0,,close,0.08,50,0.25,5,0.3,,pct,0.0025,False,False,2046,32.36,27.54,44.1,27.54,-29.3,-31.3,1.105,158,26.4,41.9,4.988,4.488,20.68,-6.59,33.0,72.7,11,21.58,18.46,22.46,18.46,-32.4,-34.15,0.666,306,14.8,44.9,5.609,5.109,20.13,-6.46,37.0,46.5,10,2.0
g1b_a12_L40_d30_s8_t50_tp25_n8,12,40,40,0.3,off,70.0,,close,0.08,50,0.25,8,0.1875,,pct,0.0025,False,False,2046,32.28,28.37,34.79,28.37,-28.97,-31.32,1.114,250,41.8,42.3,4.956,4.456,20.7,-6.56,33.0,73.2,14,22.61,21.31,25.08,21.31,-30.23,-32.19,0.748,467,22.6,46.2,5.94,5.44,20.47,-6.39,38.0,45.0,11,2.8
g1b_a12_L40_d30_s8_t50_tp25_n10,12,40,40,0.3,off,70.0,,close,0.08,50,0.25,10,0.15,,pct,0.0025,False,False,2046,28.23,24.02,31.48,24.02,-28.29,-29.94,0.998,294,49.0,41.8,4.679,4.179,20.31,-6.64,34.0,70.1,13,20.78,19.43,21.33,19.43,-28.28,-31.15,0.735,547,26.5,45.9,5.73,5.23,20.01,-6.43,38.0,42.2,13,2.9
g1b_a12_L40_d30_s8_t50_tp25_n16,12,40,40,0.3,off,70.0,,close,0.08,50,0.25,16,0.0625,,pct,0.0025,False,False,2046,27.51,25.17,30.97,25.17,-24.61,-24.96,1.118,632,105.4,43.6,4.888,4.388,19.86,-6.71,34.0,63.3,22,16.51,15.82,16.97,15.82,-24.36,-25.01,0.678,1067,51.6,44.6,5.297,4.797,19.7,-6.3,38.0,34.4,21,4.7
g1b_a12_L40_d30_s8_t150_notp_n5,12,40,40,0.3,off,70.0,,close,0.08,150,,5,0.3,,pct,0.0025,False,False,2046,22.64,20.05,23.44,20.05,-41.04,-41.04,0.552,52,8.7,36.8,11.634,11.134,46.03,-8.02,99.0,78.6,10,23.32,19.37,23.87,19.37,-64.24,-64.24,0.363,92,4.5,43.9,26.301,25.801,68.02,-8.66,153.0,62.0,10,2.1
g1b_a12_L40_d30_s8_t150_notp_n8,12,40,40,0.3,off,70.0,,close,0.08,150,,8,0.1875,,pct,0.0025,False,False,2046,19.35,14.2,23.84,14.2,-39.65,-41.76,0.488,83,13.8,36.1,9.873,9.373,40.83,-8.15,99.0,78.7,15,19.67,18.45,22.2,18.45,-52.49,-52.49,0.375,140,6.8,43.6,20.484,19.984,59.05,-8.57,150.0,60.1,14,2.4
g1b_a12_L40_d30_s8_t150_notp_n10,12,40,40,0.3,off,70.0,,close,0.08,150,,10,0.15,,pct,0.0025,False,False,2046,20.62,18.68,23.66,18.68,-34.85,-37.92,0.592,103,17.3,39.1,10.421,9.921,38.98,-8.05,101.0,79.6,17,20.77,20.37,21.38,20.37,-47.46,-48.11,0.438,176,8.5,44.2,20.646,20.146,57.47,-8.66,148.0,59.6,17,2.7
g1b_a12_L40_d30_s8_t150_notp_n16,12,40,40,0.3,off,70.0,,close,0.08,150,,16,0.0625,,pct,0.0025,False,False,2046,19.86,18.66,21.58,18.66,-32.73,-33.15,0.607,235,39.2,39.9,10.19,9.69,38.35,-8.21,104.0,77.9,27,16.9,16.35,17.13,16.35,-32.93,-33.9,0.513,401,19.4,43.4,15.766,15.266,46.63,-8.17,140.0,54.1,25,5.0
g1b_a12_L40_d30_s8_t150_tp25_n5,12,40,40,0.3,off,70.0,,close,0.08,150,0.25,5,0.3,,pct,0.0025,False,False,2046,26.34,18.9,30.69,18.9,-34.08,-34.99,0.773,124,20.7,42.8,5.338,4.838,24.03,-8.3,44.0,75.3,13,17.28,15.01,20.14,15.01,-34.38,-36.29,0.502,237,11.5,44.7,6.018,5.518,24.13,-8.43,53.0,51.3,13,2.3
g1b_a12_L40_d30_s8_t150_tp25_n8,12,40,40,0.3,off,70.0,,close,0.08,150,0.25,8,0.1875,,pct,0.0025,False,False,2046,28.65,24.53,33.84,24.53,-31.52,-37.46,0.909,208,34.8,43.3,5.566,5.066,23.25,-8.2,42.0,76.1,15,18.65,17.84,20.07,17.84,-31.95,-33.84,0.584,372,18.0,45.1,6.349,5.849,24.24,-8.29,53.0,50.3,11,2.9
g1b_a12_L40_d30_s8_t150_tp25_n10,12,40,40,0.3,off,70.0,,close,0.08,150,0.25,10,0.15,,pct,0.0025,False,False,2046,30.79,27.14,35.34,27.14,-29.05,-36.01,1.06,244,40.7,45.6,6.221,5.721,23.41,-8.25,43.0,73.4,12,19.48,16.9,20.35,16.9,-29.6,-31.49,0.658,439,21.2,46.2,6.863,6.363,24.37,-8.22,54.0,48.4,11,3.2
g1b_a12_L40_d30_s8_t150_tp25_n16,12,40,40,0.3,off,70.0,,close,0.08,150,0.25,16,0.0625,,pct,0.0025,False,False,2046,29.24,26.27,30.32,26.27,-30.32,-32.36,0.964,532,88.7,44.6,6.274,5.774,24.29,-8.19,46.0,70.3,22,17.76,17.46,17.92,17.46,-29.38,-30.34,0.605,899,43.5,46.1,6.996,6.496,24.55,-8.07,55.0,41.7,21,5.3
g1b_a12_L40_d30_s10_t20_notp_n5,12,40,40,0.3,off,70.0,,close,0.1,20,,5,0.3,,pct,0.0025,False,False,2046,28.36,24.1,31.74,24.1,-28.26,-35.74,1.004,213,35.6,43.9,3.503,3.003,13.64,-4.51,23.0,69.1,10,22.38,17.61,24.29,17.61,-29.49,-32.67,0.759,404,19.6,46.6,4.409,3.909,13.84,-4.01,24.0,40.7,13,2.2
g1b_a12_L40_d30_s10_t20_notp_n8,12,40,40,0.3,off,70.0,,close,0.1,20,,8,0.1875,,pct,0.0025,False,False,2046,28.76,25.72,34.56,25.72,-26.25,-27.96,1.096,326,54.4,45.5,3.537,3.037,13.21,-4.51,23.0,67.0,15,18.93,18.05,19.98,18.05,-26.97,-29.82,0.702,607,29.4,46.5,3.893,3.393,12.8,-4.02,23.0,37.3,16,2.5
g1b_a12_L40_d30_s10_t20_notp_n10,12,40,40,0.3,off,70.0,,close,0.1,20,,10,0.15,,pct,0.0025,False,False,2046,28.62,25.98,29.53,25.98,-25.82,-26.42,1.108,395,65.9,46.7,3.593,3.093,12.99,-4.54,23.0,64.5,17,17.96,16.52,20.59,16.52,-26.61,-28.13,0.675,722,34.9,46.8,3.8,3.3,12.69,-4.05,23.0,35.4,18,2.9
g1b_a12_L40_d30_s10_t20_notp_n16,12,40,40,0.3,off,70.0,,close,0.1,20,,16,0.0625,,pct,0.0025,False,False,2046,24.25,22.6,25.35,22.6,-19.18,-19.97,1.264,778,129.7,44.8,3.603,3.103,13.56,-4.49,22.0,52.9,29,13.82,13.47,14.12,13.47,-19.48,-20.33,0.71,1281,62.0,44.7,3.563,3.063,13.06,-4.09,23.0,26.2,29,4.3
g1b_a12_L40_d30_s10_t20_tp25_n5,12,40,40,0.3,off,70.0,,close,0.1,20,0.25,5,0.3,,pct,0.0025,False,False,2046,37.25,30.03,43.47,30.03,-29.08,-29.88,1.281,251,41.8,46.2,3.638,3.138,13.28,-4.58,19.0,66.4,10,22.11,20.19,23.74,20.19,-28.56,-30.96,0.774,477,23.1,47.3,3.723,3.223,12.4,-4.19,20.0,38.3,12,1.9
g1b_a12_L40_d30_s10_t20_tp25_n8,12,40,40,0.3,off,70.0,,close,0.1,20,0.25,8,0.1875,,pct,0.0025,False,False,2046,33.79,29.86,38.01,29.86,-25.01,-27.68,1.351,392,65.3,45.4,3.41,2.91,12.86,-4.5,19.0,64.6,16,19.96,18.44,21.41,18.44,-26.11,-27.66,0.764,714,34.5,46.0,3.495,2.995,12.37,-4.08,20.0,35.6,16,2.6
g1b_a12_L40_d30_s10_t20_tp25_n10,12,40,40,0.3,off,70.0,,close,0.1,20,0.25,10,0.15,,pct,0.0025,False,False,2046,30.47,27.82,34.09,27.82,-24.52,-26.82,1.243,458,76.4,45.2,3.245,2.745,12.86,-4.55,19.0,60.4,18,19.18,16.8,20.28,16.8,-25.61,-28.84,0.749,822,39.8,45.7,3.521,3.021,12.47,-4.13,19.0,32.7,18,2.7
g1b_a12_L40_d30_s10_t20_tp25_n16,12,40,40,0.3,off,70.0,,close,0.1,20,0.25,16,0.0625,,pct,0.0025,False,False,2046,27.05,25.23,27.94,25.23,-16.88,-17.51,1.602,879,146.6,44.6,3.459,2.959,13.25,-4.5,19.0,48.6,31,14.96,14.53,15.37,14.53,-17.28,-17.83,0.866,1417,68.6,44.7,3.453,2.953,12.81,-4.15,19.0,23.5,29,3.7
g1b_a12_L40_d30_s10_t30_notp_n5,12,40,40,0.3,off,70.0,,close,0.1,30,,5,0.3,,pct,0.0025,False,False,2046,33.94,27.89,38.36,27.89,-28.95,-32.16,1.173,145,24.3,47.3,5.504,5.004,17.46,-5.37,35.0,73.7,10,24.22,22.31,27.08,22.31,-34.99,-39.21,0.692,294,14.2,51.6,6.468,5.968,17.25,-4.93,37.0,45.7,10,2.1
g1b_a12_L40_d30_s10_t30_notp_n8,12,40,40,0.3,off,70.0,,close,0.1,30,,8,0.1875,,pct,0.0025,False,False,2046,28.01,23.14,35.61,23.14,-25.55,-28.52,1.096,233,38.8,45.8,4.767,4.267,16.77,-5.4,34.0,71.1,12,20.27,18.25,21.33,18.25,-27.8,-28.56,0.729,453,21.9,49.8,5.469,4.969,16.05,-5.0,36.0,43.1,14,2.3
g1b_a12_L40_d30_s10_t30_notp_n10,12,40,40,0.3,off,70.0,,close,0.1,30,,10,0.15,,pct,0.0025,False,False,2046,27.08,22.01,34.2,22.01,-26.35,-29.09,1.028,286,47.8,44.1,4.675,4.175,17.34,-5.35,33.0,70.2,14,18.95,16.61,19.83,16.61,-27.61,-28.73,0.686,551,26.7,48.6,5.22,4.72,15.92,-5.02,35.0,41.4,16,2.5
g1b_a12_L40_d30_s10_t30_notp_n16,12,40,40,0.3,off,70.0,,close,0.1,30,,16,0.0625,,pct,0.0025,False,False,2046,26.16,24.91,27.88,24.91,-24.31,-24.85,1.076,608,101.4,42.9,5.014,4.514,18.68,-5.29,33.0,62.6,24,15.27,14.75,15.57,14.75,-23.67,-25.2,0.645,1056,51.1,44.7,4.971,4.471,17.31,-5.02,34.0,32.9,23,4.1
g1b_a12_L40_d30_s10_t30_tp25_n5,12,40,40,0.3,off,70.0,,close,0.1,30,0.25,5,0.3,,pct,0.0025,False,False,2046,34.12,30.68,39.27,30.68,-28.73,-36.25,1.188,198,33.0,42.5,4.265,3.765,17.51,-5.44,25.0,70.0,12,25.9,24.15,29.02,24.15,-27.75,-28.6,0.933,379,18.3,48.5,5.345,4.845,16.47,-5.13,27.0,42.2,10,2.0
g1b_a12_L40_d30_s10_t30_tp25_n8,12,40,40,0.3,off,70.0,,close,0.1,30,0.25,8,0.1875,,pct,0.0025,False,False,2046,33.02,29.14,37.75,29.14,-26.89,-32.29,1.228,320,53.3,42.2,4.15,3.65,17.16,-5.33,25.0,69.3,12,22.53,20.63,23.71,20.63,-26.91,-32.73,0.837,585,28.3,46.0,4.81,4.31,16.22,-5.11,27.0,40.5,14,2.6
