label,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,fill_close,n_signals,w1_cagr,w1_cagr_lo,w1_cagr_hi,w1_cagr_worst,w1_dd,w1_dd_worst,w1_calmar,w1_n,w1_tpy,w1_win,w1_mean,w1_netexp,w1_avg_win,w1_avg_loss,w1_hold,w1_inv,w1_streak,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_cagr_worst,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,secs
g1b_a3_L25_d30_s7_t20_notp_n5,3,25,25,0.3,off,70.0,,close,0.07,20,,5,0.3,,pct,0.0025,False,False,612,49.77,44.07,55.8,44.07,-22.43,-23.69,2.219,135,22.5,54.1,7.63,7.13,18.15,-4.23,25.0,49.0,8,29.16,27.82,29.98,27.82,-33.08,-33.08,0.882,237,11.5,59.1,9.082,8.582,18.33,-4.41,28.0,27.9,8,1.6
g1b_a3_L25_d30_s7_t20_notp_n8,3,25,25,0.3,off,70.0,,close,0.07,20,,8,0.1875,,pct,0.0025,False,False,612,43.62,38.69,48.13,38.69,-17.29,-19.22,2.522,199,33.3,50.4,7.341,6.841,18.85,-4.19,24.0,43.9,8,24.69,23.41,25.7,23.41,-22.86,-22.86,1.08,336,16.3,57.4,8.288,7.788,17.6,-4.23,27.0,24.1,8,1.6
g1b_a3_L25_d30_s7_t20_notp_n10,3,25,25,0.3,off,70.0,,close,0.07,20,,10,0.15,,pct,0.0025,False,False,612,37.07,35.86,37.89,35.86,-14.74,-15.27,2.514,241,40.2,46.6,6.5,6.0,18.76,-4.34,23.0,41.1,8,21.65,20.84,22.04,20.84,-20.13,-20.13,1.075,398,19.3,54.7,7.497,6.997,17.25,-4.28,26.0,22.0,8,1.8
g1b_a3_L25_d30_s7_t20_notp_n16,3,25,25,0.3,off,70.0,,close,0.07,20,,16,0.0625,,pct,0.0025,False,False,612,22.79,22.6,22.98,22.6,-9.6,-9.6,2.374,363,60.6,45.4,5.948,5.448,18.11,-4.21,22.0,25.4,8,13.75,13.69,13.82,13.69,-11.78,-11.78,1.167,579,28.0,51.7,6.647,6.147,16.68,-4.12,25.0,13.1,8,2.1
g1b_a3_L25_d30_s7_t20_tp25_n5,3,25,25,0.3,off,70.0,,close,0.07,20,0.25,5,0.3,,pct,0.0025,False,False,612,45.55,40.44,50.54,40.44,-18.81,-22.3,2.422,169,28.2,50.0,5.507,5.007,15.15,-4.18,17.0,41.4,9,29.48,28.25,31.37,28.25,-18.98,-22.89,1.553,286,13.9,56.7,7.241,6.741,16.06,-4.22,20.0,23.0,9,1.4
g1b_a3_L25_d30_s7_t20_tp25_n8,3,25,25,0.3,off,70.0,,close,0.07,20,0.25,8,0.1875,,pct,0.0025,False,False,612,38.07,35.81,39.72,35.81,-13.25,-17.55,2.873,244,40.7,48.1,5.164,4.664,15.18,-4.2,17.0,36.6,9,24.59,23.69,25.2,23.69,-13.32,-17.46,1.846,402,19.4,55.6,6.662,6.162,15.32,-4.14,19.0,19.6,9,1.6
g1b_a3_L25_d30_s7_t20_tp25_n10,3,25,25,0.3,off,70.0,,close,0.07,20,0.25,10,0.15,,pct,0.0025,False,False,612,30.54,29.96,32.18,29.96,-11.87,-12.2,2.573,274,45.7,46.2,4.66,4.16,15.11,-4.21,17.0,32.6,9,21.02,20.14,21.21,20.14,-12.09,-12.09,1.739,446,21.6,53.6,6.26,5.76,15.2,-4.14,19.0,17.3,9,1.5
g1b_a3_L25_d30_s7_t20_tp25_n16,3,25,25,0.3,off,70.0,,close,0.07,20,0.25,16,0.0625,,pct,0.0025,False,False,612,17.76,17.62,17.89,17.62,-6.58,-6.58,2.699,378,63.0,44.3,4.258,3.758,14.96,-4.26,16.0,18.7,12,12.91,12.83,12.92,12.83,-7.9,-7.93,1.633,603,29.2,51.1,5.653,5.153,15.0,-4.1,19.0,9.7,11,1.8
g1b_a3_L25_d30_s7_t30_notp_n5,3,25,25,0.3,off,70.0,,close,0.07,30,,5,0.3,,pct,0.0025,False,False,612,36.44,32.88,41.94,32.88,-26.23,-29.67,1.389,112,18.7,49.8,7.167,6.667,19.53,-5.37,33.0,54.8,9,23.81,22.88,24.87,22.88,-33.08,-33.08,0.72,199,9.7,53.9,8.887,8.387,20.76,-5.19,38.0,31.8,8,1.6
g1b_a3_L25_d30_s7_t30_notp_n8,3,25,25,0.3,off,70.0,,close,0.07,30,,8,0.1875,,pct,0.0025,False,False,612,35.13,32.48,40.11,32.48,-22.53,-23.51,1.559,162,27.1,49.2,7.433,6.933,20.59,-5.53,34.0,51.2,10,21.46,20.43,22.63,20.43,-29.12,-29.12,0.737,285,13.8,53.2,8.52,8.02,20.56,-5.14,38.0,28.8,10,1.6
g1b_a3_L25_d30_s7_t30_notp_n10,3,25,25,0.3,off,70.0,,close,0.07,30,,10,0.15,,pct,0.0025,False,False,612,32.86,31.07,34.86,31.07,-23.93,-23.93,1.373,195,32.5,49.2,7.06,6.56,20.25,-5.52,33.0,48.6,11,19.72,19.53,20.31,19.53,-27.49,-27.49,0.717,334,16.2,53.0,8.109,7.609,20.02,-5.24,37.0,26.8,11,1.9
g1b_a3_L25_d30_s7_t30_notp_n16,3,25,25,0.3,off,70.0,,close,0.07,30,,16,0.0625,,pct,0.0025,False,False,612,24.22,23.6,24.63,23.6,-12.73,-12.73,1.902,331,55.2,49.2,7.018,6.518,19.85,-5.38,33.0,35.1,16,13.9,13.78,13.98,13.78,-19.06,-19.06,0.729,538,26.0,51.7,7.402,6.902,18.97,-4.97,36.0,18.1,16,2.4
g1b_a3_L25_d30_s7_t30_tp25_n5,3,25,25,0.3,off,70.0,,close,0.07,30,0.25,5,0.3,,pct,0.0025,False,False,612,46.72,41.95,53.14,41.95,-18.73,-24.86,2.495,140,23.3,52.5,6.755,6.255,17.43,-5.08,24.0,46.8,9,27.87,27.04,29.71,27.04,-20.81,-24.53,1.34,250,12.1,55.1,7.813,7.313,18.41,-4.98,26.0,26.1,9,1.4
g1b_a3_L25_d30_s7_t30_tp25_n8,3,25,25,0.3,off,70.0,,close,0.07,30,0.25,8,0.1875,,pct,0.0025,False,False,612,38.52,36.23,43.28,36.23,-15.84,-19.19,2.433,209,34.9,51.1,6.082,5.582,16.88,-5.2,23.0,42.9,11,24.1,23.23,25.01,23.23,-15.85,-19.33,1.521,356,17.2,55.0,7.436,6.936,17.55,-4.93,26.0,23.2,11,1.6
g1b_a3_L25_d30_s7_t30_tp25_n10,3,25,25,0.3,off,70.0,,close,0.07,30,0.25,10,0.15,,pct,0.0025,False,False,612,33.87,31.19,35.91,31.19,-14.0,-19.34,2.419,235,39.2,50.7,5.973,5.473,16.86,-5.27,23.0,38.7,11,21.46,21.02,22.31,21.02,-14.01,-17.0,1.531,396,19.2,54.7,7.223,6.723,17.45,-5.02,26.0,20.9,11,1.7
g1b_a3_L25_d30_s7_t30_tp25_n16,3,25,25,0.3,off,70.0,,close,0.07,30,0.25,16,0.0625,,pct,0.0025,False,False,612,21.17,20.71,21.62,20.71,-8.69,-8.69,2.437,360,60.0,48.3,5.489,4.989,17.09,-5.37,24.0,25.4,15,13.66,13.54,13.7,13.54,-8.91,-8.99,1.533,578,28.0,51.2,6.481,5.981,17.42,-5.02,26.0,12.8,15,1.8
g1b_a3_L25_d30_s7_t50_notp_n5,3,25,25,0.3,off,70.0,,close,0.07,50,,5,0.3,,pct,0.0025,False,False,612,44.62,39.8,48.83,39.8,-27.7,-27.91,1.611,74,12.3,50.3,13.315,12.815,31.86,-6.1,57.0,63.9,6,29.49,27.91,30.46,27.91,-40.37,-40.37,0.73,136,6.6,55.6,17.811,17.311,37.18,-6.26,67.0,38.8,6,1.4
g1b_a3_L25_d30_s7_t50_notp_n8,3,25,25,0.3,off,70.0,,close,0.07,50,,8,0.1875,,pct,0.0025,False,False,612,45.23,41.84,48.33,41.84,-18.48,-21.71,2.448,105,17.5,52.2,14.617,14.117,33.13,-6.27,59.0,60.5,7,26.46,25.24,27.1,25.24,-35.84,-35.84,0.738,197,9.6,55.1,16.625,16.125,35.5,-6.37,65.0,35.4,7,1.7
g1b_a3_L25_d30_s7_t50_notp_n10,3,25,25,0.3,off,70.0,,close,0.07,50,,10,0.15,,pct,0.0025,False,False,612,44.99,42.45,46.02,42.45,-18.55,-21.35,2.426,130,21.7,50.8,14.833,14.333,35.1,-6.23,59.0,59.7,9,24.58,24.04,24.78,24.04,-31.09,-31.09,0.79,237,11.5,53.3,15.742,15.242,34.96,-6.29,64.0,33.9,9,1.7
g1b_a3_L25_d30_s7_t50_notp_n16,3,25,25,0.3,off,70.0,,close,0.07,50,,16,0.0625,,pct,0.0025,False,False,612,33.46,33.17,33.46,33.17,-20.99,-21.0,1.594,271,45.2,46.9,12.869,12.369,34.6,-6.29,56.0,49.9,18,17.44,17.39,17.56,17.39,-21.02,-21.02,0.83,447,21.6,50.2,12.823,12.323,31.81,-6.31,61.0,26.0,18,2.9
g1b_a3_L25_d30_s7_t50_tp25_n5,3,25,25,0.3,off,70.0,,close,0.07,50,0.25,5,0.3,,pct,0.0025,False,False,612,38.17,32.9,42.66,32.9,-25.71,-26.54,1.485,123,20.6,48.6,6.556,6.056,19.96,-6.1,31.0,52.9,7,28.03,26.0,29.16,26.0,-25.85,-27.02,1.084,221,10.7,55.4,8.992,8.492,21.25,-6.16,35.0,30.9,7,1.4
g1b_a3_L25_d30_s7_t50_tp25_n8,3,25,25,0.3,off,70.0,,close,0.07,50,0.25,8,0.1875,,pct,0.0025,False,False,612,31.52,29.87,34.54,29.87,-21.94,-25.75,1.437,184,30.7,46.9,5.943,5.443,19.84,-6.21,30.0,48.9,9,24.0,22.24,24.57,22.24,-21.01,-26.4,1.143,320,15.5,53.9,8.313,7.813,20.54,-6.07,35.0,28.2,9,1.7
g1b_a3_L25_d30_s7_t50_tp25_n10,3,25,25,0.3,off,70.0,,close,0.07,50,0.25,10,0.15,,pct,0.0025,False,False,612,27.96,26.59,30.86,26.59,-21.68,-22.93,1.29,211,35.2,45.6,5.742,5.242,19.96,-6.2,31.0,45.6,10,21.24,20.13,21.94,20.13,-22.09,-22.94,0.961,360,17.4,52.9,7.979,7.479,20.46,-6.12,35.0,25.5,10,1.8
g1b_a3_L25_d30_s7_t50_tp25_n16,3,25,25,0.3,off,70.0,,close,0.07,50,0.25,16,0.0625,,pct,0.0025,False,False,612,20.41,19.87,20.91,19.87,-12.18,-12.47,1.676,341,56.9,46.0,5.695,5.195,19.83,-6.34,32.0,31.7,15,13.95,13.89,14.13,13.89,-12.18,-12.5,1.146,550,26.6,50.4,7.149,6.649,20.32,-6.25,35.0,16.4,15,2.2
g1b_a3_L25_d30_s7_t150_notp_n5,3,25,25,0.3,off,70.0,,close,0.07,150,,5,0.3,,pct,0.0025,False,False,612,12.04,12.04,12.62,12.04,-44.47,-45.56,0.271,41,6.8,34.1,7.765,7.265,39.65,-8.77,117.0,72.9,7,10.19,10.1,10.27,10.1,-49.59,-49.59,0.205,85,4.1,34.1,10.565,10.065,47.91,-8.78,130.0,48.5,11,1.6
g1b_a3_L25_d30_s7_t150_notp_n8,3,25,25,0.3,off,70.0,,close,0.07,150,,8,0.1875,,pct,0.0025,False,False,612,21.39,19.13,22.69,19.13,-26.64,-28.54,0.803,61,10.2,36.1,13.771,13.271,52.34,-8.6,116.0,69.6,10,13.78,12.98,14.13,12.98,-43.89,-43.89,0.314,123,6.0,34.7,14.268,13.768,54.43,-8.61,132.0,46.3,13,1.8
g1b_a3_L25_d30_s7_t150_notp_n10,3,25,25,0.3,off,70.0,,close,0.07,150,,10,0.15,,pct,0.0025,False,False,612,25.39,21.63,28.26,21.63,-28.58,-29.0,0.888,74,12.3,40.3,17.081,16.581,54.21,-8.53,123.0,70.7,12,14.06,13.69,15.17,13.69,-39.87,-39.87,0.353,145,7.0,36.3,15.097,14.597,57.08,-8.47,138.0,45.3,14,2.0
g1b_a3_L25_d30_s7_t150_notp_n16,3,25,25,0.3,off,70.0,,close,0.07,150,,16,0.0625,,pct,0.0025,False,False,612,25.7,25.08,25.83,25.08,-24.51,-24.83,1.049,158,26.3,42.9,18.079,17.579,53.52,-8.49,129.0,66.7,15,13.8,13.69,13.9,13.69,-34.9,-34.9,0.396,284,13.7,36.4,16.281,15.781,59.13,-8.3,141.0,38.8,19,3.0
g1b_a3_L25_d30_s7_t150_tp25_n5,3,25,25,0.3,off,70.0,,close,0.07,150,0.25,5,0.3,,pct,0.0025,False,False,612,29.68,24.78,38.02,24.78,-29.42,-31.02,1.009,96,16.0,45.5,7.117,6.617,25.77,-8.45,46.0,60.3,8,20.47,18.38,22.11,18.38,-28.41,-30.57,0.721,178,8.6,47.5,8.368,7.868,27.39,-8.78,50.0,35.6,8,1.4
g1b_a3_L25_d30_s7_t150_tp25_n8,3,25,25,0.3,off,70.0,,close,0.07,150,0.25,8,0.1875,,pct,0.0025,False,False,612,27.84,22.23,30.43,22.23,-26.11,-27.55,1.067,154,25.8,43.7,6.683,6.183,25.94,-8.36,44.0,58.0,11,17.68,16.74,18.57,16.74,-26.58,-27.25,0.665,271,13.1,45.4,7.515,7.015,26.89,-8.63,50.0,34.0,11,1.9
g1b_a3_L25_d30_s7_t150_tp25_n10,3,25,25,0.3,off,70.0,,close,0.07,150,0.25,10,0.15,,pct,0.0025,False,False,612,25.99,22.05,29.15,22.05,-24.96,-27.34,1.041,179,29.8,43.8,6.518,6.018,25.46,-8.32,44.0,54.7,12,16.62,16.07,18.1,16.07,-24.89,-27.09,0.668,311,15.0,45.6,7.487,6.987,26.76,-8.6,49.0,31.0,12,2.1
g1b_a3_L25_d30_s7_t150_tp25_n16,3,25,25,0.3,off,70.0,,close,0.07,150,0.25,16,0.0625,,pct,0.0025,False,False,612,23.39,23.1,23.59,23.1,-15.92,-15.92,1.469,324,54.0,45.3,7.221,6.721,25.89,-8.23,45.0,41.9,16,13.78,13.73,13.79,13.73,-15.95,-15.95,0.864,519,25.1,45.7,7.742,7.242,26.89,-8.37,50.0,21.9,16,2.6
g1b_a3_L25_d30_s8_t20_notp_n5,3,25,25,0.3,off,70.0,,close,0.08,20,,5,0.3,,pct,0.0025,False,False,612,49.91,43.51,55.64,43.51,-22.02,-23.69,2.267,135,22.5,54.8,7.674,7.174,17.92,-4.24,25.0,49.2,6,29.05,27.51,30.11,27.51,-33.08,-33.08,0.878,236,11.4,59.5,9.087,8.587,18.18,-4.42,28.0,27.9,7,1.4
g1b_a3_L25_d30_s8_t20_notp_n8,3,25,25,0.3,off,70.0,,close,0.08,20,,8,0.1875,,pct,0.0025,False,False,612,43.64,38.72,48.21,38.72,-16.74,-19.22,2.607,199,33.3,50.4,7.345,6.845,18.85,-4.17,24.0,44.1,8,24.68,23.36,25.66,23.36,-22.86,-22.86,1.08,336,16.3,57.4,8.286,7.786,17.6,-4.25,27.0,24.2,8,1.5
g1b_a3_L25_d30_s8_t20_notp_n10,3,25,25,0.3,off,70.0,,close,0.08,20,,10,0.15,,pct,0.0025,False,False,612,37.08,35.86,37.94,35.86,-14.74,-15.27,2.515,241,40.2,46.6,6.503,6.003,18.76,-4.33,23.0,41.3,8,21.64,20.81,22.01,20.81,-20.13,-20.13,1.075,398,19.3,54.7,7.502,7.002,17.25,-4.3,26.0,22.1,8,1.5
g1b_a3_L25_d30_s8_t20_notp_n16,3,25,25,0.3,off,70.0,,close,0.08,20,,16,0.0625,,pct,0.0025,False,False,612,22.82,22.65,22.98,22.65,-9.6,-9.6,2.378,363,60.5,45.5,5.964,5.464,18.11,-4.2,22.0,25.5,8,13.74,13.69,13.81,13.69,-11.78,-11.78,1.166,579,28.0,51.7,6.644,6.144,16.68,-4.14,25.0,13.1,8,1.9
g1b_a3_L25_d30_s8_t20_tp25_n5,3,25,25,0.3,off,70.0,,close,0.08,20,0.25,5,0.3,,pct,0.0025,False,False,612,45.69,39.6,51.13,39.6,-18.81,-22.3,2.429,169,28.2,50.8,5.587,5.087,14.97,-4.19,17.0,41.6,7,29.15,27.83,30.69,27.83,-18.98,-22.89,1.536,287,13.9,56.7,7.112,6.612,15.91,-4.26,20.0,23.0,8,1.3
g1b_a3_L25_d30_s8_t20_tp25_n8,3,25,25,0.3,off,70.0,,close,0.08,20,0.25,8,0.1875,,pct,0.0025,False,False,612,38.08,35.87,39.73,35.87,-13.25,-17.56,2.874,244,40.7,48.1,5.167,4.667,15.18,-4.2,17.0,36.8,9,24.19,23.58,24.87,23.58,-13.8,-17.46,1.753,403,19.5,55.3,6.573,6.073,15.27,-4.17,19.0,19.6,9,1.5
g1b_a3_L25_d30_s8_t20_tp25_n10,3,25,25,0.3,off,70.0,,close,0.08,20,0.25,10,0.15,,pct,0.0025,False,False,612,30.55,29.96,32.19,29.96,-11.87,-12.2,2.574,274,45.7,46.2,4.663,4.163,15.11,-4.21,17.0,32.8,9,20.8,20.05,20.96,20.05,-12.72,-12.72,1.635,447,21.6,53.4,6.17,5.67,15.15,-4.17,19.0,17.3,9,1.6
g1b_a3_L25_d30_s8_t20_tp25_n16,3,25,25,0.3,off,70.0,,close,0.08,20,0.25,16,0.0625,,pct,0.0025,False,False,612,17.78,17.66,17.89,17.66,-6.58,-6.58,2.702,378,63.0,44.3,4.265,3.765,14.96,-4.24,17.0,18.8,12,12.83,12.74,12.88,12.74,-7.89,-7.92,1.626,603,29.2,50.9,5.608,5.108,14.99,-4.13,19.0,9.7,11,1.9
g1b_a3_L25_d30_s8_t30_notp_n5,3,25,25,0.3,off,70.0,,close,0.08,30,,5,0.3,,pct,0.0025,False,False,612,35.51,32.43,40.77,32.43,-25.99,-29.64,1.366,111,18.5,50.5,7.137,6.637,19.48,-5.59,34.0,55.0,9,23.65,22.52,24.52,22.52,-33.08,-33.08,0.715,199,9.6,53.9,8.833,8.333,20.74,-5.37,38.0,31.9,8,1.3
g1b_a3_L25_d30_s8_t30_notp_n8,3,25,25,0.3,off,70.0,,close,0.08,30,,8,0.1875,,pct,0.0025,False,False,612,34.99,32.53,39.0,32.53,-23.31,-24.29,1.501,162,27.0,50.2,7.457,6.957,20.58,-5.72,34.0,51.6,10,21.27,20.33,22.39,20.33,-29.12,-29.12,0.73,285,13.8,53.5,8.45,7.95,20.53,-5.34,38.0,29.0,10,1.6
g1b_a3_L25_d30_s8_t30_notp_n10,3,25,25,0.3,off,70.0,,close,0.08,30,,10,0.15,,pct,0.0025,False,False,612,32.8,31.81,35.14,31.81,-19.89,-21.88,1.649,194,32.4,50.4,7.088,6.588,20.01,-5.72,34.0,49.4,11,19.79,19.32,20.12,19.32,-27.49,-27.49,0.72,334,16.2,53.5,8.146,7.646,19.92,-5.39,37.0,27.0,11,1.8
g1b_a3_L25_d30_s8_t30_notp_n16,3,25,25,0.3,off,70.0,,close,0.08,30,,16,0.0625,,pct,0.0025,False,False,612,24.59,23.93,25.07,23.93,-11.99,-12.78,2.051,330,55.0,50.2,7.148,6.648,19.73,-5.47,34.0,35.4,16,13.93,13.81,14.0,13.81,-19.06,-19.06,0.731,538,26.0,52.2,7.44,6.94,18.9,-5.11,37.0,18.2,16,2.4
g1b_a3_L25_d30_s8_t30_tp25_n5,3,25,25,0.3,off,70.0,,close,0.08,30,0.25,5,0.3,,pct,0.0025,False,False,612,46.56,42.15,53.45,42.15,-20.53,-25.86,2.268,138,23.1,53.3,6.866,6.366,17.46,-5.3,24.0,46.8,8,27.47,26.77,29.39,26.77,-21.18,-25.04,1.297,247,11.9,54.9,7.826,7.326,18.51,-5.09,26.0,26.1,9,1.3
g1b_a3_L25_d30_s8_t30_tp25_n8,3,25,25,0.3,off,70.0,,close,0.08,30,0.25,8,0.1875,,pct,0.0025,False,False,612,39.66,35.11,42.47,35.11,-15.93,-19.92,2.489,209,34.8,52.3,6.275,5.775,17.11,-5.42,23.0,43.1,11,23.8,23.29,24.7,23.29,-15.7,-19.78,1.516,355,17.2,55.1,7.35,6.85,17.54,-5.09,26.0,23.3,11,1.6
g1b_a3_L25_d30_s8_t30_tp25_n10,3,25,25,0.3,off,70.0,,close,0.08,30,0.25,10,0.15,,pct,0.0025,False,False,612,34.11,31.06,35.93,31.06,-14.08,-18.68,2.424,234,39.0,51.4,6.028,5.528,16.77,-5.48,23.0,38.9,11,21.35,20.97,21.89,20.97,-14.14,-15.78,1.511,396,19.2,55.0,7.213,6.713,17.35,-5.14,26.0,20.9,11,1.5
g1b_a3_L25_d30_s8_t30_tp25_n16,3,25,25,0.3,off,70.0,,close,0.08,30,0.25,16,0.0625,,pct,0.0025,False,False,612,21.91,21.44,22.29,21.44,-8.59,-8.78,2.551,360,60.0,49.2,5.699,5.199,17.28,-5.5,24.0,25.6,15,13.75,13.65,13.87,13.65,-8.69,-8.74,1.582,578,28.0,51.6,6.544,6.044,17.53,-5.15,26.0,12.9,15,2.1
g1b_a3_L25_d30_s8_t50_notp_n5,3,25,25,0.3,off,70.0,,close,0.08,50,,5,0.3,,pct,0.0025,False,False,612,55.06,47.3,58.21,47.3,-26.72,-27.82,2.061,63,10.6,49.6,18.201,17.701,42.01,-6.22,63.0,62.7,7,31.14,29.79,32.41,29.79,-40.37,-40.37,0.771,127,6.2,54.7,19.973,19.473,41.77,-6.33,69.0,38.4,8,1.6
g1b_a3_L25_d30_s8_t50_notp_n8,3,25,25,0.3,off,70.0,,close,0.08,50,,8,0.1875,,pct,0.0025,False,False,612,44.82,40.37,47.89,40.37,-18.62,-21.88,2.407,104,17.3,52.7,14.645,14.145,33.13,-6.56,60.0,60.6,7,26.27,24.96,26.99,24.96,-35.84,-35.84,0.733,196,9.5,55.5,16.618,16.118,35.37,-6.54,65.0,35.4,7,1.6
g1b_a3_L25_d30_s8_t50_notp_n10,3,25,25,0.3,off,70.0,,close,0.08,50,,10,0.15,,pct,0.0025,False,False,612,40.62,39.5,42.42,39.5,-18.4,-18.5,2.207,129,21.6,51.2,13.355,12.855,32.26,-6.59,58.0,58.8,9,23.42,22.98,23.79,22.98,-31.09,-31.09,0.753,237,11.5,53.6,14.914,14.414,33.52,-6.58,64.0,33.7,9,1.8
g1b_a3_L25_d30_s8_t50_notp_n16,3,25,25,0.3,off,70.0,,close,0.08,50,,16,0.0625,,pct,0.0025,False,False,612,33.82,33.53,33.88,33.53,-21.14,-21.15,1.6,268,44.7,47.4,13.08,12.58,35.02,-6.66,57.0,50.4,18,17.5,17.43,17.6,17.43,-21.18,-21.18,0.826,444,21.5,50.5,12.964,12.464,32.19,-6.61,62.0,26.2,18,2.7
g1b_a3_L25_d30_s8_t50_tp25_n5,3,25,25,0.3,off,70.0,,close,0.08,50,0.25,5,0.3,,pct,0.0025,False,False,612,41.5,38.43,50.31,38.43,-27.64,-28.74,1.502,121,20.2,50.6,7.261,6.761,20.48,-6.32,32.0,53.1,7,28.13,26.89,30.01,26.89,-27.58,-28.41,1.02,218,10.6,55.6,9.136,8.636,21.37,-6.37,35.0,30.6,7,1.5
g1b_a3_L25_d30_s8_t50_tp25_n8,3,25,25,0.3,off,70.0,,close,0.08,50,0.25,8,0.1875,,pct,0.0025,False,False,612,34.37,32.12,36.75,32.12,-21.32,-27.72,1.612,180,30.0,48.6,6.518,6.018,20.11,-6.4,31.0,49.5,9,24.43,23.75,24.72,23.75,-21.78,-27.42,1.121,316,15.3,55.0,8.624,8.124,20.66,-6.25,35.0,28.2,9,1.8
g1b_a3_L25_d30_s8_t50_tp25_n10,3,25,25,0.3,off,70.0,,close,0.08,50,0.25,10,0.15,,pct,0.0025,False,False,612,29.38,27.18,30.64,27.18,-22.72,-23.47,1.293,206,34.3,46.9,6.072,5.572,20.08,-6.38,32.0,45.6,10,21.08,20.7,21.53,20.7,-22.73,-23.54,0.928,355,17.2,53.7,8.048,7.548,20.51,-6.29,35.0,25.4,10,1.8
g1b_a3_L25_d30_s8_t50_tp25_n16,3,25,25,0.3,off,70.0,,close,0.08,50,0.25,16,0.0625,,pct,0.0025,False,False,612,21.31,20.92,21.96,20.92,-13.39,-13.68,1.591,339,56.6,47.4,5.973,5.473,20.02,-6.64,32.0,32.3,15,14.23,14.14,14.43,14.14,-13.39,-13.7,1.063,547,26.5,51.4,7.354,6.854,20.43,-6.46,35.0,16.6,15,2.3
g1b_a3_L25_d30_s8_t150_notp_n5,3,25,25,0.3,off,70.0,,close,0.08,150,,5,0.3,,pct,0.0025,False,False,612,21.21,19.65,24.99,19.65,-39.48,-39.75,0.537,40,6.7,40.0,13.713,13.213,49.68,-9.69,117.0,72.6,6,11.75,11.37,12.15,11.37,-45.11,-45.5,0.26,83,4.0,34.9,12.695,12.195,53.94,-9.47,131.0,48.3,12,1.5
g1b_a3_L25_d30_s8_t150_notp_n8,3,25,25,0.3,off,70.0,,close,0.08,150,,8,0.1875,,pct,0.0025,False,False,612,17.84,16.59,21.36,16.59,-28.04,-36.6,0.636,61,10.2,36.1,11.797,11.297,50.23,-9.73,117.0,70.2,10,12.58,11.76,13.05,11.76,-40.9,-40.9,0.307,122,5.9,34.1,13.193,12.693,54.52,-9.45,133.0,46.5,13,1.8
g1b_a3_L25_d30_s8_t150_notp_n10,3,25,25,0.3,off,70.0,,close,0.08,150,,10,0.15,,pct,0.0025,False,False,612,22.93,20.78,24.76,20.78,-29.65,-29.78,0.773,73,12.2,40.0,15.313,14.813,52.59,-9.58,124.0,71.4,11,13.34,12.61,13.81,12.61,-39.89,-39.89,0.334,144,7.0,36.0,14.233,13.733,56.35,-9.18,140.0,45.8,14,1.9
g1b_a3_L25_d30_s8_t150_notp_n16,3,25,25,0.3,off,70.0,,close,0.08,150,,16,0.0625,,pct,0.0025,False,False,612,26.21,25.23,27.02,25.23,-24.91,-24.99,1.052,153,25.5,46.1,19.23,18.73,52.97,-9.46,136.0,67.4,15,12.4,12.3,13.7,12.3,-33.5,-33.5,0.37,278,13.4,37.4,15.243,14.743,55.9,-9.02,145.0,39.0,22,3.3
g1b_a3_L25_d30_s8_t150_tp25_n5,3,25,25,0.3,off,70.0,,close,0.08,150,0.25,5,0.3,,pct,0.0025,False,False,612,24.43,18.84,27.94,18.84,-30.79,-32.94,0.794,85,14.2,47.0,6.851,6.351,25.06,-9.47,53.0,61.9,8,16.68,16.12,18.4,16.12,-31.45,-32.95,0.53,168,8.2,47.4,7.442,6.942,26.71,-9.84,55.0,37.0,8,1.5
g1b_a3_L25_d30_s8_t150_tp25_n8,3,25,25,0.3,off,70.0,,close,0.08,150,0.25,8,0.1875,,pct,0.0025,False,False,612,22.59,19.9,25.24,19.9,-28.52,-29.75,0.792,142,23.7,44.2,5.982,5.482,25.32,-9.46,49.0,59.7,11,16.06,15.4,16.67,15.4,-29.07,-30.79,0.552,257,12.5,46.2,7.132,6.632,26.76,-9.74,54.0,35.1,11,2.0
g1b_a3_L25_d30_s8_t150_tp25_n10,3,25,25,0.3,off,70.0,,close,0.08,150,0.25,10,0.15,,pct,0.0025,False,False,612,21.92,19.79,23.07,19.79,-27.47,-29.82,0.798,166,27.8,44.3,6.007,5.507,25.21,-9.4,49.0,56.5,11,15.92,15.22,16.85,15.22,-28.03,-31.13,0.568,298,14.4,47.1,7.49,6.99,26.74,-9.72,53.0,31.9,12,2.0
g1b_a3_L25_d30_s8_t150_tp25_n16,3,25,25,0.3,off,70.0,,close,0.08,150,0.25,16,0.0625,,pct,0.0025,False,False,612,24.8,24.18,25.16,24.18,-16.59,-16.59,1.494,319,53.2,48.4,7.766,7.266,26.0,-9.3,48.0,43.8,17,14.01,13.73,14.22,13.73,-16.63,-16.63,0.842,510,24.7,48.3,8.107,7.607,26.82,-9.4,54.0,23.1,17,2.7
