tag,family,params,tp_pct,sl_pct,max_hold_bars,n_stocks,n_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe,max_dd_pct,total_return_pct,trades_per_stock_year,aws,passes_gates
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,319,0.7868,0.4893,-1.0578,1.708,6.676,6.994,50.89,6.0,5.8124,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,319,0.674,0.874,-0.9945,1.817,6.715,9.017,84.48,6.0,5.2975,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,319,0.6677,0.6449,-0.874,1.483,6.34,7.145,44.72,6.0,4.2832,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,422,0.737,0.4911,-1.0606,1.297,2.906,7.451,35.0,8.0,4.3362,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,422,0.6114,0.8811,-1.0303,1.345,3.01,7.253,58.35,8.0,3.7304,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,422,0.6327,0.6576,-0.8783,1.29,3.093,8.008,39.43,8.0,3.7008,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,598,0.7726,0.4947,-1.162,1.446,3.439,6.145,70.53,11.3,5.3593,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,598,0.6421,0.9054,-1.1078,1.467,3.504,9.256,110.61,11.3,4.517,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,598,0.6555,0.66,-0.9012,1.394,3.376,6.857,73.08,11.3,4.3819,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,322,0.7888,0.4939,-1.1112,1.66,5.36,6.28,49.88,6.1,5.6744,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,322,0.6584,0.9312,-1.083,1.657,5.414,11.869,78.29,6.1,4.7279,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,322,0.677,0.6558,-0.9149,1.503,5.022,6.122,47.82,6.1,4.4081,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,135,0.8074,0.4902,-0.9993,2.057,7.758,3.243,27.45,2.6,6.1182,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,135,0.7037,0.9066,-0.9908,2.173,7.487,5.72,46.49,2.6,5.6345,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,135,0.7037,0.6293,-0.9279,1.611,5.795,4.749,22.67,2.6,4.1762,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,224,0.7455,0.4954,-1.1,1.319,2.427,8.809,20.03,4.4,3.9956,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,224,0.6295,0.8963,-1.0638,1.431,2.994,8.603,38.08,4.4,3.6598,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 45, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,224,0.6429,0.6611,-0.8889,1.339,2.722,6.215,24.09,4.4,3.4959,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.5,1.5,60,30,1731,0.7689,0.4895,-1.1141,1.462,4.589,9.0,205.81,32.8,6.2865,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",1.0,1.5,60,30,1731,0.636,0.8695,-1.0293,1.476,4.415,9.905,308.81,32.8,5.2513,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'none'}",0.7,1.0,48,30,1731,0.6418,0.6541,-0.8492,1.38,4.276,8.094,200.19,32.8,4.9545,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,939,0.787,0.4882,-1.0896,1.655,6.638,7.001,142.84,17.8,6.6895,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,939,0.6528,0.8656,-1.0087,1.614,5.908,11.077,201.78,17.8,5.4086,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,939,0.6592,0.6457,-0.8519,1.466,5.905,7.24,127.05,17.8,4.962,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,439,0.7904,0.4858,-1.0423,1.758,7.891,7.076,72.67,8.3,6.3428,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,439,0.6606,0.8285,-0.9786,1.648,6.102,13.876,94.45,8.3,4.9692,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,439,0.6538,0.6394,-0.8624,1.4,5.908,6.496,52.43,8.3,4.1782,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,552,0.7464,0.4914,-1.1031,1.311,3.21,7.941,48.03,10.5,4.6347,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,552,0.6214,0.8555,-1.0449,1.344,3.173,8.34,75.06,10.5,3.9548,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.3, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,552,0.6304,0.66,-0.8641,1.303,3.528,10.104,53.41,10.5,3.8908,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.5,1.5,60,30,1259,0.7633,0.4906,-1.1315,1.398,3.708,6.5,134.26,23.8,5.7142,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",1.0,1.5,60,30,1259,0.6283,0.8834,-1.0595,1.409,3.586,10.171,202.89,23.8,4.7402,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'none'}",0.7,1.0,48,30,1259,0.6338,0.6585,-0.8627,1.321,3.34,10.025,127.79,23.8,4.4841,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,695,0.7741,0.4896,-1.0873,1.543,5.206,7.0,92.69,13.2,5.8635,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,695,0.6403,0.8946,-1.0246,1.554,5.113,9.178,141.94,13.2,4.8849,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,695,0.6489,0.6549,-0.8616,1.405,4.821,6.634,85.1,13.2,4.4749,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,312,0.7917,0.4895,-1.0374,1.793,7.167,5.939,53.49,5.9,6.1183,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,312,0.6763,0.8721,-0.9794,1.86,6.883,8.017,85.08,5.9,5.4212,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,312,0.6699,0.646,-0.8703,1.506,6.697,5.596,45.37,5.9,4.3481,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,30,417,0.7362,0.4919,-1.0671,1.287,2.815,7.451,33.64,7.9,4.2877,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,30,417,0.6091,0.8806,-1.0345,1.326,2.857,7.262,55.05,7.9,3.6574,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 0.5, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,30,417,0.6307,0.6594,-0.8781,1.282,3.04,8.104,38.19,7.9,3.6611,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.5,1.5,60,30,597,0.7739,0.4947,-1.1595,1.46,3.507,6.145,72.03,11.3,5.4183,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",1.0,1.5,60,30,597,0.6432,0.9056,-1.106,1.476,3.559,9.21,112.16,11.3,4.5528,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'none'}",0.7,1.0,48,30,597,0.6566,0.6611,-0.9007,1.404,3.464,6.6,74.52,11.3,4.4194,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.5,1.5,60,30,321,0.7913,0.4939,-1.1054,1.694,5.508,6.28,51.38,6.1,5.8043,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",1.0,1.5,60,30,321,0.6604,0.9315,-1.0792,1.679,5.548,11.824,79.84,6.1,4.8016,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_gap_up'}",0.7,1.0,48,30,321,0.6791,0.6578,-0.9141,1.523,5.262,5.682,49.26,6.1,4.4801,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.5,1.5,60,30,134,0.8134,0.4902,-0.9792,2.183,8.149,3.243,28.95,2.5,6.5317,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",1.0,1.5,60,30,134,0.709,0.9066,-0.9777,2.259,7.83,5.72,47.99,2.5,5.891,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_strong_both'}",0.7,1.0,48,30,134,0.709,0.6293,-0.9261,1.655,6.294,4.749,23.67,2.5,4.3173,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.5,1.5,60,29,224,0.7455,0.4954,-1.1,1.319,2.427,8.809,20.03,4.4,3.9956,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",1.0,1.5,60,29,224,0.6295,0.8963,-1.0638,1.431,2.994,8.603,38.08,4.4,3.6598,0
full,trend_pullback_long,"{'bar_max': 24, 'pullback_mode': 'ema9_or_vwap', 'rsi_floor': 50, 'gap_min_pct': 1.0, 'nifty_filter': 'nifty_b3_change_pos'}",0.7,1.0,48,29,224,0.6429,0.6611,-0.8889,1.339,2.722,6.215,24.09,4.4,3.4959,0
