variant,symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,deviation_at_entry,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
rsi,HINDUNILVR,2025-01-14,LONG,2025-01-14T12:40:00,2389.65,2385.01,2394.29,125,4.64,-5.59,2025-01-14T12:55:00,2385.01,STOP,-579.91,-1027.54
rsi,HINDUNILVR,2025-01-17,SHORT,2025-01-17T12:20:00,2375.10,2378.64,2371.56,126,3.54,1.99,2025-01-17T12:25:00,2371.56,TARGET,445.50,-3.06
rsi,HINDUNILVR,2025-01-20,LONG,2025-01-20T13:05:00,2348.90,2345.47,2352.33,127,3.43,-2.76,2025-01-20T13:10:00,2345.47,STOP,-435.88,-883.02
rsi,HINDUNILVR,2025-01-21,SHORT,2025-01-21T11:55:00,2372.90,2378.86,2366.94,126,5.96,2.78,2025-01-21T12:00:00,2366.94,TARGET,751.05,303.14
rsi,HINDUNILVR,2025-01-23,SHORT,2025-01-23T11:45:00,2320.10,2325.57,2314.63,129,5.47,4.67,2025-01-23T12:20:00,2325.57,STOP,-705.35,-1154.82
rsi,HINDUNILVR,2025-01-24,SHORT,2025-01-24T11:45:00,2362.30,2367.53,2357.07,126,5.23,3.29,2025-01-24T11:50:00,2367.53,STOP,-659.25,-1106.22
rsi,HINDUNILVR,2025-01-31,SHORT,2025-01-31T12:40:00,2456.25,2461.77,2450.73,122,5.52,3.55,2025-01-31T12:50:00,2450.73,TARGET,673.18,224.19
rsi,HINDUNILVR,2025-02-01,SHORT,2025-02-01T13:10:00,2586.80,2614.07,2559.53,91,27.27,2.16,2025-02-01T13:20:00,2559.53,TARGET,2481.70,2130.46
rsi,HINDUNILVR,2025-02-03,LONG,2025-02-03T11:35:00,2453.20,2444.71,2461.69,122,8.49,-3.40,2025-02-03T11:45:00,2444.71,STOP,-1035.69,-1483.85
rsi,HINDUNILVR,2025-02-07,SHORT,2025-02-07T11:35:00,2365.25,2369.61,2360.89,126,4.36,2.65,2025-02-07T11:40:00,2369.61,STOP,-549.45,-996.89
rsi,HINDUNILVR,2025-02-10,LONG,2025-02-10T12:50:00,2360.50,2356.60,2364.40,127,3.90,-5.20,2025-02-10T13:00:00,2356.60,STOP,-495.75,-945.06
rsi,HINDUNILVR,2025-02-11,LONG,2025-02-11T11:35:00,2349.30,2344.94,2353.66,127,4.36,-1.86,2025-02-11T11:40:00,2344.94,STOP,-553.36,-1000.48
rsi,HINDUNILVR,2025-02-13,LONG,2025-02-13T13:50:00,2322.00,2317.37,2326.63,129,4.63,-2.48,2025-02-13T14:10:00,2326.63,TARGET,597.55,147.79
rsi,HINDUNILVR,2025-02-17,SHORT,2025-02-17T13:30:00,2322.25,2327.01,2317.49,129,4.76,2.01,2025-02-17T14:15:00,2327.01,STOP,-614.59,-1064.41
rsi,HINDUNILVR,2025-02-18,LONG,2025-02-18T13:15:00,2298.50,2294.44,2302.56,130,4.06,-3.96,2025-02-18T13:55:00,2294.44,STOP,-527.43,-975.24
rsi,HINDUNILVR,2025-02-19,LONG,2025-02-19T11:50:00,2265.05,2261.15,2268.95,132,3.90,-2.64,2025-02-19T12:25:00,2261.15,STOP,-515.27,-963.36
rsi,HINDUNILVR,2025-02-25,SHORT,2025-02-25T12:10:00,2265.55,2268.88,2262.22,132,3.33,5.00,2025-02-25T12:15:00,2268.88,STOP,-439.37,-888.28
rsi,HINDUNILVR,2025-02-27,LONG,2025-02-27T13:15:00,2235.30,2233.03,2237.57,134,2.27,-6.85,2025-02-27T13:45:00,2237.57,TARGET,303.89,-145.63
rsi,HINDUNILVR,2025-03-05,SHORT,2025-03-05T12:05:00,2176.55,2179.45,2173.65,137,2.90,2.79,2025-03-05T12:10:00,2179.45,STOP,-397.79,-845.37
rsi,HINDUNILVR,2025-03-10,SHORT,2025-03-10T11:40:00,2258.50,2263.07,2253.93,132,4.57,4.01,2025-03-10T12:15:00,2253.93,TARGET,602.96,156.23
rsi,HINDUNILVR,2025-03-11,LONG,2025-03-11T13:45:00,2230.60,2227.15,2234.05,134,3.45,-4.84,2025-03-11T14:00:00,2227.15,STOP,-461.82,-909.83
rsi,HINDUNILVR,2025-03-12,LONG,2025-03-12T13:55:00,2197.00,2191.44,2202.56,136,5.56,-3.56,2025-03-12T14:15:00,2202.56,TARGET,756.74,307.99
rsi,HINDUNILVR,2025-03-13,LONG,2025-03-13T14:00:00,2171.70,2168.42,2174.97,138,3.27,-6.27,2025-03-13T14:15:00,2168.42,STOP,-451.95,-901.15
rsi,HINDUNILVR,2025-03-17,LONG,2025-03-17T11:55:00,2160.75,2157.62,2163.88,138,3.13,-2.70,2025-03-17T12:05:00,2163.88,TARGET,432.24,-15.36
rsi,HINDUNILVR,2025-03-18,SHORT,2025-03-18T11:40:00,2207.90,2212.02,2203.78,135,4.12,2.37,2025-03-18T11:45:00,2212.02,STOP,-555.91,-1003.43
rsi,HINDUNILVR,2025-03-20,SHORT,2025-03-20T11:35:00,2219.50,2222.11,2216.89,135,2.61,3.25,2025-03-20T12:00:00,2222.11,STOP,-352.93,-802.64
rsi,HINDUNILVR,2025-03-26,LONG,2025-03-26T13:50:00,2250.90,2246.51,2255.29,133,4.39,-3.57,2025-03-26T14:30:00,2246.51,STOP,-584.25,-1032.87
rsi,HINDUNILVR,2025-03-27,SHORT,2025-03-27T12:25:00,2253.30,2257.54,2249.06,133,4.24,3.01,2025-03-27T12:50:00,2249.06,TARGET,564.30,115.19
rsi,HINDUNILVR,2025-04-02,SHORT,2025-04-02T11:40:00,2228.95,2232.95,2224.95,134,4.00,3.27,2025-04-02T12:00:00,2224.95,TARGET,536.48,88.86
rsi,HINDUNILVR,2025-04-07,SHORT,2025-04-07T11:35:00,2227.70,2233.46,2221.94,134,5.76,1.91,2025-04-07T11:45:00,2233.46,STOP,-771.94,-1220.28
rsi,HINDUNILVR,2025-04-08,SHORT,2025-04-08T12:00:00,2293.35,2300.43,2286.27,130,7.08,2.89,2025-04-08T12:15:00,2300.43,STOP,-920.68,-1368.57
rsi,HINDUNILVR,2025-04-22,SHORT,2025-04-22T12:25:00,2393.60,2398.15,2389.05,125,4.55,3.42,2025-04-22T12:40:00,2389.05,TARGET,568.75,120.38
rsi,HINDUNILVR,2025-04-28,LONG,2025-04-28T12:10:00,2326.20,2323.81,2328.59,128,2.39,-1.91,2025-04-28T12:20:00,2328.59,TARGET,306.29,-140.57
rsi,HINDUNILVR,2025-04-29,SHORT,2025-04-29T12:05:00,2325.90,2328.92,2322.88,128,3.02,1.97,2025-04-29T12:15:00,2322.88,TARGET,386.74,-59.54
rsi,HINDUNILVR,2025-04-30,SHORT,2025-04-30T11:40:00,2345.10,2348.44,2341.76,127,3.34,2.45,2025-04-30T11:55:00,2348.44,STOP,-424.54,-871.60
rsi,HINDUNILVR,2025-05-02,LONG,2025-05-02T12:30:00,2315.60,2312.12,2319.08,129,3.48,-4.90,2025-05-02T12:35:00,2312.12,STOP,-448.74,-896.47
rsi,HINDUNILVR,2025-05-07,SHORT,2025-05-07T12:30:00,2384.70,2387.99,2381.41,125,3.29,3.99,2025-05-07T12:35:00,2381.41,TARGET,411.61,-35.22
rsi,HINDUNILVR,2025-05-13,LONG,2025-05-13T12:45:00,2362.50,2357.83,2367.17,126,4.67,-2.08,2025-05-13T12:55:00,2357.83,STOP,-588.60,-1034.67
rsi,HINDUNILVR,2025-05-15,SHORT,2025-05-15T13:40:00,2362.00,2367.69,2356.31,127,5.69,2.07,2025-05-15T14:10:00,2367.69,STOP,-722.09,-1172.59
rsi,HINDUNILVR,2025-05-16,SHORT,2025-05-16T11:35:00,2375.00,2379.19,2370.81,126,4.19,4.17,2025-05-16T12:30:00,2379.19,STOP,-528.30,-977.57
rsi,HINDUNILVR,2025-05-20,LONG,2025-05-20T13:05:00,2357.20,2353.27,2361.13,127,3.93,-3.35,2025-05-20T13:15:00,2353.27,STOP,-498.93,-947.60
rsi,HINDUNILVR,2025-05-22,LONG,2025-05-22T13:55:00,2322.20,2318.79,2325.61,129,3.41,-2.31,2025-05-22T14:15:00,2318.79,STOP,-440.44,-889.46
rsi,HINDUNILVR,2025-05-23,SHORT,2025-05-23T11:45:00,2358.60,2362.17,2355.03,127,3.57,1.84,2025-05-23T12:05:00,2355.03,TARGET,453.57,4.60
rsi,HINDUNILVR,2025-05-29,LONG,2025-05-29T12:40:00,2359.50,2355.91,2363.09,127,3.59,-2.08,2025-05-29T12:55:00,2363.09,TARGET,455.39,5.56
rsi,HINDUNILVR,2025-06-18,LONG,2025-06-18T11:45:00,2300.60,2297.44,2303.76,130,3.16,-3.74,2025-06-18T11:50:00,2297.44,STOP,-410.43,-858.74
rsi,HINDUNILVR,2025-06-24,LONG,2025-06-24T12:45:00,2283.10,2280.11,2286.09,131,2.99,-1.90,2025-06-24T12:50:00,2286.09,TARGET,392.06,-56.86
rsi,HINDUNILVR,2025-06-30,LONG,2025-06-30T13:15:00,2290.50,2287.76,2293.24,130,2.74,-5.47,2025-06-30T14:15:00,2293.24,TARGET,355.64,-91.27
rsi,HINDUNILVR,2025-07-04,SHORT,2025-07-04T13:50:00,2331.60,2333.59,2329.61,128,1.99,3.02,2025-07-04T13:55:00,2329.61,TARGET,254.17,-193.31
rsi,HINDUNILVR,2025-07-07,SHORT,2025-07-07T11:45:00,2409.30,2414.09,2404.51,124,4.79,4.65,2025-07-07T11:50:00,2404.51,TARGET,593.43,145.74
rsi,HINDUNILVR,2025-07-09,SHORT,2025-07-09T12:15:00,2430.00,2433.71,2426.29,123,3.71,2.20,2025-07-09T12:40:00,2426.29,TARGET,455.98,7.99
rsi,HINDUNILVR,2025-07-10,LONG,2025-07-10T13:05:00,2401.90,2398.21,2405.59,124,3.69,-4.71,2025-07-10T13:10:00,2405.59,TARGET,457.03,9.93
rsi,HINDUNILVR,2025-07-11,SHORT,2025-07-11T11:55:00,2520.00,2523.79,2516.21,119,3.79,2.58,2025-07-11T12:10:00,2523.79,STOP,-451.35,-901.51
rsi,HINDUNILVR,2025-07-21,LONG,2025-07-21T11:45:00,2462.50,2457.96,2467.04,121,4.54,-2.85,2025-07-21T12:10:00,2467.04,TARGET,548.82,101.47
rsi,HINDUNILVR,2025-07-23,LONG,2025-07-23T11:35:00,2456.40,2453.31,2459.49,122,3.09,-2.86,2025-07-23T12:00:00,2453.31,STOP,-377.33,-826.57
rsi,HINDUNILVR,2025-07-24,LONG,2025-07-24T11:45:00,2443.00,2439.21,2446.79,122,3.79,-2.02,2025-07-24T11:50:00,2439.21,STOP,-461.86,-908.58
rsi,HINDUNILVR,2025-07-25,LONG,2025-07-25T12:05:00,2407.50,2404.33,2410.67,124,3.17,-2.83,2025-07-25T12:25:00,2410.67,TARGET,393.26,-54.83
rsi,HINDUNILVR,2025-07-28,LONG,2025-07-28T12:50:00,2424.80,2421.33,2428.27,123,3.47,-2.93,2025-07-28T12:55:00,2421.33,STOP,-426.99,-874.04
rsi,HINDUNILVR,2025-07-29,LONG,2025-07-29T11:55:00,2433.30,2429.54,2437.06,123,3.76,-2.11,2025-07-29T12:05:00,2437.06,TARGET,463.01,13.72
rsi,HINDUNILVR,2025-07-31,SHORT,2025-07-31T11:35:00,2514.60,2522.31,2506.89,119,7.71,1.93,2025-07-31T11:40:00,2506.89,TARGET,917.15,468.98
rsi,HINDUNILVR,2025-08-01,LONG,2025-08-01T11:40:00,2563.20,2554.74,2571.66,117,8.46,-4.45,2025-08-01T11:50:00,2554.74,STOP,-989.49,-1438.59
rsi,HINDUNILVR,2025-08-04,LONG,2025-08-04T11:35:00,2544.50,2539.75,2549.25,117,4.75,-2.97,2025-08-04T11:45:00,2549.25,TARGET,555.75,108.77
rsi,HINDUNILVR,2025-08-08,LONG,2025-08-08T11:40:00,2502.50,2499.31,2505.69,119,3.19,-1.97,2025-08-08T11:50:00,2505.69,TARGET,379.95,-67.03
rsi,HINDUNILVR,2025-08-11,SHORT,2025-08-11T11:35:00,2507.00,2512.80,2501.20,119,5.80,2.09,2025-08-11T12:10:00,2512.80,STOP,-690.20,-1138.22
rsi,HINDUNILVR,2025-08-12,LONG,2025-08-12T11:40:00,2507.60,2503.43,2511.77,119,4.17,-3.14,2025-08-12T11:45:00,2503.43,STOP,-496.40,-943.63
rsi,HINDUNILVR,2025-08-14,LONG,2025-08-14T13:55:00,2479.70,2476.04,2483.36,120,3.66,-5.15,2025-08-14T14:05:00,2483.36,TARGET,438.86,-7.82
rsi,HINDUNILVR,2025-08-19,SHORT,2025-08-19T13:45:00,2593.80,2596.86,2590.74,115,3.06,6.17,2025-08-19T14:05:00,2590.74,TARGET,351.57,-95.60
rsi,HINDUNILVR,2025-08-20,SHORT,2025-08-20T12:00:00,2659.00,2661.95,2656.05,112,2.95,6.39,2025-08-20T12:05:00,2661.95,STOP,-330.40,-777.36
rsi,HINDUNILVR,2025-08-21,SHORT,2025-08-21T12:50:00,2650.40,2653.49,2647.31,113,3.09,2.29,2025-08-21T13:00:00,2653.49,STOP,-349.49,-799.00
rsi,HINDUNILVR,2025-08-22,LONG,2025-08-22T12:20:00,2624.60,2620.61,2628.59,114,3.99,-2.56,2025-08-22T12:35:00,2620.61,STOP,-454.37,-902.84
rsi,HINDUNILVR,2025-08-26,SHORT,2025-08-26T11:50:00,2675.10,2679.99,2670.21,112,4.89,3.74,2025-08-26T11:55:00,2679.99,STOP,-548.00,-997.83
rsi,HINDUNILVR,2025-08-28,LONG,2025-08-28T11:35:00,2676.20,2672.31,2680.09,112,3.89,-4.16,2025-08-28T11:40:00,2680.09,TARGET,435.20,-14.73
rsi,HINDUNILVR,2025-08-29,SHORT,2025-08-29T12:20:00,2678.00,2682.00,2674.00,112,4.00,1.92,2025-08-29T12:25:00,2674.00,TARGET,448.00,-1.57
rsi,HINDUNILVR,2025-09-03,SHORT,2025-09-03T12:05:00,2676.40,2679.86,2672.94,112,3.46,2.05,2025-09-03T12:20:00,2672.94,TARGET,387.20,-62.14
rsi,HINDUNILVR,2025-09-05,LONG,2025-09-05T11:40:00,2640.30,2635.40,2645.20,113,4.90,-2.81,2025-09-05T11:45:00,2635.40,STOP,-553.70,-1000.82
rsi,HINDUNILVR,2025-09-11,LONG,2025-09-11T11:40:00,2634.70,2631.42,2637.98,113,3.28,-1.99,2025-09-11T11:55:00,2637.98,TARGET,370.48,-76.38
rsi,HINDUNILVR,2025-09-12,LONG,2025-09-12T11:35:00,2581.20,2577.78,2584.62,116,3.42,-3.22,2025-09-12T12:20:00,2577.78,STOP,-396.89,-845.72
rsi,HINDUNILVR,2025-09-19,LONG,2025-09-19T11:45:00,2574.70,2571.99,2577.41,116,2.71,-4.60,2025-09-19T11:50:00,2571.99,STOP,-314.86,-762.62
rsi,HINDUNILVR,2025-09-22,SHORT,2025-09-22T12:35:00,2586.50,2589.89,2583.11,115,3.39,3.54,2025-09-22T13:10:00,2583.11,TARGET,389.36,-56.52
rsi,HINDUNILVR,2025-09-23,LONG,2025-09-23T11:40:00,2539.00,2534.85,2543.15,118,4.15,-1.86,2025-09-23T11:50:00,2543.15,TARGET,489.70,39.93
rsi,HINDUNILVR,2025-09-24,SHORT,2025-09-24T12:10:00,2566.00,2571.44,2560.56,116,5.44,4.02,2025-09-24T12:15:00,2571.44,STOP,-630.54,-1077.50
rsi,HINDUNILVR,2025-10-06,SHORT,2025-10-06T13:45:00,2543.00,2545.26,2540.74,117,2.26,3.66,2025-10-06T13:50:00,2545.26,STOP,-264.09,-710.58
rsi,HINDUNILVR,2025-10-07,LONG,2025-10-07T11:40:00,2512.90,2508.10,2517.70,119,4.80,-4.65,2025-10-07T12:10:00,2517.70,TARGET,571.20,122.22
rsi,HINDUNILVR,2025-10-08,SHORT,2025-10-08T14:00:00,2515.30,2517.89,2512.71,119,2.59,3.50,2025-10-08T14:05:00,2512.71,TARGET,307.70,-141.05
rsi,HINDUNILVR,2025-10-09,SHORT,2025-10-09T11:40:00,2518.40,2521.05,2515.75,119,2.65,2.50,2025-10-09T11:50:00,2515.75,TARGET,315.35,-133.95
rsi,HINDUNILVR,2025-10-16,SHORT,2025-10-16T12:30:00,2537.20,2543.58,2530.82,118,6.38,2.57,2025-10-16T12:35:00,2543.58,STOP,-752.67,-1202.32
rsi,HINDUNILVR,2025-10-24,LONG,2025-10-24T13:45:00,2507.00,2504.91,2509.09,119,2.09,-2.81,2025-10-24T13:55:00,2509.09,TARGET,249.05,-198.64
rsi,HINDUNILVR,2025-10-27,LONG,2025-10-27T13:35:00,2511.10,2509.02,2513.18,119,2.08,-3.00,2025-10-27T14:00:00,2509.02,STOP,-247.35,-695.40
rsi,HINDUNILVR,2025-10-28,LONG,2025-10-28T11:45:00,2495.60,2492.81,2498.39,120,2.79,-4.62,2025-10-28T11:55:00,2492.81,STOP,-335.14,-784.10
rsi,HINDUNILVR,2025-10-30,LONG,2025-10-30T12:10:00,2461.20,2458.00,2464.40,121,3.20,-3.74,2025-10-30T12:15:00,2458.00,STOP,-387.20,-833.62
rsi,HINDUNILVR,2025-11-03,LONG,2025-11-03T11:55:00,2445.60,2442.99,2448.21,122,2.61,-4.21,2025-11-03T12:05:00,2442.99,STOP,-318.07,-765.38
rsi,HINDUNILVR,2025-11-10,LONG,2025-11-10T14:00:00,2409.30,2406.53,2412.07,124,2.77,-2.50,2025-11-10T14:20:00,2412.07,TARGET,343.66,-104.73
rsi,HINDUNILVR,2025-11-11,SHORT,2025-11-11T13:55:00,2427.00,2430.66,2423.34,123,3.66,3.00,2025-11-11T14:10:00,2423.34,TARGET,449.83,2.38
rsi,HINDUNILVR,2025-11-17,LONG,2025-11-17T11:40:00,2418.80,2416.16,2421.44,124,2.64,-2.48,2025-11-17T11:50:00,2421.44,TARGET,327.71,-122.43
rsi,HINDUNILVR,2025-11-21,SHORT,2025-11-21T13:55:00,2437.90,2440.41,2435.39,123,2.51,5.47,2025-11-21T14:10:00,2440.41,STOP,-309.26,-759.28
rsi,HINDUNILVR,2025-11-24,LONG,2025-11-24T13:05:00,2426.70,2423.41,2429.99,123,3.29,-2.32,2025-11-24T13:15:00,2423.41,STOP,-405.02,-852.44
rsi,HINDUNILVR,2025-11-27,SHORT,2025-11-27T11:35:00,2455.20,2457.47,2452.93,122,2.27,3.67,2025-11-27T11:45:00,2457.47,STOP,-277.11,-726.62
rsi,HINDUNILVR,2025-12-01,LONG,2025-12-01T13:05:00,2467.10,2463.61,2470.59,121,3.49,-3.98,2025-12-01T14:00:00,2470.59,TARGET,422.64,-25.46
rsi,HINDUNILVR,2025-12-05,LONG,2025-12-05T11:55:00,2337.60,2329.65,2345.55,128,7.95,-2.32,2025-12-05T12:55:00,2333.40,TIME_STOP,-537.60,-986.02
rsi,HINDUNILVR,2025-12-08,LONG,2025-12-08T13:05:00,2320.60,2317.10,2324.10,129,3.50,-3.56,2025-12-08T13:10:00,2324.10,TARGET,451.50,2.13
rsi,HINDUNILVR,2025-12-09,SHORT,2025-12-09T12:05:00,2320.50,2323.99,2317.01,129,3.49,2.02,2025-12-09T12:35:00,2317.01,TARGET,449.66,0.98
rsi,HINDUNILVR,2025-12-11,SHORT,2025-12-11T12:15:00,2307.00,2309.22,2304.78,130,2.22,2.27,2025-12-11T12:30:00,2309.22,STOP,-288.79,-738.87
rsi,HINDUNILVR,2025-12-15,SHORT,2025-12-15T13:10:00,2291.20,2294.29,2288.11,130,3.09,4.40,2025-12-15T13:35:00,2288.11,TARGET,402.07,-44.41
rsi,HINDUNILVR,2025-12-23,LONG,2025-12-23T13:10:00,2289.20,2287.17,2291.23,131,2.03,-2.58,2025-12-23T13:20:00,2291.23,TARGET,265.74,-184.28
rsi,HINDUNILVR,2026-01-02,SHORT,2026-01-02T11:40:00,2345.90,2349.11,2342.69,127,3.21,3.66,2026-01-02T11:45:00,2342.69,TARGET,408.21,-38.37
rsi,HINDUNILVR,2026-01-06,SHORT,2026-01-06T12:55:00,2413.90,2419.74,2408.06,124,5.84,4.05,2026-01-06T13:55:00,2413.80,TIME_STOP,12.40,-436.58
rsi,HINDUNILVR,2026-01-12,SHORT,2026-01-12T12:30:00,2391.70,2396.16,2387.24,125,4.46,1.99,2026-01-12T13:00:00,2387.24,TARGET,557.14,109.12
rsi,HINDUNILVR,2026-01-13,LONG,2026-01-13T11:45:00,2388.00,2383.87,2392.13,125,4.13,-3.56,2026-01-13T11:50:00,2383.87,STOP,-516.07,-963.43
rsi,HINDUNILVR,2026-01-16,LONG,2026-01-16T12:45:00,2355.40,2351.74,2359.06,127,3.66,-2.07,2026-01-16T13:00:00,2359.06,TARGET,464.46,15.41
rsi,HINDUNILVR,2026-01-19,SHORT,2026-01-19T13:50:00,2418.50,2422.58,2414.42,124,4.08,5.54,2026-01-19T14:00:00,2414.42,TARGET,505.74,56.28
rsi,HINDUNILVR,2026-01-27,LONG,2026-01-27T12:50:00,2386.30,2380.04,2392.56,125,6.26,-2.95,2026-01-27T13:15:00,2392.56,TARGET,783.04,335.02
rsi,HINDUNILVR,2026-01-28,LONG,2026-01-28T12:05:00,2361.70,2354.79,2368.61,127,6.91,-1.99,2026-01-28T13:05:00,2364.10,TIME_STOP,304.80,-145.33
rsi,HINDUNILVR,2026-01-29,SHORT,2026-01-29T13:25:00,2345.10,2348.86,2341.34,127,3.76,2.53,2026-01-29T13:30:00,2348.86,STOP,-477.16,-924.26
rsi,HINDUNILVR,2026-02-01,LONG,2026-02-01T12:25:00,2344.50,2337.31,2351.69,127,7.19,-2.41,2026-02-01T12:30:00,2337.31,STOP,-912.59,-1358.53
rsi,HINDUNILVR,2026-02-03,SHORT,2026-02-03T12:00:00,2381.00,2385.46,2376.54,125,4.46,3.59,2026-02-03T13:00:00,2383.60,TIME_STOP,-325.00,-771.68
rsi,HINDUNILVR,2026-02-04,LONG,2026-02-04T11:50:00,2362.10,2358.34,2365.86,127,3.76,-4.37,2026-02-04T12:05:00,2358.34,STOP,-477.16,-926.78
rsi,HINDUNILVR,2026-02-05,LONG,2026-02-05T11:50:00,2379.20,2375.44,2382.96,126,3.76,-5.28,2026-02-05T11:55:00,2375.44,STOP,-473.40,-922.71
rsi,HINDUNILVR,2026-02-10,LONG,2026-02-10T11:45:00,2434.70,2431.09,2438.31,123,3.61,-2.08,2026-02-10T11:55:00,2438.31,TARGET,444.56,-4.98
rsi,HINDUNILVR,2026-02-13,LONG,2026-02-13T12:30:00,2347.50,2343.31,2351.69,127,4.19,-2.04,2026-02-13T12:35:00,2343.31,STOP,-531.59,-978.39
rsi,HINDUNILVR,2026-02-18,SHORT,2026-02-18T13:10:00,2321.00,2323.72,2318.28,129,2.72,2.43,2026-02-18T14:10:00,2323.72,STOP,-351.06,-800.44
rsi,HINDUNILVR,2026-02-19,LONG,2026-02-19T11:35:00,2314.50,2311.38,2317.62,129,3.12,-3.93,2026-02-19T11:40:00,2311.38,STOP,-402.66,-850.22
rsi,HINDUNILVR,2026-02-20,SHORT,2026-02-20T11:50:00,2324.00,2327.41,2320.59,129,3.41,4.80,2026-02-20T12:05:00,2327.41,STOP,-439.52,-889.55
rsi,HINDUNILVR,2026-02-25,LONG,2026-02-25T12:00:00,2356.80,2353.48,2360.12,127,3.32,-2.42,2026-02-25T12:05:00,2353.48,STOP,-421.82,-870.48
rsi,HINDUNILVR,2026-03-02,LONG,2026-03-02T13:20:00,2300.90,2296.36,2305.44,130,4.54,-2.31,2026-03-02T13:25:00,2296.36,STOP,-590.57,-1038.80
rsi,HINDUNILVR,2026-03-10,LONG,2026-03-10T12:25:00,2183.50,2179.89,2187.11,137,3.61,-4.39,2026-03-10T12:30:00,2179.89,STOP,-494.18,-942.52
rsi,HINDUNILVR,2026-03-11,LONG,2026-03-11T13:00:00,2160.40,2156.99,2163.81,138,3.41,-3.93,2026-03-11T13:15:00,2156.99,STOP,-471.17,-918.02
rsi,NESTLEIND,2024-03-19,LONG,2024-03-19T11:45:00,1239.50,1236.14,1242.86,242,3.36,-4.56,2024-03-19T11:55:00,1236.14,STOP,-814.16,-1263.49
rsi,NESTLEIND,2024-03-28,SHORT,2024-03-28T11:50:00,1310.00,1313.31,1306.69,229,3.31,3.03,2024-03-28T11:55:00,1306.69,TARGET,758.97,309.56
rsi,NESTLEIND,2024-04-01,LONG,2024-04-01T12:50:00,1295.10,1292.87,1297.33,231,2.23,-4.33,2024-04-01T13:20:00,1297.33,TARGET,514.80,65.66
rsi,NESTLEIND,2024-04-04,SHORT,2024-04-04T13:35:00,1275.40,1278.12,1272.68,235,2.72,2.37,2024-04-04T13:45:00,1272.68,TARGET,639.54,190.44
rsi,NESTLEIND,2024-04-05,LONG,2024-04-05T12:05:00,1270.20,1268.14,1272.26,236,2.06,-4.42,2024-04-05T12:15:00,1268.14,STOP,-485.49,-934.77
rsi,NESTLEIND,2024-04-10,SHORT,2024-04-10T13:25:00,1262.00,1264.19,1259.81,237,2.19,3.59,2024-04-10T13:30:00,1264.19,STOP,-519.71,-968.74
rsi,NESTLEIND,2024-04-23,SHORT,2024-04-23T13:00:00,1246.80,1249.18,1244.42,240,2.38,4.88,2024-04-23T13:05:00,1244.42,TARGET,570.86,122.44
rsi,NESTLEIND,2024-04-26,LONG,2024-04-26T12:45:00,1249.80,1247.74,1251.86,240,2.06,-6.92,2024-04-26T12:50:00,1247.74,STOP,-495.43,-944.98
rsi,NESTLEIND,2024-05-03,LONG,2024-05-03T11:40:00,1235.30,1232.56,1238.04,242,2.74,-3.94,2024-05-03T11:50:00,1232.56,STOP,-662.04,-1109.96
rsi,NESTLEIND,2024-05-08,SHORT,2024-05-08T12:00:00,1261.50,1263.54,1259.46,237,2.04,3.53,2024-05-08T13:00:00,1262.30,TIME_STOP,-189.60,-638.21
rsi,NESTLEIND,2024-05-15,LONG,2024-05-15T11:45:00,1232.40,1230.17,1234.63,243,2.23,-3.21,2024-05-15T12:25:00,1234.63,TARGET,541.54,91.93
rsi,NESTLEIND,2024-05-16,LONG,2024-05-16T13:35:00,1212.10,1209.74,1214.46,247,2.36,-3.69,2024-05-16T14:00:00,1214.46,TARGET,582.21,132.69
rsi,NESTLEIND,2024-05-23,SHORT,2024-05-23T12:40:00,1241.20,1243.54,1238.86,241,2.34,3.14,2024-05-23T13:05:00,1238.86,TARGET,562.91,114.64
rsi,NESTLEIND,2024-05-24,LONG,2024-05-24T12:30:00,1231.10,1229.89,1232.31,243,1.21,-2.71,2024-05-24T12:55:00,1232.31,TARGET,293.34,-155.62
rsi,NESTLEIND,2024-05-30,LONG,2024-05-30T11:40:00,1206.40,1204.26,1208.54,248,2.14,-2.55,2024-05-30T12:40:00,1206.00,TIME_STOP,-99.20,-547.91
rsi,NESTLEIND,2024-05-31,LONG,2024-05-31T12:00:00,1193.10,1190.68,1195.52,251,2.42,-3.33,2024-05-31T12:30:00,1195.52,TARGET,607.78,158.12
rsi,NESTLEIND,2024-06-07,SHORT,2024-06-07T11:40:00,1251.30,1254.60,1248.00,239,3.30,2.25,2024-06-07T11:45:00,1254.60,STOP,-788.70,-1237.88
rsi,NESTLEIND,2024-06-10,SHORT,2024-06-10T11:35:00,1277.20,1279.68,1274.72,234,2.48,4.17,2024-06-10T11:45:00,1279.68,STOP,-579.99,-1028.72
rsi,NESTLEIND,2024-06-24,SHORT,2024-06-24T11:40:00,1264.00,1266.16,1261.84,237,2.16,2.47,2024-06-24T12:40:00,1262.50,TIME_STOP,355.50,-93.59
rsi,NESTLEIND,2024-06-25,LONG,2024-06-25T12:20:00,1257.00,1255.42,1258.58,238,1.58,-2.69,2024-06-25T12:25:00,1255.42,STOP,-375.70,-824.17
rsi,NESTLEIND,2024-07-02,LONG,2024-07-02T11:35:00,1275.50,1273.60,1277.40,235,1.90,-3.33,2024-07-02T11:40:00,1273.60,STOP,-446.50,-895.78
