symbol,trigger_date,entry_date,entry_i,x_bars,depth_pct,tv20_cr,ext_pct,rs252,entry_open,prev_ath
BALMLAWRIE,2024-05-08,2024-05-09,4794,65,27.55,18.04,2.1236294758314456,140.0276641845703,280.36,274.53
DLINKINDIA,2024-05-13,2024-05-14,4797,169,27.45,4.15,9.500518749073649,54.91474914550781,369.4,337.35
AARTIPHARM,2024-05-14,2024-05-15,4798,63,25.0,8.25,9.355577363428203,54.414249420166016,601.74,550.26
TIMKEN,2024-05-14,2024-05-15,4798,366,29.55,31.82,2.506546950991395,19.305145263671875,3699.0,3608.55
DYCL,2024-05-15,2024-05-16,4799,187,41.6,2.82,0.20739254055861522,218.654296875,299.57,298.95
HONAUT,2024-05-15,2024-05-16,4799,786,37.93,18.86,-3.385943076278508,34.19276428222656,47389.05,49049.85
HAPPYFORGE,2024-05-16,2024-05-17,4800,92,20.91,10.56,1.8630447306494213,-1000000000.0,1043.21,1024.13
ROTO,2024-05-16,2024-05-17,4800,65,25.76,3.71,3.6621621621621525,47.40133285522461,76.71,74.0
SARLAPOLY,2024-05-16,2024-05-17,4800,2067,87.32,5.03,2.773061686474243,115.89009857177734,90.8,88.35
SKFINDIA,2024-05-16,2024-05-17,4800,167,24.18,20.72,5.793092547222001,30.76392364501953,2677.2,2530.6
STYRENIX,2024-05-16,2024-05-17,4800,639,61.74,4.38,1.9851657940663126,130.6785125732422,1870.0,1833.6
TITAGARH,2024-05-16,2024-05-17,4800,77,30.09,123.99,4.128128977513801,254.08880615234375,1227.15,1178.5
BEML,2024-05-17,2024-05-18,4801,70,28.5,75.83,5.196027182435969,191.687255859375,2012.4,1913.0
ENGINERSIN,2024-05-17,2024-05-18,4801,70,33.25,160.56,1.243543141381287,167.63360595703125,264.6,261.35
IRCON,2024-05-18,2024-05-21,4802,79,30.66,207.88,3.2759266192437186,248.47132873535156,275.85,267.1
SUDARSCHEM,2024-05-18,2024-05-21,4802,692,53.21,15.56,8.108108108108114,97.29141998291016,832.0,769.6
IRFC,2024-05-21,2024-05-22,4803,72,29.06,630.04,3.3391812865497084,445.4234619140625,176.71,171.0
ROLEXRINGS,2024-05-21,2024-05-22,4803,91,30.91,3.86,3.145126239677598,33.65380859375,261.05,253.09
RVNL,2024-05-21,2024-05-22,4803,80,30.51,303.1,7.070391759013561,187.78945922851562,343.0,320.35
VEDL,2024-05-21,2024-05-22,4803,3491,91.56,416.42,3.910737958462218,86.42571258544922,235.15,226.3
HARSHA,2024-05-22,2024-05-23,4804,409,33.65,4.52,2.466598150051391,8.7846040725708,498.5,486.5
NHPC,2024-05-22,2024-05-23,4804,72,24.6,880.52,2.2672455378678125,138.71331787109375,106.0,103.65
SJS,2024-05-22,2024-05-23,4804,166,22.01,2.56,0.6972739110345794,47.380592346191406,719.19,714.21
TALBROAUTO,2024-05-22,2024-05-23,4804,123,29.06,2.57,4.433801946547211,219.4457550048828,338.0,323.65
TARC,2024-05-22,2024-05-23,4804,83,28.26,6.67,5.29263511621394,253.81643676757812,188.0,178.55
GLAXO,2024-05-23,2024-05-24,4805,72,24.14,21.82,-0.27566077509324494,93.01990509033203,2460.0,2466.8
PGEL,2024-05-23,2024-05-24,4805,103,40.38,18.12,0.04001600640255454,72.94402313232422,250.0,249.9
CIEINDIA,2024-05-24,2024-05-27,4806,215,23.71,22.08,1.3741013741013663,21.961952209472656,557.0,549.45
FINCABLES,2024-05-24,2024-05-27,4806,161,29.84,27.33,9.43080590523191,45.60935592651367,1308.3,1195.55
ISGEC,2024-05-24,2024-05-27,4806,69,28.52,9.0,7.704427288482751,149.0294952392578,1230.48,1142.46
RRKABEL,2024-05-27,2024-05-28,4807,122,24.36,14.53,1.509556785149102,-1000000000.0,1808.88,1781.98
SBC,2024-05-28,2024-05-29,4808,79,36.24,8.44,1.980198019801982,111.03093719482422,20.6,20.2
EIDPARRY,2024-05-29,2024-05-30,4809,397,33.66,16.79,4.765861027190321,38.115821838378906,693.55,662.0
GRINDWELL,2024-05-29,2024-05-30,4809,204,22.32,11.11,6.191842590694829,26.655590057373047,2590.55,2439.5
SAREGAMA,2024-05-30,2024-05-31,4810,596,43.34,13.5,0.9007225576561417,75.81903076171875,509.7,505.15
JKIL,2024-05-31,2024-06-03,4811,63,21.88,13.41,10.139335476956068,187.6308135986328,770.7,699.75
ASHOKA,2024-06-03,2024-06-04,4812,78,24.35,22.75,3.1088082901554515,157.1522979736328,199.0,193.0
HINDPETRO,2024-06-03,2024-06-04,4812,72,23.19,319.81,1.6664251557745313,150.1610107421875,350.8,345.05
HERITGFOOD,2024-06-04,2024-06-05,4813,1595,81.55,20.01,9.789000345901089,114.3798599243164,476.1,433.65
BECTORFOOD,2024-06-05,2024-06-06,4814,134,26.19,14.6,9.104606923569492,87.92506408691406,289.64,265.47
EMAMILTD,2024-06-05,2024-06-06,4814,1583,76.9,37.25,4.781502544148442,78.47567749023438,700.15,668.2
KNRCON,2024-06-05,2024-06-06,4814,684,38.29,14.94,3.7148443374943607,37.32037353515625,344.8,332.45
MPSLTD,2024-06-05,2024-06-06,4814,131,21.25,2.77,8.16748658318427,87.56455993652344,1934.9,1788.8
SUPRAJIT,2024-06-06,2024-06-07,4815,633,39.59,4.15,0.17308524448291784,19.61265754699707,463.0,462.2
ASALCBR,2024-06-07,2024-06-10,4816,654,49.72,3.58,2.2397682229898574,65.988525390625,642.26,628.19
GARFIBRES,2024-06-07,2024-06-10,4816,656,30.49,3.31,6.720447596122581,32.11121368408203,820.2,768.55
KCP,2024-06-07,2024-06-10,4816,77,28.77,6.75,17.249999999999986,140.56011962890625,257.95,220.0
LTFOODS,2024-06-07,2024-06-10,4816,125,28.93,25.86,7.99825174825175,104.1301498413086,247.1,228.8
PENIND,2024-06-07,2024-06-10,4816,79,30.73,10.31,9.968454258675097,145.18463134765625,174.3,158.5
TIIL,2024-06-07,2024-06-10,4816,117,41.28,2.31,0.3943641110144114,76.76618194580078,2711.2,2700.55
ASHIMASYN,2024-06-10,2024-06-11,4817,1553,91.79,6.28,7.797537619699058,170.2857208251953,39.4,36.55
GUFICBIO,2024-06-10,2024-06-11,4817,89,20.56,2.6,6.341394825646773,90.4846420288086,378.15,355.6
TEXINFRA,2024-06-10,2024-06-11,4817,86,31.2,23.54,3.2536260290082275,144.2616729736328,131.7,127.55
ASAL,2024-06-11,2024-06-12,4818,598,73.59,10.33,4.597763250310649,196.73826599121094,968.0,925.45
BIRLAMONEY,2024-06-11,2024-06-12,4818,1670,88.92,2.06,5.698822031200246,193.3930206298828,166.0,157.05
DODLA,2024-06-11,2024-06-12,4818,74,22.34,6.49,0.7064287935323543,95.10488891601562,1036.39,1029.12
EMIL,2024-06-11,2024-06-12,4818,81,22.56,7.9,1.9806243272335822,194.3813018798828,236.85,232.25
GRAVITA,2024-06-11,2024-06-12,4818,142,35.63,28.36,3.3838669041310165,95.26956939697266,1190.0,1151.05
MARINE,2024-06-11,2024-06-12,4818,82,27.41,3.45,3.9708746084158753,132.21621704101562,122.8,118.11
NATCOPHARM,2024-06-11,2024-06-12,4818,727,54.92,94.38,1.1144098790929924,88.99725341796875,1175.0,1162.05
TI,2024-06-11,2024-06-12,4818,134,34.31,15.39,1.2851721915944747,84.77059936523438,282.93,279.34
EPACK,2024-06-12,2024-06-13,4819,88,28.15,8.7,3.9117018751483323,-1000000000.0,218.89,210.65
GRWRHITECH,2024-06-12,2024-06-13,4819,71,26.51,9.44,0.9083114264446968,171.66537475585938,2141.9,2122.62
OMINFRAL,2024-06-12,2024-06-13,4819,110,31.63,2.88,6.51387213510255,257.09429931640625,167.77,157.51
SUNTECK,2024-06-12,2024-06-13,4819,595,52.37,30.03,0.1657796003839085,103.81842041015625,574.0,573.05
ASKAUTOLTD,2024-06-13,2024-06-14,4820,84,25.34,8.34,5.763067061143978,-1000000000.0,343.18,324.48
HONDAPOWER,2024-06-13,2024-06-14,4820,171,29.81,3.64,0.860458911419415,44.01047134399414,3024.2,2998.4
PRAJIND,2024-06-13,2024-06-14,4820,133,30.0,43.3,6.732857586099894,73.79293823242188,688.0,644.6
20MICRONS,2024-06-14,2024-06-18,4821,127,27.65,2.64,1.0290237467018404,96.10966491699219,191.45,189.5
GIPCL,2024-06-14,2024-06-18,4821,93,32.55,19.44,4.601063829787222,141.7158660888672,235.98,225.6
GLENMARK,2024-06-14,2024-06-18,4821,2178,84.67,94.02,0.8436582980110963,94.50515747070312,1237.15,1226.8
HFCL,2024-06-14,2024-06-18,4821,76,27.53,200.12,7.685627442466347,68.13969421386719,124.0,115.15
HOMEFIRST,2024-06-14,2024-06-18,4821,123,23.69,17.85,2.541841508705911,31.425416946411133,1063.0,1036.65
INDIASHLTR,2024-06-14,2024-06-18,4821,87,22.8,4.4,3.3578528535142205,-1000000000.0,703.96,681.09
INDNIPPON,2024-06-14,2024-06-18,4821,79,21.62,2.02,3.4173812875976095,104.7557601928711,808.0,781.3
JKPAPER,2024-06-14,2024-06-18,4821,454,31.29,33.37,10.502180964097963,50.87611770629883,494.0,447.05
MAYURUNIQ,2024-06-14,2024-06-18,4821,618,45.72,10.05,9.805452642421631,41.29830551147461,660.93,601.91
SKIPPER,2024-06-14,2024-06-18,4821,72,34.43,24.41,1.2317293480045954,174.58453369140625,369.84,365.34
AGARIND,2024-06-18,2024-06-19,4822,90,30.47,6.56,6.507479048056863,99.49823760986328,1204.77,1131.16
KICL,2024-06-18,2024-06-19,4822,70,22.9,2.28,1.0662896844966019,150.99545288085938,4611.2,4562.55
MARATHON,2024-06-18,2024-06-19,4822,65,31.11,5.01,14.389701938548782,88.02682495117188,597.16,522.04
PANAMAPET,2024-06-18,2024-06-19,4822,381,34.75,7.08,0.49308662057747643,44.88295364379883,395.38,393.44
PARAS,2024-06-18,2024-06-19,4822,657,62.45,146.01,23.331108144192235,145.9602813720703,739.0,599.2
RKFORGE,2024-06-18,2024-06-19,4822,135,22.7,34.98,4.322568555187689,109.82627868652344,835.05,800.45
SCI,2024-06-18,2024-06-19,4822,90,30.74,139.31,3.455058264677513,171.39346313476562,278.77,269.46
VSTTILLERS,2024-06-18,2024-06-19,4822,132,26.49,4.94,1.2259280223671398,50.14399337768555,4131.02,4080.99
FACT,2024-06-19,2024-06-20,4823,97,33.09,29.35,2.4130348987991157,176.43746948242188,908.25,886.85
SANDUMA,2024-06-19,2024-06-20,4823,89,39.87,12.27,9.670997485331112,-1000000000.0,209.34,190.88
CHAMBLFERT,2024-06-20,2024-06-21,4824,540,50.5,102.68,10.384615384615369,100.01792907714844,559.65,507.0
HSCL,2024-06-20,2024-06-21,4824,105,26.91,18.67,4.174112841460298,210.9302215576172,408.05,391.7
MADRASFERT,2024-06-20,2024-06-21,4824,98,33.78,7.03,5.818334030975314,69.04792785644531,126.4,119.45
MAPMYINDIA,2024-06-20,2024-06-21,4824,142,28.73,11.01,11.106067750450599,101.0499267578125,2521.23,2269.21
MHRIL,2024-06-20,2024-06-21,4824,167,22.91,6.78,5.024102838778788,62.064849853515625,490.2,466.75
NFL,2024-06-20,2024-06-21,4824,3554,88.68,81.04,3.9229181004817537,109.59722900390625,151.0,145.3
PARADEEP,2024-06-20,2024-06-21,4824,89,21.24,18.37,11.612903225806438,61.204193115234375,91.69,82.15
RCF,2024-06-20,2024-06-21,4824,101,35.09,118.32,20.76591154261056,100.9583969116211,223.9,185.4
SPLPETRO,2024-06-20,2024-06-21,4824,76,22.01,4.81,5.112634671890293,109.51817321777344,804.9,765.75
TIRUMALCHM,2024-06-20,2024-06-21,4824,671,47.67,13.93,0.6002770509465849,73.36869049072266,326.8,324.85
3MINDIA,2024-06-21,2024-06-24,4825,118,23.29,35.84,2.515200694735742,36.811683654785156,38247.55,37309.15
BAYERCROP,2024-06-21,2024-06-24,4825,931,37.5,18.09,2.2787380749976327,56.609928131103516,6496.95,6352.2
HUHTAMAKI,2024-06-21,2024-06-24,4825,1595,59.43,4.0,3.612322791712108,32.934879302978516,380.05,366.8
PRECWIRE,2024-06-21,2024-06-24,4825,95,25.62,4.71,3.90625,82.00230407714844,159.6,153.6
RAILTEL,2024-06-21,2024-06-24,4825,75,34.41,178.01,1.0755474925489228,272.7684631347656,468.0,463.02
THANGAMAYL,2024-06-21,2024-06-24,4825,117,24.0,4.25,8.370226433488925,126.89051818847656,1622.92,1497.57
AKZOINDIA,2024-06-24,2024-06-25,4826,93,22.02,4.24,0.0511604904585683,19.578384399414062,2933.45,2931.95
ASAHIINDIA,2024-06-24,2024-06-25,4826,442,35.91,5.37,4.151493080844859,44.91463851928711,715.0,686.5
BBTC,2024-06-24,2024-06-25,4826,1440,70.24,7.1,0.368107377172322,90.69438171386719,2004.05,1996.7
BFINVEST,2024-06-24,2024-06-25,4826,73,20.68,4.96,8.652775568633686,76.55191040039062,683.1,628.7
GABRIEL,2024-06-24,2024-06-25,4826,135,35.24,15.6,1.9351830263464764,127.64568328857422,437.2,428.9
JSWDULUX,2024-06-24,2024-06-25,4826,93,22.02,4.24,0.0511604904585683,19.578384399414062,2933.45,2931.95
PNBGILTS,2024-06-24,2024-06-25,4826,95,21.8,10.63,3.4482758620689724,96.642578125,126.0,121.8
SUNDRMFAST,2024-06-24,2024-06-25,4826,167,22.86,25.94,1.7579830656490936,11.4243745803833,1340.0,1316.85
VISHNU,2024-06-24,2024-06-25,4826,440,41.38,10.38,6.646816093031993,21.795536041259766,454.87,426.52
CANFINHOME,2024-06-25,2024-06-26,4827,228,21.46,70.95,0.7921793359177531,20.71926498413086,897.0,889.95
CRAFTSMAN,2024-06-25,2024-06-26,4827,120,29.32,21.37,-1.2996421917970347,35.555519104003906,5340.4,5410.72
EMSLIMITED,2024-06-25,2024-06-26,4827,92,37.35,23.23,1.8331430907882806,-1000000000.0,597.73,586.97
ITDC,2024-06-25,2024-06-26,4827,94,30.43,7.78,5.585819594261454,177.86807250976562,878.02,831.57
LTF,2024-06-25,2024-06-26,4827,1645,76.72,198.45,1.1212991604065303,61.66105270385742,183.07,181.04
RATNAVEER,2024-06-25,2024-06-26,4827,92,26.44,6.49,2.887750349324647,-1000000000.0,154.63,150.29
IDEA,2024-06-26,2024-06-27,4828,82,29.34,1781.42,3.9886039886039892,143.51351928710938,18.25,17.55
LICHSGFIN,2024-06-26,2024-06-27,4828,1741,76.21,203.44,0.42060308010871683,103.84767150878906,775.95,772.7
TEXRAIL,2024-06-26,2024-06-27,4828,99,33.93,82.32,1.4480874316940007,200.62542724609375,222.78,219.6
ASAHISONG,2024-06-27,2024-06-28,4829,715,59.34,2.35,4.94083748612455,98.21701049804688,444.33,423.41
ASAHISONG-BE,2024-06-27,2024-06-28,4829,719,59.81,2.37,3.5205558772437806,97.83868408203125,446.95,431.75
ETHOSLTD,2024-06-27,2024-06-28,4829,80,22.6,10.63,0.866109457701425,113.0157241821289,2829.95,2805.65
KDDL,2024-06-27,2024-06-28,4829,141,25.86,4.24,8.604009106408462,135.476806640625,3229.59,2973.73
RITCO,2024-06-27,2024-06-28,4829,108,34.61,3.5,6.905890318212604,83.84276580810547,315.8,295.4
STYLAMIND,2024-06-27,2024-06-28,4829,192,23.59,5.96,2.7425983393441156,21.297311782836914,1960.0,1907.68
BBOX,2024-06-28,2024-07-01,4830,789,74.96,5.02,4.565537555228283,169.68460083007812,355.0,339.5
MGL,2024-06-28,2024-07-01,4830,76,22.05,78.43,2.523316724159952,53.89582061767578,1604.9,1565.4
ACC,2024-07-01,2024-07-02,4831,443,41.26,124.51,0.7387997234050259,55.6171875,2768.0,2747.7
ADSL,2024-07-01,2024-07-02,4831,113,33.05,7.31,13.630440448266889,111.37578582763672,218.0,191.85
ATULAUTO,2024-07-01,2024-07-02,4831,156,29.39,8.96,14.843402107763094,119.34683227539062,773.7,673.7
GODREJAGRO,2024-07-01,2024-07-02,4831,1531,61.42,22.82,4.6490805151869985,66.7962646484375,759.7,725.95
IONEXCHANG,2024-07-01,2024-07-02,4831,166,32.73,11.79,2.070205637352851,66.7281723022461,664.13,650.66
KAJARIACER,2024-07-01,2024-07-02,4831,213,23.11,40.06,1.4162024296932696,18.538320541381836,1511.0,1489.9
MANINDS,2024-07-01,2024-07-02,4831,99,25.84,12.32,5.204872646733105,237.99566650390625,475.0,451.5
ORIENTCEM,2024-07-01,2024-07-02,4831,101,32.62,24.35,9.541252398395272,137.183837890625,314.0,286.65
PERSISTENT,2024-07-01,2024-07-02,4831,90,24.42,230.57,1.3799945882565057,87.15243530273438,4496.0,4434.8
POLICYBZR,2024-07-01,2024-07-02,4831,649,74.34,159.33,4.751545288166015,130.9384307861328,1516.75,1447.95
REFEX,2024-07-01,2024-07-02,4831,226,40.9,8.58,7.042253521126751,81.89362335205078,190.0,177.5
SASKEN,2024-07-01,2024-07-02,4831,88,26.45,4.65,3.627475488153764,112.74723815917969,1865.45,1800.15
SUBROS,2024-07-01,2024-07-02,4831,103,30.48,5.84,5.817543859649121,64.26507568359375,753.95,712.5
DCXINDIA,2024-07-02,2024-07-03,4832,112,36.0,61.47,12.825833225262606,70.35643005371094,435.0,385.55
DHARMAJ,2024-07-02,2024-07-03,4832,117,28.43,3.59,8.626198083067106,72.47038269042969,306.0,281.7
GENUSPOWER,2024-07-02,2024-07-03,4832,98,36.38,27.78,3.860485914443279,196.51565551757812,348.4,335.45
GMBREW,2024-07-02,2024-07-03,4832,1492,74.27,3.64,8.788817828179596,67.66316986083984,825.0,758.35
LIBERTSHOE,2024-07-02,2024-07-03,4832,425,56.88,4.45,1.0338345864661536,82.14437866210938,430.0,425.6
ORIENTPPR,2024-07-02,2024-07-03,4832,199,31.15,15.59,3.7446808510638308,49.323486328125,60.95,58.75
IREDA,2024-07-03,2024-07-04,4833,100,39.94,383.52,6.579135831940808,-1000000000.0,223.23,209.45
NBCC,2024-07-03,2024-07-04,4833,102,35.16,420.89,1.7077292537578836,326.8560791015625,114.35,112.43
ONEPOINT,2024-07-03,2024-07-04,4833,108,31.8,6.63,5.263157894736836,223.5697784423828,71.0,67.45
SHYAMMETL,2024-07-03,2024-07-04,4833,105,25.54,34.56,0.26675786593708395,100.17757415771484,732.95,731.0
SIGNATURE,2024-07-03,2024-07-04,4833,80,21.94,91.46,4.838822951049915,-1000000000.0,1492.8,1423.9
ASTRAZEN,2024-07-04,2024-07-05,4834,101,28.86,6.66,3.7959881912213778,91.59455108642578,7190.0,6927.05
DREDGECORP,2024-07-04,2024-07-05,4834,4104,90.56,22.87,3.5103510351035094,293.6948547363281,1380.0,1333.2
FSL,2024-07-04,2024-07-05,4834,735,58.95,54.06,1.9155420113191157,78.31352996826172,234.1,229.7
KPITTECH,2024-07-04,2024-07-05,4834,98,22.01,155.51,1.1025262609601683,59.09111404418945,1746.9,1727.85
RPTECH,2024-07-04,2024-07-05,4834,85,23.07,6.26,4.810779514711294,-1000000000.0,398.26,379.98
SUNFLAG,2024-07-04,2024-07-05,4834,227,32.34,4.24,6.25,55.53500747680664,258.4,243.2
AWHCL,2024-07-05,2024-07-08,4835,104,27.14,11.13,4.608826924784659,83.53553009033203,589.0,563.05
BEPL,2024-07-05,2024-07-08,4835,1546,88.06,21.63,10.154905335628218,79.84027862548828,160.0,145.25
GHCLTEXTIL,2024-07-05,2024-07-08,4835,99,23.71,3.95,0.6998197433994324,30.77347183227539,94.97,94.31
IZMO,2024-07-05,2024-07-08,4835,4003,98.48,2.84,4.812563323201613,117.12255859375,413.8,394.8
PPL,2024-07-05,2024-07-08,4835,114,31.22,5.93,5.241521068859201,184.97720336914062,501.76,476.77
SHANTIGEAR,2024-07-05,2024-07-08,4835,125,22.18,2.49,1.2799999999999923,32.838356018066406,633.0,625.0
SUVEN,2024-07-05,2024-07-08,4835,118,30.27,2.25,5.271565495207664,101.31123352050781,131.8,125.2
ASIANENE,2024-07-08,2024-07-09,4836,106,28.59,4.69,1.8625561978163008,128.3726043701172,333.06,326.97
HBLENGINE,2024-07-08,2024-07-09,4836,100,32.39,52.81,1.0611419909044795,289.8597717285156,600.0,593.7
MIDHANI,2024-07-08,2024-07-09,4836,105,32.61,69.74,0.7805063773081988,78.92498779296875,529.4,525.3
SEAMECLTD,2024-07-08,2024-07-09,4836,558,58.48,11.99,8.19967561722832,120.9859848022461,1501.0,1387.25
AMBER,2024-07-09,2024-07-10,4837,107,30.73,74.68,0.11856015281086485,103.78076934814453,4560.05,4554.65
CAMS,2024-07-09,2024-07-10,4837,707,49.11,74.46,1.1235955056179803,74.1865005493164,801.0,792.1
HARRMALAYA,2024-07-09,2024-07-10,4837,732,55.79,2.41,-1.8801609146728793,70.4978256225586,231.71,236.15
KELLTONTEC,2024-07-09,2024-07-10,4837,606,67.56,12.08,7.377365778292777,91.53690338134766,27.8,25.89
VLSFINANCE,2024-07-09,2024-07-10,4837,95,24.01,3.1,8.243375858684976,106.25794219970703,330.9,305.7
ALEMBICLTD,2024-07-10,2024-07-11,4838,738,58.49,19.64,2.104466313398934,88.96050262451172,134.88,132.1
SHOPERSTOP,2024-07-10,2024-07-11,4838,247,24.01,2.68,5.643354526188316,9.315526962280273,872.35,825.75
FAZE3Q,2024-07-11,2024-07-12,4839,172,27.26,2.07,5.716619028174752,40.821311950683594,517.8,489.8
NLCINDIA,2024-07-11,2024-07-12,4839,106,28.66,167.53,1.8704782071642612,166.55859375,288.65,283.35
TIPSMUSIC,2024-07-11,2024-07-12,4839,92,28.49,18.34,2.178523231154794,97.13427734375,530.0,518.7
VLEGOV,2024-07-11,2024-07-12,4839,102,36.82,2.4,5.046728971962611,-1000000000.0,84.3,80.25
WELSPUNLIV,2024-07-11,2024-07-12,4839,689,62.91,34.73,3.9574719432959204,83.33507537841797,176.0,169.3
MANAPPURAM,2024-07-12,2024-07-15,4840,664,62.8,139.95,1.2145748987854255,73.08374786376953,225.0,222.3
PONNIERODE,2024-07-12,2024-07-15,4840,369,36.03,5.88,1.9769357495881268,53.589202880859375,588.05,576.65
SERVOTECH,2024-07-12,2024-07-15,4840,108,26.62,10.12,8.253816793893144,35.55275344848633,113.45,104.8
SJVN,2024-07-12,2024-07-15,4840,105,32.82,186.39,0.5974112180550994,214.59288024902344,151.55,150.65
WANBURY,2024-07-12,2024-07-15,4840,92,27.89,2.02,7.959067652075036,231.50860595703125,189.9,175.9
CASTROLIND,2024-07-15,2024-07-16,4841,2374,66.13,204.51,1.8682103522159155,111.90645599365234,271.0,266.03
MUKKA,2024-07-15,2024-07-16,4841,84,26.39,3.35,23.31360946745562,-1000000000.0,52.1,42.25
PIXTRANS,2024-07-15,2024-07-16,4841,225,29.99,3.72,7.612773841382836,67.37122344970703,1620.53,1505.89
WSI,2024-07-15,2024-07-16,4841,105,29.72,3.41,4.16076988395131,86.9618911743164,184.0,176.65
ABSLAMC,2024-07-16,2024-07-18,4842,685,55.79,23.31,2.9165773107441506,87.81684875488281,719.85,699.45
INSECTICID,2024-07-16,2024-07-18,4842,390,44.99,5.31,3.880419718867545,82.18678283691406,787.05,757.65
LICI,2024-07-16,2024-07-18,4842,107,21.57,246.41,0.34262431706637564,78.24226379394531,541.8,539.95
NITINSPIN,2024-07-16,2024-07-18,4842,109,21.66,3.7,2.7506426735218525,50.86858367919922,399.7,389.0
ESABINDIA,2024-07-18,2024-07-19,4843,171,25.92,2.52,2.6498525279267993,56.26766586303711,6630.0,6458.85
INDIACEM,2024-07-18,2024-07-19,4843,4092,86.6,280.14,4.359714415919802,65.66554260253906,343.5,329.15
QUICKHEAL,2024-07-18,2024-07-19,4843,84,28.98,5.88,7.045600402407515,276.4295959472656,617.15,576.53
INNOVACAP,2024-07-23,2024-07-24,4846,133,20.5,3.79,3.6252061791674617,-1000000000.0,584.27,563.83
APLLTD,2024-07-24,2024-07-25,4847,891,58.41,30.71,3.8430815656341544,78.30704498291016,1170.0,1126.7
ELECTCAST,2024-07-24,2024-07-25,4847,63,29.47,56.22,2.3005384238864446,269.94708251953125,209.0,204.3
GENESYS,2024-07-24,2024-07-25,4847,73,37.54,15.94,-0.16378339645818363,125.91996002197266,487.65,488.45
KSCL,2024-07-24,2024-07-25,4847,2309,71.83,11.37,1.6424955273876218,87.36036682128906,1068.1,1050.84
NOVAAGRI,2024-07-24,2024-07-25,4847,111,36.1,15.64,16.655336505778372,-1000000000.0,85.8,73.55
OPTIEMUS,2024-07-24,2024-07-25,4847,556,61.9,14.91,2.6782567837425164,95.76176452636719,437.05,425.65
SRM,2024-07-24,2024-07-25,4847,73,34.53,4.8,5.356089338390224,-1000000000.0,250.01,237.3
VINDHYATEL,2024-07-24,2024-07-25,4847,113,29.01,8.53,1.7529627539503378,51.447593688964844,2884.9,2835.2
ARVSMART,2024-07-25,2024-07-26,4848,61,27.66,5.22,6.028898854010967,134.57989501953125,787.36,742.59
DEEPAKNTR,2024-07-25,2024-07-26,4848,686,41.23,130.89,0.9313373662804603,48.22446060180664,2953.15,2925.9
HESTERBIO,2024-07-25,2024-07-26,4848,789,54.71,3.55,5.661635110374297,77.38397979736328,3027.47,2865.25
INDIAGLYCO,2024-07-25,2024-07-26,4848,572,53.04,40.8,5.528973950026583,92.716552734375,595.5,564.3
JYOTHYLAB,2024-07-25,2024-07-26,4848,122,28.04,56.28,0.8964507866813021,130.41648864746094,551.5,546.6
KOTHARIPET,2024-07-25,2024-07-26,4848,129,31.29,4.29,9.90279465370596,85.049560546875,180.9,164.6
MCX,2024-07-25,2024-07-26,4848,61,22.78,229.71,0.3597122302158251,159.13311767578125,837.0,834.0
VPRPL,2024-07-25,2024-07-26,4848,139,35.63,23.58,0.9301290609701862,-1000000000.0,226.79,224.7
BANCOINDIA,2024-07-26,2024-07-29,4849,122,27.22,8.43,8.647140864714075,130.25439453125,389.5,358.5
ICICIPRULI,2024-07-26,2024-07-29,4849,714,46.45,113.19,1.0806665272258265,32.34139633178711,724.9,717.15
NAUKRI,2024-07-26,2024-07-29,4849,688,51.92,159.99,3.205128205128216,54.48683547973633,1449.0,1404.0
AFFLE,2024-07-29,2024-07-30,4850,626,39.89,53.61,0.6458340341080948,42.891239166259766,1496.05,1486.45
SUMICHEM,2024-07-29,2024-07-30,4850,435,35.97,34.04,0.7170487781866131,28.893983840942383,533.75,529.95
TCI,2024-07-29,2024-07-30,4850,117,22.64,4.91,0.5509917852133839,32.28883743286133,1003.7,998.2
VTL,2024-07-29,2024-07-30,4850,623,55.43,13.61,1.4750311000533145,54.99659729003906,571.0,562.7
HARIOMPIPE,2024-07-30,2024-07-31,4851,170,36.48,8.88,0.9057665260197023,18.620098114013672,717.44,711.0
ARROWGREEN,2024-07-31,2024-08-01,4852,2121,95.72,4.44,0.6147485243315209,135.79754638671875,739.78,735.26
DCW,2024-07-31,2024-08-01,4852,118,31.42,9.71,1.8507890961262374,63.04499053955078,70.99,69.7
JAMNAAUTO,2024-07-31,2024-08-01,4852,64,20.39,24.0,4.126984126984112,36.532711029052734,147.6,141.75
JGCHEM,2024-07-31,2024-08-01,4852,63,22.87,4.46,11.369248035914703,-1000000000.0,297.69,267.3
KOKUYOCMLN,2024-07-31,2024-08-01,4852,161,35.35,2.16,6.307513104251616,39.747310638427734,182.53,171.7
NOCIL,2024-07-31,2024-08-01,4852,694,38.02,36.44,5.869289340101513,57.96892547607422,333.7,315.2
MONARCH,2024-08-01,2024-08-02,4853,111,29.66,10.21,5.8363684818335315,131.01129150390625,357.42,337.71
PCBL,2024-08-01,2024-08-02,4853,118,35.41,121.81,2.617801047120416,120.57234954833984,343.0,334.25
WEL,2024-08-01,2024-08-02,4853,65,29.2,2.65,4.809923969587837,434.18902587890625,130.96,124.95
AURUM,2024-08-02,2024-08-05,4854,129,28.58,2.06,2.690829214717194,47.876644134521484,187.0,182.1
CAPLIPOINT,2024-08-02,2024-08-05,4854,112,22.36,16.45,2.6037428803905582,91.86026000976562,1639.3,1597.7
