underlying,timeframe,atr_period,multiplier,label,n_flips,flips_per_month,avg_trend_bars,avg_trend_cal_days,median_trend_cal_days,pct_bars_long,pct_bars_short,dominant_direction_pct,mean_mae_pts,mean_mfe_pts,mfe_mae_ratio,weekly_alignment_pct,total_bars,calendar_days_span,passed_gates
NIFTY50,15min,14,2.0,NIFTY50_15min_p14_m2.0,512,20.6684350132626,22.09375,1.1068929036458335,0.21875,0.5328389830508474,0.4659251412429379,0.5328389830508474,110.25540084838852,160.25564422607422,1.4534947312598383,0.037109375,11328,754,0
NIFTY50,15min,14,2.5,NIFTY50_15min_p14_m2.5,403,16.268318965517242,27.950372208436725,1.4647952853598014,0.8854166666666666,0.5330155367231638,0.4657485875706215,0.5330155367231638,116.8271828473945,186.41636166253102,1.5956591361621497,0.06947890818858561,11328,754,0
NIFTY50,15min,14,3.0,NIFTY50_15min_p14_m3.0,305,12.312251326259947,36.93114754098361,2.071174863387978,1.0520833333333333,0.5397245762711864,0.4590395480225989,0.5397245762711864,132.02148437499997,219.88867059426227,1.6655521761115808,0.12131147540983607,11328,754,0
NIFTY50,15min,14,3.5,NIFTY50_15min_p14_m3.5,255,10.293849469496022,44.17254901960784,2.5378267973856206,1.25,0.5188912429378532,0.4798728813559322,0.5188912429378532,148.3280254289215,242.6682291666666,1.636024132762104,0.1607843137254902,11328,754,0
NIFTY50,15min,14,4.0,NIFTY50_15min_p14_m4.0,217,8.759864058355438,51.90783410138249,3.0412826420890937,2.0416666666666665,0.5116525423728814,0.487111581920904,0.5116525423728814,161.23089357718914,267.7479118663594,1.6606489359818337,0.21658986175115208,11328,754,1
NIFTY50,15min,14,5.0,NIFTY50_15min_p14_m5.0,155,6.25704575596817,72.67096774193548,4.382325268817204,3.78125,0.5194209039548022,0.4793432203389831,0.5194209039548022,175.50614163306457,330.5467741935484,1.8833914934135552,0.3419354838709677,11328,754,1
NIFTY50,15min,21,1.5,NIFTY50_15min_p21_m1.5,716,28.903514588859416,15.78491620111732,0.7287156657355679,0.13020833333333331,0.5355755649717514,0.4625706214689266,0.5355755649717514,97.18423478962984,130.3069810579609,1.3408242740196528,0.013966480446927373,11328,754,0
NIFTY50,15min,21,2.0,NIFTY50_15min_p21_m2.0,502,20.264754641909814,22.5199203187251,1.150668160690571,0.21875,0.5416666666666666,0.4564795197740113,0.5416666666666666,109.30271959038829,165.397984624004,1.513210149242696,0.04183266932270916,11328,754,0
NIFTY50,15min,21,2.5,NIFTY50_15min_p21_m2.5,385,15.541694297082229,29.23896103896104,1.5556006493506493,0.9166666666666666,0.538135593220339,0.460010593220339,0.538135593220339,116.16105722402591,196.1549157873377,1.6886460959892713,0.08571428571428572,11328,754,0
NIFTY50,15min,21,3.0,NIFTY50_15min_p21_m3.0,309,12.473723474801062,36.43042071197411,2.028654261057174,1.0416666666666667,0.5437853107344632,0.4543608757062147,0.5437853107344632,129.52168411205497,220.72425288228146,1.704149034159586,0.11974110032362459,11328,754,0
NIFTY50,15min,21,3.5,NIFTY50_15min_p21_m3.5,257,10.374585543766578,43.80155642023346,2.5214413099870296,1.84375,0.5311617231638418,0.4669844632768362,0.5311617231638418,146.81536964980543,243.69278635700388,1.6598588209005463,0.16731517509727625,11328,754,0
NIFTY50,15min,21,4.0,NIFTY50_15min_p21_m4.0,217,8.759864058355438,51.87557603686636,3.0810291858678958,2.0416666666666665,0.513771186440678,0.484375,0.513771186440678,157.28252088133658,271.4870697724653,1.726110875202029,0.2119815668202765,11328,754,1
NIFTY50,15min,21,5.0,NIFTY50_15min_p21_m5.0,161,6.499253978779841,69.9192546583851,4.213315217391305,3.1458333333333335,0.528072033898305,0.4700741525423729,0.528072033898305,176.73448903338513,317.84999999999997,1.7984605140650172,0.32919254658385094,11328,754,1
NIFTY50,15min,30,1.5,NIFTY50_15min_p30_m1.5,724,29.226458885941646,15.602209944751381,0.7172536832412523,0.125,0.5368997175141242,0.4604519774011299,0.5368997175141242,96.8888326571132,130.14405537810774,1.3432307089371571,0.013812154696132596,11328,754,0
NIFTY50,15min,30,2.0,NIFTY50_15min_p30_m2.0,503,20.305122679045095,22.38568588469185,1.145315606361829,0.20833333333333334,0.5453742937853108,0.4519774011299435,0.5453742937853108,110.13402708747503,163.9896356237575,1.489000629147131,0.04970178926441352,11328,754,0
NIFTY50,15min,30,2.5,NIFTY50_15min_p30_m2.5,383,15.460958222811671,29.368146214099216,1.5632615317667535,0.9270833333333334,0.5472281073446328,0.4501235875706215,0.5472281073446328,120.65733620267616,194.1142073270235,1.6088056759429608,0.0835509138381201,11328,754,0
NIFTY50,15min,30,3.0,NIFTY50_15min_p30_m3.0,307,12.392987400530505,36.63843648208469,2.05171009771987,1.0520833333333333,0.552348163841808,0.4450035310734463,0.552348163841808,131.81448620724748,222.12653196254064,1.6851450728510868,0.13029315960912052,11328,754,0
NIFTY50,15min,30,3.5,NIFTY50_15min_p30_m3.5,253,10.213113395225465,44.458498023715414,2.572546113306983,1.84375,0.539989406779661,0.4573622881355932,0.539989406779661,143.40454545454543,250.47745954792484,1.7466493740068931,0.16600790513833993,11328,754,0
NIFTY50,15min,30,4.0,NIFTY50_15min_p30_m4.0,211,8.517655835543767,53.308056872037916,3.198904028436019,2.09375,0.536281779661017,0.4610699152542373,0.536281779661017,155.11637848045044,282.1478469342416,1.818942974934147,0.23222748815165878,11328,754,1
NIFTY50,15min,30,5.0,NIFTY50_15min_p30_m5.0,165,6.660726127320955,68.16969696969697,4.073863636363637,3.1770833333333335,0.538135593220339,0.4592161016949153,0.538135593220339,177.16638494318195,312.22210937499995,1.7623100989227216,0.3151515151515151,11328,754,1
NIFTY50,15min,50,1.5,NIFTY50_15min_p50_m1.5,720,29.06498673740053,15.661111111111111,0.7291087962962963,0.11979166666666666,0.5336334745762712,0.4619526836158192,0.5336334745762712,96.70890842013881,132.12353461371532,1.3661981793830456,0.013888888888888888,11328,754,0
NIFTY50,15min,50,2.0,NIFTY50_15min_p50_m2.0,511,20.62806697612732,21.996086105675147,1.142225212002609,0.20833333333333334,0.5443149717514124,0.451271186440678,0.5443149717514124,107.22117172211338,165.9522283206948,1.5477561535215778,0.04500978473581213,11328,754,0
NIFTY50,15min,50,2.5,NIFTY50_15min_p50_m2.5,387,15.622430371352786,29.012919896640827,1.553375322997416,0.9270833333333334,0.5524364406779662,0.4431497175141243,0.5524364406779662,121.67638888888878,192.839386506783,1.5848546153262169,0.08010335917312661,11328,754,0
NIFTY50,15min,50,3.0,NIFTY50_15min_p50_m3.0,307,12.392987400530505,36.57328990228013,2.06110884907709,1.0416666666666667,0.5619703389830508,0.4336158192090395,0.5619703389830508,133.59543973941368,223.1452616042344,1.6703059778050307,0.1270358306188925,11328,754,0
NIFTY50,15min,50,3.5,NIFTY50_15min_p50_m3.5,253,10.213113395225465,44.3794466403162,2.545619235836627,1.1666666666666667,0.5525247175141242,0.4430614406779661,0.5525247175141242,141.19209949357705,252.54702322134378,1.788676732814164,0.16996047430830039,11328,754,0
NIFTY50,15min,50,4.0,NIFTY50_15min_p50_m4.0,209,8.43691976127321,53.72248803827751,3.221989633173844,2.09375,0.5415783898305084,0.4540077683615819,0.5415783898305084,150.57104515550247,287.5294239683014,1.909593067321509,0.23923444976076555,11328,754,1
NIFTY50,15min,50,5.0,NIFTY50_15min_p50_m5.0,169,6.822198275862069,66.43786982248521,3.982433431952663,3.09375,0.5506709039548022,0.4449152542372881,0.5506709039548022,170.6464728180474,314.719214589497,1.8442761188803933,0.3076923076923077,11328,754,1
NIFTY50,30min,7,1.5,NIFTY50_30min_p7_m1.5,359,14.492125331564987,15.05849582172702,1.592038068709378,0.8958333333333334,0.5343020047820489,0.4644105205076329,0.5343020047820489,122.57160732938726,192.7377339397632,1.572450081541463,0.08913649025069638,5437,754,0
NIFTY50,30min,7,2.0,NIFTY50_30min_p7_m2.0,273,11.020474137931036,19.802197802197803,2.1919261294261294,1.125,0.5346698546992827,0.4640426705903991,0.5346698546992827,150.94140195741772,219.45365012591566,1.4538996410529301,0.15018315018315018,5437,754,0
NIFTY50,30min,7,2.5,NIFTY50_30min_p7_m2.5,215,8.67912798408488,25.144186046511628,2.9552325581395347,2.0,0.5238182821408865,0.4748942431487953,0.5238182821408865,166.40838481104652,254.9697638081396,1.5321930087696771,0.2372093023255814,5437,754,0
NIFTY50,30min,7,3.0,NIFTY50_30min_p7_m3.0,167,6.741462201591512,32.395209580838326,3.894960079840319,2.9375,0.5311752804855618,0.4675372448041199,0.5311752804855618,178.82576487649706,303.87571341691626,1.6992837336766478,0.31736526946107785,5437,754,1
NIFTY50,30min,7,3.5,NIFTY50_30min_p7_m3.5,147,5.934101458885942,36.816326530612244,4.591269841269842,4.041666666666667,0.5331984550303476,0.46551407025933417,0.5331984550303476,191.77451371173478,320.14453922193877,1.669380007935585,0.3741496598639456,5437,754,1
NIFTY50,30min,7,4.0,NIFTY50_30min_p7_m4.0,125,5.046004641909814,43.296,5.506999999999999,4.9375,0.513518484458341,0.4851940408313408,0.513518484458341,202.59362500000003,354.54597812500003,1.750035215199886,0.472,5437,754,1
NIFTY50,30min,7,5.0,NIFTY50_30min_p7_m5.0,85,3.4312831564986737,63.68235294117647,8.226225490196079,6.125,0.47342284347986024,0.5252896818098216,0.5252896818098216,219.94289522058833,464.21645680147066,2.1106226520110685,0.6,5437,754,1
NIFTY50,30min,10,1.5,NIFTY50_30min_p10_m1.5,355,14.330653183023873,15.219718309859156,1.6184859154929578,0.9166666666666666,0.5392679786647048,0.45889277174912635,0.5392679786647048,124.58593529929587,197.06238886443657,1.5817386480346174,0.09577464788732394,5437,754,0
NIFTY50,30min,10,2.0,NIFTY50_30min_p10_m2.0,273,11.020474137931036,19.791208791208792,2.221916971916972,1.125,0.5444178775059776,0.4537428729078536,0.5444178775059776,147.37309123168512,223.86280334249076,1.5190208841487638,0.14652014652014653,5437,754,0
NIFTY50,30min,10,2.5,NIFTY50_30min_p10_m2.5,209,8.43691976127321,25.870813397129186,3.106559011164274,2.0416666666666665,0.521427257678867,0.4767334927349641,0.521427257678867,157.4392531399522,271.27320013456944,1.723034089176141,0.23444976076555024,5437,754,1
NIFTY50,30min,10,3.0,NIFTY50_30min_p10_m3.0,165,6.660726127320955,32.775757575757574,3.9921717171717166,2.9791666666666665,0.5416590031267243,0.45650174728710685,0.5416590031267243,176.38152225378786,309.4330184659092,1.754339198981848,0.3212121212121212,5437,754,1
NIFTY50,30min,10,3.5,NIFTY50_30min_p10_m3.5,145,5.853365384615385,37.30344827586207,4.651005747126436,4.0625,0.5304395806510943,0.4677211697627368,0.5304395806510943,189.78657058189665,326.8217133620691,1.722048680051569,0.3724137931034483,5437,754,1
NIFTY50,30min,10,4.0,NIFTY50_30min_p10_m4.0,123,4.965268567639257,43.97560975609756,5.571985094850949,4.895833333333333,0.5273128563546073,0.47084789405922384,0.5273128563546073,207.5350038109757,361.1072662601626,1.7399824590027309,0.4796747967479675,5437,754,1
NIFTY50,30min,10,5.0,NIFTY50_30min_p10_m5.0,81,3.2698110079575597,66.85185185185185,8.584619341563785,6.145833333333333,0.4945742137208019,0.5035865366930292,0.5035865366930292,226.79316165123467,480.5283709490741,2.11879567906918,0.6419753086419753,5437,754,1
NIFTY50,30min,14,1.5,NIFTY50_30min_p14_m1.5,351,14.16918103448276,15.381766381766381,1.6495726495726495,0.9166666666666666,0.5446018024645944,0.45282324811476915,0.5446018024645944,120.20272881054137,202.81409254807684,1.6872669577056285,0.09971509971509972,5437,754,0
NIFTY50,30min,14,2.0,NIFTY50_30min_p14_m2.0,273,11.020474137931036,19.776556776556777,2.256868131868132,1.125,0.5565569247746919,0.4408681258046717,0.5565569247746919,146.49359260531142,225.64137906364462,1.5402815580581477,0.14285714285714285,5437,754,0
NIFTY50,30min,14,2.5,NIFTY50_30min_p14_m2.5,209,8.43691976127321,25.851674641148325,3.125,2.0416666666666665,0.535773404450984,0.4616516461283796,0.535773404450984,159.1643708881579,272.23372458133974,1.7103936205209755,0.23923444976076555,5437,754,1
NIFTY50,30min,14,3.0,NIFTY50_30min_p14_m3.0,167,6.741462201591512,32.35928143712575,3.9477295409181634,3.0,0.5491999264300166,0.44822512414934707,0.5491999264300166,178.58924026946107,305.1023835142216,1.7084029421586289,0.30538922155688625,5437,754,1
NIFTY50,30min,14,3.5,NIFTY50_30min_p14_m3.5,149,6.0148375331564985,36.2751677852349,4.561521252796421,3.9791666666666665,0.5479124517196984,0.44951259885966527,0.5479124517196984,188.47013684983224,323.65167785234905,1.7172570851913038,0.3624161073825503,5437,754,1
NIFTY50,30min,14,4.0,NIFTY50_30min_p14_m4.0,121,4.884532493368701,44.66942148760331,5.630165289256198,4.895833333333333,0.5409233032922568,0.45650174728710685,0.5409233032922568,211.67771823347115,361.75905539772725,1.709008668539799,0.47107438016528924,5437,754,1
NIFTY50,30min,14,5.0,NIFTY50_30min_p14_m5.0,81,3.2698110079575597,66.80246913580247,8.518004115226338,6.041666666666667,0.5133345594997241,0.48409049107963953,0.5133345594997241,237.3160445601852,482.3332947530866,2.0324512640811485,0.6049382716049383,5437,754,1
NIFTY50,30min,21,1.5,NIFTY50_30min_p21_m1.5,351,14.16918103448276,15.361823361823362,1.6352682811016146,0.9166666666666666,0.5495677763472503,0.4465697995217951,0.5495677763472503,119.90600850249295,204.42435007122506,1.7048716125595567,0.09686609686609686,5437,754,0
NIFTY50,30min,21,2.0,NIFTY50_30min_p21_m2.0,277,11.181946286472149,19.465703971119133,2.2103640192539107,1.1041666666666667,0.5652013978296855,0.43093617803935996,0.5652013978296855,146.14838532265352,223.44782688402518,1.5289106779436308,0.1371841155234657,5437,754,0
NIFTY50,30min,21,2.5,NIFTY50_30min_p21_m2.5,205,8.275447612732096,26.321951219512194,3.1557926829268292,2.0416666666666665,0.546808901967997,0.44932867390104836,0.546808901967997,157.00050114329278,279.5373094512195,1.7804867335811154,0.25853658536585367,5437,754,1
NIFTY50,30min,21,3.0,NIFTY50_30min_p21_m3.0,169,6.822198275862069,31.93491124260355,3.952416173570019,2.9791666666666665,0.548464226595549,0.4476733492734964,0.548464226595549,171.43255131286978,308.30503651997043,1.7984042946272443,0.3136094674556213,5437,754,1
NIFTY50,30min,21,3.5,NIFTY50_30min_p21_m3.5,145,5.853365384615385,37.227586206896554,4.673994252873563,3.9791666666666665,0.5593157991539451,0.43682177671510025,0.5593157991539451,190.3237984913794,332.00894935344826,1.7444426392555759,0.3793103448275862,5437,754,1
NIFTY50,30min,21,4.0,NIFTY50_30min_p21_m4.0,123,4.965268567639257,43.886178861788615,5.5564024390243905,4.791666666666667,0.5331984550303476,0.4629391208386978,0.5331984550303476,212.937839811992,363.26989011686993,1.7059903042014972,0.4634146341463415,5437,754,1
NIFTY50,30min,21,5.0,NIFTY50_30min_p21_m5.0,79,3.1890749336870026,68.40506329113924,8.813027426160337,6.083333333333333,0.5387162037888541,0.4574213720801913,0.5387162037888541,233.18608089398742,497.44931764240505,2.1332719162965765,0.6075949367088608,5437,754,1
NIFTY50,30min,30,1.5,NIFTY50_30min_p30_m1.5,353,14.249917108753316,15.24929178470255,1.6069405099150142,0.8958333333333334,0.5530623505609711,0.44141990068052234,0.5530623505609711,126.41971273017008,199.0693896069405,1.5746704790560133,0.08781869688385269,5437,754,0
NIFTY50,30min,30,2.0,NIFTY50_30min_p30_m2.0,275,11.101210212201591,19.574545454545454,2.2322727272727274,1.1041666666666667,0.5657531727055362,0.4287290785359573,0.5657531727055362,142.06691903409097,227.8930795454545,1.604124880689278,0.14181818181818182,5437,754,0
NIFTY50,30min,30,2.5,NIFTY50_30min_p30_m2.5,207,8.356183687002654,26.02415458937198,3.133856682769726,1.9791666666666667,0.5606032738642633,0.4338789773772301,0.5606032738642633,155.7280363073672,276.304578049517,1.7742763897963922,0.25120772946859904,5437,754,1
NIFTY50,30min,30,3.0,NIFTY50_30min_p30_m3.0,173,6.983670424403183,31.14450867052023,3.8796965317919074,2.8958333333333335,0.5604193489056465,0.434062902335847,0.5604193489056465,167.77142341040457,308.44767882947986,1.8384995046203505,0.2947976878612717,5437,754,1
NIFTY50,30min,30,3.5,NIFTY50_30min_p30_m3.5,143,5.772629310344827,37.68531468531469,4.776806526806527,3.9583333333333335,0.5681441971675556,0.4263380540739378,0.5681441971675556,187.97552993881123,340.521323208042,1.8115194212719425,0.3916083916083916,5437,754,1
NIFTY50,30min,30,4.0,NIFTY50_30min_p30_m4.0,123,4.965268567639257,43.8130081300813,5.55691056910569,4.104166666666667,0.5561890748574582,0.4382931763840353,0.5561890748574582,210.31265561483744,361.58695058434967,1.7192828911187972,0.43902439024390244,5437,754,1
NIFTY50,30min,30,5.0,NIFTY50_30min_p30_m5.0,83,3.350547082228117,65.0,8.345883534136545,6.166666666666667,0.5576604745263932,0.43682177671510025,0.5576604745263932,233.81866057981946,475.374049322289,2.033088583021837,0.6506024096385542,5437,754,1
NIFTY50,30min,50,1.5,NIFTY50_30min_p50_m1.5,349,14.088444960212202,15.366762177650429,1.6145534861509077,0.9166666666666666,0.5554533750229906,0.43535037704616514,0.5554533750229906,128.95962459706314,200.51388789398277,1.5548578752496551,0.09742120343839542,5437,754,0
NIFTY50,30min,50,2.0,NIFTY50_30min_p50_m2.0,267,10.778265915119364,20.086142322097377,2.2888576779026217,1.1041666666666667,0.5539819753540556,0.43682177671510025,0.5539819753540556,141.92025105337086,236.75279143258422,1.6682100663953194,0.14606741573033707,5437,754,0
NIFTY50,30min,50,2.5,NIFTY50_30min_p50_m2.5,211,8.517655835543767,25.436018957345972,3.0768167456556084,1.9583333333333333,0.5622585984918154,0.42854515357734047,0.5622585984918154,160.42795097748817,268.2101784656399,1.6718419504296738,0.25118483412322273,5437,754,1
NIFTY50,30min,50,3.0,NIFTY50_30min_p50_m3.0,167,6.741462201591512,32.1437125748503,4.07123253493014,2.8958333333333335,0.55490160014714,0.4359021519220158,0.55490160014714,162.89463650823356,322.95359047529945,1.982591921981272,0.31137724550898205,5437,754,1
NIFTY50,30min,50,3.5,NIFTY50_30min_p50_m3.5,145,5.853365384615385,37.02758620689655,4.664655172413793,3.2291666666666665,0.5679602722089387,0.42284347986021703,0.5679602722089387,190.9548626077587,337.13066002155165,1.7654992149325537,0.36551724137931035,5437,754,1
NIFTY50,30min,50,4.0,NIFTY50_30min_p50_m4.0,121,4.884532493368701,44.37190082644628,5.635330578512396,4.104166666666667,0.5683281221261726,0.42247562994298327,0.5683281221261726,207.0723366477274,372.65163352272725,1.7996205555775624,0.4462809917355372,5437,754,1
NIFTY50,30min,50,5.0,NIFTY50_30min_p50_m5.0,83,3.350547082228117,64.6987951807229,8.261295180722891,6.041666666666667,0.5679602722089387,0.42284347986021703,0.5679602722089387,238.0289580195784,478.38971667921686,2.009796289743319,0.6024096385542169,5437,754,1
NIFTY50,60min,7,1.5,NIFTY50_60min_p7_m1.5,238,9.923458904109589,14.394957983193278,2.5465686274509807,1.2291666666666665,0.5353300378016865,0.4626344867694097,0.5353300378016865,159.11760602678572,270.20165605304624,1.698125448214453,0.18487394957983194,3439,730,0
NIFTY50,60min,7,2.0,NIFTY50_60min_p7_m2.0,190,7.922089041095891,18.03157894736842,3.364035087719299,2.25,0.5545216632742076,0.44344286129688865,0.5545216632742076,174.03653371710527,298.1160978618421,1.7129512493418593,0.24210526315789474,3439,730,1
NIFTY50,60min,7,2.5,NIFTY50_60min_p7_m2.5,150,6.254280821917809,22.84,4.4077777777777785,3.125,0.5457981971503344,0.45216632742076185,0.5457981971503344,198.28830729166665,333.7516796875,1.6831636935433476,0.35333333333333333,3439,730,1
NIFTY50,60min,7,3.0,NIFTY50_60min_p7_m3.0,114,4.753253424657535,30.05263157894737,5.985745614035086,4.125,0.5318406513521372,0.466123873218959,0.5318406513521372,201.77198122258773,400.91445655153507,1.9869679334181707,0.45614035087719296,3439,730,1
NIFTY50,60min,7,3.5,NIFTY50_60min_p7_m3.5,84,3.502397260273973,40.785714285714285,8.238095238095239,6.0625,0.5199185809828438,0.4780459435882524,0.5199185809828438,216.78259858630952,493.21019345238096,2.275137380346582,0.5714285714285714,3439,730,1
NIFTY50,60min,7,4.0,NIFTY50_60min_p7_m4.0,74,3.085445205479452,46.2972972972973,9.356981981981981,7.229166666666666,0.5050886885722594,0.4928758359988369,0.5050886885722594,233.58918391047297,517.6189822635135,2.2159372861283675,0.6486486486486487,3439,730,1
NIFTY50,60min,7,5.0,NIFTY50_60min_p7_m5.0,60,2.5017123287671232,57.1,11.471527777777776,9.145833333333332,0.4576911892992149,0.5402733352718814,0.5402733352718814,312.11510416666664,549.1134114583333,1.7593298245672586,0.7666666666666667,3439,730,1
NIFTY50,60min,10,1.5,NIFTY50_60min_p10_m1.5,236,9.840068493150685,14.504237288135593,2.602401129943503,1.25,0.5463797615585926,0.45071241640011633,0.5463797615585926,157.49955309851694,274.7071719412076,1.744177469312415,0.18220338983050846,3439,730,0
NIFTY50,60min,10,2.0,NIFTY50_60min_p10_m2.0,182,7.5885273972602745,18.807692307692307,3.5505952380952377,2.854166666666667,0.5527769700494329,0.444315207909276,0.5527769700494329,173.0406722184066,311.9917475103022,1.8029966221843836,0.26373626373626374,3439,730,1
NIFTY50,60min,10,2.5,NIFTY50_60min_p10_m2.5,150,6.254280821917809,22.82,4.4077777777777785,3.208333333333333,0.5533585344576912,0.44373364350101774,0.5533585344576912,199.8559375,335.3426822916667,1.6779220396775385,0.36,3439,730,1
NIFTY50,60min,10,3.0,NIFTY50_60min_p10_m3.0,110,4.586472602739726,31.118181818181817,6.209090909090909,4.895833333333334,0.5513230590287874,0.4457691189299215,0.5513230590287874,206.15413707386364,414.6499644886364,2.0113589296540293,0.4818181818181818,3439,730,1
NIFTY50,60min,10,3.5,NIFTY50_60min_p10_m3.5,82,3.419006849315069,41.74390243902439,8.362296747967479,6.166666666666666,0.5437627217214307,0.45332945623727827,0.5437627217214307,216.8047589557927,507.4475990853659,2.340574079321,0.573170731707317,3439,730,1
NIFTY50,60min,10,4.0,NIFTY50_60min_p10_m4.0,74,3.085445205479452,46.25675675675676,9.34177927927928,7.020833333333334,0.5260250072695551,0.4710671706891538,0.5260250072695551,235.18984902871622,519.1337890625,2.2072967485901773,0.6351351351351351,3439,730,1
NIFTY50,60min,10,5.0,NIFTY50_60min_p10_m5.0,58,2.4183219178082194,59.01724137931034,11.812500000000002,8.75,0.5001453911020646,0.4969467868566444,0.5001453911020646,295.59664601293105,570.3396753771551,1.92945245851066,0.7758620689655172,3439,730,1
NIFTY50,60min,14,1.5,NIFTY50_60min_p14_m1.5,246,10.257020547945206,13.898373983739837,2.476287262872629,1.1875,0.5597557429485316,0.43617330619366096,0.5597557429485316,159.50243743648375,262.6859200330285,1.6469085003019714,0.15447154471544716,3439,730,0
NIFTY50,60min,14,2.0,NIFTY50_60min_p14_m2.0,178,7.421746575342466,19.207865168539325,3.6367041198501875,2.875,0.5565571387031114,0.43937191043908114,0.5565571387031114,173.91795777738764,319.84383778089887,1.839050100796918,0.2752808988764045,3439,730,1
NIFTY50,60min,14,2.5,NIFTY50_60min_p14_m2.5,148,6.170890410958904,23.10135135135135,4.46677927927928,3.1875,0.5673160802558883,0.4286129688863042,0.5673160802558883,209.51986116976352,338.2264041385135,1.6142928037951756,0.35135135135135137,3439,730,1
