symbol,mode,ipo_short_window,base_qualify_date,rim_date,rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,tv20_cr_at_q,tv20_cr_at_breakout,breakout_date,breakout_close,breakout_day_move_pct,days_q_to_breakout,fill_a_nextopen_date,fill_a_nextopen,fill_b_buystop,gap_pct_a_vs_rim,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
DIACABS,L120,0,2025-07-04,2025-01-09,146.42,2025-03-03,83.36,43.07,120,0.311,0.734,1.058e-04,0.497,0.683,1,0,3.544,0.2644,0.0272,1,61.39,63.68,2025-07-08,147.46,1.52,2,2025-07-09,149.4,149.4,2.04,0.4718,1.67,-7.6,31.49,2025-08-08,154.28,3.27,23,0,37.08,-22.64
DIACABS,L180,0,2025-07-15,2024-12-06,175.2,2025-03-03,83.36,52.42,180,0.503,0.736,6.378e-05,0.606,0.544,1,0,4.901,0.3892,0.1638,1,101.25,101.25,2025-07-16,178.09,2.99,1,2025-07-17,181.99,181.99,3.88,0.5994,-22.93,-23.5,7.95,2025-08-08,154.28,-15.23,17,0,12.53,-36.5
DIACABS-BE,L120,0,2025-07-04,2025-01-10,141.23,2025-03-03,83.36,40.98,120,0.303,0.724,1.018e-04,0.49,0.65,1,0,3.267,0.2645,0.0264,1,61.39,61.39,2025-07-07,145.25,4.14,1,2025-07-08,146.85,146.85,3.98,0.4632,2.59,-5.88,54.89,2025-08-08,154.28,5.06,24,0,71.47,-21.3
DIACABS-BE,L180,0,2025-07-15,2024-12-06,175.2,2025-03-03,83.36,52.42,180,0.497,0.739,6.435e-05,0.603,0.55,1,0,4.747,0.3893,0.1618,1,101.25,101.25,2025-07-16,178.09,2.99,1,2025-07-17,181.99,181.99,3.88,0.607,-22.93,-23.5,47.89,2025-08-08,154.28,-15.23,17,0,52.04,-36.5
DIAMONDYD,VAR,0,2021-07-08,2021-02-04,736.17,2021-05-03,533.94,27.47,105,0.548,0.759,8.940e-05,0.515,0.419,1,0,4.075,0.6467,0.5564,1,2.64,2.72,2021-07-09,773.17,7.12,1,2021-07-12,779.33,779.33,5.86,0.5286,-14.42,6.14,-7.91,2021-08-11,669.11,-14.14,22,0,16.08,-30.61
DIFFNKG,L180,0,2025-09-04,2024-12-17,381.47,2025-05-02,235.74,38.2,180,0.514,0.73,3.829e-05,0.451,0.411,1,0,2.671,0.4588,0.4151,1,7.84,7.94,2025-09-05,388.55,1.89,1,2025-09-08,391.9,391.9,2.73,0.5529,-28.96,-36.12,16.69,2025-11-17,340.2,-13.19,48,0,32.66,-44.68
DIGISPICE,L120,0,2024-07-12,2024-01-31,41.3,2024-03-27,23.4,43.34,120,0.395,0.705,1.241e-04,0.464,0.425,1,0,0.681,0.369,0.2984,0,5.01,5.01,2024-07-12,42.88,-1.79,0,2024-07-15,42.9,42.9,3.87,0.3111,-25.62,-31.49,-48.21,2024-07-22,36.93,-13.92,5,0,6.34,-60.16
DISHTV,L120,0,2010-07-16,2010-01-22,47.65,2010-05-07,35.3,25.92,120,0.58,0.839,6.089e-05,0.439,0.55,1,1,0.927,0.3604,0.3221,0,7.86,9.04,2010-08-06,49.8,6.3,15,2010-08-09,49.0,49.0,2.83,0.5641,16.63,25.71,74.59,2011-01-10,63.95,30.51,108,0,97.96,-1.43
DISHTV,L120,0,2022-09-20,2022-04-08,17.9,2022-06-20,10.55,41.06,120,0.471,0.703,1.094e-04,0.564,0.508,1,0,1.721,0.2145,0.1255,1,13.4,14.59,2022-09-21,18.45,6.65,1,2022-09-22,18.5,18.5,3.35,0.4723,8.11,-20.27,-1.62,2022-11-07,15.45,-16.49,31,0,31.89,-32.97
DISHTV,L180,0,2010-08-26,2010-01-15,50.35,2010-05-07,35.3,29.89,180,0.559,0.705,3.141e-05,0.437,0.422,1,0,0.833,0.4071,0.3638,0,10.89,10.89,2010-08-30,50.85,1.9,2,2010-08-31,50.8,50.8,0.89,0.3513,35.73,16.44,42.32,2011-01-10,63.95,25.89,92,0,90.94,-2.66
DISHTV,L180,0,2023-09-05,2022-12-15,21.55,2023-03-28,12.55,41.76,180,0.397,0.71,4.318e-05,0.473,0.478,1,0,2.817,0.2313,0.2216,1,44.11,44.11,2023-09-07,21.95,2.81,2,2023-09-08,22.1,22.1,2.55,0.4345,-16.06,-4.98,-36.33,2023-10-09,17.3,-21.72,20,0,17.87,-41.86
DISHTV,L250,0,2012-09-14,2011-10-13,80.35,2012-03-06,52.75,34.35,250,0.47,0.707,1.883e-05,0.531,0.44,1,0,0.703,0.2029,0.1764,0,15.68,18.59,2012-09-27,81.65,3.16,8,2012-09-28,82.8,82.8,3.05,0.3827,-9.06,-26.15,-37.2,2012-10-22,73.85,-10.81,16,0,2.48,-52.29
DISHTV,VAR,0,2010-08-06,2010-01-15,50.35,2010-05-07,35.3,29.89,140,0.532,0.768,5.079e-05,0.441,0.529,1,0,0.845,0.3969,0.2821,0,9.04,10.11,2010-08-16,51.6,3.61,6,2010-08-17,51.8,51.8,2.88,0.54,30.21,10.91,59.94,2011-01-10,63.95,23.46,102,0,87.26,-5.89
DIVISLAB,L180,0,2005-08-19,2004-12-20,70.88,2005-05-03,46.15,34.89,180,0.575,0.736,3.812e-05,0.52,0.483,1,0,0.621,0.2792,0.157,0,4.44,4.44,2005-08-19,71.55,7.56,0,2005-08-22,72.0,72.0,1.58,0.4269,-2.75,24.47,24.49,2005-09-22,68.35,-5.07,23,0,39.93,-22.92
DIVISLAB,L180,0,2011-05-23,2010-09-13,383.9,2011-02-28,294.75,23.22,180,0.687,0.731,2.293e-05,0.546,0.433,1,0,0.757,0.4702,0.1903,0,11.87,21.15,2011-05-30,384.65,2.58,5,2011-05-31,385.0,385.0,0.29,0.2356,-6.85,-5.84,20.18,2011-08-08,390.82,1.51,50,0,23.48,-10.38
DIVISLAB,L250,0,2017-12-22,2016-12-22,1108.25,2017-05-26,545.3,50.8,250,0.422,0.837,2.739e-05,0.395,0.496,1,1,0.754,0.2863,0.3671,0,45.13,46.59,2017-12-27,1123.45,3.3,2,2017-12-28,1122.8,1122.8,1.31,0.4937,-6.02,-5.93,28.06,2018-02-02,1028.25,-8.42,26,0,40.54,-12.87
DIVISLAB,VAR,0,2017-12-22,2016-12-22,1108.25,2017-05-26,545.3,50.8,250,0.422,0.837,2.739e-05,0.395,0.496,1,1,0.754,0.2863,0.3671,0,45.13,46.59,2017-12-27,1123.45,3.3,2,2017-12-28,1122.8,1122.8,1.31,0.4937,-6.02,-5.93,28.06,2018-02-02,1028.25,-8.42,26,0,40.54,-12.87
DIXON,L120,0,2023-06-02,2022-12-08,4164.25,2023-02-22,2644.2,36.5,120,0.445,0.802,1.027e-04,0.577,0.625,1,1,1.416,0.4975,0.2085,1,239.6,290.4,2023-06-12,4185.05,2.72,6,2023-06-13,4207.85,4207.85,1.05,0.6816,18.78,43.33,157.99,2023-07-24,4014.85,-4.59,29,0,158.77,-6.06
DIXON,L180,0,2023-07-11,2022-11-14,4591.45,2023-02-22,2644.2,42.41,180,0.486,0.763,6.630e-05,0.541,0.428,1,0,1.921,0.4172,0.4854,1,246.9,136.48,2023-08-04,4616.25,3.89,18,2023-08-07,4599.95,4599.95,0.19,0.5352,15.87,27.46,149.0,2023-10-30,5103.85,10.95,57,0,179.98,-4.67
DIXON,L180,0,2026-08-14,2025-11-26,14825.0,2026-03-30,9673.0,34.75,180,0.48,0.845,4.268e-05,0.473,0.428,1,1,0.876,0.1325,0.1092,0,373.35,400.93,2026-08-20,14839.0,2.34,4,2026-08-21,14864.0,14864.0,0.26,0.5375,-9.8,-9.8,-9.8,2026-09-10,13408.0,-9.8,15,0,0.91,-10.15
DLF,L120,0,2009-06-03,2008-12-22,316.55,2009-02-03,132.85,58.03,120,0.353,0.707,2.213e-04,0.458,0.425,1,0,1.239,0.2058,0.216,1,664.73,664.73,2009-06-03,402.7,-0.49,0,2009-06-04,376.6,376.6,18.97,0.1625,6.0,-5.92,-31.44,2009-06-18,321.55,-14.62,11,0,38.05,-32.42
DLINKINDIA,L120,0,2017-01-05,2016-07-14,118.55,2016-09-21,71.75,39.48,120,0.395,0.798,1.154e-04,0.51,0.683,1,0,2.455,0.3964,0.3003,1,9.83,4.8,2017-01-23,119.15,11.77,12,2017-01-24,119.7,119.7,0.97,0.6527,12.7,-17.67,4.26,2017-05-15,108.7,-9.19,74,0,22.1,-34.17
DLINKINDIA,L180,0,2017-02-14,2016-07-12,120.5,2016-09-21,71.75,40.46,180,0.447,0.701,5.537e-05,0.509,0.456,1,0,4.203,0.3336,0.3387,1,4.01,4.01,2017-02-14,121.45,-0.98,0,2017-02-15,121.55,121.55,0.87,0.4939,-18.31,-24.56,-17.61,2017-05-15,108.7,-10.57,59,0,20.24,-35.17
DOLATALGO,L250,0,2023-11-20,2022-12-15,68.93,2023-03-28,39.68,42.43,250,0.365,0.838,2.604e-05,0.565,0.5,1,1,1.442,0.3293,0.2427,1,2.5,1.81,2023-12-13,69.19,2.88,16,2023-12-14,69.24,69.24,0.45,0.5226,-11.34,113.47,85.63,2024-03-13,61.39,-11.34,60,0,168.46,-14.72
DOLATALGO,VAR,0,2023-11-20,2022-12-15,68.93,2023-03-28,39.68,42.43,230,0.31,0.809,2.921e-05,0.533,0.543,1,1,1.361,0.3293,0.2427,1,2.5,1.81,2023-12-13,69.19,2.88,16,2023-12-14,69.24,69.24,0.45,0.4649,-11.34,113.47,85.63,2024-03-13,61.39,-11.34,60,0,168.46,-14.72
DRREDDY,L250,0,2009-06-30,2008-06-18,137.9,2009-03-05,74.8,45.76,250,0.699,0.828,3.646e-05,0.506,0.436,1,1,1.165,0.3108,0.2104,0,39.67,39.67,2009-06-30,155.95,-0.38,0,2009-07-01,156.0,156.0,13.13,0.3552,11.41,55.54,88.53,2010-01-21,224.7,44.04,138,0,94.49,-6.67
DSSL,L120,0,2024-03-28,2023-10-31,800.0,2023-11-30,596.4,25.45,120,0.311,0.717,6.508e-05,0.377,0.425,1,0,0.945,0.5686,0.3105,0,2.56,2.56,2024-03-28,1027.8,9.68,0,2024-04-01,1032.0,1032.0,29.0,0.2303,9.58,38.88,3.1,2024-06-04,1077.4,4.4,44,0,68.3,-10.48
DSSL,L180,0,2023-02-08,2022-06-14,415.85,2022-10-03,258.6,37.81,180,0.508,0.703,4.283e-05,0.4,0.494,1,0,1.781,0.3834,0.3215,1,3.77,3.77,2023-02-08,474.3,0.93,0,2023-02-09,478.0,478.0,14.95,0.5377,-21.16,21.3,60.31,2023-02-15,427.15,-10.64,5,0,77.62,-40.47
DWARKESH,L120,0,2005-08-02,2005-02-28,18.69,2005-06-10,12.88,31.09,120,0.697,0.705,7.584e-05,0.534,0.467,1,0,0.691,0.5671,0.666,0,2.07,2.57,2005-08-03,19.13,3.63,1,2005-08-04,19.98,19.98,6.9,0.2754,-5.36,18.37,-35.04,2005-10-31,18.91,-5.36,60,0,53.95,-51.2
DWARKESH,L120,0,2017-01-19,2016-08-03,36.08,2016-11-17,22.57,37.44,120,0.622,0.719,8.502e-05,0.377,0.575,1,0,1.531,0.5828,0.5775,1,30.08,30.08,2017-01-19,39.86,0.45,0,2017-01-20,39.79,39.79,10.28,0.5236,18.8,7.29,0.28,2017-05-30,42.32,6.36,87,0,102.06,-4.93
DWARKESH,VAR,1,2005-07-25,2005-02-28,18.69,2005-06-10,12.88,31.09,104,0.699,0.702,9.019e-05,0.539,0.538,1,0,1.231,0.5909,0.6043,1,3.01,2.57,2005-08-03,19.13,3.63,6,2005-08-04,19.98,19.98,6.9,0.3421,-5.36,18.37,-35.04,2005-10-31,18.91,-5.36,60,0,53.95,-51.2
DYCL,L120,0,2025-07-04,2025-01-09,483.41,2025-04-09,254.99,47.25,120,0.513,0.774,1.658e-04,0.469,0.442,1,0,1.993,0.4815,0.5797,1,14.94,14.94,2025-07-04,491.62,4.26,0,2025-07-07,499.5,499.5,3.33,0.5488,-22.51,-33.57,-26.0,2025-07-24,432.25,-13.46,14,0,5.46,-52.59
DYCL,L180,0,2023-07-14,2023-01-03,110.35,2023-03-28,78.73,28.65,180,0.598,0.708,4.838e-05,0.336,0.422,1,0,1.895,0.6429,0.7664,1,5.17,5.17,2023-07-14,183.1,-0.46,0,2023-07-17,184.0,184.0,66.74,0.3716,22.83,29.51,57.35,2023-08-21,231.7,25.92,25,0,84.52,-8.41
E2E-BE,L180,0,2026-06-02,2025-10-07,374.4,2025-12-29,195.5,47.78,180,0.425,0.707,6.808e-05,0.509,0.461,1,0,0.845,0.3976,0.3519,0,55.68,55.68,2026-06-02,432.4,5.0,0,2026-06-03,447.0,447.0,19.39,0.3516,37.15,34.82,34.82,2026-06-11,369.0,-17.45,7,0,56.15,-19.19
E2E-BE,VAR,0,2026-05-22,2025-10-07,374.4,2025-12-29,195.5,47.78,154,0.366,0.725,8.488e-05,0.496,0.539,1,0,0.908,0.3799,0.3649,0,25.84,26.11,2026-05-26,388.5,4.94,2,2026-05-27,392.5,392.5,4.83,0.3756,58.94,53.54,53.54,2026-06-11,369.0,-5.99,11,0,77.83,-7.97
ECLERX,VAR,0,2020-08-14,2020-01-16,230.0,2020-03-19,117.8,48.78,145,0.306,0.734,8.515e-05,0.573,0.483,1,0,1.917,0.6266,0.5672,1,7.33,7.33,2020-08-17,238.4,5.81,1,2020-08-18,234.5,234.5,1.96,0.3431,1.15,42.64,231.17,2020-10-29,224.1,-4.43,52,0,240.13,-4.9
ECOSMOBLTY,L120,0,2025-06-10,2024-12-13,313.27,2025-03-03,174.72,44.23,120,0.462,0.767,1.352e-04,0.547,0.492,1,0,1.209,0.4435,0.4082,1,8.87,8.87,2025-06-10,317.43,6.79,0,2025-06-11,318.27,318.27,1.6,0.5273,-14.04,-26.02,-59.32,2025-08-01,295.31,-7.21,38,0,11.69,-67.34
EDELWEISS,L180,0,2010-08-18,2010-01-05,34.15,2010-05-17,27.0,20.94,180,0.626,0.701,3.024e-05,0.455,0.411,1,0,1.407,0.6113,0.7977,1,2.3,2.3,2010-08-18,37.0,-4.15,0,2010-08-19,37.25,37.25,9.08,0.2559,14.23,-32.89,-44.56,2010-08-26,35.2,-5.5,6,0,23.62,-47.79
EIHOTEL,VAR,0,2022-08-24,2022-04-08,167.2,2022-06-20,122.3,26.85,94,0.516,0.827,1.231e-04,0.517,0.457,1,1,1.003,0.4956,0.7061,0,6.05,6.05,2022-09-02,187.95,17.76,6,2022-09-05,191.8,191.8,14.71,0.5696,-6.73,-14.18,30.16,2022-11-15,174.05,-9.25,49,0,43.35,-21.61
EIMCOELECO,L120,0,2025-06-05,2024-12-16,2534.35,2025-03-12,1353.35,46.6,120,0.538,0.899,1.522e-04,0.513,0.467,1,1,1.398,0.4219,0.3781,1,3.06,3.06,2025-06-05,2562.4,10.39,0,2025-06-06,2648.0,2648.0,4.48,0.6566,-13.86,-38.5,-41.6,2025-07-16,2420.1,-8.61,29,0,14.04,-46.92
EKC,L180,0,2022-01-05,2021-04-27,154.6,2021-07-09,88.35,42.85,180,0.318,0.873,6.147e-05,0.362,0.411,1,1,0.556,0.1941,0.1504,0,14.31,14.31,2022-01-05,240.15,-2.42,0,2022-01-06,241.2,241.2,56.02,0.3916,-4.52,-25.08,-60.26,2022-01-24,235.2,-2.49,13,0,20.98,-62.48
ELECTCAST,L180,0,2009-06-01,2008-09-04,33.9,2008-12-08,13.05,61.5,180,0.374,0.87,1.014e-04,0.516,0.667,1,1,2.052,0.3911,0.2843,1,5.02,5.02,2009-06-01,34.1,11.62,0,2009-06-02,35.0,35.0,3.24,0.5646,18.57,19.29,28.86,2009-06-18,28.8,-17.71,13,0,60.29,-27.14
ELECTCAST,L250,0,2009-07-27,2008-08-08,39.8,2008-12-08,13.05,67.21,250,0.39,0.824,6.875e-05,0.5,0.544,1,1,2.678,0.2821,0.2567,1,3.93,4.73,2009-08-13,39.95,17.67,13,2009-08-14,40.2,40.2,1.01,0.4992,-0.5,13.56,27.24,2009-11-03,38.2,-4.98,52,0,39.55,-8.46
ELECTCAST,VAR,0,2009-07-27,2008-08-08,39.8,2008-12-08,13.05,67.21,232,0.342,0.84,7.685e-05,0.474,0.586,1,1,2.744,0.2821,0.2567,1,3.93,4.73,2009-08-13,39.95,17.67,13,2009-08-14,40.2,40.2,1.01,0.5032,-0.5,13.56,27.24,2009-11-03,38.2,-4.98,52,0,39.55,-8.46
EMAMILTD,L120,0,2024-06-11,2024-01-01,572.7,2024-03-15,423.05,26.13,120,0.521,0.721,8.991e-05,0.469,0.4,1,0,1.189,0.5928,0.492,0,45.23,45.23,2024-06-11,715.75,-2.25,0,2024-06-12,713.9,713.9,24.66,0.3952,16.64,-11.35,-19.8,2024-09-16,751.95,5.33,66,0,20.47,-28.88
EMAMILTD,VAR,0,2024-05-24,2024-01-01,572.7,2024-03-15,423.05,26.13,99,0.541,0.878,9.898e-05,0.538,0.485,1,1,1.045,0.3668,0.4289,0,40.57,37.25,2024-05-30,611.85,16.8,4,2024-05-31,606.7,606.7,5.94,0.6008,37.46,5.3,-4.87,2024-09-16,751.95,23.94,74,0,41.75,-16.32
EMAMIREAL,L250,0,2017-06-22,2016-07-07,86.85,2016-11-21,54.0,37.82,250,0.41,0.737,2.936e-05,0.379,0.548,1,0,0.472,0.3597,0.4382,0,2.38,2.38,2017-06-22,137.6,-0.76,0,2017-06-23,138.85,138.85,59.87,0.498,35.72,105.76,36.3,2017-08-10,140.6,1.26,34,0,192.4,-8.35
EMBDL,L120,0,2009-06-03,2008-12-19,130.71,2009-03-09,68.94,47.26,120,0.546,0.708,1.725e-04,0.414,0.425,1,0,1.601,0.3291,0.3623,1,238.69,238.69,2009-06-03,192.18,-0.04,0,2009-06-04,188.57,188.57,44.27,0.3712,21.54,-12.22,-37.1,2009-06-18,153.22,-18.75,11,0,29.84,-38.36
EMBDL,L250,0,2009-09-23,2008-09-12,208.1,2009-03-09,68.94,66.87,250,0.466,0.701,4.303e-05,0.347,0.472,1,0,1.16,0.2626,0.2859,0,150.44,150.44,2009-09-23,215.07,-2.67,0,2009-09-24,213.06,213.06,2.38,0.2878,-17.0,-41.08,-33.54,2009-10-29,196.45,-7.8,22,0,14.92,-45.45
EMIL,L250,0,2026-08-25,2025-09-22,163.39,2026-03-23,85.58,47.62,250,0.582,0.71,3.458e-05,0.505,0.4,1,0,1.603,0.724,0.5515,1,64.37,64.37,2026-08-25,180.34,-1.71,0,2026-08-26,180.01,180.01,10.17,0.3491,6.74,6.74,6.74,,,6.74,12,1,9.11,-6.93
EPL,L120,0,2023-06-01,2022-12-16,191.05,2023-02-02,147.8,22.64,120,0.336,0.717,4.651e-05,0.424,0.433,1,0,0.796,0.6141,0.3743,0,14.99,14.99,2023-06-01,199.8,10.17,0,2023-06-02,199.8,199.8,4.58,0.2452,0.05,-0.3,-12.71,2023-08-10,205.2,2.7,49,0,18.19,-14.41
ESCORTS,L180,0,2021-10-12,2021-02-10,1442.4,2021-04-30,1118.6,22.45,180,0.369,0.713,2.875e-05,0.472,0.467,1,0,1.118,0.1141,0.1443,0,162.47,162.47,2021-10-12,1516.65,1.67,0,2021-10-13,1522.0,1522.0,5.52,0.2281,23.38,24.14,29.11,2022-02-07,1823.85,19.83,80,0,43.89,-14.15
ESCORTS,VAR,0,2021-09-06,2021-02-10,1442.4,2021-04-30,1118.6,22.45,141,0.371,0.755,3.440e-05,0.555,0.574,1,0,1.365,0.1354,0.0452,1,177.38,163.81,2021-09-14,1466.0,6.32,5,2021-09-15,1462.0,1462.0,1.36,0.3873,27.77,21.19,36.84,2022-02-07,1823.85,24.75,100,0,42.91,-10.62
ESTER,L120,0,2022-10-06,2022-04-22,177.01,2022-06-20,112.53,36.43,120,0.378,0.773,9.946e-05,0.464,0.475,1,0,0.697,0.4196,0.3867,0,3.73,3.73,2022-10-06,180.25,7.91,0,2022-10-07,180.89,180.89,2.19,0.456,-28.39,-52.44,-48.5,2022-11-15,144.72,-20.0,26,0,1.97,-54.92
ESTER,VAR,0,2022-09-15,2022-04-22,177.01,2022-06-20,112.53,36.43,101,0.4,0.866,1.359e-04,0.475,0.564,1,1,0.587,0.4298,0.3763,0,4.21,3.73,2022-10-06,180.25,7.91,14,2022-10-07,180.89,180.89,2.19,0.6653,-28.39,-52.44,-48.5,2022-11-15,144.72,-20.0,26,0,1.97,-54.92
ETERNAL,L120,0,2023-05-25,2022-12-02,68.55,2023-01-27,46.95,31.51,120,0.353,0.787,8.062e-05,0.504,0.45,1,0,1.449,0.1892,0.1414,1,471.62,471.62,2023-05-31,69.05,3.29,3,2023-06-01,68.7,68.7,0.22,0.3736,42.5,74.67,191.94,2024-03-13,148.65,116.38,180,0,201.6,-1.6
ETERNAL,L180,0,2025-07-30,2024-12-06,302.95,2025-03-13,201.43,33.51,180,0.48,0.709,3.800e-05,0.511,0.422,1,0,0.885,0.2687,0.2258,0,657.86,657.86,2025-07-30,303.45,-1.01,0,2025-07-31,300.0,302.95,-0.97,0.39,11.53,-13.77,3.65,2025-10-23,328.35,9.45,57,0,22.82,-29.13
ETERNAL,VAR,0,2025-07-22,2024-12-06,302.95,2025-03-13,201.43,33.51,156,0.439,0.765,4.778e-05,0.503,0.487,1,0,0.896,0.2715,0.2069,0,497.48,497.48,2025-07-24,313.15,3.67,2,2025-07-25,309.95,309.95,2.31,0.4692,9.08,-9.23,0.31,2025-10-23,328.35,5.94,61,0,18.87,-31.41
EVEREADY,L180,0,2025-08-06,2024-12-18,419.15,2025-04-07,275.6,34.25,180,0.536,0.714,3.777e-05,0.541,0.478,1,0,1.275,0.3501,0.3607,1,19.15,16.94,2025-08-19,438.1,6.87,8,2025-08-20,439.0,439.0,4.74,0.4601,-20.62,-22.29,-20.16,2025-09-24,406.2,-7.47,25,0,8.25,-40.85
EVEREADY,L250,0,2013-12-16,2013-01-07,24.4,2013-08-06,14.9,38.93,250,0.651,0.824,3.647e-05,0.465,0.416,1,1,1.703,0.5649,0.442,1,2.09,2.09,2013-12-16,36.75,-1.61,0,2013-12-17,36.35,36.35,48.98,0.4876,23.52,70.01,378.95,2014-09-25,97.3,167.68,192,0,441.68,-9.9
EVERESTIND-BE,L180,0,2017-06-23,2016-10-06,273.0,2016-12-26,185.1,32.2,180,0.313,0.883,5.556e-05,0.409,0.444,1,1,1.926,0.266,0.3497,1,2.32,2.32,2017-06-23,363.15,-4.35,0,2017-06-27,365.2,365.2,33.77,0.4875,-1.11,52.72,9.76,2017-08-10,307.5,-15.8,33,0,74.69,-19.76
EVERESTIND-BE,L180,0,2022-11-03,2022-03-23,771.7,2022-06-20,508.95,34.05,180,0.48,0.7,4.337e-05,0.43,0.433,1,0,0.385,0.3326,0.3486,0,5.7,5.7,2022-11-03,889.35,-1.29,0,2022-11-04,895.0,895.0,15.98,0.404,-17.51,0.83,35.97,2022-11-10,788.05,-11.95,4,0,53.63,-22.12
EVERESTIND-BE,L250,0,2017-06-23,2016-07-04,318.1,2016-12-26,185.1,41.81,250,0.506,0.786,3.278e-05,0.516,0.4,1,0,2.737,0.266,0.3497,1,2.32,2.32,2017-06-23,363.15,-4.35,0,2017-06-27,365.2,365.2,14.81,0.5608,-1.11,52.72,9.76,2017-08-10,307.5,-15.8,33,0,74.69,-19.76
EXCELINDUS,L120,0,2022-03-08,2021-10-07,1101.75,2021-11-29,837.7,23.97,120,0.42,0.713,1.029e-04,0.461,0.417,1,0,0.634,0.7433,0.4696,0,9.12,9.12,2022-03-08,1612.65,-1.19,0,2022-03-09,1610.0,1610.0,46.13,0.3181,-18.16,-11.04,-42.25,2022-03-31,1371.1,-14.84,16,0,12.98,-43.72
EXIDEIND,L180,0,2009-06-02,2008-09-01,70.3,2009-03-06,35.05,50.14,180,0.698,0.822,6.625e-05,0.545,0.472,1,1,2.632,0.1169,0.1884,1,3.06,3.06,2009-06-02,70.95,3.28,0,2009-06-03,72.0,72.0,2.42,0.3878,18.26,49.79,66.32,2010-01-28,108.75,51.04,162,0,77.99,-12.5
EXPLEOSOL,L120,0,2022-01-03,2021-07-15,1167.45,2021-09-30,876.65,24.91,120,0.462,0.906,1.021e-04,0.365,0.425,1,1,1.541,0.3511,0.4395,1,5.99,5.99,2022-01-03,1511.6,-0.11,0,2022-01-04,1537.65,1537.65,31.71,0.6016,-4.07,-25.7,-27.61,2022-01-24,1312.75,-14.63,15,0,7.09,-34.4
FACT,L180,0,2010-02-16,2009-06-04,55.3,2009-11-03,30.9,44.12,180,0.609,0.71,6.005e-05,0.437,0.55,1,0,3.245,0.4854,0.4712,1,13.51,13.51,2010-02-16,63.25,2.02,0,2010-02-17,63.45,63.45,14.74,0.5349,-18.05,-19.7,-35.93,2010-03-09,49.9,-21.36,14,0,4.49,-40.43
FCL,L120,0,2023-05-29,2022-12-05,31.51,2023-03-27,21.31,32.37,120,0.664,0.729,7.043e-05,0.527,0.6,1,0,0.696,0.457,0.3389,0,6.5,9.14,2023-06-05,31.66,2.46,5,2023-06-06,31.79,31.79,0.89,0.4317,-2.14,14.22,12.33,2023-07-12,27.37,-13.9,26,0,42.88,-17.36
FDC,L120,0,2021-05-21,2020-12-07,365.35,2021-03-19,272.25,25.48,120,0.664,0.736,5.610e-05,0.563,0.425,1,0,1.587,0.4339,0.4361,1,9.96,11.06,2021-06-14,381.3,12.98,16,2021-06-15,381.3,381.3,4.37,0.2941,-8.43,-25.78,-37.91,2021-08-17,342.15,-10.27,45,0,6.19,-39.72
FDC,VAR,0,2019-12-03,2019-05-27,203.6,2019-08-01,154.9,23.92,128,0.37,0.708,4.850e-05,0.495,0.484,1,0,0.933,0.584,0.3987,0,2.01,2.01,2019-12-06,206.25,4.14,3,2019-12-09,207.0,207.0,1.67,0.3189,8.99,20.29,66.64,2020-03-12,214.8,3.77,67,0,83.09,-15.46
FDC,VAR,0,2023-06-15,2022-11-11,314.45,2023-03-21,249.4,20.69,148,0.612,0.703,2.864e-05,0.463,0.439,1,0,1.854,0.5398,0.456,1,5.45,7.36,2023-06-23,314.55,0.43,6,2023-06-26,315.15,315.15,0.22,0.3162,15.02,25.05,45.22,2023-09-20,362.5,15.02,60,0,55.47,-2.73
FEDERALBNK,L180,0,2009-05-28,2008-09-08,22.85,2009-03-03,11.8,48.36,180,0.698,0.703,6.680e-05,0.528,0.5,1,0,1.652,0.3645,0.3397,1,8.21,8.21,2009-05-28,24.95,-0.2,0,2009-05-29,25.2,25.2,10.28,0.2787,-13.69,-7.54,32.34,2009-07-08,22.5,-10.71,29,0,40.87,-15.48
FEDFINA,L120,0,2025-06-09,2024-12-12,115.87,2025-03-28,82.51,28.79,120,0.613,0.821,5.070e-05,0.596,0.525,1,1,1.278,0.1774,0.0357,1,4.33,4.76,2025-06-13,117.23,1.85,4,2025-06-16,117.0,117.0,0.98,0.4826,22.26,23.53,32.11,2025-10-23,142.32,21.64,90,0,52.55,-4.59
FEDFINA,L180,0,2025-07-30,2024-12-04,117.89,2025-03-28,82.51,30.01,180,0.536,0.702,3.953e-05,0.462,0.422,1,0,1.45,0.2097,0.1745,1,7.41,7.41,2025-07-30,130.27,-1.47,0,2025-07-31,125.0,125.0,6.03,0.3537,14.35,16.2,22.02,2025-10-23,142.32,13.86,57,0,42.78,-4.74
FIEMIND,L120,0,2022-07-01,2022-01-17,664.5,2022-05-12,408.6,38.51,120,0.697,0.771,9.032e-05,0.546,0.467,1,0,1.639,0.6672,0.6949,1,17.54,17.54,2022-07-01,673.05,1.6,0,2022-07-04,669.7,669.7,0.78,0.4188,6.75,30.91,32.57,2022-09-26,687.8,2.7,58,0,55.82,0.0
