symbol,mode,ipo_short_window,base_qualify_date,rim_date,rim_level,trough_date,trough_close,depth_pct,base_len_bars,trough_pos,fit_r2,fit_curvature,vertex_frac,flat_frac,r2_ge_060,r2_ge_080,vol_ratio,obv_gain,obv_slope_norm,obv_filter_pass,tv20_cr_at_q,tv20_cr_at_breakout,breakout_date,breakout_close,breakout_day_move_pct,days_q_to_breakout,fill_a_nextopen_date,fill_a_nextopen,fill_b_buystop,gap_pct_a_vs_rim,pattern_quality,info_fwd60_pct,info_fwd120_pct,info_fwd250_pct,info_st73_exit_date,info_st73_exit_close,info_st73_ret_pct,info_st73_bars_held,info_st73_still_open,info_mfe_250_pct,info_mae_250_pct
MAHLIFE,L120,0,2017-04-21,2016-11-01,131.65,2017-02-16,104.8,20.39,120,0.647,0.708,5.100e-05,0.478,0.642,1,0,6.726,0.3972,0.5333,1,3.94,3.61,2017-04-27,134.05,3.43,4,2017-04-28,134.45,134.45,2.13,0.4397,-0.56,5.5,6.02,2017-04-28,135.4,0.71,1,0,28.26,-9.67
MAHLIFE,L180,0,2017-05-12,2016-09-22,137.85,2017-02-16,104.8,23.98,180,0.687,0.711,3.252e-05,0.54,0.467,1,0,8.472,0.4124,0.5049,1,3.21,3.21,2017-05-12,138.2,-1.88,0,2017-05-15,136.9,137.85,-0.69,0.3329,-3.98,-0.99,16.95,2017-08-10,125.3,-8.47,63,0,25.97,-11.29
MAHLIFE,L180,0,2023-06-19,2022-10-04,434.65,2023-03-28,301.3,30.68,180,0.698,0.765,3.192e-05,0.513,0.517,1,0,1.229,0.6006,0.7014,1,8.62,6.98,2023-07-04,442.45,2.97,10,2023-07-05,444.1,444.1,2.17,0.3975,9.19,11.41,29.3,2023-09-27,488.35,9.96,59,0,40.43,-3.14
MAHLIFE,L250,0,2023-08-09,2022-09-12,495.9,2023-03-28,301.3,39.24,250,0.639,0.815,2.520e-05,0.502,0.5,1,1,0.88,0.5003,0.5927,0,5.12,6.62,2023-08-30,513.9,4.15,14,2023-08-31,516.35,516.35,4.12,0.5227,-7.25,7.46,0.81,2023-09-27,488.35,-5.42,19,0,20.78,-15.48
MAHLIFE,VAR,0,2018-05-28,2018-01-15,164.9,2018-03-23,126.9,23.04,90,0.517,0.903,1.081e-04,0.5,0.478,1,1,1.507,0.446,0.4765,1,2.39,2.28,2018-05-31,166.95,3.37,3,2018-06-01,167.55,167.55,1.61,0.6693,-13.31,-27.9,-21.93,2018-07-19,166.85,-0.42,35,0,22.17,-35.27
MAHLIFE,VAR,0,2023-07-31,2022-09-12,495.9,2023-03-28,301.3,39.24,220,0.621,0.873,3.003e-05,0.478,0.568,1,1,1.03,0.5111,0.6068,0,6.56,6.62,2023-08-30,513.9,4.15,21,2023-08-31,516.35,516.35,4.12,0.6675,-7.25,7.46,0.81,2023-09-27,488.35,-5.42,19,0,20.78,-15.48
MAHSCOOTER,L180,0,2025-05-29,2024-09-25,12533.15,2025-01-28,9057.05,27.74,180,0.547,0.71,3.740e-05,0.48,0.522,1,0,0.919,0.3026,0.3032,0,9.1,9.1,2025-05-29,13177.0,-0.67,0,2025-05-30,13259.0,13259.0,5.79,0.4182,17.55,8.63,-5.95,2025-10-28,16185.0,22.07,104,0,39.81,-17.78
MAHSCOOTER,L250,0,2022-09-08,2021-10-13,4814.65,2022-03-08,3377.35,29.85,250,0.498,0.766,1.406e-05,0.594,0.484,1,0,0.706,0.3653,0.1592,0,2.9,3.42,2022-09-13,5130.3,12.28,3,2022-09-14,5049.9,5049.9,4.89,0.5245,-5.41,-11.18,46.88,2022-12-05,4784.7,-5.25,56,0,54.44,-19.36
MAHSCOOTER,L250,0,2025-08-11,2024-09-25,12533.15,2025-01-28,9057.05,27.74,250,0.466,0.759,2.005e-05,0.341,0.448,1,0,1.049,0.3065,0.3872,0,12.46,12.46,2025-08-11,14874.0,1.56,0,2025-08-12,14944.0,14944.0,19.24,0.4313,-4.27,-9.21,-10.69,2025-10-28,16185.0,8.3,52,0,24.05,-27.05
MAHSCOOTER,VAR,0,2022-09-08,2021-10-13,4814.65,2022-03-08,3377.35,29.85,225,0.442,0.745,1.714e-05,0.552,0.538,1,0,0.721,0.3653,0.1592,0,2.9,3.42,2022-09-13,5130.3,12.28,3,2022-09-14,5049.9,5049.9,4.89,0.4877,-5.41,-11.18,46.88,2022-12-05,4784.7,-5.25,56,0,54.44,-19.36
MAHSCOOTER,VAR,0,2025-05-15,2024-09-25,12533.15,2025-01-28,9057.05,27.74,156,0.542,0.833,4.466e-05,0.506,0.577,1,1,0.979,0.2529,0.2535,0,7.92,7.92,2025-05-16,12572.0,1.96,1,2025-05-19,12700.0,12700.0,1.33,0.6069,15.32,14.43,-8.17,2025-10-28,16185.0,27.44,113,0,45.97,-14.17
MAHSEAMLES,L120,0,2021-06-14,2020-12-28,167.6,2021-04-15,134.05,20.02,120,0.664,0.717,3.552e-05,0.589,0.533,1,0,1.821,0.453,0.383,1,2.17,3.65,2021-08-16,169.4,5.15,44,2021-08-17,172.0,172.0,2.63,0.3447,54.22,59.88,131.54,2022-02-24,243.75,41.72,132,0,134.01,-10.76
MAHSEAMLES,L120,0,2023-04-19,2022-10-25,418.65,2022-12-23,286.5,31.57,120,0.353,0.741,7.026e-05,0.565,0.408,1,0,0.907,0.4931,0.3227,0,7.89,8.53,2023-04-24,425.6,5.11,3,2023-04-25,426.9,426.9,1.97,0.3225,9.7,59.05,112.17,2023-08-16,473.0,10.8,79,0,156.97,-4.59
MAHSEAMLES,L180,0,2009-06-04,2008-09-11,153.8,2009-03-09,57.35,62.71,180,0.693,0.875,1.063e-04,0.55,0.633,1,1,3.184,0.4809,0.4798,1,5.99,5.99,2009-06-10,153.95,3.5,4,2009-06-11,152.5,153.8,-0.85,0.5636,-3.77,14.79,25.93,2009-07-09,120.4,-21.05,21,0,38.43,-25.54
MAHSEAMLES,L250,0,2009-09-01,2008-09-11,153.8,2009-03-09,57.35,62.71,250,0.526,0.719,5.796e-05,0.465,0.456,1,0,2.385,0.398,0.401,1,2.97,2.42,2009-09-15,156.65,3.81,10,2009-09-16,158.65,158.65,3.15,0.3924,8.98,12.07,21.15,2010-01-27,170.7,7.6,86,0,35.52,-2.65
MAHSEAMLES,L250,0,2014-06-11,2013-06-06,114.25,2013-11-22,77.5,32.17,250,0.458,0.814,3.199e-05,0.454,0.404,1,1,2.303,0.4006,0.38,1,2.4,2.4,2014-06-11,156.35,-5.93,0,2014-06-12,157.5,157.5,37.86,0.5607,13.3,-12.54,-37.68,2014-06-20,136.05,-13.62,7,0,18.03,-42.76
MAHSEAMLES,VAR,0,2021-06-25,2020-12-28,167.6,2021-04-15,134.05,20.02,123,0.598,0.72,3.898e-05,0.524,0.52,1,0,2.156,0.4175,0.4379,1,4.13,3.65,2021-08-16,169.4,5.15,35,2021-08-17,172.0,172.0,2.63,0.412,54.22,59.88,131.54,2022-02-24,243.75,41.72,132,0,134.01,-10.76
MAHSEAMLES,VAR,0,2023-04-24,2022-10-17,436.7,2022-12-23,286.5,34.39,128,0.37,0.746,6.623e-05,0.56,0.422,1,0,0.782,0.5249,0.3432,0,8.53,14.39,2023-05-12,443.9,3.85,13,2023-05-15,439.9,439.9,0.73,0.3744,10.35,67.24,82.86,2023-08-16,473.0,7.52,66,0,149.37,-3.08
MAITHANALL,L120,0,2025-06-09,2024-12-19,1193.27,2025-04-07,840.29,29.58,120,0.655,0.864,7.639e-05,0.535,0.525,1,1,1.027,0.5442,0.3695,0,5.62,5.62,2025-06-09,1213.83,11.86,0,2025-06-10,1223.58,1223.58,2.54,0.5494,-10.89,-22.24,-13.13,2025-07-28,1102.8,-9.87,35,0,2.78,-32.07
MALUPAPER,L180,1,2006-12-21,2006-04-05,32.45,2006-07-28,12.65,61.02,179,0.438,0.767,9.240e-05,0.43,0.536,1,0,1.658,0.3643,0.3062,1,2.09,2.09,2006-12-21,39.65,-0.63,0,2006-12-22,39.0,39.0,20.18,0.4473,-20.51,-24.87,31.54,2007-01-19,31.9,-18.21,19,0,53.85,-35.77
MALUPAPER,L250,1,2006-12-21,2006-04-05,32.45,2006-07-28,12.65,61.02,179,0.438,0.767,9.240e-05,0.43,0.536,1,0,1.658,0.3643,0.3062,1,2.09,2.09,2006-12-21,39.65,-0.63,0,2006-12-22,39.0,39.0,20.18,0.4473,-20.51,-24.87,31.54,2007-01-19,31.9,-18.21,19,0,53.85,-35.77
MANINDS,L120,0,2011-05-16,2010-11-22,93.95,2011-03-15,55.4,41.03,120,0.655,0.775,1.373e-04,0.513,0.408,1,0,2.75,0.4687,0.5961,1,2.47,2.47,2011-05-16,109.55,-0.72,0,2011-05-17,109.1,109.1,16.13,0.4515,21.72,18.42,-10.08,2011-08-08,132.8,21.72,60,0,48.03,-12.92
MANINDS,L250,0,2017-07-12,2016-07-12,65.35,2016-11-16,43.25,33.82,250,0.345,0.704,2.689e-05,0.476,0.516,1,0,1.075,0.2805,0.2326,0,5.58,5.58,2017-07-12,81.75,7.21,0,2017-07-13,82.55,82.55,26.32,0.3345,4.97,78.07,32.83,2017-08-10,78.95,-4.36,21,0,94.73,-11.45
MANYAVAR,L180,0,2024-09-13,2023-12-19,1323.79,2024-03-20,873.92,33.98,180,0.341,0.708,3.590e-05,0.463,0.472,1,0,0.863,0.2111,0.1855,0,17.52,21.64,2024-09-23,1341.69,4.93,6,2024-09-24,1341.69,1341.69,1.35,0.2823,-2.31,-44.6,-47.6,2024-12-20,1285.34,-4.2,61,0,11.5,-47.91
MAPMYINDIA,L250,0,2023-08-17,2022-09-12,1417.46,2023-03-31,986.87,30.38,250,0.627,0.706,2.205e-05,0.51,0.4,1,0,1.575,0.505,0.5559,1,19.1,19.1,2023-08-17,1649.08,-0.24,0,2023-08-18,1648.83,1648.83,16.32,0.3169,28.56,12.93,29.13,2023-12-26,1989.13,20.64,87,0,66.08,-3.3
MARKSANS,L120,0,2017-04-05,2016-10-18,54.6,2017-02-01,37.2,31.87,120,0.647,0.735,8.497e-05,0.518,0.45,1,0,2.146,0.5547,0.5504,1,9.2,9.89,2017-04-10,56.1,7.57,3,2017-04-11,56.55,56.55,3.57,0.4107,-26.44,-24.49,-38.28,2017-05-05,48.1,-14.94,17,0,3.01,-45.18
MARKSANS,L250,0,2008-01-04,2007-02-05,11.37,2007-06-13,4.46,60.77,250,0.426,0.929,8.998e-05,0.423,0.52,1,1,0.847,0.5549,0.6068,0,2.04,2.04,2008-01-04,33.97,1.43,0,2008-01-07,33.4,33.4,193.76,0.6108,-43.56,-63.62,-78.14,2008-01-14,27.8,-16.77,6,0,4.43,-84.73
MARKSANS,L250,0,2026-07-21,2025-07-16,261.05,2026-03-30,156.89,39.9,250,0.699,0.724,2.456e-05,0.432,0.66,1,0,1.967,0.2853,0.3842,1,43.92,41.53,2026-07-27,263.4,6.94,4,2026-07-28,263.7,263.7,1.02,0.4211,24.76,24.76,24.76,2026-07-28,256.65,-2.67,1,0,32.71,-4.42
MARUTI,L120,0,2012-10-03,2012-04-19,1391.25,2012-06-04,1067.5,23.27,120,0.303,0.712,5.673e-05,0.522,0.467,1,0,1.041,0.2093,0.162,0,98.31,118.4,2012-10-09,1392.6,0.52,4,2012-10-10,1385.0,1391.25,-0.45,0.181,14.41,-5.88,5.7,2013-02-14,1485.25,7.24,88,0,28.3,-12.27
MASTEK,L250,0,2023-07-19,2022-08-01,2185.3,2023-03-28,1490.2,31.81,250,0.699,0.75,1.673e-05,0.505,0.468,1,0,1.417,0.498,0.3901,1,11.29,12.55,2023-07-20,2217.1,2.13,1,2023-07-21,2190.0,2190.0,0.22,0.3541,11.04,30.93,23.62,2023-10-20,2251.8,2.82,63,0,43.61,-10.32
MASTEK,VAR,0,2023-07-14,2022-08-01,2185.3,2023-03-28,1490.2,31.81,236,0.694,0.709,1.703e-05,0.493,0.496,1,0,1.414,0.4757,0.4047,1,8.74,12.55,2023-07-20,2217.1,2.13,4,2023-07-21,2190.0,2190.0,0.22,0.3285,11.04,30.93,23.62,2023-10-20,2251.8,2.82,63,0,43.61,-10.32
MATRIMONY,L250,0,2024-08-19,2023-08-09,682.38,2024-02-21,488.0,28.49,250,0.526,0.724,1.347e-05,0.497,0.448,1,0,1.868,0.3544,0.288,1,2.34,2.34,2024-08-19,713.0,18.74,0,2024-08-20,714.37,714.37,4.69,0.4527,-4.22,-21.93,-29.05,2024-11-08,720.36,0.84,58,0,16.74,-33.05
MAWANASUG,L180,0,2022-03-24,2021-07-13,113.27,2021-12-20,68.65,39.39,180,0.637,0.71,5.642e-05,0.445,0.572,1,0,5.883,0.2031,0.2244,1,12.77,12.77,2022-03-24,145.11,-3.56,0,2022-03-25,145.5,145.5,28.45,0.4974,-35.88,-39.19,-45.53,2022-05-09,126.2,-13.26,29,0,19.16,-51.03
MAXIND,L120,0,2024-01-18,2023-08-01,183.85,2023-10-26,133.6,27.33,120,0.521,0.722,9.807e-05,0.459,0.533,1,0,0.717,0.5453,0.5912,0,3.05,3.05,2024-01-18,214.7,2.56,0,2024-01-19,216.9,216.9,17.98,0.5051,4.79,42.6,15.63,2024-08-19,285.15,31.47,140,0,55.83,-17.22
MAYURUNIQ,L250,0,2026-06-16,2025-07-18,612.48,2026-01-09,477.9,21.97,250,0.586,0.701,1.792e-05,0.433,0.436,1,0,1.941,0.4407,0.332,1,18.68,18.68,2026-06-16,823.95,3.37,0,2026-06-17,825.5,825.5,34.78,0.3372,-10.85,-8.54,-8.54,2026-07-30,769.1,-6.83,31,0,9.87,-15.0
MAZDA,L120,0,2025-01-01,2024-07-11,314.38,2024-10-28,242.07,23.0,120,0.63,0.721,4.556e-05,0.474,0.617,1,0,0.579,0.5018,0.5298,0,2.12,2.81,2025-01-03,314.66,2.8,2,2025-01-06,314.66,314.66,0.09,0.4078,-25.29,-24.6,-31.28,2025-02-10,289.11,-8.12,27,0,34.62,-35.65
MAZDA,VAR,0,2025-01-01,2024-07-11,314.38,2024-10-28,242.07,23.0,119,0.627,0.725,4.639e-05,0.472,0.622,1,0,0.576,0.5018,0.5298,0,2.12,2.81,2025-01-03,314.66,2.8,2,2025-01-06,314.66,314.66,0.09,0.4158,-25.29,-24.6,-31.28,2025-02-10,289.11,-8.12,27,0,34.62,-35.65
MAZDOCK,L250,0,2025-06-19,2024-07-11,2872.2,2024-11-13,1945.4,32.27,250,0.41,0.705,2.082e-05,0.382,0.444,1,0,0.934,0.2121,0.1995,0,1252.99,1252.99,2025-06-19,3223.5,-1.04,0,2025-06-20,3227.0,3227.0,12.35,0.3135,-9.36,-23.54,-22.75,2025-06-20,3256.4,0.91,1,0,4.4,-36.24
MCL,L120,0,2026-02-01,2025-09-30,61.13,2025-11-24,42.43,30.59,120,0.605,0.707,1.135e-04,0.364,0.417,1,0,3.518,0.5479,0.7339,1,2.08,2.08,2026-02-01,84.23,-1.99,0,2026-02-02,82.55,82.55,35.04,0.4263,-27.66,-35.38,-26.9,2026-02-05,77.71,-5.86,4,0,0.0,-38.04
MCLEODRUSS,L120,0,2006-02-22,2005-09-16,89.25,2005-10-20,54.85,38.54,120,0.303,0.73,1.552e-04,0.424,0.45,1,0,0.658,0.5445,0.3701,0,57.94,57.94,2006-02-22,134.05,-5.63,0,2006-02-23,135.4,135.4,51.71,0.3236,-15.84,-22.38,-51.74,2006-05-04,119.7,-11.6,46,0,11.45,-52.7
MCLEODRUSS,L180,0,2009-05-15,2008-08-11,92.3,2008-12-02,35.6,61.43,180,0.413,0.812,1.034e-04,0.537,0.533,1,1,0.767,0.5196,0.4159,0,3.47,3.47,2009-05-18,98.85,9.41,1,2009-05-19,102.05,102.05,10.56,0.4654,43.07,107.89,92.65,2010-01-22,256.15,151.0,170,0,205.0,-17.74
MCLEODRUSS,L250,0,2009-07-15,2008-08-04,95.4,2008-12-02,35.6,62.68,250,0.406,0.701,5.924e-05,0.465,0.4,1,0,1.367,0.3754,0.4082,1,7.27,7.27,2009-07-15,127.9,3.77,0,2009-07-16,129.9,129.9,36.16,0.1999,51.15,109.78,76.87,2010-01-22,256.15,97.19,128,0,139.61,-3.62
MEDICAMEQ,L180,0,2022-09-13,2021-12-27,981.23,2022-06-20,563.56,42.57,180,0.676,0.712,5.884e-05,0.495,0.528,1,0,1.238,0.4283,0.4576,1,4.27,4.27,2022-09-13,1096.7,1.69,0,2022-09-14,1091.19,1091.19,11.21,0.3621,-23.02,-36.74,-38.19,2022-10-12,936.71,-14.16,20,0,6.51,-45.56
MEGASTAR,L250,0,2026-07-09,2025-11-03,293.2,2026-01-27,208.4,28.92,250,0.558,0.725,1.927e-05,0.392,0.408,1,0,3.423,0.6024,0.5725,1,2.26,2.26,2026-07-09,375.2,4.24,0,2026-07-10,374.8,374.8,27.83,0.4764,-24.97,-24.97,-24.97,2026-08-11,319.45,-14.77,23,0,4.59,-25.32
METROBRAND,L180,0,2024-07-26,2023-12-04,1381.35,2024-05-09,1028.75,25.53,180,0.698,0.728,2.785e-05,0.545,0.45,1,0,0.794,0.5235,0.5861,0,10.66,17.42,2024-08-21,1383.45,2.98,17,2024-08-22,1384.9,1384.9,0.26,0.2554,-18.48,-10.83,-16.3,2024-10-07,1212.55,-12.44,32,0,1.27,-28.51
METROBRAND,VAR,0,2024-07-15,2023-12-04,1381.35,2024-05-09,1028.75,25.53,153,0.697,0.812,3.812e-05,0.536,0.529,1,1,0.77,0.5883,0.4917,0,11.28,17.42,2024-08-21,1383.45,2.98,25,2024-08-22,1384.9,1384.9,0.26,0.4234,-18.48,-10.83,-16.3,2024-10-07,1212.55,-12.44,32,0,1.27,-28.51
METROPOLIS,L180,0,2025-08-13,2024-12-12,556.6,2025-04-07,372.2,33.13,180,0.508,0.884,3.825e-05,0.538,0.489,1,1,0.633,0.2705,0.2494,0,14.38,11.27,2025-09-04,559.2,1.27,14,2025-09-05,562.0,562.0,0.97,0.665,-13.74,-15.91,3.59,2025-09-15,506.9,-9.8,7,0,8.37,-26.65
MFSL,L120,0,2011-04-01,2010-10-14,82.0,2010-12-21,65.1,20.61,120,0.403,0.758,3.336e-05,0.649,0.567,1,0,0.499,0.3034,0.2002,0,4.24,2.27,2011-05-11,83.3,5.04,25,2011-05-12,83.4,83.4,1.71,0.4208,5.64,5.64,8.27,2011-10-03,87.2,4.56,100,0,22.54,-19.9
MFSL,L120,0,2023-07-11,2023-01-25,853.85,2023-03-28,608.95,28.68,120,0.42,0.884,7.948e-05,0.519,0.533,1,1,0.773,0.3369,0.3437,0,54.97,39.44,2023-08-10,855.1,8.28,22,2023-08-11,855.1,855.1,0.15,0.6167,9.44,1.88,21.65,2023-12-15,973.9,13.89,86,0,32.44,-4.69
MFSL,L180,0,2011-06-20,2010-10-05,83.3,2010-12-21,65.1,21.85,180,0.307,0.722,2.499e-05,0.477,0.4,1,0,0.451,0.2797,0.2329,0,2.19,3.44,2011-06-22,83.8,1.95,2,2011-06-23,82.6,83.3,-0.84,0.1456,21.07,-13.44,11.99,2011-10-03,87.2,5.57,70,0,23.73,-19.13
MFSL,L180,0,2023-09-08,2023-01-25,853.85,2023-03-28,608.95,28.68,180,0.38,0.701,3.321e-05,0.409,0.406,1,0,0.84,0.3686,0.4168,0,114.31,114.31,2023-09-08,935.5,-0.23,0,2023-09-11,941.9,941.9,10.31,0.2569,9.55,3.01,22.04,2023-12-15,973.9,3.4,66,0,23.16,-9.31
MGL,L120,0,2019-10-16,2019-04-18,1017.45,2019-07-22,764.25,24.89,120,0.529,0.798,5.151e-05,0.535,0.442,1,0,1.59,0.3162,0.3268,1,41.45,40.37,2019-10-31,1019.75,1.52,10,2019-11-01,1020.15,1020.15,0.27,0.4899,16.23,-9.28,-20.29,2020-01-10,1005.6,-1.43,49,0,22.16,-34.92
MGL,VAR,0,2019-10-30,2019-03-29,1055.05,2019-07-22,764.25,27.56,142,0.539,0.872,4.778e-05,0.539,0.493,1,1,1.439,0.3033,0.2949,1,40.37,44.73,2019-12-17,1071.75,3.01,33,2019-12-18,1075.0,1075.0,1.89,0.6179,-15.33,-0.07,-1.81,2020-01-10,1005.6,-6.46,17,0,15.93,-38.24
MHRIL,L120,0,2022-04-08,2021-11-11,263.35,2021-12-30,186.9,29.03,120,0.429,0.729,6.471e-05,0.529,0.583,1,0,1.246,0.4396,0.2887,1,9.12,11.85,2022-04-18,264.6,7.98,4,2022-04-19,269.9,269.9,2.49,0.5127,-16.19,4.67,7.78,2022-05-12,216.25,-19.88,17,0,16.19,-27.75
MHRIL,VAR,0,2022-04-08,2021-11-11,263.35,2021-12-30,186.9,29.03,103,0.333,0.701,7.776e-05,0.469,0.68,1,0,1.284,0.4396,0.2887,1,9.12,11.85,2022-04-18,264.6,7.98,4,2022-04-19,269.9,269.9,2.49,0.386,-16.19,4.67,7.78,2022-05-12,216.25,-19.88,17,0,16.19,-27.75
MIDHANI,L120,0,2022-09-22,2022-04-26,206.9,2022-06-20,158.1,23.59,120,0.454,0.716,6.908e-05,0.465,0.558,1,0,0.458,0.6655,0.42,0,9.01,9.01,2022-09-22,220.25,-1.3,0,2022-09-23,220.25,220.25,6.45,0.4718,3.47,-13.53,86.47,2022-11-21,222.2,0.89,39,0,101.59,-21.79
MIDHANI,L180,0,2022-11-02,2022-04-26,206.9,2022-06-20,158.1,23.59,180,0.486,0.705,2.974e-05,0.37,0.483,1,0,1.113,0.4643,0.5475,0,22.85,22.85,2022-11-02,236.85,-1.02,0,2022-11-03,236.85,236.85,14.48,0.4266,-13.57,-13.79,70.36,2022-11-21,222.2,-6.19,12,0,101.27,-27.27
MIDHANI,VAR,0,2022-09-02,2022-04-26,206.9,2022-06-20,158.1,23.59,90,0.427,0.762,8.658e-05,0.48,0.711,1,0,0.393,0.5116,0.4529,0,3.79,4.28,2022-09-05,210.05,4.06,1,2022-09-06,211.5,211.5,2.22,0.5184,15.7,-3.52,92.51,2022-11-21,222.2,5.06,52,0,106.08,-18.56
MINDACORP,L180,0,2017-05-17,2016-09-07,117.95,2016-11-22,87.7,25.65,180,0.33,0.702,3.332e-05,0.532,0.494,1,0,1.336,0.2446,0.2465,1,2.27,1.02,2017-07-06,118.5,3.72,35,2017-07-07,118.9,118.9,0.81,0.2548,5.26,80.28,36.8,2017-07-24,109.4,-7.99,12,0,92.43,-16.78
MINDTECK,L120,0,2022-01-06,2021-08-03,99.63,2021-09-22,65.43,34.33,120,0.387,0.831,1.627e-04,0.378,0.417,1,1,0.881,0.2096,0.1645,0,2.24,2.24,2022-01-06,202.78,5.0,0,2022-01-07,212.91,212.91,113.7,0.4307,-48.82,-60.86,-47.57,2022-01-14,190.78,-10.39,6,0,10.22,-64.79
MMFL,L120,0,2025-12-31,2025-07-18,375.85,2025-11-10,298.1,20.69,120,0.697,0.709,5.702e-05,0.502,0.517,1,0,1.517,0.8212,1.1899,1,2.4,2.23,2026-01-02,394.45,8.89,2,2026-01-05,405.0,405.0,7.76,0.2853,1.74,20.05,59.26,2026-03-27,399.9,-1.26,57,0,69.86,-10.62
MMFL,L180,0,2026-02-04,2025-06-11,388.8,2025-11-10,298.1,23.33,180,0.665,0.706,3.530e-05,0.484,0.4,1,0,1.428,0.7689,0.9217,1,5.43,5.43,2026-02-04,448.9,1.83,0,2026-02-05,447.75,447.75,15.16,0.2291,10.89,23.82,44.05,2026-03-27,399.9,-10.69,35,0,53.65,-18.51
MOIL,L180,0,2017-09-15,2017-01-09,209.6,2017-05-24,148.33,29.23,180,0.559,0.701,2.650e-05,0.525,0.544,1,0,0.676,0.3449,0.2636,0,12.14,13.06,2017-09-18,209.7,4.61,1,2017-09-19,212.0,212.0,1.15,0.4322,7.19,-5.59,-16.3,2017-09-27,181.55,-14.36,7,0,34.83,-22.48
MOIL,L250,0,2017-11-20,2017-01-09,209.6,2017-05-24,148.33,29.23,250,0.51,0.703,2.057e-05,0.415,0.408,1,0,0.871,0.2899,0.2594,0,20.05,20.05,2017-11-20,245.9,0.12,0,2017-11-21,246.8,246.8,17.75,0.3584,-6.44,-24.7,-31.99,2017-12-04,228.4,-7.46,10,0,5.96,-37.2
MOIL,VAR,0,2017-09-13,2017-01-09,209.6,2017-05-24,148.33,29.23,169,0.542,0.774,3.078e-05,0.52,0.58,1,0,0.663,0.3916,0.2582,0,12.53,13.06,2017-09-18,209.7,4.61,3,2017-09-19,212.0,212.0,1.15,0.5752,7.19,-5.59,-16.3,2017-09-27,181.55,-14.36,7,0,34.83,-22.48
MOLDTKPAC,L120,0,2025-06-06,2024-12-11,717.08,2025-03-28,418.55,41.63,120,0.622,0.834,1.159e-04,0.543,0.417,1,1,1.118,0.5414,0.4806,0,4.48,2.91,2025-07-21,717.83,2.34,31,2025-07-22,722.77,722.77,0.79,0.484,6.97,-19.88,-9.06,2025-09-26,735.85,1.81,47,0,23.23,-35.68
MONARCH,L120,0,2023-07-24,2023-01-27,145.35,2023-03-31,95.57,34.25,120,0.361,0.788,8.891e-05,0.44,0.558,1,0,1.56,0.2416,0.2044,1,6.64,6.64,2023-07-24,148.45,1.08,0,2023-07-25,149.39,149.39,2.78,0.5056,30.06,69.64,139.73,2023-12-14,217.96,45.9,97,0,146.26,-1.19
MONARCH,L250,0,2023-10-11,2022-12-05,199.55,2023-03-31,95.57,52.11,250,0.478,0.704,4.099e-05,0.528,0.404,1,0,6.749,0.2765,0.2407,1,8.86,11.49,2023-10-20,200.24,3.06,7,2023-10-23,202.03,202.03,1.24,0.4032,28.55,45.7,115.01,2023-12-14,217.96,7.88,36,0,146.25,-10.04
MONARCH,VAR,0,2023-10-06,2022-12-05,199.55,2023-03-31,95.57,52.11,209,0.389,0.782,6.014e-05,0.483,0.483,1,0,5.916,0.297,0.2277,1,9.06,11.49,2023-10-20,200.24,3.06,10,2023-10-23,202.03,202.03,1.24,0.4791,28.55,45.7,115.01,2023-12-14,217.96,7.88,36,0,146.25,-10.04
MONTECARLO,L120,0,2021-06-08,2020-12-16,232.94,2021-03-22,182.79,21.53,120,0.571,0.731,6.630e-05,0.444,0.417,1,0,1.859,0.4564,0.4562,1,2.75,2.75,2021-06-08,262.93,0.23,0,2021-06-09,267.29,267.29,14.75,0.3675,12.98,88.05,106.17,2021-08-20,282.35,5.63,51,0,145.15,-3.46
MOTILALOFS,L120,0,2025-07-03,2025-01-09,901.2,2025-04-07,565.65,37.23,120,0.504,0.766,9.416e-05,0.411,0.483,1,0,0.95,0.2505,0.2079,0,141.4,141.4,2025-07-03,929.1,8.57,0,2025-07-04,920.0,920.0,2.09,0.5432,-0.41,-6.16,2.34,2025-08-29,857.3,-6.82,39,0,19.25,-33.16
MPHASIS,L120,0,2024-07-25,2024-02-16,2693.1,2024-04-25,2131.7,20.85,120,0.479,0.701,5.487e-05,0.501,0.425,1,0,1.29,-0.0845,-0.3061,0,240.57,240.57,2024-07-25,2788.9,-0.88,0,2024-07-26,2745.1,2745.1,1.93,0.265,6.63,0.76,-4.38,2024-10-04,2790.8,1.66,49,0,15.64,-26.98
MPHASIS,VAR,0,2024-07-12,2024-02-16,2693.1,2024-04-25,2131.7,20.85,100,0.455,0.828,6.623e-05,0.54,0.51,1,1,1.205,-0.1993,-0.4579,0,230.3,230.3,2024-07-16,2744.6,2.29,2,2024-07-18,2755.0,2755.0,2.3,0.4596,2.36,4.09,3.23,2024-10-04,2790.8,1.3,55,0,15.23,-27.24
MRF,L120,0,2013-11-06,2013-05-27,15397.25,2013-07-08,12207.9,20.71,120,0.319,0.712,6.318e-05,0.485,0.433,1,0,1.291,0.292,0.2274,1,14.13,14.13,2013-11-06,16466.6,-1.08,0,2013-11-07,16599.0,16599.0,7.8,0.1842,17.08,25.38,96.51,2014-04-23,21697.4,30.72,113,0,101.22,-2.8
