cell,exit,hard_stop,time_stop,shelf_S,vol_K,ath,obv_filter,market_gate,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
SMA15|h1|t120|s15|k5|a0.90|o0|g0,SMA15,1,120,15,5,0.9,0,0,628,10,5.82,5.82,5.83,-9.8,-9.84,0.594,1.129,620,36.5,11.74,-5.61,0.713,14,28.6,3413941.0
SMA15|h1|t120|s15|k5|a0.90|o1|g1,SMA15,1,120,15,5,0.9,1,1,227,10,5.87,5.87,5.87,-4.71,-4.71,1.247,2.121,205,35.1,14.05,-5.44,1.406,10,9.5,3448206.0
SMA15|h1|t120|s15|k5|a0.95|o1|g0,SMA15,1,120,15,5,0.95,1,0,179,10,5.71,5.71,5.71,-4.69,-4.69,1.217,2.249,179,37.4,13.54,-6.16,1.21,13,8.3,3335499.0
SMA15|h1|t120|s15|k5|a1.00|o0|g1,SMA15,1,120,15,5,1.0,0,1,343,10,5.68,5.68,5.68,-6.59,-6.59,0.861,1.624,318,38.1,11.81,-6.0,0.777,10,14.7,3314247.0
SMA15|h1|t120|s20|k2|a0.90|o0|g0,SMA15,1,120,20,2,0.9,0,0,881,10,4.38,4.35,4.4,-14.02,-14.5,0.312,0.721,857,32.4,10.3,-5.02,-0.047,17,39.5,2532603.0
SMA15|h1|t120|s20|k2|a0.90|o1|g1,SMA15,1,120,20,2,0.9,1,1,289,10,5.59,5.59,5.59,-8.65,-8.65,0.646,1.574,257,34.6,11.97,-5.14,0.786,9,11.9,3251794.0
SMA15|h1|t120|s20|k2|a0.95|o1|g0,SMA15,1,120,20,2,0.95,1,0,228,10,4.85,4.85,4.85,-8.17,-8.17,0.594,1.477,228,30.3,11.97,-5.82,-0.441,11,10.5,2795760.0
SMA15|h1|t120|s20|k2|a1.00|o0|g1,SMA15,1,120,20,2,1.0,0,1,462,10,4.21,4.21,4.21,-13.17,-13.17,0.32,0.917,416,33.7,8.85,-5.46,-0.641,12,19.2,2447899.0
SMA15|h1|t120|s20|k3|a0.90|o0|g0,SMA15,1,120,20,3,0.9,0,0,772,10,4.19,4.18,4.2,-18.08,-18.26,0.232,0.627,758,33.5,10.1,-5.34,-0.176,15,35.0,2435024.0
SMA15|h1|t120|s20|k3|a0.90|o1|g1,SMA15,1,120,20,3,0.9,1,1,254,10,5.41,5.41,5.41,-9.07,-9.07,0.597,1.573,229,33.6,12.14,-5.29,0.57,8,10.6,3135022.0
SMA15|h1|t120|s20|k3|a0.95|o1|g0,SMA15,1,120,20,3,0.95,1,0,197,10,4.97,4.97,4.97,-8.12,-8.12,0.612,1.58,197,32.0,12.17,-6.16,-0.3,12,9.1,2862756.0
SMA15|h1|t120|s20|k3|a1.00|o0|g1,SMA15,1,120,20,3,1.0,0,1,389,10,4.44,4.44,4.44,-10.96,-10.96,0.405,1.127,355,35.2,8.87,-5.71,-0.575,10,16.4,2566209.0
SMA15|h1|t120|s20|k5|a0.90|o0|g0,SMA15,1,120,20,5,0.9,0,0,541,10,5.81,5.81,5.81,-11.61,-11.61,0.5,1.092,535,37.4,11.45,-5.57,0.794,15,24.7,3401326.0
SMA15|h1|t120|s20|k5|a0.90|o1|g1,SMA15,1,120,20,5,0.9,1,1,188,10,6.18,6.18,6.18,-8.87,-8.87,0.696,1.812,171,40.4,14.19,-5.73,2.31,9,7.9,3670940.0
SMA15|h1|t120|s20|k5|a0.95|o1|g0,SMA15,1,120,20,5,0.95,1,0,150,10,5.96,5.96,5.96,-7.99,-7.99,0.746,1.856,150,42.7,13.34,-6.45,1.991,10,6.9,3511462.0
SMA15|h1|t120|s20|k5|a1.00|o0|g1,SMA15,1,120,20,5,1.0,0,1,280,10,5.37,5.37,5.37,-6.15,-6.15,0.873,1.797,257,38.9,10.33,-5.88,0.424,8,11.9,3107972.0
EMA50|h0|t0|s15|k2|a0.90|o0|g0,EMA50,0,0,15,2,0.9,0,0,1020,10,10.49,10.47,10.65,-19.88,-21.43,0.527,0.873,682,38.3,24.98,-7.76,4.785,15,31.4,8706134.0
EMA50|h0|t0|s15|k2|a0.90|o1|g1,EMA50,0,0,15,2,0.9,1,1,361,10,8.99,8.99,8.99,-20.37,-20.37,0.441,1.083,301,39.5,28.66,-8.09,6.44,8,13.9,6469714.0
EMA50|h0|t0|s15|k2|a0.95|o1|g0,EMA50,0,0,15,2,0.95,1,0,279,10,8.7,8.7,8.7,-18.91,-18.91,0.46,1.223,269,40.9,29.34,-8.85,6.769,11,12.4,6102979.0
EMA50|h0|t0|s15|k2|a1.00|o0|g1,EMA50,0,0,15,2,1.0,0,1,559,10,8.29,8.27,8.34,-15.55,-15.55,0.533,0.909,414,39.1,25.44,-8.35,4.873,9,19.1,5621216.0
EMA50|h0|t0|s15|k3|a0.90|o0|g0,EMA50,0,0,15,3,0.9,0,0,889,10,10.49,10.45,10.5,-21.59,-21.59,0.486,0.917,621,38.8,26.38,-8.15,5.234,15,28.6,8705322.0
EMA50|h0|t0|s15|k3|a0.90|o1|g1,EMA50,0,0,15,3,0.9,1,1,312,10,7.83,7.83,7.83,-15.31,-15.31,0.512,1.128,270,37.4,28.39,-8.4,5.363,9,12.5,5130962.0
EMA50|h0|t0|s15|k3|a0.95|o1|g0,EMA50,0,0,15,3,0.95,1,0,238,10,8.32,8.32,8.32,-16.06,-16.06,0.518,1.261,233,40.8,30.44,-9.18,6.973,10,10.7,5654649.0
EMA50|h0|t0|s15|k3|a1.00|o0|g1,EMA50,0,0,15,3,1.0,0,1,473,10,7.82,7.82,7.82,-15.85,-15.85,0.493,0.933,364,38.5,26.31,-8.58,4.839,13,16.8,5118922.0
EMA50|h0|t0|s15|k5|a0.90|o0|g0,EMA50,0,0,15,5,0.9,0,0,628,10,9.41,9.36,9.51,-19.84,-19.84,0.474,1.014,495,38.4,27.56,-8.55,5.318,16,22.9,7034034.0
EMA50|h0|t0|s15|k5|a0.90|o1|g1,EMA50,0,0,15,5,0.9,1,1,227,10,7.37,7.37,7.37,-11.06,-11.06,0.666,1.317,204,41.7,26.19,-9.2,5.545,14,9.4,4676532.0
EMA50|h0|t0|s15|k5|a0.95|o1|g0,EMA50,0,0,15,5,0.95,1,0,179,10,7.63,7.63,7.63,-10.82,-10.82,0.705,1.427,178,46.1,26.4,-9.91,6.82,10,8.2,4929807.0
EMA50|h0|t0|s15|k5|a1.00|o0|g1,EMA50,0,0,15,5,1.0,0,1,343,10,7.61,7.61,7.8,-18.94,-18.94,0.402,1.021,291,41.6,25.95,-9.18,5.424,10,13.4,4903506.0
EMA50|h0|t0|s20|k2|a0.90|o0|g0,EMA50,0,0,20,2,0.9,0,0,881,10,8.56,8.54,8.58,-22.48,-22.71,0.381,0.904,634,34.5,25.46,-7.51,3.874,20,29.2,5932480.0
EMA50|h0|t0|s20|k2|a0.90|o1|g1,EMA50,0,0,20,2,0.9,1,1,289,10,9.05,9.05,9.05,-13.72,-13.72,0.66,1.381,250,39.6,31.75,-7.79,7.872,8,11.5,6545703.0
EMA50|h0|t0|s20|k2|a0.95|o1|g0,EMA50,0,0,20,2,0.95,1,0,228,10,8.96,8.96,8.96,-12.19,-12.19,0.735,1.411,226,41.2,32.67,-8.66,8.347,11,10.4,6428628.0
EMA50|h0|t0|s20|k2|a1.00|o0|g1,EMA50,0,0,20,2,1.0,0,1,462,10,8.05,7.96,8.05,-16.7,-16.87,0.482,0.991,354,38.7,26.72,-7.85,5.532,10,16.3,5363682.0
EMA50|h0|t0|s20|k3|a0.90|o0|g0,EMA50,0,0,20,3,0.9,0,0,772,10,9.14,9.07,9.14,-30.07,-31.03,0.304,0.95,572,36.1,26.85,-7.86,4.663,15,26.4,6660228.0
EMA50|h0|t0|s20|k3|a0.90|o1|g1,EMA50,0,0,20,3,0.9,1,1,254,10,7.93,7.93,7.93,-11.31,-11.31,0.701,1.334,227,36.1,31.53,-7.91,6.339,11,10.5,5229602.0
EMA50|h0|t0|s20|k3|a0.95|o1|g0,EMA50,0,0,20,3,0.95,1,0,197,10,8.26,8.26,8.26,-10.57,-10.57,0.781,1.448,196,39.8,32.89,-8.82,7.776,11,9.0,5588778.0
EMA50|h0|t0|s20|k3|a1.00|o0|g1,EMA50,0,0,20,3,1.0,0,1,389,10,7.96,7.95,7.96,-18.5,-18.5,0.43,1.05,313,37.1,28.68,-8.01,5.587,11,14.4,5266508.0
EMA50|h0|t0|s20|k5|a0.90|o0|g0,EMA50,0,0,20,5,0.9,0,0,541,10,10.03,10.02,10.04,-18.8,-18.81,0.533,1.136,443,40.4,27.93,-8.11,6.451,15,20.4,7948244.0
EMA50|h0|t0|s20|k5|a0.90|o1|g1,EMA50,0,0,20,5,0.9,1,1,188,10,8.3,8.3,8.3,-9.85,-9.85,0.843,1.558,171,46.2,28.56,-8.51,8.617,10,7.9,5635401.0
EMA50|h0|t0|s20|k5|a0.95|o1|g0,EMA50,0,0,20,5,0.95,1,0,150,10,8.23,8.23,8.23,-9.88,-9.88,0.833,1.62,150,49.3,28.55,-9.04,9.503,9,6.9,5559811.0
EMA50|h0|t0|s20|k5|a1.00|o0|g1,EMA50,0,0,20,5,1.0,0,1,280,10,7.99,7.99,7.99,-20.13,-20.13,0.397,1.174,239,42.3,26.77,-8.39,6.467,9,11.0,5300762.0
EMA50|h0|t120|s15|k2|a0.90|o0|g0,EMA50,0,120,15,2,0.9,0,0,1020,10,10.83,10.76,10.95,-21.04,-21.61,0.516,0.908,694,38.8,24.93,-7.87,4.86,15,32.0,9296950.0
EMA50|h0|t120|s15|k2|a0.90|o1|g1,EMA50,0,120,15,2,0.9,1,1,361,10,8.56,8.56,8.56,-20.49,-20.49,0.418,1.057,302,39.7,26.66,-8.04,5.746,15,13.9,5935478.0
EMA50|h0|t120|s15|k2|a0.95|o1|g0,EMA50,0,120,15,2,0.95,1,0,279,10,8.17,8.17,8.17,-19.03,-19.03,0.429,1.193,270,40.7,27.17,-8.83,5.834,17,12.5,5492332.0
EMA50|h0|t120|s15|k2|a1.00|o0|g1,EMA50,0,120,15,2,1.0,0,1,559,10,7.97,7.96,8.03,-13.99,-14.52,0.57,0.896,423,38.5,24.76,-8.37,4.398,9,19.5,5280876.0
EMA50|h0|t120|s15|k3|a0.90|o0|g0,EMA50,0,120,15,3,0.9,0,0,889,10,10.64,10.6,10.68,-20.5,-20.51,0.519,0.95,637,38.6,26.43,-8.25,5.124,16,29.4,8959675.0
EMA50|h0|t120|s15|k3|a0.90|o1|g1,EMA50,0,120,15,3,0.9,1,1,312,10,7.45,7.45,7.45,-15.35,-15.35,0.486,1.117,272,37.5,26.47,-8.38,4.686,14,12.5,4755688.0
EMA50|h0|t120|s15|k3|a0.95|o1|g0,EMA50,0,120,15,3,0.95,1,0,238,10,7.96,7.96,7.96,-16.22,-16.22,0.491,1.246,235,40.4,28.8,-9.14,6.198,15,10.8,5262852.0
EMA50|h0|t120|s15|k3|a1.00|o0|g1,EMA50,0,120,15,3,1.0,0,1,473,10,7.72,7.72,7.72,-16.41,-16.41,0.471,0.941,374,38.0,25.93,-8.56,4.534,13,17.2,5021240.0
EMA50|h0|t120|s15|k5|a0.90|o0|g0,EMA50,0,120,15,5,0.9,0,0,628,10,8.66,8.62,8.74,-18.34,-18.34,0.472,0.969,508,38.2,25.4,-8.51,4.443,18,23.4,6052223.0
EMA50|h0|t120|s15|k5|a0.90|o1|g1,EMA50,0,120,15,5,0.9,1,1,227,10,7.06,7.06,7.06,-11.02,-11.02,0.641,1.313,204,41.7,24.37,-9.2,4.79,12,9.4,4390763.0
EMA50|h0|t120|s15|k5|a0.95|o1|g0,EMA50,0,120,15,5,0.95,1,0,179,10,7.3,7.3,7.3,-10.79,-10.79,0.676,1.424,178,46.1,24.38,-9.91,5.887,10,8.2,4605512.0
EMA50|h0|t120|s15|k5|a1.00|o0|g1,EMA50,0,120,15,5,1.0,0,1,343,10,7.28,7.28,7.45,-16.3,-16.3,0.447,1.018,292,41.4,24.54,-9.18,4.79,10,13.5,4593290.0
EMA50|h0|t120|s20|k2|a0.90|o0|g0,EMA50,0,120,20,2,0.9,0,0,881,10,7.94,7.85,7.95,-23.51,-24.94,0.338,0.864,645,34.7,23.77,-7.58,3.304,20,29.7,5247738.0
EMA50|h0|t120|s20|k2|a0.90|o1|g1,EMA50,0,120,20,2,0.9,1,1,289,10,8.35,8.35,8.35,-13.82,-13.82,0.605,1.347,251,39.4,28.17,-7.73,6.432,13,11.6,5699076.0
EMA50|h0|t120|s20|k2|a0.95|o1|g0,EMA50,0,120,20,2,0.95,1,0,228,10,8.28,8.28,8.28,-12.18,-12.18,0.679,1.387,226,41.2,29.0,-8.66,6.837,14,10.4,5610728.0
EMA50|h0|t120|s20|k2|a1.00|o0|g1,EMA50,0,120,20,2,1.0,0,1,462,10,7.43,7.4,7.43,-17.03,-17.03,0.437,0.957,361,38.2,24.66,-7.92,4.53,10,16.6,4737226.0
EMA50|h0|t120|s20|k3|a0.90|o0|g0,EMA50,0,120,20,3,0.9,0,0,772,10,8.44,8.41,8.48,-30.1,-30.49,0.28,0.914,586,35.6,25.27,-7.83,3.938,15,27.0,5793482.0
EMA50|h0|t120|s20|k3|a0.90|o1|g1,EMA50,0,120,20,3,0.9,1,1,254,10,7.5,7.5,7.5,-11.25,-11.25,0.666,1.324,228,36.0,29.03,-7.91,5.374,13,10.5,4796909.0
EMA50|h0|t120|s20|k3|a0.95|o1|g0,EMA50,0,120,20,3,0.95,1,0,197,10,7.87,7.87,7.87,-10.62,-10.62,0.741,1.452,196,39.8,30.42,-8.82,6.796,15,9.0,5168635.0
EMA50|h0|t120|s20|k3|a1.00|o0|g1,EMA50,0,120,20,3,1.0,0,1,389,10,7.41,7.41,7.46,-17.76,-17.76,0.418,1.038,317,36.6,26.38,-8.01,4.57,11,14.6,4716781.0
EMA50|h0|t120|s20|k5|a0.90|o0|g0,EMA50,0,120,20,5,0.9,0,0,541,10,9.41,9.41,9.41,-19.66,-19.66,0.478,1.118,448,40.4,25.79,-8.08,5.606,13,20.7,7026326.0
EMA50|h0|t120|s20|k5|a0.90|o1|g1,EMA50,0,120,20,5,0.9,1,1,188,10,7.86,7.86,7.86,-7.72,-7.72,1.018,1.556,171,46.2,25.79,-8.51,7.335,9,7.9,5161164.0
EMA50|h0|t120|s20|k5|a0.95|o1|g0,EMA50,0,120,20,5,0.95,1,0,150,10,7.79,7.79,7.79,-7.97,-7.97,0.977,1.62,150,49.3,25.61,-9.04,8.055,9,6.9,5086340.0
EMA50|h0|t120|s20|k5|a1.00|o0|g1,EMA50,0,120,20,5,1.0,0,1,280,10,7.61,7.61,7.61,-20.1,-20.1,0.379,1.178,241,41.9,25.18,-8.52,5.602,9,11.1,4905472.0
EMA50|h1|t0|s15|k2|a0.90|o0|g0,EMA50,1,0,15,2,0.9,0,0,1020,10,9.9,9.76,9.96,-19.69,-19.69,0.503,0.855,719,35.6,24.72,-7.28,4.098,18,33.2,7741188.0
EMA50|h1|t0|s15|k2|a0.90|o1|g1,EMA50,1,0,15,2,0.9,1,1,361,10,8.82,8.82,8.82,-21.56,-21.56,0.409,1.101,306,35.9,29.85,-7.44,5.962,10,14.1,6251137.0
EMA50|h1|t0|s15|k2|a0.95|o1|g0,EMA50,1,0,15,2,0.95,1,0,279,10,7.82,7.82,7.82,-15.74,-15.74,0.497,1.233,275,36.4,27.72,-7.95,5.023,14,12.7,5114767.0
EMA50|h1|t0|s15|k2|a1.00|o0|g1,EMA50,1,0,15,2,1.0,0,1,559,10,7.76,7.76,7.81,-13.31,-13.31,0.583,0.92,430,36.5,24.46,-7.73,4.022,9,19.8,5061512.0
EMA50|h1|t0|s15|k3|a0.90|o0|g0,EMA50,1,0,15,3,0.9,0,0,889,10,10.36,10.35,10.36,-19.91,-19.91,0.52,0.944,653,36.6,25.95,-7.49,4.746,17,30.1,8484951.0
EMA50|h1|t0|s15|k3|a0.90|o1|g1,EMA50,1,0,15,3,0.9,1,1,312,10,7.36,7.36,7.36,-14.8,-14.8,0.497,1.158,274,33.9,27.78,-7.68,4.358,10,12.6,4664376.0
EMA50|h1|t0|s15|k3|a0.95|o1|g0,EMA50,1,0,15,3,0.95,1,0,238,10,7.04,7.04,7.04,-13.44,-13.44,0.524,1.265,235,35.7,27.3,-8.43,4.342,12,10.8,4375212.0
EMA50|h1|t0|s15|k3|a1.00|o0|g1,EMA50,1,0,15,3,1.0,0,1,473,10,7.57,7.5,7.57,-13.81,-13.81,0.548,0.98,375,36.0,25.33,-7.71,4.183,12,17.3,4868880.0
EMA50|h1|t0|s15|k5|a0.90|o0|g0,EMA50,1,0,15,5,0.9,0,0,628,10,9.04,9.04,9.05,-18.21,-18.21,0.496,1.009,514,35.4,27.36,-7.72,4.702,17,23.7,6528262.0
EMA50|h1|t0|s15|k5|a0.90|o1|g1,EMA50,1,0,15,5,0.9,1,1,227,10,6.98,6.98,6.98,-10.43,-10.43,0.669,1.354,204,38.2,25.28,-8.39,4.483,16,9.4,4320654.0
EMA50|h1|t0|s15|k5|a0.95|o1|g0,EMA50,1,0,15,5,0.95,1,0,179,10,7.24,7.24,7.24,-9.88,-9.88,0.734,1.461,178,42.7,25.58,-9.15,5.679,11,8.2,4558739.0
EMA50|h1|t0|s15|k5|a1.00|o0|g1,EMA50,1,0,15,5,1.0,0,1,343,10,7.61,7.61,7.9,-17.35,-17.35,0.439,1.091,295,39.3,26.13,-8.34,5.214,11,13.6,4912464.0
EMA50|h1|t0|s20|k2|a0.90|o0|g0,EMA50,1,0,20,2,0.9,0,0,881,10,8.41,8.39,8.44,-27.97,-28.25,0.301,0.905,651,32.2,26.22,-7.01,3.706,20,30.1,5766906.0
EMA50|h1|t0|s20|k2|a0.90|o1|g1,EMA50,1,0,20,2,0.9,1,1,289,10,8.5,8.5,8.5,-14.54,-14.54,0.585,1.403,254,36.2,30.92,-7.14,6.647,9,11.7,5871874.0
EMA50|h1|t0|s20|k2|a0.95|o1|g0,EMA50,1,0,20,2,0.95,1,0,228,10,8.17,8.17,8.17,-11.83,-11.83,0.691,1.443,227,37.4,30.34,-7.74,6.517,13,10.5,5489681.0
EMA50|h1|t0|s20|k2|a1.00|o0|g1,EMA50,1,0,20,2,1.0,0,1,462,10,7.45,7.45,7.45,-15.55,-15.55,0.479,0.963,368,36.1,25.52,-7.41,4.494,10,17.0,4747004.0
EMA50|h1|t0|s20|k3|a0.90|o0|g0,EMA50,1,0,20,3,0.9,0,0,772,10,8.71,8.65,8.78,-33.25,-33.79,0.262,0.933,593,32.8,27.36,-7.22,4.139,16,27.4,6109024.0
EMA50|h1|t0|s20|k3|a0.90|o1|g1,EMA50,1,0,20,3,0.9,1,1,254,10,7.28,7.28,7.28,-10.28,-10.28,0.708,1.361,228,32.5,30.75,-7.45,4.947,12,10.5,4589051.0
EMA50|h1|t0|s20|k3|a0.95|o1|g0,EMA50,1,0,20,3,0.95,1,0,197,10,7.26,7.26,7.26,-11.28,-11.28,0.643,1.468,196,35.2,30.35,-8.16,5.399,11,9.0,4570482.0
EMA50|h1|t0|s20|k3|a1.00|o0|g1,EMA50,1,0,20,3,1.0,0,1,389,10,7.4,7.4,7.4,-15.75,-15.75,0.469,1.026,327,34.3,27.64,-7.64,4.443,16,15.1,4700694.0
EMA50|h1|t0|s20|k5|a0.90|o0|g0,EMA50,1,0,20,5,0.9,0,0,541,10,9.66,9.65,9.68,-17.56,-17.91,0.55,1.127,454,38.1,27.37,-7.42,5.834,14,20.9,7388190.0
EMA50|h1|t0|s20|k5|a0.90|o1|g1,EMA50,1,0,20,5,0.9,1,1,188,10,7.78,7.78,7.78,-8.52,-8.52,0.914,1.584,171,42.7,27.58,-8.05,7.163,11,7.9,5083236.0
EMA50|h1|t0|s20|k5|a0.95|o1|g0,EMA50,1,0,20,5,0.95,1,0,150,10,7.85,7.85,7.85,-8.53,-8.53,0.92,1.647,150,46.7,27.43,-8.61,8.206,10,6.9,5147679.0
EMA50|h1|t0|s20|k5|a1.00|o0|g1,EMA50,1,0,20,5,1.0,0,1,280,10,8.07,8.07,8.07,-16.92,-16.92,0.477,1.241,241,41.5,26.68,-7.95,6.42,9,11.1,5386504.0
EMA50|h1|t120|s15|k2|a0.90|o0|g0,EMA50,1,120,15,2,0.9,0,0,1020,10,10.04,9.77,10.11,-19.69,-19.69,0.51,0.88,727,35.8,24.5,-7.28,4.085,18,33.5,7960458.0
EMA50|h1|t120|s15|k2|a0.90|o1|g1,EMA50,1,120,15,2,0.9,1,1,361,10,8.23,8.23,8.23,-21.67,-21.67,0.38,1.06,307,35.8,27.5,-7.45,5.071,15,14.2,5560049.0
EMA50|h1|t120|s15|k2|a0.95|o1|g0,EMA50,1,120,15,2,0.95,1,0,279,10,7.37,7.37,7.37,-15.88,-15.88,0.464,1.2,275,36.4,25.64,-7.95,4.266,17,12.7,4674226.0
EMA50|h1|t120|s15|k2|a1.00|o0|g1,EMA50,1,120,15,2,1.0,0,1,559,10,7.5,7.5,7.55,-13.3,-13.3,0.563,0.917,436,36.0,23.84,-7.74,3.632,8,20.1,4796090.0
EMA50|h1|t120|s15|k3|a0.90|o0|g0,EMA50,1,120,15,3,0.9,0,0,889,10,9.89,9.83,9.89,-17.38,-17.38,0.569,0.941,668,36.1,25.22,-7.53,4.287,16,30.8,7737610.0
EMA50|h1|t120|s15|k3|a0.90|o1|g1,EMA50,1,120,15,3,0.9,1,1,312,10,6.96,6.96,6.96,-14.87,-14.87,0.468,1.142,274,33.9,25.81,-7.68,3.69,14,12.6,4300946.0
EMA50|h1|t120|s15|k3|a0.95|o1|g0,EMA50,1,120,15,3,0.95,1,0,238,10,6.78,6.78,6.78,-13.62,-13.62,0.498,1.257,235,35.7,25.81,-8.43,3.81,15,10.8,4145997.0
EMA50|h1|t120|s15|k3|a1.00|o0|g1,EMA50,1,120,15,3,1.0,0,1,473,10,7.49,7.42,7.49,-11.94,-11.94,0.628,0.997,383,35.8,24.92,-7.73,3.949,12,17.7,4794647.0
EMA50|h1|t120|s15|k5|a0.90|o0|g0,EMA50,1,120,15,5,0.9,0,0,628,10,8.49,8.48,8.51,-13.91,-13.91,0.61,0.999,516,35.9,25.34,-7.74,4.12,18,23.8,5851206.0
EMA50|h1|t120|s15|k5|a0.90|o1|g1,EMA50,1,120,15,5,0.9,1,1,227,10,6.73,6.73,6.73,-10.52,-10.52,0.64,1.347,204,38.2,23.82,-8.39,3.924,16,9.4,4108632.0
EMA50|h1|t120|s15|k5|a0.95|o1|g0,EMA50,1,120,15,5,0.95,1,0,179,10,7.0,7.0,7.0,-9.84,-9.84,0.711,1.459,178,42.7,24.08,-9.15,5.039,11,8.2,4336864.0
EMA50|h1|t120|s15|k5|a1.00|o0|g1,EMA50,1,120,15,5,1.0,0,1,343,10,7.32,7.32,7.56,-11.94,-12.79,0.613,1.101,295,39.3,24.66,-8.34,4.636,11,13.6,4624536.0
EMA50|h1|t120|s20|k2|a0.90|o0|g0,EMA50,1,120,20,2,0.9,0,0,881,10,7.51,7.5,7.55,-28.92,-29.06,0.26,0.845,664,31.8,24.26,-6.99,2.933,20,30.6,4806239.0
EMA50|h1|t120|s20|k2|a0.90|o1|g1,EMA50,1,120,20,2,0.9,1,1,289,10,7.75,7.75,7.75,-14.54,-14.54,0.533,1.366,254,36.2,26.9,-7.14,5.192,13,11.7,5045885.0
EMA50|h1|t120|s20|k2|a0.95|o1|g0,EMA50,1,120,20,2,0.95,1,0,228,10,7.54,7.54,7.54,-11.81,-11.81,0.639,1.415,227,37.4,26.9,-7.74,5.229,14,10.5,4840423.0
EMA50|h1|t120|s20|k2|a1.00|o0|g1,EMA50,1,120,20,2,1.0,0,1,462,10,6.92,6.92,6.92,-15.17,-15.17,0.456,0.942,372,36.0,23.4,-7.43,3.676,11,17.2,4268164.0
EMA50|h1|t120|s20|k3|a0.90|o0|g0,EMA50,1,120,20,3,0.9,0,0,772,10,7.9,7.89,8.04,-33.11,-33.26,0.238,0.889,604,32.7,25.28,-7.24,3.394,15,27.9,5206974.0
EMA50|h1|t120|s20|k3|a0.90|o1|g1,EMA50,1,120,20,3,0.9,1,1,254,10,6.83,6.83,6.83,-10.21,-10.21,0.669,1.356,228,32.5,27.77,-7.45,3.981,13,10.5,4195181.0
EMA50|h1|t120|s20|k3|a0.95|o1|g0,EMA50,1,120,20,3,0.95,1,0,197,10,6.97,6.97,6.97,-11.3,-11.3,0.617,1.476,196,35.2,28.28,-8.16,4.668,15,9.0,4309866.0
EMA50|h1|t120|s20|k3|a1.00|o0|g1,EMA50,1,120,20,3,1.0,0,1,389,10,6.92,6.92,6.92,-15.37,-15.37,0.45,1.021,328,34.1,25.25,-7.61,3.609,16,15.1,4267722.0
EMA50|h1|t120|s20|k5|a0.90|o0|g0,EMA50,1,120,20,5,0.9,0,0,541,10,9.02,9.02,9.02,-18.09,-18.09,0.498,1.113,455,38.0,25.43,-7.43,5.062,13,21.0,6506476.0
EMA50|h1|t120|s20|k5|a0.90|o1|g1,EMA50,1,120,20,5,0.9,1,1,188,10,7.43,7.43,7.43,-7.13,-7.13,1.042,1.578,171,42.7,25.13,-8.05,6.117,11,7.9,4730140.0
EMA50|h1|t120|s20|k5|a0.95|o1|g0,EMA50,1,120,20,5,0.95,1,0,150,10,7.5,7.5,7.5,-7.18,-7.18,1.045,1.649,150,46.7,25.07,-8.61,7.104,10,6.9,4800549.0
EMA50|h1|t120|s20|k5|a1.00|o0|g1,EMA50,1,120,20,5,1.0,0,1,280,10,7.71,7.71,7.71,-15.84,-15.84,0.487,1.256,245,41.2,24.83,-7.98,5.542,9,11.3,5006170.0
ST_7_3|h0|t0|s15|k2|a0.90|o0|g1,ST_7_3,0,0,15,2,0.9,0,1,1020,10,10.25,10.16,10.37,-18.93,-19.7,0.545,0.952,564,41.4,25.46,-8.86,5.344,10,26.0,8302248.0
ST_7_3|h0|t0|s15|k2|a0.95|o0|g0,ST_7_3,0,0,15,2,0.95,0,0,759,10,10.26,10.26,10.26,-28.51,-28.51,0.36,0.832,538,40.5,27.23,-9.25,5.53,12,24.8,8311102.0
ST_7_3|h0|t0|s15|k2|a0.95|o1|g1,ST_7_3,0,0,15,2,0.95,1,1,279,10,8.44,8.44,8.44,-16.0,-16.0,0.527,1.224,233,41.6,30.78,-9.51,7.262,13,10.7,5795076.0
ST_7_3|h0|t0|s15|k2|a1.00|o1|g0,ST_7_3,0,0,15,2,1.0,1,0,204,10,7.21,7.21,7.21,-15.4,-15.4,0.468,1.221,202,40.1,29.08,-10.18,5.563,15,9.3,4523052.0
ST_7_3|h0|t0|s15|k3|a0.90|o0|g1,ST_7_3,0,0,15,3,0.9,0,1,889,10,9.57,9.51,9.64,-18.8,-19.32,0.509,0.855,516,40.9,26.01,-9.26,5.201,15,23.8,7251764.0
ST_7_3|h0|t0|s15|k3|a0.95|o0|g0,ST_7_3,0,0,15,3,0.95,0,0,664,10,11.22,11.21,11.22,-20.15,-20.31,0.557,0.988,493,43.8,27.6,-9.38,6.824,11,22.7,10040018.0
ST_7_3|h0|t0|s15|k3|a0.95|o1|g1,ST_7_3,0,0,15,3,0.95,1,1,238,10,7.79,7.79,7.79,-16.9,-16.9,0.461,1.217,210,41.4,30.14,-10.08,6.582,11,9.7,5090860.0
ST_7_3|h0|t0|s15|k3|a1.00|o1|g0,ST_7_3,0,0,15,3,1.0,1,0,176,10,6.65,6.65,6.65,-15.16,-15.16,0.439,1.239,175,40.6,27.49,-10.73,4.777,13,8.1,4040762.0
ST_7_3|h0|t0|s15|k5|a0.90|o0|g1,ST_7_3,0,0,15,5,0.9,0,1,628,10,8.67,8.67,8.71,-21.81,-21.81,0.398,0.827,432,39.8,28.17,-10.13,5.119,12,19.9,6073404.0
