cell,exit,hard_stop,time_stop,shelf_S,vol_K,ath,obv_filter,market_gate,n_events,seeds,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,sharpe_med,trades,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,trades_per_yr,final_med
DON20|h1|t0|s15|k2|a0.90|o0|g1,DON20,1,0,15,2,0.9,0,1,1020,10,9.62,9.61,9.72,-23.23,-23.23,0.414,1.0,654,37.7,22.71,-7.15,4.076,16,30.1,7335194.0
DON20|h1|t0|s15|k2|a0.95|o0|g0,DON20,1,0,15,2,0.95,0,0,759,10,8.0,7.96,8.01,-14.42,-14.42,0.555,0.946,622,35.5,21.53,-7.44,2.85,15,28.7,5309916.0
DON20|h1|t0|s15|k2|a0.95|o1|g1,DON20,1,0,15,2,0.95,1,1,279,10,6.55,6.55,6.55,-15.78,-15.78,0.415,1.213,242,36.0,21.57,-7.36,3.04,10,11.2,3960072.0
DON20|h1|t0|s15|k2|a1.00|o1|g0,DON20,1,0,15,2,1.0,1,0,204,10,5.9,5.9,5.9,-14.11,-14.11,0.418,1.259,204,35.8,20.43,-7.95,2.202,11,9.4,3467713.0
DON20|h1|t0|s15|k3|a0.90|o0|g1,DON20,1,0,15,3,0.9,0,1,889,10,8.48,8.43,8.54,-20.53,-20.53,0.413,0.919,598,36.5,22.63,-7.41,3.541,15,27.6,5841549.0
DON20|h1|t0|s15|k3|a0.95|o0|g0,DON20,1,0,15,3,0.95,0,0,664,10,7.23,7.19,7.23,-19.18,-19.18,0.377,0.88,570,36.3,20.51,-7.78,2.494,13,26.3,4541880.0
DON20|h1|t0|s15|k3|a0.95|o1|g1,DON20,1,0,15,3,0.95,1,1,238,10,5.43,5.43,5.43,-14.06,-14.06,0.386,1.19,212,34.9,17.92,-7.87,1.136,9,9.8,3145607.0
DON20|h1|t0|s15|k3|a1.00|o1|g0,DON20,1,0,15,3,1.0,1,0,176,10,5.15,5.15,5.15,-10.59,-10.59,0.486,1.286,176,32.4,18.78,-8.16,0.565,9,8.1,2970728.0
DON20|h1|t0|s15|k5|a0.90|o0|g1,DON20,1,0,15,5,0.9,0,1,628,10,6.95,6.94,7.01,-19.97,-19.97,0.348,0.952,480,38.1,19.13,-7.79,2.478,14,22.1,4294963.0
DON20|h1|t0|s15|k5|a0.95|o0|g0,DON20,1,0,15,5,0.95,0,0,477,10,7.21,7.21,7.25,-20.12,-20.12,0.358,1.002,442,38.5,20.56,-8.11,2.915,14,20.4,4524287.0
DON20|h1|t0|s15|k5|a0.95|o1|g1,DON20,1,0,15,5,0.95,1,1,179,10,5.91,5.91,5.91,-9.82,-9.82,0.602,1.512,162,38.3,19.79,-8.44,2.365,14,7.5,3477482.0
DON20|h1|t0|s15|k5|a1.00|o1|g0,DON20,1,0,15,5,1.0,1,0,129,10,6.24,6.24,6.24,-9.84,-9.84,0.634,1.669,129,37.2,25.17,-8.78,3.857,9,5.9,3714774.0
DON20|h1|t0|s20|k2|a0.90|o0|g1,DON20,1,0,20,2,0.9,0,1,881,10,8.29,8.21,8.42,-21.77,-21.78,0.381,0.964,597,35.8,22.67,-7.03,3.588,23,27.6,5627685.0
DON20|h1|t0|s20|k2|a0.95|o0|g0,DON20,1,0,20,2,0.95,0,0,652,10,8.07,7.78,8.08,-17.73,-17.88,0.456,1.007,547,35.3,23.4,-7.32,3.523,14,25.2,5387189.0
DON20|h1|t0|s20|k2|a0.95|o1|g1,DON20,1,0,20,2,0.95,1,1,228,10,6.3,6.3,6.3,-10.9,-10.9,0.578,1.418,202,36.1,21.03,-7.26,2.966,10,9.3,3762911.0
DON20|h1|t0|s20|k2|a1.00|o1|g0,DON20,1,0,20,2,1.0,1,0,164,10,5.6,5.6,5.6,-6.25,-6.25,0.897,1.566,164,34.1,20.23,-7.97,1.66,14,7.6,3262874.0
DON20|h1|t0|s20|k3|a0.90|o0|g1,DON20,1,0,20,3,0.9,0,1,772,10,7.55,7.5,7.68,-23.21,-24.26,0.323,0.891,545,35.5,22.31,-7.3,3.215,19,25.1,4846896.0
DON20|h1|t0|s20|k3|a0.95|o0|g0,DON20,1,0,20,3,0.95,0,0,568,10,7.44,7.44,7.51,-22.1,-22.1,0.337,0.954,494,35.8,22.39,-7.57,3.167,13,22.8,4744333.0
DON20|h1|t0|s20|k3|a0.95|o1|g1,DON20,1,0,20,3,0.95,1,1,197,10,5.59,5.59,5.59,-6.64,-6.64,0.841,1.485,177,33.3,20.04,-7.76,1.504,8,8.2,3252746.0
DON20|h1|t0|s20|k3|a1.00|o1|g0,DON20,1,0,20,3,1.0,1,0,141,10,5.24,5.24,5.24,-5.97,-5.97,0.879,1.63,141,31.2,20.23,-8.17,0.689,11,6.5,3029138.0
DON20|h1|t0|s20|k5|a0.90|o0|g1,DON20,1,0,20,5,0.9,0,1,541,10,7.28,7.28,7.32,-16.15,-16.15,0.451,1.046,423,40.2,18.9,-7.59,3.054,12,19.5,4594803.0
DON20|h1|t0|s20|k5|a0.95|o0|g0,DON20,1,0,20,5,0.95,0,0,403,10,7.61,7.61,7.61,-17.78,-17.78,0.428,1.112,375,40.5,20.89,-7.84,3.803,13,17.3,4910832.0
DON20|h1|t0|s20|k5|a0.95|o1|g1,DON20,1,0,20,5,0.95,1,1,150,10,6.27,6.27,6.27,-6.18,-6.18,1.014,1.753,138,42.8,19.64,-8.3,3.644,9,6.4,3738204.0
DON20|h1|t0|s20|k5|a1.00|o1|g0,DON20,1,0,20,5,1.0,1,0,103,10,6.41,6.41,6.41,-6.73,-6.73,0.952,1.905,103,42.7,24.0,-8.79,5.215,6,4.7,3847281.0
DON20|h1|t120|s15|k2|a0.90|o0|g1,DON20,1,120,15,2,0.9,0,1,1020,10,8.66,8.65,8.74,-15.05,-15.21,0.574,0.96,659,37.3,20.55,-7.15,3.2,17,30.4,6054372.0
DON20|h1|t120|s15|k2|a0.95|o0|g0,DON20,1,120,15,2,0.95,0,0,759,10,7.83,7.81,7.84,-14.61,-14.61,0.536,0.938,625,35.5,21.11,-7.44,2.7,15,28.8,5128528.0
DON20|h1|t120|s15|k2|a0.95|o1|g1,DON20,1,120,15,2,0.95,1,1,279,10,6.55,6.55,6.55,-15.79,-15.79,0.415,1.213,242,36.0,21.57,-7.36,3.043,10,11.2,3962632.0
DON20|h1|t120|s15|k2|a1.00|o1|g0,DON20,1,120,15,2,1.0,1,0,204,10,5.95,5.95,5.95,-14.12,-14.12,0.421,1.271,204,35.8,20.73,-7.95,2.31,11,9.4,3502550.0
DON20|h1|t120|s15|k3|a0.90|o0|g1,DON20,1,120,15,3,0.9,0,1,889,10,7.51,7.47,7.51,-14.79,-14.79,0.508,0.87,603,36.5,20.07,-7.43,2.595,15,27.8,4811381.0
DON20|h1|t120|s15|k3|a0.95|o0|g0,DON20,1,120,15,3,0.95,0,0,664,10,7.08,7.0,7.19,-20.55,-20.99,0.345,0.868,574,36.1,20.26,-7.72,2.334,13,26.5,4408798.0
DON20|h1|t120|s15|k3|a0.95|o1|g1,DON20,1,120,15,3,0.95,1,1,238,10,5.43,5.43,5.43,-14.06,-14.06,0.386,1.191,212,34.9,17.95,-7.87,1.144,9,9.8,3149362.0
DON20|h1|t120|s15|k3|a1.00|o1|g0,DON20,1,120,15,3,1.0,1,0,176,10,5.2,5.2,5.2,-10.77,-10.77,0.483,1.301,176,32.4,19.16,-8.16,0.69,9,8.1,3002186.0
DON20|h1|t120|s15|k5|a0.90|o0|g1,DON20,1,120,15,5,0.9,0,1,628,10,6.8,6.79,6.86,-13.16,-13.16,0.516,0.95,483,37.9,18.82,-7.79,2.294,14,22.3,4165895.0
DON20|h1|t120|s15|k5|a0.95|o0|g0,DON20,1,120,15,5,0.95,0,0,477,10,7.06,7.06,7.1,-14.02,-14.02,0.504,1.012,443,38.4,20.09,-8.11,2.713,14,20.4,4389514.0
DON20|h1|t120|s15|k5|a0.95|o1|g1,DON20,1,120,15,5,0.95,1,1,179,10,5.92,5.92,5.92,-9.82,-9.82,0.603,1.513,162,38.3,19.82,-8.44,2.376,14,7.5,3480648.0
DON20|h1|t120|s15|k5|a1.00|o1|g0,DON20,1,120,15,5,1.0,1,0,129,10,6.24,6.24,6.24,-9.84,-9.84,0.634,1.669,129,37.2,25.17,-8.78,3.857,9,5.9,3714774.0
DON20|h1|t120|s20|k2|a0.90|o0|g1,DON20,1,120,20,2,0.9,0,1,881,10,7.35,7.26,7.48,-17.0,-17.76,0.427,0.924,601,36.0,19.58,-7.03,2.557,23,27.8,4656824.0
DON20|h1|t120|s20|k2|a0.95|o0|g0,DON20,1,120,20,2,0.95,0,0,652,10,7.67,7.47,7.83,-17.63,-17.88,0.438,0.996,555,35.2,22.14,-7.33,3.027,16,25.6,4974302.0
DON20|h1|t120|s20|k2|a0.95|o1|g1,DON20,1,120,20,2,0.95,1,1,228,10,6.11,6.11,6.11,-10.87,-10.87,0.562,1.415,202,36.1,19.73,-7.26,2.496,10,9.3,3617143.0
DON20|h1|t120|s20|k2|a1.00|o1|g0,DON20,1,120,20,2,1.0,1,0,164,10,5.65,5.65,5.65,-6.25,-6.25,0.905,1.581,164,34.1,20.62,-7.97,1.794,14,7.6,3296364.0
DON20|h1|t120|s20|k3|a0.90|o0|g1,DON20,1,120,20,3,0.9,0,1,772,10,6.56,6.49,6.63,-23.59,-24.17,0.277,0.841,551,35.4,19.38,-7.32,2.159,19,25.4,3973019.0
DON20|h1|t120|s20|k3|a0.95|o0|g0,DON20,1,120,20,3,0.95,0,0,568,10,7.21,7.21,7.28,-22.32,-22.32,0.323,0.958,499,35.5,21.86,-7.58,2.863,13,23.0,4522584.0
DON20|h1|t120|s20|k3|a0.95|o1|g1,DON20,1,120,20,3,0.95,1,1,197,10,5.59,5.59,5.59,-6.64,-6.64,0.842,1.486,177,33.3,20.07,-7.76,1.514,8,8.2,3256054.0
DON20|h1|t120|s20|k3|a1.00|o1|g0,DON20,1,120,20,3,1.0,1,0,141,10,5.29,5.29,5.29,-6.03,-6.03,0.878,1.648,141,31.2,20.73,-8.17,0.845,11,6.5,3059881.0
DON20|h1|t120|s20|k5|a0.90|o0|g1,DON20,1,120,20,5,0.9,0,1,541,10,7.16,7.15,7.2,-14.97,-15.1,0.478,1.053,425,40.0,18.56,-7.59,2.868,12,19.6,4480092.0
DON20|h1|t120|s20|k5|a0.95|o0|g0,DON20,1,120,20,5,0.95,0,0,403,10,7.46,7.46,7.46,-19.23,-19.23,0.388,1.11,380,40.3,20.4,-7.82,3.541,11,17.5,4758878.0
DON20|h1|t120|s20|k5|a0.95|o1|g1,DON20,1,120,20,5,0.95,1,1,150,10,6.27,6.27,6.27,-6.18,-6.18,1.016,1.754,138,42.8,19.67,-8.3,3.656,9,6.4,3742923.0
DON20|h1|t120|s20|k5|a1.00|o1|g0,DON20,1,120,20,5,1.0,1,0,103,10,6.41,6.41,6.41,-6.73,-6.73,0.952,1.905,103,42.7,24.0,-8.79,5.215,6,4.7,3847281.0
DON10|h0|t0|s15|k2|a0.90|o0|g1,DON10,0,0,15,2,0.9,0,1,1020,10,5.46,5.37,5.5,-14.48,-14.48,0.377,0.802,792,35.0,13.49,-6.07,0.778,20,36.5,3168412.0
DON10|h0|t0|s15|k2|a0.95|o0|g0,DON10,0,0,15,2,0.95,0,0,759,10,5.41,5.41,5.41,-12.76,-12.76,0.424,0.885,717,36.0,13.0,-6.37,0.598,11,33.1,3136944.0
DON10|h0|t0|s15|k2|a0.95|o1|g1,DON10,0,0,15,2,0.95,1,1,279,10,5.41,5.41,5.41,-7.88,-7.88,0.686,1.556,242,35.5,14.17,-6.77,0.673,11,11.2,3133627.0
DON10|h0|t0|s15|k2|a1.00|o1|g0,DON10,0,0,15,2,1.0,1,0,204,10,5.32,5.32,5.32,-8.98,-8.98,0.592,1.666,204,36.3,13.86,-6.88,0.644,12,9.4,3078054.0
DON10|h0|t0|s15|k3|a0.90|o0|g1,DON10,0,0,15,3,0.9,0,1,889,10,4.96,4.93,4.98,-13.3,-13.3,0.373,0.724,712,34.8,13.34,-6.35,0.516,18,32.8,2855263.0
DON10|h0|t0|s15|k3|a0.95|o0|g0,DON10,0,0,15,3,0.95,0,0,664,10,5.88,5.88,5.88,-11.11,-11.11,0.53,0.997,634,38.6,12.74,-6.53,0.918,10,29.2,3455482.0
DON10|h0|t0|s15|k3|a0.95|o1|g1,DON10,0,0,15,3,0.95,1,1,238,10,5.54,5.54,5.54,-7.91,-7.91,0.7,1.687,212,36.8,14.28,-6.77,0.974,12,9.8,3218866.0
DON10|h0|t0|s15|k3|a1.00|o1|g0,DON10,0,0,15,3,1.0,1,0,176,10,5.51,5.51,5.51,-6.14,-6.14,0.897,1.762,176,36.9,14.84,-7.02,1.055,10,8.1,3199672.0
DON10|h0|t0|s15|k5|a0.90|o0|g1,DON10,0,0,15,5,0.9,0,1,628,10,5.66,5.66,5.66,-10.67,-10.67,0.531,0.957,535,38.5,13.34,-6.67,1.036,12,24.7,3302599.0
DON10|h0|t0|s15|k5|a0.95|o0|g0,DON10,0,0,15,5,0.95,0,0,477,10,6.7,6.7,6.7,-10.05,-10.05,0.666,1.245,465,41.9,13.42,-6.71,1.73,9,21.4,4078329.0
DON10|h0|t0|s15|k5|a0.95|o1|g1,DON10,0,0,15,5,0.95,1,1,179,10,6.0,6.0,6.0,-5.67,-5.67,1.058,2.01,162,39.5,16.21,-6.98,2.181,11,7.5,3536978.0
DON10|h0|t0|s15|k5|a1.00|o1|g0,DON10,0,0,15,5,1.0,1,0,129,10,6.29,6.29,6.29,-6.17,-6.17,1.018,2.169,129,41.9,18.87,-7.33,3.637,7,5.9,3751818.0
DON10|h0|t0|s20|k2|a0.90|o0|g1,DON10,0,0,20,2,0.9,0,1,881,10,4.12,4.1,4.16,-18.36,-18.72,0.225,0.651,705,33.5,12.45,-5.89,0.247,15,32.5,2403109.0
DON10|h0|t0|s20|k2|a0.95|o0|g0,DON10,0,0,20,2,0.95,0,0,652,10,4.75,4.75,4.78,-12.78,-12.87,0.372,0.899,615,35.0,12.07,-6.18,0.201,13,28.4,2737523.0
DON10|h0|t0|s20|k2|a0.95|o1|g1,DON10,0,0,20,2,0.95,1,1,228,10,5.43,5.43,5.43,-7.25,-7.25,0.749,1.826,202,33.7,14.91,-6.42,0.758,13,9.3,3147314.0
DON10|h0|t0|s20|k2|a1.00|o1|g0,DON10,0,0,20,2,1.0,1,0,164,10,5.26,5.26,5.26,-4.82,-4.82,1.092,1.993,164,33.5,14.88,-6.78,0.483,9,7.6,3041102.0
DON10|h0|t0|s20|k3|a0.90|o0|g1,DON10,0,0,20,3,0.9,0,1,772,10,3.96,3.95,3.96,-22.11,-22.25,0.179,0.622,636,34.4,12.18,-6.2,0.128,13,29.3,2321018.0
DON10|h0|t0|s20|k3|a0.95|o0|g0,DON10,0,0,20,3,0.95,0,0,568,10,5.18,5.17,5.19,-12.57,-12.61,0.411,1.003,545,37.2,12.01,-6.37,0.473,10,25.1,2989722.0
DON10|h0|t0|s20|k3|a0.95|o1|g1,DON10,0,0,20,3,0.95,1,1,197,10,5.61,5.61,5.61,-6.36,-6.36,0.882,2.011,177,33.9,16.31,-6.53,1.214,10,8.2,3267952.0
DON10|h0|t0|s20|k3|a1.00|o1|g0,DON10,0,0,20,3,1.0,1,0,141,10,5.6,5.6,5.6,-4.67,-4.67,1.2,2.154,141,35.5,16.69,-7.0,1.402,8,6.5,3258784.0
DON10|h0|t0|s20|k5|a0.90|o0|g1,DON10,0,0,20,5,0.9,0,1,541,10,6.1,6.1,6.1,-13.03,-13.03,0.468,1.105,467,40.7,13.06,-6.43,1.496,11,21.5,3608676.0
DON10|h0|t0|s20|k5|a0.95|o0|g0,DON10,0,0,20,5,0.95,0,0,403,10,6.6,6.6,6.6,-12.87,-12.87,0.513,1.361,396,44.2,12.58,-6.57,1.894,8,18.3,4001686.0
DON10|h0|t0|s20|k5|a0.95|o1|g1,DON10,0,0,20,5,0.95,1,1,150,10,6.31,6.31,6.31,-4.61,-4.61,1.368,2.298,138,43.5,16.59,-6.81,3.361,8,6.4,3769799.0
DON10|h0|t0|s20|k5|a1.00|o1|g0,DON10,0,0,20,5,1.0,1,0,103,10,6.53,6.53,6.53,-4.33,-4.33,1.509,2.449,103,46.6,19.7,-7.26,5.306,6,4.7,3944254.0
DON10|h0|t120|s15|k2|a0.90|o0|g1,DON10,0,120,15,2,0.9,0,1,1020,10,5.46,5.37,5.5,-14.48,-14.48,0.377,0.802,792,35.0,13.49,-6.07,0.778,20,36.5,3168412.0
DON10|h0|t120|s15|k2|a0.95|o0|g0,DON10,0,120,15,2,0.95,0,0,759,10,5.41,5.41,5.41,-12.76,-12.76,0.424,0.885,717,36.0,13.0,-6.37,0.598,11,33.1,3136944.0
DON10|h0|t120|s15|k2|a0.95|o1|g1,DON10,0,120,15,2,0.95,1,1,279,10,5.41,5.41,5.41,-7.88,-7.88,0.686,1.556,242,35.5,14.17,-6.77,0.673,11,11.2,3133627.0
DON10|h0|t120|s15|k2|a1.00|o1|g0,DON10,0,120,15,2,1.0,1,0,204,10,5.32,5.32,5.32,-8.98,-8.98,0.592,1.666,204,36.3,13.86,-6.88,0.644,12,9.4,3078054.0
DON10|h0|t120|s15|k3|a0.90|o0|g1,DON10,0,120,15,3,0.9,0,1,889,10,4.96,4.93,4.98,-13.3,-13.3,0.373,0.724,712,34.8,13.34,-6.35,0.516,18,32.8,2855263.0
DON10|h0|t120|s15|k3|a0.95|o0|g0,DON10,0,120,15,3,0.95,0,0,664,10,5.88,5.88,5.88,-11.11,-11.11,0.53,0.997,634,38.6,12.74,-6.53,0.918,10,29.2,3455482.0
DON10|h0|t120|s15|k3|a0.95|o1|g1,DON10,0,120,15,3,0.95,1,1,238,10,5.54,5.54,5.54,-7.91,-7.91,0.7,1.687,212,36.8,14.28,-6.77,0.974,12,9.8,3218866.0
DON10|h0|t120|s15|k3|a1.00|o1|g0,DON10,0,120,15,3,1.0,1,0,176,10,5.51,5.51,5.51,-6.14,-6.14,0.897,1.762,176,36.9,14.84,-7.02,1.055,10,8.1,3199672.0
DON10|h0|t120|s15|k5|a0.90|o0|g1,DON10,0,120,15,5,0.9,0,1,628,10,5.66,5.66,5.66,-10.67,-10.67,0.531,0.957,535,38.5,13.34,-6.67,1.036,12,24.7,3302599.0
DON10|h0|t120|s15|k5|a0.95|o0|g0,DON10,0,120,15,5,0.95,0,0,477,10,6.7,6.7,6.7,-10.05,-10.05,0.666,1.245,465,41.9,13.42,-6.71,1.73,9,21.4,4078329.0
DON10|h0|t120|s15|k5|a0.95|o1|g1,DON10,0,120,15,5,0.95,1,1,179,10,6.0,6.0,6.0,-5.67,-5.67,1.058,2.01,162,39.5,16.21,-6.98,2.181,11,7.5,3536978.0
DON10|h0|t120|s15|k5|a1.00|o1|g0,DON10,0,120,15,5,1.0,1,0,129,10,6.29,6.29,6.29,-6.17,-6.17,1.018,2.169,129,41.9,18.87,-7.33,3.637,7,5.9,3751818.0
DON10|h0|t120|s20|k2|a0.90|o0|g1,DON10,0,120,20,2,0.9,0,1,881,10,4.12,4.1,4.16,-18.36,-18.72,0.225,0.651,705,33.5,12.45,-5.89,0.247,15,32.5,2403109.0
DON10|h0|t120|s20|k2|a0.95|o0|g0,DON10,0,120,20,2,0.95,0,0,652,10,4.75,4.75,4.78,-12.78,-12.87,0.372,0.899,615,35.0,12.07,-6.18,0.201,13,28.4,2737523.0
DON10|h0|t120|s20|k2|a0.95|o1|g1,DON10,0,120,20,2,0.95,1,1,228,10,5.43,5.43,5.43,-7.25,-7.25,0.749,1.826,202,33.7,14.91,-6.42,0.758,13,9.3,3147314.0
DON10|h0|t120|s20|k2|a1.00|o1|g0,DON10,0,120,20,2,1.0,1,0,164,10,5.26,5.26,5.26,-4.82,-4.82,1.092,1.993,164,33.5,14.88,-6.78,0.483,9,7.6,3041102.0
DON10|h0|t120|s20|k3|a0.90|o0|g1,DON10,0,120,20,3,0.9,0,1,772,10,3.96,3.95,3.96,-22.11,-22.25,0.179,0.622,636,34.4,12.18,-6.2,0.128,13,29.3,2321018.0
DON10|h0|t120|s20|k3|a0.95|o0|g0,DON10,0,120,20,3,0.95,0,0,568,10,5.18,5.17,5.19,-12.57,-12.61,0.411,1.003,545,37.2,12.01,-6.37,0.473,10,25.1,2989722.0
DON10|h0|t120|s20|k3|a0.95|o1|g1,DON10,0,120,20,3,0.95,1,1,197,10,5.61,5.61,5.61,-6.36,-6.36,0.882,2.011,177,33.9,16.31,-6.53,1.214,10,8.2,3267952.0
DON10|h0|t120|s20|k3|a1.00|o1|g0,DON10,0,120,20,3,1.0,1,0,141,10,5.6,5.6,5.6,-4.67,-4.67,1.2,2.154,141,35.5,16.69,-7.0,1.402,8,6.5,3258784.0
DON10|h0|t120|s20|k5|a0.90|o0|g1,DON10,0,120,20,5,0.9,0,1,541,10,6.1,6.1,6.1,-13.03,-13.03,0.468,1.105,467,40.7,13.06,-6.43,1.496,11,21.5,3608676.0
DON10|h0|t120|s20|k5|a0.95|o0|g0,DON10,0,120,20,5,0.95,0,0,403,10,6.6,6.6,6.6,-12.87,-12.87,0.513,1.361,396,44.2,12.58,-6.57,1.894,8,18.3,4001686.0
DON10|h0|t120|s20|k5|a0.95|o1|g1,DON10,0,120,20,5,0.95,1,1,150,10,6.31,6.31,6.31,-4.61,-4.61,1.368,2.298,138,43.5,16.59,-6.81,3.361,8,6.4,3769799.0
DON10|h0|t120|s20|k5|a1.00|o1|g0,DON10,0,120,20,5,1.0,1,0,103,10,6.53,6.53,6.53,-4.33,-4.33,1.509,2.449,103,46.6,19.7,-7.26,5.306,6,4.7,3944254.0
DON10|h1|t0|s15|k2|a0.90|o0|g1,DON10,1,0,15,2,0.9,0,1,1020,10,5.36,5.32,5.41,-13.28,-13.28,0.404,0.816,805,34.1,13.19,-5.77,0.693,20,37.2,3102976.0
DON10|h1|t0|s15|k2|a0.95|o0|g0,DON10,1,0,15,2,0.95,0,0,759,10,5.34,5.31,5.34,-10.56,-11.17,0.506,0.911,722,34.9,12.87,-6.11,0.516,12,33.3,3092956.0
DON10|h1|t0|s15|k2|a0.95|o1|g1,DON10,1,0,15,2,0.95,1,1,279,10,5.6,5.6,5.6,-7.05,-7.05,0.795,1.652,242,35.1,14.18,-6.21,0.947,11,11.2,3262376.0
DON10|h1|t0|s15|k2|a1.00|o1|g0,DON10,1,0,15,2,1.0,1,0,204,10,5.44,5.44,5.44,-7.51,-7.51,0.724,1.747,204,35.3,13.93,-6.36,0.802,12,9.4,3151886.0
DON10|h1|t0|s15|k3|a0.90|o0|g1,DON10,1,0,15,3,0.9,0,1,889,10,5.14,5.14,5.16,-12.02,-12.02,0.428,0.77,716,34.4,13.17,-6.0,0.594,18,33.0,2967811.0
DON10|h1|t0|s15|k3|a0.95|o0|g0,DON10,1,0,15,3,0.95,0,0,664,10,5.52,5.51,5.52,-9.59,-9.75,0.575,0.976,639,37.1,12.44,-6.32,0.638,10,29.5,3204588.0
DON10|h1|t0|s15|k3|a0.95|o1|g1,DON10,1,0,15,3,0.95,1,1,238,10,5.64,5.64,5.64,-7.87,-7.87,0.716,1.752,212,36.3,14.28,-6.37,1.131,12,9.8,3285909.0
DON10|h1|t0|s15|k3|a1.00|o1|g0,DON10,1,0,15,3,1.0,1,0,176,10,5.55,5.55,5.55,-6.15,-6.15,0.902,1.813,176,35.8,14.94,-6.63,1.09,10,8.1,3226724.0
DON10|h1|t0|s15|k5|a0.90|o0|g1,DON10,1,0,15,5,0.9,0,1,628,10,5.92,5.92,5.92,-10.09,-10.09,0.587,1.01,539,37.7,13.46,-6.25,1.172,13,24.9,3483532.0
DON10|h1|t0|s15|k5|a0.95|o0|g0,DON10,1,0,15,5,0.95,0,0,477,10,6.33,6.33,6.33,-8.38,-8.38,0.755,1.233,471,39.5,13.46,-6.55,1.354,10,21.7,3787452.0
DON10|h1|t0|s15|k5|a0.95|o1|g1,DON10,1,0,15,5,0.95,1,1,179,10,5.99,5.99,5.99,-5.31,-5.31,1.129,2.05,162,38.3,16.31,-6.64,2.143,12,7.5,3534258.0
DON10|h1|t0|s15|k5|a1.00|o1|g0,DON10,1,0,15,5,1.0,1,0,129,10,6.25,6.25,6.25,-6.1,-6.1,1.024,2.224,129,40.3,18.92,-6.95,3.481,7,5.9,3725414.0
DON10|h1|t0|s20|k2|a0.90|o0|g1,DON10,1,0,20,2,0.9,0,1,881,10,4.12,4.11,4.16,-18.04,-18.44,0.229,0.668,710,32.7,12.32,-5.64,0.227,16,32.7,2403972.0
DON10|h1|t0|s20|k2|a0.95|o0|g0,DON10,1,0,20,2,0.95,0,0,652,10,4.54,4.54,4.57,-11.87,-11.97,0.383,0.895,622,33.6,11.9,-5.98,0.032,13,28.7,2620495.0
DON10|h1|t0|s20|k2|a0.95|o1|g1,DON10,1,0,20,2,0.95,1,1,228,10,5.51,5.51,5.51,-6.7,-6.7,0.822,1.892,202,33.2,14.92,-6.08,0.885,13,9.3,3200822.0
DON10|h1|t0|s20|k2|a1.00|o1|g0,DON10,1,0,20,2,1.0,1,0,164,10,5.35,5.35,5.35,-4.23,-4.23,1.267,2.092,164,32.9,14.73,-6.28,0.641,9,7.6,3100076.0
DON10|h1|t0|s20|k3|a0.90|o0|g1,DON10,1,0,20,3,0.9,0,1,772,10,3.98,3.96,4.03,-21.61,-22.01,0.184,0.636,640,33.8,12.15,-5.98,0.123,13,29.5,2332200.0
DON10|h1|t0|s20|k3|a0.95|o0|g0,DON10,1,0,20,3,0.95,0,0,568,10,4.79,4.78,4.79,-11.68,-12.1,0.41,0.972,551,35.6,11.71,-6.23,0.148,11,25.4,2753844.0
DON10|h1|t0|s20|k3|a0.95|o1|g1,DON10,1,0,20,3,0.95,1,1,197,10,5.61,5.61,5.61,-6.33,-6.33,0.886,2.046,177,33.3,16.35,-6.41,1.176,10,8.2,3266677.0
DON10|h1|t0|s20|k3|a1.00|o1|g0,DON10,1,0,20,3,1.0,1,0,141,10,5.61,5.61,5.61,-4.58,-4.58,1.225,2.214,141,34.8,16.56,-6.72,1.373,11,6.5,3267959.0
DON10|h1|t0|s20|k5|a0.90|o0|g1,DON10,1,0,20,5,0.9,0,1,541,10,5.98,5.98,5.98,-13.07,-13.07,0.457,1.096,474,39.5,12.88,-6.15,1.358,10,21.9,3521160.0
DON10|h1|t0|s20|k5|a0.95|o0|g0,DON10,1,0,20,5,0.95,0,0,403,10,6.19,6.19,6.19,-10.87,-10.87,0.569,1.347,400,41.8,12.53,-6.54,1.419,8,18.4,3676584.0
DON10|h1|t0|s20|k5|a0.95|o1|g1,DON10,1,0,20,5,0.95,1,1,150,10,6.27,6.27,6.27,-4.61,-4.61,1.36,2.309,138,42.8,16.63,-6.77,3.234,9,6.4,3742122.0
DON10|h1|t0|s20|k5|a1.00|o1|g0,DON10,1,0,20,5,1.0,1,0,103,10,6.48,6.48,6.48,-4.15,-4.15,1.562,2.489,103,45.6,19.63,-7.14,5.075,6,4.7,3903913.0
DON10|h1|t120|s15|k2|a0.90|o0|g1,DON10,1,120,15,2,0.9,0,1,1020,10,5.36,5.32,5.41,-13.28,-13.28,0.404,0.816,805,34.1,13.19,-5.77,0.693,20,37.2,3102976.0
DON10|h1|t120|s15|k2|a0.95|o0|g0,DON10,1,120,15,2,0.95,0,0,759,10,5.34,5.31,5.34,-10.56,-11.17,0.506,0.911,722,34.9,12.87,-6.11,0.516,12,33.3,3092956.0
DON10|h1|t120|s15|k2|a0.95|o1|g1,DON10,1,120,15,2,0.95,1,1,279,10,5.6,5.6,5.6,-7.05,-7.05,0.795,1.652,242,35.1,14.18,-6.21,0.947,11,11.2,3262376.0
