Symbol,PriorHigh_Date,PriorHigh_Level,Trough_Date,Trough_Close,Depth_%,BaseCeiling_Level,Breakout_Close_Date,Breakout_Close,ATH_Before_Breakout,DistToATH_%,Entry_Date,Entry_Price_NextOpen,VolMultiple,History_Bars,Pattern_Score,Info_Fwd250_%,Info_ST73_Ret_%
CENTURYPLY,19-Oct-2016,262.55,22-Dec-2016,155.1,40.93,250.15,30-Mar-2017,257.3,262.55,-2.0,31-Mar-2017,258.0,3.55,2715,0.82,35.37,-6.57
PARACABLES,07-Jan-2021,10.65,31-Mar-2021,8.2,23.0,17.9,12-Jul-2021,20.1,18.95,6.07,13-Jul-2021,20.5,3.83,1610,0.75,-45.37,-16.1
ZIMLAB,23-Dec-2022,110.25,29-Mar-2023,68.9,37.51,120.6,18-Jul-2023,122.95,120.6,1.95,19-Jul-2023,123.9,3.89,159,0.74,-6.54,-9.73
RBZJEWEL,12-Jan-2024,232.15,05-Jun-2024,123.1,46.97,218.7,06-Jan-2025,228.29,232.15,-1.66,07-Jan-2025,235.01,3.74,251,0.74,-34.02,-15.23
SAPPHIRE,31-Mar-2022,296.45,08-Jun-2022,186.75,37.0,297.75,06-Oct-2022,300.3,297.75,0.86,07-Oct-2022,300.0,3.37,219,0.73,-6.23,-10.23
JAYSREETEA,24-Sep-2008,83.9,25-Feb-2009,34.23,59.2,102.75,12-Aug-2009,102.97,106.08,-2.93,13-Aug-2009,104.7,6.1,1139,0.73,55.64,65.33
AEROPLANE,02-Apr-2026,180.0,11-Jun-2026,117.45,34.75,201.39,10-Sep-2026,207.23,201.39,2.9,,,5.15,110,0.71,,
EVERESTIND-BE,23-Mar-2022,771.7,20-Jun-2022,508.95,34.05,717.55,06-Oct-2022,797.5,771.7,3.34,07-Oct-2022,801.5,27.23,4377,0.71,38.96,-1.68
NAVA,30-Aug-2005,20.8,26-Dec-2005,10.5,49.52,39.75,10-May-2006,41.65,39.75,4.78,11-May-2006,42.75,6.45,333,0.69,-28.65,-22.92
INSECTICID,15-Jul-2013,175.1,12-Nov-2013,92.75,47.03,204.35,14-Aug-2014,225.15,204.35,10.18,18-Aug-2014,228.45,10.98,1782,0.68,12.26,59.4
INDIACEM,30-Dec-2024,380.45,27-Feb-2025,246.65,35.17,337.45,03-Jun-2025,351.7,380.45,-7.56,04-Jun-2025,347.55,6.08,5044,0.66,6.98,-11.91
MONARCH,05-Dec-2022,199.55,31-Mar-2023,95.57,52.11,176.27,06-Oct-2023,193.67,199.55,-2.95,09-Oct-2023,192.15,7.48,433,0.66,134.84,13.43
ESTER,22-Apr-2022,177.01,20-Jun-2022,112.53,36.43,164.19,01-Sep-2022,166.64,177.01,-5.86,02-Sep-2022,167.33,3.11,2756,0.66,-44.21,-13.51
JKCEMENT,10-Oct-2016,968.0,26-Dec-2016,638.95,33.99,900.8,30-Mar-2017,909.6,968.0,-6.03,31-Mar-2017,909.6,4.45,2724,0.66,8.36,12.14
SRM,04-Apr-2024,237.3,04-Jun-2024,155.35,34.53,286.6,18-Nov-2024,308.1,294.4,4.65,19-Nov-2024,312.9,29.12,154,0.66,92.65,6.76
IIFL,06-Jan-2026,665.15,24-Apr-2026,419.35,36.95,636.1,21-Aug-2026,681.0,665.15,2.38,24-Aug-2026,684.75,8.03,5255,0.65,-10.48,-11.62
JSWDULUX,11-Mar-2020,2478.25,18-May-2020,1766.6,28.72,2179.3,04-Dec-2020,2252.25,2478.25,-9.12,07-Dec-2020,2270.0,3.68,4393,0.65,-8.12,-1.85
AKZOINDIA,11-Mar-2020,2478.25,18-May-2020,1766.6,28.72,2179.3,04-Dec-2020,2252.25,2478.25,-9.12,07-Dec-2020,2270.0,3.68,3930,0.65,-8.12,-1.85
NAM-INDIA,10-Dec-2024,805.9,28-Feb-2025,513.3,36.31,748.95,06-Jun-2025,790.5,805.9,-1.91,09-Jun-2025,802.0,4.28,1878,0.65,29.88,-2.15
SONATSOFTW,19-Jan-2017,83.6,27-Sep-2017,54.5,34.81,117.4,14-Feb-2018,127.8,117.4,8.86,15-Feb-2018,129.2,6.44,3237,0.64,-2.79,-8.24
COROMANDEL,10-Sep-2008,95.0,09-Mar-2009,40.98,56.86,101.05,29-Sep-2009,103.62,112.58,-7.96,30-Sep-2009,104.0,4.2,1171,0.64,198.44,187.67
ZOTA,04-Jan-2021,180.49,31-Mar-2021,136.79,24.21,367.39,31-Aug-2021,381.22,367.39,3.76,01-Sep-2021,397.22,3.49,1063,0.64,-33.68,-9.45
CHOLAHLDNG,01-Oct-2024,2100.15,31-Dec-2024,1398.85,33.39,1872.9,21-Apr-2025,1958.5,2100.15,-6.74,22-Apr-2025,1970.0,3.25,1872,0.64,-20.07,-3.48
BORORENEW,26-Jun-2020,141.95,24-Sep-2020,67.85,52.2,317.1,28-Jul-2021,323.15,317.1,1.91,29-Jul-2021,328.8,3.52,782,0.63,91.16,-10.31
SOTL,16-Aug-2021,338.7,07-Mar-2022,189.85,43.95,302.5,23-Aug-2022,320.0,353.2,-9.4,24-Aug-2022,330.0,5.17,4355,0.63,-3.58,-9.55
GICHSGFIN,10-Sep-2008,53.94,09-Mar-2009,29.03,46.18,86.36,22-Sep-2009,90.95,99.9,-8.96,23-Sep-2009,91.14,8.62,1167,0.63,52.39,-15.34
BALRAMCHIN,15-Jul-2025,622.8,21-Jan-2026,397.8,36.13,604.45,21-Jul-2026,617.85,680.55,-9.21,22-Jul-2026,615.9,8.6,5324,0.62,12.99,12.99
IITL,12-Feb-2024,278.8,10-May-2024,142.65,48.83,305.0,23-Oct-2024,307.0,305.0,0.66,24-Oct-2024,313.1,4.16,2758,0.62,-38.89,9.98
JINDWORLD,18-Apr-2022,75.02,05-Sep-2022,40.74,45.69,66.44,07-Nov-2022,73.69,75.02,-1.77,09-Nov-2022,73.91,17.91,2912,0.62,-9.55,1.99
WONDERLA,23-Jan-2015,329.24,08-Jun-2015,234.36,28.82,327.05,13-Nov-2015,344.6,329.24,4.67,16-Nov-2015,346.14,3.57,370,0.62,-9.48,0.36
ORIENTPPR,11-Sep-2023,58.75,01-Dec-2023,40.45,31.15,54.0,20-Jan-2024,54.9,58.75,-6.55,23-Jan-2024,55.25,5.69,1491,0.61,-42.32,-11.95
ZEEMEDIA,07-Dec-2015,25.55,23-Feb-2016,17.35,32.09,23.45,14-Jun-2016,24.6,25.55,-3.72,15-Jun-2016,25.05,3.64,2323,0.61,58.48,-8.58
SHRIPISTON,03-Aug-2023,1501.55,12-Oct-2023,973.69,35.15,1589.93,25-Jan-2024,1617.46,1589.93,1.73,29-Jan-2024,1641.92,3.29,1868,0.61,20.86,-12.82
BOROLTD,22-Jul-2020,171.99,13-Oct-2020,111.88,34.95,178.96,06-May-2021,189.93,202.65,-6.28,07-May-2021,189.97,10.5,197,0.61,39.5,-9.62
ABSLAMC,27-Nov-2024,883.5,13-Mar-2025,591.2,33.08,817.3,10-Jul-2025,850.3,883.5,-3.76,11-Jul-2025,853.95,4.84,930,0.6,29.33,-4.39
IBULLSLTD,30-Oct-2025,21.23,24-Feb-2026,9.11,57.09,17.94,30-Apr-2026,19.73,21.23,-7.07,04-May-2026,21.0,3.17,101,0.6,16.62,-16.38
NAVA,19-Sep-2025,717.3,24-Nov-2025,506.0,29.46,626.5,17-Apr-2026,703.1,717.3,-1.98,20-Apr-2026,700.0,88.95,5257,0.59,-20.56,-10.21
BTML,06-Apr-2023,20.39,26-Sep-2023,12.53,38.55,20.37,12-Jan-2024,21.09,20.39,3.43,16-Jan-2024,19.44,3.1,555,0.59,-37.96,-3.29
VAISHALI,28-Feb-2023,18.35,14-Jul-2023,11.68,36.35,17.58,18-Dec-2023,18.68,18.35,1.8,19-Dec-2023,18.78,4.59,1210,0.59,-6.07,-13.79
SPCENET,05-Jan-2023,30.7,23-May-2023,14.95,51.3,28.35,11-Dec-2023,31.25,30.7,1.79,12-Dec-2023,31.65,9.07,1014,0.59,-26.79,-3.16
JKTYRE,07-Apr-2010,41.83,05-Jul-2010,31.67,24.29,37.14,06-Sep-2010,39.81,41.83,-4.83,07-Sep-2010,40.0,22.55,1364,0.59,-57.7,-14.38
RAMASTEEL,12-Jan-2023,14.37,29-Mar-2023,8.85,38.41,12.85,29-May-2023,13.0,14.37,-9.53,30-May-2023,13.07,3.62,1914,0.59,-15.46,-5.28
ADANIGREEN,24-May-2021,1360.95,02-Aug-2021,876.15,35.62,1222.2,08-Nov-2021,1226.0,1360.95,-9.92,09-Nov-2021,1215.0,6.22,836,0.59,79.09,78.73
SBCL,13-Apr-2022,371.08,20-Jun-2022,246.5,33.57,360.8,25-Aug-2022,390.11,371.08,5.13,26-Aug-2022,399.86,10.97,291,0.58,43.14,-1.91
ANDHRAPAP,22-Sep-2014,76.65,16-Dec-2014,45.9,40.12,68.25,04-Aug-2015,76.3,79.5,-4.03,05-Aug-2015,77.6,10.16,2591,0.58,-25.26,-27.38
JAYNECOIND,19-Sep-2022,33.85,28-Mar-2023,20.6,39.14,41.45,15-Nov-2023,42.95,41.45,3.62,16-Nov-2023,44.0,5.16,1171,0.58,-8.5,15.11
GUJALKALI,26-Apr-2022,1002.3,20-Jun-2022,636.75,36.47,887.75,06-Sep-2022,933.1,1002.3,-6.9,07-Sep-2022,932.3,5.15,4365,0.58,-22.31,-13.43
PRSMJOHNSN,05-Jun-2013,45.75,14-Feb-2014,22.9,49.95,78.3,12-Aug-2014,79.6,78.3,1.66,13-Aug-2014,79.0,3.57,2376,0.58,26.46,-4.43
SUBEXLTD,25-Apr-2006,630.3,03-Aug-2006,390.1,38.11,666.35,04-Jan-2007,705.85,666.35,5.93,05-Jan-2007,710.0,5.49,498,0.58,-49.32,-9.94
CRISIL,18-Mar-2024,5223.55,03-Jun-2024,4043.95,22.58,4788.7,21-Oct-2024,4896.6,5223.55,-6.26,22-Oct-2024,4886.05,12.44,4892,0.58,1.39,9.36
CCL,10-Dec-2024,816.15,04-Apr-2025,550.8,32.51,897.6,04-Aug-2025,927.6,897.6,3.34,05-Aug-2025,936.75,8.59,5086,0.58,19.85,-10.7
JBMA,19-Apr-2022,293.3,28-Sep-2022,182.2,37.88,322.0,03-Apr-2023,352.05,326.25,7.91,05-Apr-2023,353.8,5.62,4313,0.57,150.51,6.3
EMAMILTD,01-Jan-2024,572.7,15-Mar-2024,423.05,26.13,544.8,30-May-2024,611.85,668.2,-8.43,31-May-2024,606.7,23.67,4399,0.57,-4.87,23.94
TEXRAIL,07-Jul-2014,132.35,27-Aug-2014,68.85,47.98,125.85,22-Jan-2015,133.4,132.35,0.79,23-Jan-2015,134.3,5.35,958,0.57,-4.02,-5.92
VSTTILLERS,30-Nov-2023,4080.99,13-Mar-2024,2999.88,26.49,3633.51,07-Jun-2024,3706.09,4080.99,-9.19,10-Jun-2024,3728.16,3.96,3190,0.57,0.77,-0.5
WINDMACHIN,10-Apr-2017,70.0,11-Aug-2017,52.35,25.21,123.35,15-Jan-2018,137.15,123.35,11.19,16-Jan-2018,135.4,9.84,2988,0.57,-51.99,-28.25
SWANCORP,29-Jul-2021,175.07,29-Nov-2021,116.82,33.27,242.32,06-Apr-2022,261.7,242.32,8.0,07-Apr-2022,265.7,61.82,2427,0.57,-16.32,0.13
CROMPTON,04-Jan-2018,282.95,19-Mar-2018,219.75,22.34,258.0,07-Aug-2018,260.6,282.95,-7.9,08-Aug-2018,262.55,4.52,555,0.57,-11.81,-10.95
GICHSGFIN,19-Oct-2016,337.83,20-Dec-2016,250.21,25.94,312.29,16-Mar-2017,315.01,337.83,-6.75,17-Mar-2017,317.3,3.42,3011,0.57,14.27,69.47
CENTURYPLY,19-Dec-2023,821.8,27-Mar-2024,626.1,23.81,724.15,27-Jun-2024,747.65,821.8,-9.02,28-Jun-2024,756.0,3.95,4507,0.57,0.53,-9.31
HATHWAY,20-Apr-2010,44.98,07-Jul-2010,34.24,23.88,43.87,03-Sep-2010,44.32,44.98,-1.47,06-Sep-2010,44.6,6.07,132,0.56,-61.73,-13.52
CANTABIL,11-Apr-2017,17.08,11-Aug-2017,12.67,25.82,24.61,10-Jan-2018,24.83,24.61,0.89,11-Jan-2018,24.7,5.67,1784,0.56,3.48,-13.68
KRONOX,19-Dec-2024,220.73,09-May-2025,135.12,38.78,197.39,07-Jul-2025,201.72,220.73,-8.61,08-Jul-2025,202.73,3.83,266,0.56,-35.11,-16.22
EVERESTIND-BE,04-Jul-2016,318.1,26-Dec-2016,185.1,41.81,388.2,06-Oct-2017,390.8,418.75,-6.67,09-Oct-2017,415.0,6.22,3141,0.56,9.53,33.31
WHIRLPOOL,20-Oct-2016,1176.8,26-Dec-2016,841.1,28.53,1067.6,17-Mar-2017,1104.55,1176.8,-6.14,20-Mar-2017,1119.0,8.93,1775,0.56,36.76,1.26
SIEMENS,24-Jan-2020,1237.9,23-Mar-2020,758.8,38.7,1087.55,26-Nov-2020,1155.4,1282.45,-9.91,27-Nov-2020,1161.75,21.03,3926,0.56,44.14,13.42
MUNJALAU,15-Jan-2024,113.85,13-Mar-2024,74.9,34.21,94.75,31-Jul-2024,111.66,113.85,-1.92,01-Aug-2024,115.0,69.22,4442,0.56,-33.37,-1.51
PGIL,01-Sep-2022,297.5,02-Feb-2023,174.0,41.51,418.0,04-Sep-2023,478.0,418.0,14.35,05-Sep-2023,476.4,6.81,4084,0.56,99.23,31.69
SMLMAH,25-Aug-2025,4696.8,21-Nov-2025,2765.3,41.12,4470.1,12-Feb-2026,4861.3,4696.8,3.5,13-Feb-2026,4875.0,3.96,181,0.55,28.9,-13.85
MAHLIFE,12-Sep-2022,495.9,28-Mar-2023,301.3,39.24,453.1,28-Jul-2023,469.0,495.9,-5.42,31-Jul-2023,475.15,4.35,4587,0.55,17.76,2.78
ICICIBANK,23-Jan-2018,362.3,02-Apr-2018,261.85,27.73,318.7,09-Aug-2018,333.0,362.3,-8.09,10-Aug-2018,334.05,4.26,3841,0.55,23.35,-7.57
REPRO,18-Oct-2022,462.2,29-Mar-2023,347.95,24.72,771.3,10-Jul-2023,815.05,862.25,-5.47,11-Jul-2023,815.0,4.06,4329,0.55,-21.33,-10.97
SHARDACROP,07-Jan-2025,840.38,09-Apr-2025,451.12,46.32,835.66,03-Jul-2025,877.3,840.38,4.39,04-Jul-2025,882.35,7.02,2654,0.55,3.67,-12.42
TPLPLASTEH,04-Jan-2016,23.22,18-Mar-2016,14.06,39.45,45.63,30-Aug-2016,45.86,45.74,0.26,31-Aug-2016,46.47,6.33,309,0.55,1.31,-20.9
INDUSTOWER,03-Jul-2025,425.75,04-Sep-2025,324.05,23.89,423.9,01-Jan-2026,435.8,458.5,-4.95,02-Jan-2026,438.0,3.65,3206,0.55,-15.07,0.11
J&KBANK,01-Nov-2010,91.52,17-Jan-2011,70.17,23.33,88.44,01-Aug-2011,88.48,93.44,-5.31,02-Aug-2011,88.95,3.2,1628,0.55,4.99,-8.57
PRAKASH,01-Sep-2005,36.7,08-Feb-2006,20.0,45.5,59.15,30-May-2006,64.85,59.15,9.64,31-May-2006,62.25,8.73,347,0.55,-5.94,-30.92
FIVESTAR,05-Jan-2023,647.46,20-Mar-2023,497.97,23.09,602.01,19-Jun-2023,647.95,647.46,0.08,20-Jun-2023,648.75,9.43,143,0.54,21.85,8.18
ZAGGLE,04-Mar-2024,380.4,04-Jun-2024,260.05,31.64,375.0,11-Sep-2024,409.35,380.4,7.61,12-Sep-2024,419.0,7.93,234,0.54,-16.46,16.16
FORCEMOT,30-Jul-2024,9486.85,25-Oct-2024,6209.5,34.55,8894.55,28-Mar-2025,9045.75,9949.3,-9.08,01-Apr-2025,9045.75,3.51,1317,0.54,134.18,99.94
CONCOR,08-Dec-2022,628.85,28-Mar-2023,450.6,28.35,568.5,11-Sep-2023,586.9,647.7,-9.39,12-Sep-2023,591.2,4.11,4617,0.53,30.09,-8.59
AMANTA-BE,10-Sep-2025,148.72,17-Mar-2026,95.03,36.1,186.47,20-Aug-2026,186.51,186.47,0.02,21-Aug-2026,188.95,6.99,234,0.53,6.79,6.79
PFIZER,03-Dec-2013,1366.65,03-Feb-2014,1031.75,24.51,1317.05,19-Jun-2014,1362.4,1366.65,-0.31,20-Jun-2014,1374.0,6.45,2339,0.53,46.89,-2.5
BAJAJHLDNG,02-Dec-2015,1733.65,29-Feb-2016,1349.15,22.18,1554.7,20-Jun-2016,1578.4,1733.65,-8.96,21-Jun-2016,1577.95,48.78,2829,0.53,34.47,25.2
KKCL,19-Dec-2022,556.55,27-Feb-2023,377.65,32.14,507.85,19-Jun-2023,524.0,556.55,-5.85,20-Jun-2023,524.2,5.68,4233,0.53,36.39,27.42
SBILIFE,23-Sep-2024,1920.15,13-Mar-2025,1385.55,27.84,1877.3,27-Oct-2025,1903.1,1928.65,-1.32,28-Oct-2025,1903.1,3.27,1997,0.53,-11.14,3.74
INDIAMART,05-Feb-2021,4890.45,12-May-2021,3340.6,31.69,4460.1,08-Sep-2021,4499.8,4890.45,-7.99,09-Sep-2021,4475.0,12.85,541,0.53,-46.76,-11.6
INDUSINDBK,01-Dec-2010,303.0,09-Feb-2011,209.65,30.81,279.95,04-Jul-2011,282.15,303.0,-6.88,05-Jul-2011,282.55,3.42,2072,0.53,21.48,-6.49
PASUPTAC,01-Mar-2024,47.0,04-Jun-2024,34.55,26.49,52.45,09-Sep-2024,54.86,55.65,-1.42,10-Sep-2024,55.3,6.24,716,0.53,-13.62,-11.18
VENUSREM-BE,17-Jul-2025,552.8,19-Sep-2025,431.3,21.98,825.4,11-Mar-2026,861.7,833.4,3.4,12-Mar-2026,872.95,6.06,4741,0.53,85.92,4.5
DWARKESH,03-Aug-2016,36.08,17-Nov-2016,22.57,37.44,44.67,17-Mar-2017,44.94,44.67,0.6,20-Mar-2017,45.21,5.33,3011,0.52,-37.96,-6.39
SJVN,05-Dec-2022,41.1,24-Mar-2023,30.55,25.67,65.0,11-Sep-2023,76.8,65.0,18.15,12-Sep-2023,79.9,10.27,3292,0.52,63.42,5.07
JKTYRE,05-Oct-2016,157.8,26-Dec-2016,108.5,31.24,145.5,20-Apr-2017,154.3,157.8,-2.22,21-Apr-2017,155.7,3.16,2996,0.52,-2.5,2.06
MOREALTY,16-Dec-2024,111.64,07-Apr-2025,77.81,30.3,99.1,06-Jun-2025,103.9,115.2,-9.81,09-Jun-2025,107.02,3.18,293,0.52,-28.13,-10.32
MTEDUCARE-BE,15-Sep-2014,149.6,24-Mar-2015,96.95,35.19,145.19,26-Nov-2015,145.65,149.6,-2.64,27-Nov-2015,148.0,10.67,892,0.52,-22.57,-2.8
TRIGYN,18-May-2017,160.75,05-Oct-2017,88.25,45.1,141.0,10-Jan-2018,145.35,160.75,-9.58,11-Jan-2018,146.95,11.19,3175,0.52,-42.09,-8.95
CIEINDIA,16-Nov-2021,298.45,23-Mar-2022,166.95,44.06,299.3,07-Oct-2022,317.25,336.65,-5.76,10-Oct-2022,319.0,6.47,3723,0.52,44.76,12.92
ARIES,13-Dec-2024,385.85,03-Mar-2025,227.52,41.03,367.15,15-Jul-2025,373.9,385.85,-3.1,16-Jul-2025,372.0,3.91,4320,0.52,-8.6,-0.17
MAHSCOOTER,13-Oct-2021,4814.65,08-Mar-2022,3377.35,29.85,4365.05,05-Sep-2022,4484.4,4913.95,-8.74,06-Sep-2022,4445.0,6.03,4337,0.52,69.66,7.64
NH,27-Jun-2025,2263.2,25-Sep-2025,1720.4,23.98,2008.2,21-Nov-2025,2043.2,2263.2,-9.72,24-Nov-2025,2043.5,3.68,2444,0.52,-6.88,-13.12
NECLIFE,29-Aug-2005,27.82,31-Oct-2005,19.03,31.6,25.84,22-Feb-2006,26.22,27.82,-5.75,23-Feb-2006,26.32,3.3,147,0.52,-36.36,-13.49
SIEMENS,05-Apr-2006,461.0,14-Jun-2006,282.75,38.67,469.75,22-Nov-2006,493.95,469.75,5.15,23-Nov-2006,507.1,5.14,469,0.51,41.12,-16.64
USHAMART,21-Mar-2005,22.57,30-Jun-2005,15.06,33.27,33.76,14-Sep-2005,40.2,33.76,19.08,15-Sep-2005,41.2,14.08,175,0.51,-22.45,-17.23
NATIONALUM,08-Mar-2005,46.7,30-Jun-2005,34.21,26.75,47.86,30-Nov-2005,48.69,50.42,-3.43,01-Dec-2005,49.25,3.29,226,0.51,9.26,43.23
GLAXO,03-Mar-2014,1526.53,07-May-2014,1188.23,22.16,1443.45,19-Nov-2014,1449.7,1526.53,-5.03,20-Nov-2014,1450.0,3.96,2437,0.51,11.46,-0.82
JAYSREETEA,13-Aug-2008,85.03,25-Feb-2009,34.23,59.74,104.72,21-Aug-2009,123.85,106.08,16.75,24-Aug-2009,107.15,12.55,1146,0.51,43.54,61.55
COMSYN,23-Feb-2026,192.59,11-May-2026,152.94,20.59,214.81,07-Aug-2026,224.83,214.81,4.66,10-Aug-2026,229.01,4.07,628,0.51,31.2,31.2
HDFCLIFE,21-Oct-2024,745.85,15-Jan-2025,594.2,20.33,799.45,27-Jun-2025,806.95,799.45,0.94,30-Jun-2025,809.0,7.71,1884,0.51,-29.86,-6.18
MUTHOOTFIN,02-Feb-2012,182.95,04-May-2012,116.15,36.51,190.35,12-Nov-2012,209.45,194.2,7.85,13-Nov-2012,209.1,9.66,376,0.51,-48.45,-11.48
VLEGOV,28-Aug-2023,43.85,26-Oct-2023,29.15,33.52,72.55,09-Jul-2024,76.16,80.25,-5.1,10-Jul-2024,75.75,4.94,218,0.51,-35.72,87.87
MAXIND,01-Aug-2023,183.85,26-Oct-2023,133.6,27.33,237.5,26-Apr-2024,246.85,237.5,3.94,29-Apr-2024,247.0,4.84,905,0.51,-26.4,15.45
SECURKLOUD,27-Oct-2014,387.52,26-Mar-2015,232.26,40.07,667.02,08-Oct-2015,670.7,667.02,0.55,09-Oct-2015,686.28,3.07,413,0.5,12.05,14.07
VPRPL,27-Dec-2023,224.7,13-Mar-2024,144.65,35.63,200.12,26-Jun-2024,204.97,224.7,-8.78,27-Jun-2024,206.0,4.25,194,0.5,-18.28,28.76
SOLARINDS,23-Nov-2021,2861.4,14-Feb-2022,2208.7,22.81,2960.65,06-Apr-2022,2972.6,2960.65,0.4,07-Apr-2022,2965.0,9.67,3949,0.5,27.63,-9.49
RAMRAT,23-Sep-2022,112.24,23-Dec-2022,72.84,35.1,149.09,21-Jul-2023,154.9,149.09,3.9,24-Jul-2023,155.27,4.76,241,0.5,33.77,-12.79
FORCEMOT,01-Nov-2024,7915.2,10-Feb-2025,6295.0,20.47,9299.5,02-May-2025,10062.5,9949.3,1.14,05-May-2025,10062.5,13.37,1337,0.5,100.48,79.74
SUBROS,12-Oct-2022,374.55,02-Mar-2023,280.05,25.23,424.55,24-Nov-2023,429.55,467.35,-8.09,28-Nov-2023,435.0,23.12,4534,0.5,43.66,30.85
EMAMIREAL,07-Jul-2016,86.85,21-Nov-2016,54.0,37.82,162.85,05-Jul-2017,168.3,162.85,3.35,06-Jul-2017,170.25,4.83,618,0.5,-5.87,-17.42
MAWANASUG,13-Jul-2021,113.27,20-Dec-2021,68.65,39.39,158.28,18-Apr-2022,159.0,158.28,0.45,19-Apr-2022,163.06,3.75,3198,0.5,-43.61,-22.61
KRBL,29-Apr-2010,29.05,17-Aug-2010,22.1,23.92,38.05,11-Oct-2010,40.9,38.05,7.49,12-Oct-2010,42.0,4.54,1425,0.5,-39.17,5.6
BANCOINDIA,29-Nov-2024,578.5,03-Mar-2025,308.25,46.72,514.7,21-May-2025,572.35,578.5,-1.06,22-May-2025,560.0,52.57,4537,0.5,11.56,7.2
LMW,13-Dec-2022,13957.6,28-Mar-2023,9962.6,28.62,13154.0,03-Jul-2023,13460.75,13957.6,-3.56,04-Jul-2023,13460.75,4.44,4568,0.5,23.07,-4.18
TRENT,31-Dec-2013,126.21,07-May-2014,95.44,24.38,126.48,11-Sep-2014,130.18,131.61,-1.09,12-Sep-2014,130.93,10.41,2395,0.49,-2.01,4.87
SOLARINDS,30-Jan-2020,1294.45,24-Apr-2020,850.8,34.27,1129.3,12-Jan-2021,1182.9,1294.45,-8.62,13-Jan-2021,1188.7,4.19,3644,0.49,88.93,4.96
TRACXN,17-Jan-2023,100.1,28-Mar-2023,61.4,38.66,87.1,04-Jul-2023,90.35,100.1,-9.74,05-Jul-2023,90.7,4.45,173,0.49,6.78,-9.81
PANACEABIO,04-Jan-2024,199.1,04-Jun-2024,119.05,40.21,394.3,21-Nov-2024,414.0,439.25,-5.75,22-Nov-2024,413.3,3.04,4913,0.49,-16.2,-2.6
GILLETTE,10-Dec-2024,9997.2,17-Feb-2025,7451.6,25.46,10232.0,11-Jun-2025,10235.5,10466.7,-2.21,12-Jun-2025,10216.0,6.87,5049,0.49,-24.48,-2.18
NOVAAGRI,07-Feb-2024,73.55,04-Jun-2024,47.0,36.1,73.01,24-Jul-2024,83.91,73.55,14.09,25-Jul-2024,85.8,7.64,116,0.49,-32.89,-19.49
PRSMJOHNSN,22-Jan-2007,44.15,04-Apr-2007,30.1,31.82,60.2,05-Sep-2007,61.1,60.2,1.5,06-Sep-2007,61.0,3.28,664,0.49,-42.13,-9.1
SURYAROSNI,27-Oct-2016,60.0,26-Dec-2016,42.0,30.0,54.35,26-Apr-2017,55.5,60.0,-7.5,27-Apr-2017,55.75,6.19,3037,0.49,90.85,13.54
IMFA,11-Jun-2024,827.39,11-Sep-2024,606.1,26.75,869.61,05-Dec-2024,940.18,869.61,8.12,06-Dec-2024,940.18,4.13,3541,0.49,46.44,-12.07
JKTYRE,06-Dec-2022,207.4,20-Mar-2023,144.2,30.47,205.05,27-Jun-2023,209.35,207.4,0.94,28-Jun-2023,208.8,3.32,4527,0.49,113.51,124.16
ICICIBANK,27-Dec-2019,549.4,23-Mar-2020,284.0,48.31,556.5,01-Feb-2021,603.8,556.5,8.5,02-Feb-2021,613.0,3.25,4451,0.48,31.97,-2.49
MEDANTA,29-Apr-2024,1457.38,07-Oct-2024,966.55,33.68,1354.91,08-Aug-2025,1422.69,1486.52,-4.29,11-Aug-2025,1419.29,25.85,671,0.48,-0.3,-8.43
TRIGYN,18-May-2017,160.75,05-Oct-2017,88.25,45.1,165.5,24-Jan-2018,181.95,165.5,9.94,25-Jan-2018,182.9,7.92,3185,0.48,-60.14,-26.85
CARBORUNIV,10-Oct-2016,299.75,22-Dec-2016,239.35,20.15,268.15,15-Mar-2017,269.8,299.75,-9.99,16-Mar-2017,270.1,11.23,3009,0.48,25.25,6.85
REFEX,30-Jun-2020,13.6,24-Sep-2020,8.75,35.66,22.3,22-Apr-2021,24.7,24.65,0.2,23-Apr-2021,25.8,12.61,2627,0.48,-2.52,3.88
GSFC,12-Feb-2007,42.58,11-May-2007,30.86,27.52,59.78,27-Dec-2007,61.55,59.78,2.96,28-Dec-2007,61.53,7.71,742,0.48,-74.61,-13.88
GOKULAGRO,01-Dec-2025,217.01,23-Jan-2026,152.82,29.58,210.28,22-Apr-2026,235.49,217.01,8.52,23-Apr-2026,236.99,43.9,2491,0.48,-4.01,-12.52
CUMMINSIND,01-Oct-2024,3875.85,19-Feb-2025,2690.3,30.59,3674.0,08-Aug-2025,3806.9,4134.0,-7.91,11-Aug-2025,3806.9,7.44,5092,0.48,42.01,1.11
TRENT,24-Feb-2020,795.95,19-May-2020,403.4,49.32,755.4,18-Nov-2020,763.25,795.95,-4.11,19-Nov-2020,762.0,3.86,3919,0.48,43.8,-14.09
BAYERCROP,18-Sep-2020,6352.2,19-Nov-2020,4998.55,21.31,5832.5,15-Jul-2021,5916.25,6352.2,-6.86,16-Jul-2021,5950.0,3.47,2845,0.48,-11.62,-5.93
SJVN,05-Dec-2022,41.1,24-Mar-2023,30.55,25.67,38.2,13-Jun-2023,38.35,41.1,-6.69,14-Jun-2023,38.55,4.94,3230,0.48,250.27,117.77
