symbol,trigger_date,trigger_close,ath_before,dist_to_ath_pct,vol_multiple,entry_date,entry_open
MANINDS,2026-09-10,879.0,821.7,6.97,12.08,2026-09-11,873.0
MANINFRA,2010-10-25,38.63,40.59,-4.83,4.38,2010-10-26,38.57
MANINFRA,2017-07-04,37.8,40.59,-6.87,8.35,2017-07-05,37.74
MANINFRA,2017-12-22,42.42,41.3,2.71,26.1,2017-12-26,42.78
MANINFRA,2021-07-05,39.69,42.9,-7.48,3.04,2021-07-06,41.09
MANINFRA,2021-11-17,101.04,92.79,8.89,3.59,2021-11-18,101.53
MANINFRA,2022-04-06,112.41,124.3,-9.57,3.59,2022-04-07,112.41
MANINFRA,2023-07-24,119.29,124.3,-4.03,9.47,2023-07-25,120.56
MANINFRA,2023-11-21,150.37,161.86,-7.1,3.91,2023-11-22,151.01
MANINFRA,2024-11-29,232.19,235.52,-1.41,37.15,2024-12-02,232.94
MANKIND,2023-06-14,1620.75,1521.2,6.54,3.46,2023-06-15,1594.15
MANKIND,2023-11-08,1843.6,1918.55,-3.91,6.41,2023-11-09,1851.05
MANKIND,2024-02-08,2249.75,2220.35,1.32,7.43,2024-02-09,2249.75
MANKIND,2024-09-20,2535.75,2498.8,1.48,4.73,2024-09-23,2592.9
MANKIND,2024-12-18,2805.95,2792.55,0.48,8.65,2024-12-19,2775.1
MANORAMA,2024-04-03,449.9,469.56,-4.19,3.83,2024-04-04,454.44
MANORAMA,2024-09-27,842.49,882.66,-4.55,3.54,2024-09-30,847.64
MANORAMA,2025-04-25,1210.18,1229.88,-1.6,5.54,2025-04-28,1279.45
MANORAMA,2025-07-28,1686.28,1606.61,4.96,21.11,2025-07-29,1686.28
MANORAMA,2026-05-05,1594.5,1686.28,-5.44,3.24,2026-05-06,1619.3
MANORAMA,2026-08-07,1636.2,1686.28,-2.97,5.3,2026-08-10,1641.0
MANYAVAR,2022-04-05,1056.93,980.72,7.77,3.51,2022-04-06,1051.05
MANYAVAR,2022-08-02,1207.01,1105.54,9.18,5.75,2022-08-03,1223.86
MANYAVAR,2023-11-24,1320.5,1432.72,-7.83,4.02,2023-11-28,1335.87
MANYAVAR,2024-09-23,1341.69,1432.87,-6.36,4.82,2024-09-24,1341.69
MAPMYINDIA,2023-08-11,1679.91,1842.28,-8.81,3.89,2023-08-14,1679.91
MAPMYINDIA,2023-11-16,2269.21,2205.78,2.88,6.13,2023-11-17,2288.0
MAPMYINDIA,2024-06-20,2401.3,2269.21,5.82,70.31,2024-06-21,2521.23
MARATHON,2023-08-22,366.91,378.25,-3.0,4.91,2023-08-23,367.9
MARATHON,2024-02-22,439.3,481.77,-8.82,9.92,2024-02-23,441.64
MARATHON,2024-06-13,470.9,522.04,-9.8,5.2,2024-06-14,473.54
MARATHON,2024-09-16,666.35,637.94,4.45,11.61,2024-09-17,680.28
MARATHON,2025-01-07,656.76,705.94,-6.97,6.01,2025-01-08,659.96
MARATHON,2025-06-24,640.09,705.94,-9.33,12.74,2025-06-25,634.3
MARICO,2008-01-01,34.64,36.74,-5.72,3.83,2008-01-02,34.86
MARICO,2009-06-29,36.64,38.69,-5.3,3.89,2009-06-30,37.08
MARICO,2009-10-06,44.02,44.95,-2.07,3.34,2009-10-07,44.49
MARICO,2010-03-08,51.36,53.85,-4.62,3.53,2010-03-09,51.28
MARICO,2010-06-09,54.73,57.29,-4.47,29.87,2010-06-10,55.1
MARICO,2010-09-20,61.99,64.09,-3.28,3.55,2010-09-21,62.09
MARICO,2011-01-18,62.48,69.42,-10.0,3.4,2011-01-19,62.57
MARICO,2011-07-07,78.76,76.41,3.08,6.25,2011-07-08,78.76
MARICO,2012-02-07,80.66,82.13,-1.79,7.42,2012-02-08,81.15
MARICO,2012-06-18,84.43,88.8,-4.92,3.22,2012-06-19,84.08
MARICO,2012-09-20,94.03,101.78,-7.61,3.02,2012-09-21,94.35
MARICO,2013-01-08,113.05,112.0,0.94,3.7,2013-01-09,113.83
MARICO,2013-04-30,110.19,113.05,-2.53,4.48,2013-05-02,109.02
MARICO,2013-09-20,108.31,115.4,-6.14,4.06,2013-09-23,107.06
MARICO,2013-12-19,109.81,115.4,-4.84,10.54,2013-12-20,110.06
MARICO,2014-04-11,106.53,115.4,-7.69,3.12,2014-04-15,106.53
MARICO,2014-07-16,118.9,126.0,-5.63,34.85,2014-07-17,118.9
MARICO,2015-01-06,163.82,167.28,-2.07,3.35,2015-01-07,163.85
MARICO,2015-05-13,203.0,209.53,-3.12,6.57,2015-05-14,201.53
MARICO,2015-12-17,225.45,229.8,-1.89,14.93,2015-12-18,225.95
MARICO,2016-03-17,245.5,250.85,-2.13,4.22,2016-03-18,245.8
MARICO,2016-08-02,299.1,287.1,4.18,3.01,2016-08-03,306.8
MARICO,2017-03-17,293.6,300.85,-2.41,3.26,2017-03-20,296.2
MARICO,2017-08-03,327.8,334.7,-2.06,3.81,2017-08-04,329.9
MARICO,2017-11-16,304.2,337.75,-9.93,3.25,2017-11-17,306.0
MARICO,2018-02-12,310.05,337.75,-8.2,3.89,2018-02-14,315.0
MARICO,2018-07-12,350.9,350.3,0.17,3.57,2018-07-13,354.5
MARICO,2019-01-31,366.75,394.2,-6.96,3.02,2019-02-01,367.5
MARICO,2019-05-07,359.4,394.2,-8.83,12.57,2019-05-08,359.4
MARICO,2019-08-02,372.65,394.2,-5.47,5.32,2019-08-05,372.2
MARICO,2020-07-28,361.95,396.45,-8.7,4.22,2020-07-29,362.85
MARICO,2020-10-28,363.0,396.45,-8.44,3.39,2020-10-29,363.0
MARICO,2021-04-30,411.45,430.35,-4.39,4.6,2021-05-03,420.05
MARICO,2021-07-30,546.7,537.7,1.67,4.31,2021-08-02,550.0
MARICO,2021-11-30,538.35,584.35,-7.87,3.77,2021-12-01,538.0
MARICO,2022-09-22,549.45,584.35,-5.97,3.4,2022-09-23,554.35
MARICO,2023-05-08,530.7,584.35,-9.18,7.92,2023-05-09,531.0
MARICO,2023-08-03,572.35,584.35,-2.05,3.13,2023-08-04,575.0
MARICO,2024-02-01,536.0,588.25,-8.88,4.43,2024-02-02,541.0
MARICO,2024-05-06,530.3,588.25,-9.85,3.07,2024-05-07,562.0
MARICO,2024-08-05,672.15,684.85,-1.85,4.17,2024-08-06,672.0
MARICO,2024-10-30,651.15,709.0,-8.16,8.03,2024-10-31,649.9
MARICO,2025-04-11,709.95,709.0,0.13,3.26,2025-04-15,716.0
MARICO,2026-06-29,839.95,842.55,-0.31,3.9,2026-06-30,840.0
MARINE,2021-06-07,77.15,84.14,-8.31,12.27,2021-06-08,79.38
MARINE,2024-02-01,111.08,106.24,4.56,4.15,2024-02-02,112.73
MARINE,2024-05-22,111.38,118.11,-5.7,3.14,2024-05-23,111.73
MARINE,2024-12-09,303.27,301.12,0.71,7.49,2024-12-10,306.32
MARINE,2026-08-04,300.6,327.09,-8.1,4.73,2026-08-05,304.0
MARKOLINES,2025-12-12,170.48,183.9,-7.3,3.14,2025-12-15,173.01
MARKOLINES,2026-05-11,165.72,183.9,-9.89,4.17,2026-05-12,166.4
MARKOLINES,2026-09-07,175.36,188.47,-6.96,4.26,2026-09-08,174.9
MARKSANS,2005-03-03,31.5,30.0,5.0,5.98,2005-03-04,31.01
MARKSANS,2014-08-12,36.65,38.64,-5.15,4.78,2014-08-13,36.9
MARKSANS,2014-11-20,64.15,67.2,-4.54,3.71,2014-11-21,64.7
MARKSANS,2015-04-01,66.9,69.4,-3.6,4.0,2015-04-06,67.25
MARKSANS,2015-07-01,68.15,72.3,-5.74,6.47,2015-07-02,68.45
MARKSANS,2015-12-01,107.55,112.25,-4.19,6.19,2015-12-02,108.4
MARKSANS,2023-07-12,101.65,112.25,-9.44,7.73,2023-07-13,102.95
MARKSANS,2023-11-01,109.15,118.95,-8.24,3.21,2023-11-02,110.1
MARKSANS,2024-02-13,157.95,175.35,-9.92,4.06,2024-02-14,156.6
MARKSANS,2024-07-05,187.99,176.7,6.39,18.28,2024-07-08,190.02
MARKSANS,2024-11-12,300.5,318.35,-5.61,4.88,2024-11-13,302.0
MARKSANS,2026-08-14,333.0,353.4,-5.77,17.93,2026-08-17,337.3
MARUTI,2005-09-02,511.65,501.8,1.96,6.06,2005-09-05,511.0
MARUTI,2006-01-20,706.3,670.8,5.29,3.74,2006-01-23,708.0
MARUTI,2007-01-22,938.8,982.4,-4.44,4.31,2007-01-23,940.0
MARUTI,2007-09-24,980.75,982.4,-0.17,3.57,2007-09-25,980.0
MARUTI,2009-07-23,1295.8,1240.05,4.5,3.08,2009-07-24,1301.0
MARUTI,2010-10-26,1566.8,1701.4,-7.91,6.46,2010-10-27,1567.15
MARUTI,2013-01-25,1599.45,1701.4,-5.99,3.71,2013-01-28,1621.0
MARUTI,2013-04-26,1673.15,1701.4,-1.66,7.78,2013-04-29,1675.85
MARUTI,2013-10-29,1635.25,1742.25,-6.14,7.32,2013-10-30,1641.0
MARUTI,2014-01-29,1673.85,1845.75,-9.31,12.15,2014-01-30,1668.0
MARUTI,2014-07-01,2583.8,2486.9,3.9,4.85,2014-07-02,2593.8
MARUTI,2014-10-30,3240.25,3205.4,1.09,5.33,2014-10-31,3265.0
MARUTI,2015-04-27,3648.4,3725.8,-2.08,7.63,2015-04-28,3664.0
MARUTI,2015-07-28,4196.95,4234.2,-0.88,3.54,2015-07-29,4224.89
MARUTI,2015-11-30,4606.89,4746.75,-2.95,14.4,2015-12-01,4609.0
MARUTI,2016-07-28,4763.5,4746.75,0.35,3.69,2016-07-29,4751.0
MARUTI,2017-07-27,7599.6,7567.55,0.42,3.17,2017-07-28,7617.0
MARUTI,2018-01-29,9630.7,9801.5,-1.74,3.34,2018-01-30,9620.0
MARUTI,2022-10-28,9492.55,9832.45,-3.46,4.49,2022-10-31,9650.0
MARUTI,2023-08-31,10003.8,9992.3,0.12,3.92,2023-09-01,9999.0
MARUTI,2024-02-01,10637.95,10788.45,-1.4,3.09,2024-02-02,10598.0
MARUTI,2024-07-09,12827.7,13000.45,-1.33,4.04,2024-07-10,12950.05
MARUTI,2025-02-01,12916.5,13495.6,-4.29,3.18,2025-02-03,12990.0
MARUTI,2025-08-18,14068.0,13495.6,4.24,8.63,2025-08-19,14070.0
MARUTI,2025-12-30,16647.0,16703.0,-0.34,4.04,2025-12-31,16581.0
MASFIN,2018-01-05,203.05,224.9,-9.72,3.14,2018-01-08,203.6
MASFIN,2020-02-24,374.15,410.05,-8.76,3.75,2020-02-25,376.0
MASTEK,2015-07-16,195.35,210.5,-7.2,11.89,2015-07-17,194.0
MASTEK,2015-11-24,193.15,212.95,-9.3,18.16,2015-11-26,193.25
MASTEK,2017-01-24,198.1,212.95,-6.97,5.64,2017-01-25,196.0
MASTEK,2017-07-19,359.4,357.1,0.64,30.28,2017-07-20,368.4
MASTEK,2017-10-24,345.8,359.4,-3.78,4.86,2017-10-25,349.8
MASTEK,2018-01-19,425.9,427.5,-0.37,3.83,2018-01-22,425.9
MASTEK,2018-09-07,594.55,606.9,-2.03,17.05,2018-09-10,594.4
MASTEK,2020-07-31,572.35,607.25,-5.75,8.05,2020-08-03,575.8
MASTEK,2020-10-30,860.75,910.75,-5.49,7.52,2020-11-02,851.35
MASTEK,2021-03-03,1228.85,1365.0,-9.97,3.59,2021-03-04,1218.7
MASTEK,2021-06-09,2040.75,2014.85,1.29,4.08,2021-06-10,2050.0
MASTEK,2021-10-19,3437.55,3315.8,3.67,4.16,2021-10-20,3100.0
MASTEK,2022-03-30,3235.8,3437.55,-5.87,5.65,2022-03-31,3248.0
MASTEK,2024-11-19,3150.9,3437.55,-8.34,4.77,2024-11-21,3150.0
MATRIMONY,2020-12-30,885.47,908.31,-2.51,3.92,2020-12-31,886.04
MATRIMONY,2021-07-26,1027.14,1139.83,-9.89,16.47,2021-07-27,1081.45
MAWANASUG,2017-03-09,83.84,82.3,1.87,3.42,2017-03-10,84.76
MAWANASUG,2017-08-28,94.6,93.97,0.67,3.28,2017-08-29,95.52
MAWANASUG,2022-03-08,138.21,134.64,2.65,4.49,2022-03-09,143.66
MAWANASUG,2026-08-21,152.54,166.92,-8.61,9.93,2026-08-24,155.0
MAXESTATES,2023-12-08,292.8,310.8,-5.79,10.38,2023-12-11,297.0
MAXESTATES,2024-05-02,348.3,328.7,5.96,15.63,2024-05-03,374.0
MAXESTATES,2024-08-13,589.85,565.05,4.39,4.68,2024-08-14,583.8
MAXHEALTH,2020-11-09,120.0,131.55,-8.78,6.47,2020-11-10,119.25
MAXHEALTH,2021-02-11,197.8,185.8,6.46,3.59,2021-02-12,194.8
MAXHEALTH,2021-05-21,227.25,235.65,-3.56,13.1,2021-05-24,228.0
MAXHEALTH,2021-08-17,343.5,329.55,4.23,5.04,2021-08-18,342.0
MAXHEALTH,2021-11-15,363.6,397.65,-8.56,6.61,2021-11-16,363.5
MAXHEALTH,2022-04-20,408.95,442.9,-7.67,5.74,2022-04-21,412.2
MAXHEALTH,2022-09-09,413.3,442.9,-6.68,6.34,2022-09-12,415.0
MAXHEALTH,2023-02-16,429.7,464.75,-7.54,4.06,2023-02-17,430.25
MAXHEALTH,2023-05-19,545.15,534.2,2.05,3.51,2023-05-22,549.9
MAXHEALTH,2023-11-30,635.8,622.15,2.19,4.13,2023-12-01,628.75
MAXHEALTH,2024-06-12,870.5,899.1,-3.18,3.7,2024-06-13,910.5
MAXHEALTH,2024-09-20,1067.95,984.85,8.44,6.18,2024-09-23,1062.1
MAXHEALTH,2025-06-27,1279.3,1266.5,1.01,5.7,2025-06-30,1284.5
MAXIND,2021-06-04,73.6,76.0,-3.16,9.06,2021-06-07,73.95
MAXIND,2023-07-20,149.8,153.95,-2.7,3.71,2023-07-21,149.7
MAXIND,2024-07-02,305.5,312.45,-2.22,3.08,2024-07-03,305.55
MAYURUNIQ,2017-11-01,428.02,458.42,-6.63,4.56,2017-11-02,435.45
MAYURUNIQ,2021-06-07,477.49,526.73,-9.35,3.97,2021-06-08,479.49
MAYURUNIQ,2021-11-29,479.59,526.73,-8.95,3.57,2021-11-30,479.0
MAYURUNIQ,2023-08-22,569.66,601.91,-5.36,10.08,2023-08-23,560.27
MAYURUNIQ,2023-12-11,569.78,601.91,-5.34,4.94,2023-12-12,572.15
MAYURUNIQ,2024-05-22,542.8,601.91,-9.82,3.74,2024-05-23,550.84
MAYURUNIQ,2024-12-11,613.22,662.07,-7.38,3.49,2024-12-12,617.34
MAYURUNIQ,2025-07-18,612.48,662.07,-7.49,3.67,2025-07-21,618.33
MAYURUNIQ,2026-05-08,629.4,662.07,-4.93,9.3,2026-05-11,622.1
MAZDA,2023-11-01,267.02,266.39,0.24,12.22,2023-11-02,272.39
MAZDA,2024-02-09,302.0,303.72,-0.57,6.42,2024-02-12,304.97
MAZDA,2025-01-07,343.64,314.66,9.21,12.43,2025-01-08,346.49
MAZDOCK,2020-11-13,91.6,91.1,0.55,4.45,2020-11-14,92.45
MAZDOCK,2021-02-11,115.9,113.8,1.85,7.41,2021-02-12,116.5
MAZDOCK,2021-05-19,108.65,116.5,-6.74,4.75,2021-05-20,110.25
MAZDOCK,2021-08-12,125.8,137.0,-8.18,5.61,2021-08-13,126.5
MAZDOCK,2022-04-08,147.1,156.0,-5.71,11.54,2022-04-11,147.1
MAZDOCK,2022-08-12,155.8,165.65,-5.95,10.33,2022-08-16,156.9
MAZDOCK,2022-11-22,433.4,436.0,-0.6,3.89,2022-11-23,435.0
MAZDOCK,2023-06-02,419.2,457.0,-8.27,5.87,2023-06-05,423.0
MAZDOCK,2023-09-07,1043.95,980.75,6.44,9.93,2023-09-08,1089.0
MAZDOCK,2023-12-06,1057.3,1136.1,-6.94,4.77,2023-12-07,1059.7
MAZDOCK,2024-04-03,1118.35,1194.55,-6.38,15.31,2024-04-04,1120.0
MAZDOCK,2024-07-04,2792.75,2342.3,19.23,4.34,2024-07-05,2814.8
MAZDOCK,2025-03-19,2625.25,2872.2,-8.6,4.34,2025-03-20,2670.35
MBAPL,2025-06-10,72.9,72.05,1.18,3.07,2025-06-11,73.45
MBAPL,2025-10-08,88.15,91.45,-3.61,5.29,2025-10-09,89.0
MBAPL,2026-01-07,89.35,91.95,-2.83,4.41,2026-01-08,89.2
MBAPL,2026-07-16,131.6,132.85,-0.94,3.13,2026-07-17,132.25
MBEL,2025-10-15,423.55,467.55,-9.41,3.57,2025-10-16,420.2
MBLINFRA,2010-03-04,101.56,105.2,-3.46,6.2,2010-03-05,103.57
MCLEODRUSS,2005-09-16,89.25,85.95,3.84,7.75,2005-09-19,90.5
MCLEODRUSS,2006-01-31,81.55,89.25,-8.63,3.93,2006-02-01,83.25
MCLEODRUSS,2006-05-10,142.25,152.2,-6.54,9.8,2006-05-11,142.25
MCLEODRUSS,2009-07-30,143.8,152.2,-5.52,3.0,2009-07-31,145.85
MCLEODRUSS,2010-01-06,302.2,280.85,7.6,5.79,2010-01-07,303.0
MCLEODRUSS,2012-05-31,279.45,307.05,-8.99,3.58,2012-06-01,274.0
MCLEODRUSS,2012-11-27,350.8,340.6,2.99,3.52,2012-11-29,353.7
MCLEODRUSS,2013-03-28,350.05,382.95,-8.59,6.93,2013-04-01,345.0
MCLOUD,2025-05-23,80.3,77.28,3.91,6.86,2025-05-26,80.97
MCX,2012-09-13,251.0,262.0,-4.2,5.19,2012-09-14,253.0
MCX,2012-12-20,301.0,319.0,-5.64,3.64,2012-12-21,302.0
MCX,2020-07-20,288.0,319.0,-9.72,3.15,2020-07-21,290.0
MCX,2020-12-09,336.0,361.0,-6.93,7.27,2020-12-10,339.0
MCX,2021-07-15,340.0,361.0,-5.82,12.48,2021-07-16,341.0
MCX,2021-10-12,411.0,407.0,0.98,3.56,2021-10-13,412.0
MCX,2023-09-25,380.0,414.0,-8.21,13.54,2023-09-26,383.0
MCX,2024-01-29,683.0,662.0,3.17,3.13,2024-01-30,688.0
MCX,2024-09-16,1119.0,1079.0,3.71,4.41,2024-09-17,1119.0
MCX,2025-06-06,1484.0,1420.0,4.51,3.47,2025-06-09,1514.0
MCX,2025-10-09,1741.0,1812.0,-3.92,3.39,2025-10-10,1741.0
MEDANTA,2023-01-25,456.54,471.13,-3.1,3.44,2023-01-27,457.74
MEDANTA,2023-05-12,543.0,526.76,3.08,8.82,2023-05-15,547.2
MEDANTA,2023-08-07,690.45,715.19,-3.46,4.21,2023-08-08,689.75
MEDANTA,2023-11-08,833.2,836.9,-0.44,3.95,2023-11-09,834.45
MEDANTA,2024-02-12,1346.02,1269.04,6.07,7.31,2024-02-13,1346.02
MEDANTA,2025-08-08,1422.69,1486.52,-4.29,25.85,2025-08-11,1419.29
MEDANTA,2026-07-22,1353.4,1486.52,-8.96,3.98,2026-07-23,1353.5
MEDIASSIST,2024-04-03,493.14,544.33,-9.4,3.82,2024-04-04,490.71
MEDIASSIST,2024-07-31,595.47,586.47,1.53,3.08,2024-08-01,601.78
MEDICAMEQ,2021-12-20,838.76,836.88,0.22,4.07,2021-12-21,860.89
MEDICO,2023-05-22,84.0,87.9,-4.44,4.06,2023-05-23,85.25
MEDICO,2023-12-15,88.7,96.7,-8.27,4.0,2023-12-18,89.0
MEESHO,2026-05-04,217.04,235.57,-7.87,34.95,2026-05-05,218.5
MENONBE,2023-05-22,132.12,126.16,4.72,4.06,2023-05-23,132.89
METAL,2025-12-30,11.08,10.85,2.12,3.84,2025-12-31,11.35
METAL,2026-07-27,12.59,13.83,-8.97,3.2,2026-07-28,12.59
METROBRAND,2022-05-30,574.8,625.8,-8.15,12.23,2022-05-31,572.2
METROBRAND,2022-09-20,884.1,855.3,3.37,17.04,2022-09-21,893.85
METROBRAND,2022-12-30,883.5,959.45,-7.92,7.66,2023-01-02,890.0
METROBRAND,2023-05-24,929.6,959.45,-3.11,10.3,2023-05-25,935.0
METROBRAND,2023-10-03,1265.4,1126.25,12.36,33.81,2023-10-04,1229.95
METROBRAND,2024-06-18,1252.75,1381.35,-9.31,7.7,2024-06-19,1259.0
METROBRAND,2024-12-27,1249.85,1383.45,-9.66,22.3,2024-12-30,1257.75
METROBRAND,2025-09-10,1254.4,1383.45,-9.33,3.84,2025-09-11,1250.0
METROPOLIS,2019-05-31,241.6,246.3,-1.91,4.37,2019-06-03,240.1
METROPOLIS,2019-09-23,332.7,326.0,2.06,3.32,2019-09-24,332.5
METROPOLIS,2020-01-08,373.8,364.8,2.47,4.35,2020-01-09,381.2
METROPOLIS,2020-09-14,479.0,498.0,-3.82,3.25,2020-09-15,479.5
METROPOLIS,2021-03-30,561.4,572.4,-1.92,3.0,2021-03-31,562.2
METROPOLIS,2021-07-09,749.4,747.9,0.2,6.5,2021-07-12,747.5
METROPOLIS,2021-10-20,726.9,799.8,-9.11,3.63,2021-10-21,734.2
MFSL,2012-12-05,118.6,129.7,-8.56,4.96,2012-12-06,119.1
MFSL,2014-06-02,138.4,129.7,6.71,5.34,2014-06-03,140.3
MFSL,2014-11-05,189.2,173.9,8.8,4.98,2014-11-07,189.1
MFSL,2015-03-12,232.8,240.5,-3.2,7.08,2015-03-13,245.8
MFSL,2015-07-06,246.4,240.5,2.45,3.53,2015-07-07,245.8
MFSL,2015-11-17,261.8,270.6,-3.25,9.73,2015-11-18,263.9
MFSL,2016-04-07,348.5,371.2,-6.12,6.57,2016-04-08,349.1
MFSL,2016-10-18,553.75,606.8,-8.74,6.23,2016-10-19,558.5
MFSL,2017-01-19,565.9,606.8,-6.74,6.68,2017-01-20,559.75
MFSL,2017-06-01,609.7,676.7,-9.9,10.4,2017-06-02,613.0
MFSL,2017-09-15,615.75,676.7,-9.01,6.62,2017-09-18,620.0
MFSL,2020-08-25,619.85,676.7,-8.4,13.65,2020-08-26,620.0
MFSL,2020-11-18,619.3,676.7,-8.48,3.69,2020-11-19,620.0
MFSL,2021-02-17,868.1,852.75,1.8,3.26,2021-02-18,871.25
MFSL,2021-05-26,934.3,931.45,0.31,5.05,2021-05-27,934.0
MFSL,2022-01-07,1033.95,1130.85,-8.57,3.61,2022-01-10,1041.8
MFSL,2024-10-08,1154.1,1195.95,-3.5,3.38,2024-10-09,1160.0
MFSL,2025-04-17,1218.0,1287.8,-5.42,4.12,2025-04-21,1233.0
MFSL,2025-11-12,1718.8,1659.2,3.59,6.67,2025-11-13,1718.8
MGL,2016-09-28,661.6,652.25,1.43,3.88,2016-09-29,667.7
MGL,2017-01-03,822.7,803.95,2.33,3.05,2017-01-04,829.0
MGL,2017-04-11,935.45,930.7,0.51,4.79,2017-04-12,940.95
MGL,2017-07-12,1002.25,1031.2,-2.81,8.09,2017-07-13,1010.0
MGL,2017-11-01,1253.05,1227.75,2.06,3.01,2017-11-02,1257.8
MGL,2020-01-23,1179.75,1279.4,-7.79,3.65,2020-01-24,1181.95
MGL,2021-02-11,1163.65,1279.4,-9.05,3.64,2021-02-12,1163.0
MGL,2021-05-26,1190.4,1279.4,-6.96,4.83,2021-05-27,1189.95
MGL,2023-12-07,1166.5,1279.4,-8.82,5.5,2023-12-08,1172.6
MGL,2024-06-10,1412.15,1565.4,-9.79,5.83,2024-06-11,1418.95
MGL,2024-09-05,1876.7,1891.7,-0.79,3.27,2024-09-06,1876.7
MHLXMIRU,2023-02-03,276.8,271.35,2.01,8.19,2023-02-06,282.0
MHRIL,2017-06-08,238.75,252.1,-5.3,3.24,2017-06-09,243.05
MHRIL,2021-11-11,263.35,290.05,-9.21,3.61,2021-11-12,263.0
MHRIL,2022-04-18,264.6,290.05,-8.77,4.98,2022-04-19,269.9
MHRIL,2022-08-12,262.45,290.05,-9.52,5.98,2022-08-16,268.0
MHRIL,2022-11-30,290.2,294.4,-1.43,3.76,2022-12-01,292.9
MHRIL,2023-04-11,288.35,294.4,-2.06,4.76,2023-04-12,291.0
MHRIL,2023-07-10,307.5,310.1,-0.84,4.83,2023-07-11,310.5
MHRIL,2023-10-06,433.8,417.15,3.99,9.16,2023-10-09,428.05
MHRIL,2024-02-05,434.5,466.75,-6.91,5.32,2024-02-06,433.0
MHRIL,2024-06-12,422.4,466.75,-9.5,3.07,2024-06-13,423.0
MIDHANI,2018-09-03,154.65,170.5,-9.3,9.14,2018-09-04,155.8
MIDHANI,2019-11-01,162.55,170.5,-4.66,18.16,2019-11-04,163.9
MIDHANI,2020-02-13,182.0,174.2,4.48,10.69,2020-02-14,183.0
MIDHANI,2020-08-26,230.4,252.75,-8.84,8.31,2020-08-27,231.8
MIDHANI,2022-10-06,229.7,252.75,-9.12,8.61,2022-10-07,231.35
MIDHANI,2023-05-17,237.3,262.8,-9.7,16.14,2023-05-18,237.95
MIDHANI,2023-08-16,384.7,378.75,1.57,6.95,2023-08-17,385.0
MIDHANI,2023-12-28,423.5,456.9,-7.31,3.3,2023-12-29,424.9
MIDHANI,2024-05-21,487.9,525.3,-7.12,5.54,2024-05-22,489.5
MIDSMALL,2024-07-01,52.17,52.4,-0.44,7.41,2024-07-02,52.79
MIDWESTLTD,2025-11-27,1318.2,1273.6,3.5,3.43,2025-11-28,1364.0
MINDACORP,2017-09-14,134.05,138.05,-2.9,8.06,2017-09-15,135.35
MINDACORP,2017-12-26,218.8,202.2,8.21,8.72,2017-12-27,225.1
MINDACORP,2022-01-03,197.8,219.35,-9.82,25.11,2022-01-04,204.95
MINDACORP,2022-04-06,221.8,219.35,1.12,4.89,2022-04-07,224.8
MINDACORP,2023-04-06,247.75,271.2,-8.65,4.21,2023-04-10,250.1
MINDACORP,2023-07-07,294.35,298.4,-1.36,5.22,2023-07-10,294.7
MINDACORP,2023-10-10,334.3,351.75,-4.96,4.67,2023-10-11,336.65
MINDACORP,2024-01-09,388.45,401.05,-3.14,4.22,2024-01-10,390.1
MINDACORP,2024-05-10,414.3,433.85,-4.51,4.06,2024-05-13,414.9
MINDACORP,2024-08-07,516.9,522.95,-1.16,4.99,2024-08-08,522.4
MINDACORP,2025-01-16,590.8,632.3,-6.56,6.02,2025-01-17,583.75
MINDACORP,2025-06-10,574.35,632.3,-9.16,4.71,2025-06-11,574.45
MINDACORP,2025-09-24,579.1,632.3,-8.41,132.72,2025-09-25,579.0
MINDACORP,2026-01-02,602.5,632.3,-4.71,4.06,2026-01-05,605.0
MINDACORP,2026-05-22,574.65,632.3,-9.12,14.28,2026-05-25,585.0
MINDACORP,2026-08-18,745.25,736.3,1.22,5.9,2026-08-19,749.0
MINDTECK,2023-11-29,202.66,223.54,-9.34,11.12,2023-11-30,206.51
MINDTECK,2024-04-19,243.13,242.42,0.29,3.65,2024-04-22,246.15
MKPL,2022-12-02,22.72,22.78,-0.26,3.35,2022-12-05,22.78
MKPL,2023-08-01,25.76,27.0,-4.59,3.6,2023-08-02,26.47
MKPL,2023-11-10,28.23,29.8,-5.27,3.47,2023-11-13,28.15
MMFL,2014-09-05,111.8,94.45,18.37,4.67,2014-09-08,115.25
MMFL,2022-03-17,436.3,464.2,-6.01,3.28,2022-03-21,442.9
MMFL,2022-07-20,446.25,467.1,-4.46,5.86,2022-07-21,446.25
MMFL,2023-07-25,484.5,495.5,-2.22,4.07,2023-07-26,489.3
MMFL,2023-12-18,499.9,537.3,-6.96,35.62,2023-12-19,512.4
MMFL,2024-04-18,492.8,537.3,-8.28,13.05,2024-04-19,487.5
MMFL,2024-07-15,684.2,668.7,2.32,4.12,2024-07-16,721.0
MMFL,2026-08-07,629.1,684.2,-8.05,5.72,2026-08-10,627.0
MMP,2024-07-22,300.74,300.29,0.15,11.8,2024-07-23,302.07
MMP,2026-08-20,406.35,409.33,-0.73,3.82,2026-08-21,407.0
MMTC,2010-07-29,1173.79,1193.59,-1.66,13.64,2010-07-30,1183.47
MOCAPITAL,2025-11-12,47.19,47.61,-0.88,4.69,2025-11-13,47.5
MOCAPITAL,2026-04-08,48.14,49.75,-3.24,3.07,2026-04-09,48.95
MOCAPITAL,2026-08-10,53.16,56.86,-6.51,4.09,2026-08-11,53.17
