label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seeds,seedbase,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,w3_cagr_med,w3_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,topups_med,topups_per_yr_med,topup_notional_med,spills_med,topup_refused_med,elig_days_med,elig_total_med,elig_ge1_med,elig_ge2_med,elig_ge3_med,elig_max_med,elig_ge2_pct_med,elig_mean_med,max_pos_w_med,med_seed,secs
A_k2_spilltopup,A_SPILL,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,entrant,signal,topup,rs,1,3.0,30,7000,22.27,20.95,23.43,-31.78,-32.46,0.698,0.651,22.27,-31.78,0.698,1.248,747.0,34.45,47.25,38.365,-10.955,12.32,15.0,73.295,20.36,-31.78,24.385,-31.07,21.31,-24.785,1880.0,507.5,84.0,989.0,1977.0,747.0,99.0,4370.0,4.57,0.0,0.0,0.0,0.0,10621135.0,9218955.0,1311691.0,2.826,673171.0,0.48,7.157,37.05,85417992.0,44.25,44.25,1.9366414583465672e+22,9.217016138091725e+16,6.0,0.28,10371937.5,0.0,0.0,1409.0,102.0,90.0,9.0,1.0,4.0,0.64,0.072,21.0,7016,9.6
B_S_k1_rs_c20,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,1,2.0,30,7000,20.645,19.52,21.46,-37.78,-38.33,0.558,0.509,20.645,-37.78,0.558,1.143,694.0,32.0,45.95,34.26,-10.77,9.97,15.0,72.53,19.31,-32.43,21.925,-37.78,19.48,-24.72,1880.0,253.0,2.0,469.0,2453.5,694.0,78.0,1383.0,3.6,0.0,0.0,0.0,0.0,7748053.5,6659898.0,1083582.0,2.708,573038.5,0.465,5.421,34.2,63618259.0,52.05,52.05,3.5518766431338496e+16,544494370816.0,78.0,3.6,57421102.5,0.0,26.0,1383.0,123.0,104.0,16.0,3.0,4.0,1.16,0.089,26.09,7027,5.6
B_S_k1_rs_c30,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,1,3.0,30,7000,21.09,20.36,21.89,-41.78,-41.81,0.511,0.487,21.09,-41.78,0.511,1.143,689.0,31.8,46.0,32.645,-10.72,9.181,19.0,72.555,19.065,-32.43,23.0,-41.78,17.45,-25.825,1880.0,246.0,2.0,457.0,2473.5,689.0,75.0,1390.0,3.46,0.0,0.0,0.0,0.0,8309744.0,7363717.0,948435.5,2.713,549927.5,0.459,5.737,34.3,68912401.0,52.7,52.7,1190165703819264.0,27254201344.0,75.0,3.46,81017792.0,0.0,26.0,1390.0,117.5,101.0,14.0,2.0,3.0,1.005,0.085,32.87,7011,5.4
B_S_k1_rs_c00,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,1,0.0,30,7000,21.355,20.27,22.37,-35.75,-38.53,0.587,0.526,21.355,-35.75,0.587,1.156,687.0,31.7,46.2,32.875,-10.72,9.339,15.0,72.545,19.055,-32.43,23.69,-35.75,17.455,-28.305,1880.0,264.5,2.0,526.0,2405.0,687.0,76.0,1390.0,3.5,0.0,0.0,0.0,0.0,8946592.5,7859517.5,1022253.5,2.814,596021.0,0.482,6.519,36.45,72709716.0,55.35,55.35,3650949566431232.0,114688094208.0,76.0,3.5,115419688.5,0.0,26.0,1390.0,121.0,102.0,15.0,2.0,4.0,1.08,0.087,52.54,7001,5.4
B_S_k1_unre_c20,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,unreal,1,2.0,30,7000,21.075,20.01,21.97,-35.72,-36.04,0.587,0.557,21.075,-35.72,0.587,1.165,693.5,32.0,45.8,32.54,-10.64,9.248,15.0,72.87,19.955,-32.435,22.24,-35.72,20.115,-21.43,1880.0,264.5,2.0,520.0,2406.0,693.5,75.0,1391.0,3.46,0.0,0.0,0.0,0.0,8218671.0,6787012.5,1277749.5,2.677,591330.0,0.444,5.865,34.6,69046865.0,51.7,51.7,4391671303241728.0,121469444096.0,75.0,3.46,56863664.0,0.0,0.0,1391.0,84.0,75.0,8.0,1.0,3.0,0.57,0.06,30.105,7016,5.3
B_S_k1_unre_c30,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,unreal,1,3.0,30,7000,21.2,19.98,22.62,-37.69,-38.89,0.56,0.525,21.2,-37.69,0.56,1.165,675.0,31.1,45.75,30.575,-10.555,8.353,15.0,72.95,20.09,-32.42,22.185,-37.69,15.78,-26.2,1880.0,249.0,36.0,479.5,2464.0,675.0,79.5,1401.5,3.665,0.0,0.0,0.0,0.0,8754683.5,7466310.5,1232722.5,2.668,605567.0,0.466,5.93,36.65,70271456.5,54.6,54.6,83557473058816.0,4297639552.0,79.5,3.665,87102288.0,0.0,0.0,1401.5,91.0,79.5,10.0,2.0,4.0,0.71,0.065,36.325,7017,5.3
B_S_k1_unre_c00,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,unreal,1,0.0,30,7000,21.345,20.23,22.01,-38.01,-38.79,0.561,0.524,21.345,-38.01,0.561,1.129,669.0,30.8,46.1,30.045,-10.525,8.162,15.0,73.205,20.09,-32.42,22.59,-38.01,15.16,-37.2,1880.0,274.0,37.0,505.5,2447.0,669.0,78.5,1402.0,3.62,0.0,0.0,0.0,0.0,8506712.0,7202070.0,1544855.5,2.687,600053.0,0.46,6.004,35.35,71980690.0,62.75,62.75,53260234784768.0,5106865664.0,78.5,3.62,109699251.5,0.0,0.0,1402.0,87.5,78.5,6.5,1.5,3.5,0.465,0.062,81.295,7030,5.7
B_S_k1_cush_c20,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,cushion,1,2.0,30,7000,20.205,19.11,21.05,-41.25,-41.41,0.489,0.462,20.205,-41.25,0.489,1.119,686.0,31.6,44.85,35.51,-10.71,10.044,22.0,72.385,19.7,-31.61,20.6,-41.25,25.165,-20.075,1880.0,197.0,2.0,346.5,2582.0,686.0,84.0,1388.0,3.87,0.0,0.0,0.0,0.0,6524536.0,5417146.5,955342.0,2.662,558449.0,0.47,5.135,33.05,57704236.5,51.7,51.7,1.4488215327080448e+16,152003952640.0,84.0,3.87,69937340.5,0.0,0.0,1388.0,96.0,84.0,9.0,3.0,4.0,0.65,0.07,25.905,7028,5.4
B_S_k1_cush_c30,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,cushion,1,3.0,30,7000,20.055,18.08,21.82,-41.33,-41.34,0.486,0.437,20.055,-41.33,0.486,1.098,674.0,31.1,44.85,34.645,-10.75,9.661,20.0,72.595,19.625,-30.39,20.375,-41.33,25.9,-22.55,1880.0,181.5,2.0,317.5,2624.5,674.0,82.0,1398.5,3.78,0.0,0.0,0.0,0.0,6340813.0,5339889.5,952733.5,2.644,581112.5,0.463,5.0,32.6,56089875.0,52.6,52.6,836471321788416.0,11367906816.0,82.0,3.78,81679048.5,0.0,0.0,1398.5,95.0,82.0,8.5,4.0,4.0,0.605,0.068,36.22,7013,5.2
B_S_k1_cush_c00,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,cushion,1,0.0,30,7000,19.42,17.58,21.67,-42.01,-43.49,0.463,0.405,19.42,-42.01,0.463,1.062,672.0,31.0,44.6,34.08,-10.825,9.349,21.0,72.47,19.79,-30.88,18.865,-42.01,20.095,-30.525,1880.0,182.5,2.0,327.0,2619.0,672.0,84.0,1401.0,3.87,0.0,0.0,0.0,0.0,6201023.0,5265005.0,955809.0,2.701,578181.0,0.457,4.978,32.45,50193926.5,52.5,52.5,308715370577920.0,4173733504.0,84.0,3.87,95123573.0,0.0,0.0,1401.0,97.0,84.0,8.0,4.0,4.0,0.57,0.069,41.07,7013,5.1
B_S_k2_rs_c20,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,1,2.0,30,7000,20.385,19.61,21.59,-37.36,-37.39,0.549,0.528,20.385,-37.36,0.549,1.131,698.5,32.2,46.05,33.76,-10.745,9.696,15.0,72.47,19.32,-32.43,21.505,-37.36,18.81,-25.885,1880.0,248.5,2.0,453.0,2468.0,698.5,83.0,1453.0,3.83,0.0,0.0,0.0,0.0,7729849.5,6680420.0,1038562.5,2.72,577591.0,0.468,5.562,34.15,60500885.5,51.7,51.7,1.3651457987313664e+16,215410999296.0,83.0,3.83,58556474.5,0.0,26.0,1378.0,119.0,100.0,15.0,3.0,4.0,1.09,0.086,26.09,7001,5.4
B_S_k2_rs_c30,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,1,3.0,30,7000,20.965,19.66,21.8,-40.06,-40.08,0.527,0.496,20.965,-40.06,0.527,1.14,691.0,31.9,46.1,32.455,-10.68,9.217,18.0,72.44,19.105,-32.43,22.775,-40.06,19.19,-26.89,1880.0,253.0,2.0,494.0,2430.5,691.0,79.0,1455.0,3.64,0.0,0.0,0.0,0.0,8400738.0,7412847.0,973747.5,2.768,566598.0,0.464,5.771,35.15,67307970.5,53.05,53.05,2122972202532864.0,43670413312.0,79.0,3.64,81740327.5,0.0,26.0,1384.5,114.0,97.0,14.0,2.0,4.0,1.01,0.082,32.87,7030,5.6
B_S_k2_rs_c00,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,1,0.0,30,7000,21.21,19.86,22.44,-36.085,-40.41,0.585,0.492,21.21,-36.085,0.585,1.15,687.0,31.7,45.9,33.005,-10.66,9.239,15.0,72.445,19.115,-32.43,23.31,-36.085,15.62,-28.86,1880.0,262.5,2.0,507.5,2424.0,687.0,80.0,1465.0,3.69,0.0,0.0,0.0,0.0,8900193.5,7869775.5,1027067.0,2.837,598258.5,0.477,6.488,36.5,70842567.5,54.35,54.35,2654796729286656.0,81124794368.0,80.0,3.69,119816885.5,0.0,26.0,1391.0,115.0,99.0,13.0,2.0,3.0,0.93,0.083,60.66,7019,5.5
B_S_k2_unre_c20,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,unreal,1,2.0,30,7000,20.725,19.82,22.02,-35.7,-35.72,0.581,0.558,20.725,-35.7,0.581,1.148,692.5,31.95,45.3,32.695,-10.57,8.968,15.0,72.855,20.095,-32.435,21.305,-35.7,14.47,-22.5,1880.0,246.0,2.0,470.5,2455.0,692.5,79.5,1464.5,3.665,0.0,0.0,0.0,0.0,7871197.5,6754892.0,1106223.0,2.7,607898.5,0.447,5.868,34.4,64396497.5,53.35,53.35,989843899285504.0,28595049472.0,79.5,3.665,66451786.0,0.0,0.0,1391.0,80.0,73.0,7.0,1.0,3.0,0.5,0.058,32.43,7001,5.4
B_S_k2_unre_c30,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,unreal,1,3.0,30,7000,21.06,19.53,22.1,-36.31,-38.09,0.57,0.513,21.06,-36.31,0.57,1.142,673.0,31.0,44.8,30.815,-10.44,8.07,16.0,73.03,20.09,-32.42,22.05,-36.31,14.61,-28.99,1880.0,239.0,36.0,443.5,2509.5,673.0,83.5,1475.5,3.85,0.0,0.0,0.0,0.0,8429818.0,7303077.5,1149172.0,2.702,618386.0,0.464,6.077,36.6,68761196.0,60.0,60.0,36855481368576.0,1761368448.0,83.5,3.85,93561349.5,0.0,0.0,1399.5,85.5,76.0,8.0,1.0,3.0,0.57,0.061,43.58,7005,5.3
B_S_k2_unre_c00,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,unreal,1,0.0,30,7000,21.59,19.31,22.32,-37.455,-38.33,0.579,0.531,21.59,-37.455,0.579,1.141,666.0,30.7,46.15,30.055,-10.44,8.319,15.0,73.195,20.09,-32.42,23.175,-37.455,15.18,-37.455,1880.0,271.5,37.0,502.5,2452.0,666.0,80.5,1478.0,3.715,0.0,0.0,0.0,0.0,8891859.5,7464626.5,1657513.5,2.696,610964.5,0.463,6.169,35.9,75477718.0,63.25,63.25,75823906291712.0,5837001728.0,80.5,3.715,116506798.5,0.0,0.0,1404.0,82.0,74.0,6.0,1.0,3.0,0.43,0.058,79.25,7001,5.5
B_S_k2_cush_c20,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,cushion,1,2.0,30,7000,20.405,19.47,21.41,-40.34,-40.51,0.505,0.481,20.405,-40.34,0.505,1.127,688.5,31.75,45.35,35.215,-10.675,10.127,21.0,72.385,19.7,-31.61,21.24,-40.34,23.975,-24.07,1880.0,211.5,2.0,380.5,2549.5,688.5,85.0,1465.0,3.92,0.0,0.0,0.0,0.0,7152175.0,6153465.0,971185.0,2.664,561911.0,0.469,5.361,33.4,60388966.5,49.65,49.65,2.186681130156032e+16,250150895616.0,85.0,3.92,69728819.5,0.0,0.0,1386.0,88.0,78.0,8.0,2.0,4.0,0.58,0.064,25.5,7006,5.4
B_S_k2_cush_c30,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,cushion,1,3.0,30,7000,19.16,17.58,20.25,-42.095,-42.91,0.453,0.418,19.16,-42.095,0.453,1.069,681.5,31.4,44.4,33.9,-10.67,9.194,19.0,72.41,19.625,-30.39,18.485,-42.095,23.34,-30.62,1880.0,184.5,2.0,341.0,2598.5,681.5,88.0,1475.5,4.06,0.0,0.0,0.0,0.0,6119571.0,5167096.0,927042.0,2.731,573787.0,0.47,5.021,33.1,48131609.5,52.4,52.4,323417362399232.0,4023534080.0,88.0,4.06,83776451.5,0.0,0.0,1395.0,92.0,80.0,8.0,3.0,4.0,0.57,0.066,36.22,7007,5.3
B_S_k2_cush_c00,B_TOPUP,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,cushion,1,0.0,30,7000,19.415,17.46,21.06,-42.15,-43.0,0.46,0.406,19.415,-42.15,0.46,1.058,669.5,30.85,44.35,34.315,-10.67,9.338,20.0,72.485,19.79,-30.88,18.845,-42.15,24.06,-30.575,1880.0,184.5,2.0,328.0,2620.5,669.5,86.0,1481.5,3.97,0.0,0.0,0.0,0.0,6338036.5,5344385.0,963044.5,2.692,577923.5,0.465,5.26,32.85,50395478.5,54.2,54.2,261997551681536.0,4030234752.0,86.0,3.97,99871971.5,0.0,0.0,1401.5,90.0,79.5,7.0,3.0,4.0,0.5,0.064,41.38,7022,5.3
C_hyb_k1,C_HYBRID,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,hybrid,signal,none,rs,1,3.0,30,7000,21.555,20.22,23.25,-32.79,-35.28,0.644,0.589,21.555,-32.79,0.644,1.194,769.0,35.5,45.8,35.15,-10.89,10.189,15.0,72.82,19.67,-31.31,23.335,-32.79,17.89,-26.71,1880.0,689.0,318.0,1462.0,1492.0,769.0,99.0,1402.0,4.57,0.0,0.0,0.0,0.0,9158411.0,7668172.5,1216328.0,2.737,621193.0,0.444,5.993,34.8,74948879.0,45.3,45.3,7.102020527042303e+18,91536442701133.92,95.0,4.38,54434679.5,0.0,0.0,1402.0,115.0,99.0,12.0,3.0,4.0,0.86,0.082,26.345,7024,6.0
C_els_k1,C_HYBRID,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,30,7000,23.23,22.43,24.24,-31.27,-35.04,0.736,0.648,23.23,-31.27,0.736,1.213,715.0,33.0,42.45,33.21,-9.91,8.453,12.0,72.51,20.51,-30.95,26.025,-31.27,18.02,-28.86,1880.0,237.0,26.0,484.0,2460.0,715.0,196.5,7921.0,9.06,0.0,0.0,0.0,0.0,12639343.0,10994460.5,1646775.0,3.047,778487.0,0.595,9.192,40.2,101583170.5,51.85,51.85,185742772928512.0,4971374848.0,156.5,7.215,170440530.5,0.0,34.0,1397.0,40.5,39.5,1.0,0.0,2.0,0.07,0.029,37.87,7026,10.4
C_hyb_k2,C_HYBRID,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,hybrid,signal,none,rs,1,3.0,30,7000,21.55,20.57,22.82,-31.32,-36.51,0.686,0.563,21.55,-31.32,0.686,1.2,757.5,34.95,46.3,34.64,-10.93,10.302,15.0,72.82,19.805,-31.31,23.215,-31.04,17.89,-27.325,1880.0,635.0,247.5,1265.0,1684.5,757.5,97.5,1490.0,4.495,0.0,0.0,0.0,0.0,9035699.0,7858020.5,1257606.0,2.724,634262.5,0.44,5.949,34.8,74904489.0,48.75,48.75,9.157473961723022e+18,102188481199478.38,93.5,4.31,62379061.5,0.0,0.0,1400.5,100.0,88.0,10.0,1.0,3.0,0.71,0.072,29.54,7014,5.7
