name,cagr,sharpe,sortino,max_drawdown,calmar,profit_factor,total_trades,win_rate,avg_win_pct,avg_loss_pct,final_value,total_return_pct,top3_pnl_pct,top3_symbols,cagr_ex_top3,exit_reason_counts
P3_ADX25_ADXExit_PS10_SA,12.48,0.39,0.45,27.78,0.45,1.69,967,44.6,17.3,-8.2,36469806,264.7,22.8,"['ADANIGREEN', 'RAIN', 'GRAPHITE']",11.28,"{'ADX_Weak': 578, 'Trail_15pct': 378, 'Time_252d': 1, 'End_of_Period': 10}"
P3_ADX25_ADXExit_PS15_Q,12.53,0.40,0.46,25.23,0.50,1.73,1411,43.4,17.6,-7.8,36631604,266.3,17.7,"['ADANIGREEN', 'GRAPHITE', 'HEG']",11.73,"{'ADX_Weak': 861, 'Trail_15pct': 533, 'Time_252d': 2, 'End_of_Period': 15}"
P3_ADX25_ADXExit_PS20_SECT40,12.07,0.38,0.43,24.71,0.49,1.71,1879,43.8,16.9,-7.7,35006451,250.1,14.6,"['ADANIGREEN', 'HEG', 'SUZLON']",11.60,"{'ADX_Weak': 1172, 'Trail_15pct': 683, 'Time_252d': 4, 'End_of_Period': 20}"
P3_ADX25_ADXExit_PS10_CONC,12.66,0.41,0.48,25.89,0.49,1.72,969,44.4,17.4,-8.1,37114030,271.1,21.4,"['ADANIGREEN', 'RAIN', 'LAURUSLABS']",11.56,"{'ADX_Weak': 581, 'Trail_15pct': 377, 'Time_252d': 1, 'End_of_Period': 10}"
P3_ADX25_ADXExit_PS10_COMP,13.30,0.41,0.47,29.34,0.45,1.73,970,46.5,17.7,-8.9,39496237,295.0,24.7,"['ADANIGREEN', 'GRAPHITE', 'GNFC']",11.80,"{'ADX_Weak': 565, 'Trail_15pct': 393, 'Time_252d': 2, 'End_of_Period': 10}"
P3_ADX25_ADXExit_PS10_DIST,9.52,0.23,0.27,23.20,0.41,1.81,704,50.6,13.0,-7.4,27196905,172.0,27.4,"['ADANIGREEN', 'APLAPOLLO', 'SUZLON']",8.38,"{'ADX_Weak': 473, 'Trail_15pct': 216, 'Time_252d': 5, 'End_of_Period': 10}"
P3_SMA200_Mom_PS10,15.19,0.38,0.47,36.12,0.42,2.72,297,46.8,46.6,-15.1,47355457,373.6,30.3,"['DIXON', 'ADANIGREEN', 'HEG']",12.67,"{'ATH_DD_20pct': 258, 'Time_365d': 29, 'End_of_Period': 10}"
P3_SMA200_Mom_PS10_Q,15.19,0.38,0.47,36.12,0.42,2.72,297,46.8,46.6,-15.1,47355457,373.6,30.3,"['DIXON', 'ADANIGREEN', 'HEG']",12.67,"{'ATH_DD_20pct': 258, 'Time_365d': 29, 'End_of_Period': 10}"
P3_SMA200_Mom_PS10_SA,15.19,0.38,0.47,36.12,0.42,2.72,297,46.8,46.6,-15.1,47355457,373.6,30.3,"['DIXON', 'ADANIGREEN', 'HEG']",12.67,"{'ATH_DD_20pct': 258, 'Time_365d': 29, 'End_of_Period': 10}"
P3_SMA200_Mom_PS10_CONC,15.41,0.39,0.47,36.52,0.42,2.78,297,46.8,47.3,-15.0,48365684,383.7,29.7,"['DIXON', 'ADANIGREEN', 'HEG']",12.92,"{'ATH_DD_20pct': 259, 'Time_365d': 28, 'End_of_Period': 10}"
P3_SMA200_Comp_PS10,15.56,0.41,0.49,33.05,0.47,2.85,301,46.2,47.5,-14.3,49048529,390.5,24.5,"['ADANIGREEN', 'HEG', 'DEEPAKNTR']",13.62,"{'ATH_DD_20pct': 261, 'Time_365d': 30, 'End_of_Period': 10}"
P3_SMA200_Mom_PS15_Q,14.30,0.37,0.43,35.45,0.40,2.70,431,45.7,45.0,-14.0,43507139,335.1,22.5,"['DIXON', 'ADANIGREEN', 'DEEPAKNTR']",12.74,"{'ATH_DD_20pct': 373, 'Time_365d': 43, 'End_of_Period': 15}"
P3_SMA200_Mom_PS20_Q,13.74,0.35,0.41,31.92,0.43,2.70,550,47.1,42.9,-14.1,41202464,312.0,17.4,"['DIXON', 'ADANIGREEN', 'HEG']",12.76,"{'ATH_DD_20pct': 471, 'Time_365d': 59, 'End_of_Period': 20}"
P3_SMA200_RSI_PS10,12.63,0.35,0.41,25.90,0.49,3.35,205,52.2,40.1,-13.1,36993163,269.9,27.9,"['GRAPHITE', 'NAVINFLUOR', 'ADANIGREEN']",10.70,"{'ATH_DD_20pct': 151, 'Time_365d': 44, 'End_of_Period': 10}"
