,mq,kc6,combined,nifty
2022-02-11,41072674.41780358,12629072.758738266,53701747.17654184,35884710.822676085
2022-02-14,40956378.267808266,12618202.333746558,53574580.601554826,34852071.005917154
2022-02-15,41001768.16780983,12961035.572579123,53962803.74038895,35806451.61290322
2022-02-16,41067009.16781139,13006615.75226406,54073624.92007545,35720557.358274475
2022-02-17,41076386.61781295,13019507.467439782,54095894.08525273,35680473.37278107
2022-02-18,41067855.51781452,13022004.359282853,54089859.87709737,35625119.29757587
2022-02-21,41091967.66781921,13024501.729981894,54116469.3978011,35558312.655086845
2022-02-22,41021348.46782077,13021122.681392536,54042471.14921331,35363619.011261694
2022-02-23,41010507.617822334,13063076.064221844,54073583.68204418,35321626.26455431
2022-02-24,40690873.267823905,12866696.601389084,53557569.869212985,34044665.01240695
2022-02-25,40921692.41782546,13347124.502619792,54268816.92044525,34519946.55468601
2022-02-28,41076460.81783016,13390673.515368316,54467134.33319847,34708913.91486925
2022-03-02,41111022.717833295,13420974.95134027,54531997.66917357,34376789.4636381
2022-03-03,40992951.46783487,13441935.191703398,54434886.65953827,34140103.07310556
2022-03-04,40871116.96783643,13444513.09708263,54315630.06491906,33643825.1574728
2022-03-07,40644879.66784114,13447091.496854674,54091971.164695814,32893682.000381753
2022-03-08,40527241.43392895,13449670.391114345,53976911.8250433,33097919.45027677
2022-03-09,40536018.83393052,13452249.779956477,53988268.613887,33781255.96487879
2022-03-10,40696909.13393209,13454829.663475921,54151738.797408015,34290895.20900936
2022-03-11,40679562.233933665,13457410.041767547,54136972.27570121,34353884.329070434
2022-03-14,40685357.03393837,13459990.914926242,54145347.94886461,34855888.52834511
2022-03-15,40599231.533939935,13462572.283046912,54061803.816986844,34472227.5243367
2022-03-16,40723744.88394151,13465154.146224484,54188899.03016599,35056308.45581218
2022-03-17,40753970.33394308,13467736.504553897,54221706.838496976,35638480.62607368
2022-03-21,40777586.63394937,13470319.358130114,54247905.99207948,35384615.384615384
2022-03-22,40782303.98395094,13472902.707048113,54255206.69099905,35758732.58255392
2022-03-23,40883522.03395251,13475486.55140289,54359008.5853554,35567856.46115671
2022-03-24,40921698.533954084,13478070.89128946,54399769.42524354,35520137.430807404
2022-03-25,40691767.73395566,13480655.726802858,54172423.460758515,35468600.87803016
2022-03-28,40385515.88396037,13481213.178583007,53866729.06254338,35564038.938728765
2022-03-29,40184695.43396194,13435703.792891229,53620399.22685317,35735827.44798625
2022-03-30,40176493.883963525,13415587.2378308,53592081.12179433,36058408.093147546
2022-03-31,40265453.4839651,13416141.998900218,53681595.48286532,36050773.04829166
2022-04-01,40481827.88396667,13420810.074132884,53902637.95809955,36356174.8425272
2022-04-04,40919347.1339714,13463110.593544362,54382457.727515765,37257110.135522045
2022-04-05,41407450.58397297,13467213.566402856,54874664.15037583,37134949.41782783
2022-04-06,41530460.48397455,13469796.319689564,55000256.80366412,36839091.429662146
2022-04-07,40904300.18397612,13470353.322411748,54374653.50638787,36506966.978430994
2022-04-08,40552783.133977704,13475350.17006262,54028133.30404033,36793281.16052682
2022-04-11,40487690.93398243,13442023.163728112,53929714.09771054,36585226.18820385
2022-04-12,40043305.283984005,13422429.125777552,53465734.409761555,36346631.03645734
2022-04-13,39974340.68398558,13414847.41795373,53389188.10193931,36178660.04962779
2022-04-18,39874114.28399348,13340314.50525078,53214428.789244264,35546860.08780301
2022-04-19,39837256.28399506,13324501.023866618,53161757.30786168,35060125.978240125
2022-04-20,39797333.33399664,13289523.1613702,53086856.49536684,35476235.92288605
2022-04-21,39914405.37876958,13324631.180066105,53239036.558835685,35903798.4348158
2022-04-22,39794307.128771156,13327186.58878557,53121493.71755673,35520137.430807404
2022-04-25,39641707.478775896,13323729.012290398,52965436.49106629,35094483.68009162
2022-04-26,39929706.00007088,13324934.258096317,53254640.25816719,35523954.95323535
2022-04-27,39859240.95007246,13298374.847123897,53157615.79719636,35270089.711777054
2022-04-28,40045490.25007404,13281939.919438962,53327430.169513,35581217.78965451
2022-04-29,39797097.60007562,13286416.002713224,53083513.60278884,35394159.19068525
2022-05-02,39860282.25008037,13271575.12993557,53131857.38001594,35334987.59305211
2022-05-04,39667572.000083536,13274120.363522133,52941692.36360567,34558121.77896545
2022-05-05,39479244.90008512,13276666.085235685,52755910.98532081,34550486.73410956
2022-05-06,39436132.5000867,13275218.208489358,52711350.70857606,33964497.04142012
2022-05-09,39249298.20009146,13228141.69618788,52477439.896279335,33775529.68123688
2022-05-10,39122692.35009304,13055510.722701611,52178203.072794646,33624737.54533308
2022-05-11,39096833.100094624,12989008.597431239,52085841.69752586,33468219.125787362
2022-05-12,38859057.900096215,12849042.121039674,51708100.02113589,32777247.566329453
2022-05-13,38904828.413665436,12926096.028643651,51830924.44230909,32716167.20748234
2022-05-16,38881741.76367018,12928575.005964214,51810316.769634396,32855506.77610231
2022-05-17,39181285.31367178,12931054.458705084,52112339.772376865,33678182.8593243
2022-05-18,39176423.66367337,12933534.386957439,52109958.05063081,33603741.17197939
2022-05-19,39022901.81367496,12936014.790812472,51958916.60448743,32773430.043901507
2022-05-20,39378412.01367654,12938495.670361396,52316907.68403794,33578927.27619775
2022-05-23,39226727.663681306,12940977.025695438,52167704.68937674,33504485.588852834
2022-05-24,39305781.4136829,12943458.856905846,52249240.27058875,33420500.095438063
2022-05-25,39222355.76368448,12943994.094532805,52166349.858217284,33237259.018896736
2022-05-26,39247368.26368607,12878657.146414423,52126025.41010049,33512120.63370872
2022-05-27,39248305.91368767,12881127.02586716,52129432.939554825,33804161.09944646
2022-05-30,39489534.713692434,12883597.37899541,52373132.092687845,34439778.58369918
2022-05-31,39456392.363694035,12886068.205890011,52342460.56958404,34332887.95571674
2022-06-01,39479843.66369562,12888539.506641826,52368383.170337446,34279442.64172552
2022-06-02,39665502.113697216,12891011.28134173,52556513.39503895,34487497.61404848
2022-06-03,39743048.36369881,12893483.530080618,52636531.89377943,34397785.836991794
2022-06-06,39709804.31370358,12895956.252949402,52605760.56665298,34386333.26970796
2022-06-07,39676490.66370518,12898429.450039009,52574920.113744184,34082840.23668639
2022-06-08,39561504.26370676,12900903.121440386,52462407.38514715,33991219.69841573
2022-06-09,39726809.213708356,12903377.2672445,52630186.48095286,34243176.17866005
2022-06-10,39509955.41370995,12905851.887542328,52415807.30125228,33682000.381752245
2022-06-13,39267603.26371473,12898622.839979185,52166226.10369392,32805878.984539036
2022-06-14,39227974.763716325,12770073.024979586,51998047.78869591,32697079.595342625
2022-06-15,39160141.76371792,12840679.88324876,52000821.64696668,32658904.37106318
2022-06-16,39007641.41371952,12846334.190572303,51853975.60429183,31983202.90131705
2022-06-17,38989625.96372112,12805848.905567218,51795474.86928834,31851498.377552968
2022-06-20,38866756.3137259,12800601.083796024,51667357.39752193,31935483.870967742
2022-06-21,39070663.91372751,12971450.700899767,52042114.61462727,32498568.429089516
2022-06-22,38988344.6637291,12852755.850797202,51841100.51452631,32082458.484443597
2022-06-23,38938415.813730694,12969955.762665734,51908371.57639643,32393586.562321052
2022-06-24,39029621.813732296,13017956.509169377,52047578.32290167,32670356.93834701
2022-06-27,39038221.613737084,13020453.103568397,52058674.71730548,32949036.075586945
2022-06-28,39177111.56373869,13022950.176766343,52200061.74050503,32954762.35922886
2022-06-29,39350378.06374028,13025447.728855038,52375825.79259532,32803970.223325063
2022-06-30,39372493.46374188,13027945.759926327,52400439.22366821,32754342.431761786
2022-07-01,39010632.41374349,13030444.270072067,52041076.683815554,32761977.476617675
2022-07-04,39039124.91374829,13032943.259384137,52072068.17313242,32950944.836800914
2022-07-05,39098428.91374989,13035442.72795443,52133871.64170432,32838327.925176557
2022-07-06,39090783.263751484,13037942.675874861,52128725.93962634,33235350.257682767
2022-07-07,39088321.16375309,13040443.103237359,52128764.26699045,33506394.350066807
2022-07-08,39127859.21375469,13042944.01013387,52170803.22388856,33647642.67990074
2022-07-11,39219067.9137595,13045445.396656362,52264513.310415864,33638098.873830885
2022-07-12,39135485.8137611,13047947.262896817,52183433.07665792,33422408.856652033
2022-07-13,39084012.11376271,13050449.608947236,52134461.72270994,33223897.690398928
2022-07-14,39171445.0137643,13052952.434899637,52224397.448663935,33199083.794617295
2022-07-15,39170645.36376591,13055455.740846056,52226101.10461196,33407138.76694026
2022-07-18,39252437.36377072,13057959.526878549,52310396.890649274,33859515.174651645
2022-07-19,39293547.26377232,13060463.793089183,52354011.0568615,33953044.474136285
2022-07-20,39377058.41377393,13062968.53957005,52440026.95334398,34267990.074441686
2022-07-21,39422953.76377553,13065473.766413257,52488427.530188784,34460774.95705287
2022-07-22,39458106.56377714,13067979.473710924,52526086.037488066,34718457.72093911
2022-07-25,39310085.36378195,13070485.661555199,52380571.02533715,34636380.988738306
2022-07-26,39306709.163783565,13072992.330038236,52379701.4938218,34340523.00057263
2022-07-27,39300996.56378517,13075499.479252217,52376496.04303739,34663103.64573392
2022-07-28,39392392.01378677,13078007.109289335,52470399.1230761,35155564.03893873
2022-07-29,39574083.413788386,13080515.220241802,52654598.634030186,35606031.68543615
2022-08-01,39794750.2137932,13083023.812201848,52877774.02599505,36004962.77915633
2022-08-02,39871781.36379482,13085532.885261724,52957314.24905654,36003054.017942354
2022-08-03,39959738.36379643,13088042.439513693,53047780.80331012,36096583.317426994
2022-08-04,39862237.46379803,13090552.475050038,52952789.93884807,36108035.88471082
2022-08-05,39792279.71379964,13093062.99196306,52885342.7057627,36123305.974422604
2022-08-08,39893995.763804466,13095573.990345081,52989569.75414955,36417255.20137431
2022-08-10,39916967.063807696,13094145.862459762,53011112.92626746,36464974.23172361
2022-08-11,39899697.563809305,13176426.760701323,53076124.32451063,36713113.18953999
2022-08-12,39999600.563810915,13239607.641120337,53239208.20493125,36812368.77266654
2022-08-16,40118865.263817355,13242146.743955621,53361012.007772975,37047146.40198511
2022-08-17,40132330.76381898,13244686.333742134,53377017.09756111,37325825.53922505
2022-08-18,40193852.813820586,13247226.410573263,53441079.224393845,37356365.7186486
2022-08-19,40065258.5638222,13249766.974542415,53315025.53836462,36955525.86371446
2022-08-22,39988400.813827045,13252308.025743013,53240708.83957006,36447795.380797856
2022-08-23,40092995.063828655,13254849.564268498,53347844.628097154,36684481.7713304
2022-08-24,40135168.013830274,13257391.59021233,53392559.604042605,36768467.264745176
2022-08-25,40080818.51383188,13259934.103667988,53340752.61749987,36606222.561557546
2022-08-26,40106350.1638335,13262477.104728965,53368827.268562466,36632945.218553156
2022-08-29,40016489.363838345,13263025.534391517,53279514.89822986,36159572.437488064
2022-08-30,40132525.61383997,13287427.240752907,53419952.854592875,37014697.46134758
2022-09-01,40029211.1638432,13289874.236312777,53319085.40015598,36613857.60641344
2022-09-02,40021845.11384482,13299948.225418054,53321793.33926287,36573773.620920025
2022-09-05,40104438.86384967,13302498.900420189,53406937.76426986,36835273.9072342
2022-09-06,40214776.46385128,13305050.064592872,53519826.528444156,36739835.84653559
2022-09-07,40242249.713852905,13307601.718029918,53549851.43188282,36718839.4731819
2022-09-08,40229239.163854524,13310153.860825157,53539393.02467968,37029967.551059365
2022-09-09,40175305.91385614,13312706.493072439,53488012.406928584,37144493.22389769
2022-09-12,40239613.313861,13315259.61486563,53554872.92872663,37343004.39015079
2022-09-13,40308968.363862626,13317813.226298619,53626781.59016125,37593052.10918114
2022-09-14,40214275.16386424,13320367.327465307,53534642.49132955,37463256.34663104
2022-09-15,40265288.36386587,13320918.15100308,53586206.514868945,37352548.19622065
2022-09-16,40089259.31386748,13247581.666967545,53336840.98083502,36629127.69612522
2022-09-19,40104820.46387234,13228635.49202908,53333455.95590142,36791372.39931285
2022-09-20,40161965.513873965,13339870.518705271,53501836.032579236,37113953.04447413
2022-09-21,40049100.8638756,13310062.119034877,53359162.98291048,36934529.49036076
2022-09-22,40069161.113877214,13391750.957449872,53460912.07132709,36823821.33995037
2022-09-23,39859532.663878836,13355238.96408876,53214771.627967596,36197747.66176751
2022-09-26,39623242.613883704,13241950.18410068,52865192.797984384,35543042.565375075
2022-09-27,39668970.11388533,13248549.454568863,52917519.56845419,35512502.38595152
2022-09-28,39588177.26388695,13060322.321542343,52648499.585429296,35210918.114143915
2022-09-29,39579611.36388858,13194640.458998997,52774251.82288757,35134567.66558503
2022-09-30,39731802.86389021,13274109.456345938,53005912.32023615,35661385.760641344
2022-10-03,39631814.66389508,13282070.39126145,52913885.05515653,35168925.367436536
2022-10-04,39831966.41389671,13297156.534177583,53129122.948074296,35940064.89788127
2022-10-06,39822620.963899955,13304373.161887571,53126994.12578753,36064134.376789466
2022-10-07,39834904.013901584,13306924.685507659,53141828.69940925,36111853.407138765
2022-10-10,39735652.61390647,13309476.698461045,53045129.312367514,36027867.91372399
2022-10-11,39619857.56390809,13312029.200841572,52931886.76474966,35478144.684100024
2022-10-12,39683682.26390972,13314582.192743104,52998264.45665282,35733918.68677229
2022-10-13,39690785.063911356,13317135.674259521,53007920.73817088,35546860.08780301
2022-10-14,39644961.863912985,13319689.645484721,52964651.50939771,35888528.345104024
2022-10-17,39641203.16391787,13322244.106512623,52963447.27043049,36043138.00343577
2022-10-18,39710281.3139195,13324799.05743716,53035080.37135666,36388623.783164725
2022-10-19,39786609.11392113,13327354.498352284,53113963.61227341,36424890.2462302
2022-10-20,39837981.86392276,13329910.429351969,53167892.29327473,36541324.680282496
2022-10-21,39729205.61392439,13332466.850530202,53061672.46445459,36556594.769994274
2022-10-24,39791659.91392928,13335023.761980988,53126683.67591027,36871540.370299675
2022-10-25,39670026.11393092,13337581.163798355,53007607.27772927,36741744.607749574
2022-10-27,39707531.36393418,13340139.056076344,53047670.42001052,36924985.68429089
2022-10-28,39796803.86393582,13342697.438909017,53139501.30284484,37022332.50620348
2022-10-31,39763544.21394071,13341242.361163517,53104786.57510423,37463256.34663104
2022-11-01,39787057.613942355,13278993.02764237,53066050.641584724,37789654.51422027
2022-11-02,39790687.47107189,13378102.786987398,53168790.25805929,37680855.12502386
2022-11-03,39809410.27107353,13390312.673805978,53199722.9448795,37677037.60259591
2022-11-04,39961720.37107517,13375308.060968148,53337028.432043314,37749570.52872686
2022-11-07,40094229.52108007,13377873.188541485,53472102.709621556,37911815.23191449
2022-11-09,40065426.87108334,13380438.808057096,53445865.67914043,37854552.39549532
2022-11-10,39987010.821084976,13378979.61445522,53365990.4355402,37575873.25825539
2022-11-11,40117605.12108662,13387834.201971691,53505439.32305831,38217217.026150025
2022-11-14,40022313.471091524,13403548.736122942,53425862.20721447,38207673.22008017
2022-11-15,40022993.22109316,13328501.170361295,53351494.39145446,38348921.54991411
2022-11-16,39927604.321094796,13338740.743387118,53266345.064481914,38341286.50505822
2022-11-17,39967556.67109644,13252848.210739214,53220404.881835654,38213399.50372208
2022-11-18,39964233.571098074,13254223.213161822,53218456.7842599,38159954.18973086
2022-11-21,39849145.371102996,13264384.203583524,53113529.57468652,37898453.903416686
2022-11-22,39910036.371104635,13259398.13208832,53169434.503192954,38028249.66596679
2022-11-23,39841444.87110628,13289354.764592517,53130799.635698795,38081694.979958005
2022-11-24,39918168.971107915,13289904.30569947,53208073.27680738,38503531.20824584
2022-11-25,39990440.67110956,13296230.56592248,53286671.23703204,38623783.16472609
2022-11-28,40186831.621114485,13316445.266140603,53503276.88725509,38755487.68849017
2022-11-29,40159602.32111612,13327556.80394221,53487159.12505833,38829929.37583508
2022-11-30,40259592.32111776,13330112.773740226,53589705.09485798,39072342.05000954
2022-12-01,40207927.52111941,13332669.23372423,53540596.75484364,39232677.9919832
2022-12-02,40212553.27112105,13335226.183988234,53547779.45510928,39093338.42336324
2022-12-05,40133039.02112598,13337783.62462626,53470822.645752236,39022714.25844627
2022-12-06,40181325.32112763,13340341.555732353,53521666.876859985,38965451.4220271
2022-12-07,40071430.521129265,13342899.977400575,53414330.49852984,38723038.747852646
2022-12-08,40140525.27113091,13343451.732707994,53483977.003838904,38866195.83890055
2022-12-09,40018280.821132556,13362119.212908788,53380400.034041345,38648597.06050773
2022-12-12,40052240.07113749,13355013.238762995,53407253.309900485,38673410.956289366
2022-12-13,40141619.02113914,13355537.526001938,53497156.547141075,38894827.257110134
2022-12-14,40179819.22114078,13368721.54337902,53548540.764519796,39005535.40752052
2022-12-15,40068516.12114243,13371271.488035284,53439787.609177716,38476808.55125024
2022-12-16,39965121.72114407,13379659.370545706,53344781.09168978,38205764.458866194
2022-12-19,40104109.87114902,13402924.2569154,53507034.12806442,38493987.402175985
2022-12-20,40198929.77115066,13397890.786257822,53596820.55740848,38406184.38633327
2022-12-21,39964250.42115231,13402891.68040502,53367142.10155733,38060698.606604315
2022-12-22,39899884.621153966,13401430.038222188,53301314.65937615,37898453.903416686
2022-12-23,39611075.07115561,13294423.21191379,52905498.2830694,37249475.09066616
2022-12-26,39760739.17116056,14064865.670226226,53825604.84138678,37646497.42317236
2022-12-27,39818207.4711622,14184354.455929805,54002561.927092,37793472.036648214
2022-12-28,39846194.62116386,14248125.695782935,54094320.3169468,37791563.27543424
2022-12-29,39858603.3211655,14250858.21303966,54109461.53420516,37942355.41133804
2022-12-30,39878848.721167155,14253591.254340792,54132439.975507945,37801107.08150411
2023-01-02,39943531.72117211,14254180.668533932,54197712.389706045,38049246.039320484
2023-01-03,39894313.471173756,14276454.297527898,54170767.76870166,38114143.920595534
2023-01-04,39755565.17117541,14279501.19846167,54035066.36963709,37730482.91658714
2023-01-05,39779642.32117707,14265712.571425758,54045354.89260283,37615957.24374881
2023-01-06,39794370.52117872,14281698.255732713,54076068.77691144,37358274.47986257
2023-01-09,39955143.12118368,14284437.21156258,54239580.33274626,37846917.35063943
2023-01-10,39815367.47118533,14287176.692671647,54102544.163856976,37436533.689635426
2023-01-11,39710920.67118698,14289916.699160654,54000837.370347634,37436533.689635426
2023-01-12,39635850.321188636,14292657.231130356,53928507.55231899,37337278.10650888
2023-01-13,39659988.871190295,14293248.260778913,53953237.131969206,37528154.22790609
2023-01-16,39555952.27119526,14385876.775263174,53941829.04645844,37423172.36113762
2023-01-17,39652237.77119692,14394335.171736846,54046572.94293376,37692307.69230769
2023-01-18,39649773.02119857,14397095.729167042,54046868.750365615,37917541.5155564
2023-01-19,39603056.82120024,14399856.816019211,54002913.637219444,37875548.768849015
2023-01-20,39527238.32120189,14400452.278582655,53927690.599784546,37688490.16987974
2023-01-23,39545366.171206854,14381243.623817591,53926609.79502445,37877457.53006299
2023-01-24,39479535.72120851,14275237.840241317,53754773.561449826,37873640.00763504
2023-01-25,39369422.22121017,14243465.438471913,53612887.65968208,37419354.838709675
2023-01-27,39018981.421213485,14117692.640819546,53136674.06203303,36839091.429662146
2023-01-30,39028299.71388478,14184303.974243516,53212603.68812829,36886810.46001145
2023-01-31,39063976.31388645,14420410.285745837,53484386.599632286,36923076.92307692
2023-02-01,39054231.913888104,14178586.744530685,53232818.65841879,36863905.32544379
2023-02-02,39031223.96388976,14179173.057138983,53210397.02102874,36821912.578736395
2023-02-03,39041119.51389143,14175973.201615695,53217092.71550712,37243748.80702424
2023-02-06,39024663.06389642,14248613.015522854,53273276.07941927,37121588.089330025
2023-02-07,38971536.71389807,14257037.339522658,53228574.05342073,37037602.59591525
2023-02-08,39053596.11389974,14282530.860357637,53336126.97425737,37323916.77801107
2023-02-09,39072251.0139014,14317465.771976048,53389716.785877444,37390723.42050009
2023-02-10,39049617.16390306,14320211.587329578,53369828.75123264,37314372.97194121
2023-02-13,39049383.31390805,14322957.929277834,53372341.24318588,37144493.22389769
2023-02-14,39110653.16390971,14323550.211920198,53434203.375829905,37407902.27142584
2023-02-15,39120931.91391137,14325555.00865947,53446486.92257084,37617866.00496279
2023-02-16,39169133.213913046,14376990.124625292,53546123.338538334,37669402.557740025
2023-02-17,39227309.81391471,14368094.480347821,53595404.29426253,37468982.630272955
2023-02-20,39198889.513919696,14370236.912100218,53569126.426019914,37333460.584080935
2023-02-21,39253858.21392136,14348940.01477141,53602798.22869277,37270471.46401985
2023-02-22,39068993.56392303,14316610.740012638,53385604.30393567,36745562.13017751
2023-02-23,39041858.0639247,14470195.330460938,53512053.394385636,36650124.06947891
2023-02-24,39059260.16392636,14501782.182229608,53561042.34615597,36545142.20271044
2023-02-27,38996109.31393137,14443415.577133253,53439524.89106462,36373353.69345295
2023-02-28,38952219.66393303,14478771.738727614,53430991.402660646,36209200.229051344
2023-03-01,39011769.4639347,14589848.037077323,53601617.50101202,36510784.50085894
2023-03-02,39038727.86393637,14778971.137516515,53817699.001452886,36253101.736972705
2023-03-03,39144639.86393804,14781805.460748369,53926445.32468641,36745562.13017751
2023-03-06,39304006.76394305,14784640.32754906,54088647.09149211,36959343.38614239
2023-03-08,39386549.41394638,14787475.738022838,54174025.151969224,37020423.7449895
2023-03-09,39236718.113948055,14790311.692273965,54027029.80622202,36770376.02595915
2023-03-10,39175379.41394973,14793148.19040673,53968527.60435646,36409620.15651842
2023-03-13,39029295.26395474,14793759.916346468,53823055.180301204,35907615.95724375
2023-03-14,38996195.56395642,14783314.931329267,53779510.49528568,35676655.85035312
2023-03-15,38980053.86395808,14781115.006645415,53761168.8706035,35522046.19202138
2023-03-16,38982030.893703684,14757620.303561756,53739651.19726544,35546860.08780301
2023-03-17,38801013.59370535,14815004.99603631,53616018.58974166,35774002.67226569
2023-03-20,38717244.74371037,14817846.229871167,53535090.97358154,35541133.8041611
2023-03-21,38747374.14371205,14820688.008600183,53568062.152312234,35781637.71712159
2023-03-22,38735909.79371372,14823530.33232786,53559440.126041576,35861805.688108414
2023-03-23,38642260.44371539,14826373.201158717,53468633.64487411,35676655.85035312
2023-03-24,38521647.24371707,14829216.615197295,53350863.85891436,35441878.22103455
2023-03-27,38474022.49372209,14832060.574548155,53306083.06827024,35537316.281733155
2023-03-28,38434738.59372377,14834905.079315877,53269643.673039645,35447604.50467646
2023-03-29,38464489.943725444,14835518.531985568,53300008.47571101,35711013.552204624
2023-03-31,38632433.3937288,14860442.369827319,53492875.76355612,36239740.4084749
2023-04-03,38715078.09373383,14941273.698827012,53656351.792560846,36373353.69345295
2023-04-05,38720840.99373718,14955472.673617814,53676313.667355,36684481.7713304
2023-04-06,38730709.143738866,14958340.84645933,53689049.990198195,36827638.862378314
2023-04-10,38586677.34374558,14958959.40344216,53545636.74718774,36770376.02595915
2023-04-11,38670289.84374726,14995375.39254419,53665665.236291446,36984157.28192403
2023-04-12,38581268.99374894,15018504.442021668,53599773.43577061,37152128.26875357
2023-04-13,38523791.19375062,15021384.703147536,53545175.89689816,37176942.16453522
2023-04-17,38669625.39375735,15024265.51665225,53693890.9104096,37012788.700133614
2023-04-18,38674454.643759035,15027146.882641746,53701601.52640078,36884901.69879749
2023-04-19,38642311.69376071,15030028.80122198,53672340.49498269,36812368.77266654
2023-04-20,38666946.99376239,15032911.272498926,53699858.26626132,36837182.66844818
2023-04-21,38685184.54376408,15033532.913116379,53718717.45688046,36810460.01145256
2023-04-24,38757071.04376913,15035096.629573688,53792167.67334282,37020423.7449895
2023-04-25,38762580.54377081,15050595.34449169,53813175.8882625,37054781.446841
2023-04-26,38789791.7937725,15060929.12202,53850720.915792495,37148310.746325634
2023-04-27,38816885.243774176,15063817.519385869,53880702.76316004,37398358.465355985
2023-04-28,38872308.643775865,15066706.470690956,53939015.11446682,37657949.99045619
2023-05-02,38897519.64378261,15069595.9760415,53967115.61982411,37867913.72399313
2023-05-03,38874916.44378429,15070219.133644009,53945135.577428296,37732391.67780111
2023-05-04,38682112.24378598,15142817.794476489,53824930.038262464,38068333.6514602
2023-05-05,38644588.64378767,14996777.439894943,53641366.08368261,37762931.857224666
2023-05-08,38653980.54379273,14999653.534198485,53653634.07799122,38119870.20423745
2023-05-09,38690570.89379442,15002530.180081757,53693101.07387617,38117961.44302347
2023-05-10,38754746.4937961,15003150.56438094,53757897.05817704,38175224.279442646
2023-05-11,38858847.94379779,15011670.197646422,53870518.14144421,38242030.92193167
2023-05-12,38641544.29379948,14983951.434780221,53625495.7285797,38224852.07100592
2023-05-15,38684993.993804544,15024820.308330728,53709814.302135274,38430998.28211491
2023-05-16,38674450.14380624,15032933.916719198,53707384.06052544,38272571.10135522
2023-05-17,38687716.29380793,15020578.269410603,53708294.563218534,38129414.010307305
2023-05-18,38661289.49380962,14878443.270467747,53539732.76427737,37993891.96411529
2023-05-19,38543618.44381131,14826385.951507214,53370004.39531852,38140866.57759114
2023-05-22,38584323.843816385,14906965.272474108,53491289.116290495,38316472.60927658
2023-05-23,38624791.54381808,14916903.398815349,53541694.94263343,38369917.9232678
2023-05-24,38605910.04381977,14986409.992884984,53592320.03670476,38221034.54857797
2023-05-25,38599094.54382146,15127223.650549604,53726318.19437107,38308837.56442069
2023-05-26,38614220.44382316,15145455.552442528,53759675.99626569,38719221.2254247
2023-05-29,38627133.19382824,15146081.84698858,53773215.04081682,38965451.4220271
2023-05-30,38595517.79382993,15137486.63501403,53733004.42884396,39007444.1687345
2023-05-31,38683275.643831626,15161286.924505677,53844562.56833731,38873830.88375644
2023-06-01,38640422.04383332,15142052.715559693,53782474.759393014,38745943.88242031
2023-06-02,38611380.793835014,15174341.73393936,53785722.52777438,38908188.58560794
2023-06-05,38636337.1938401,15177251.881669158,53813589.07550926,38992174.07902271
2023-06-06,38701778.4938418,15180162.58750948,53881941.08135128,38946363.80988738
2023-06-07,38769961.99384349,15183073.851567358,53953035.845410846,39194502.76770376
2023-06-08,38816397.74384519,15185985.67394985,54002383.41779504,39036075.58694407
2023-06-09,38826798.94384689,15188898.054764034,54015696.99861092,38944455.048673406
2023-06-12,38871020.593851976,15191810.994117003,54062831.587968975,39026531.780874215
2023-06-13,38904864.99385367,15194724.492115876,54099589.48596955,39215499.141057454
2023-06-14,39064264.54385538,15197638.548867788,54261903.09272316,39291849.589616336
2023-06-15,39014857.49385707,15198267.001283962,54213124.49514103,39188776.484061845
2023-06-16,38991314.24385877,15238701.461403662,54230015.70526243,39452185.53159
2023-06-19,38950590.54386388,15247854.867409093,54198445.41127297,39295667.11204428
2023-06-20,38954388.99386557,15250779.11354805,54205168.10741362,39415919.068524525
2023-06-21,39023874.44386727,15253703.920501333,54277578.3643686,39486543.233441494
2023-06-22,38923540.44386898,15256629.288376497,54180169.732245475,39366291.27696125
2023-06-23,38803785.493870676,15259555.217281118,54063340.71115179,39125787.36400076
2023-06-26,38855284.69387578,15262481.70732279,54117766.40119857,39162053.82706623
2023-06-27,38876248.243877485,15265408.758609125,54141657.00248661,39408284.02366864
2023-06-28,38893078.54387919,15268336.371247763,54161414.91512695,39736590.95247185
2023-06-30,38989459.69388259,15271264.545346359,54260724.23922895,40200419.92746708
2023-07-03,39028115.7438877,15274193.281012591,54302309.02490029,40523000.57262837
2023-07-04,39038085.94388941,15277122.578354156,54315208.52224357,40668066.42489024
2023-07-05,39180800.54389112,15280052.437478771,54460852.98136989,40641343.76789464
2023-07-06,39319333.94389282,15282982.85849418,54602316.802387,40839854.93414774
2023-07-07,39270035.04389453,15283614.840066373,54553649.8839609,40603168.54361519
2023-07-10,39207372.04389964,15282461.96720662,54489834.01110626,40587898.453903414
2023-07-11,39321637.693901345,15266321.690278415,54587959.384179756,40742508.11223516
2023-07-12,39303690.14390306,15303366.818633089,54607056.96253615,40704332.88795572
2023-07-13,39137691.74390476,15303637.94406543,54441329.68797019,40788318.381370485
2023-07-14,39250219.74390647,15338655.429455424,54588875.17336189,41005917.159763314
2023-07-17,39204392.99391159,15341597.0894008,54545990.083312385,41330406.56613858
2023-07-18,39107079.7439133,15342231.494787388,54449311.23870069,41423935.86562321
2023-07-19,39166453.79391501,15342534.45587817,54508988.24979318,41605268.18095057
2023-07-20,39157708.893916726,15325925.274902584,54483634.16881931,41899217.40790226
2023-07-21,39158614.79391843,15365150.285740629,54523765.07965906,41511738.88146593
2023-07-24,39132320.49392355,15332921.78683711,54465242.28076066,41368581.79041802
