label,mechanic,universe,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,n_signals,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,wa_cagr,wa_cagr_lo,wa_cagr_hi,wa_dd,wa_dd_worst,wa_calmar,wa_n,wa_tpy,wa_win,wa_mean,wa_netexp,wa_avg_win,wa_avg_loss,wa_hold,wa_inv,wa_streak,wb_cagr,wb_cagr_lo,wb_cagr_hi,wb_dd,wb_dd_worst,wb_calmar,wb_n,wb_tpy,wb_win,wb_mean,wb_netexp,wb_avg_win,wb_avg_loss,wb_hold,wb_inv,wb_streak,secs
s1_tr150_tp50_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,150,0.5,8,0.1875,,pct,0.0025,False,1548,16.95,14.93,18.93,-50.95,-51.75,0.333,189,9.1,52.1,12.26,11.76,37.13,-14.92,122.0,59.1,14,7.89,7.67,9.56,-50.95,-51.75,0.155,60,6.0,51.7,8.05,7.55,32.24,-17.82,115.0,36.1,14,24.04,19.25,28.95,-34.66,-46.0,0.694,133,12.5,50.0,13.066,12.566,39.81,-13.71,122.0,80.7,8,7.9
s1_tr150_tp50_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,150,0.5,8,0.1875,,pct,0.0025,False,1548,10.88,9.57,13.83,-67.1,-67.1,0.162,149,7.2,55.8,11.042,10.542,34.3,-18.3,181.0,65.4,12,2.75,2.75,2.75,-67.1,-67.1,0.041,49,4.9,53.1,5.389,4.889,32.29,-25.03,199.0,48.0,12,14.54,9.09,18.44,-36.33,-49.73,0.4,101,9.5,52.0,11.541,11.041,37.46,-16.04,177.0,84.4,6,9.7
s1_tr150_tp100_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,150,1.0,8,0.1875,,pct,0.0025,False,1548,12.07,9.88,13.66,-41.82,-44.63,0.289,201,9.7,33.2,7.844,7.344,39.93,-7.96,100.0,53.3,16,8.86,8.52,11.4,-41.82,-42.3,0.212,53,5.3,43.4,9.458,8.958,32.91,-8.52,117.0,33.5,15,15.27,9.84,20.1,-37.49,-42.36,0.407,152,14.2,28.3,7.125,6.625,44.27,-7.77,91.0,71.9,17,8.0
s1_tr150_tp100_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,150,1.0,8,0.1875,,pct,0.0025,False,1548,12.48,10.06,14.99,-48.49,-48.49,0.257,178,8.6,38.4,9.266,8.766,39.37,-9.6,117.0,55.5,15,8.38,8.38,9.94,-48.49,-48.49,0.173,49,4.9,46.9,10.058,9.558,33.1,-10.32,142.0,37.2,15,15.58,13.61,19.81,-37.88,-42.18,0.411,134,12.6,34.4,8.332,7.832,42.33,-9.38,104.0,72.9,14,8.0
s1_tr150_tp100_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,150,1.0,8,0.1875,,pct,0.0025,False,1548,12.68,11.07,15.17,-48.88,-48.91,0.259,174,8.4,40.3,10.141,9.641,41.59,-11.12,122.0,56.0,15,7.83,7.69,7.83,-48.88,-48.91,0.16,48,4.8,45.8,9.755,9.255,34.18,-10.91,143.0,36.7,15,18.13,12.71,22.8,-37.46,-49.16,0.484,130,12.2,37.5,10.641,10.141,47.44,-11.22,111.0,74.8,12,8.2
s1_tr150_tp100_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,150,1.0,8,0.1875,,pct,0.0025,False,1548,13.27,9.09,15.89,-57.96,-57.96,0.229,147,7.1,47.3,12.885,12.385,43.57,-14.53,155.0,59.3,12,7.1,6.37,7.1,-57.96,-57.96,0.122,45,4.5,51.1,10.907,10.407,37.48,-16.88,165.0,39.4,12,18.05,13.06,24.5,-41.57,-48.46,0.434,107,10.0,43.6,12.522,12.022,47.55,-14.0,143.0,78.5,10,7.8
s1_tr150_tp100_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,150,1.0,8,0.1875,,pct,0.0025,False,1548,11.29,8.38,14.44,-64.72,-64.72,0.174,117,5.7,55.9,15.074,14.574,41.55,-17.94,217.0,63.9,12,2.77,2.77,2.77,-64.72,-64.72,0.043,37,3.7,54.1,7.804,7.304,36.7,-26.19,224.0,42.8,12,16.13,11.57,20.83,-43.61,-45.73,0.37,82,7.7,52.1,15.332,14.832,42.33,-15.26,209.0,84.6,6,8.1
s1_tr150_notp_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,150,,8,0.1875,,pct,0.0025,False,1548,13.0,11.55,15.23,-39.45,-44.29,0.33,171,8.3,31.8,10.204,9.704,48.58,-7.78,114.0,54.3,16,10.8,10.8,10.8,-39.45,-39.45,0.274,42,4.2,47.6,15.463,14.963,41.86,-8.54,152.0,34.3,15,15.32,13.14,20.35,-37.86,-42.38,0.405,132,12.4,25.2,8.4,7.9,55.29,-7.58,98.0,73.1,15,6.8
s1_tr150_notp_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,150,,8,0.1875,,pct,0.0025,False,1548,13.23,11.21,14.04,-43.12,-43.32,0.307,152,7.4,37.5,11.787,11.287,47.39,-9.54,133.0,56.5,15,9.74,9.74,9.74,-43.12,-43.12,0.226,42,4.2,47.6,14.526,14.026,42.08,-10.52,167.0,37.5,15,15.28,11.7,18.62,-40.09,-50.58,0.381,118,11.1,30.3,9.348,8.848,52.16,-9.34,112.0,74.1,14,7.2
s1_tr150_notp_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,150,,8,0.1875,,pct,0.0025,False,1548,12.53,8.16,14.24,-44.22,-54.98,0.283,144,7.0,38.8,12.258,11.758,49.2,-10.99,143.0,56.7,14,9.06,9.06,9.06,-44.22,-44.22,0.205,41,4.1,46.3,14.095,13.595,43.81,-11.56,168.0,36.9,14,15.02,8.15,17.67,-41.42,-53.05,0.363,109,10.3,33.8,10.667,10.167,52.99,-11.04,126.0,75.5,14,7.1
s1_tr150_notp_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,150,,8,0.1875,,pct,0.0025,False,1548,11.4,10.33,12.67,-51.47,-51.47,0.222,119,5.8,46.6,13.511,13.011,46.31,-14.47,185.0,59.5,11,7.34,7.34,7.34,-51.47,-51.47,0.143,39,3.9,51.3,13.176,12.676,42.13,-17.3,190.0,39.4,11,13.48,9.54,16.68,-43.68,-55.77,0.309,86,8.1,40.7,11.768,11.268,49.13,-13.72,169.0,78.9,11,7.3
s1_tr150_notp_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,150,,8,0.1875,,pct,0.0025,False,1548,8.46,5.74,11.3,-58.45,-58.45,0.145,98,4.7,55.7,13.374,12.874,38.93,-18.29,255.0,64.5,9,4.57,4.57,4.57,-58.45,-58.45,0.078,31,3.1,58.1,13.333,12.833,44.27,-29.5,267.0,42.9,9,9.78,5.92,12.75,-46.61,-55.54,0.21,73,6.8,49.3,11.44,10.94,38.25,-15.38,228.0,85.1,8,7.9
