label,mechanic,universe,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,n_signals,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,wa_cagr,wa_cagr_lo,wa_cagr_hi,wa_dd,wa_dd_worst,wa_calmar,wa_n,wa_tpy,wa_win,wa_mean,wa_netexp,wa_avg_win,wa_avg_loss,wa_hold,wa_inv,wa_streak,wb_cagr,wb_cagr_lo,wb_cagr_hi,wb_dd,wb_dd_worst,wb_calmar,wb_n,wb_tpy,wb_win,wb_mean,wb_netexp,wb_avg_win,wb_avg_loss,wb_hold,wb_inv,wb_streak,secs
s2a_a3_L25_d30_off,nextday_pivot,clean,3,25,25,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,622,16.96,15.37,18.13,-28.88,-37.65,0.587,295,14.3,50.3,6.623,6.123,20.75,-7.77,41.0,30.4,11,10.84,10.84,10.84,-20.14,-20.14,0.538,58,5.8,53.4,7.353,6.853,19.36,-6.43,34.0,10.3,6,23.15,21.28,26.07,-28.4,-38.49,0.815,240,22.5,49.6,6.313,5.813,20.73,-7.97,42.0,49.2,11,5.7
s2a_a3_L25_d30_short70,nextday_pivot,clean,3,25,25,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.6
s2a_a3_L25_d40_off,nextday_pivot,clean,3,25,25,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,719,15.36,14.32,17.45,-30.03,-36.67,0.511,323,15.6,48.0,5.68,5.18,21.4,-8.79,40.0,32.3,10,7.93,7.84,8.33,-29.81,-30.26,0.266,69,6.9,47.8,4.41,3.91,19.83,-9.72,35.0,12.4,8,22.71,20.62,25.55,-27.89,-37.28,0.814,257,24.1,47.9,5.854,5.354,21.46,-8.5,41.0,51.0,10,5.7
s2a_a3_L25_d40_short70,nextday_pivot,clean,3,25,25,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.5
s2a_a3_L25_d60_off,nextday_pivot,clean,3,25,25,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,755,14.88,13.45,16.44,-33.41,-42.82,0.445,332,16.1,47.3,5.367,4.867,21.65,-9.19,40.0,32.9,10,8.88,8.4,9.37,-32.99,-33.41,0.269,77,7.7,46.8,5.069,4.569,21.84,-10.34,33.0,13.3,7,20.32,16.8,22.77,-31.16,-42.44,0.652,258,24.2,46.9,5.355,4.855,21.15,-8.72,41.0,51.4,10,6.8
s2a_a3_L25_d60_short70,nextday_pivot,clean,3,25,25,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.7
s2a_a3_L40_d20_off,nextday_pivot,clean,3,40,40,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,97,9.03,9.03,9.03,-12.57,-12.57,0.719,89,4.3,48.3,7.228,6.728,23.57,-8.05,36.0,8.2,9,5.79,5.79,5.79,-7.29,-7.29,0.794,7,0.7,42.9,7.61,7.11,29.66,-8.93,27.0,1.1,4,12.25,12.25,12.25,-12.56,-12.56,0.975,82,7.7,48.8,7.195,6.695,23.12,-7.97,37.0,14.9,9,3.7
s2a_a3_L40_d20_short70,nextday_pivot,clean,3,40,40,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,0,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,2.5
s2a_a3_L40_d30_off,nextday_pivot,clean,3,40,40,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,230,9.82,9.73,9.9,-28.32,-28.33,0.347,174,8.4,44.8,5.127,4.627,21.8,-8.39,38.0,16.8,10,7.44,7.44,7.44,-9.27,-9.27,0.802,23,2.3,47.8,7.646,7.146,25.14,-8.39,31.0,3.7,6,12.39,12.21,12.55,-28.31,-28.31,0.438,151,14.1,44.4,4.743,4.243,21.25,-8.4,39.0,28.9,10,4.5
s2a_a3_L40_d30_short70,nextday_pivot,clean,3,40,40,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.6
s2a_a3_L40_d40_off,nextday_pivot,clean,3,40,40,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,307,11.79,11.63,12.23,-29.55,-29.94,0.399,203,9.8,47.0,5.853,5.353,21.98,-8.53,40.0,20.5,14,9.64,9.64,9.64,-11.68,-11.68,0.826,30,3.0,56.7,10.935,10.435,25.91,-8.65,32.0,5.1,5,14.14,13.82,15.02,-29.53,-29.91,0.479,173,16.2,45.3,4.966,4.466,21.13,-8.51,41.0,34.9,14,4.6
s2a_a3_L40_d40_short70,nextday_pivot,clean,3,40,40,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.6
s2a_a3_L40_d60_off,nextday_pivot,clean,3,40,40,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,354,13.43,13.13,13.6,-37.87,-37.87,0.355,221,10.7,48.9,6.531,6.031,22.9,-9.12,39.0,21.7,16,9.86,9.25,9.86,-19.46,-19.46,0.507,37,3.7,54.1,9.665,9.165,26.9,-10.61,33.0,6.4,8,17.19,17.19,17.52,-37.86,-37.86,0.454,184,17.2,47.8,5.901,5.401,22.0,-8.85,40.0,36.0,16,5.6
s2a_a3_L40_d60_short70,nextday_pivot,clean,3,40,40,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.9
s2a_a3_L60_d20_off,nextday_pivot,clean,3,60,60,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,8,4.85,4.85,4.85,-4.98,-4.98,0.974,8,0.4,25.0,-0.888,-1.388,28.2,-10.58,31.0,0.6,5,4.83,4.83,4.83,-2.39,-2.39,2.021,1,0.1,0.0,-10.687,-11.187,0.0,-10.69,16.0,0.1,1,4.85,4.85,4.85,-4.97,-4.97,0.976,7,0.7,28.6,0.511,0.011,28.2,-10.56,33.0,1.1,5,2.9
s2a_a3_L60_d20_short70,nextday_pivot,clean,3,60,60,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,0,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.04,5.04,5.04,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,2.8
s2a_a3_L60_d30_off,nextday_pivot,clean,3,60,60,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,21,5.76,5.76,5.76,-7.63,-7.63,0.755,21,1.0,57.1,5.779,5.279,17.77,-10.21,49.0,2.6,2,4.83,4.83,4.83,-3.64,-3.64,1.326,2,0.2,50.0,-4.602,-5.102,1.48,-10.69,39.0,0.4,1,6.6,6.6,6.6,-7.64,-7.64,0.864,19,1.8,57.9,6.872,6.372,19.25,-10.15,51.0,4.7,2,2.8
s2a_a3_L60_d30_short70,nextday_pivot,clean,3,60,60,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.9
s2a_a3_L60_d40_off,nextday_pivot,clean,3,60,60,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,29,5.66,5.66,5.66,-7.64,-7.64,0.74,29,1.4,48.3,3.994,3.494,17.91,-8.99,45.0,3.3,4,4.78,4.78,4.78,-3.64,-3.64,1.312,3,0.3,33.3,-3.515,-4.015,1.48,-6.01,42.0,0.7,2,6.45,6.45,6.45,-7.64,-7.64,0.844,26,2.4,50.0,4.86,4.36,19.17,-9.45,46.0,5.8,4,3.3
s2a_a3_L60_d40_short70,nextday_pivot,clean,3,60,60,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,2.7
s2a_a3_L60_d60_off,nextday_pivot,clean,3,60,60,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,33,6.08,6.08,6.08,-7.63,-7.63,0.796,33,1.6,51.5,5.177,4.677,18.15,-8.6,45.0,3.8,4,5.1,5.1,5.1,-3.64,-3.64,1.4,5,0.5,40.0,2.341,1.841,13.26,-4.94,36.0,1.0,3,6.98,6.98,6.98,-7.62,-7.62,0.915,28,2.6,53.6,5.683,5.183,18.8,-9.45,47.0,6.4,4,3.4
s2a_a3_L60_d60_short70,nextday_pivot,clean,3,60,60,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2,5.14,5.14,5.14,-1.89,-1.89,2.714,2,0.1,50.0,8.248,7.748,26.46,-9.97,58.0,0.3,1,5.05,5.05,5.05,0.0,0.0,nan,0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0,5.22,5.22,5.22,-1.89,-1.89,2.759,2,0.2,50.0,8.248,7.748,26.46,-9.97,58.0,0.5,1,3.1
s2a_a6_L15_d20_off,nextday_pivot,clean,6,25,15,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1827,16.52,14.25,19.64,-42.57,-49.1,0.388,544,26.3,42.1,4.05,3.55,19.7,-7.29,33.0,45.1,17,9.73,9.42,10.1,-20.91,-21.18,0.466,135,13.5,44.4,3.551,3.051,18.64,-8.51,32.0,22.2,10,21.9,15.54,27.74,-44.1,-52.55,0.497,415,38.9,41.5,4.028,3.528,19.42,-6.98,33.0,66.8,17,8.9
s2a_a6_L15_d20_short70,nextday_pivot,clean,6,25,15,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,445,4.51,3.88,5.16,-52.34,-55.54,0.086,257,12.4,38.9,1.427,0.927,17.02,-8.49,37.0,24.3,16,3.98,3.98,3.98,-14.0,-14.0,0.285,35,3.5,40.0,0.08,-0.42,15.46,-10.17,38.0,6.8,7,4.63,3.76,6.11,-51.64,-55.6,0.09,222,20.8,38.7,1.596,1.096,17.23,-8.26,37.0,40.7,16,5.8
s2a_a6_L15_d30_off,nextday_pivot,clean,6,25,15,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2158,18.47,15.7,22.1,-41.04,-54.3,0.45,554,26.8,43.8,4.5,4.0,20.44,-7.78,34.0,47.5,12,10.72,10.2,11.46,-26.48,-27.56,0.405,150,15.1,46.0,3.867,3.367,19.32,-9.36,32.0,24.8,7,26.05,22.0,30.32,-42.64,-50.74,0.611,407,38.1,43.0,4.637,4.137,20.44,-7.27,35.0,68.7,12,9.7
s2a_a6_L15_d30_short70,nextday_pivot,clean,6,25,15,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,569,4.92,3.97,5.84,-55.02,-60.0,0.089,289,14.0,39.0,1.69,1.19,18.62,-9.17,37.0,26.8,18,4.51,4.51,4.51,-20.2,-20.2,0.223,47,4.7,40.4,1.027,0.527,17.53,-10.17,36.0,8.8,7,5.72,2.88,7.33,-55.16,-60.46,0.104,241,22.6,38.9,1.947,1.447,18.87,-8.92,37.0,43.8,20,5.7
s2a_a6_L15_d40_off,nextday_pivot,clean,6,25,15,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2234,17.65,15.51,20.43,-44.35,-55.72,0.398,568,27.5,43.7,4.273,3.773,20.48,-8.24,34.0,48.3,12,9.28,8.3,10.11,-38.19,-39.19,0.243,158,15.8,44.9,3.35,2.85,19.67,-10.03,31.0,25.8,9,25.29,20.92,31.63,-40.69,-53.44,0.622,413,38.7,43.4,4.495,3.995,20.44,-7.61,35.0,69.4,12,8.5
s2a_a6_L15_d40_short70,nextday_pivot,clean,6,25,15,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,602,4.78,3.89,6.07,-52.08,-57.02,0.092,305,14.8,39.1,1.647,1.147,19.06,-9.47,36.0,27.3,22,3.74,3.74,3.74,-20.05,-20.05,0.187,52,5.2,38.5,0.177,-0.323,18.05,-10.99,35.0,9.4,7,6.13,3.34,8.2,-52.45,-57.0,0.117,252,23.6,39.3,2.053,1.553,19.22,-9.15,36.0,44.1,22,5.5
s2a_a6_L15_d60_off,nextday_pivot,clean,6,25,15,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2251,18.32,15.65,20.35,-41.34,-52.66,0.443,572,27.7,43.8,4.359,3.859,20.53,-8.25,34.0,48.8,12,10.38,9.3,11.03,-38.53,-39.29,0.269,162,16.2,45.7,3.725,3.225,20.14,-10.09,32.0,26.7,9,24.92,20.47,30.29,-42.37,-61.31,0.588,414,38.8,43.4,4.514,4.014,20.29,-7.6,34.0,69.4,12,8.6
s2a_a6_L15_d60_short70,nextday_pivot,clean,6,25,15,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,610,5.74,4.62,6.92,-50.82,-55.61,0.113,306,14.8,39.8,2.047,1.547,19.23,-9.35,36.0,27.8,22,5.67,5.48,5.67,-15.34,-16.71,0.369,54,5.4,42.6,2.293,1.793,19.41,-10.41,36.0,10.2,7,5.85,3.64,7.98,-50.79,-57.24,0.115,252,23.6,39.1,1.983,1.483,19.16,-9.07,36.0,44.2,22,5.7
s2a_a6_L25_d20_off,nextday_pivot,clean,6,25,25,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1018,16.61,15.21,18.04,-47.26,-52.55,0.351,405,19.6,43.0,5.138,4.638,21.47,-7.19,37.0,38.3,15,11.33,11.33,11.33,-17.39,-17.39,0.652,81,8.1,46.9,6.168,5.668,21.65,-7.51,36.0,15.1,12,21.99,18.87,24.43,-46.42,-52.27,0.474,328,30.7,42.4,4.841,4.341,21.07,-7.09,37.0,60.2,15,8.5
s2a_a6_L25_d20_short70,nextday_pivot,clean,6,25,25,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,244,7.28,7.03,7.47,-44.32,-44.32,0.164,175,8.5,42.0,3.371,2.871,19.26,-8.12,41.0,18.2,25,6.63,6.63,6.63,-8.41,-8.41,0.789,19,1.9,57.9,7.215,6.715,18.63,-8.48,51.0,5.1,4,7.85,7.35,8.2,-44.31,-44.31,0.177,156,14.6,40.1,2.906,2.406,19.37,-8.09,40.0,30.4,25,4.8
s2a_a6_L25_d30_off,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1548,22.4,20.21,24.89,-46.92,-54.75,0.477,467,22.6,46.2,6.103,5.603,22.17,-7.68,37.0,43.5,17,16.16,16.07,16.16,-20.63,-21.34,0.783,112,11.2,51.8,7.385,6.885,21.8,-8.1,33.0,19.5,7,27.67,23.44,33.85,-48.04,-56.45,0.576,361,33.8,43.9,5.434,4.934,22.11,-7.62,37.0,66.0,17,8.6
s2a_a6_L25_d30_short70,nextday_pivot,clean,6,25,25,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,429,8.03,7.06,9.21,-45.21,-51.56,0.178,230,11.1,42.9,3.374,2.874,19.92,-9.08,40.0,23.3,18,7.41,7.41,7.9,-11.62,-11.62,0.638,32,3.2,53.1,6.512,6.012,20.62,-9.48,39.0,6.4,5,8.52,6.3,10.22,-43.32,-50.54,0.197,199,18.6,41.5,2.839,2.339,19.74,-9.02,40.0,39.1,18,5.1
s2a_a6_L25_d40_off,nextday_pivot,clean,6,25,25,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1738,16.77,14.46,18.53,-51.54,-58.47,0.325,486,23.5,43.1,4.604,4.104,22.03,-8.59,37.0,45.6,18,10.86,10.09,11.51,-34.17,-35.04,0.318,125,12.5,46.4,4.48,3.98,21.3,-10.01,34.0,22.3,8,22.43,16.82,26.42,-50.7,-57.94,0.442,367,34.4,42.0,4.619,4.119,22.07,-8.11,38.0,67.4,18,8.3
s2a_a6_L25_d40_short70,nextday_pivot,clean,6,25,25,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,505,5.61,4.5,6.35,-48.3,-55.08,0.116,256,12.4,40.0,2.053,1.553,20.15,-10.01,39.0,25.1,18,5.07,5.07,5.56,-16.14,-16.14,0.314,41,4.1,41.5,2.164,1.664,20.62,-10.91,36.0,7.6,9,5.92,4.43,8.02,-48.07,-51.96,0.123,215,20.2,39.6,2.018,1.518,20.08,-9.8,40.0,41.5,18,5.4
s2a_a6_L25_d60_off,nextday_pivot,clean,6,25,25,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1804,16.98,15.38,18.88,-50.8,-57.64,0.334,499,24.2,42.9,4.615,4.115,22.35,-8.7,37.0,46.3,18,11.74,10.46,12.42,-34.08,-34.94,0.344,133,13.3,45.5,4.811,4.311,22.56,-10.19,34.0,23.4,7,22.92,20.52,31.21,-49.78,-56.56,0.46,370,34.7,42.4,4.615,4.115,21.89,-8.15,38.0,67.6,17,8.4
s2a_a6_L25_d60_short70,nextday_pivot,clean,6,25,25,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,533,6.87,5.49,7.42,-46.87,-51.52,0.147,268,13.0,41.0,2.619,2.119,20.87,-10.11,38.0,25.9,18,6.34,5.86,6.52,-19.2,-19.21,0.33,47,4.7,44.7,3.574,3.074,22.2,-11.08,37.0,9.2,6,7.07,4.94,10.09,-47.58,-51.52,0.149,221,20.7,40.3,2.379,1.879,20.57,-9.85,39.0,41.7,18,5.6
s2a_a6_L40_d20_off,nextday_pivot,clean,6,40,40,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,414,9.98,9.11,10.81,-35.04,-39.68,0.285,250,12.1,40.1,4.254,3.754,21.44,-7.19,40.0,25.3,13,6.93,6.93,6.93,-11.52,-11.52,0.602,26,2.6,46.2,5.794,5.294,21.32,-7.51,49.0,6.9,5,13.33,10.94,14.86,-34.56,-39.66,0.386,224,21.0,39.5,4.105,3.605,21.51,-7.15,39.0,42.7,13,5.8
