path,variant,symbol,timeframe,exit_policy,exit_params,n_signals,mean_net,std_net,win_rate,pct_sl_first,composite_score,sharpe_score
A,gap0.010_rsi35_65,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,132,13.717,91.219,32.576,31.818,-31.893,0.04898595599600961
E,cpr_15min,HDFCBANK,15min,T3_RSI,rsi_cross_50,58,0.355,2.875,39.655,53.448,-1.083,0.04896530434782609
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,37,1.081,5.979,27.027,51.351,-1.908,0.04886467134972403
E,cpr_rsi_rsi40_60_10min,HINDUNILVR,10min,T3_RSI,rsi_cross_50,56,1.848,14.909,39.286,60.714,-5.606,0.048695773023006234
E,cpr_rsi_rsi40_60_15min,HINDUNILVR,15min,T3_RSI,rsi_cross_50,46,1.509,12.127,39.13,60.87,-4.555,0.04869066545724417
C,rng0.006_norsi,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,129,6.259,54.871,42.636,18.605,-21.177,0.04863383645277104
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,37,0.973,6.019,29.73,64.865,-2.036,0.04805996012626682
E,cpr_10min,TCS,10min,T4_LVL,level_for_T4_cross,42,3.575,23.103,30.952,64.286,-7.976,0.04789568454313293
B,rsi30_70_from1100,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,305,7.359,65.861,42.623,46.885,-25.571,0.047624946022684134
A,gapoff_rsi35_65,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,135,14.178,91.163,30.37,29.63,-31.403,0.047232524160021064
D,priceCPR_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,238,6.973,64.985,43.697,44.958,-25.519,0.04688761729629915
A,gap0.003_rsi40_60,NIFTY50,5min,T0,time_only,125,12.302,143.606,54.4,0.0,-59.501,0.046601729732740974
E,rsi_rsi40_60_10min,TCS,10min,T2_TR1.02,tr_pts=1.02;hard_sl=4.1,51,4.139,20.936,23.529,52.941,-6.329,0.046516302541077574
E,rsi_rsi40_60_10min,TCS,10min,T2_TR2.05,tr_pts=2.05;hard_sl=4.1,51,4.08,20.958,23.529,54.902,-6.399,0.04580509590609791
E,rsi_rsi40_60_10min,TCS,10min,T2_TR4.1,tr_pts=4.1;hard_sl=4.1,51,4.08,20.958,23.529,54.902,-6.399,0.04580509590609791
E,rsi_rsi40_60_10min,RELIANCE,10min,T1_SL2.4,sl_pts=2.4,45,1.083,7.897,33.333,66.667,-2.865,0.04571310497657337
A,gap0.010_rsi40_60,NIFTY50,5min,T0,time_only,163,11.556,138.056,54.601,0.0,-57.472,0.04570385611635858
E,rsi_rsi40_60_5min,TCS,5min,T3_RSI,rsi_cross_50,69,3.248,25.777,36.232,59.42,-9.641,0.04565369748225162
E,cpr_5min,KOTAKBANK,5min,T3_RSI,rsi_cross_50,45,1.537,14.976,44.444,53.333,-5.951,0.04561326655982905
A,gap0.007_rsi40_60,NIFTY50,5min,T0,time_only,156,11.553,138.581,54.487,0.0,-57.737,0.04542385399152843
E,rsi_rsi40_60_10min,ITC,10min,T1_SL0.22,sl_pts=0.22,50,0.605,3.507,26.0,72.0,-1.148,0.04485315084117479
E,base_15min,ITC,15min,T0,time_only,56,0.453,4.715,46.429,0.0,-1.905,0.04460728950159067
E,cpr_10min,ITC,10min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,42,0.369,1.978,23.81,45.238,-0.62,0.044418048533872594
E,cpr_10min,ITC,10min,T2_TR0.22,tr_pts=0.22;hard_sl=0.45,42,0.369,1.978,23.81,45.238,-0.62,0.044418048533872594
E,cpr_rsi_rsi40_60_10min,TCS,10min,T4_LVL,level_for_T4_cross,38,3.78,24.639,28.947,65.789,-8.539,0.044409131864117865
A,gap0.003_rsi30_70,NIFTY50,5min,T0,time_only,64,9.576,118.952,54.688,0.0,-49.9,0.0440255134844307
E,rsi_rsi40_60_15min,TCS,15min,T3_RSI,rsi_cross_50,42,2.569,25.114,42.857,54.762,-9.988,0.04383994305964801
C,rng0.006_norsi,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,129,5.423,56.593,45.736,19.38,-22.874,0.043826326224091314
E,cpr_rsi_rsi40_60_10min,ITC,10min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,39,0.324,1.902,25.641,43.59,-0.627,0.04367867507886435
E,base_10min,TCS,10min,T1_SL4.1,sl_pts=4.1,61,3.529,21.202,26.23,73.77,-7.073,0.04365893311951702
E,base_10min,TCS,10min,T2_TR1.02,tr_pts=1.02;hard_sl=4.1,61,3.9,20.555,22.951,57.377,-6.378,0.04354604719046461
E,base_10min,TCS,10min,T2_TR2.05,tr_pts=2.05;hard_sl=4.1,61,3.9,20.555,22.951,57.377,-6.378,0.04354604719046461
A,gap0.010_rsi35_65,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,132,12.65,88.18,30.303,29.545,-31.44,0.043471643229757315
E,rsi_rsi40_60_15min,ITC,15min,T3_RSI,rsi_cross_50,45,0.497,3.557,31.111,62.222,-1.282,0.04346968512791678
F,priceCPR,SBIN,5min,T4_LVL,level_for_T4_cross,201,0.89,7.154,34.826,60.199,-2.687,0.04332560805143976
E,rsi_rsi40_60_15min,ITC,15min,T0,time_only,45,0.439,4.978,48.889,0.0,-2.05,0.04311424467657694
A,gap0.003_rsi30_70,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,64,12.468,67.848,23.438,15.625,-21.456,0.04307053767244428
F,priceCPR,SBIN,5min,T1_SL1.57,sl_pts=1.57,201,0.864,7.219,35.821,58.706,-2.745,0.042872065383017036
A,gap0.007_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,156,13.198,96.882,31.41,35.897,-35.243,0.04278908156313866
E,base_5min,TCS,5min,T1_SL4.1,sl_pts=4.1,75,4.278,24.009,24.0,76.0,-7.727,0.04276396351368236
E,base_5min,ITC,5min,T4_LVL,level_for_T4_cross,72,0.517,3.7,30.556,69.444,-1.333,0.04269581621621621
E,rsi_rsi40_60_10min,RELIANCE,10min,T4_LVL,level_for_T4_cross,45,1.013,7.914,33.333,57.778,-2.944,0.04266657695223653
A,gap0.005_rsi35_65,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,120,13.382,81.264,25.833,21.667,-27.25,0.04254001845835795
E,rsi_rsi40_60_5min,ITC,5min,T4_LVL,level_for_T4_cross,70,0.447,3.786,35.714,62.857,-1.446,0.04216629160063392
E,cpr_rsi_rsi40_60_10min,HINDUNILVR,10min,T4_LVL,level_for_T4_cross,56,2.161,15.713,30.357,64.286,-5.696,0.04174981034811939
A,gapoff_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,99,7.432,86.643,48.485,51.515,-35.889,0.04158910933370266
C,rng0.010_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,266,5.616,59.625,43.985,47.744,-24.196,0.041428890566037734
E,rsi_rsi40_60_10min,ITC,10min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,50,0.637,3.422,22.0,42.0,-1.074,0.04095265926358855
E,cpr_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,37,1.007,5.999,24.324,54.054,-1.993,0.040830585097516255
C,rngoff_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,315,5.899,63.034,42.857,49.524,-25.618,0.04010747263381667
A,gapoff_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,166,8.088,90.132,44.578,55.422,-36.978,0.04000209293036879
A,gap0.005_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,150,12.728,91.342,28.667,29.333,-32.943,0.03994587112171838
E,rsi_rsi40_60_10min,TCS,10min,T1_SL4.1,sl_pts=4.1,51,3.387,21.615,25.49,72.549,-7.42,0.039941998612074946
B,rsi40_60_from1100,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,444,6.982,80.48,45.946,38.739,-33.258,0.03986021023856859
E,rsi_rsi40_60_15min,HINDUNILVR,15min,T4_LVL,level_for_T4_cross,56,1.716,12.345,28.571,62.5,-4.457,0.039714731470230864
E,cpr_rsi_rsi40_60_10min,ITC,10min,T2_TR0.22,tr_pts=0.22;hard_sl=0.45,39,0.297,1.92,25.641,46.154,-0.663,0.039663421875
E,rsi_rsi40_60_10min,TCS,10min,T1_SL6.15,sl_pts=6.15,51,2.804,22.208,31.373,66.667,-8.3,0.039611802953890496
E,base_10min,ITC,10min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,57,0.584,3.377,22.807,52.632,-1.104,0.03944118448326917
B,rsi30_70_from1100,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,305,6.444,69.6,42.295,27.869,-28.356,0.03915933620689655
B,rsi30_70_from1100,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,305,6.833,67.077,38.361,24.59,-26.705,0.03907758441790777
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T2_TR2.0,tr_pts=2.0;hard_sl=2.0,31,1.937,12.8,25.806,64.516,-4.463,0.039051735937500005
E,cpr_rsi_rsi40_60_5min,TCS,5min,T3_RSI,rsi_cross_50,51,3.362,28.698,33.333,58.824,-10.987,0.03904994982228726
E,base_5min,TCS,5min,T4_LVL,level_for_T4_cross,75,4.409,25.597,22.667,77.333,-8.389,0.039043170293393756
E,rsi_rsi40_60_5min,ITC,5min,T1_SL0.67,sl_pts=0.67,70,0.428,3.765,34.286,64.286,-1.454,0.03897585126162018
A,gap0.007_rsi35_65,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,125,12.152,80.052,25.6,22.4,-27.875,0.03886114025883176
E,cpr_10min,TCS,10min,T1_SL2.05,sl_pts=2.05,42,3.813,21.1,21.429,78.571,-6.737,0.038724538862559235
D,priceCPR_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,238,5.758,70.689,47.479,30.672,-29.586,0.03867420419018518
E,cpr_10min,TCS,10min,T1_SL4.1,sl_pts=4.1,42,3.223,21.861,26.19,71.429,-7.708,0.03861230959242487
E,base_5min,TCS,5min,T2_TR4.1,tr_pts=4.1;hard_sl=4.1,75,4.254,23.546,21.333,61.333,-7.519,0.038541825363119
E,cpr_10min,TCS,10min,T2_TR4.1,tr_pts=4.1;hard_sl=4.1,42,3.788,21.144,21.429,54.762,-6.784,0.03839058456299659
B,rsi30_70_from1100,NIFTY50,5min,T0,time_only,305,6.081,86.023,53.77,0.0,-36.93,0.03801022633481744
E,cpr_10min,ITC,10min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,42,0.319,2.002,23.81,52.381,-0.682,0.037939010989010986
D,cprDelta_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,145,5.444,61.794,42.759,42.069,-25.453,0.037670323332362365
C,rng0.010_norsi,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,266,5.201,59.717,43.233,48.496,-24.657,0.03765340405579651
E,cpr_rsi_rsi40_60_10min,ITC,10min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,39,0.282,1.926,25.641,48.718,-0.681,0.03754289719626167
A,gap0.007_rsi30_70,NIFTY50,5min,T4_LVL,level_for_T4_cross,89,9.631,77.951,30.337,69.663,-29.345,0.03748196264319893
E,rsi_rsi40_60_10min,TCS,10min,T3_RSI,rsi_cross_50,51,2.505,24.947,37.255,58.824,-9.969,0.037408816691385745
E,cpr_rsi_rsi40_60_10min,TCS,10min,T3_RSI,rsi_cross_50,38,2.986,27.329,34.211,63.158,-10.679,0.03737935745910937
A,gap0.005_rsi30_70,NIFTY50,5min,T4_LVL,level_for_T4_cross,84,9.479,78.516,30.952,69.048,-29.779,0.03736741657751286
D,priceCPR_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,238,6.031,67.226,41.597,25.63,-27.581,0.0373176311248624
A,gap0.005_rsi30_70,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,84,11.11,71.17,23.81,17.857,-24.475,0.03716862442040185
C,rngoff_norsi,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,315,5.549,63.11,42.222,50.159,-26.006,0.037124049754397086
E,rsi_rsi40_60_10min,SBIN,10min,T3_RSI,rsi_cross_50,34,0.856,10.892,47.059,52.941,-4.59,0.03698356959236136
A,gap0.005_rsi35_65,NIFTY50,5min,T4_LVL,level_for_T4_cross,120,11.203,88.588,29.167,70.833,-33.091,0.036885119993678606
A,gap0.007_rsi35_65,NIFTY50,5min,T4_LVL,level_for_T4_cross,125,11.242,87.847,28.8,71.2,-32.681,0.036856079319726356
E,base_10min,ITC,10min,T2_TR0.22,tr_pts=0.22;hard_sl=0.45,57,0.588,3.359,21.053,45.614,-1.092,0.03685371836856207
E,cpr_rsi_rsi40_60_10min,ITC,10min,T4_LVL,level_for_T4_cross,39,0.205,2.284,41.026,56.41,-0.937,0.03682281085814361
C,rng0.008_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,226,4.623,56.769,45.133,45.575,-23.761,0.03675418961052688
A,gap0.010_rsi30_70,NIFTY50,5min,T4_LVL,level_for_T4_cross,96,9.914,78.683,29.167,70.833,-29.427,0.03675020499980936
E,cpr_rsi_rsi40_60_5min,KOTAKBANK,5min,T0,time_only,43,1.124,15.656,51.163,0.0,-6.704,0.03673173990802248
E,base_5min,TCS,5min,T2_TR1.02,tr_pts=1.02;hard_sl=4.1,75,4.278,23.425,20.0,53.333,-7.434,0.03652508004268943
A,gapoff_rsi30_70,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,99,9.98,80.22,29.293,27.273,-30.13,0.036442799800548493
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T1_SL1.0,sl_pts=1.0,31,2.119,13.13,22.581,77.419,-4.446,0.03644260396039604
A,gapoff_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,99,9.845,84.984,31.313,31.313,-32.646,0.036274649934105244
A,gap0.010_rsi35_65,NIFTY50,5min,T4_LVL,level_for_T4_cross,132,11.362,87.818,28.03,71.97,-32.547,0.03626555603634791
E,base_5min,TCS,5min,T2_TR2.05,tr_pts=2.05;hard_sl=4.1,75,4.199,23.456,20.0,56.0,-7.529,0.03580320600272851
A,gap0.003_rsi35_65,NIFTY50,5min,T4_LVL,level_for_T4_cross,98,10.923,90.33,29.592,70.408,-34.242,0.03578361740285619
D,cprDelta_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,145,5.215,63.397,43.448,44.138,-26.484,0.03574006971938735
A,gap0.007_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,156,11.29,90.056,28.205,30.128,-33.738,0.03535960402416274
A,gapoff_rsi35_65,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,135,11.877,82.165,24.444,22.963,-29.206,0.03533394851822552
E,base_10min,ITC,10min,T1_SL0.22,sl_pts=0.22,57,0.481,3.402,24.561,75.439,-1.22,0.03472616402116402
A,gapoff_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,166,11.232,98.278,30.12,37.952,-37.907,0.03442355766295611
E,cpr_10min,ITC,10min,T1_SL0.22,sl_pts=0.22,42,0.305,2.125,23.81,76.19,-0.758,0.03417435294117647
E,cpr_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,37,0.847,6.047,24.324,70.27,-2.176,0.03407049446006285
E,base_10min,BHARTIARTL,10min,T1_SL3.3,sl_pts=3.3,73,1.543,12.408,27.397,68.493,-4.661,0.034069609123146355
E,cpr_10min,ITC,10min,T4_LVL,level_for_T4_cross,42,0.219,2.297,35.714,61.905,-0.929,0.03405035263387027
B,rsi40_60_from1100,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,444,5.866,85.469,49.55,25.676,-36.869,0.03400768699762487
A,gap0.010_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,163,6.723,87.518,44.172,55.828,-37.036,0.03393226033501679
E,rsi_rsi40_60_5min,SBIN,5min,T3_RSI,rsi_cross_50,50,0.937,10.583,38.0,62.0,-4.354,0.033644524236983844
E,rsi_rsi40_60_5min,RELIANCE,5min,T3_RSI,rsi_cross_50,60,0.723,8.627,40.0,56.667,-3.59,0.03352266141184653
A,gap0.003_rsi30_70,NIFTY50,5min,T4_LVL,level_for_T4_cross,64,8.189,76.472,31.25,68.75,-30.047,0.03346404566377236
E,base_15min,TCS,15min,T0,time_only,56,1.812,29.036,53.571,0.0,-12.706,0.033431137897782064
A,gap0.010_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,96,8.484,79.442,31.25,30.208,-31.237,0.03337340449636213
D,priceCPR_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,238,5.137,68.102,43.697,45.798,-28.913,0.03296107148101377
A,gapoff_rsi35_65,NIFTY50,5min,T4_LVL,level_for_T4_cross,135,10.461,87.056,27.407,72.593,-33.067,0.03293335634534093
E,cpr_5min,TCS,5min,T1_SL6.15,sl_pts=6.15,52,3.275,26.817,26.923,71.154,-10.134,0.03287945146735279
E,base_10min,KOTAKBANK,10min,T1_SL3.0,sl_pts=3.0,50,1.23,11.98,32.0,60.0,-4.76,0.032854757929883134
A,gap0.010_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,163,10.456,95.771,30.061,37.423,-37.43,0.03281972789257708
A,gap0.003_rsi40_60,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,125,11.361,84.494,24.0,24.8,-30.886,0.032270220370677206
A,gap0.007_rsi30_70,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,89,9.51,69.779,23.596,19.101,-25.38,0.0321583800283753
D,priceCPR_rsi30_70,NIFTY50,5min,T0,time_only,238,5.133,83.405,52.101,0.0,-36.57,0.03206455644146034
E,cpr_rsi_rsi40_60_5min,KOTAKBANK,5min,T4_LVL,level_for_T4_cross,43,1.5,13.102,27.907,67.442,-5.051,0.031949702335521295
A,gap0.010_rsi35_65,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,132,10.296,78.569,24.242,22.727,-28.988,0.03176769871068742
A,gapoff_rsi30_70,NIFTY50,5min,T4_LVL,level_for_T4_cross,99,8.729,77.791,28.283,71.717,-30.167,0.03173661567533519
C,rngoff_rsi40_60,NIFTY50,5min,T0,time_only,315,4.922,83.8,53.651,0.0,-36.978,0.03151195966587112
C,rng0.006_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,129,3.835,51.176,41.86,55.814,-21.753,0.03136882523057683
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T1_SL2.4,sl_pts=2.4,33,0.786,7.605,30.303,69.697,-3.016,0.03131907692307693
B,rsi30_70_from1100,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,305,4.795,78.832,51.475,21.967,-34.621,0.03130995344530141
A,gap0.003_rsi40_60,NIFTY50,5min,T4_LVL,level_for_T4_cross,125,10.706,90.759,26.4,73.6,-34.673,0.031141638845734308
E,base_15min,ITC,15min,T1_SL0.67,sl_pts=0.67,56,0.344,3.363,30.357,66.071,-1.338,0.031052060660124888
E,cpr_10min,TCS,10min,T2_TR2.05,tr_pts=2.05;hard_sl=4.1,42,3.44,21.116,19.048,54.762,-7.117,0.031031028603902253
E,cpr_5min,HINDUNILVR,5min,T0,time_only,66,1.455,24.263,51.515,0.0,-10.676,0.030892439104809793
E,cpr_rsi_rsi40_60_10min,ITC,10min,T1_SL0.22,sl_pts=0.22,39,0.249,2.067,25.641,74.359,-0.785,0.030888287373004347
E,cpr_10min,TCS,10min,T2_TR1.02,tr_pts=1.02;hard_sl=4.1,42,3.417,21.121,19.048,54.762,-7.144,0.03081625680602244
C,rng0.008_norsi,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,227,3.972,56.802,44.053,46.696,-24.429,0.03080499207774374
B,rsi30_70_from1100,NIFTY50,5min,T3_RSI,rsi_cross_50,305,4.67,68.183,44.918,46.885,-29.421,0.030765302201428504
E,cpr_10min,KOTAKBANK,10min,T1_SL3.0,sl_pts=3.0,34,1.234,13.027,32.353,67.647,-5.28,0.03064681200583404
D,cprDelta_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,145,4.886,63.948,40.0,23.448,-27.088,0.030562331894664414
E,cpr_rsi_rsi40_60_5min,KOTAKBANK,5min,T1_SL2.0,sl_pts=2.0,43,1.284,12.764,30.233,69.767,-5.098,0.030413014728925103
A,gap0.010_rsi30_70,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,96,7.748,74.955,29.167,27.083,-29.729,0.03014954519378294
B,rsi30_70_from1100,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,305,4.587,73.027,47.541,35.082,-31.927,0.029861635696386266
A,gap0.010_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,96,5.094,81.793,47.917,52.083,-35.803,0.02984230899954764
E,base_5min,ITC,5min,T1_SL0.67,sl_pts=0.67,72,0.365,3.753,30.556,68.056,-1.512,0.02971739941380229
E,cpr_5min,KOTAKBANK,5min,T4_LVL,level_for_T4_cross,45,1.424,12.874,26.667,71.111,-5.012,0.029496510796955103
A,gapoff_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,166,9.945,91.559,27.108,31.928,-35.835,0.02944429930427375
E,base_10min,HDFCBANK,10min,T0,time_only,80,0.286,4.755,48.75,0.0,-2.091,0.029321766561514195
D,priceCPR_rsi30_70,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,238,4.382,74.923,49.58,18.067,-33.08,0.02899771231797979
F,priceCPR,RELIANCE,5min,T0,time_only,206,0.558,9.544,49.515,0.0,-4.214,0.02894946563285834
E,rsi_rsi40_60_15min,TCS,15min,T4_LVL,level_for_T4_cross,42,1.589,19.701,35.714,59.524,-8.261,0.028805413938378762
C,rngoff_norsi,NIFTY50,5min,T0,time_only,315,4.534,84.259,53.333,0.0,-37.596,0.028698634211182183
E,cpr_rsi_rsi40_60_5min,KOTAKBANK,5min,T1_SL1.0,sl_pts=1.0,43,1.664,12.175,20.93,79.07,-4.424,0.028605765913757693
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T2_TR0.5,tr_pts=0.5;hard_sl=2.0,31,1.882,12.786,19.355,58.065,-4.511,0.028489058345064915
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T2_TR1.0,tr_pts=1.0;hard_sl=2.0,31,1.882,12.786,19.355,58.065,-4.511,0.028489058345064915
E,rsi_rsi40_60_5min,TCS,5min,T1_SL4.1,sl_pts=4.1,69,2.875,23.451,23.188,76.812,-8.85,0.02842757238497292
E,rsi_rsi40_60_5min,TCS,5min,T1_SL6.15,sl_pts=6.15,69,2.486,24.157,27.536,71.014,-9.593,0.028337333278138845
A,gapoff_rsi30_70,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,99,9.402,74.119,22.222,20.202,-27.658,0.02818862154103536
A,gap0.005_rsi40_60,NIFTY50,5min,T4_LVL,level_for_T4_cross,150,9.622,88.965,26.0,73.333,-34.861,0.02812027201708537
C,rngoff_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,315,4.19,71.952,48.254,33.651,-31.786,0.028099880475872807
E,cpr_10min,KOTAKBANK,10min,T1_SL2.0,sl_pts=2.0,34,1.316,12.445,26.471,73.529,-4.906,0.02799183286460426
C,rng0.006_norsi,NIFTY50,5min,T3_RSI,rsi_cross_50,129,3.456,51.251,41.085,56.589,-22.169,0.02770477844334745
F,priceCPR,RELIANCE,5min,T4_LVL,level_for_T4_cross,206,0.68,7.157,29.126,66.019,-2.899,0.027673159144893118
E,cpr_rsi_rsi40_60_5min,TCS,5min,T1_SL6.15,sl_pts=6.15,51,2.85,26.561,25.49,72.549,-10.43,0.027350815104852978
D,cprDelta_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,145,4.007,68.737,46.897,30.345,-30.361,0.027338446397136913
D,priceCPR_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,413,4.508,78.669,47.7,22.76,-34.826,0.02733371467795447
E,rsi_rsi40_60_10min,ICICIBANK,10min,T0,time_only,51,0.425,7.94,50.98,0.0,-3.545,0.027287783375314855
E,rsi_rsi40_60_5min,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,50,0.61,5.383,24.0,54.0,-2.081,0.02719673044770574
E,base_5min,TCS,5min,T1_SL2.05,sl_pts=2.05,75,3.368,23.174,18.667,81.333,-8.219,0.027129738500043153
E,rsi_rsi40_60_5min,TCS,5min,T4_LVL,level_for_T4_cross,69,2.683,24.447,24.638,71.014,-9.541,0.0270396179490326
E,cpr_10min,TCS,10min,T3_RSI,rsi_cross_50,42,1.771,25.007,38.095,57.143,-10.732,0.026978943895709196
E,cpr_10min,KOTAKBANK,10min,T2_TR2.0,tr_pts=2.0;hard_sl=2.0,34,1.416,12.36,23.529,61.765,-4.764,0.026955553398058253
E,rsi_rsi40_60_5min,KOTAKBANK,5min,T4_LVL,level_for_T4_cross,58,1.302,11.697,24.138,70.69,-4.547,0.026868150807899463
F,priceCPR,RELIANCE,5min,T1_SL2.4,sl_pts=2.4,206,0.568,6.9,32.524,62.621,-2.882,0.026773379710144925
E,base_10min,SBIN,10min,T3_RSI,rsi_cross_50,39,0.714,10.28,38.462,61.538,-4.426,0.026713879377431908
C,rngoff_norsi,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,315,4.014,72.082,47.937,33.968,-32.026,0.026694475458505593
C,rng0.010_rsi40_60,NIFTY50,5min,T0,time_only,266,3.854,76.813,53.008,0.0,-34.553,0.026596127218049027
D,priceCPR_rsi30_70,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,238,4.581,63.047,36.555,22.269,-26.942,0.02656089187431599
E,cpr_10min,HINDUNILVR,10min,T4_LVL,level_for_T4_cross,58,1.534,15.044,25.862,72.414,-5.988,0.026370850837543203
B,rsi30_70_from1100,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,305,5.061,62.32,32.459,20.0,-26.099,0.026359916399229785
E,base_10min,HINDUNILVR,10min,T3_RSI,rsi_cross_50,78,1.024,14.0,35.897,61.538,-5.976,0.02625609142857143
A,gap0.010_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,163,8.629,89.113,26.994,31.902,-35.927,0.026138860323409605
A,gap0.010_rsi40_60,NIFTY50,5min,T4_LVL,level_for_T4_cross,163,9.143,88.531,25.153,74.233,-35.123,0.025976649874055412
A,gap0.007_rsi40_60,NIFTY50,5min,T4_LVL,level_for_T4_cross,156,8.946,88.581,25.641,73.718,-35.344,0.02589543875097368
F,priceCPR,SBIN,5min,T1_SL0.52,sl_pts=0.52,201,0.772,6.74,22.388,75.622,-2.599,0.025643228486646887
E,base_10min,ITC,10min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,57,0.482,3.309,17.544,45.614,-1.173,0.025555176790571166
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T1_SL0.8,sl_pts=0.8,33,0.92,6.589,18.182,81.818,-2.375,0.0253869175899226
