venue,cell,scope,n,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p95,term_max
SENSEX,W_1300_1445,monday_all_eras,280,28.3,66.9,79.3,128.9,146.4,15.7,64.5,140.0
SENSEX,W_1300_1445,monday_cur_era,50,25.9,55.8,71.9,140.3,140.3,15.0,53.9,132.8
SENSEX,W_1300_1445,dte_matched,132,25.8,57.7,80.8,154.2,198.6,15.0,69.3,139.5
SENSEX,W_1300_1445,monday_all_eras,280,28.3,66.9,79.3,128.9,146.4,15.7,64.5,140.0
SENSEX,W_1300_1445,monday_cur_era,50,25.9,55.8,71.9,140.3,140.3,15.0,53.9,132.8
SENSEX,W_1300_1445,dte_matched,132,25.8,57.7,80.8,154.2,198.6,15.0,69.3,139.5
SENSEX,W_1300_1445,monday_all_eras,280,28.3,66.9,79.3,128.9,146.4,15.7,64.5,140.0
SENSEX,W_1300_1445,monday_cur_era,50,25.9,55.8,71.9,140.3,140.3,15.0,53.9,132.8
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1300_1500,dte_matched,132,28.7,66.8,83.9,167.0,198.6,16.4,64.2,129.5
SENSEX,W_1300_1500,monday_all_eras,280,31.4,70.2,88.4,128.9,167.0,17.4,71.5,139.0
SENSEX,W_1300_1500,monday_cur_era,50,27.2,59.4,81.3,167.0,167.0,16.4,57.7,129.5
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1345,dte_matched,132,13.7,26.5,34.3,77.6,102.5,7.1,25.7,78.5
SENSEX,W_1315_1345,monday_all_eras,280,15.0,33.1,45.6,56.0,106.5,8.8,36.1,102.0
SENSEX,W_1315_1345,monday_cur_era,50,13.8,23.9,30.5,49.9,49.9,6.6,24.3,44.1
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1400,dte_matched,132,16.3,36.5,44.4,86.1,160.1,7.1,34.6,128.3
SENSEX,W_1315_1400,monday_all_eras,280,18.5,41.9,49.3,82.2,118.8,9.3,41.3,75.8
SENSEX,W_1315_1400,monday_cur_era,50,17.0,36.5,43.6,54.2,54.2,6.8,34.6,43.9
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1415,dte_matched,132,18.6,40.8,49.2,104.8,160.1,8.7,43.3,101.7
SENSEX,W_1315_1415,monday_all_eras,280,21.2,49.8,60.4,86.7,148.3,11.6,49.7,116.3
SENSEX,W_1315_1415,monday_cur_era,50,18.6,39.5,43.6,71.7,71.7,7.8,38.0,52.5
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1430,dte_matched,132,21.2,47.5,66.2,119.4,160.1,13.3,49.9,118.9
SENSEX,W_1315_1430,monday_all_eras,280,23.7,53.6,66.6,103.6,148.3,12.3,52.2,119.8
SENSEX,W_1315_1430,monday_cur_era,50,21.2,41.1,58.0,103.6,103.6,11.3,43.6,94.4
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1445,dte_matched,132,22.5,50.1,68.3,140.4,160.1,12.8,54.6,132.9
SENSEX,W_1315_1445,monday_all_eras,280,25.6,60.8,77.5,110.1,171.6,13.7,60.4,168.0
SENSEX,W_1315_1445,monday_cur_era,50,21.2,50.1,67.1,140.4,140.4,10.3,53.5,132.9
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1500,dte_matched,132,26.5,60.8,79.8,160.1,167.1,16.3,61.0,129.5
SENSEX,W_1315_1500,monday_all_eras,280,28.2,63.8,89.6,110.1,173.3,15.7,69.1,167.1
SENSEX,W_1315_1500,monday_cur_era,50,22.0,58.8,72.1,167.1,167.1,13.6,54.0,129.5
SENSEX,W_1315_1515,dte_matched,132,30.6,68.5,81.7,160.1,167.1,17.6,66.0,133.4
SENSEX,W_1315_1515,monday_all_eras,280,32.0,77.5,93.8,148.3,173.3,18.9,78.0,150.7
SENSEX,W_1315_1515,monday_cur_era,50,28.4,67.3,81.7,167.1,167.1,11.5,77.6,133.4
SENSEX,W_1315_1515,dte_matched,132,30.6,68.5,81.7,160.1,167.1,17.6,66.0,133.4
SENSEX,W_1315_1515,monday_all_eras,280,32.0,77.5,93.8,148.3,173.3,18.9,78.0,150.7
SENSEX,W_1315_1515,monday_cur_era,50,28.4,67.3,81.7,167.1,167.1,11.5,77.6,133.4
SENSEX,W_1315_1515,dte_matched,132,30.6,68.5,81.7,160.1,167.1,17.6,66.0,133.4
SENSEX,W_1315_1515,monday_all_eras,280,32.0,77.5,93.8,148.3,173.3,18.9,78.0,150.7
SENSEX,W_1315_1515,monday_cur_era,50,28.4,67.3,81.7,167.1,167.1,11.5,77.6,133.4
SENSEX,W_1315_1515,dte_matched,132,30.6,68.5,81.7,160.1,167.1,17.6,66.0,133.4
SENSEX,W_1315_1515,monday_all_eras,280,32.0,77.5,93.8,148.3,173.3,18.9,78.0,150.7
SENSEX,W_1315_1515,monday_cur_era,50,28.4,67.3,81.7,167.1,167.1,11.5,77.6,133.4
SENSEX,W_1315_1515,dte_matched,132,30.6,68.5,81.7,160.1,167.1,17.6,66.0,133.4
