label,series,cons,action,freq,n,exit,offset,tax,cash_y,rt,w0_cagr,w0_dd,w0_sharpe,w0_calmar,wa_cagr,wa_dd,wa_sharpe,wa_calmar,w1_cagr,w1_dd,w1_sharpe,w1_calmar,w2_cagr,w2_dd,w2_sharpe,w2_calmar,fills,donch_exits,gate_events,cost_pct,tax_pct,avg_inv,secs
C_NIFTYBEES_xo20_100_n8_donch20_tax0,NIFTYBEES,xo20_100,cash,weekly,8,donch20,0,0,0.065,0.003,21.19,-26.1,1.15,0.81,23.4,-26.1,1.28,0.9,15.82,-20.78,0.96,0.76,34.16,-18.99,1.61,1.8,164,617,27,315.0,0.0,0.47,0.0
C_NIFTYBEES_xo20_100_n8_donch20_tax1,NIFTYBEES,xo20_100,cash,weekly,8,donch20,0,1,0.065,0.003,17.33,-30.0,0.96,0.58,19.12,-30.0,1.07,0.64,12.77,-26.74,0.79,0.48,28.21,-22.95,1.35,1.23,164,617,27,196.3,583.9,0.47,0.1
C_NIFTYBEES_xo20_100_n8_donch25_tax0,NIFTYBEES,xo20_100,cash,weekly,8,donch25,0,0,0.065,0.003,20.22,-32.93,1.07,0.61,20.94,-32.93,1.13,0.64,10.29,-32.93,0.64,0.31,31.76,-19.75,1.47,1.61,164,504,27,258.7,0.0,0.5,0.0
C_NIFTYBEES_xo20_100_n8_donch25_tax1,NIFTYBEES,xo20_100,cash,weekly,8,donch25,0,1,0.065,0.003,16.59,-37.19,0.9,0.45,17.03,-37.19,0.94,0.46,7.85,-37.19,0.51,0.21,26.22,-24.27,1.24,1.08,164,504,27,166.4,527.0,0.5,0.1
C_NIFTYBEES_xo20_100_n8_none_tax0,NIFTYBEES,xo20_100,cash,weekly,8,none,0,0,0.065,0.003,20.45,-33.5,0.93,0.61,22.31,-33.04,1.04,0.68,12.38,-33.04,0.63,0.37,28.23,-33.0,1.21,0.86,164,0,27,146.2,0.0,0.61,0.0
C_NIFTYBEES_xo20_100_n8_none_tax1,NIFTYBEES,xo20_100,cash,weekly,8,none,0,1,0.065,0.003,16.89,-38.92,0.8,0.43,18.55,-38.92,0.89,0.48,9.92,-37.34,0.53,0.27,23.16,-38.92,1.02,0.6,164,0,27,95.7,568.6,0.61,0.1
C_NIFTYBEES_xo20_100_n8_atr20_tax0,NIFTYBEES,xo20_100,cash,weekly,8,atr20,0,0,0.065,0.003,12.39,-31.5,0.88,0.39,13.54,-31.5,0.97,0.43,7.94,-31.5,0.62,0.25,19.27,-27.09,1.21,0.71,164,1071,27,183.4,0.0,0.33,0.0
C_NIFTYBEES_xo20_100_n8_atr20_tax1,NIFTYBEES,xo20_100,cash,weekly,8,atr20,0,1,0.065,0.003,9.81,-35.48,0.71,0.28,10.7,-35.48,0.79,0.3,5.45,-35.48,0.45,0.15,15.43,-31.55,1.0,0.49,164,1071,27,135.3,177.4,0.33,0.1
C_NIFTYBEES_xo20_100_n8_smatr50_tax0,NIFTYBEES,xo20_100,cash,weekly,8,smatr50,0,0,0.065,0.003,19.06,-30.35,1.08,0.63,19.64,-30.35,1.13,0.65,14.65,-29.71,0.93,0.49,25.85,-17.81,1.33,1.45,164,643,27,272.8,0.0,0.44,0.0
C_NIFTYBEES_xo20_100_n8_smatr50_tax1,NIFTYBEES,xo20_100,cash,weekly,8,smatr50,0,1,0.065,0.003,15.59,-35.61,0.9,0.44,15.9,-35.61,0.94,0.45,11.64,-35.02,0.75,0.33,21.52,-22.96,1.13,0.94,164,643,27,175.9,430.9,0.44,0.1
C_NIFTYBEES_xo20_100_n8_smatr100_tax0,NIFTYBEES,xo20_100,cash,weekly,8,smatr100,0,0,0.065,0.003,21.87,-31.93,1.09,0.69,23.55,-31.91,1.21,0.74,11.06,-31.91,0.64,0.35,30.69,-21.13,1.45,1.45,164,317,27,257.5,0.0,0.54,0.0
C_NIFTYBEES_xo20_100_n8_smatr100_tax1,NIFTYBEES,xo20_100,cash,weekly,8,smatr100,0,1,0.065,0.003,18.42,-36.19,0.94,0.51,19.83,-36.19,1.03,0.55,8.51,-36.19,0.52,0.24,26.01,-25.72,1.24,1.01,164,317,27,167.1,662.2,0.54,0.1
C_NIFTYBEES_xo20_100_n10_donch10_tax0,NIFTYBEES,xo20_100,cash,weekly,10,donch10,0,0,0.065,0.003,16.77,-23.98,1.16,0.7,18.57,-23.98,1.28,0.77,9.13,-22.88,0.75,0.4,27.73,-19.17,1.61,1.45,164,1224,27,266.7,0.0,0.35,0.0
C_NIFTYBEES_xo20_100_n10_donch10_tax1,NIFTYBEES,xo20_100,cash,weekly,10,donch10,0,1,0.065,0.003,13.65,-28.39,0.96,0.48,15.06,-28.39,1.05,0.53,6.68,-27.35,0.56,0.24,22.93,-25.41,1.35,0.9,164,1224,27,182.5,327.0,0.35,0.1
C_NIFTYBEES_xo20_100_n10_donch15_tax0,NIFTYBEES,xo20_100,cash,weekly,10,donch15,0,0,0.065,0.003,20.69,-24.63,1.24,0.84,21.76,-22.16,1.33,0.98,11.9,-20.93,0.87,0.57,32.45,-18.53,1.65,1.75,164,964,27,345.2,0.0,0.42,0.0
C_NIFTYBEES_xo20_100_n10_donch15_tax1,NIFTYBEES,xo20_100,cash,weekly,10,donch15,0,1,0.065,0.003,16.82,-27.39,1.02,0.61,17.62,-27.39,1.09,0.64,9.26,-26.24,0.68,0.35,26.81,-22.82,1.39,1.17,164,964,27,216.0,547.2,0.42,0.1
C_NIFTYBEES_xo20_100_n10_donch20_tax0,NIFTYBEES,xo20_100,cash,weekly,10,donch20,0,0,0.065,0.003,21.26,-28.11,1.18,0.76,21.93,-28.11,1.25,0.78,11.25,-27.44,0.77,0.41,33.48,-20.22,1.6,1.66,164,788,27,323.5,0.0,0.47,0.0
C_NIFTYBEES_xo20_100_n10_donch20_tax1,NIFTYBEES,xo20_100,cash,weekly,10,donch20,0,1,0.065,0.003,17.34,-32.89,0.98,0.53,17.76,-32.89,1.03,0.54,8.62,-32.26,0.6,0.27,27.45,-24.37,1.34,1.13,164,788,27,202.2,602.0,0.47,0.1
C_NIFTYBEES_xo20_100_n10_donch25_tax0,NIFTYBEES,xo20_100,cash,weekly,10,donch25,0,0,0.065,0.003,21.33,-35.52,1.14,0.6,20.94,-35.52,1.17,0.59,7.07,-35.52,0.5,0.2,33.23,-21.0,1.54,1.58,164,636,27,304.8,0.0,0.5,0.1
C_NIFTYBEES_xo20_100_n10_donch25_tax1,NIFTYBEES,xo20_100,cash,weekly,10,donch25,0,1,0.065,0.003,17.48,-38.95,0.95,0.45,16.95,-38.95,0.96,0.44,4.89,-38.95,0.38,0.13,27.35,-25.08,1.3,1.09,164,636,27,191.1,626.9,0.5,0.1
C_NIFTYBEES_xo20_100_n10_none_tax0,NIFTYBEES,xo20_100,cash,weekly,10,none,0,0,0.065,0.003,20.37,-41.14,0.96,0.5,20.71,-41.14,1.01,0.5,8.21,-41.14,0.48,0.2,27.77,-29.51,1.24,0.94,164,0,27,145.8,0.0,0.61,0.1
C_NIFTYBEES_xo20_100_n10_none_tax1,NIFTYBEES,xo20_100,cash,weekly,10,none,0,1,0.065,0.003,16.99,-44.46,0.82,0.38,17.31,-44.46,0.87,0.39,6.0,-44.46,0.38,0.13,23.1,-35.69,1.06,0.65,164,0,27,97.5,561.5,0.61,0.1
C_NIFTYBEES_xo20_100_n10_atr20_tax0,NIFTYBEES,xo20_100,cash,weekly,10,atr20,0,0,0.065,0.003,13.28,-31.77,0.96,0.42,13.71,-31.77,1.03,0.43,6.01,-31.34,0.53,0.19,19.35,-23.89,1.26,0.81,164,1331,27,211.9,0.0,0.33,0.0
C_NIFTYBEES_xo20_100_n10_atr20_tax1,NIFTYBEES,xo20_100,cash,weekly,10,atr20,0,1,0.065,0.003,10.61,-35.37,0.78,0.3,10.92,-35.37,0.83,0.31,3.85,-34.96,0.36,0.11,15.71,-28.18,1.05,0.56,164,1331,27,152.6,193.8,0.33,0.1
C_NIFTYBEES_xo20_100_n10_smatr50_tax0,NIFTYBEES,xo20_100,cash,weekly,10,smatr50,0,0,0.065,0.003,21.21,-34.59,1.21,0.61,20.22,-34.59,1.2,0.58,9.43,-34.59,0.67,0.27,30.31,-18.52,1.54,1.64,164,819,27,357.7,0.0,0.44,0.1
C_NIFTYBEES_xo20_100_n10_smatr50_tax1,NIFTYBEES,xo20_100,cash,weekly,10,smatr50,0,1,0.065,0.003,17.34,-38.81,1.0,0.45,16.36,-38.81,0.98,0.42,6.99,-38.81,0.52,0.18,25.19,-24.73,1.3,1.02,164,819,27,221.5,605.9,0.44,0.1
C_NIFTYBEES_xo20_100_n10_smatr100_tax0,NIFTYBEES,xo20_100,cash,weekly,10,smatr100,0,0,0.065,0.003,21.54,-38.46,1.1,0.56,22.54,-38.46,1.2,0.59,6.9,-38.46,0.47,0.18,31.58,-18.71,1.5,1.69,164,412,27,243.4,0.0,0.54,0.1
C_NIFTYBEES_xo20_100_n10_smatr100_tax1,NIFTYBEES,xo20_100,cash,weekly,10,smatr100,0,1,0.065,0.003,18.05,-41.51,0.94,0.43,18.92,-41.51,1.02,0.46,4.63,-41.51,0.34,0.11,26.85,-25.24,1.29,1.06,164,412,27,157.7,633.5,0.54,0.1
C_NIFTYBEES_xo20_100_n12_donch10_tax0,NIFTYBEES,xo20_100,cash,weekly,12,donch10,0,0,0.065,0.003,15.79,-24.25,1.14,0.65,17.4,-24.25,1.26,0.72,6.7,-24.25,0.61,0.28,27.81,-16.87,1.66,1.65,164,1478,27,226.9,0.0,0.35,0.1
C_NIFTYBEES_xo20_100_n12_donch10_tax1,NIFTYBEES,xo20_100,cash,weekly,12,donch10,0,1,0.065,0.003,12.85,-27.84,0.94,0.46,14.13,-27.84,1.04,0.51,4.76,-27.84,0.45,0.17,23.0,-22.88,1.39,1.01,164,1478,27,160.0,277.1,0.35,0.1
C_NIFTYBEES_xo20_100_n12_donch15_tax0,NIFTYBEES,xo20_100,cash,weekly,12,donch15,0,0,0.065,0.003,19.78,-23.55,1.24,0.84,21.07,-23.55,1.34,0.89,9.59,-23.27,0.76,0.41,33.4,-16.98,1.75,1.97,164,1156,27,285.0,0.0,0.42,0.1
C_NIFTYBEES_xo20_100_n12_donch15_tax1,NIFTYBEES,xo20_100,cash,weekly,12,donch15,0,1,0.065,0.003,16.18,-27.67,1.02,0.58,17.2,-27.67,1.1,0.62,7.43,-27.41,0.6,0.27,27.85,-20.24,1.47,1.38,164,1156,27,185.3,482.5,0.42,0.1
C_NIFTYBEES_xo20_100_n12_donch20_tax0,NIFTYBEES,xo20_100,cash,weekly,12,donch20,0,0,0.065,0.003,20.3,-26.11,1.17,0.78,21.63,-26.03,1.28,0.83,10.78,-26.03,0.79,0.41,34.66,-20.64,1.68,1.68,164,944,27,262.0,0.0,0.47,0.1
C_NIFTYBEES_xo20_100_n12_donch20_tax1,NIFTYBEES,xo20_100,cash,weekly,12,donch20,0,1,0.065,0.003,16.77,-30.31,0.98,0.55,17.83,-30.31,1.07,0.59,8.36,-30.31,0.62,0.28,29.0,-23.46,1.42,1.24,164,944,27,171.7,533.8,0.47,0.1
C_NIFTYBEES_xo20_100_n12_donch25_tax0,NIFTYBEES,xo20_100,cash,weekly,12,donch25,0,0,0.065,0.003,20.3,-32.46,1.13,0.63,20.21,-32.46,1.17,0.62,6.9,-32.46,0.52,0.21,33.57,-21.51,1.59,1.56,164,771,27,249.6,0.0,0.5,0.1
C_NIFTYBEES_xo20_100_n12_donch25_tax1,NIFTYBEES,xo20_100,cash,weekly,12,donch25,0,1,0.065,0.003,16.78,-35.45,0.95,0.47,16.6,-35.45,0.98,0.47,4.98,-35.45,0.4,0.14,28.11,-24.46,1.34,1.15,164,771,27,162.8,544.0,0.5,0.1
C_NIFTYBEES_xo20_100_n12_none_tax0,NIFTYBEES,xo20_100,cash,weekly,12,none,0,0,0.065,0.003,17.87,-41.01,0.88,0.44,18.08,-41.01,0.93,0.44,7.71,-41.01,0.47,0.19,25.78,-28.05,1.19,0.92,164,0,27,101.8,0.0,0.61,0.1
C_NIFTYBEES_xo20_100_n12_none_tax1,NIFTYBEES,xo20_100,cash,weekly,12,none,0,1,0.065,0.003,14.9,-43.98,0.76,0.34,15.12,-43.98,0.8,0.34,5.69,-43.98,0.38,0.13,21.57,-34.6,1.01,0.62,164,0,27,71.8,395.2,0.61,0.1
C_NIFTYBEES_xo20_100_n12_atr20_tax0,NIFTYBEES,xo20_100,cash,weekly,12,atr20,0,0,0.065,0.003,13.31,-28.44,1.0,0.47,13.74,-28.44,1.07,0.48,5.01,-28.44,0.48,0.18,19.38,-22.26,1.29,0.87,164,1596,27,212.7,0.0,0.33,0.1
C_NIFTYBEES_xo20_100_n12_atr20_tax1,NIFTYBEES,xo20_100,cash,weekly,12,atr20,0,1,0.065,0.003,10.72,-31.59,0.82,0.34,11.03,-31.59,0.87,0.35,3.24,-31.59,0.33,0.1,15.82,-26.11,1.08,0.61,164,1596,27,154.5,190.6,0.33,0.1
C_NIFTYBEES_xo20_100_n12_smatr50_tax0,NIFTYBEES,xo20_100,cash,weekly,12,smatr50,0,0,0.065,0.003,20.73,-30.02,1.24,0.69,19.84,-30.02,1.23,0.66,8.84,-30.02,0.68,0.29,29.93,-16.79,1.58,1.78,164,992,27,329.1,0.0,0.44,0.1
C_NIFTYBEES_xo20_100_n12_smatr50_tax1,NIFTYBEES,xo20_100,cash,weekly,12,smatr50,0,1,0.065,0.003,17.07,-34.04,1.03,0.5,16.24,-34.04,1.02,0.48,6.71,-34.04,0.53,0.2,25.02,-21.92,1.33,1.14,164,992,27,209.2,563.1,0.44,0.1
C_NIFTYBEES_xo20_100_n12_smatr100_tax0,NIFTYBEES,xo20_100,cash,weekly,12,smatr100,0,0,0.065,0.003,20.6,-37.58,1.09,0.55,21.08,-37.58,1.16,0.56,6.25,-37.58,0.45,0.17,30.56,-18.34,1.48,1.67,164,509,27,213.8,0.0,0.54,0.1
C_NIFTYBEES_xo20_100_n12_smatr100_tax1,NIFTYBEES,xo20_100,cash,weekly,12,smatr100,0,1,0.065,0.003,17.24,-40.42,0.93,0.43,17.63,-40.42,0.99,0.44,4.19,-40.42,0.33,0.1,25.82,-24.09,1.26,1.07,164,509,27,141.4,560.2,0.54,0.1
C_NIFTYBEES_xo20_100_n16_donch10_tax0,NIFTYBEES,xo20_100,cash,weekly,16,donch10,0,0,0.065,0.003,14.03,-25.91,1.07,0.54,15.06,-25.91,1.17,0.58,4.96,-25.62,0.5,0.19,24.22,-17.97,1.54,1.35,164,1983,27,191.6,0.0,0.34,0.1
C_NIFTYBEES_xo20_100_n16_donch10_tax1,NIFTYBEES,xo20_100,cash,weekly,16,donch10,0,1,0.065,0.003,11.42,-29.1,0.88,0.39,12.2,-29.1,0.96,0.42,3.24,-28.82,0.35,0.11,20.07,-23.25,1.29,0.86,164,1983,27,140.6,210.6,0.35,0.1
C_NIFTYBEES_xo20_100_n16_donch15_tax0,NIFTYBEES,xo20_100,cash,weekly,16,donch15,0,0,0.065,0.003,17.92,-25.89,1.19,0.69,19.22,-25.89,1.31,0.74,7.06,-25.48,0.62,0.28,30.71,-15.54,1.72,1.98,164,1561,27,235.3,0.0,0.42,0.1
C_NIFTYBEES_xo20_100_n16_donch15_tax1,NIFTYBEES,xo20_100,cash,weekly,16,donch15,0,1,0.065,0.003,14.6,-29.65,0.98,0.49,15.63,-29.65,1.07,0.53,5.17,-29.26,0.47,0.18,25.51,-21.27,1.44,1.2,164,1561,27,158.2,371.6,0.42,0.1
C_NIFTYBEES_xo20_100_n16_donch20_tax0,NIFTYBEES,xo20_100,cash,weekly,16,donch20,0,0,0.065,0.003,19.32,-26.48,1.18,0.73,20.76,-26.48,1.3,0.78,8.06,-26.48,0.65,0.3,33.4,-17.94,1.71,1.86,164,1271,27,235.5,0.0,0.47,0.1
C_NIFTYBEES_xo20_100_n16_donch20_tax1,NIFTYBEES,xo20_100,cash,weekly,16,donch20,0,1,0.065,0.003,15.97,-30.23,0.99,0.53,17.1,-30.23,1.08,0.57,6.08,-30.23,0.51,0.2,27.86,-23.55,1.43,1.18,164,1271,27,158.3,470.2,0.47,0.1
C_NIFTYBEES_xo20_100_n16_donch25_tax0,NIFTYBEES,xo20_100,cash,weekly,16,donch25,0,0,0.065,0.003,19.52,-35.48,1.14,0.55,19.47,-35.48,1.18,0.55,3.67,-35.48,0.32,0.1,32.85,-18.76,1.63,1.75,164,1052,27,225.9,0.0,0.5,0.1
C_NIFTYBEES_xo20_100_n16_donch25_tax1,NIFTYBEES,xo20_100,cash,weekly,16,donch25,0,1,0.065,0.003,16.14,-37.83,0.96,0.43,16.02,-37.83,0.98,0.42,2.26,-37.83,0.23,0.06,27.44,-23.07,1.37,1.19,164,1052,27,150.4,486.7,0.5,0.1
C_NIFTYBEES_xo20_100_n16_none_tax0,NIFTYBEES,xo20_100,cash,weekly,16,none,0,0,0.065,0.003,17.72,-42.54,0.91,0.42,18.89,-42.54,1.01,0.44,4.19,-42.54,0.32,0.1,28.47,-25.85,1.34,1.1,164,0,27,89.6,0.0,0.61,0.1
C_NIFTYBEES_xo20_100_n16_none_tax1,NIFTYBEES,xo20_100,cash,weekly,16,none,0,1,0.065,0.003,14.86,-44.67,0.78,0.33,16.0,-44.67,0.87,0.36,2.24,-44.67,0.21,0.05,24.41,-27.97,1.17,0.87,164,0,27,64.1,363.2,0.61,0.1
C_NIFTYBEES_xo20_100_n16_atr20_tax0,NIFTYBEES,xo20_100,cash,weekly,16,atr20,0,0,0.065,0.003,12.25,-31.38,0.96,0.39,12.61,-31.38,1.02,0.4,2.54,-30.85,0.28,0.08,18.27,-22.68,1.26,0.81,164,2129,27,188.9,0.0,0.33,0.1
C_NIFTYBEES_xo20_100_n16_atr20_tax1,NIFTYBEES,xo20_100,cash,weekly,16,atr20,0,1,0.065,0.003,9.8,-33.74,0.78,0.29,10.05,-33.74,0.83,0.3,1.12,-33.23,0.16,0.03,14.84,-26.74,1.04,0.55,164,2129,27,139.7,165.7,0.33,0.1
C_NIFTYBEES_xo20_100_n16_smatr50_tax0,NIFTYBEES,xo20_100,cash,weekly,16,smatr50,0,0,0.065,0.003,19.14,-28.8,1.21,0.66,18.16,-28.8,1.21,0.63,7.01,-28.8,0.59,0.24,26.96,-14.99,1.53,1.8,164,1343,27,278.2,0.0,0.43,0.1
C_NIFTYBEES_xo20_100_n16_smatr50_tax1,NIFTYBEES,xo20_100,cash,weekly,16,smatr50,0,1,0.065,0.003,15.76,-32.12,1.01,0.49,14.88,-32.12,1.0,0.46,5.23,-32.12,0.46,0.16,22.48,-20.67,1.29,1.09,164,1343,27,183.4,446.4,0.43,0.1
C_NIFTYBEES_xo20_100_n16_smatr100_tax0,NIFTYBEES,xo20_100,cash,weekly,16,smatr100,0,0,0.065,0.003,19.7,-38.08,1.09,0.52,20.13,-38.08,1.17,0.53,3.42,-38.08,0.3,0.09,30.68,-19.2,1.53,1.6,164,697,27,185.4,0.0,0.53,0.1
C_NIFTYBEES_xo20_100_n16_smatr100_tax1,NIFTYBEES,xo20_100,cash,weekly,16,smatr100,0,1,0.065,0.003,16.52,-40.34,0.93,0.41,16.9,-40.34,0.99,0.42,1.88,-40.34,0.2,0.05,26.1,-23.49,1.31,1.11,164,697,27,125.8,486.9,0.53,0.1
