label,series,cons,action,freq,n,exit,offset,tax,cash_y,rt,w0_cagr,w0_dd,w0_sharpe,w0_calmar,wa_cagr,wa_dd,wa_sharpe,wa_calmar,w1_cagr,w1_dd,w1_sharpe,w1_calmar,w2_cagr,w2_dd,w2_sharpe,w2_calmar,fills,donch_exits,gate_events,cost_pct,tax_pct,avg_inv,secs
D_INC_cash_n8_d15_off5_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,5,0,0.065,0.003,24.87,-20.79,1.39,1.2,26.85,-20.79,1.52,1.29,15.08,-17.99,0.97,0.84,37.94,-16.01,1.84,2.37,163,735,42,580.4,0.0,0.43,3.8
D_INC_cash_n8_d15_off5_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,5,1,0.065,0.003,20.66,-25.68,1.17,0.8,22.43,-25.68,1.28,0.87,11.91,-23.06,0.78,0.52,31.57,-19.14,1.55,1.65,163,735,42,342.0,1049.5,0.43,0.1
D_INC_cash_n8_d15_off6_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,6,0,0.065,0.003,24.32,-16.98,1.36,1.43,24.42,-14.81,1.39,1.65,16.33,-12.8,1.06,1.28,32.63,-14.81,1.63,2.2,163,736,43,635.6,0.0,0.43,3.8
D_INC_cash_n8_d15_off6_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,6,1,0.065,0.003,20.35,-19.27,1.15,1.06,20.52,-18.15,1.18,1.13,13.54,-18.15,0.89,0.75,27.29,-17.7,1.38,1.54,163,736,43,381.7,998.7,0.43,0.1
D_INC_cash_n8_d15_off7_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,7,0,0.065,0.003,22.47,-18.8,1.27,1.2,22.81,-18.8,1.32,1.21,16.13,-18.8,1.05,0.86,32.54,-17.92,1.63,1.82,163,749,44,504.4,0.0,0.42,3.8
D_INC_cash_n8_d15_off7_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,7,1,0.065,0.003,18.85,-23.7,1.08,0.8,19.18,-23.7,1.12,0.81,13.1,-23.7,0.86,0.55,27.25,-21.94,1.38,1.24,163,749,44,316.5,772.3,0.43,0.1
D_INC_cash_n8_d15_off8_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,8,0,0.065,0.003,19.61,-23.04,1.14,0.85,19.95,-20.0,1.19,1.0,18.38,-16.73,1.18,1.1,23.46,-20.0,1.25,1.17,165,753,44,373.3,0.0,0.42,4.2
D_INC_cash_n8_d15_off8_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,8,1,0.065,0.003,16.27,-25.25,0.95,0.64,16.59,-25.25,1.0,0.66,15.1,-21.85,0.98,0.69,19.46,-25.25,1.06,0.77,165,753,44,241.8,494.1,0.42,0.1
D_INC_cash_n8_d15_off9_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,9,0,0.065,0.003,19.08,-23.31,1.11,0.82,19.42,-23.05,1.16,0.84,14.32,-23.05,0.94,0.62,26.17,-17.43,1.38,1.5,168,763,44,332.0,0.0,0.43,3.9
D_INC_cash_n8_d15_off9_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,9,1,0.065,0.003,15.76,-27.04,0.93,0.58,16.01,-27.04,0.97,0.59,11.73,-27.04,0.78,0.43,21.66,-23.03,1.16,0.94,168,763,44,218.5,445.0,0.43,0.1
D_INC_cash_n8_d15_off10_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,10,0,0.065,0.003,22.36,-24.4,1.25,0.92,22.53,-23.83,1.3,0.95,16.74,-23.83,1.07,0.7,26.32,-17.15,1.4,1.53,166,754,42,536.6,0.0,0.44,4.2
D_INC_cash_n8_d15_off10_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,10,1,0.065,0.003,18.53,-28.34,1.05,0.65,18.61,-28.34,1.09,0.66,13.71,-28.34,0.89,0.48,21.68,-20.52,1.17,1.06,166,754,42,327.6,754.8,0.44,0.1
D_INC_cash_n8_d15_off11_tax0,NIFTYBEES,sma100,cash,weekly,8,donch15,11,0,0.065,0.003,18.99,-22.66,1.1,0.84,18.15,-22.66,1.09,0.8,17.23,-21.99,1.12,0.78,21.02,-22.66,1.14,0.93,168,753,43,383.5,0.0,0.44,4.0
D_INC_cash_n8_d15_off11_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,11,1,0.065,0.003,15.75,-27.37,0.93,0.58,14.94,-27.37,0.91,0.55,14.24,-27.37,0.93,0.52,17.32,-26.99,0.95,0.64,168,753,43,250.4,445.2,0.44,0.1
D_INC_cash_n8_d15_cash5_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,0,1,0.05,0.003,18.51,-24.95,1.09,0.74,19.95,-24.95,1.17,0.8,14.47,-24.27,0.92,0.6,26.29,-19.14,1.36,1.37,159,723,42,275.4,736.5,0.43,0.1
D_INC_cash_n8_d15_rt50_tax1,NIFTYBEES,sma100,cash,weekly,8,donch15,0,1,0.065,0.005,18.29,-25.48,1.07,0.72,19.62,-25.48,1.16,0.77,13.85,-24.76,0.88,0.56,26.03,-19.04,1.35,1.37,159,723,42,445.4,716.5,0.43,0.1
D_BLOCK_n8_d15_off0_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,0,0,0.065,0.003,22.89,-20.86,1.29,1.1,25.35,-16.78,1.42,1.51,20.35,-15.04,1.23,1.35,34.49,-16.78,1.67,2.06,246,791,42,403.4,0.0,0.45,0.0
D_BLOCK_n8_d15_off0_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,0,1,0.065,0.003,19.12,-22.05,1.09,0.87,21.12,-22.05,1.2,0.96,16.87,-20.95,1.04,0.81,28.74,-19.17,1.42,1.5,246,791,42,256.3,721.6,0.45,0.1
D_BLOCK_n8_d15_off1_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,1,0,0.065,0.003,27.28,-19.46,1.47,1.4,29.35,-19.46,1.58,1.51,22.92,-13.31,1.34,1.72,39.25,-19.46,1.85,2.02,246,790,42,681.4,0.0,0.46,2.1
D_BLOCK_n8_d15_off1_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,1,1,0.065,0.003,22.91,-23.91,1.24,0.96,24.74,-23.91,1.34,1.03,18.94,-19.65,1.13,0.96,33.14,-23.91,1.58,1.39,246,790,42,396.0,1347.8,0.47,0.1
D_BLOCK_n8_d15_off2_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,2,0,0.065,0.003,27.09,-21.2,1.47,1.28,29.49,-21.18,1.6,1.39,23.53,-14.42,1.34,1.63,37.24,-21.18,1.8,1.76,246,787,42,764.1,0.0,0.45,2.2
D_BLOCK_n8_d15_off2_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,2,1,0.065,0.003,22.81,-22.87,1.24,1.0,24.9,-22.87,1.36,1.09,19.4,-22.17,1.12,0.87,31.49,-22.87,1.55,1.38,246,787,42,440.8,1347.0,0.45,0.1
D_BLOCK_n8_d15_off3_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,3,0,0.065,0.003,25.63,-21.65,1.4,1.18,28.55,-18.28,1.57,1.56,16.56,-16.39,1.01,1.01,40.79,-17.79,1.95,2.29,246,810,42,560.8,0.0,0.46,2.1
D_BLOCK_n8_d15_off3_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,3,1,0.065,0.003,21.45,-23.34,1.18,0.92,24.12,-23.34,1.33,1.03,13.56,-22.3,0.84,0.61,34.43,-18.34,1.66,1.88,246,810,42,332.1,1079.0,0.46,0.1
D_BLOCK_n8_d15_off4_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,4,0,0.065,0.003,25.16,-19.23,1.39,1.31,27.96,-17.49,1.55,1.6,15.83,-15.45,0.99,1.02,44.02,-17.49,2.04,2.52,246,815,42,494.0,0.0,0.46,2.1
D_BLOCK_n8_d15_off4_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,4,1,0.065,0.003,21.06,-21.21,1.17,0.99,23.6,-21.16,1.32,1.12,13.02,-20.6,0.84,0.63,36.96,-18.54,1.73,1.99,246,815,42,299.9,1025.2,0.46,0.1
D_BLOCK_n8_d15_off5_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,5,0,0.065,0.003,24.06,-19.63,1.33,1.23,26.19,-15.89,1.46,1.65,16.3,-15.21,1.03,1.07,37.44,-15.89,1.81,2.36,246,813,42,487.4,0.0,0.46,2.0
D_BLOCK_n8_d15_off5_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,5,1,0.065,0.003,20.11,-22.05,1.13,0.91,22.15,-20.59,1.25,1.08,13.55,-19.6,0.88,0.69,31.39,-19.22,1.54,1.63,246,813,42,294.6,865.6,0.46,0.1
D_BLOCK_n8_d15_off6_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,6,0,0.065,0.003,23.37,-19.59,1.29,1.19,23.19,-19.59,1.31,1.18,16.43,-13.16,1.05,1.25,31.62,-19.59,1.55,1.61,246,807,42,526.5,0.0,0.45,1.9
D_BLOCK_n8_d15_off6_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,6,1,0.065,0.003,19.61,-25.5,1.09,0.77,19.61,-25.5,1.12,0.77,14.09,-15.49,0.92,0.91,26.53,-25.5,1.32,1.04,246,807,42,324.5,869.4,0.45,0.1
D_BLOCK_n8_d15_off7_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,7,0,0.065,0.003,22.27,-21.9,1.24,1.02,22.81,-21.9,1.29,1.04,16.61,-15.98,1.06,1.04,32.09,-18.62,1.59,1.72,246,819,42,475.0,0.0,0.46,1.9
D_BLOCK_n8_d15_off7_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,7,1,0.065,0.003,18.73,-23.18,1.06,0.81,19.22,-23.18,1.1,0.83,13.83,-19.91,0.91,0.69,26.86,-23.18,1.34,1.16,246,819,42,300.3,772.4,0.46,0.1
D_BLOCK_n8_d15_off8_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,8,0,0.065,0.003,18.96,-25.22,1.08,0.75,19.91,-25.22,1.14,0.79,18.31,-13.73,1.16,1.33,24.31,-25.22,1.25,0.96,246,829,42,300.6,0.0,0.45,1.9
D_BLOCK_n8_d15_off8_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,8,1,0.065,0.003,15.6,-29.91,0.9,0.52,16.47,-29.91,0.96,0.55,15.2,-18.03,0.98,0.84,20.17,-29.91,1.05,0.67,246,829,42,194.9,440.4,0.45,0.1
D_BLOCK_n8_d15_off9_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,9,0,0.065,0.003,17.76,-25.39,1.02,0.7,18.44,-24.77,1.07,0.74,13.19,-21.85,0.86,0.6,24.26,-21.69,1.26,1.12,246,847,42,272.5,0.0,0.46,1.9
D_BLOCK_n8_d15_off9_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,9,1,0.065,0.003,14.47,-31.89,0.85,0.45,15.02,-31.89,0.89,0.47,10.83,-25.79,0.73,0.42,20.09,-26.78,1.06,0.75,246,847,42,178.6,366.6,0.46,0.1
D_BLOCK_n8_d15_off10_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,10,0,0.065,0.003,21.27,-26.5,1.17,0.8,21.9,-21.16,1.23,1.04,15.76,-21.16,1.0,0.74,25.68,-19.43,1.33,1.32,246,825,42,430.1,0.0,0.46,1.9
D_BLOCK_n8_d15_off10_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,10,1,0.065,0.003,17.62,-29.03,0.98,0.61,18.17,-29.03,1.03,0.63,13.29,-25.08,0.86,0.53,21.32,-24.87,1.12,0.86,246,825,42,268.4,631.6,0.46,0.1
D_BLOCK_n8_d15_off11_tax0,NIFTYBEES,sma100,block,weekly,8,donch15,11,0,0.065,0.003,17.82,-23.95,1.01,0.74,17.15,-23.95,1.0,0.72,15.73,-20.42,1.0,0.77,19.92,-23.95,1.04,0.83,246,844,42,307.8,0.0,0.47,2.0
D_BLOCK_n8_d15_off11_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,11,1,0.065,0.003,14.8,-28.92,0.86,0.51,14.21,-28.92,0.84,0.49,13.47,-24.72,0.88,0.54,16.41,-28.92,0.88,0.57,246,844,42,207.5,372.9,0.47,0.1
D_BLOCK_n8_d15_cash5_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,0,1,0.05,0.003,18.2,-22.69,1.05,0.8,20.22,-22.69,1.16,0.89,16.1,-21.2,1.0,0.76,27.77,-19.83,1.38,1.4,246,791,42,227.5,640.6,0.45,0.1
D_BLOCK_n8_d15_rt50_tax1,NIFTYBEES,sma100,block,weekly,8,donch15,0,1,0.065,0.005,17.96,-22.63,1.03,0.79,19.89,-22.63,1.14,0.88,15.47,-21.51,0.96,0.72,27.5,-19.67,1.37,1.4,246,791,42,367.5,621.9,0.45,0.1
D_CASHMONTHLY_n8_d15_off0_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,0,0,0.065,0.003,23.67,-20.86,1.33,1.13,25.77,-18.78,1.45,1.37,20.5,-14.66,1.25,1.4,35.78,-18.78,1.73,1.9,159,763,28,457.0,0.0,0.44,0.0
D_CASHMONTHLY_n8_d15_off0_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,0,1,0.065,0.003,19.64,-21.69,1.12,0.91,21.24,-21.61,1.21,0.98,16.62,-21.61,1.01,0.77,29.49,-20.75,1.46,1.42,159,763,28,283.8,867.0,0.44,0.1
D_CASHMONTHLY_n8_d15_off1_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,1,0,0.065,0.003,28.84,-20.73,1.55,1.39,30.7,-20.73,1.66,1.48,23.39,-12.61,1.38,1.85,41.67,-20.73,1.96,2.01,158,755,28,844.1,0.0,0.45,0.0
D_CASHMONTHLY_n8_d15_off1_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,1,1,0.065,0.003,24.03,-24.87,1.3,0.97,25.5,-24.87,1.38,1.03,19.29,-19.67,1.13,0.98,34.63,-24.87,1.65,1.39,158,755,28,472.2,1842.8,0.45,0.1
D_CASHMONTHLY_n8_d15_off2_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,2,0,0.065,0.003,28.17,-21.23,1.53,1.33,30.2,-21.23,1.65,1.42,23.89,-13.52,1.37,1.77,37.89,-21.23,1.85,1.78,156,756,24,893.6,0.0,0.44,0.0
D_CASHMONTHLY_n8_d15_off2_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,2,1,0.065,0.003,23.62,-22.72,1.29,1.04,25.26,-22.72,1.38,1.11,19.42,-22.13,1.11,0.88,32.0,-22.72,1.59,1.41,156,756,24,497.7,1547.2,0.44,0.1
D_CASHMONTHLY_n8_d15_off3_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,3,0,0.065,0.003,26.21,-21.65,1.44,1.21,29.19,-17.86,1.62,1.63,16.98,-16.36,1.03,1.04,41.25,-17.86,1.99,2.31,161,784,23,614.6,0.0,0.45,0.0
D_CASHMONTHLY_n8_d15_off3_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,3,1,0.065,0.003,21.84,-23.31,1.2,0.94,24.51,-23.31,1.36,1.05,13.56,-23.31,0.84,0.58,34.82,-18.14,1.69,1.92,161,784,23,354.0,1157.5,0.45,0.1
D_CASHMONTHLY_n8_d15_off4_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,4,0,0.065,0.003,25.07,-19.68,1.39,1.27,27.75,-17.58,1.56,1.58,15.07,-17.55,0.95,0.86,43.4,-17.58,2.05,2.47,164,788,24,502.9,0.0,0.45,0.0
D_CASHMONTHLY_n8_d15_off4_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,4,1,0.065,0.003,20.83,-23.81,1.17,0.87,23.19,-23.81,1.3,0.97,11.79,-23.81,0.76,0.5,36.37,-18.16,1.73,2.0,164,788,24,298.6,995.1,0.45,0.1
D_CASHMONTHLY_n8_d15_off5_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,5,0,0.065,0.003,23.93,-20.1,1.33,1.19,26.17,-16.75,1.47,1.56,15.94,-16.52,1.02,0.96,37.66,-16.01,1.83,2.35,163,788,29,476.5,0.0,0.45,0.0
D_CASHMONTHLY_n8_d15_off5_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,5,1,0.065,0.003,19.93,-22.6,1.12,0.88,22.01,-22.52,1.25,0.98,12.8,-21.85,0.83,0.59,31.6,-18.14,1.55,1.74,163,788,29,286.1,831.5,0.45,0.1
D_CASHMONTHLY_n8_d15_off6_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,6,0,0.065,0.003,23.7,-18.62,1.32,1.27,23.93,-17.64,1.35,1.36,15.16,-15.49,1.0,0.98,32.73,-17.64,1.6,1.86,163,781,27,543.9,0.0,0.44,0.0
D_CASHMONTHLY_n8_d15_off6_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,6,1,0.065,0.003,19.84,-23.93,1.11,0.83,20.17,-23.93,1.15,0.84,12.74,-20.22,0.85,0.63,27.54,-23.93,1.37,1.15,163,781,27,330.0,889.6,0.44,0.1
D_CASHMONTHLY_n8_d15_off7_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,7,0,0.065,0.003,21.87,-19.85,1.24,1.1,22.0,-19.85,1.27,1.11,15.85,-17.96,1.03,0.88,30.16,-17.83,1.54,1.69,163,794,29,456.1,0.0,0.44,0.0
D_CASHMONTHLY_n8_d15_off7_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,7,1,0.065,0.003,18.37,-23.03,1.05,0.8,18.51,-23.03,1.08,0.8,12.91,-23.03,0.84,0.56,25.22,-22.1,1.31,1.14,163,794,29,290.7,696.5,0.44,0.1
D_CASHMONTHLY_n8_d15_off8_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,8,0,0.065,0.003,18.74,-25.19,1.07,0.74,19.5,-23.45,1.13,0.83,17.48,-15.47,1.12,1.13,24.3,-23.45,1.25,1.04,165,812,28,293.8,0.0,0.44,0.0
D_CASHMONTHLY_n8_d15_off8_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,8,1,0.065,0.003,15.4,-28.49,0.89,0.54,16.1,-28.49,0.94,0.56,14.28,-20.84,0.92,0.68,20.18,-28.49,1.06,0.71,165,812,28,191.0,422.5,0.44,0.1
D_CASHMONTHLY_n8_d15_off9_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,9,0,0.065,0.003,17.39,-25.39,1.01,0.69,17.68,-24.77,1.04,0.71,13.15,-23.25,0.86,0.57,24.23,-20.13,1.26,1.2,168,828,28,260.2,0.0,0.45,0.0
D_CASHMONTHLY_n8_d15_off9_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,9,1,0.065,0.003,14.2,-30.14,0.84,0.47,14.41,-30.14,0.86,0.48,10.69,-27.19,0.72,0.39,20.12,-25.54,1.06,0.79,168,828,28,172.8,340.7,0.45,0.1
D_CASHMONTHLY_n8_d15_off10_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,10,0,0.065,0.003,21.09,-26.5,1.17,0.8,21.42,-21.88,1.21,0.98,15.74,-21.88,1.01,0.72,25.39,-18.2,1.32,1.4,166,810,27,426.2,0.0,0.45,0.0
D_CASHMONTHLY_n8_d15_off10_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,10,1,0.065,0.003,17.38,-27.99,0.98,0.62,17.61,-27.99,1.01,0.63,12.78,-26.78,0.83,0.48,21.13,-23.72,1.12,0.89,166,810,27,262.6,608.0,0.45,0.1
D_CASHMONTHLY_n8_d15_off11_tax0,NIFTYBEES,sma100,cash,monthly,8,donch15,11,0,0.065,0.003,18.31,-22.94,1.04,0.8,17.52,-22.94,1.02,0.76,16.02,-20.42,1.01,0.78,20.62,-22.94,1.09,0.9,168,824,28,335.3,0.0,0.46,0.1
D_CASHMONTHLY_n8_d15_off11_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,11,1,0.065,0.003,15.22,-28.03,0.88,0.54,14.5,-28.03,0.86,0.52,13.71,-24.72,0.89,0.55,17.08,-28.03,0.91,0.61,168,824,28,222.4,395.7,0.46,0.1
D_CASHMONTHLY_n8_d15_cash5_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,0,1,0.05,0.003,18.7,-22.05,1.08,0.85,20.32,-21.88,1.17,0.93,15.85,-21.88,0.97,0.72,28.49,-21.43,1.42,1.33,159,763,28,251.1,765.4,0.44,0.1
D_CASHMONTHLY_n8_d15_rt50_tax1,NIFTYBEES,sma100,cash,monthly,8,donch15,0,1,0.065,0.005,18.47,-22.21,1.06,0.83,19.99,-22.17,1.15,0.9,15.22,-22.17,0.94,0.69,28.22,-21.24,1.41,1.33,159,763,28,405.9,743.1,0.44,0.1
D_CASH_n5_d15_off0_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,0,0,0.065,0.003,26.57,-23.15,1.34,1.15,30.67,-23.15,1.52,1.32,23.75,-19.17,1.22,1.24,37.99,-23.15,1.7,1.64,159,446,42,751.8,0.0,0.43,0.0
D_CASH_n5_d15_off0_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,0,1,0.065,0.003,22.13,-25.52,1.14,0.87,25.44,-25.52,1.28,1.0,19.12,-25.52,1.0,0.75,31.58,-25.3,1.44,1.25,159,446,42,435.1,1316.9,0.43,0.1
D_CASH_n5_d15_off1_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,1,0,0.065,0.003,31.28,-23.19,1.49,1.35,35.07,-23.19,1.64,1.51,26.07,-16.04,1.3,1.63,45.02,-23.19,1.88,1.94,158,444,42,1304.1,0.0,0.44,0.0
D_CASH_n5_d15_off1_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,1,1,0.065,0.003,25.95,-26.27,1.25,0.99,28.92,-26.27,1.37,1.1,20.94,-23.67,1.06,0.88,37.14,-26.27,1.58,1.41,158,444,42,682.6,2535.8,0.44,0.1
D_CASH_n5_d15_off2_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,2,0,0.065,0.003,25.35,-24.85,1.28,1.02,27.78,-22.87,1.41,1.21,22.63,-15.54,1.15,1.46,33.35,-22.87,1.56,1.46,156,449,42,649.4,0.0,0.43,0.0
D_CASH_n5_d15_off2_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,2,1,0.065,0.003,21.06,-25.53,1.08,0.83,23.01,-24.77,1.18,0.93,18.4,-22.25,0.95,0.83,27.57,-24.77,1.32,1.11,156,449,42,382.1,1089.8,0.43,0.1
D_CASH_n5_d15_off3_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,3,0,0.065,0.003,26.87,-23.99,1.35,1.12,31.95,-20.12,1.58,1.59,23.05,-19.53,1.21,1.18,40.85,-20.12,1.82,2.03,161,447,42,746.1,0.0,0.43,0.0
D_CASH_n5_d15_off3_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,3,1,0.065,0.003,22.25,-26.17,1.13,0.85,26.54,-26.17,1.32,1.01,18.53,-26.17,0.98,0.71,33.75,-20.03,1.53,1.69,161,447,42,420.0,1363.1,0.43,0.1
D_CASH_n5_d15_off4_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,4,0,0.065,0.003,27.25,-22.99,1.34,1.19,31.11,-20.41,1.53,1.52,22.35,-18.16,1.16,1.23,44.21,-20.41,1.89,2.17,164,453,42,827.8,0.0,0.43,0.0
D_CASH_n5_d15_off4_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,4,1,0.065,0.003,22.56,-25.61,1.13,0.88,25.81,-25.02,1.28,1.03,17.83,-25.02,0.94,0.71,36.45,-21.31,1.59,1.71,164,453,42,458.7,1455.1,0.43,0.1
D_CASH_n5_d15_off5_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,5,0,0.065,0.003,27.1,-23.11,1.33,1.17,30.83,-23.11,1.5,1.33,21.46,-20.66,1.16,1.04,42.83,-19.4,1.82,2.21,163,445,42,799.7,0.0,0.43,0.0
D_CASH_n5_d15_off5_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,5,1,0.065,0.003,22.56,-28.74,1.12,0.78,25.74,-28.74,1.27,0.9,17.94,-26.47,0.98,0.68,35.34,-22.99,1.53,1.54,163,445,42,451.4,1438.4,0.43,0.1
D_CASH_n5_d15_off6_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,6,0,0.065,0.003,24.19,-22.84,1.21,1.06,26.8,-21.26,1.33,1.26,24.17,-18.07,1.27,1.34,37.94,-21.26,1.63,1.78,163,455,43,554.6,0.0,0.43,0.0
