label,series,cons,action,freq,n,exit,offset,tax,cash_y,rt,w0_cagr,w0_dd,w0_sharpe,w0_calmar,wa_cagr,wa_dd,wa_sharpe,wa_calmar,w1_cagr,w1_dd,w1_sharpe,w1_calmar,w2_cagr,w2_dd,w2_sharpe,w2_calmar,fills,donch_exits,gate_events,cost_pct,tax_pct,avg_inv,secs
A_NIFTYBEES_ema100_tax1,NIFTYBEES,ema100,cash,weekly,8,donch15,0,1,0.065,0.003,20.19,-27.56,1.15,0.73,21.09,-27.56,1.23,0.77,13.84,-26.94,0.89,0.51,27.55,-18.37,1.41,1.5,168,752,58,372.8,961.7,0.45,0.1
A_NIFTYBEES_ema150_tax0,NIFTYBEES,ema150,cash,weekly,8,donch15,0,0,0.065,0.003,23.43,-22.38,1.29,1.05,24.58,-22.38,1.38,1.1,18.59,-17.53,1.15,1.06,33.1,-20.07,1.6,1.65,182,835,48,599.8,0.0,0.48,0.1
A_NIFTYBEES_ema150_tax1,NIFTYBEES,ema150,cash,weekly,8,donch15,0,1,0.065,0.003,19.24,-28.09,1.08,0.68,20.04,-28.09,1.14,0.71,14.75,-24.46,0.92,0.6,27.22,-24.26,1.35,1.12,182,835,48,359.5,847.1,0.48,0.1
A_NIFTYBEES_ema200_tax0,NIFTYBEES,ema200,cash,weekly,8,donch15,0,0,0.065,0.003,21.2,-32.66,1.16,0.65,23.64,-22.38,1.31,1.06,21.12,-13.35,1.24,1.58,31.41,-20.07,1.51,1.57,190,891,40,451.2,0.0,0.5,0.1
A_NIFTYBEES_ema200_tax1,NIFTYBEES,ema200,cash,weekly,8,donch15,0,1,0.065,0.003,17.28,-35.47,0.97,0.49,19.26,-28.09,1.09,0.69,17.49,-20.34,1.05,0.86,25.65,-24.26,1.26,1.06,190,891,40,278.0,603.2,0.5,0.1
A_NIFTYBEES_xo50_200_tax0,NIFTYBEES,xo50_200,cash,weekly,8,donch15,0,0,0.065,0.003,15.87,-31.27,0.93,0.51,18.06,-27.46,1.06,0.66,15.96,-20.24,0.98,0.79,25.82,-20.07,1.32,1.29,175,873,13,203.3,0.0,0.46,0.1
A_NIFTYBEES_xo50_200_tax1,NIFTYBEES,xo50_200,cash,weekly,8,donch15,0,1,0.065,0.003,12.89,-33.91,0.77,0.38,14.68,-33.14,0.88,0.44,12.76,-26.49,0.81,0.48,21.46,-24.92,1.12,0.86,175,873,13,141.8,270.2,0.46,0.1
A_NIFTYBEES_xo20_100_tax0,NIFTYBEES,xo20_100,cash,weekly,8,donch15,0,0,0.065,0.003,20.07,-24.18,1.17,0.83,22.32,-22.39,1.31,1.0,16.38,-17.6,1.05,0.93,33.15,-15.73,1.65,2.11,164,772,27,309.7,0.0,0.42,0.1
A_NIFTYBEES_xo20_100_tax1,NIFTYBEES,xo20_100,cash,weekly,8,donch15,0,1,0.065,0.003,16.32,-25.98,0.97,0.63,18.16,-25.98,1.08,0.7,13.26,-24.15,0.85,0.55,27.37,-20.15,1.39,1.36,164,772,27,196.0,489.4,0.42,0.1
A_NIFTYBEES_dd8_tax0,NIFTYBEES,dd8,cash,weekly,8,donch15,0,0,0.065,0.003,19.3,-22.38,1.14,0.86,21.27,-22.38,1.22,0.95,17.84,-20.1,1.11,0.89,28.39,-20.07,1.4,1.41,172,811,40,342.1,0.0,0.45,0.1
A_NIFTYBEES_dd8_tax1,NIFTYBEES,dd8,cash,weekly,8,donch15,0,1,0.065,0.003,15.86,-28.09,0.95,0.56,17.29,-28.09,1.01,0.62,14.26,-26.61,0.89,0.54,23.3,-25.45,1.18,0.92,172,811,40,225.7,469.0,0.45,0.1
A_NIFTYBEES_dd10_tax0,NIFTYBEES,dd10,cash,weekly,8,donch15,0,0,0.065,0.003,18.41,-27.46,1.04,0.67,20.23,-27.46,1.11,0.74,20.0,-14.46,1.14,1.38,28.99,-20.06,1.38,1.44,194,926,30,308.0,0.0,0.5,0.1
A_NIFTYBEES_dd10_tax1,NIFTYBEES,dd10,cash,weekly,8,donch15,0,1,0.065,0.003,15.11,-32.8,0.88,0.46,16.46,-32.8,0.93,0.5,16.55,-20.76,0.97,0.8,23.86,-25.59,1.17,0.93,194,926,30,207.2,370.6,0.5,0.1
A_NIFTYBEES_dd12_tax0,NIFTYBEES,dd12,cash,weekly,8,donch15,0,0,0.065,0.003,20.32,-31.97,1.1,0.64,22.45,-31.97,1.17,0.7,18.85,-16.94,1.07,1.11,32.79,-26.19,1.47,1.25,209,1007,24,393.7,0.0,0.55,0.1
A_NIFTYBEES_dd12_tax1,NIFTYBEES,dd12,cash,weekly,8,donch15,0,1,0.065,0.003,16.76,-36.99,0.93,0.45,18.38,-36.99,0.98,0.5,15.51,-22.75,0.91,0.68,27.44,-28.94,1.26,0.95,209,1007,24,254.2,472.0,0.55,0.1
A_NIFTYBEES_dd15_tax0,NIFTYBEES,dd15,cash,weekly,8,donch15,0,0,0.065,0.003,23.93,-34.83,1.22,0.69,26.98,-34.83,1.33,0.77,18.86,-16.94,1.07,1.11,41.87,-23.79,1.75,1.76,215,1050,11,520.3,0.0,0.58,0.1
A_NIFTYBEES_dd15_tax1,NIFTYBEES,dd15,cash,weekly,8,donch15,0,1,0.065,0.003,19.88,-39.64,1.04,0.5,22.28,-39.64,1.13,0.56,15.26,-22.75,0.89,0.67,35.52,-26.26,1.53,1.35,215,1050,11,319.3,722.4,0.58,0.1
A_NIFTYBEES_mom63_tax0,NIFTYBEES,mom63,cash,weekly,8,donch15,0,0,0.065,0.003,20.34,-24.12,1.21,0.84,21.68,-24.12,1.3,0.9,16.47,-21.73,1.1,0.76,32.08,-14.81,1.65,2.17,163,715,54,324.6,0.0,0.41,0.0
A_NIFTYBEES_mom63_tax1,NIFTYBEES,mom63,cash,weekly,8,donch15,0,1,0.065,0.003,16.74,-29.12,1.01,0.57,17.75,-29.12,1.09,0.61,13.07,-28.12,0.87,0.46,26.94,-18.25,1.42,1.48,163,715,54,209.7,489.7,0.41,0.1
A_NIFTYBEES_mom126_tax0,NIFTYBEES,mom126,cash,weekly,8,donch15,0,0,0.065,0.003,18.58,-31.27,1.07,0.59,20.67,-22.08,1.23,0.94,16.58,-20.09,1.0,0.83,25.41,-20.03,1.34,1.27,176,820,38,303.5,0.0,0.45,0.1
A_NIFTYBEES_mom126_tax1,NIFTYBEES,mom126,cash,weekly,8,donch15,0,1,0.065,0.003,15.13,-33.91,0.89,0.45,16.85,-28.41,1.02,0.59,13.07,-26.58,0.82,0.49,20.87,-25.47,1.13,0.82,176,820,38,200.6,407.2,0.45,0.1
A_NIFTY50_sma100_tax0,NIFTY50,sma100,cash,weekly,8,donch15,0,0,0.065,0.003,19.99,-50.08,1.12,0.4,24.95,-17.1,1.46,1.46,19.24,-16.39,1.21,1.17,33.59,-16.47,1.71,2.04,184,846,42,286.6,0.0,0.48,0.1
A_NIFTY50_sma100_tax1,NIFTY50,sma100,cash,weekly,8,donch15,0,1,0.065,0.003,16.28,-52.02,0.93,0.31,20.57,-23.67,1.22,0.87,15.52,-23.02,0.98,0.67,28.15,-18.37,1.46,1.53,184,846,42,180.6,439.5,0.48,0.1
A_NIFTY50_sma150_tax0,NIFTY50,sma150,cash,weekly,8,donch15,0,0,0.065,0.003,18.4,-50.08,1.03,0.37,22.58,-24.23,1.31,0.93,16.1,-23.58,1.03,0.68,32.61,-20.07,1.62,1.62,190,918,32,247.3,0.0,0.5,0.1
A_NIFTY50_sma150_tax1,NIFTY50,sma150,cash,weekly,8,donch15,0,1,0.065,0.003,14.66,-52.02,0.84,0.28,18.17,-30.23,1.08,0.6,12.56,-29.64,0.81,0.42,27.05,-24.26,1.38,1.12,190,918,32,157.5,375.4,0.5,0.1
A_NIFTY50_sma200_tax0,NIFTY50,sma200,cash,weekly,8,donch15,0,0,0.065,0.003,16.57,-50.08,0.93,0.33,20.03,-25.64,1.17,0.78,13.37,-25.01,0.87,0.53,29.2,-20.07,1.46,1.46,198,955,35,230.2,0.0,0.51,0.1
A_NIFTY50_sma200_tax1,NIFTY50,sma200,cash,weekly,8,donch15,0,1,0.065,0.003,13.07,-52.02,0.76,0.25,15.99,-31.69,0.96,0.5,10.15,-31.11,0.67,0.33,24.17,-24.26,1.24,1.0,198,955,35,148.8,297.8,0.51,0.1
A_NIFTY50_ema100_tax0,NIFTY50,ema100,cash,weekly,8,donch15,0,0,0.065,0.003,18.78,-50.08,1.06,0.38,23.22,-26.26,1.35,0.88,15.4,-25.63,1.0,0.6,34.29,-16.47,1.71,2.08,184,844,53,244.2,0.0,0.47,0.1
A_NIFTY50_ema100_tax1,NIFTY50,ema100,cash,weekly,8,donch15,0,1,0.065,0.003,14.96,-52.02,0.86,0.29,18.87,-32.1,1.12,0.59,11.8,-31.52,0.78,0.37,28.44,-18.37,1.45,1.55,184,844,53,155.1,394.6,0.47,0.1
A_NIFTY50_ema150_tax0,NIFTY50,ema150,cash,weekly,8,donch15,0,0,0.065,0.003,19.13,-50.08,1.06,0.38,23.89,-22.96,1.35,1.04,16.64,-22.3,1.05,0.75,33.64,-20.21,1.63,1.66,193,905,40,276.1,0.0,0.5,0.1
A_NIFTY50_ema150_tax1,NIFTY50,ema150,cash,weekly,8,donch15,0,1,0.065,0.003,15.27,-52.02,0.87,0.29,19.47,-29.06,1.12,0.67,13.02,-28.46,0.83,0.46,27.64,-24.57,1.38,1.13,193,905,40,175.0,421.0,0.5,0.1
A_NIFTY50_ema200_tax0,NIFTY50,ema200,cash,weekly,8,donch15,0,0,0.065,0.003,17.55,-50.08,0.98,0.35,21.66,-22.38,1.23,0.97,18.21,-19.43,1.14,0.94,31.45,-20.07,1.53,1.57,196,919,38,245.5,0.0,0.5,0.1
A_NIFTY50_ema200_tax1,NIFTY50,ema200,cash,weekly,8,donch15,0,1,0.065,0.003,13.91,-52.02,0.8,0.27,17.57,-28.45,1.02,0.62,14.5,-26.0,0.91,0.56,25.85,-24.26,1.29,1.07,196,919,38,158.2,335.1,0.5,0.1
A_NIFTY50_xo50_200_tax0,NIFTY50,xo50_200,cash,weekly,8,donch15,0,0,0.065,0.003,14.79,-50.08,0.84,0.3,17.49,-27.46,1.03,0.64,13.09,-20.0,0.84,0.65,24.94,-20.03,1.29,1.24,194,977,12,176.4,0.0,0.5,0.1
A_NIFTY50_xo50_200_tax1,NIFTY50,xo50_200,cash,weekly,8,donch15,0,1,0.065,0.003,11.66,-52.02,0.69,0.22,13.98,-32.86,0.85,0.43,10.38,-26.34,0.69,0.39,20.74,-24.37,1.1,0.85,194,977,12,120.5,222.2,0.5,0.1
A_NIFTY50_xo20_100_tax0,NIFTY50,xo20_100,cash,weekly,8,donch15,0,0,0.065,0.003,17.16,-50.08,0.98,0.34,21.42,-22.39,1.27,0.96,17.75,-16.94,1.13,1.05,31.96,-15.73,1.61,2.03,186,881,22,198.6,0.0,0.47,0.1
A_NIFTY50_xo20_100_tax1,NIFTY50,xo20_100,cash,weekly,8,donch15,0,1,0.065,0.003,13.7,-52.02,0.8,0.26,17.39,-25.99,1.05,0.67,14.41,-23.54,0.92,0.61,26.38,-20.15,1.36,1.31,186,881,22,131.5,304.9,0.47,0.1
A_NIFTY50_dd8_tax0,NIFTY50,dd8,cash,weekly,8,donch15,0,0,0.065,0.003,16.79,-50.08,0.94,0.34,20.85,-25.27,1.22,0.83,15.66,-25.27,1.0,0.62,27.7,-20.07,1.4,1.38,201,980,35,224.7,0.0,0.52,0.1
A_NIFTY50_dd8_tax1,NIFTY50,dd8,cash,weekly,8,donch15,0,1,0.065,0.003,13.25,-52.02,0.76,0.25,16.72,-31.19,0.99,0.54,12.23,-31.19,0.79,0.39,22.76,-25.45,1.18,0.89,201,980,35,146.9,301.0,0.52,0.1
A_NIFTY50_dd10_tax0,NIFTY50,dd10,cash,weekly,8,donch15,0,0,0.065,0.003,16.99,-50.08,0.92,0.34,21.13,-27.46,1.16,0.77,20.32,-14.71,1.16,1.38,30.0,-20.06,1.43,1.5,221,1076,26,234.8,0.0,0.57,0.0
A_NIFTY50_dd10_tax1,NIFTY50,dd10,cash,weekly,8,donch15,0,1,0.065,0.003,13.49,-52.02,0.75,0.26,17.07,-32.8,0.96,0.52,16.56,-21.59,0.97,0.77,24.86,-25.59,1.22,0.97,221,1076,26,153.7,277.1,0.57,0.1
A_NIFTY50_dd12_tax0,NIFTY50,dd12,cash,weekly,8,donch15,0,0,0.065,0.003,18.26,-50.08,0.95,0.36,22.97,-31.97,1.2,0.72,19.39,-15.57,1.1,1.25,32.75,-23.91,1.49,1.37,234,1138,16,279.3,0.0,0.61,0.1
A_NIFTY50_dd12_tax1,NIFTY50,dd12,cash,weekly,8,donch15,0,1,0.065,0.003,14.52,-52.02,0.78,0.28,18.55,-36.99,1.0,0.5,16.03,-21.7,0.94,0.74,27.23,-26.74,1.27,1.02,234,1138,16,176.3,326.3,0.61,0.1
A_NIFTY50_dd15_tax0,NIFTY50,dd15,cash,weekly,8,donch15,0,0,0.065,0.003,19.86,-50.08,1.01,0.4,25.29,-35.62,1.27,0.71,18.86,-16.94,1.07,1.11,37.95,-26.19,1.63,1.45,238,1171,7,312.1,0.0,0.63,0.1
A_NIFTY50_dd15_tax1,NIFTY50,dd15,cash,weekly,8,donch15,0,1,0.065,0.003,15.9,-52.02,0.83,0.31,20.55,-40.37,1.06,0.51,15.26,-22.75,0.89,0.67,31.9,-28.95,1.41,1.1,238,1171,7,192.7,395.7,0.63,0.1
A_NIFTY50_mom63_tax0,NIFTY50,mom63,cash,weekly,8,donch15,0,0,0.065,0.003,18.25,-50.08,1.04,0.36,22.65,-21.73,1.36,1.04,16.47,-21.73,1.1,0.76,33.26,-14.81,1.7,2.25,182,839,36,223.3,0.0,0.46,0.0
A_NIFTY50_mom63_tax1,NIFTY50,mom63,cash,weekly,8,donch15,0,1,0.065,0.003,14.69,-52.02,0.86,0.28,18.5,-28.12,1.13,0.66,13.07,-28.12,0.87,0.46,27.88,-18.25,1.47,1.53,182,839,36,145.1,339.9,0.46,0.1
A_NIFTY50_mom126_tax0,NIFTY50,mom126,cash,weekly,8,donch15,0,0,0.065,0.003,16.17,-50.08,0.93,0.32,19.37,-24.97,1.17,0.78,15.35,-22.81,0.94,0.67,23.66,-20.03,1.28,1.18,193,916,35,218.7,0.0,0.49,0.0
A_NIFTY50_mom126_tax1,NIFTY50,mom126,cash,weekly,8,donch15,0,1,0.065,0.003,12.83,-52.02,0.76,0.25,15.57,-31.04,0.96,0.5,11.92,-29.06,0.76,0.41,19.39,-25.14,1.07,0.77,193,916,35,146.3,275.5,0.49,0.1
A_NIFTY500_sma100_tax0,NIFTY500,sma100,cash,weekly,8,donch15,0,0,0.065,0.003,19.31,-50.08,1.08,0.39,23.81,-22.51,1.4,1.06,19.31,-16.44,1.27,1.17,33.7,-15.0,1.69,2.25,183,842,44,250.7,0.0,0.47,0.0
A_NIFTY500_sma100_tax1,NIFTY500,sma100,cash,weekly,8,donch15,0,1,0.065,0.003,15.61,-52.02,0.89,0.3,19.46,-27.62,1.16,0.7,15.5,-23.27,1.02,0.67,28.46,-17.86,1.46,1.59,183,842,44,158.0,373.2,0.47,0.1
A_NIFTY500_sma150_tax0,NIFTY500,sma150,cash,weekly,8,donch15,0,0,0.065,0.003,18.47,-50.08,1.04,0.37,22.68,-23.87,1.33,0.95,15.25,-23.22,1.02,0.66,34.49,-20.07,1.7,1.72,187,898,32,233.8,0.0,0.49,0.1
A_NIFTY500_sma150_tax1,NIFTY500,sma150,cash,weekly,8,donch15,0,1,0.065,0.003,14.84,-52.02,0.85,0.29,18.43,-29.9,1.1,0.62,11.92,-29.3,0.8,0.41,28.97,-24.26,1.45,1.19,187,898,32,149.0,337.5,0.49,0.1
A_NIFTY500_sma200_tax0,NIFTY500,sma200,cash,weekly,8,donch15,0,0,0.065,0.003,17.12,-50.08,0.95,0.34,20.82,-23.73,1.2,0.88,13.11,-23.08,0.87,0.57,30.66,-20.07,1.51,1.53,197,962,25,214.5,0.0,0.52,0.1
A_NIFTY500_sma200_tax1,NIFTY500,sma200,cash,weekly,8,donch15,0,1,0.065,0.003,13.67,-52.02,0.78,0.26,16.85,-29.94,0.99,0.56,10.12,-29.34,0.68,0.34,25.61,-24.26,1.29,1.06,197,962,25,141.4,293.7,0.52,0.1
A_NIFTY500_ema100_tax0,NIFTY500,ema100,cash,weekly,8,donch15,0,0,0.065,0.003,19.69,-50.08,1.1,0.39,24.71,-27.44,1.42,0.9,14.88,-26.82,1.01,0.56,36.65,-20.21,1.79,1.81,187,851,51,262.3,0.0,0.48,0.0
A_NIFTY500_ema100_tax1,NIFTY500,ema100,cash,weekly,8,donch15,0,1,0.065,0.003,15.89,-52.02,0.91,0.31,20.37,-33.18,1.19,0.61,11.3,-32.61,0.77,0.35,30.8,-24.57,1.53,1.25,187,851,51,165.1,400.4,0.48,0.1
A_NIFTY500_ema150_tax0,NIFTY500,ema150,cash,weekly,8,donch15,0,0,0.065,0.003,18.89,-50.08,1.05,0.38,23.6,-27.53,1.33,0.86,14.66,-26.91,0.97,0.54,35.92,-20.07,1.72,1.79,189,891,40,244.8,0.0,0.49,0.0
A_NIFTY500_ema150_tax1,NIFTY500,ema150,cash,weekly,8,donch15,0,1,0.065,0.003,15.13,-52.02,0.86,0.29,19.32,-33.27,1.11,0.58,11.11,-32.7,0.75,0.34,30.05,-24.26,1.47,1.24,189,891,40,155.3,361.6,0.49,0.1
A_NIFTY500_ema200_tax0,NIFTY500,ema200,cash,weekly,8,donch15,0,0,0.065,0.003,17.33,-50.08,0.96,0.35,21.35,-27.46,1.2,0.78,14.6,-21.13,0.94,0.69,33.86,-20.07,1.62,1.69,192,917,33,204.9,0.0,0.5,0.0
A_NIFTY500_ema200_tax1,NIFTY500,ema200,cash,weekly,8,donch15,0,1,0.065,0.003,13.77,-52.02,0.79,0.26,17.36,-33.14,1.0,0.52,11.45,-27.55,0.75,0.42,28.33,-24.26,1.39,1.17,192,917,33,133.4,285.4,0.5,0.1
A_NIFTY500_xo50_200_tax0,NIFTY500,xo50_200,cash,weekly,8,donch15,0,0,0.065,0.003,14.9,-50.08,0.85,0.3,17.64,-38.3,1.04,0.46,17.23,-17.65,1.06,0.98,24.46,-20.03,1.28,1.22,194,973,13,180.3,0.0,0.5,0.0
A_NIFTY500_xo50_200_tax1,NIFTY500,xo50_200,cash,weekly,8,donch15,0,1,0.065,0.003,11.63,-52.02,0.69,0.22,13.94,-42.91,0.85,0.32,13.85,-24.14,0.88,0.57,20.36,-23.86,1.09,0.85,194,973,13,120.2,225.1,0.5,0.1
A_NIFTY500_xo20_100_tax0,NIFTY500,xo20_100,cash,weekly,8,donch15,0,0,0.065,0.003,16.85,-50.08,0.97,0.34,20.96,-28.27,1.26,0.74,17.67,-16.43,1.18,1.08,32.43,-20.07,1.63,1.62,184,872,23,179.7,0.0,0.47,0.0
A_NIFTY500_xo20_100_tax1,NIFTY500,xo20_100,cash,weekly,8,donch15,0,1,0.065,0.003,13.44,-52.02,0.79,0.26,17.03,-31.59,1.04,0.54,14.29,-21.64,0.95,0.66,27.06,-24.44,1.39,1.11,184,872,23,119.8,274.7,0.47,0.1
A_NIFTY500_dd8_tax0,NIFTY500,dd8,cash,weekly,8,donch15,0,0,0.065,0.003,17.27,-50.08,0.96,0.34,21.54,-22.38,1.24,0.96,15.53,-19.75,1.0,0.79,30.59,-20.07,1.48,1.52,198,960,31,208.9,0.0,0.51,0.0
A_NIFTY500_dd8_tax1,NIFTY500,dd8,cash,weekly,8,donch15,0,1,0.065,0.003,13.91,-52.02,0.79,0.27,17.67,-28.45,1.03,0.62,12.33,-26.1,0.8,0.47,25.89,-24.26,1.29,1.07,198,960,31,138.3,257.8,0.51,0.1
A_NIFTY500_dd10_tax0,NIFTY500,dd10,cash,weekly,8,donch15,0,0,0.065,0.003,16.39,-50.08,0.89,0.33,20.27,-32.58,1.11,0.62,17.21,-22.18,1.02,0.78,31.74,-20.07,1.49,1.58,224,1085,29,201.9,0.0,0.57,0.0
A_NIFTY500_dd10_tax1,NIFTY500,dd10,cash,weekly,8,donch15,0,1,0.065,0.003,12.97,-52.02,0.73,0.25,16.32,-37.54,0.92,0.43,13.6,-28.46,0.83,0.48,26.72,-25.45,1.29,1.05,224,1085,29,134.2,234.0,0.57,0.1
A_NIFTY500_dd12_tax0,NIFTY500,dd12,cash,weekly,8,donch15,0,0,0.065,0.003,17.31,-50.08,0.91,0.35,21.59,-35.79,1.14,0.6,19.72,-14.79,1.12,1.33,32.86,-22.29,1.5,1.47,232,1135,16,234.6,0.0,0.6,0.1
A_NIFTY500_dd12_tax1,NIFTY500,dd12,cash,weekly,8,donch15,0,1,0.065,0.003,13.68,-52.02,0.75,0.26,17.34,-40.51,0.95,0.43,16.22,-21.07,0.95,0.77,27.33,-25.66,1.28,1.07,232,1135,16,151.5,280.7,0.6,0.1
A_NIFTY500_dd15_tax0,NIFTY500,dd15,cash,weekly,8,donch15,0,0,0.065,0.003,18.93,-50.08,0.97,0.38,23.94,-42.57,1.21,0.56,18.86,-16.94,1.07,1.11,36.93,-24.23,1.61,1.52,238,1179,10,265.2,0.0,0.63,0.1
A_NIFTY500_dd15_tax1,NIFTY500,dd15,cash,weekly,8,donch15,0,1,0.065,0.003,15.05,-52.02,0.8,0.29,19.31,-46.81,1.01,0.41,15.26,-22.75,0.89,0.67,31.14,-26.74,1.4,1.16,238,1179,10,166.0,337.0,0.63,0.1
A_NIFTY500_mom63_tax0,NIFTY500,mom63,cash,weekly,8,donch15,0,0,0.065,0.003,17.49,-50.08,1.01,0.35,21.76,-24.12,1.32,0.9,18.14,-19.17,1.25,0.95,32.55,-15.0,1.66,2.17,179,826,39,190.5,0.0,0.45,0.0
A_NIFTY500_mom63_tax1,NIFTY500,mom63,cash,weekly,8,donch15,0,1,0.065,0.003,14.15,-52.02,0.83,0.27,17.93,-29.12,1.1,0.62,14.55,-26.09,0.99,0.56,27.65,-18.07,1.44,1.53,179,826,39,127.3,286.4,0.45,0.1
A_NIFTY500_mom126_tax0,NIFTY500,mom126,cash,weekly,8,donch15,0,0,0.065,0.003,15.03,-50.08,0.88,0.3,17.76,-28.43,1.09,0.62,14.39,-26.36,0.91,0.55,22.15,-20.03,1.23,1.11,192,901,34,195.5,0.0,0.48,0.0
A_NIFTY500_mom126_tax1,NIFTY500,mom126,cash,weekly,8,donch15,0,1,0.065,0.003,11.73,-52.02,0.71,0.23,14.01,-34.16,0.89,0.41,10.85,-32.26,0.71,0.34,17.82,-24.43,1.01,0.73,192,901,34,132.0,247.7,0.48,0.1
A_NIFTYMIDCAP150_sma100_tax0,NIFTYMIDCAP150,sma100,cash,weekly,8,donch15,0,0,0.065,0.003,18.24,-50.08,1.02,0.36,22.8,-34.49,1.34,0.66,15.59,-22.17,1.09,0.7,39.73,-20.07,1.89,1.98,184,868,35,182.8,0.0,0.48,0.0
A_NIFTYMIDCAP150_sma100_tax1,NIFTYMIDCAP150,sma100,cash,weekly,8,donch15,0,1,0.065,0.003,14.63,-52.02,0.84,0.28,18.57,-39.61,1.11,0.47,12.29,-27.87,0.86,0.44,33.64,-24.26,1.63,1.39,184,868,35,119.2,294.5,0.48,0.1
A_NIFTYMIDCAP150_sma150_tax0,NIFTYMIDCAP150,sma150,cash,weekly,8,donch15,0,0,0.065,0.003,17.74,-50.08,0.99,0.35,21.63,-28.95,1.26,0.75,14.89,-21.77,1.02,0.68,36.69,-20.07,1.75,1.83,191,909,31,200.6,0.0,0.49,0.0
A_NIFTYMIDCAP150_sma150_tax1,NIFTYMIDCAP150,sma150,cash,weekly,8,donch15,0,1,0.065,0.003,14.25,-52.02,0.82,0.27,17.6,-34.51,1.04,0.51,11.8,-27.96,0.81,0.42,30.98,-24.26,1.51,1.28,191,909,31,130.8,279.4,0.49,0.1
A_NIFTYMIDCAP150_sma200_tax0,NIFTYMIDCAP150,sma200,cash,weekly,8,donch15,0,0,0.065,0.003,17.98,-50.08,0.97,0.36,22.07,-33.33,1.22,0.66,20.88,-13.99,1.28,1.49,33.63,-20.07,1.59,1.68,203,994,24,228.9,0.0,0.53,0.1
A_NIFTYMIDCAP150_sma200_tax1,NIFTYMIDCAP150,sma200,cash,weekly,8,donch15,0,1,0.065,0.003,14.43,-52.02,0.81,0.28,17.94,-38.54,1.02,0.47,17.18,-20.54,1.07,0.84,28.46,-24.26,1.38,1.17,203,994,24,147.0,289.4,0.53,0.1
