variant,symbol,date,direction,fire_time,entry_time,entry,stop,qty,atr_at_entry,first_move_dir,bars_to_commit,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
5m_fixed_2.0R,INDUSINDBK,2025-10-16,SHORT,2025-10-16T12:35:00,2025-10-16T12:45:00,737.50,738.53,406,1.03,SHORT,1,2025-10-16T13:00:00,738.53,STOP,-416.35,-865.80
5m_fixed_2.0R,INDUSINDBK,2025-10-30,SHORT,2025-10-30T13:50:00,2025-10-30T14:05:00,798.20,799.82,375,1.62,SHORT,2,2025-10-30T14:20:00,799.82,STOP,-606.59,-1056.03
5m_fixed_2.0R,INDUSINDBK,2025-10-31,LONG,2025-10-31T11:00:00,2025-10-31T11:40:00,802.80,800.84,373,1.96,LONG,7,2025-10-31T12:20:00,800.84,STOP,-730.60,-1179.22
5m_fixed_2.0R,INDUSINDBK,2025-11-03,SHORT,2025-11-03T10:00:00,2025-11-03T10:20:00,800.05,802.66,374,2.61,SHORT,3,2025-11-03T11:30:00,802.66,STOP,-976.45,-1426.01
5m_fixed_2.0R,INDUSINDBK,2025-11-04,SHORT,2025-11-04T10:20:00,2025-11-04T10:40:00,791.50,793.15,379,1.65,SHORT,3,2025-11-04T11:00:00,793.15,STOP,-624.34,-1074.78
5m_fixed_2.0R,INDUSINDBK,2025-11-10,LONG,2025-11-10T11:45:00,2025-11-10T12:25:00,798.60,797.26,375,1.34,LONG,7,2025-11-10T12:30:00,797.26,STOP,-503.17,-952.00
5m_fixed_2.0R,INDUSINDBK,2025-11-17,LONG,2025-11-17T12:45:00,2025-11-17T13:05:00,854.75,852.52,350,2.23,LONG,3,2025-11-17T13:10:00,859.21,TARGET,1561.68,1111.76
5m_fixed_2.0R,INDUSINDBK,2025-11-26,SHORT,2025-11-26T13:40:00,2025-11-26T14:05:00,850.85,852.52,352,1.67,SHORT,4,2025-11-26T14:10:00,852.52,STOP,-587.35,-1037.04
5m_fixed_2.0R,INDUSINDBK,2025-11-28,LONG,2025-11-28T12:25:00,2025-11-28T13:10:00,855.00,853.72,350,1.28,LONG,8,2025-11-28T13:15:00,853.72,STOP,-448.82,-897.36
5m_fixed_2.0R,INDUSINDBK,2025-12-10,SHORT,2025-12-10T10:50:00,2025-12-10T11:05:00,836.35,838.71,358,2.36,SHORT,2,2025-12-10T11:40:00,831.63,TARGET,1688.02,1240.17
5m_fixed_2.0R,INDUSINDBK,2025-12-11,SHORT,2025-12-11T10:15:00,2025-12-11T10:45:00,835.65,838.26,359,2.61,SHORT,5,2025-12-11T11:25:00,838.26,STOP,-938.20,-1388.90
5m_fixed_2.0R,INDUSINDBK,2025-12-17,SHORT,2025-12-17T13:45:00,2025-12-17T13:55:00,830.55,832.47,361,1.92,SHORT,1,2025-12-17T15:00:00,832.47,STOP,-692.53,-1142.79
5m_fixed_2.0R,INDUSINDBK,2025-12-18,SHORT,2025-12-18T13:10:00,2025-12-18T13:35:00,835.55,836.76,359,1.21,SHORT,4,2025-12-18T14:05:00,833.12,TARGET,871.34,422.05
5m_fixed_2.0R,INDUSINDBK,2025-12-26,SHORT,2025-12-26T13:00:00,2025-12-26T13:15:00,855.45,857.07,350,1.62,SHORT,2,2025-12-26T14:20:00,852.21,TARGET,1132.89,684.63
5m_fixed_2.0R,INDUSINDBK,2025-12-29,SHORT,2025-12-29T11:20:00,2025-12-29T11:30:00,842.00,843.94,356,1.94,SHORT,1,2025-12-29T12:00:00,838.13,TARGET,1379.04,930.45
5m_fixed_2.0R,INDUSINDBK,2025-12-30,LONG,2025-12-30T10:50:00,2025-12-30T11:00:00,837.55,836.07,358,1.48,LONG,1,2025-12-30T11:10:00,836.07,STOP,-530.79,-980.16
5m_fixed_2.0R,INDUSINDBK,2026-01-05,LONG,2026-01-05T11:30:00,2026-01-05T11:40:00,907.50,905.37,330,2.13,LONG,1,2026-01-05T11:50:00,905.37,STOP,-703.83,-1152.51
5m_fixed_2.0R,INDUSINDBK,2026-01-09,LONG,2026-01-09T12:40:00,2026-01-09T12:55:00,884.85,882.93,339,1.92,LONG,2,2026-01-09T13:45:00,882.93,STOP,-649.31,-1098.77
5m_fixed_2.0R,INDUSINDBK,2026-01-13,SHORT,2026-01-13T11:30:00,2026-01-13T11:40:00,904.45,906.63,331,2.18,SHORT,1,2026-01-13T12:20:00,900.10,TARGET,1440.19,992.21
5m_fixed_2.0R,INDUSINDBK,2026-01-19,LONG,2026-01-19T10:00:00,2026-01-19T10:10:00,957.00,953.34,313,3.66,LONG,1,2026-01-19T10:15:00,953.34,STOP,-1145.71,-1594.17
5m_fixed_2.0R,INDUSINDBK,2026-01-22,LONG,2026-01-22T10:00:00,2026-01-22T10:15:00,903.35,899.78,332,3.57,LONG,2,2026-01-22T10:25:00,899.78,STOP,-1183.92,-1632.90
5m_fixed_2.0R,INDUSINDBK,2026-01-23,LONG,2026-01-23T11:45:00,2026-01-23T12:00:00,906.95,904.38,330,2.57,LONG,2,2026-01-23T12:30:00,904.38,STOP,-848.38,-1296.68
5m_fixed_2.0R,INDUSINDBK,2026-01-29,SHORT,2026-01-29T13:05:00,2026-01-29T13:25:00,900.05,901.77,333,1.72,SHORT,3,2026-01-29T13:30:00,901.77,STOP,-571.85,-1021.85
5m_fixed_2.0R,INDUSINDBK,2026-02-04,LONG,2026-02-04T12:50:00,2026-02-04T13:10:00,926.10,924.65,323,1.45,LONG,3,2026-02-04T13:15:00,924.65,STOP,-468.51,-916.85
5m_fixed_2.0R,INDUSINDBK,2026-02-19,SHORT,2026-02-19T12:00:00,2026-02-19T12:15:00,937.95,939.90,319,1.95,SHORT,2,2026-02-19T12:40:00,934.05,TARGET,1244.41,796.54
5m_fixed_2.0R,INDUSINDBK,2026-02-23,SHORT,2026-02-23T10:00:00,2026-02-23T10:15:00,918.95,922.62,326,3.67,SHORT,2,2026-02-23T10:20:00,922.62,STOP,-1195.29,-1645.55
5m_fixed_2.0R,INDUSINDBK,2026-03-02,SHORT,2026-03-02T13:05:00,2026-03-02T13:35:00,939.15,941.00,319,1.85,SHORT,5,2026-03-02T13:50:00,935.46,TARGET,1177.15,728.65
5m_fixed_2.0R,INDUSINDBK,2026-03-06,LONG,2026-03-06T13:05:00,2026-03-06T13:40:00,934.30,932.55,321,1.75,LONG,6,2026-03-06T13:55:00,932.55,STOP,-560.95,-1010.39
5m_fixed_2.0R,INDUSINDBK,2026-03-12,LONG,2026-03-12T13:20:00,2026-03-12T13:30:00,845.05,842.05,355,3.00,LONG,1,2026-03-12T13:55:00,842.05,STOP,-1064.67,-1513.86
5m_fixed_2.0R,PNB,2024-03-18,SHORT,2024-03-18T12:20:00,2024-03-18T12:45:00,115.21,115.66,2603,0.45,SHORT,4,2024-03-18T13:00:00,115.66,STOP,-1175.29,-1626.01
5m_fixed_2.0R,PNB,2024-03-22,LONG,2024-03-22T10:25:00,2024-03-22T10:40:00,118.71,118.31,2527,0.40,LONG,2,2024-03-22T12:00:00,119.29,TIME_STOP,1465.66,1014.59
5m_fixed_2.0R,PNB,2024-03-27,SHORT,2024-03-27T13:20:00,2024-03-27T13:30:00,120.22,120.42,2495,0.20,SHORT,1,2024-03-27T13:35:00,120.42,STOP,-508.02,-958.32
5m_fixed_2.0R,PNB,2024-03-28,SHORT,2024-03-28T11:40:00,2024-03-28T12:05:00,120.46,120.70,2490,0.24,SHORT,4,2024-03-28T12:25:00,119.98,TARGET,1192.16,743.14
5m_fixed_2.0R,PNB,2024-04-01,SHORT,2024-04-01T13:35:00,2024-04-01T13:50:00,122.31,122.50,2452,0.19,SHORT,2,2024-04-01T14:00:00,122.50,STOP,-469.03,-919.24
5m_fixed_2.0R,PNB,2024-04-02,LONG,2024-04-02T11:10:00,2024-04-02T11:30:00,122.69,122.37,2445,0.32,LONG,3,2024-04-02T11:50:00,123.32,TARGET,1544.77,1093.65
5m_fixed_2.0R,PNB,2024-04-03,SHORT,2024-04-03T12:10:00,2024-04-03T12:30:00,123.08,123.37,2437,0.29,SHORT,3,2024-04-03T12:35:00,123.37,STOP,-715.04,-1165.50
5m_fixed_2.0R,PNB,2024-04-05,SHORT,2024-04-05T10:55:00,2024-04-05T11:10:00,132.85,133.37,2258,0.52,SHORT,2,2024-04-05T12:30:00,131.80,TARGET,2359.97,1911.77
5m_fixed_2.0R,PNB,2024-04-09,LONG,2024-04-09T12:35:00,2024-04-09T12:45:00,129.40,129.07,2318,0.33,LONG,1,2024-04-09T13:15:00,129.07,STOP,-770.67,-1220.02
5m_fixed_2.0R,PNB,2024-04-10,LONG,2024-04-10T12:55:00,2024-04-10T13:20:00,130.32,130.01,2302,0.31,LONG,4,2024-04-10T13:30:00,130.01,STOP,-706.95,-1156.41
5m_fixed_2.0R,PNB,2024-04-12,SHORT,2024-04-12T12:35:00,2024-04-12T12:45:00,131.88,132.30,2274,0.42,SHORT,1,2024-04-12T13:15:00,132.30,STOP,-954.25,-1404.81
5m_fixed_2.0R,PNB,2024-04-15,SHORT,2024-04-15T13:45:00,2024-04-15T14:15:00,130.81,131.35,2293,0.54,SHORT,5,2024-04-15T14:20:00,129.73,TARGET,2474.61,2026.55
5m_fixed_2.0R,PNB,2024-04-18,LONG,2024-04-18T13:25:00,2024-04-18T13:35:00,127.99,127.62,2343,0.37,LONG,1,2024-04-18T13:40:00,127.62,STOP,-863.60,-1312.77
5m_fixed_2.0R,PNB,2024-04-19,LONG,2024-04-19T11:25:00,2024-04-19T11:55:00,124.01,123.49,2419,0.52,LONG,5,2024-04-19T12:40:00,125.05,TARGET,2526.11,2074.25
5m_fixed_2.0R,PNB,2024-04-22,LONG,2024-04-22T12:50:00,2024-04-22T13:20:00,127.55,127.26,2352,0.29,LONG,5,2024-04-22T14:05:00,128.13,TARGET,1364.36,913.34
5m_fixed_2.0R,PNB,2024-04-23,SHORT,2024-04-23T13:05:00,2024-04-23T13:20:00,128.87,129.17,2327,0.30,SHORT,2,2024-04-23T13:25:00,129.17,STOP,-699.89,-1150.24
5m_fixed_2.0R,PNB,2024-04-26,LONG,2024-04-26T11:55:00,2024-04-26T12:35:00,133.19,132.85,2252,0.34,LONG,7,2024-04-26T12:40:00,132.85,STOP,-763.46,-1212.80
5m_fixed_2.0R,PNB,2024-04-30,SHORT,2024-04-30T10:50:00,2024-04-30T11:35:00,132.95,133.32,2256,0.37,SHORT,8,2024-04-30T12:25:00,133.32,STOP,-840.40,-1290.94
5m_fixed_2.0R,PNB,2024-05-07,SHORT,2024-05-07T10:10:00,2024-05-07T10:25:00,122.06,122.61,2457,0.55,SHORT,2,2024-05-07T10:40:00,120.96,TARGET,2696.72,2248.89
5m_fixed_2.0R,PNB,2024-05-23,SHORT,2024-05-23T13:00:00,2024-05-23T13:15:00,123.13,123.36,2436,0.23,SHORT,2,2024-05-23T13:20:00,123.36,STOP,-558.43,-1008.77
5m_fixed_2.0R,PNB,2024-05-24,SHORT,2024-05-24T12:30:00,2024-05-24T12:50:00,123.37,123.64,2431,0.27,SHORT,3,2024-05-24T12:55:00,123.64,STOP,-667.11,-1117.48
5m_fixed_2.0R,PNB,2024-05-30,SHORT,2024-05-30T11:15:00,2024-05-30T11:40:00,124.30,124.60,2413,0.30,SHORT,4,2024-05-30T11:50:00,124.60,STOP,-724.17,-1174.62
5m_fixed_2.0R,PNB,2024-05-31,LONG,2024-05-31T13:00:00,2024-05-31T13:20:00,124.54,124.19,2408,0.35,LONG,3,2024-05-31T13:35:00,125.24,TARGET,1681.86,1230.76
5m_fixed_2.0R,PNB,2024-06-04,SHORT,2024-06-04T10:40:00,2024-06-04T10:55:00,120.95,122.05,2282,1.10,SHORT,2,2024-06-04T11:20:00,118.76,TARGET,4998.62,4588.36
5m_fixed_2.0R,PNB,2024-06-07,LONG,2024-06-07T13:20:00,2024-06-07T13:35:00,121.04,120.77,2478,0.27,LONG,2,2024-06-07T14:05:00,121.58,TARGET,1340.46,889.55
5m_fixed_2.0R,PNB,2024-06-12,LONG,2024-06-12T12:05:00,2024-06-12T12:30:00,123.72,123.48,2424,0.24,LONG,4,2024-06-12T12:35:00,123.48,STOP,-585.48,-1034.88
5m_fixed_2.0R,PNB,2024-06-13,SHORT,2024-06-13T10:25:00,2024-06-13T10:55:00,123.53,123.80,2428,0.27,SHORT,5,2024-06-13T11:20:00,123.00,TARGET,1287.53,838.60
5m_fixed_2.0R,PNB,2024-06-20,SHORT,2024-06-20T11:30:00,2024-06-20T12:05:00,124.89,125.12,2402,0.23,SHORT,6,2024-06-20T13:20:00,125.12,STOP,-563.93,-1014.33
5m_fixed_2.0R,PNB,2024-06-21,SHORT,2024-06-21T12:55:00,2024-06-21T13:05:00,122.52,122.75,2448,0.23,SHORT,1,2024-06-21T13:10:00,122.05,TARGET,1150.09,701.06
5m_fixed_2.0R,PNB,2024-06-28,LONG,2024-06-28T12:35:00,2024-06-28T13:05:00,120.12,119.77,2497,0.35,LONG,5,2024-06-28T14:25:00,120.13,TIME_STOP,24.97,-424.96
5m_fixed_2.0R,PNB,2024-07-01,SHORT,2024-07-01T11:10:00,2024-07-01T11:55:00,119.51,119.76,2510,0.25,SHORT,8,2024-07-01T12:35:00,119.01,TARGET,1249.34,800.32
5m_fixed_2.0R,PNB,2024-07-02,LONG,2024-07-02T10:45:00,2024-07-02T11:20:00,119.32,119.06,2514,0.26,LONG,6,2024-07-02T11:25:00,119.06,STOP,-657.72,-1107.18
5m_fixed_2.0R,PNB,2024-07-08,SHORT,2024-07-08T13:50:00,2024-07-08T14:25:00,117.90,118.11,2544,0.21,SHORT,6,2024-07-08T14:30:00,118.11,STOP,-532.25,-982.56
5m_fixed_2.0R,PNB,2024-07-11,LONG,2024-07-11T12:15:00,2024-07-11T12:35:00,116.32,116.11,2579,0.21,LONG,3,2024-07-11T12:40:00,116.11,STOP,-550.03,-999.60
5m_fixed_2.0R,PNB,2024-07-22,SHORT,2024-07-22T13:30:00,2024-07-22T14:10:00,114.85,115.07,2612,0.22,SHORT,7,2024-07-22T15:15:00,114.96,EOD,-287.32,-737.52
5m_fixed_2.0R,PNB,2024-07-23,SHORT,2024-07-23T11:05:00,2024-07-23T11:20:00,114.98,115.30,2609,0.32,SHORT,2,2024-07-23T11:45:00,115.30,STOP,-836.27,-1286.87
5m_fixed_2.0R,PNB,2024-07-26,SHORT,2024-07-26T11:20:00,2024-07-26T11:35:00,114.70,114.95,2615,0.25,SHORT,2,2024-07-26T11:40:00,114.95,STOP,-649.58,-1099.98
5m_fixed_2.0R,PNB,2024-07-30,SHORT,2024-07-30T13:50:00,2024-07-30T14:05:00,121.94,122.20,2460,0.26,SHORT,2,2024-07-30T14:40:00,122.20,STOP,-634.91,-1085.35
5m_fixed_2.0R,PNB,2024-07-31,SHORT,2024-07-31T13:20:00,2024-07-31T13:45:00,120.77,121.01,2484,0.24,SHORT,4,2024-07-31T14:05:00,120.30,TARGET,1178.31,729.21
5m_fixed_2.0R,PNB,2024-08-02,SHORT,2024-08-02T13:35:00,2024-08-02T13:50:00,117.58,117.80,2551,0.22,SHORT,2,2024-08-02T14:35:00,117.15,TARGET,1099.64,650.54
5m_fixed_2.0R,PNB,2024-08-08,LONG,2024-08-08T11:50:00,2024-08-08T12:15:00,112.48,112.16,2667,0.32,LONG,4,2024-08-08T12:20:00,112.16,STOP,-843.91,-1293.25
5m_fixed_2.0R,PNB,2024-08-09,LONG,2024-08-09T13:15:00,2024-08-09T13:25:00,111.45,111.29,2691,0.16,LONG,1,2024-08-09T13:30:00,111.77,TARGET,871.48,420.96
5m_fixed_2.0R,PNB,2024-08-12,SHORT,2024-08-12T13:50:00,2024-08-12T14:20:00,112.09,112.26,2676,0.17,SHORT,5,2024-08-12T14:50:00,111.75,TARGET,898.33,449.08
5m_fixed_2.0R,PNB,2024-08-13,SHORT,2024-08-13T11:10:00,2024-08-13T11:35:00,111.99,112.23,2678,0.24,SHORT,4,2024-08-13T12:40:00,111.50,TARGET,1300.28,851.39
5m_fixed_2.0R,PNB,2024-08-16,SHORT,2024-08-16T13:45:00,2024-08-16T14:00:00,109.70,109.89,2734,0.19,SHORT,2,2024-08-16T15:05:00,109.89,STOP,-513.49,-963.75
5m_fixed_2.0R,PNB,2024-08-20,SHORT,2024-08-20T11:35:00,2024-08-20T11:50:00,112.05,112.27,2677,0.22,SHORT,2,2024-08-20T12:15:00,112.27,STOP,-588.81,-1039.19
5m_fixed_2.0R,PNB,2024-08-21,SHORT,2024-08-21T10:20:00,2024-08-21T10:55:00,113.00,113.30,2654,0.30,SHORT,6,2024-08-21T11:30:00,113.30,STOP,-786.49,-1236.93
5m_fixed_2.0R,PNB,2024-08-23,SHORT,2024-08-23T12:10:00,2024-08-23T12:30:00,113.60,113.74,2640,0.14,SHORT,3,2024-08-23T12:50:00,113.74,STOP,-382.76,-832.91
5m_fixed_2.0R,PNB,2024-08-27,LONG,2024-08-27T12:15:00,2024-08-27T12:45:00,112.79,112.66,2659,0.13,LONG,5,2024-08-27T12:50:00,112.66,STOP,-344.16,-793.77
5m_fixed_2.0R,PNB,2024-08-28,SHORT,2024-08-28T13:15:00,2024-08-28T13:35:00,112.15,112.26,2674,0.11,SHORT,3,2024-08-28T14:00:00,111.93,TARGET,596.68,147.30
5m_fixed_2.0R,PNB,2024-09-02,SHORT,2024-09-02T12:45:00,2024-09-02T13:00:00,112.50,112.69,2666,0.19,SHORT,2,2024-09-02T13:05:00,112.69,STOP,-496.17,-946.43
5m_fixed_2.0R,PNB,2024-09-04,SHORT,2024-09-04T13:45:00,2024-09-04T14:05:00,110.19,110.33,2722,0.14,SHORT,3,2024-09-04T14:45:00,109.91,TARGET,763.87,314.54
5m_fixed_2.0R,PNB,2024-09-10,LONG,2024-09-10T11:40:00,2024-09-10T12:00:00,106.69,106.47,2811,0.22,LONG,3,2024-09-10T12:30:00,107.12,TARGET,1211.31,760.55
5m_fixed_2.0R,PNB,2024-09-27,SHORT,2024-09-27T13:15:00,2024-09-27T13:25:00,104.86,105.09,2860,0.23,SHORT,1,2024-09-27T13:30:00,105.09,STOP,-643.73,-1094.06
5m_fixed_2.0R,PNB,2024-09-30,SHORT,2024-09-30T12:40:00,2024-09-30T13:10:00,105.06,105.25,2855,0.19,SHORT,5,2024-09-30T13:25:00,104.68,TARGET,1095.81,646.71
5m_fixed_2.0R,PNB,2024-10-04,LONG,2024-10-04T10:55:00,2024-10-04T11:15:00,103.14,102.74,2908,0.40,LONG,3,2024-10-04T11:35:00,103.94,TARGET,2338.52,1886.87
5m_fixed_2.0R,PNB,2024-10-08,LONG,2024-10-08T11:20:00,2024-10-08T11:30:00,100.22,99.80,2993,0.42,LONG,1,2024-10-08T11:35:00,99.80,STOP,-1250.48,-1699.48
5m_fixed_2.0R,PNB,2024-10-10,LONG,2024-10-10T13:05:00,2024-10-10T13:25:00,101.27,101.09,2962,0.18,LONG,3,2024-10-10T13:30:00,101.09,STOP,-534.50,-984.04
5m_fixed_2.0R,PNB,2024-10-15,LONG,2024-10-15T13:10:00,2024-10-15T13:20:00,101.82,101.67,2946,0.15,LONG,1,2024-10-15T14:25:00,101.67,STOP,-432.87,-882.49
5m_fixed_2.0R,PNB,2024-10-16,SHORT,2024-10-16T12:10:00,2024-10-16T12:25:00,101.74,101.86,2948,0.12,SHORT,2,2024-10-16T12:40:00,101.86,STOP,-344.76,-794.91
5m_fixed_2.0R,PNB,2024-10-18,LONG,2024-10-18T13:10:00,2024-10-18T13:50:00,100.61,100.43,2981,0.18,LONG,7,2024-10-18T14:00:00,100.43,STOP,-523.39,-972.87
5m_fixed_2.0R,PNB,2024-10-24,LONG,2024-10-24T10:05:00,2024-10-24T10:15:00,95.65,95.10,3136,0.55,LONG,1,2024-10-24T10:25:00,96.75,TARGET,3461.66,3009.13
5m_fixed_2.0R,PNB,2024-10-28,LONG,2024-10-28T13:45:00,2024-10-28T13:55:00,97.82,97.32,3066,0.50,LONG,1,2024-10-28T14:00:00,98.81,TARGET,3041.03,2588.87
5m_fixed_2.0R,PNB,2024-10-30,SHORT,2024-10-30T12:20:00,2024-10-30T12:55:00,97.17,97.34,3087,0.17,SHORT,6,2024-10-30T13:05:00,97.34,STOP,-531.29,-981.64
5m_fixed_2.0R,PNB,2024-10-31,SHORT,2024-10-31T11:10:00,2024-10-31T11:35:00,96.67,96.92,3103,0.25,SHORT,4,2024-10-31T12:25:00,96.16,TARGET,1577.95,1129.19
5m_fixed_2.0R,PNB,2024-11-07,SHORT,2024-11-07T13:10:00,2024-11-07T13:25:00,104.10,104.41,2881,0.31,SHORT,2,2024-11-07T13:45:00,104.41,STOP,-898.64,-1349.18
5m_fixed_2.0R,PNB,2024-11-13,LONG,2024-11-13T12:50:00,2024-11-13T13:15:00,99.74,99.43,3007,0.31,LONG,4,2024-11-13T13:30:00,99.43,STOP,-940.39,-1389.56
5m_fixed_2.0R,PNB,2024-11-27,LONG,2024-11-27T11:25:00,2024-11-27T11:35:00,101.61,101.39,2952,0.22,LONG,1,2024-11-27T11:45:00,101.39,STOP,-639.77,-1089.22
5m_fixed_2.0R,PNB,2024-12-02,SHORT,2024-12-02T13:30:00,2024-12-02T13:55:00,101.49,101.64,2955,0.15,SHORT,4,2024-12-02T14:00:00,101.64,STOP,-428.49,-878.66
5m_fixed_2.0R,PNB,2024-12-06,SHORT,2024-12-06T10:10:00,2024-12-06T10:20:00,104.27,104.89,2877,0.62,SHORT,1,2024-12-06T10:25:00,104.89,STOP,-1791.70,-2243.02
5m_fixed_2.0R,PNB,2024-12-09,SHORT,2024-12-09T09:55:00,2024-12-09T10:10:00,105.98,106.30,2830,0.32,SHORT,2,2024-12-09T11:25:00,106.30,STOP,-892.66,-1343.22
5m_fixed_2.0R,PNB,2024-12-10,LONG,2024-12-10T09:45:00,2024-12-10T09:55:00,106.45,106.17,2818,0.28,LONG,1,2024-12-10T10:10:00,106.17,STOP,-797.67,-1247.04
5m_fixed_2.0R,PNB,2024-12-16,SHORT,2024-12-16T13:15:00,2024-12-16T13:30:00,105.11,105.25,2854,0.14,SHORT,2,2024-12-16T14:00:00,105.25,STOP,-404.13,-854.41
5m_fixed_2.0R,PNB,2024-12-17,LONG,2024-12-17T10:20:00,2024-12-17T10:30:00,104.82,104.57,2862,0.25,LONG,1,2024-12-17T10:35:00,104.57,STOP,-703.26,-1152.73
5m_fixed_2.0R,PNB,2024-12-24,SHORT,2024-12-24T11:10:00,2024-12-24T11:35:00,98.29,98.50,3052,0.21,SHORT,4,2024-12-24T12:55:00,98.33,TIME_STOP,-122.08,-572.14
5m_fixed_2.0R,PNB,2024-12-31,SHORT,2024-12-31T11:15:00,2024-12-31T11:30:00,98.91,99.21,3033,0.30,SHORT,2,2024-12-31T12:40:00,99.21,STOP,-898.17,-1348.83
5m_fixed_2.0R,PNB,2025-01-24,LONG,2025-01-24T14:00:00,2025-01-24T14:10:00,95.10,94.70,3154,0.40,LONG,1,2025-01-24T15:15:00,94.70,STOP,-1272.64,-1721.61
5m_fixed_2.0R,PNB,2025-01-28,LONG,2025-01-28T11:55:00,2025-01-28T12:05:00,94.41,94.08,3177,0.33,LONG,1,2025-01-28T12:25:00,94.08,STOP,-1044.31,-1493.44
5m_fixed_2.0R,PNB,2025-01-31,SHORT,2025-01-31T12:55:00,2025-01-31T13:10:00,95.98,96.19,3125,0.21,SHORT,2,2025-01-31T13:15:00,96.19,STOP,-664.53,-1114.93
5m_fixed_2.0R,PNB,2025-02-01,SHORT,2025-02-01T11:45:00,2025-02-01T11:55:00,96.60,97.05,3105,0.45,SHORT,1,2025-02-01T12:00:00,97.05,STOP,-1409.05,-1860.02
5m_fixed_2.0R,PNB,2025-02-03,SHORT,2025-02-03T13:45:00,2025-02-03T13:55:00,95.34,95.59,3146,0.25,SHORT,1,2025-02-03T15:05:00,95.59,STOP,-798.59,-1249.10
5m_fixed_2.0R,PNB,2025-02-10,LONG,2025-02-10T13:30:00,2025-02-10T13:50:00,95.54,95.35,3140,0.19,LONG,3,2025-02-10T14:00:00,95.35,STOP,-595.28,-1044.83
5m_fixed_2.0R,PNB,2025-02-13,SHORT,2025-02-13T12:40:00,2025-02-13T13:05:00,92.97,93.18,3226,0.21,SHORT,4,2025-02-13T13:25:00,92.54,TARGET,1377.25,928.40
5m_fixed_2.0R,PNB,2025-02-17,LONG,2025-02-17T13:20:00,2025-02-17T13:35:00,90.32,90.05,3321,0.27,LONG,2,2025-02-17T13:55:00,90.05,STOP,-905.66,-1354.91
5m_fixed_2.0R,PNB,2025-02-18,SHORT,2025-02-18T12:25:00,2025-02-18T12:40:00,89.20,89.43,3363,0.23,SHORT,2,2025-02-18T13:30:00,88.73,TARGET,1568.51,1119.72
5m_fixed_2.0R,PNB,2025-02-21,SHORT,2025-02-21T13:25:00,2025-02-21T13:40:00,91.34,91.54,3284,0.20,SHORT,2,2025-02-21T14:00:00,91.54,STOP,-663.03,-1113.46
5m_fixed_2.0R,PNB,2025-02-24,LONG,2025-02-24T11:45:00,2025-02-24T12:00:00,91.55,91.28,3276,0.27,LONG,2,2025-02-24T12:05:00,91.28,STOP,-892.65,-1341.86
5m_fixed_2.0R,PNB,2025-03-06,SHORT,2025-03-06T12:25:00,2025-03-06T12:50:00,88.34,88.52,3395,0.18,SHORT,4,2025-03-06T13:10:00,88.52,STOP,-600.40,-1050.72
5m_fixed_2.0R,PNB,2025-03-07,SHORT,2025-03-07T10:15:00,2025-03-07T10:30:00,88.99,89.22,3371,0.23,SHORT,2,2025-03-07T11:50:00,88.54,TARGET,1533.78,1084.95
5m_fixed_2.0R,PNB,2025-03-17,LONG,2025-03-17T11:30:00,2025-03-17T11:40:00,84.93,84.75,3532,0.18,LONG,1,2025-03-17T11:50:00,84.75,STOP,-648.13,-1097.60
5m_fixed_2.0R,PNB,2025-03-20,LONG,2025-03-20T12:25:00,2025-03-20T12:40:00,89.30,89.14,3359,0.16,LONG,2,2025-03-20T12:55:00,89.14,STOP,-529.27,-978.81
5m_fixed_2.0R,PNB,2025-04-15,SHORT,2025-04-15T12:05:00,2025-04-15T12:15:00,93.54,93.70,3207,0.16,SHORT,1,2025-04-15T12:30:00,93.70,STOP,-504.59,-954.95
5m_fixed_2.0R,PNB,2025-04-17,LONG,2025-04-17T10:55:00,2025-04-17T11:25:00,96.65,96.43,3103,0.22,LONG,5,2025-04-17T11:30:00,96.43,STOP,-688.44,-1137.78
5m_fixed_2.0R,PNB,2025-04-28,LONG,2025-04-28T11:50:00,2025-04-28T12:25:00,98.87,98.64,3034,0.23,LONG,6,2025-04-28T12:50:00,99.34,TARGET,1421.74,970.72
5m_fixed_2.0R,PNB,2025-04-29,LONG,2025-04-29T12:20:00,2025-04-29T12:40:00,99.99,99.74,3000,0.25,LONG,3,2025-04-29T13:55:00,99.74,STOP,-738.17,-1187.57
5m_fixed_2.0R,PNB,2025-04-30,SHORT,2025-04-30T12:50:00,2025-04-30T13:05:00,98.13,98.28,3057,0.15,SHORT,2,2025-04-30T13:50:00,97.82,TARGET,947.40,498.14
5m_fixed_2.0R,PNB,2025-05-15,LONG,2025-05-15T11:20:00,2025-05-15T11:35:00,95.42,95.25,3143,0.17,LONG,2,2025-05-15T12:10:00,95.25,STOP,-524.17,-973.63
5m_fixed_2.0R,PNB,2025-05-20,LONG,2025-05-20T12:55:00,2025-05-20T13:10:00,98.30,98.11,3051,0.19,LONG,2,2025-05-20T13:40:00,98.11,STOP,-584.73,-1034.16
5m_fixed_2.0R,PNB,2025-06-10,SHORT,2025-06-10T12:15:00,2025-06-10T12:40:00,108.20,108.38,2772,0.18,SHORT,4,2025-06-10T12:45:00,108.38,STOP,-490.90,-941.16
5m_fixed_2.0R,PNB,2025-06-11,SHORT,2025-06-11T13:05:00,2025-06-11T13:20:00,107.68,107.83,2786,0.15,SHORT,2,2025-06-11T13:25:00,107.38,TARGET,824.07,374.69
