date,venue,rows,minutes,first_stamp,last_stamp,n_expiries,near_expiry,dte,oi_null_pct,oi_zero_pct,iv_null_pct,bid_null_pct,n_strikes_near,strike_step
2026-07-02,NIFTY,123000,375,09:15:00,15:30:00,4,2026-07-07,5,0.0,8.37,22.1,0.0,44,50.0
2026-07-02,SENSEX,123000,375,09:15:11,15:30:13,4,2026-07-02,0,0.0,35.06,27.36,0.0,46,100.0
2026-07-03,NIFTY,122672,374,09:15:00,15:30:00,4,2026-07-07,4,0.0,7.26,22.48,0.0,44,50.0
2026-07-03,SENSEX,122016,372,09:15:10,15:30:16,4,2026-07-09,6,0.0,28.28,7.46,0.0,45,100.0
2026-07-06,NIFTY,122344,373,09:15:00,15:30:00,4,2026-07-07,1,0.0,6.32,25.81,0.0,44,50.0
2026-07-06,SENSEX,121688,371,09:15:12,15:30:23,4,2026-07-09,3,0.0,24.13,10.39,0.0,46,100.0
2026-07-07,NIFTY,122672,374,09:15:00,15:30:00,4,2026-07-07,0,0.0,5.62,41.1,0.0,45,50.0
2026-07-07,SENSEX,123000,375,09:15:14,15:30:23,4,2026-07-09,2,0.0,21.75,8.02,0.0,47,100.0
2026-07-08,NIFTY,122672,374,09:15:00,15:30:00,4,2026-07-14,6,0.0,13.8,28.89,0.0,51,50.0
2026-07-08,SENSEX,121688,371,09:15:12,15:30:22,4,2026-07-09,1,0.0,18.42,14.49,0.0,56,100.0
2026-07-09,NIFTY,123000,375,09:15:00,15:30:00,4,2026-07-14,5,0.0,8.41,23.92,0.0,44,50.0
2026-07-09,SENSEX,122344,373,09:15:16,15:30:21,4,2026-07-09,0,0.0,11.72,32.52,0.0,48,100.0
2026-07-10,NIFTY,122672,374,09:15:00,15:30:00,4,2026-07-14,4,0.0,9.0,23.18,0.0,44,50.0
2026-07-10,SENSEX,123000,375,09:15:12,15:30:17,4,2026-07-16,6,0.0,28.52,9.35,0.0,43,100.0
2026-07-13,NIFTY,122344,373,09:15:00,15:30:00,4,2026-07-14,1,0.0,6.88,28.22,0.0,46,50.0
2026-07-13,SENSEX,123000,375,09:15:19,15:30:12,4,2026-07-16,3,0.0,27.42,8.13,0.0,50,100.0
2026-07-14,NIFTY,122672,374,09:15:00,15:30:00,4,2026-07-14,0,0.0,5.19,44.87,0.0,43,50.0
2026-07-14,SENSEX,118736,362,09:15:12,15:30:14,4,2026-07-16,2,0.0,24.94,10.23,0.0,45,100.0
2026-07-15,NIFTY,122344,373,09:15:00,15:30:00,4,2026-07-21,6,0.0,11.88,16.69,0.0,45,50.0
2026-07-15,SENSEX,122672,374,09:15:13,22:04:01,4,2026-07-16,1,0.0,19.47,11.96,0.0,47,100.0
2026-07-16,NIFTY,123328,376,09:15:00,15:30:00,4,2026-07-21,5,0.0,10.37,17.8,0.0,44,50.0
2026-07-16,SENSEX,121688,371,09:15:13,15:30:18,4,2026-07-16,0,0.0,18.29,27.27,0.0,46,100.0
2026-07-17,NIFTY,122016,372,09:15:00,15:30:00,4,2026-07-21,4,0.0,11.4,23.77,0.0,45,50.0
2026-07-17,SENSEX,122344,373,09:15:22,15:30:34,4,2026-07-23,6,0.0,34.4,9.96,0.0,50,100.0
2026-07-20,NIFTY,118736,362,09:15:00,15:30:00,4,2026-07-21,1,0.0,9.73,24.09,0.0,43,50.0
2026-07-20,SENSEX,119064,363,09:15:19,15:30:24,4,2026-07-23,3,0.0,30.18,9.22,0.0,45,100.0
2026-07-21,NIFTY,123328,376,09:15:00,15:30:00,4,2026-07-21,0,0.0,6.17,37.49,0.0,43,50.0
2026-07-21,SENSEX,121032,369,09:15:11,15:30:13,4,2026-07-23,2,0.0,29.06,7.55,0.0,45,100.0
2026-07-22,NIFTY,121688,371,09:15:00,15:30:00,4,2026-07-28,6,0.0,13.37,17.07,0.0,45,50.0
2026-07-22,SENSEX,122344,373,09:15:23,15:30:28,4,2026-07-23,1,0.0,26.53,14.05,0.0,47,100.0
2026-07-23,NIFTY,122016,372,09:15:00,15:30:00,4,2026-07-28,5,0.0,10.29,17.53,0.0,45,50.0
2026-07-23,SENSEX,122344,373,09:15:23,15:30:24,4,2026-07-23,0,0.0,22.02,27.65,0.0,46,100.0
2026-07-24,NIFTY,123328,376,09:15:00,15:30:00,4,2026-07-28,4,0.0,7.82,19.08,0.0,45,50.0
2026-07-24,SENSEX,122672,374,09:15:09,15:30:13,4,2026-07-30,6,0.0,35.98,7.87,0.0,48,100.0
2026-07-27,NIFTY,123328,376,09:15:00,15:30:00,4,2026-07-28,1,0.0,7.27,23.91,0.0,43,50.0
2026-07-27,SENSEX,123328,376,09:15:13,15:30:18,4,2026-07-30,3,0.0,22.87,11.95,0.0,45,100.0
2026-07-28,NIFTY,123328,376,09:15:00,15:30:00,4,2026-07-28,0,0.0,7.06,39.54,0.0,43,50.0
2026-07-28,SENSEX,121688,371,09:15:13,15:30:13,4,2026-07-30,2,0.0,21.96,8.12,0.0,44,100.0
2026-07-29,NIFTY,123000,375,09:15:00,15:30:00,4,2026-08-04,6,0.0,8.22,12.37,0.0,44,50.0
2026-07-29,SENSEX,119064,363,09:15:11,15:30:18,4,2026-07-30,1,0.0,22.86,15.56,0.0,45,100.0
2026-07-30,NIFTY,122672,374,09:15:00,15:30:00,4,2026-08-04,5,0.0,7.36,15.54,0.0,44,50.0
2026-07-30,SENSEX,120048,366,09:15:12,15:30:14,4,2026-07-30,0,0.0,21.3,27.16,0.0,46,100.0
2026-07-31,NIFTY,123328,376,09:15:00,15:30:00,4,2026-08-04,4,0.0,7.49,14.91,0.0,44,50.0
2026-07-31,SENSEX,121688,371,09:15:11,15:30:17,4,2026-08-06,6,0.0,16.97,2.61,0.0,46,100.0
2026-08-03,NIFTY,123000,375,09:15:00,15:30:00,4,2026-08-04,1,0.0,5.89,19.0,0.0,46,50.0
2026-08-03,SENSEX,121688,371,09:15:16,15:30:30,4,2026-08-06,3,0.0,16.15,12.42,0.0,44,100.0
2026-08-04,NIFTY,122672,374,09:15:00,15:30:00,4,2026-08-04,0,0.0,2.95,36.19,0.0,46,50.0
2026-08-04,SENSEX,123000,375,09:15:14,15:30:19,4,2026-08-06,2,0.0,11.64,9.83,0.0,48,100.0
2026-08-05,NIFTY,122344,373,09:15:00,15:30:00,4,2026-08-11,6,0.0,12.72,16.42,0.0,44,50.0
2026-08-05,SENSEX,122672,374,09:15:19,15:30:29,4,2026-08-06,1,0.0,10.98,10.7,0.0,47,100.0
2026-08-06,NIFTY,122672,374,09:15:00,15:30:00,4,2026-08-11,5,0.0,11.77,16.93,0.0,42,50.0
2026-08-06,SENSEX,122344,373,09:15:19,15:30:18,4,2026-08-06,0,0.0,12.78,26.93,0.0,44,100.0
2026-08-07,NIFTY,122344,373,09:16:00,15:30:00,4,2026-08-11,4,0.0,10.11,18.38,0.0,43,50.0
2026-08-07,SENSEX,119720,365,09:15:11,15:30:14,4,2026-08-13,6,0.0,24.82,3.97,0.0,44,100.0
2026-08-10,NIFTY,123000,375,09:15:00,15:30:00,4,2026-08-11,1,0.0,9.04,24.98,0.0,43,50.0
2026-08-10,SENSEX,122672,374,09:15:12,15:30:21,4,2026-08-13,3,0.0,22.26,7.64,0.0,45,100.0
2026-08-11,NIFTY,123328,376,09:15:00,15:30:00,4,2026-08-11,0,0.0,8.09,40.32,0.0,44,50.0
2026-08-11,SENSEX,115456,352,09:15:12,15:30:15,4,2026-08-13,2,0.0,21.23,10.49,0.0,44,100.0
2026-08-12,NIFTY,123000,375,09:15:00,15:30:00,4,2026-08-18,6,0.0,22.16,21.9,0.0,45,50.0
2026-08-12,SENSEX,112504,343,09:15:15,15:30:13,4,2026-08-13,1,0.0,21.16,17.59,0.0,47,100.0
2026-08-13,NIFTY,123328,376,09:15:00,15:30:00,4,2026-08-18,5,0.0,20.43,22.58,0.0,44,50.0
2026-08-13,SENSEX,118736,362,09:15:10,15:30:14,4,2026-08-13,0,0.0,18.49,30.95,0.0,45,100.0
2026-08-14,NIFTY,122672,374,09:15:00,15:30:00,4,2026-08-18,4,0.0,19.08,22.18,0.0,43,50.0
2026-08-14,SENSEX,121032,369,09:15:14,15:30:17,4,2026-08-20,6,0.0,38.58,7.8,0.0,44,100.0
2026-08-17,NIFTY,125624,383,09:15:00,15:40:00,4,2026-08-18,1,0.0,17.16,28.3,0.0,43,50.0
2026-08-17,SENSEX,122016,372,09:15:15,15:40:10,4,2026-08-20,3,0.0,36.8,14.45,0.0,45,100.0
2026-08-18,NIFTY,124968,381,09:15:00,15:40:00,4,2026-08-18,0,0.0,13.35,40.09,0.0,43,50.0
2026-08-18,SENSEX,124968,381,09:15:12,15:39:33,4,2026-08-20,2,0.0,37.12,14.12,0.0,45,100.0
2026-08-19,NIFTY,124968,381,09:15:00,15:40:00,4,2026-08-25,6,0.0,21.72,25.77,0.0,43,50.0
2026-08-19,SENSEX,124968,381,09:15:14,15:40:11,4,2026-08-20,1,0.0,33.56,28.41,0.0,45,100.0
2026-08-20,NIFTY,86264,263,09:15:00,13:37:00,4,2026-08-25,5,0.0,19.09,24.84,0.0,42,50.0
2026-08-20,SENSEX,86264,263,09:15:13,13:37:07,4,2026-08-20,0,0.0,27.67,36.01,0.0,43,100.0
