detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct
darvas,71.6,1,1,1.0,1,1.0,7.3,18.8,1.16,99.4,17.1,8.0,12.5,OPEN,70,MANAPPURAM,2025-06-09,4.15,12.9,6.9
darvas,64.9,1,1,1.0,1,1.0,6.4,6.1,0.77,98.6,14.7,-0.7,3.5,OPEN,10,MANAPPURAM,2025-09-03,1.83,15.9,1.1
flat,62.0,1,1,,1,,6.4,5.2,0.68,96.6,12.5,-12.5,2.1,STOP,4,MANAPPURAM,2018-05-03,2.83,11.4,2.6
flat,57.5,1,1,,0,,7.0,-13.0,0.75,80.8,11.8,-11.8,4.2,STOP,5,MANAPPURAM,2018-08-02,1.67,11.8,1.5
flat,55.6,1,1,1.0,1,,-1.9,13.7,1.06,74.3,13.5,11.7,39.3,OPEN,93,MANAPPURAM,2019-02-07,8.21,11.9,3.3
flat,52.1,1,1,1.0,0,1.0,0.5,-6.1,0.73,85.1,10.8,-10.8,52.5,STOP,88,MANAPPURAM,2019-09-20,1.86,10.3,1.7
flat,58.0,1,1,1.0,1,1.0,2.9,11.6,0.83,97.3,9.6,-9.6,6.1,STOP,9,MANAPPURAM,2020-01-16,1.65,9.3,1.2
flat,60.9,1,1,1.0,1,1.0,6.5,9.1,1.08,85.9,11.3,-11.3,4.5,STOP,1,MANAPPURAM,2020-11-26,1.59,11.0,1.6
flat,58.4,1,1,1.0,1,1.0,3.0,8.7,0.92,85.9,11.3,-3.1,29.7,OPEN,88,MANAPPURAM,2021-07-02,1.63,10.4,2.2
flat,49.2,0,0,1.0,0,1.0,2.5,-4.1,0.81,77.6,10.8,-10.8,25.0,STOP,26,MANAPPURAM,2021-10-01,2.51,10.3,1.6
flat,59.8,1,1,0.0,1,,5.3,0.6,0.64,47.6,10.8,0.9,22.9,OPEN,109,MANAPPURAM,2022-11-09,4.04,10.0,1.9
flat,57.0,1,1,1.0,0,,6.4,5.8,1.03,52.2,9.1,38.6,43.5,OPEN,119,MANAPPURAM,2023-06-12,1.62,9.2,0.7
flat,46.5,0,0,0.0,0,,-2.2,-25.7,0.66,67.8,10.2,42.9,50.8,OPEN,76,MANAPPURAM,2024-12-03,2.21,11.3,0.1
flat,56.6,1,1,1.0,1,1.0,2.6,15.3,0.61,94.7,11.4,15.5,20.4,OPEN,71,MANAPPURAM,2025-06-06,4.01,11.1,1.6
darvas,69.5,1,1,,1,,6.7,4.7,1.13,98.5,16.2,4.3,23.7,OPEN,104,MANKIND,2023-11-20,3.88,15.6,3.3
darvas,61.1,1,1,1.0,1,1.0,7.2,13.7,2.75,98.0,15.3,-15.3,6.6,STOP,16,MANKIND,2024-03-27,2.31,14.2,3.3
darvas,66.1,1,1,1.0,1,1.0,9.7,5.9,1.56,97.6,16.8,-16.8,5.7,STOP,2,MANKIND,2024-12-19,3.57,17.9,2.0
darvas,70.2,1,1,1.0,1,,8.8,-0.1,2.26,84.4,15.5,-11.6,0.7,OPEN,1,MANKIND,2025-07-14,3.82,15.9,2.1
flat,64.1,1,1,,1,,4.1,1.3,1.03,96.1,12.2,9.7,29.7,OPEN,105,MANKIND,2023-11-17,1.57,11.3,2.3
flat,57.9,1,1,1.0,1,1.0,6.9,11.7,1.09,96.4,9.9,-9.9,10.6,STOP,17,MANKIND,2024-03-26,21.65,10.9,0.0
flat,54.9,1,1,1.0,1,1.0,3.4,5.0,1.15,92.6,10.7,-10.7,8.9,STOP,3,MANKIND,2024-12-18,6.46,10.1,1.7
flat,67.7,1,1,1.0,0,,6.8,1.0,1.95,83.3,11.4,-7.5,5.4,OPEN,2,MANKIND,2025-07-11,5.37,11.6,1.2
darvas,62.4,1,1,,1,,3.6,9.6,0.94,99.1,7.4,-7.4,9.3,STOP,28,MARICO,2018-07-13,3.21,7.4,0.6
darvas,66.5,1,1,,1,,5.9,15.5,1.44,97.2,7.6,-7.6,5.3,STOP,15,MARICO,2018-08-01,1.64,7.5,0.6
darvas,54.5,1,1,1.0,1,1.0,-0.4,23.2,0.88,86.7,5.8,-5.8,5.8,STOP,27,MARICO,2020-07-28,3.43,5.6,0.6
darvas,51.4,1,1,1.0,1,1.0,0.0,-1.3,0.84,94.8,14.8,29.1,36.5,OPEN,115,MARICO,2021-05-03,8.82,14.1,2.9
darvas,65.8,1,1,1.0,1,1.0,4.7,25.3,0.64,99.2,4.2,1.4,20.1,OPEN,85,MARICO,2021-06-15,1.63,2.8,1.5
darvas,53.6,1,1,1.0,1,1.0,-1.3,15.9,0.83,96.0,4.2,-4.2,1.0,STOP,1,MARICO,2021-07-30,3.12,3.9,0.5
darvas,62.4,1,1,1.0,1,1.0,2.1,12.1,1.36,98.9,9.0,-9.0,8.0,STOP,30,MARICO,2021-09-02,2.33,8.0,1.7
darvas,55.7,1,1,1.0,0,1.0,1.6,3.3,1.1,84.2,9.2,-9.2,1.8,STOP,1,MARICO,2022-03-16,1.94,9.9,0.3
darvas,59.9,1,1,1.0,1,1.0,2.3,10.9,1.13,88.1,14.3,-12.8,0.9,OPEN,1,MARICO,2022-09-22,2.98,16.3,0.3
darvas,61.3,1,1,1.0,1,1.0,4.4,11.4,0.95,91.2,10.6,-10.6,3.6,STOP,44,MARICO,2023-07-28,5.05,8.9,2.8
darvas,57.0,1,1,0.0,0,,4.2,-1.2,0.82,85.1,6.6,21.8,35.7,OPEN,104,MARICO,2024-05-06,2.08,5.2,1.8
darvas,57.9,1,1,1.0,1,1.0,3.4,3.4,0.73,93.2,7.0,-7.0,0.0,STOP,0,MARICO,2025-02-01,2.08,5.3,2.1
flat,62.4,1,1,,1,,3.6,9.6,0.94,99.1,9.9,-9.9,9.3,STOP,28,MARICO,2018-07-13,3.21,10.4,0.6
flat,66.5,1,1,,1,,5.9,15.5,1.44,97.2,10.9,-10.9,5.3,STOP,15,MARICO,2018-08-01,1.64,11.5,0.6
flat,53.9,1,1,,1,,2.5,13.0,0.66,96.7,10.8,-10.8,1.6,STOP,1,MARICO,2018-08-23,2.25,10.0,1.9
flat,54.5,1,1,1.0,1,1.0,-0.4,23.2,0.88,86.7,9.5,15.7,19.5,OPEN,116,MARICO,2020-07-28,3.43,9.9,0.6
flat,51.4,1,1,1.0,1,1.0,0.0,-1.3,0.84,94.8,11.5,29.1,36.5,OPEN,115,MARICO,2021-05-03,8.82,8.5,4.1
flat,65.8,1,1,1.0,1,1.0,4.7,25.3,0.64,99.2,9.8,1.4,20.1,OPEN,85,MARICO,2021-06-15,1.63,9.2,1.5
flat,62.9,1,1,1.0,1,1.0,6.0,23.9,0.79,96.6,12.4,-6.6,13.0,OPEN,75,MARICO,2021-06-29,3.14,11.9,2.0
flat,53.6,1,1,1.0,1,1.0,-1.3,15.9,0.83,96.0,11.0,-11.0,11.2,STOP,53,MARICO,2021-07-30,3.12,11.8,0.5
flat,62.4,1,1,1.0,1,1.0,2.1,12.1,1.36,98.9,9.2,-9.2,8.0,STOP,30,MARICO,2021-09-02,2.33,8.3,1.7
flat,55.7,1,1,1.0,0,1.0,1.6,3.3,1.1,84.2,9.7,-9.7,1.8,STOP,1,MARICO,2022-03-16,1.94,10.4,0.3
flat,59.9,1,1,1.0,1,1.0,2.3,10.9,1.13,88.1,8.1,-8.1,0.9,STOP,1,MARICO,2022-09-22,2.98,6.7,2.0
flat,58.5,1,1,0.0,0,,2.2,-2.7,1.51,80.6,6.1,8.1,19.7,OPEN,109,MARICO,2023-04-26,1.6,5.2,1.3
flat,55.9,1,1,0.0,0,,2.3,-0.1,1.1,81.2,12.8,0.6,12.1,OPEN,102,MARICO,2023-05-08,6.38,9.0,5.2
flat,49.5,0,1,1.0,1,1.0,1.9,6.0,0.82,87.7,7.4,-7.4,7.4,STOP,45,MARICO,2023-07-27,2.81,7.9,0.0
flat,67.0,1,1,1.0,0,,7.9,1.8,0.94,87.3,16.7,8.8,23.4,OPEN,103,MARICO,2024-05-07,15.23,11.2,7.9
flat,69.2,1,1,1.0,1,1.0,3.2,18.5,1.17,99.1,13.3,-1.9,11.5,OPEN,82,MARICO,2024-06-05,4.33,10.1,4.8
flat,57.9,1,1,1.0,1,1.0,3.4,3.4,0.73,93.2,10.7,-10.7,0.0,STOP,0,MARICO,2025-02-01,2.08,9.6,2.1
darvas,60.8,1,1,1.0,1,1.0,6.7,22.6,0.76,98.0,17.9,25.2,60.1,OPEN,114,MARUTI,2005-11-18,1.98,19.7,1.8
darvas,56.9,1,1,1.0,1,1.0,3.2,15.5,0.84,96.2,14.1,5.2,38.0,OPEN,70,MARUTI,2006-01-20,2.42,13.2,2.8
darvas,56.8,1,1,1.0,1,,4.4,4.6,1.58,84.0,15.9,-15.9,2.2,STOP,4,MARUTI,2007-08-03,1.51,18.7,0.2
darvas,65.7,1,1,1.0,1,1.0,12.4,47.3,0.71,98.4,11.8,-11.8,6.0,STOP,6,MARUTI,2009-09-18,1.71,9.6,3.4
darvas,65.6,1,1,1.0,1,1.0,2.4,23.6,0.84,80.1,7.2,-7.2,14.0,STOP,67,MARUTI,2012-10-31,2.93,5.7,2.0
darvas,61.3,1,1,1.0,1,1.0,7.3,11.2,1.77,92.1,7.8,-7.8,1.9,STOP,7,MARUTI,2013-01-28,1.56,8.1,0.4
darvas,68.0,1,1,1.0,1,1.0,10.9,25.5,0.87,91.7,7.4,-7.4,10.5,STOP,35,MARUTI,2013-11-19,1.81,6.6,1.4
darvas,59.7,1,1,1.0,1,1.0,4.4,26.3,0.77,96.5,12.8,33.1,34.3,OPEN,123,MARUTI,2014-07-01,3.79,11.1,3.1
darvas,54.4,1,1,1.0,1,1.0,2.4,-1.1,1.39,96.3,12.1,17.6,24.6,OPEN,108,MARUTI,2015-04-28,3.6,11.9,1.7
darvas,61.0,1,1,1.0,1,1.0,0.7,2.0,0.66,97.7,9.3,17.3,23.4,OPEN,120,MARUTI,2015-06-01,1.62,10.0,0.3
darvas,64.8,1,1,1.0,1,1.0,6.4,16.1,0.98,99.0,5.9,2.9,15.4,OPEN,88,MARUTI,2015-07-15,1.95,4.7,1.5
darvas,56.1,1,1,1.0,1,1.0,2.3,7.8,1.04,97.4,7.9,23.5,29.3,OPEN,110,MARUTI,2017-04-05,2.11,6.7,1.7
darvas,64.0,1,1,1.0,1,1.0,5.9,27.2,0.84,70.8,5.6,-5.6,2.2,STOP,5,MARUTI,2020-09-04,1.7,5.7,0.2
darvas,60.8,1,1,1.0,1,1.0,3.6,-0.2,1.1,72.1,19.0,-5.2,7.6,OPEN,27,MARUTI,2020-12-03,3.29,17.2,5.3
darvas,53.2,1,1,1.0,1,1.0,-2.2,8.1,0.61,75.7,10.1,-10.1,3.9,STOP,2,MARUTI,2021-01-08,2.2,11.2,0.0
darvas,51.5,0,1,1.0,1,1.0,-2.0,9.7,0.76,75.1,10.4,-10.4,3.9,STOP,2,MARUTI,2021-11-16,3.27,8.4,3.0
darvas,57.9,1,1,1.0,1,1.0,10.3,7.6,0.95,80.6,18.7,-18.7,5.2,STOP,11,MARUTI,2022-01-25,2.79,19.7,2.8
darvas,50.8,0,1,1.0,1,1.0,-0.3,4.1,1.18,77.9,14.6,-1.6,18.1,OPEN,87,MARUTI,2022-06-23,2.31,14.2,2.5
darvas,56.1,1,1,1.0,1,1.0,0.3,17.1,0.87,89.7,7.0,-7.0,2.6,STOP,6,MARUTI,2022-09-15,2.28,7.4,0.1
darvas,59.4,1,1,1.0,1,1.0,3.6,3.1,0.7,90.5,10.4,-10.4,2.9,STOP,1,MARUTI,2022-10-28,3.18,11.1,0.4
darvas,69.2,1,1,1.0,1,1.0,5.9,0.1,1.48,89.5,10.4,13.3,19.5,OPEN,119,MARUTI,2023-05-08,1.54,11.1,0.5
darvas,69.1,1,1,1.0,1,1.0,4.8,3.1,1.1,99.4,10.4,12.0,13.4,OPEN,119,MARUTI,2023-09-01,2.42,8.5,2.9
darvas,60.0,1,1,1.0,1,1.0,1.1,12.9,0.85,98.9,6.8,6.2,14.6,OPEN,89,MARUTI,2024-03-20,1.87,5.3,1.9
darvas,58.1,1,1,1.0,1,,0.6,7.4,0.98,87.7,3.6,-3.6,9.3,STOP,2,MARUTI,2025-01-31,1.7,2.8,1.0
darvas,63.9,1,1,1.0,1,1.0,4.2,3.9,0.89,94.6,14.6,10.0,18.4,OPEN,45,MARUTI,2025-08-18,6.42,8.9,7.5
flat,56.9,1,1,1.0,1,1.0,3.2,15.5,0.84,96.2,14.1,5.2,38.0,OPEN,70,MARUTI,2006-01-20,2.42,11.8,4.1
flat,66.4,1,1,1.0,1,1.0,5.6,26.7,1.33,98.3,13.0,-13.0,18.5,STOP,45,MARUTI,2006-02-28,4.07,11.7,2.8
flat,60.5,1,1,1.0,0,1.0,5.1,-6.3,0.89,84.0,10.7,-10.7,1.9,STOP,6,MARUTI,2010-03-02,1.94,11.5,0.4
flat,56.9,1,0,0.0,0,,1.4,-13.5,1.14,74.6,12.0,-12.0,7.9,STOP,26,MARUTI,2010-06-04,1.51,11.1,2.3
flat,67.3,1,1,1.0,0,,5.7,-3.5,0.63,76.4,10.6,-10.6,17.7,STOP,30,MARUTI,2010-09-14,2.34,10.4,1.3
flat,46.0,0,0,0.0,0,,-2.8,-13.7,0.93,69.5,11.3,-11.3,3.9,STOP,2,MARUTI,2011-03-01,2.35,11.4,1.2
flat,51.6,1,0,0.0,0,,0.0,-5.4,1.11,67.7,10.2,-10.2,6.1,STOP,10,MARUTI,2011-07-27,1.57,10.7,0.6
flat,58.2,1,1,0.0,0,,4.0,-0.4,1.14,69.8,10.8,-10.8,0.3,STOP,1,MARUTI,2011-08-10,2.21,7.8,4.0
flat,54.9,1,1,0.0,0,,3.3,-8.0,1.32,64.0,12.3,-12.3,2.9,STOP,1,MARUTI,2011-10-25,1.54,11.8,2.0
flat,60.1,1,1,0.0,0,,10.0,-4.2,0.75,58.0,18.2,10.7,28.9,OPEN,40,MARUTI,2012-01-17,4.79,11.9,9.2
flat,48.0,1,0,0.0,0,,4.3,-14.4,0.86,64.5,10.2,33.1,33.9,OPEN,125,MARUTI,2012-06-29,1.79,10.7,0.5
flat,65.6,1,1,1.0,1,1.0,2.4,23.6,0.84,80.1,12.3,-12.3,14.0,STOP,67,MARUTI,2012-10-31,2.93,11.8,2.0
flat,57.7,1,1,1.0,1,1.0,4.3,21.1,0.74,82.8,10.7,-10.7,9.7,STOP,55,MARUTI,2012-11-19,2.06,11.5,0.4
flat,61.3,1,1,1.0,1,1.0,7.3,11.2,1.77,92.1,9.8,-9.8,1.9,STOP,7,MARUTI,2013-01-28,1.56,10.4,0.4
flat,56.1,1,1,1.0,1,1.0,1.6,26.2,0.89,92.3,8.4,-8.4,9.4,STOP,23,MARUTI,2013-12-05,2.79,9.1,0.0
flat,68.2,1,1,1.0,1,1.0,8.6,27.1,1.07,99.0,12.1,-12.1,2.8,STOP,12,MARUTI,2013-12-20,1.94,11.9,1.6
flat,66.6,1,1,1.0,1,1.0,2.5,29.3,0.72,98.8,11.5,-11.5,0.8,STOP,1,MARUTI,2014-01-07,2.04,12.0,0.9
flat,59.7,1,1,1.0,1,1.0,4.4,26.3,0.77,96.5,12.8,33.1,34.3,OPEN,123,MARUTI,2014-07-01,3.79,11.1,3.1
flat,70.3,1,1,1.0,1,1.0,4.8,27.9,0.73,99.6,10.4,9.4,19.5,OPEN,120,MARUTI,2014-10-30,4.11,10.9,0.7
flat,53.1,1,1,1.0,1,1.0,-1.5,13.1,0.95,97.0,5.8,14.5,18.6,OPEN,120,MARUTI,2015-01-05,1.91,5.9,0.2
flat,61.4,1,1,1.0,1,1.0,4.8,18.1,1.16,98.7,7.5,19.3,20.3,OPEN,125,MARUTI,2015-01-14,1.64,8.0,0.2
flat,65.9,1,1,1.0,1,1.0,7.8,12.5,1.26,97.7,10.5,15.9,16.9,OPEN,125,MARUTI,2015-01-27,4.29,10.4,1.2
flat,54.4,1,1,1.0,1,1.0,2.4,-1.1,1.39,96.3,11.7,17.6,24.6,OPEN,108,MARUTI,2015-04-28,3.6,11.3,1.7
flat,61.0,1,1,1.0,1,1.0,0.7,2.0,0.66,97.7,9.3,17.3,23.4,OPEN,120,MARUTI,2015-06-01,1.62,10.0,0.3
flat,64.8,1,1,1.0,1,1.0,6.4,16.1,0.98,99.0,11.1,2.9,15.4,OPEN,88,MARUTI,2015-07-15,1.95,10.8,1.5
flat,66.6,1,1,1.0,1,1.0,9.7,-2.4,0.67,96.0,10.1,31.5,32.4,OPEN,124,MARUTI,2017-01-25,1.85,11.1,0.1
flat,56.1,1,1,1.0,1,1.0,2.3,7.8,1.04,97.4,11.8,23.5,29.3,OPEN,110,MARUTI,2017-04-05,2.11,11.1,2.0
flat,66.1,1,1,1.0,1,1.0,5.0,5.8,0.86,99.0,9.0,1.6,12.5,OPEN,9,MARUTI,2017-12-07,2.02,7.6,2.1
flat,64.0,1,1,1.0,1,1.0,5.9,27.2,0.84,70.8,10.5,-10.5,2.2,STOP,5,MARUTI,2020-09-04,1.7,11.5,0.2
flat,60.8,1,1,1.0,1,1.0,3.6,-0.2,1.1,72.1,12.6,-12.6,7.6,STOP,27,MARUTI,2020-12-03,3.29,8.4,5.6
flat,53.2,1,1,1.0,1,1.0,-2.2,8.1,0.61,75.7,10.1,-10.1,3.9,STOP,2,MARUTI,2021-01-08,2.2,11.2,0.0
flat,60.9,1,1,1.0,1,1.0,3.3,2.8,0.77,72.7,10.4,-10.4,3.6,STOP,3,MARUTI,2021-06-23,3.05,10.6,0.9
flat,53.7,1,1,0.0,0,,4.9,-7.5,1.12,69.5,11.0,-11.0,22.2,STOP,94,MARUTI,2021-09-27,3.73,10.0,2.1
flat,51.5,0,1,1.0,1,1.0,-2.0,9.7,0.76,75.1,11.9,-11.9,3.9,STOP,2,MARUTI,2021-11-16,3.27,10.2,3.0
flat,50.8,0,1,1.0,1,1.0,-0.3,4.1,1.18,77.9,12.3,-1.6,18.1,OPEN,87,MARUTI,2022-06-23,2.31,11.6,2.1
flat,56.1,1,1,1.0,1,1.0,0.3,17.1,0.87,89.7,9.1,-9.1,6.1,STOP,30,MARUTI,2022-09-15,2.28,9.8,0.1
flat,59.4,1,1,1.0,1,1.0,3.6,3.1,0.7,90.5,10.4,-10.4,2.9,STOP,1,MARUTI,2022-10-28,3.18,11.1,0.4
flat,69.2,1,1,1.0,1,1.0,5.9,0.1,1.48,89.5,11.0,13.3,19.5,OPEN,119,MARUTI,2023-05-08,1.54,11.8,0.6
flat,59.3,1,1,1.0,1,1.0,-0.9,13.3,0.9,96.5,10.3,0.2,9.4,OPEN,106,MARUTI,2023-07-05,1.7,9.4,2.0
flat,69.1,1,1,1.0,1,1.0,4.8,3.1,1.1,99.4,10.0,12.0,13.4,OPEN,119,MARUTI,2023-09-01,2.42,7.9,2.9
flat,60.0,1,1,1.0,1,1.0,1.1,12.9,0.85,98.9,11.1,6.2,14.6,OPEN,89,MARUTI,2024-03-20,1.87,10.5,1.9
flat,65.6,1,1,1.0,1,1.0,2.7,6.2,0.78,93.5,10.1,-10.1,1.2,STOP,1,MARUTI,2024-09-26,2.65,9.5,1.6
flat,54.3,1,0,0.0,0,,0.7,-10.5,0.67,81.9,9.4,6.8,13.7,OPEN,23,MARUTI,2025-01-02,2.79,6.1,4.1
flat,65.4,1,1,1.0,1,,4.7,8.4,1.07,90.0,13.1,-13.1,4.2,STOP,1,MARUTI,2025-02-01,2.57,9.8,4.8
flat,53.2,1,1,1.0,0,,1.0,-1.1,1.23,86.6,9.8,31.7,35.9,OPEN,121,MARUTI,2025-04-30,2.41,9.2,1.5
flat,63.9,1,1,1.0,1,1.0,4.2,3.9,0.89,94.6,16.5,10.0,18.4,OPEN,45,MARUTI,2025-08-18,6.42,11.5,7.5
darvas,61.8,1,1,,1,,1.6,9.1,2.53,90.4,6.8,-6.8,2.2,STOP,1,MASFIN,2023-07-28,3.71,7.3,0.0
darvas,47.7,0,0,1.0,1,1.0,-3.3,-4.8,0.84,90.6,13.2,-13.2,22.9,STOP,27,MASFIN,2024-01-15,10.68,13.6,1.4
darvas,60.6,1,1,0.0,1,,9.7,9.1,0.94,68.4,9.9,11.6,29.1,OPEN,62,MASFIN,2025-04-17,1.62,9.8,1.1
darvas,53.5,1,1,1.0,1,,-2.8,13.9,1.51,70.0,12.2,8.6,21.2,OPEN,40,MASFIN,2025-05-21,5.51,13.4,0.4
flat,61.8,1,1,,1,,1.6,9.1,2.53,90.4,9.8,25.7,33.8,OPEN,120,MASFIN,2023-07-28,3.71,10.8,0.0
flat,47.7,0,0,1.0,1,1.0,-3.3,-4.8,0.84,90.6,13.2,-13.2,22.9,STOP,27,MASFIN,2024-01-15,10.68,11.5,3.3
flat,53.2,1,0,1.0,0,1.0,2.8,-9.1,0.5,76.9,10.7,-10.7,6.3,STOP,38,MASFIN,2024-04-25,9.9,11.6,0.3
flat,65.9,1,1,1.0,1,1.0,6.1,8.4,1.06,80.7,10.3,-10.3,2.7,STOP,3,MASFIN,2024-06-20,5.06,11.2,0.3
flat,61.0,1,1,1.0,1,1.0,3.1,17.5,0.58,77.5,10.5,3.9,13.4,OPEN,15,MASFIN,2025-06-25,2.09,11.0,0.7
darvas,61.3,1,1,,1,,3.1,27.5,0.69,94.6,17.7,76.3,85.5,OPEN,123,MAXHEALTH,2021-01-07,3.51,18.2,2.8
darvas,54.0,1,1,,1,,-0.1,20.9,2.12,94.9,13.4,54.7,64.4,OPEN,72,MAXHEALTH,2021-06-03,3.11,12.7,2.5
darvas,44.3,0,0,1.0,1,1.0,-1.8,-3.5,1.26,79.0,13.2,6.7,21.7,OPEN,53,MAXHEALTH,2022-08-16,24.17,13.2,1.8
darvas,50.8,0,1,1.0,1,1.0,1.9,7.1,0.79,82.7,9.8,10.8,16.8,OPEN,36,MAXHEALTH,2022-09-09,5.07,8.5,2.1
darvas,58.8,1,1,1.0,1,1.0,6.9,16.4,1.0,94.0,14.9,5.4,8.5,OPEN,112,MAXHEALTH,2022-10-31,1.55,15.7,1.6
darvas,57.5,1,1,1.0,1,1.0,6.4,6.7,0.82,96.8,16.5,20.4,43.1,OPEN,51,MAXHEALTH,2023-11-30,3.27,18.3,1.2
darvas,65.5,1,1,1.0,1,1.0,5.7,22.4,1.5,97.3,19.3,27.7,28.7,OPEN,124,MAXHEALTH,2024-06-14,1.65,19.6,3.7
darvas,69.9,1,1,1.0,1,1.0,10.9,7.8,1.4,98.3,14.1,15.3,24.7,OPEN,75,MAXHEALTH,2024-09-19,1.54,15.8,0.5
flat,44.3,0,0,1.0,1,1.0,-1.8,-3.5,1.26,79.0,12.0,6.7,21.7,OPEN,53,MAXHEALTH,2022-08-16,24.17,11.7,1.8
flat,57.5,1,1,1.0,1,1.0,6.4,6.7,0.82,96.8,10.5,20.4,43.1,OPEN,51,MAXHEALTH,2023-11-30,3.27,11.3,0.4
flat,64.1,1,1,1.0,1,1.0,6.1,0.3,1.31,95.0,13.3,5.4,27.3,OPEN,77,MAXHEALTH,2024-09-17,2.35,11.8,3.2
flat,60.8,1,1,1.0,1,1.0,9.5,15.4,0.88,95.8,10.6,-10.6,10.8,STOP,36,MAXHEALTH,2025-05-15,1.51,11.3,0.6
darvas,63.0,1,1,,1,,3.6,19.6,0.39,95.8,15.4,-15.4,4.1,STOP,14,MAZDOCK,2021-02-11,2.16,16.3,1.7
darvas,66.3,1,1,1.0,1,1.0,4.7,-0.7,0.82,88.4,10.5,-10.5,19.2,STOP,19,MAZDOCK,2021-10-12,3.64,8.8,2.7
darvas,67.9,1,1,1.0,1,1.0,24.3,133.3,0.55,93.8,15.6,6.1,29.2,OPEN,22,MAZDOCK,2022-11-02,3.49,11.2,6.6
darvas,64.1,1,1,1.0,1,1.0,4.5,12.5,1.13,87.1,12.0,140.9,196.4,OPEN,68,MAZDOCK,2023-06-02,3.18,12.2,1.3
darvas,60.9,1,1,1.0,1,1.0,4.8,83.6,0.36,93.3,17.9,-0.1,19.4,OPEN,88,MAZDOCK,2023-09-07,4.66,19.1,2.2
darvas,62.6,1,1,1.0,1,1.0,8.7,12.1,1.07,93.3,7.6,-7.6,1.8,STOP,1,MAZDOCK,2024-01-17,1.59,7.9,0.3
darvas,61.5,1,1,1.0,1,1.0,20.2,-2.9,1.29,90.6,9.3,-9.3,9.3,STOP,2,MAZDOCK,2024-04-24,2.39,9.3,0.9
flat,63.2,1,1,,1,,3.9,,0.7,88.0,19.2,13.0,34.4,OPEN,118,MAZDOCK,2020-12-16,5.72,11.7,10.8
flat,58.2,1,1,,1,,4.2,-6.8,1.57,89.5,11.5,12.9,40.3,OPEN,108,MAZDOCK,2021-06-04,6.87,11.1,1.7
flat,53.0,1,1,1.0,1,1.0,-1.2,24.9,0.5,85.5,10.7,-10.7,1.0,STOP,1,MAZDOCK,2021-07-22,1.84,11.6,0.4
flat,66.3,1,1,1.0,1,1.0,4.7,-0.7,0.82,88.4,11.2,-11.2,19.2,STOP,19,MAZDOCK,2021-10-12,3.64,11.1,1.4
flat,64.8,1,1,1.0,1,1.0,8.1,5.4,1.63,91.9,10.9,-10.9,15.1,STOP,13,MAZDOCK,2021-10-21,3.11,11.3,0.8
flat,53.0,1,0,1.0,0,1.0,4.1,-13.7,1.0,78.3,13.9,-13.9,26.1,STOP,12,MAZDOCK,2022-04-04,10.31,11.0,4.6
flat,49.4,0,1,1.0,1,1.0,1.5,-4.1,0.88,80.5,10.7,-10.7,17.8,STOP,28,MAZDOCK,2023-12-06,3.24,9.7,2.1
flat,57.1,1,1,1.0,1,1.0,4.0,-3.8,1.09,85.4,14.8,-14.8,8.9,STOP,15,MAZDOCK,2023-12-26,6.79,11.0,5.7
flat,54.1,1,0,1.0,0,1.0,1.7,-14.2,0.86,74.0,11.2,-11.2,4.7,STOP,6,MAZDOCK,2025-09-12,2.91,11.2,1.3
darvas,59.1,1,1,0.0,0,,6.8,6.6,0.55,77.5,8.3,-8.3,3.7,STOP,4,MCX,2019-01-09,1.53,8.2,0.8
darvas,58.8,1,1,1.0,1,1.0,1.5,13.1,0.8,83.6,9.3,41.4,44.8,OPEN,123,MCX,2019-04-26,5.48,9.0,1.1
darvas,53.8,1,1,1.0,1,1.0,1.6,3.0,0.76,88.7,12.1,52.6,62.1,OPEN,99,MCX,2019-08-26,2.23,12.1,1.5
darvas,61.7,1,1,1.0,1,1.0,3.9,23.7,0.43,97.5,11.9,-11.9,16.6,STOP,12,MCX,2020-01-03,3.55,11.9,1.4
darvas,67.0,1,1,1.0,1,1.0,7.4,27.1,0.82,93.2,18.6,17.4,30.1,OPEN,66,MCX,2020-07-20,2.24,16.7,5.3
darvas,63.3,1,1,1.0,0,,7.6,10.0,1.74,85.7,15.7,-4.3,25.7,OPEN,62,MCX,2021-07-15,6.17,14.5,3.6
darvas,60.7,1,1,1.0,1,1.0,11.3,9.1,1.03,88.5,8.3,-8.3,24.3,STOP,13,MCX,2021-09-27,2.1,6.7,2.3
darvas,57.7,1,1,1.0,1,1.0,2.5,10.8,0.31,76.3,8.9,126.3,136.3,OPEN,110,MCX,2023-08-31,2.42,8.6,1.0
darvas,60.3,1,1,1.0,1,1.0,13.0,8.6,1.22,83.5,9.8,76.7,109.7,OPEN,94,MCX,2023-09-25,8.21,9.4,1.4
darvas,60.1,1,1,1.0,1,1.0,0.5,24.1,0.63,94.4,15.9,-15.9,1.3,STOP,1,MCX,2024-12-06,2.85,18.0,0.7
darvas,59.6,1,1,1.0,1,1.0,7.5,-0.2,0.79,89.8,16.1,19.8,20.3,OPEN,33,MCX,2025-10-09,2.69,15.5,3.2
flat,48.0,1,0,,0,,0.5,,0.55,79.4,14.8,-14.8,0.8,STOP,1,MCX,2018-03-15,3.69,11.7,5.1
