detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct,stoch_k,stoch_d,macd_hist,macd_positive,macd_bullish,adx,plus_di,minus_di,adx_bullish,atr_pct,bb_pct_b,bb_width,bb_squeeze,supertrend_bull,mfi,cci,williams_r,obv_bullish,psar_bullish,above_ema9,above_ema21,above_ema100,ema9_gt_21,ema20_rising,mom_10d,rsi7,w_above_ema20,w_above_ema50,w_ema20_gt_50,w_rsi,w_macd_positive,w_macd_bullish
darvas,67.6,1,1,1.0,1,1.0,6.3,8.8,1.07,98.9,11.0,12.7,21.8,OPEN,103,GRASIM,2023-12-04,1.69,10.6,1.5,85.76,81.86,8.29,1.0,1.0,24.01,34.38,13.55,1.0,1.66,1.14,7.11,0.0,1.0,78.93,221.69,-14.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.18,80.74,1.0,1.0,1.0,66.31,1.0,1.0
darvas,52.8,1,1,1.0,1,1.0,1.0,5.5,1.07,97.2,6.8,22.2,25.8,OPEN,80,GRASIM,2024-03-28,1.93,6.5,0.7,87.87,73.95,2.77,1.0,1.0,32.07,18.3,17.47,1.0,2.43,1.05,6.0,0.0,1.0,69.55,144.61,-12.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.43,69.07,1.0,1.0,1.0,57.78,1.0,1.0
darvas,63.6,1,1,1.0,0,,3.4,2.9,0.94,87.3,10.4,8.1,13.3,OPEN,122,GRASIM,2025-03-25,1.55,10.4,1.1,89.09,83.35,19.68,1.0,1.0,45.15,30.92,5.13,1.0,1.98,1.16,9.81,0.0,1.0,78.86,241.52,-10.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.78,,0.0,1.0,1.0,39.15,0.0,0.0
darvas,56.5,1,1,1.0,1,1.0,0.7,9.9,0.89,95.1,7.0,-7.0,0.7,STOP,1,GRASIM,2025-05-15,2.1,6.1,1.3,97.68,76.23,-2.74,1.0,0.0,26.1,23.8,14.26,1.0,2.11,1.13,5.52,1.0,1.0,44.26,199.7,-2.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.19,63.65,1.0,1.0,1.0,61.0,1.0,1.0
darvas,68.7,1,1,1.0,1,1.0,10.0,8.1,0.99,98.4,12.9,-5.5,3.3,OPEN,85,GRASIM,2025-06-26,1.87,13.3,1.3,96.38,94.95,24.42,1.0,1.0,45.25,46.69,5.75,1.0,2.04,1.04,14.84,0.0,1.0,87.3,180.96,-3.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.22,,1.0,1.0,1.0,65.41,1.0,1.0
flat,58.6,1,1,,1,,5.0,6.9,1.24,96.2,9.9,101.7,127.9,OPEN,119,GRASIM,2003-04-29,6.63,10.1,0.8,88.81,74.73,0.34,1.0,1.0,25.18,24.08,5.05,1.0,2.97,1.19,9.63,0.0,1.0,84.37,199.74,-11.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.47,80.74,1.0,1.0,1.0,,1.0,1.0
flat,59.0,1,1,1.0,1,1.0,5.7,23.5,0.94,97.9,10.4,42.2,75.3,OPEN,58,GRASIM,2006-02-01,2.35,11.3,0.2,73.51,70.2,0.18,1.0,1.0,29.53,21.92,16.4,1.0,2.92,1.06,5.78,1.0,1.0,74.49,206.84,-26.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.4,74.65,1.0,1.0,1.0,77.01,1.0,1.0
flat,72.6,1,1,1.0,1,1.0,8.4,29.1,0.87,91.6,13.3,-13.3,18.3,STOP,89,GRASIM,2006-09-15,1.96,11.8,3.2,95.78,91.01,1.62,1.0,1.0,38.79,39.9,5.81,1.0,2.3,1.23,12.29,1.0,1.0,84.35,249.44,-4.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.36,79.76,1.0,1.0,1.0,82.6,1.0,1.0
flat,56.8,1,1,1.0,1,1.0,0.1,21.6,0.62,85.1,11.4,37.7,54.2,OPEN,85,GRASIM,2007-06-28,3.85,10.1,2.5,86.08,80.7,2.77,1.0,1.0,30.14,30.75,8.17,1.0,2.95,1.15,11.05,0.0,1.0,87.41,200.88,-13.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.26,83.69,1.0,1.0,1.0,75.29,0.0,1.0
flat,53.4,1,0,0.0,0,,2.6,-8.1,0.85,54.3,11.6,13.2,27.5,OPEN,105,GRASIM,2010-08-16,6.53,9.9,2.9,93.91,70.27,1.68,1.0,1.0,56.76,29.71,5.37,1.0,2.02,1.18,8.22,0.0,1.0,82.08,187.22,-6.09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.02,76.57,0.0,0.0,0.0,32.81,0.0,0.0
flat,57.2,1,1,1.0,1,1.0,0.2,0.5,0.61,68.2,10.8,-10.8,9.4,STOP,64,GRASIM,2011-01-04,2.13,10.9,1.1,97.52,85.29,1.61,1.0,1.0,13.32,26.2,24.06,1.0,1.99,1.05,6.18,1.0,1.0,69.61,174.84,-2.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.56,94.26,1.0,1.0,1.0,58.63,1.0,1.0
flat,59.7,1,1,1.0,1,1.0,6.3,6.1,1.38,69.8,10.6,-10.6,0.9,STOP,1,GRASIM,2011-01-13,2.42,11.2,0.6,80.11,60.08,1.7,1.0,1.0,27.22,30.88,9.23,1.0,2.85,1.08,9.18,0.0,1.0,60.2,188.33,-19.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.35,62.02,1.0,1.0,1.0,58.28,1.0,1.0
flat,68.3,1,1,1.0,1,1.0,4.6,6.6,1.78,70.5,10.7,-10.7,7.1,STOP,11,GRASIM,2011-03-22,1.99,11.9,0.1,91.74,87.3,3.19,1.0,1.0,42.14,27.71,3.5,1.0,2.11,0.9,12.03,0.0,1.0,88.91,119.26,-8.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.92,97.16,1.0,1.0,1.0,57.25,1.0,0.0
flat,62.7,1,1,1.0,1,1.0,6.8,2.1,2.11,71.1,11.1,-11.1,3.8,STOP,3,GRASIM,2011-04-01,1.56,11.3,1.0,91.91,75.6,1.22,1.0,1.0,70.95,25.36,4.43,1.0,2.62,0.94,11.02,0.0,1.0,73.98,121.66,-8.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.94,67.67,1.0,1.0,1.0,64.63,1.0,1.0
flat,55.5,1,1,1.0,1,1.0,2.6,8.8,0.77,68.2,11.2,2.1,19.2,OPEN,78,GRASIM,2011-10-25,2.27,10.7,1.7,89.62,59.26,0.24,1.0,1.0,30.18,28.88,9.77,1.0,2.62,1.25,6.88,0.0,1.0,66.25,274.86,-10.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.24,62.65,1.0,1.0,1.0,60.12,1.0,1.0
flat,57.3,1,1,1.0,1,1.0,5.0,8.0,0.89,71.2,10.7,-10.7,16.4,STOP,36,GRASIM,2011-12-29,3.06,10.9,1.0,87.83,87.91,2.49,1.0,1.0,16.95,18.4,15.9,1.0,2.85,1.0,7.97,0.0,1.0,63.44,140.93,-12.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.13,90.98,1.0,1.0,1.0,56.75,1.0,1.0
flat,53.0,1,1,1.0,1,1.0,-1.2,0.2,0.92,71.9,11.6,-11.6,13.5,STOP,16,GRASIM,2012-01-27,1.7,11.8,1.2,90.43,67.29,1.08,1.0,1.0,27.55,27.06,6.37,1.0,2.69,1.07,7.76,0.0,1.0,62.0,148.79,-9.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.95,55.93,1.0,1.0,1.0,54.7,1.0,1.0
flat,64.2,1,1,1.0,1,1.0,-0.6,8.3,0.68,78.1,11.1,8.6,26.8,OPEN,53,GRASIM,2012-07-30,2.26,12.0,0.5,90.82,83.34,0.61,1.0,1.0,31.2,31.02,11.61,1.0,2.0,1.23,6.16,1.0,1.0,79.14,247.28,-9.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.53,78.61,1.0,1.0,1.0,51.97,1.0,1.0
flat,54.7,1,0,0.0,0,,-0.7,-4.9,0.69,81.8,10.6,-10.6,5.9,STOP,16,GRASIM,2013-04-25,2.47,11.1,0.7,95.03,91.09,5.77,0.0,1.0,52.85,28.79,12.25,1.0,2.43,1.19,9.72,0.0,1.0,79.75,211.72,-4.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.49,95.06,0.0,0.0,1.0,31.76,0.0,0.0
flat,54.8,1,1,0.0,0,,3.2,-8.1,1.01,73.2,8.3,37.5,43.2,OPEN,62,GRASIM,2014-03-05,1.68,8.2,0.8,95.21,78.39,3.48,1.0,1.0,19.13,22.86,17.48,1.0,2.48,1.08,8.36,0.0,1.0,71.87,165.4,-4.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.54,81.39,0.0,0.0,0.0,49.97,0.0,0.0
flat,60.9,1,1,1.0,1,1.0,8.0,4.4,0.99,91.7,11.8,2.4,11.3,OPEN,120,GRASIM,2014-09-02,2.66,11.7,1.6,90.49,84.76,4.11,1.0,1.0,29.37,36.99,11.21,1.0,2.27,1.16,11.12,0.0,1.0,73.32,203.2,-9.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.29,80.7,1.0,1.0,1.0,64.45,1.0,0.0
flat,61.1,1,1,1.0,0,1.0,6.3,8.8,1.16,94.1,9.9,-9.9,9.7,STOP,31,GRASIM,2015-01-15,1.75,10.7,0.2,92.92,87.49,5.31,1.0,1.0,21.25,36.34,13.67,1.0,2.21,1.21,9.32,0.0,1.0,69.15,254.15,-7.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.8,93.84,0.0,1.0,1.0,45.55,1.0,0.0
flat,50.7,0,1,1.0,1,1.0,-3.6,7.7,0.92,94.2,10.5,-10.5,0.9,STOP,1,GRASIM,2015-03-02,1.87,11.3,0.3,95.24,49.03,-1.56,1.0,0.0,25.26,25.19,17.43,1.0,2.95,1.0,9.96,0.0,1.0,53.39,115.15,-4.76,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.3,67.41,1.0,1.0,1.0,58.72,1.0,1.0
flat,67.5,1,1,1.0,1,1.0,8.8,0.9,0.87,91.8,11.1,-11.1,2.0,STOP,14,GRASIM,2015-07-20,1.63,10.4,1.9,97.21,94.24,5.5,1.0,1.0,49.7,38.46,6.46,1.0,2.02,1.0,13.02,0.0,1.0,92.2,141.19,-2.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.85,93.59,1.0,1.0,1.0,45.67,0.0,0.0
flat,62.1,1,1,1.0,1,1.0,4.3,5.7,1.15,93.2,10.0,-10.0,0.7,STOP,1,GRASIM,2015-08-07,5.82,10.4,0.7,83.27,80.39,0.62,1.0,1.0,62.86,15.33,4.73,1.0,2.05,1.02,5.27,1.0,1.0,82.39,163.49,-16.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7,90.82,1.0,1.0,1.0,52.63,1.0,1.0
flat,62.6,1,1,1.0,1,1.0,0.3,13.6,1.25,99.2,8.5,-8.5,20.2,STOP,27,GRASIM,2016-06-28,1.88,7.9,1.2,93.76,70.38,0.51,1.0,1.0,28.15,20.08,20.88,0.0,1.56,1.35,3.7,1.0,1.0,50.4,309.77,-6.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.38,76.67,1.0,1.0,1.0,81.21,1.0,1.0
flat,68.9,1,1,1.0,1,1.0,7.3,13.1,1.67,98.3,10.9,-10.9,12.6,STOP,16,GRASIM,2016-07-14,2.26,10.8,1.3,97.37,88.28,3.54,1.0,1.0,37.73,47.46,10.23,1.0,2.02,0.96,13.8,0.0,1.0,73.42,120.32,-2.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.42,79.52,1.0,1.0,1.0,76.98,1.0,1.0
flat,61.2,1,1,1.0,0,,8.9,-8.5,1.0,82.4,11.9,17.5,50.9,OPEN,112,GRASIM,2017-01-24,1.94,12.0,1.4,93.12,80.48,5.45,1.0,1.0,28.74,22.11,9.83,1.0,2.18,1.17,8.86,0.0,1.0,86.65,257.13,-6.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.44,87.36,0.0,1.0,1.0,32.49,0.0,0.0
flat,61.8,1,1,1.0,1,1.0,6.0,10.7,0.94,96.2,11.0,-11.0,13.0,STOP,9,GRASIM,2017-06-27,1.76,11.0,1.1,96.25,86.69,8.36,1.0,1.0,11.65,26.62,12.76,1.0,2.3,1.23,9.15,0.0,1.0,58.63,242.41,-3.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.68,90.38,1.0,1.0,1.0,65.45,1.0,1.0
flat,51.7,1,0,0.0,0,,-1.8,-9.4,1.2,71.7,10.7,-10.7,6.7,STOP,20,GRASIM,2018-07-26,2.53,11.7,0.3,95.01,90.09,8.73,0.0,1.0,35.11,21.97,19.09,1.0,3.03,0.98,12.0,0.0,1.0,68.56,133.04,-4.99,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.67,75.75,0.0,0.0,0.0,26.63,0.0,0.0
flat,61.5,1,1,0.0,1,,3.5,2.0,1.67,77.1,11.2,-11.2,1.3,STOP,2,GRASIM,2018-08-27,1.84,11.7,0.8,89.29,86.31,7.61,1.0,1.0,21.92,26.63,14.63,1.0,2.91,1.0,11.09,0.0,1.0,83.07,190.58,-10.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.13,81.99,1.0,0.0,0.0,49.65,0.0,1.0
flat,65.8,1,1,1.0,1,,5.2,15.9,0.87,64.0,11.8,-11.8,1.0,STOP,1,GRASIM,2019-04-25,5.14,8.8,4.2,86.73,81.79,3.61,1.0,1.0,31.74,37.99,6.66,1.0,2.5,1.26,10.53,0.0,1.0,83.68,261.14,-13.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.32,82.26,1.0,0.0,0.0,58.1,0.0,1.0
flat,63.5,1,1,1.0,1,1.0,6.2,7.6,1.03,97.9,13.6,-13.6,10.1,STOP,65,GRASIM,2021-10-14,1.92,11.9,3.4,87.84,70.53,5.31,1.0,1.0,28.02,28.97,11.2,1.0,2.84,1.11,12.46,0.0,1.0,59.69,196.39,-12.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.97,78.05,1.0,1.0,1.0,59.81,1.0,0.0
flat,56.0,1,1,1.0,0,1.0,-1.6,5.1,1.25,90.9,11.7,-11.7,7.3,STOP,7,GRASIM,2022-01-07,2.93,11.5,1.6,95.75,90.82,19.44,1.0,1.0,26.32,36.19,10.41,1.0,2.61,1.06,13.82,0.0,1.0,70.04,152.24,-4.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.6,86.01,0.0,1.0,1.0,49.55,1.0,0.0
flat,64.7,1,1,1.0,1,,5.0,13.1,1.3,84.2,11.5,-6.0,9.8,OPEN,69,GRASIM,2022-08-26,1.56,11.5,1.3,91.57,76.37,-1.86,1.0,0.0,42.82,24.14,15.42,1.0,2.7,1.21,6.74,1.0,1.0,70.55,240.87,-8.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.7,67.93,1.0,1.0,0.0,61.66,0.0,1.0
flat,64.8,1,1,1.0,1,1.0,3.1,4.5,1.02,93.3,10.5,-10.5,1.1,STOP,3,GRASIM,2022-12-02,1.99,11.6,0.2,96.62,93.8,9.01,1.0,1.0,25.98,26.21,6.98,1.0,1.97,1.11,8.12,0.0,1.0,57.51,205.36,-3.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.48,88.13,1.0,1.0,1.0,64.99,1.0,1.0
flat,49.1,0,1,1.0,1,1.0,1.4,6.6,0.95,89.9,8.0,17.2,21.3,OPEN,124,GRASIM,2023-07-03,1.9,8.2,0.5,94.06,58.87,-0.08,1.0,0.0,21.37,28.96,19.34,1.0,1.86,0.94,5.68,1.0,1.0,69.58,90.41,-5.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73,55.06,1.0,1.0,1.0,64.65,1.0,1.0
flat,56.8,1,1,1.0,1,1.0,4.7,4.1,0.87,94.6,6.6,14.2,18.1,OPEN,120,GRASIM,2023-08-07,1.58,7.0,0.0,90.09,77.73,1.2,1.0,1.0,44.62,23.86,10.65,1.0,1.79,0.88,6.73,0.0,1.0,57.43,108.24,-9.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.35,66.5,1.0,1.0,1.0,64.38,1.0,1.0
flat,62.9,1,1,1.0,1,1.0,2.8,4.6,1.07,96.5,6.5,15.3,21.8,OPEN,123,GRASIM,2023-09-12,3.02,6.8,0.1,69.71,80.55,6.38,1.0,1.0,19.87,34.41,16.86,1.0,1.82,0.97,6.42,0.0,1.0,68.26,164.04,-30.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.84,83.0,1.0,1.0,1.0,68.75,1.0,1.0
flat,63.8,1,1,1.0,1,1.0,5.8,10.4,0.82,99.6,11.0,12.2,16.5,OPEN,119,GRASIM,2023-10-12,2.82,11.6,0.7,86.23,77.28,2.49,1.0,1.0,27.37,31.08,17.28,1.0,1.94,1.07,6.37,0.0,1.0,60.05,193.46,-13.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.66,73.41,1.0,1.0,1.0,67.89,1.0,1.0
flat,67.6,1,1,1.0,1,1.0,6.3,8.8,1.07,98.9,10.4,12.7,21.8,OPEN,103,GRASIM,2023-12-04,1.69,9.9,1.5,85.76,81.86,8.29,1.0,1.0,24.01,34.38,13.55,1.0,1.66,1.14,7.11,0.0,1.0,78.93,221.69,-14.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.18,80.74,1.0,1.0,1.0,66.31,1.0,1.0
flat,63.1,1,1,1.0,1,1.0,6.1,9.4,1.14,99.4,9.1,27.9,28.7,OPEN,125,GRASIM,2023-12-28,1.79,9.9,0.1,92.69,71.24,-1.38,1.0,0.0,43.49,24.18,16.33,1.0,2.15,0.93,6.75,0.0,1.0,59.34,146.43,-7.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.69,56.92,1.0,1.0,1.0,55.01,1.0,1.0
flat,57.8,1,1,1.0,1,1.0,4.2,11.3,1.33,98.6,8.0,25.4,31.3,OPEN,106,GRASIM,2024-02-20,2.22,8.2,0.5,84.7,70.85,5.69,1.0,1.0,8.07,24.97,21.34,1.0,3.04,0.97,8.23,0.0,1.0,62.82,167.02,-15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.11,55.11,1.0,1.0,1.0,62.34,1.0,1.0
flat,52.8,1,1,1.0,1,1.0,1.0,5.5,1.07,97.2,11.4,22.2,25.8,OPEN,80,GRASIM,2024-03-28,1.93,11.9,0.8,87.87,73.95,2.77,1.0,1.0,32.07,18.3,17.47,1.0,2.43,1.05,6.0,0.0,1.0,69.55,144.61,-12.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.43,69.07,1.0,1.0,1.0,57.78,1.0,1.0
flat,56.0,1,1,1.0,1,1.0,5.2,11.3,0.64,98.1,10.2,12.0,21.4,OPEN,65,GRASIM,2024-04-23,2.01,9.2,2.0,96.65,73.34,2.74,1.0,1.0,11.9,25.52,22.44,1.0,2.11,1.12,7.25,0.0,1.0,63.85,171.2,-3.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.93,63.55,1.0,1.0,1.0,64.58,1.0,1.0
flat,63.6,1,1,1.0,0,,3.4,2.9,0.94,87.3,11.4,8.1,13.3,OPEN,122,GRASIM,2025-03-25,1.55,11.0,1.6,89.09,83.35,19.68,1.0,1.0,45.15,30.92,5.13,1.0,1.98,1.16,9.81,0.0,1.0,78.86,241.52,-10.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.78,,0.0,1.0,1.0,39.15,0.0,0.0
flat,56.5,1,1,1.0,1,1.0,0.7,9.9,0.89,95.1,10.5,-10.5,0.7,STOP,1,GRASIM,2025-05-15,2.1,10.2,1.3,97.68,76.23,-2.74,1.0,0.0,26.1,23.8,14.26,1.0,2.11,1.13,5.52,1.0,1.0,44.26,199.7,-2.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.19,63.65,1.0,1.0,1.0,61.0,1.0,1.0
flat,58.6,1,1,1.0,1,1.0,4.2,6.0,1.19,94.6,9.7,-2.0,7.1,OPEN,87,GRASIM,2025-06-24,2.15,9.7,1.0,92.13,90.15,14.99,1.0,1.0,40.62,39.64,6.26,1.0,2.05,0.95,11.78,0.0,1.0,82.73,131.09,-7.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.69,81.8,1.0,1.0,1.0,65.41,1.0,1.0
darvas,59.0,1,1,,1,,0.1,8.8,0.89,90.0,15.1,102.7,111.0,OPEN,124,GRAVITA,2021-06-14,5.64,17.3,0.4,94.69,76.35,0.73,1.0,1.0,21.68,33.74,9.47,1.0,4.4,1.13,17.45,0.0,1.0,77.26,178.15,-5.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.78,81.25,1.0,1.0,1.0,54.76,1.0,1.0
darvas,59.0,1,1,,1,,14.6,24.8,1.39,93.0,10.6,127.7,134.8,OPEN,125,GRAVITA,2021-07-05,4.72,7.6,3.9,88.99,71.62,0.46,1.0,1.0,49.56,26.05,16.03,1.0,5.57,0.96,30.01,0.0,1.0,65.06,118.47,-11.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.59,81.31,1.0,1.0,1.0,72.73,1.0,1.0
darvas,62.4,1,1,1.0,1,1.0,16.1,6.2,1.9,76.3,19.7,53.6,56.9,OPEN,124,GRAVITA,2022-08-16,9.95,13.6,9.6,91.8,75.05,4.12,1.0,1.0,41.41,42.4,12.99,1.0,5.39,1.24,28.03,0.0,1.0,80.09,256.22,-8.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.51,90.28,1.0,1.0,1.0,50.05,0.0,0.0
darvas,61.6,1,1,1.0,1,1.0,3.6,44.4,1.46,86.0,16.8,40.8,51.5,OPEN,87,GRAVITA,2022-10-10,4.62,18.2,1.6,90.6,78.38,2.5,1.0,1.0,22.22,33.98,16.29,1.0,4.41,1.09,16.29,0.0,1.0,80.38,184.73,-9.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.52,91.0,1.0,1.0,1.0,66.37,1.0,1.0
darvas,66.6,1,1,1.0,1,1.0,7.6,16.4,1.14,95.9,14.8,49.0,59.4,OPEN,121,GRAVITA,2022-12-07,3.82,14.2,2.8,93.45,84.07,3.93,1.0,1.0,30.17,40.11,7.74,1.0,4.02,1.27,15.11,0.0,1.0,87.83,294.31,-6.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.24,81.79,1.0,1.0,1.0,63.45,1.0,1.0
darvas,60.3,1,1,1.0,1,1.0,4.3,24.6,0.63,97.1,16.5,31.8,40.2,OPEN,123,GRAVITA,2023-01-24,4.37,13.8,5.3,94.01,80.77,3.24,1.0,1.0,19.28,31.2,12.48,1.0,4.01,1.21,16.43,0.0,1.0,73.2,235.19,-5.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.15,79.16,1.0,1.0,1.0,70.79,1.0,1.0
darvas,57.6,1,1,1.0,1,1.0,7.3,-1.6,0.82,94.6,13.1,90.4,93.6,OPEN,125,GRAVITA,2023-05-03,10.87,8.6,5.9,88.58,68.65,2.48,1.0,1.0,39.76,30.86,11.55,1.0,3.34,1.4,11.18,1.0,1.0,80.03,339.01,-11.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.59,78.79,1.0,1.0,1.0,64.82,1.0,0.0
darvas,57.5,1,1,1.0,1,1.0,4.1,20.5,0.68,96.0,11.7,61.1,76.6,OPEN,82,GRAVITA,2023-07-17,2.23,9.6,3.3,88.17,67.12,2.0,1.0,1.0,27.65,28.88,9.78,1.0,2.8,1.37,8.17,1.0,1.0,69.47,322.43,-11.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.19,83.65,1.0,1.0,1.0,82.2,1.0,1.0
darvas,73.0,1,1,1.0,1,1.0,11.0,27.4,0.8,97.6,9.3,-9.3,4.1,STOP,8,GRAVITA,2023-08-31,4.33,8.6,1.6,86.63,79.16,1.04,1.0,1.0,59.29,34.24,9.53,1.0,3.03,1.01,14.49,0.0,1.0,81.9,148.56,-13.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.57,90.17,1.0,1.0,1.0,88.25,1.0,1.0
darvas,55.4,1,1,1.0,1,1.0,-0.2,5.5,1.01,71.1,15.0,-15.0,6.9,STOP,1,GRAVITA,2025-05-16,1.93,17.4,0.3,87.6,75.04,8.47,1.0,1.0,16.04,29.81,16.63,1.0,4.86,0.97,14.83,0.0,1.0,77.09,136.28,-12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.07,67.81,0.0,1.0,1.0,42.53,0.0,0.0
flat,48.5,0,1,1.0,1,1.0,-3.5,7.2,0.58,88.7,9.4,60.4,69.4,OPEN,123,GRAVITA,2022-12-05,3.62,9.5,0.8,86.3,56.91,0.95,1.0,1.0,28.05,38.1,9.48,1.0,3.56,1.24,8.06,1.0,1.0,76.32,197.05,-13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.07,64.77,1.0,1.0,1.0,63.45,1.0,1.0
flat,57.5,1,1,1.0,1,1.0,4.1,20.5,0.68,96.0,11.9,61.1,76.6,OPEN,82,GRAVITA,2023-07-17,2.23,10.2,3.0,88.17,67.12,2.0,1.0,1.0,27.65,28.88,9.78,1.0,2.8,1.37,8.17,1.0,1.0,69.47,322.43,-11.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.19,83.65,1.0,1.0,1.0,82.2,1.0,1.0
darvas,56.4,1,1,,1,,0.1,-8.2,0.61,88.4,8.5,3.8,25.4,OPEN,56,GRINDWELL,2023-05-12,1.79,6.8,2.4,73.98,70.76,6.71,1.0,1.0,34.13,34.47,4.62,1.0,2.67,1.24,7.32,0.0,1.0,79.38,256.67,-26.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.23,75.66,1.0,0.0,0.0,46.2,0.0,1.0
darvas,51.2,1,1,,1,,-3.1,14.7,0.82,94.2,9.1,-9.1,7.6,STOP,1,GRINDWELL,2023-07-31,3.92,9.7,0.3,94.59,59.53,4.35,1.0,1.0,12.72,32.06,10.3,1.0,2.62,1.33,7.44,0.0,1.0,65.67,264.96,-5.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.57,69.36,1.0,1.0,1.0,74.66,1.0,1.0
darvas,64.5,1,1,1.0,1,1.0,7.9,8.3,2.38,90.6,7.9,-7.9,6.0,STOP,19,GRINDWELL,2023-12-29,1.5,6.9,1.6,85.58,87.79,11.5,1.0,1.0,47.03,28.46,11.08,1.0,2.51,1.2,8.54,0.0,1.0,30.32,276.77,-14.42,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.82,92.96,1.0,1.0,1.0,68.15,1.0,1.0
darvas,57.9,1,1,1.0,0,,3.9,-6.0,0.49,84.8,7.2,2.5,34.7,OPEN,42,GRINDWELL,2024-05-06,5.87,5.5,2.1,74.73,75.88,11.22,1.0,1.0,30.83,33.66,12.08,1.0,2.92,1.2,7.63,0.0,1.0,72.48,237.43,-25.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.64,74.67,1.0,1.0,0.0,35.64,0.0,0.0
flat,56.4,1,1,,1,,0.1,-8.2,0.61,88.4,12.5,3.8,25.4,OPEN,56,GRINDWELL,2023-05-12,1.79,11.6,2.4,73.98,70.76,6.71,1.0,1.0,34.13,34.47,4.62,1.0,2.67,1.24,7.32,0.0,1.0,79.38,256.67,-26.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.23,75.66,1.0,0.0,0.0,46.2,0.0,1.0
