detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct,stoch_k,stoch_d,macd_hist,macd_positive,macd_bullish,adx,plus_di,minus_di,adx_bullish,atr_pct,bb_pct_b,bb_width,bb_squeeze,supertrend_bull,mfi,cci,williams_r,obv_bullish,psar_bullish,above_ema9,above_ema21,above_ema100,ema9_gt_21,ema20_rising,mom_10d,rsi7,w_above_ema20,w_above_ema50,w_ema20_gt_50,w_rsi,w_macd_positive,w_macd_bullish
darvas,58.2,1,1,1.0,1,1.0,6.3,16.9,1.52,74.0,12.9,-12.9,10.3,STOP,22,GRANULES,2022-09-30,4.44,10.0,4.4,96.35,75.08,2.09,1.0,1.0,34.26,31.38,18.41,1.0,3.95,1.28,12.26,0.0,1.0,86.64,262.51,-3.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.27,74.08,1.0,1.0,0.0,88.74,1.0,1.0
darvas,61.9,1,1,1.0,1,,7.5,2.5,1.29,68.7,12.7,28.5,36.6,OPEN,121,GRANULES,2023-07-07,7.31,12.5,1.8,89.72,77.94,1.65,1.0,1.0,23.28,34.42,15.04,1.0,2.45,1.12,10.77,0.0,1.0,72.98,189.41,-10.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.32,75.88,1.0,0.0,0.0,57.67,0.0,1.0
darvas,62.5,1,1,1.0,1,1.0,9.0,9.3,1.03,73.2,14.0,25.3,43.7,OPEN,111,GRANULES,2023-09-14,2.21,14.5,1.5,97.57,76.85,2.95,1.0,1.0,52.17,35.32,8.95,1.0,2.56,1.17,14.29,0.0,1.0,88.18,193.05,-2.43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.37,76.42,1.0,1.0,0.0,60.49,1.0,1.0
darvas,63.3,1,1,1.0,1,1.0,1.4,19.4,0.64,81.8,13.8,8.0,29.8,OPEN,74,GRANULES,2023-11-09,2.33,14.5,1.3,91.58,87.28,2.57,1.0,1.0,41.73,31.53,22.89,1.0,2.94,0.96,15.67,0.0,1.0,77.38,124.4,-8.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.09,97.63,1.0,1.0,1.0,59.31,1.0,1.0
darvas,56.9,1,1,1.0,1,1.0,5.4,15.1,0.79,93.6,6.9,-6.9,11.8,STOP,29,GRANULES,2024-01-15,2.21,6.5,0.8,93.83,72.52,0.33,1.0,1.0,21.51,31.88,11.72,1.0,2.62,0.97,13.17,0.0,1.0,78.14,125.77,-6.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.32,60.24,1.0,1.0,1.0,66.82,1.0,1.0
flat,54.1,1,0,,0,,7.1,-20.4,0.58,73.7,9.1,-9.1,1.4,STOP,1,GRANULES,2018-04-24,2.66,9.9,0.1,70.55,66.17,0.77,0.0,1.0,34.51,25.95,5.43,1.0,2.19,1.01,7.1,0.0,1.0,71.47,227.42,-29.45,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.05,71.35,0.0,0.0,0.0,17.69,0.0,0.0
flat,41.9,0,0,0.0,0,,-1.0,-5.3,0.4,58.0,11.0,-8.1,29.0,OPEN,59,GRANULES,2019-01-23,1.92,10.7,1.5,87.3,43.35,0.19,0.0,1.0,13.44,28.04,20.53,1.0,3.06,1.13,6.48,1.0,1.0,58.08,113.2,-12.7,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.75,69.58,0.0,0.0,0.0,45.35,0.0,0.0
flat,57.9,1,1,1.0,1,1.0,3.8,29.2,0.97,87.4,12.4,-12.4,37.8,STOP,26,GRANULES,2020-01-15,2.82,11.0,2.8,86.73,72.86,1.12,1.0,1.0,21.68,35.32,11.65,1.0,3.49,1.11,13.63,0.0,1.0,70.34,191.38,-13.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.55,82.12,1.0,1.0,1.0,65.85,1.0,1.0
flat,59.8,1,1,1.0,1,1.0,3.6,27.0,0.4,98.0,13.7,-13.7,4.6,STOP,4,GRANULES,2020-11-24,1.69,11.8,3.6,97.5,72.34,2.83,1.0,1.0,33.45,40.33,6.4,1.0,3.19,1.32,11.95,0.0,1.0,72.99,386.61,-2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.68,77.2,1.0,1.0,1.0,73.3,1.0,0.0
flat,62.7,1,1,1.0,1,,2.5,12.8,1.47,72.2,10.5,-10.5,16.5,STOP,53,GRANULES,2022-08-17,2.67,9.1,2.4,97.81,81.03,0.23,1.0,1.0,25.5,28.6,15.78,1.0,3.36,1.18,9.15,1.0,1.0,67.13,205.17,-2.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.44,70.7,1.0,1.0,0.0,62.67,0.0,1.0
flat,58.2,1,1,1.0,1,1.0,6.3,16.9,1.52,74.0,14.5,-14.5,10.3,STOP,22,GRANULES,2022-09-30,4.44,12.0,4.4,96.35,75.08,2.09,1.0,1.0,34.26,31.38,18.41,1.0,3.95,1.28,12.26,0.0,1.0,86.64,262.51,-3.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.27,74.08,1.0,1.0,0.0,88.74,1.0,1.0
flat,54.6,1,0,0.0,0,,2.7,-10.0,1.28,66.4,9.1,19.2,21.7,OPEN,125,GRANULES,2023-04-03,1.77,9.0,0.9,96.1,71.76,1.32,0.0,1.0,14.49,33.14,20.89,1.0,2.73,1.02,8.41,0.0,1.0,60.48,188.23,-3.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.95,60.02,0.0,0.0,0.0,25.66,0.0,0.0
flat,61.9,1,1,1.0,1,,7.5,2.5,1.29,68.7,12.7,28.5,36.6,OPEN,121,GRANULES,2023-07-07,7.31,11.1,3.1,89.72,77.94,1.65,1.0,1.0,23.28,34.42,15.04,1.0,2.45,1.12,10.77,0.0,1.0,72.98,189.41,-10.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.32,75.88,1.0,0.0,0.0,57.67,0.0,1.0
flat,56.8,1,1,1.0,1,,2.6,2.8,0.86,70.4,9.3,-9.3,2.4,STOP,3,GRANULES,2023-07-27,3.47,9.0,1.2,91.76,66.28,0.18,1.0,1.0,31.37,23.73,18.04,1.0,2.32,1.04,8.77,0.0,1.0,69.23,141.29,-8.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.38,72.11,1.0,1.0,0.0,56.39,0.0,1.0
flat,59.4,1,1,1.0,0,1.0,1.1,-8.8,1.64,89.2,10.8,35.7,64.4,OPEN,66,GRANULES,2024-05-27,2.29,11.5,0.6,94.81,88.99,4.52,1.0,1.0,30.45,26.75,14.19,1.0,2.96,0.97,12.92,0.0,1.0,54.55,128.55,-5.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.26,98.13,1.0,1.0,1.0,43.37,1.0,0.0
darvas,62.5,1,1,,1,,7.3,37.3,0.58,98.7,13.1,-13.1,8.8,STOP,6,GRAPHITE,2018-08-02,1.72,14.1,0.8,79.06,86.26,-1.31,1.0,0.0,24.86,27.09,19.31,1.0,3.72,0.92,11.53,1.0,1.0,80.04,173.18,-20.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.86,79.1,1.0,1.0,1.0,75.79,1.0,1.0
darvas,53.7,1,1,0.0,0,,3.1,-8.3,0.89,16.4,18.3,259.0,286.1,OPEN,124,GRAPHITE,2020-11-19,14.44,18.6,3.2,78.36,69.82,2.53,1.0,1.0,32.56,51.32,5.09,1.0,3.66,1.48,16.82,0.0,1.0,87.52,477.44,-21.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.81,87.59,0.0,0.0,0.0,47.4,0.0,1.0
darvas,75.8,1,1,1.0,1,,49.5,47.0,2.11,23.8,15.3,163.0,190.3,OPEN,112,GRAPHITE,2020-12-08,2.42,14.5,3.1,93.64,92.71,4.52,1.0,1.0,70.6,53.72,8.99,1.0,6.53,0.87,64.21,0.0,1.0,88.72,108.34,-6.36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.49,90.48,1.0,1.0,0.0,71.09,1.0,1.0
darvas,59.8,1,1,1.0,1,1.0,4.2,82.7,0.64,29.4,15.4,87.6,130.9,OPEN,71,GRAPHITE,2021-02-05,2.53,14.7,3.1,89.22,84.45,0.96,1.0,1.0,15.34,23.72,14.49,1.0,4.65,1.11,14.51,1.0,1.0,77.3,209.26,-10.78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.62,85.44,1.0,1.0,1.0,85.63,1.0,1.0
darvas,60.1,1,1,1.0,1,1.0,6.6,64.1,0.7,41.9,12.0,-12.0,5.0,STOP,1,GRAPHITE,2021-03-10,2.82,13.1,0.5,89.5,59.13,-3.78,1.0,0.0,48.53,21.24,16.37,1.0,5.35,0.91,19.56,0.0,1.0,68.12,119.47,-10.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.58,64.9,1.0,1.0,1.0,89.59,1.0,1.0
darvas,62.1,1,1,0.0,0,,19.4,-18.5,2.81,44.8,9.0,-9.0,5.2,STOP,4,GRAPHITE,2022-01-12,4.0,9.8,0.1,96.49,83.12,9.55,1.0,1.0,52.62,55.0,8.03,1.0,5.06,0.89,44.85,0.0,1.0,87.79,97.1,-3.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.85,74.34,0.0,0.0,0.0,36.8,0.0,0.0
darvas,51.1,1,0,0.0,0,,4.9,-15.0,1.27,36.2,9.2,-9.2,7.9,STOP,1,GRAPHITE,2022-07-29,5.54,9.7,0.4,93.33,62.39,2.69,1.0,1.0,34.36,27.53,18.01,1.0,3.05,0.97,11.18,1.0,1.0,64.82,128.09,-6.67,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.09,65.57,0.0,0.0,0.0,28.81,0.0,0.0
darvas,61.6,1,1,1.0,1,1.0,5.5,30.3,0.64,37.5,9.8,25.9,33.1,OPEN,112,GRAPHITE,2023-07-31,1.94,10.6,0.2,85.41,69.68,0.02,1.0,1.0,28.05,29.66,12.11,1.0,2.66,1.13,8.22,1.0,1.0,77.62,232.64,-14.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3,76.47,1.0,1.0,0.0,82.99,1.0,1.0
darvas,64.2,1,1,1.0,1,1.0,10.5,5.3,1.36,46.0,6.6,-6.6,4.7,STOP,1,GRAPHITE,2023-12-15,4.96,5.2,1.7,95.42,80.47,2.61,1.0,1.0,52.07,32.11,9.69,1.0,3.34,0.99,16.9,0.0,1.0,85.58,129.34,-4.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.84,79.76,1.0,1.0,1.0,57.8,1.0,0.0
darvas,56.0,1,1,1.0,1,1.0,1.4,20.2,0.49,49.0,12.6,-12.6,21.0,STOP,54,GRAPHITE,2024-02-05,4.91,12.4,1.8,80.73,76.38,2.52,1.0,1.0,11.31,27.2,17.24,1.0,3.89,1.16,11.12,0.0,1.0,68.31,186.82,-19.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.86,85.22,1.0,1.0,1.0,72.2,1.0,1.0
darvas,61.3,1,1,1.0,1,1.0,1.1,20.3,1.46,54.1,16.7,-16.7,12.4,STOP,33,GRAPHITE,2024-03-04,3.15,19.1,0.8,86.04,82.16,3.77,1.0,1.0,18.93,36.15,11.4,1.0,4.59,0.94,18.52,0.0,1.0,83.5,131.32,-13.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.89,80.43,1.0,1.0,1.0,77.08,1.0,1.0
darvas,55.4,1,1,1.0,1,1.0,4.4,16.7,0.42,49.9,12.4,-12.4,2.2,STOP,1,GRAPHITE,2025-07-14,2.57,12.4,1.6,88.59,62.34,-0.17,1.0,0.0,44.21,27.59,10.31,1.0,2.68,1.08,8.01,1.0,1.0,74.25,151.9,-11.41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.37,70.44,1.0,1.0,1.0,64.27,1.0,1.0
darvas,65.9,1,1,1.0,1,1.0,8.2,3.1,0.76,52.4,19.8,-12.4,3.4,OPEN,1,GRAPHITE,2025-10-29,8.84,18.2,5.5,91.1,57.0,4.74,1.0,1.0,28.61,34.66,14.45,1.0,2.89,1.3,14.39,0.0,1.0,62.64,255.44,-8.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.4,96.32,1.0,1.0,1.0,44.27,1.0,1.0
flat,53.7,1,1,0.0,0,,3.1,-8.3,0.89,16.4,18.3,259.0,286.1,OPEN,124,GRAPHITE,2020-11-19,14.44,9.6,11.8,78.36,69.82,2.53,1.0,1.0,32.56,51.32,5.09,1.0,3.66,1.48,16.82,0.0,1.0,87.52,477.44,-21.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.81,87.59,0.0,0.0,0.0,47.4,0.0,1.0
flat,49.9,1,0,1.0,0,1.0,7.2,-10.2,0.63,58.4,12.2,-12.2,8.5,STOP,8,GRAPHITE,2021-07-27,1.83,11.3,2.4,94.71,72.01,7.07,0.0,1.0,18.09,33.81,13.66,1.0,3.08,1.14,11.05,1.0,1.0,72.04,168.86,-5.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.33,60.92,1.0,1.0,1.0,52.0,1.0,0.0
flat,51.1,1,0,0.0,0,,4.9,-15.0,1.27,36.2,10.1,-10.1,7.9,STOP,1,GRAPHITE,2022-07-29,5.54,10.8,0.4,93.33,62.39,2.69,1.0,1.0,34.36,27.53,18.01,1.0,3.05,0.97,11.18,1.0,1.0,64.82,128.09,-6.67,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.09,65.57,0.0,0.0,0.0,28.81,0.0,0.0
flat,51.6,1,0,0.0,0,,2.5,-9.1,1.24,32.3,10.8,-10.8,5.9,STOP,19,GRAPHITE,2022-11-18,8.67,11.6,0.4,91.44,60.45,3.32,1.0,1.0,16.57,37.43,10.05,1.0,2.74,1.38,9.3,0.0,1.0,80.85,289.5,-8.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.55,76.63,0.0,0.0,0.0,28.82,0.0,1.0
flat,61.6,1,1,1.0,1,1.0,5.5,30.3,0.64,37.5,10.5,25.9,33.1,OPEN,112,GRAPHITE,2023-07-31,1.94,11.5,0.2,85.41,69.68,0.02,1.0,1.0,28.05,29.66,12.11,1.0,2.66,1.13,8.22,1.0,1.0,77.62,232.64,-14.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3,76.47,1.0,1.0,0.0,82.99,1.0,1.0
flat,51.6,1,1,1.0,1,1.0,1.7,0.1,0.82,42.1,11.4,12.6,41.3,OPEN,100,GRAPHITE,2023-11-29,6.3,10.5,2.1,86.0,70.94,3.27,1.0,1.0,43.64,35.28,9.36,1.0,2.96,1.24,9.37,0.0,1.0,79.34,224.29,-14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.95,67.77,1.0,1.0,1.0,60.74,1.0,0.0
flat,56.0,1,1,1.0,1,1.0,1.4,20.2,0.49,49.0,12.0,-12.0,21.0,STOP,54,GRAPHITE,2024-02-05,4.91,11.6,1.8,80.73,76.38,2.52,1.0,1.0,11.31,27.2,17.24,1.0,3.89,1.16,11.12,0.0,1.0,68.31,186.82,-19.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.86,85.22,1.0,1.0,1.0,72.2,1.0,1.0
flat,57.4,1,1,0.0,0,,-0.4,-8.3,0.75,47.6,15.1,-15.1,6.3,STOP,5,GRAPHITE,2024-09-18,13.49,11.7,5.4,91.54,86.62,7.25,1.0,1.0,40.57,40.45,13.48,1.0,2.87,1.29,15.48,0.0,1.0,88.28,239.11,-8.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.37,89.0,0.0,0.0,1.0,38.91,0.0,0.0
flat,63.5,1,1,1.0,0,1.0,2.0,0.7,0.64,49.2,10.5,-2.3,15.3,OPEN,28,GRAPHITE,2025-09-18,1.97,10.4,1.2,82.72,81.77,5.65,1.0,1.0,28.89,36.07,2.47,1.0,2.58,1.14,10.91,0.0,1.0,97.75,211.53,-17.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.46,98.2,1.0,1.0,1.0,47.93,1.0,0.0
darvas,58.6,1,1,,1,,5.0,6.9,1.24,96.2,10.8,101.7,127.9,OPEN,119,GRASIM,2003-04-29,6.63,11.2,0.8,88.81,74.73,0.34,1.0,1.0,25.18,24.08,5.05,1.0,2.97,1.19,9.63,0.0,1.0,84.37,199.74,-11.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.47,80.74,1.0,1.0,1.0,,1.0,1.0
darvas,63.2,1,1,,1,,4.5,15.7,0.78,96.1,7.1,125.4,135.2,OPEN,104,GRASIM,2003-06-17,4.0,7.2,0.4,86.41,73.47,-0.02,1.0,0.0,23.26,29.28,20.89,1.0,3.14,1.37,5.45,1.0,1.0,59.07,321.11,-13.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.3,76.11,1.0,1.0,1.0,80.25,1.0,1.0
darvas,68.1,1,1,,1,,3.9,44.9,1.62,98.6,19.5,109.7,120.1,OPEN,116,GRASIM,2003-07-31,2.69,19.3,4.1,92.11,83.89,0.03,1.0,1.0,29.95,31.03,22.56,1.0,4.45,1.27,11.38,0.0,1.0,78.66,274.88,-7.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.17,85.55,1.0,1.0,1.0,82.36,1.0,1.0
darvas,69.9,1,1,,1,,21.1,45.5,1.43,96.7,18.9,39.0,47.2,OPEN,121,GRASIM,2003-10-31,2.01,19.8,2.9,92.27,80.33,1.14,1.0,1.0,68.85,40.16,9.86,1.0,5.39,1.15,23.66,0.0,1.0,64.5,199.25,-7.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.85,83.78,1.0,1.0,1.0,76.83,1.0,1.0
darvas,64.2,1,1,1.0,1,1.0,5.8,9.6,0.85,99.2,13.1,32.3,76.5,OPEN,75,GRASIM,2006-01-05,1.78,12.5,2.3,96.49,95.21,1.53,1.0,1.0,38.5,27.16,15.43,1.0,2.99,1.12,11.93,0.0,1.0,72.12,214.94,-3.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.63,91.48,1.0,1.0,1.0,53.45,1.0,1.0
darvas,59.0,1,1,1.0,1,1.0,5.7,23.5,0.94,97.9,5.8,42.2,75.3,OPEN,58,GRASIM,2006-02-01,2.35,6.0,0.2,73.51,70.2,0.18,1.0,1.0,29.53,21.92,16.4,1.0,2.92,1.06,5.78,1.0,1.0,74.49,206.84,-26.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.4,74.65,1.0,1.0,1.0,77.01,1.0,1.0
darvas,56.8,1,1,1.0,1,1.0,0.1,21.6,0.62,85.1,11.4,37.7,54.2,OPEN,85,GRASIM,2007-06-28,3.85,10.9,1.8,86.08,80.7,2.77,1.0,1.0,30.14,30.75,8.17,1.0,2.95,1.15,11.05,0.0,1.0,87.41,200.88,-13.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.26,83.69,1.0,1.0,1.0,75.29,0.0,1.0
darvas,61.3,1,1,0.0,0,,30.1,-22.5,0.84,30.5,15.2,-15.2,4.1,STOP,2,GRASIM,2009-01-06,3.64,13.6,3.8,83.54,72.99,1.71,1.0,1.0,53.01,28.49,18.16,1.0,4.12,0.94,27.37,0.0,1.0,59.49,133.44,-16.46,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.9,81.56,0.0,0.0,0.0,29.28,0.0,1.0
darvas,62.6,1,1,0.0,1,,19.2,53.3,1.08,34.8,11.3,-11.3,0.2,STOP,1,GRASIM,2009-02-26,1.99,11.4,1.2,85.02,74.58,1.02,1.0,1.0,46.59,33.76,10.71,1.0,4.57,0.91,23.32,0.0,1.0,74.85,128.69,-14.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.84,75.16,1.0,0.0,0.0,62.82,0.0,1.0
darvas,53.4,1,0,0.0,0,,2.6,-8.1,0.85,54.3,8.0,13.2,27.5,OPEN,105,GRASIM,2010-08-16,6.53,6.0,2.5,93.91,70.27,1.68,1.0,1.0,56.76,29.71,5.37,1.0,2.02,1.18,8.22,0.0,1.0,82.08,187.22,-6.09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.02,76.57,0.0,0.0,0.0,32.81,0.0,0.0
darvas,67.7,1,1,1.0,1,,11.1,17.7,0.72,61.2,9.1,4.5,14.4,OPEN,89,GRASIM,2010-09-07,1.86,7.7,2.1,87.92,76.88,1.35,1.0,1.0,59.89,30.74,10.21,1.0,2.78,0.97,16.15,0.0,1.0,60.93,142.29,-12.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.92,89.22,1.0,1.0,0.0,65.21,0.0,1.0
darvas,62.7,1,1,1.0,1,1.0,6.8,2.1,2.11,71.1,15.4,-15.4,3.8,STOP,3,GRASIM,2011-04-01,1.56,15.8,2.1,91.91,75.6,1.22,1.0,1.0,70.95,25.36,4.43,1.0,2.62,0.94,11.02,0.0,1.0,73.98,121.66,-8.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.94,67.67,1.0,1.0,1.0,64.63,1.0,1.0
darvas,55.5,1,1,1.0,1,1.0,2.6,8.8,0.77,68.2,8.7,-8.7,6.4,STOP,1,GRASIM,2011-10-25,2.27,7.3,2.1,89.62,59.26,0.24,1.0,1.0,30.18,28.88,9.77,1.0,2.62,1.25,6.88,0.0,1.0,66.25,274.86,-10.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.24,62.65,1.0,1.0,1.0,60.12,1.0,1.0
darvas,62.2,1,1,1.0,1,1.0,6.9,4.4,0.98,74.8,15.6,9.9,12.1,OPEN,14,GRASIM,2012-01-31,1.56,18.5,0.0,87.72,89.05,2.18,1.0,1.0,31.59,27.72,6.16,1.0,2.75,1.03,9.72,0.0,1.0,64.74,177.0,-12.28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.86,72.89,1.0,1.0,1.0,62.46,1.0,1.0
darvas,64.2,1,1,1.0,1,1.0,-0.6,8.3,0.68,78.1,7.1,8.6,26.8,OPEN,53,GRASIM,2012-07-30,2.26,7.1,0.5,90.82,83.34,0.61,1.0,1.0,31.2,31.02,11.61,1.0,2.0,1.23,6.16,1.0,1.0,79.14,247.28,-9.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.53,78.61,1.0,1.0,1.0,51.97,1.0,1.0
darvas,72.4,1,1,1.0,1,1.0,10.0,30.2,0.92,99.1,5.2,-5.2,1.3,STOP,1,GRASIM,2012-10-16,1.94,4.7,0.8,97.86,95.61,0.6,1.0,1.0,52.12,20.56,36.75,0.0,3.18,0.9,12.92,0.0,1.0,76.39,134.05,-2.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.08,70.9,1.0,1.0,1.0,89.03,1.0,1.0
darvas,61.5,1,1,1.0,1,,8.2,2.3,1.08,79.1,15.2,22.2,32.5,OPEN,46,GRASIM,2014-03-28,1.89,17.8,0.0,81.11,75.21,1.33,1.0,1.0,64.42,27.81,11.88,1.0,2.33,0.86,13.33,0.0,1.0,59.15,124.08,-18.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.45,78.4,1.0,1.0,0.0,54.91,0.0,1.0
darvas,68.7,1,1,1.0,1,1.0,20.2,25.2,1.23,90.0,12.6,1.5,13.9,OPEN,4,GRASIM,2014-06-03,2.22,12.7,1.6,95.99,81.09,5.27,1.0,1.0,71.29,43.26,6.19,1.0,3.9,0.95,24.85,0.0,1.0,69.93,130.72,-4.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.73,89.58,1.0,1.0,1.0,75.49,1.0,1.0
darvas,62.1,1,1,1.0,1,1.0,4.3,5.7,1.15,93.2,4.5,-4.5,0.7,STOP,1,GRASIM,2015-08-07,5.82,4.0,0.7,83.27,80.39,0.62,1.0,1.0,62.86,15.33,4.73,1.0,2.05,1.02,5.27,1.0,1.0,82.39,163.49,-16.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7,90.82,1.0,1.0,1.0,52.63,1.0,1.0
darvas,74.4,1,1,1.0,1,1.0,15.4,1.9,1.36,95.4,15.9,27.5,39.5,OPEN,87,GRASIM,2016-03-31,2.77,18.9,0.0,93.95,89.87,4.58,1.0,1.0,54.3,30.86,8.99,1.0,1.84,0.91,14.02,0.0,1.0,68.19,129.37,-6.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.27,91.35,1.0,1.0,1.0,52.43,0.0,1.0
darvas,62.6,1,1,1.0,1,1.0,0.3,13.6,1.25,99.2,4.6,-4.6,20.2,STOP,27,GRASIM,2016-06-28,1.88,3.6,1.2,93.76,70.38,0.51,1.0,1.0,28.15,20.08,20.88,0.0,1.56,1.35,3.7,1.0,1.0,50.4,309.77,-6.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.38,76.67,1.0,1.0,1.0,81.21,1.0,1.0
darvas,67.6,1,1,1.0,1,1.0,13.9,18.9,1.76,90.9,7.0,9.6,36.0,OPEN,100,GRASIM,2017-02-10,6.78,7.0,0.6,91.91,83.64,7.18,1.0,1.0,59.04,43.42,5.94,1.0,3.36,0.97,21.58,0.0,1.0,87.1,148.45,-8.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.58,89.54,1.0,1.0,1.0,47.54,0.0,1.0
darvas,68.4,1,1,1.0,1,1.0,6.5,15.8,1.02,99.1,12.8,-12.8,10.7,STOP,6,GRASIM,2017-06-30,1.7,12.4,2.0,85.8,88.52,11.88,1.0,1.0,19.87,35.79,6.31,1.0,2.45,1.06,13.91,0.0,1.0,80.58,205.76,-14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.73,84.25,1.0,1.0,1.0,65.45,1.0,1.0
darvas,53.9,1,1,0.0,1,,3.7,17.4,1.03,45.5,14.8,84.1,88.7,OPEN,125,GRASIM,2020-08-18,5.66,13.4,3.5,85.27,72.93,2.34,1.0,1.0,33.11,26.74,8.27,1.0,3.38,1.03,14.22,0.0,1.0,66.57,147.76,-14.73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.79,72.39,1.0,0.0,0.0,73.73,0.0,1.0
darvas,62.6,1,1,1.0,1,1.0,11.7,6.9,0.89,98.9,12.3,-12.3,18.4,STOP,79,GRASIM,2021-09-24,1.71,12.9,1.0,80.65,77.37,4.99,1.0,1.0,54.39,35.21,11.41,1.0,2.59,0.87,13.26,0.0,1.0,77.21,125.54,-19.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99,56.93,1.0,1.0,1.0,59.27,1.0,0.0
darvas,63.5,1,1,1.0,1,1.0,6.2,7.6,1.03,97.9,9.3,-9.3,8.0,STOP,18,GRASIM,2021-10-14,1.92,6.6,3.4,87.84,70.53,5.31,1.0,1.0,28.02,28.97,11.2,1.0,2.84,1.11,12.46,0.0,1.0,59.69,196.39,-12.16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.97,78.05,1.0,1.0,1.0,59.81,1.0,0.0
darvas,64.8,1,1,1.0,1,1.0,3.1,4.5,1.02,93.3,10.5,-10.5,1.1,STOP,3,GRASIM,2022-12-02,1.99,11.6,0.2,96.62,93.8,9.01,1.0,1.0,25.98,26.21,6.98,1.0,1.97,1.11,8.12,0.0,1.0,57.51,205.36,-3.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.48,88.13,1.0,1.0,1.0,64.99,1.0,1.0
darvas,62.9,1,1,1.0,1,1.0,2.8,4.6,1.07,96.5,6.0,15.3,21.8,OPEN,123,GRASIM,2023-09-12,3.02,6.3,0.1,69.71,80.55,6.38,1.0,1.0,19.87,34.41,16.86,1.0,1.82,0.97,6.42,0.0,1.0,68.26,164.04,-30.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.84,83.0,1.0,1.0,1.0,68.75,1.0,1.0
