,close
2024-09-19,18270.4
2024-09-20,18464.65
2024-09-23,18623.15
2024-09-24,18583.3
2024-09-25,18518.1
2024-09-26,18434.95
2024-09-27,18399.85
2024-09-30,18410.7
2024-10-01,18531.8
2024-10-03,18179.2
2024-10-04,18021.65
2024-10-07,17514.5
2024-10-08,17882.85
2024-10-09,18103.95
2024-10-10,18127.35
2024-10-11,18213.0
2024-10-14,18265.1
2024-10-15,18467.65
2024-10-16,18505.95
2024-10-17,18244.3
2024-10-18,18236.8
2024-10-21,17936.3
2024-10-22,17275.7
2024-10-23,17456.2
2024-10-24,17352.2
2024-10-25,16956.05
2024-10-28,17151.6
2024-10-29,17278.2
2024-10-30,17483.4
2024-10-31,17751.2
2024-11-01,17938.85
2024-11-04,17609.5
2024-11-05,17694.65
2024-11-06,18027.15
2024-11-07,17914.6
2024-11-08,17634.25
2024-11-11,17423.9
2024-11-12,17196.4
2024-11-13,16670.35
2024-11-14,16801.55
2024-11-18,16693.35
2024-11-19,16845.25
2024-11-21,16747.85
2024-11-22,16912.3
2024-11-25,17269.55
2024-11-26,17375.55
2024-11-27,17552.65
2024-11-28,17577.85
2024-11-29,17716.45
2024-12-02,17840.1
2024-12-03,18007.5
2024-12-04,18143.55
2024-12-05,18230.4
2024-12-06,18328.95
2024-12-09,18396.45
2024-12-10,18450.6
2024-12-11,18502.65
2024-12-12,18330.3
2024-12-13,18263.75
2024-12-16,18344.0
2024-12-17,18242.05
2024-12-18,18118.6
2024-12-19,18057.2
2024-12-20,17693.65
2024-12-23,17618.1
2024-12-24,17672.45
2024-12-26,17667.45
2024-12-27,17715.2
2024-12-30,17638.15
2024-12-31,17752.25
2026-01-01,16667.9
2026-01-02,16795.75
2026-01-05,16843.35
2026-01-06,16791.5
2026-01-07,16816.0
2026-01-08,16489.05
2026-01-09,16209.45
2026-01-12,16101.4
2026-01-13,16205.25
2026-01-14,16283.6
2026-01-16,16207.3
2026-01-19,16024.05
2026-01-20,15595.2
2026-01-21,15478.8
2026-01-22,15618.8
2026-01-23,15314.6
2026-01-27,15345.5
2026-01-28,15639.55
2026-01-29,15630.3
2026-01-30,15763.45
2026-02-01,15421.05
2026-02-02,15507.15
2026-02-03,15962.45
2026-02-04,16084.15
2026-02-05,15919.15
2026-02-06,15864.5
2026-02-09,16268.8
2026-02-10,16349.35
2026-02-11,16369.9
2026-02-12,16250.15
2026-02-13,15988.3
2026-02-16,15981.15
2026-02-17,16099.35
2026-02-18,16180.85
2026-02-19,15988.0
2026-02-20,15958.8
2026-02-23,16027.95
2026-02-24,15933.05
2026-02-25,16035.7
2026-02-26,16047.45
2026-02-27,15881.05
2026-03-02,15580.4
2026-03-04,15250.6
2026-03-05,15465.75
2026-03-06,15422.2
2026-03-09,15063.5
2026-03-10,15385.9
2026-03-11,15326.6
2026-03-12,15266.45
2026-03-13,14857.5
2026-03-16,14804.7
2026-03-17,14889.5
2026-03-18,15153.55
2026-03-19,14753.25
2026-03-20,14791.95
2026-03-23,14232.85
2026-03-24,14574.25
2026-03-25,14937.2
2026-03-27,14655.35
2026-03-30,14288.45
2026-04-01,14749.1
2026-04-02,14724.45
2026-04-06,14881.85
2026-04-07,14900.95
2026-04-08,15483.5
2026-04-09,15503.75
2026-04-10,15753.05
2026-04-13,15687.95
2026-04-15,16051.4
2026-04-16,16199.25
2026-04-17,16439.25
2026-04-20,16379.5
2026-04-21,16513.2
2026-04-22,16683.45
2026-04-23,16592.45
2026-04-24,16414.65
2026-04-27,16713.55
2026-04-28,16721.85
2026-04-29,16804.4
2026-04-30,16731.2
2026-05-04,16895.95
2026-05-05,16928.2
2026-05-06,17233.85
2026-05-07,17409.0
2026-05-08,17437.5
2026-05-11,17253.5
2026-05-12,16735.8
2026-05-13,16784.0
2026-05-14,16789.0
2026-05-15,16722.9
