variant,symbol,date,direction,or_high,or_low,entry_time,entry,stop,target,qty,rsi_at_entry,vwap_at_entry,gap_pct,exit_time,exit_price,exit_reason,trailed,gross_pnl,cost,net_pnl
target_2.0R,ADANIPORTS,2025-07-14,LONG,1437.00,1426.10,2025-07-14T10:15:00,1438.40,1426.10,1463.00,34,22.28,1433.17,0.0002,2025-07-14T15:20:00,1433.20,EOD,0,-176.80,244.09,-420.89
target_2.0R,AMBUJACEM,2025-07-15,SHORT,594.25,590.15,2025-07-15T09:50:00,589.85,594.25,581.05,84,81.18,592.24,0.0025,2025-07-15T15:20:00,593.20,EOD,0,-281.40,248.44,-529.84
target_2.0R,BAJAJFINSV,2025-07-15,LONG,2016.30,2004.10,2025-07-15T10:50:00,2016.40,2004.10,2041.00,24,67.78,2011.58,0.0032,2025-07-15T13:50:00,2041.00,TARGET,0,590.40,243.44,346.96
target_2.0R,ADANIPORTS,2025-07-15,LONG,1440.20,1429.10,2025-07-15T11:00:00,1441.10,1447.10,1465.10,34,59.33,1435.1,0.001,2025-07-15T15:20:00,1447.10,TRAIL,1,204.00,245.50,-41.50
target_2.0R,ASIANPAINT,2025-07-15,SHORT,2415.00,2397.80,2025-07-15T12:10:00,2394.20,2415.00,2352.60,20,31.33,2399.34,0.0035,2025-07-15T15:20:00,2395.80,EOD,0,-32.00,239.50,-271.50
target_2.0R,ADANIPORTS,2025-07-18,SHORT,1456.50,1446.00,2025-07-18T10:10:00,1441.80,1456.50,1412.40,34,51.47,1449.71,-0.0001,2025-07-18T15:20:00,1442.10,EOD,0,-10.20,245.13,-255.33
target_2.0R,AMBUJACEM,2025-07-18,SHORT,599.75,593.05,2025-07-18T10:25:00,592.60,599.75,578.30,84,80.42,596.11,0.0007,2025-07-18T15:20:00,596.25,EOD,0,-306.60,249.66,-556.26
target_2.0R,BAJAJFINSV,2025-07-18,SHORT,2033.00,2018.20,2025-07-18T10:25:00,2017.90,2033.00,1987.70,24,41.44,2025.71,0.0017,2025-07-18T14:20:00,2033.00,STOP,0,-362.40,243.05,-605.45
target_2.0R,BAJAJ-AUTO,2025-07-21,LONG,8392.00,8306.00,2025-07-21T09:45:00,8398.50,8444.75,8583.50,5,54.11,8341.44,-0.005,2025-07-21T15:15:00,8444.75,TRAIL,1,231.25,210.54,20.71
target_2.0R,BAJAJFINSV,2025-07-21,LONG,2032.70,2017.60,2025-07-21T09:50:00,2037.90,2048.05,2078.50,24,20.03,2029.07,-0.0013,2025-07-21T14:10:00,2048.05,TRAIL,1,243.60,245.16,-1.56
target_2.0R,ADANIPORTS,2025-07-21,LONG,1442.10,1430.40,2025-07-21T10:30:00,1442.90,1449.15,1467.90,34,49.37,1436.45,-0.0007,2025-07-21T15:05:00,1449.15,TRAIL,1,212.50,245.82,-33.32
target_2.0R,AMBUJACEM,2025-07-21,LONG,608.40,597.15,2025-07-21T11:20:00,608.90,597.15,632.40,82,73.6,606.69,0.0044,2025-07-21T15:20:00,613.60,EOD,0,385.40,250.61,134.79
target_2.0R,BAJAJ-AUTO,2025-07-22,SHORT,8470.00,8412.00,2025-07-22T10:00:00,8410.00,8470.00,8290.00,5,69.64,8437.41,0.0037,2025-07-22T11:40:00,8290.00,TARGET,0,600.00,208.75,391.25
target_2.0R,ADANIPORTS,2025-07-22,SHORT,1454.50,1440.80,2025-07-22T11:30:00,1438.20,1430.05,1405.60,34,27.58,1444.01,0.0028,2025-07-22T15:20:00,1422.60,EOD,1,530.40,243.17,287.23
target_2.0R,AMBUJACEM,2025-07-22,LONG,622.45,613.80,2025-07-22T12:35:00,623.15,613.80,641.85,80,66.62,620.76,0.0029,2025-07-22T15:20:00,619.40,EOD,0,-300.00,248.51,-548.51
target_2.0R,ASIANPAINT,2025-07-29,SHORT,2359.00,2343.30,2025-07-29T11:40:00,2341.60,2359.00,2306.80,21,28.07,2347.74,-0.0003,2025-07-29T14:10:00,2359.00,STOP,0,-365.40,246.78,-612.18
target_2.0R,ADANIPORTS,2025-07-29,LONG,1386.10,1375.40,2025-07-29T13:05:00,1389.90,1397.15,1418.90,35,64.15,1381.45,0.0,2025-07-29T15:20:00,1397.15,TRAIL,1,253.75,243.87,9.88
target_2.0R,ADANIPORTS,2025-07-31,SHORT,1392.40,1382.10,2025-07-31T10:00:00,1382.00,1392.40,1361.20,36,65.66,1385.88,-0.0085,2025-07-31T11:20:00,1392.40,STOP,0,-374.40,249.70,-624.10
target_2.0R,BAJAJ-AUTO,2025-07-31,LONG,7990.00,7930.50,2025-07-31T10:45:00,7995.50,8028.00,8125.50,6,65.65,7963.66,-0.0067,2025-07-31T14:50:00,8028.00,TRAIL,1,195.00,240.35,-45.35
target_2.0R,ASIANPAINT,2025-07-31,SHORT,2417.20,2382.90,2025-07-31T12:05:00,2380.00,2417.20,2305.60,21,25.09,2403.39,-0.006,2025-07-31T15:20:00,2398.30,EOD,0,-384.30,250.86,-635.16
target_2.0R,AMBUJACEM,2025-07-31,LONG,620.30,612.05,2025-07-31T13:05:00,621.00,612.05,638.90,80,57.51,618.88,-0.0078,2025-07-31T13:50:00,612.05,STOP,0,-716.00,246.61,-962.61
target_2.0R,ADANIPORTS,2025-08-04,LONG,1364.80,1345.20,2025-08-04T10:20:00,1366.20,1376.70,1408.20,36,74.82,1359.11,0.002,2025-08-04T15:20:00,1393.40,EOD,1,979.20,248.36,730.84
target_2.0R,AMBUJACEM,2025-08-04,SHORT,615.00,606.00,2025-08-04T12:55:00,605.85,615.00,587.55,82,35.96,608.74,0.003,2025-08-04T15:20:00,605.00,EOD,0,69.70,248.22,-178.52
target_2.0R,AMBUJACEM,2025-08-11,LONG,585.40,580.05,2025-08-11T10:20:00,585.45,588.15,596.25,85,68.13,583.6,0.0003,2025-08-11T15:10:00,588.15,TRAIL,1,229.50,249.39,-19.89
target_2.0R,ADANIPORTS,2025-08-11,LONG,1331.20,1313.70,2025-08-11T11:20:00,1332.70,1342.20,1370.70,37,70.5,1326.31,0.0,2025-08-11T14:45:00,1342.20,TRAIL,1,351.50,247.43,104.07
target_2.0R,BAJAJFINSV,2025-08-11,SHORT,1925.00,1905.20,2025-08-11T11:50:00,1904.00,1925.00,1862.00,26,33.08,1914.4,-0.0006,2025-08-11T15:00:00,1925.00,STOP,0,-546.00,248.88,-794.88
target_2.0R,ADANIPORTS,2025-08-12,SHORT,1347.20,1338.00,2025-08-12T10:55:00,1337.60,1332.80,1318.40,37,68.86,1343.55,0.0019,2025-08-12T14:45:00,1332.80,TRAIL,1,177.60,247.01,-69.41
target_2.0R,AMBUJACEM,2025-08-12,SHORT,591.65,586.15,2025-08-12T11:05:00,586.00,591.65,574.70,85,52.48,587.76,0.0048,2025-08-12T15:20:00,586.95,EOD,0,-80.75,249.25,-330.00
target_2.0R,ASIANPAINT,2025-08-12,SHORT,2501.00,2486.50,2025-08-12T11:05:00,2483.80,2475.20,2449.40,20,55.99,2494.52,0.0,2025-08-12T15:00:00,2475.20,TRAIL,1,172.00,247.95,-75.95
target_2.0R,BAJAJ-AUTO,2025-08-12,SHORT,8321.50,8251.00,2025-08-12T11:05:00,8250.00,8214.25,8107.00,6,33.21,8290.51,0.0001,2025-08-12T14:30:00,8214.25,TRAIL,1,214.50,246.96,-32.46
target_2.0R,BAJAJFINSV,2025-08-12,SHORT,1934.30,1920.70,2025-08-12T13:15:00,1920.00,1912.85,1891.40,26,45.35,1920.98,0.0011,2025-08-12T14:50:00,1912.85,TRAIL,1,185.90,249.14,-63.24
target_2.0R,BAJAJFINSV,2025-08-19,SHORT,1997.60,1976.00,2025-08-19T10:15:00,1974.90,1997.60,1929.50,25,63.77,1982.23,0.0003,2025-08-19T15:20:00,1973.00,EOD,0,47.50,246.74,-199.24
target_2.0R,ADANIPORTS,2025-08-19,LONG,1340.00,1325.00,2025-08-19T10:35:00,1344.80,1354.70,1384.40,37,53.36,1336.78,0.0036,2025-08-19T14:00:00,1354.70,TRAIL,1,366.30,249.70,116.60
target_2.0R,AMBUJACEM,2025-08-19,LONG,593.35,590.00,2025-08-19T10:45:00,594.00,590.00,602.00,84,72.52,592.75,0.005,2025-08-19T13:35:00,590.00,STOP,0,-336.00,248.64,-584.64
target_2.0R,ASIANPAINT,2025-08-19,SHORT,2595.00,2573.10,2025-08-19T11:00:00,2573.00,2595.00,2529.00,19,29.61,2578.56,0.0,2025-08-19T15:20:00,2580.70,EOD,0,-146.30,244.80,-391.10
target_2.0R,BAJAJFINSV,2025-08-20,SHORT,1976.50,1956.10,2025-08-20T11:35:00,1955.10,1976.50,1912.30,25,30.15,1957.57,0.0003,2025-08-20T15:20:00,1959.00,EOD,0,-97.50,244.63,-342.13
target_2.0R,BAJAJ-AUTO,2025-08-20,LONG,8850.00,8763.50,2025-08-20T11:45:00,8854.00,8763.50,9035.00,5,42.78,8816.08,-0.0001,2025-08-20T15:20:00,8829.50,EOD,0,-122.50,221.04,-343.54
target_2.0R,ADANIPORTS,2025-08-20,LONG,1371.90,1360.00,2025-08-20T12:35:00,1373.00,1360.00,1399.00,36,56.13,1367.03,0.0,2025-08-20T15:20:00,1371.00,EOD,0,-72.00,246.96,-318.96
target_2.0R,AMBUJACEM,2025-08-20,SHORT,593.55,590.20,2025-08-20T13:20:00,589.90,593.55,582.60,84,33.46,591.37,0.0018,2025-08-20T15:20:00,592.25,EOD,0,-197.40,248.25,-445.65
target_2.0R,ADANIPORTS,2025-08-21,SHORT,1377.80,1367.80,2025-08-21T11:50:00,1366.60,1361.00,1344.20,36,28.26,1370.78,0.0004,2025-08-21T15:20:00,1360.00,EOD,1,237.60,245.39,-7.79
target_2.0R,BAJAJ-AUTO,2025-08-21,SHORT,8869.00,8729.00,2025-08-21T12:25:00,8710.50,8869.00,8393.50,5,26.65,8758.09,0.0008,2025-08-21T15:20:00,8696.00,EOD,0,72.50,217.58,-145.08
target_2.0R,BAJAJFINSV,2025-08-22,SHORT,1977.30,1967.20,2025-08-22T11:10:00,1966.80,1977.30,1945.80,25,26.97,1970.52,-0.0025,2025-08-22T15:20:00,1965.10,EOD,0,42.50,245.74,-203.24
target_2.0R,ADANIPORTS,2025-08-22,SHORT,1364.00,1345.30,2025-08-22T12:35:00,1344.70,1364.00,1306.10,37,42.31,1349.8,0.0016,2025-08-22T15:20:00,1342.00,EOD,0,99.90,248.52,-148.62
target_2.0R,BAJAJ-AUTO,2025-08-22,LONG,8692.00,8620.00,2025-08-22T13:15:00,8700.00,8620.00,8860.00,5,70.03,8632.88,0.0,2025-08-22T15:20:00,8676.50,EOD,0,-117.50,217.21,-334.71
target_2.0R,ADANIPORTS,2025-08-28,LONG,1322.90,1311.20,2025-08-28T09:50:00,1323.80,1311.20,1349.00,37,11.74,1318.5,0.0011,2025-08-28T15:20:00,1316.00,EOD,0,-288.60,244.18,-532.78
target_2.0R,ASIANPAINT,2025-08-28,LONG,2513.00,2465.00,2025-08-28T09:50:00,2520.00,2465.00,2630.00,19,23.74,2503.86,-0.0066,2025-08-28T15:20:00,2487.20,EOD,0,-623.20,237.84,-861.04
target_2.0R,BAJAJFINSV,2025-08-28,LONG,1935.00,1918.50,2025-08-28T09:50:00,1937.90,1918.50,1976.70,25,29.6,1928.65,-0.0022,2025-08-28T15:05:00,1918.50,STOP,0,-485.00,241.03,-726.03
target_2.0R,AMBUJACEM,2025-08-29,SHORT,566.00,562.10,2025-08-29T09:45:00,560.75,566.00,550.25,89,58.27,563.42,0.0021,2025-08-29T11:10:00,566.00,STOP,0,-467.25,250.70,-717.95
target_2.0R,BAJAJFINSV,2025-08-29,LONG,1923.50,1910.90,2025-08-29T10:45:00,1923.90,1910.90,1949.90,25,69.38,1916.86,0.0029,2025-08-29T15:15:00,1910.90,STOP,0,-325.00,239.68,-564.68
target_2.0R,ADANIPORTS,2025-08-29,LONG,1320.80,1303.80,2025-08-29T11:10:00,1321.50,1303.80,1356.90,37,58.61,1311.24,0.002,2025-08-29T15:20:00,1313.90,EOD,0,-281.20,243.77,-524.97
target_2.0R,BAJAJ-AUTO,2025-09-01,LONG,8755.00,8665.00,2025-09-01T10:35:00,8774.50,8665.00,8993.50,5,68.92,8724.15,0.0039,2025-09-01T13:55:00,8993.50,TARGET,0,1095.00,222.10,872.90
target_2.0R,ADANIPORTS,2025-09-01,LONG,1334.90,1316.10,2025-09-01T12:00:00,1335.80,1316.10,1375.20,37,69.26,1329.34,0.0042,2025-09-01T15:20:00,1335.00,EOD,0,-29.60,247.05,-276.65
target_2.0R,ADANIPORTS,2025-09-03,SHORT,1344.80,1333.00,2025-09-03T10:50:00,1332.50,1344.80,1307.90,37,56.93,1336.68,0.0013,2025-09-03T15:20:00,1334.30,EOD,0,-66.60,246.68,-313.28
target_2.0R,BAJAJ-AUTO,2025-09-03,LONG,9058.00,8992.00,2025-09-03T11:25:00,9066.50,9103.75,9215.50,5,62.9,9024.43,0.0024,2025-09-03T14:00:00,9103.75,TRAIL,1,186.25,227.13,-40.88
target_2.0R,ASIANPAINT,2025-09-03,LONG,2555.00,2527.30,2025-09-03T12:15:00,2555.10,2527.30,2610.70,19,66.37,2549.57,-0.0039,2025-09-03T15:20:00,2552.00,EOD,0,-58.90,242.59,-301.49
target_2.0R,BAJAJFINSV,2025-09-03,LONG,1961.20,1950.00,2025-09-03T12:20:00,1961.70,1967.55,1985.10,25,68.62,1959.35,-0.003,2025-09-03T15:20:00,1967.55,TRAIL,1,146.25,245.58,-99.33
target_2.0R,BAJAJ-AUTO,2025-09-09,LONG,9418.50,9236.50,2025-09-09T09:45:00,9421.50,9236.50,9791.50,5,13.56,9371.87,-0.0046,2025-09-09T15:20:00,9384.50,EOD,0,-185.00,235.07,-420.07
target_2.0R,BAJAJFINSV,2025-09-09,LONG,2025.90,2012.00,2025-09-09T09:45:00,2026.80,2012.00,2056.40,24,30.22,2021.13,0.0018,2025-09-09T15:20:00,2023.90,EOD,0,-69.60,243.04,-312.64
target_2.0R,AMBUJACEM,2025-09-09,SHORT,576.00,572.15,2025-09-09T10:00:00,572.00,570.00,564.00,87,62.95,573.57,0.0047,2025-09-09T15:20:00,567.50,EOD,1,391.50,247.84,143.66
target_2.0R,ASIANPAINT,2025-09-09,LONG,2548.70,2530.00,2025-09-09T10:30:00,2549.50,2530.00,2588.50,19,74.0,2540.47,0.0036,2025-09-09T13:20:00,2530.00,STOP,0,-370.50,241.28,-611.78
target_2.0R,ADANIPORTS,2025-09-09,LONG,1366.70,1348.30,2025-09-09T11:35:00,1370.30,1381.30,1414.30,36,66.04,1369.8,0.0047,2025-09-09T15:15:00,1381.30,TRAIL,1,396.00,247.64,148.36
target_2.0R,AMBUJACEM,2025-09-11,SHORT,566.80,562.50,2025-09-11T09:45:00,561.65,566.80,551.35,89,48.12,563.74,-0.0001,2025-09-11T13:05:00,551.35,TARGET,0,916.70,247.64,669.06
target_2.0R,BAJAJ-AUTO,2025-09-11,SHORT,9243.50,9162.50,2025-09-11T10:15:00,9139.00,9243.50,8930.00,5,45.59,9182.96,-0.0001,2025-09-11T15:20:00,9110.00,EOD,0,145.00,228.11,-83.11
target_2.0R,ADANIPORTS,2025-09-11,SHORT,1417.00,1401.00,2025-09-11T11:45:00,1400.80,1392.70,1368.40,35,40.97,1412.41,0.0114,2025-09-11T14:00:00,1392.70,TRAIL,1,283.50,244.43,39.07
target_2.0R,ASIANPAINT,2025-09-11,LONG,2549.90,2535.70,2025-09-11T11:55:00,2550.20,2557.45,2579.20,19,71.44,2547.02,-0.0009,2025-09-11T14:55:00,2557.45,TRAIL,1,137.75,242.61,-104.86
target_2.0R,ADANIPORTS,2025-09-12,LONG,1397.80,1391.10,2025-09-12T09:45:00,1398.20,1391.10,1412.40,35,14.73,1395.06,0.0017,2025-09-12T15:20:00,1393.20,EOD,0,-175.00,244.25,-419.25
target_2.0R,BAJAJ-AUTO,2025-09-12,SHORT,9205.00,9110.00,2025-09-12T09:50:00,9101.50,9049.75,8894.50,5,59.33,9157.96,0.0002,2025-09-12T15:20:00,9011.50,EOD,1,450.00,226.41,223.59
target_2.0R,BAJAJFINSV,2025-09-12,LONG,2044.90,2034.30,2025-09-12T10:00:00,2045.90,2034.30,2069.10,24,17.06,2041.51,-0.0008,2025-09-12T13:05:00,2069.10,TARGET,0,556.80,246.90,309.90
target_2.0R,AMBUJACEM,2025-09-12,LONG,565.50,560.60,2025-09-12T10:30:00,565.70,560.60,575.90,88,66.29,564.85,0.0048,2025-09-12T14:10:00,560.60,STOP,0,-448.80,247.79,-696.59
target_2.0R,ASIANPAINT,2025-09-12,SHORT,2568.30,2555.50,2025-09-12T10:55:00,2554.30,2547.30,2526.30,19,29.13,2559.59,0.0016,2025-09-12T15:10:00,2547.30,TRAIL,1,133.00,242.33,-109.33
target_2.0R,AMBUJACEM,2025-09-22,LONG,586.35,581.20,2025-09-22T10:00:00,586.70,581.20,597.70,85,33.98,584.68,0.0044,2025-09-22T13:10:00,597.70,TARGET,0,935.00,251.69,683.31
target_2.0R,BAJAJFINSV,2025-09-22,LONG,2078.00,2062.30,2025-09-22T10:05:00,2079.00,2062.30,2112.40,24,25.54,2072.57,0.0,2025-09-22T15:20:00,2069.70,EOD,0,-223.20,248.92,-472.12
target_2.0R,ADANIPORTS,2025-09-22,LONG,1449.50,1425.00,2025-09-22T11:05:00,1454.80,1425.00,1514.40,34,49.65,1442.78,0.0036,2025-09-22T15:20:00,1442.50,EOD,0,-418.20,246.27,-664.47
target_2.0R,ASIANPAINT,2025-09-24,LONG,2462.60,2443.20,2025-09-24T09:55:00,2463.60,2443.20,2504.40,20,56.37,2453.21,-0.0004,2025-09-24T15:20:00,2458.50,EOD,0,-102.00,246.11,-348.10
target_2.0R,BAJAJ-AUTO,2025-09-24,SHORT,8999.00,8885.00,2025-09-24T11:00:00,8881.00,8999.00,8645.00,5,25.45,8923.39,0.0006,2025-09-24T15:20:00,8827.00,EOD,0,270.00,221.35,48.65
target_2.0R,AMBUJACEM,2025-09-24,LONG,592.25,586.05,2025-09-24T11:15:00,593.15,586.05,607.35,84,58.06,592.54,-0.0044,2025-09-24T13:45:00,586.05,STOP,0,-596.40,247.63,-844.03
target_2.0R,BAJAJFINSV,2025-09-24,SHORT,2088.80,2072.40,2025-09-24T11:30:00,2071.70,2088.80,2037.50,24,31.81,2077.71,-0.0001,2025-09-24T15:20:00,2068.60,EOD,0,74.40,248.42,-174.02
target_2.0R,ADANIPORTS,2025-09-24,LONG,1447.90,1430.70,2025-09-24T12:10:00,1450.50,1430.70,1490.10,34,71.66,1439.86,0.0024,2025-09-24T14:55:00,1430.70,STOP,0,-673.20,244.90,-918.10
target_2.0R,BAJAJ-AUTO,2025-09-25,LONG,8828.50,8758.00,2025-09-25T11:15:00,8837.50,8877.25,8996.50,5,74.01,8807.42,-0.002,2025-09-25T14:15:00,8877.25,TRAIL,1,198.75,221.43,-22.68
target_2.0R,BAJAJFINSV,2025-09-25,SHORT,2074.00,2058.00,2025-09-25T11:25:00,2057.70,2049.55,2025.10,24,30.43,2060.77,0.0,2025-09-25T14:10:00,2049.55,TRAIL,1,195.60,246.44,-50.83
target_2.0R,ADANIPORTS,2025-09-25,SHORT,1439.90,1423.20,2025-09-25T12:05:00,1422.80,1414.25,1388.60,35,55.06,1431.04,0.0001,2025-09-25T14:45:00,1414.25,TRAIL,1,299.25,248.24,51.01
target_2.0R,ADANIPORTS,2025-09-29,SHORT,1401.30,1393.60,2025-09-29T10:30:00,1392.70,1388.40,1375.50,35,52.0,1397.24,0.0011,2025-09-29T14:35:00,1388.40,TRAIL,1,150.50,243.35,-92.85
target_2.0R,BAJAJFINSV,2025-09-29,SHORT,2022.20,2005.10,2025-09-29T10:50:00,2003.50,2022.20,1966.10,24,25.55,2012.37,0.0023,2025-09-29T15:00:00,2022.20,STOP,0,-448.80,241.54,-690.34
target_2.0R,ASIANPAINT,2025-09-29,LONG,2353.90,2329.20,2025-09-29T11:15:00,2356.20,2329.20,2410.20,21,65.7,2343.94,0.0,2025-09-29T15:20:00,2344.70,EOD,0,-241.50,246.80,-488.30
target_2.0R,BAJAJ-AUTO,2025-09-29,SHORT,8786.50,8716.00,2025-09-29T11:40:00,8705.00,8786.50,8542.00,5,44.95,8763.52,0.0049,2025-09-29T14:10:00,8786.50,STOP,0,-407.50,218.64,-626.14
target_2.0R,AMBUJACEM,2025-09-29,SHORT,570.80,565.55,2025-09-29T11:45:00,565.05,562.17,553.55,88,28.06,567.89,0.0099,2025-09-29T15:10:00,562.17,TRAIL,1,253.00,247.99,5.01
target_2.0R,ADANIPORTS,2025-09-30,LONG,1397.90,1387.20,2025-09-30T10:00:00,1398.50,1404.15,1421.10,35,55.23,1393.82,0.0047,2025-09-30T14:50:00,1404.15,TRAIL,1,197.75,245.23,-47.48
target_2.0R,BAJAJFINSV,2025-09-30,SHORT,2036.40,2017.10,2025-09-30T11:20:00,2015.30,2036.40,1973.10,24,38.45,2019.34,0.0001,2025-09-30T15:20:00,2005.30,EOD,0,240.00,241.24,-1.24
target_2.0R,AMBUJACEM,2025-09-30,LONG,567.80,562.75,2025-09-30T13:25:00,568.45,562.75,579.85,87,67.89,566.14,0.0011,2025-09-30T15:20:00,570.35,EOD,0,165.30,247.69,-82.39
target_2.0R,AMBUJACEM,2025-10-01,SHORT,572.90,570.25,2025-10-01T09:50:00,570.15,572.90,564.65,87,55.4,571.57,0.0036,2025-10-01T15:20:00,570.90,EOD,0,-65.25,248.18,-313.43
target_2.0R,ADANIPORTS,2025-10-01,SHORT,1410.30,1403.00,2025-10-01T10:25:00,1402.80,1410.30,1387.80,35,30.33,1406.79,0.0018,2025-10-01T13:55:00,1410.30,STOP,0,-262.50,246.15,-508.65
target_2.0R,BAJAJ-AUTO,2025-10-01,SHORT,8846.50,8719.00,2025-10-01T10:35:00,8690.00,8611.75,8377.00,5,63.01,8771.22,0.0048,2025-10-01T14:00:00,8611.75,TRAIL,1,391.25,216.27,174.98
target_2.0R,ASIANPAINT,2025-10-01,SHORT,2357.00,2331.00,2025-10-01T11:50:00,2330.60,2357.00,2277.80,21,28.36,2332.97,0.0014,2025-10-01T15:20:00,2335.30,EOD,0,-98.70,244.96,-343.66
target_2.0R,ASIANPAINT,2025-10-06,LONG,2355.00,2342.00,2025-10-06T09:50:00,2355.10,2342.00,2381.30,21,38.73,2350.26,-0.0012,2025-10-06T11:35:00,2342.00,STOP,0,-275.10,246.60,-521.70
target_2.0R,AMBUJACEM,2025-10-06,SHORT,577.80,573.30,2025-10-06T10:30:00,573.15,577.80,563.85,87,55.86,574.64,0.0,2025-10-06T15:20:00,573.10,EOD,0,4.35,249.31,-244.96
target_2.0R,ADANIPORTS,2025-10-06,SHORT,1419.10,1402.90,2025-10-06T10:35:00,1402.80,1419.10,1370.20,35,55.51,1407.53,0.0,2025-10-06T15:20:00,1400.60,EOD,0,77.00,245.30,-168.30
target_2.0R,AMBUJACEM,2025-10-07,SHORT,575.90,571.75,2025-10-07T10:05:00,571.60,569.45,563.00,87,81.42,573.58,-0.0014,2025-10-07T15:15:00,569.45,TRAIL,1,187.05,248.18,-61.13
target_2.0R,ASIANPAINT,2025-10-07,SHORT,2365.00,2350.60,2025-10-07T11:20:00,2348.60,2365.00,2315.80,21,25.89,2358.06,0.0001,2025-10-07T13:00:00,2365.00,STOP,0,-344.40,247.46,-591.86
target_2.0R,ADANIPORTS,2025-10-07,SHORT,1414.00,1400.80,2025-10-07T11:45:00,1399.50,1414.00,1370.50,35,48.15,1407.36,0.0002,2025-10-07T15:20:00,1399.70,EOD,0,-7.00,244.93,-251.93
target_2.0R,BAJAJ-AUTO,2025-10-07,LONG,8839.00,8790.00,2025-10-07T11:55:00,8844.50,8871.75,8953.50,5,69.85,8815.74,0.0009,2025-10-07T14:00:00,8871.75,TRAIL,1,136.25,221.45,-85.20
target_2.0R,BAJAJ-AUTO,2025-10-08,SHORT,8903.00,8827.50,2025-10-08T09:50:00,8826.00,8903.00,8672.00,5,73.28,8852.98,-0.0001,2025-10-08T15:20:00,8796.50,EOD,0,147.50,220.28,-72.78
target_2.0R,AMBUJACEM,2025-10-08,SHORT,571.70,566.40,2025-10-08T10:10:00,566.15,571.70,555.05,88,44.22,567.81,0.0,2025-10-08T15:20:00,566.30,EOD,0,-13.20,249.14,-262.34
target_2.0R,BAJAJFINSV,2025-10-08,SHORT,2037.10,2023.00,2025-10-08T10:20:00,2022.50,2015.20,1993.30,24,53.64,2029.01,-0.0005,2025-10-08T14:05:00,2015.20,TRAIL,1,175.20,242.26,-67.06
target_2.0R,ADANIPORTS,2025-10-08,LONG,1402.80,1394.60,2025-10-08T10:30:00,1403.10,1394.60,1420.10,35,60.82,1402.79,-0.0001,2025-10-08T10:55:00,1394.60,STOP,0,-297.50,244.80,-542.30
target_2.0R,ADANIPORTS,2025-10-13,LONG,1409.70,1396.00,2025-10-13T10:05:00,1410.30,1396.00,1438.90,35,45.23,1404.82,-0.0061,2025-10-13T12:45:00,1438.90,TARGET,0,1001.00,249.30,751.69
target_2.0R,AMBUJACEM,2025-10-14,SHORT,568.10,564.55,2025-10-14T09:55:00,564.30,562.40,556.70,88,52.93,565.78,0.002,2025-10-14T14:30:00,562.40,TRAIL,1,167.20,247.87,-80.67
target_2.0R,ADANIPORTS,2025-10-14,SHORT,1442.20,1430.00,2025-10-14T12:00:00,1427.80,1442.20,1399.00,35,39.31,1433.84,0.0015,2025-10-14T15:20:00,1427.00,EOD,0,28.00,249.80,-221.80
target_2.0R,ASIANPAINT,2025-10-16,SHORT,2387.80,2376.60,2025-10-16T09:45:00,2373.90,2387.80,2346.10,21,82.04,2381.66,0.0008,2025-10-16T13:05:00,2387.80,STOP,0,-291.90,249.99,-541.89
target_2.0R,ADANIPORTS,2025-10-16,LONG,1477.00,1453.00,2025-10-16T11:15:00,1478.80,1453.00,1530.40,33,64.44,1478.22,0.0023,2025-10-16T15:20:00,1478.30,EOD,0,-16.50,243.96,-260.46
target_2.0R,AMBUJACEM,2025-10-16,LONG,571.00,566.65,2025-10-16T11:30:00,571.20,566.65,580.30,87,69.21,569.23,0.0044,2025-10-16T15:20:00,569.75,EOD,0,-126.15,248.16,-374.31
target_2.0R,BAJAJFINSV,2025-10-16,LONG,2089.00,2078.00,2025-10-16T11:35:00,2089.30,2078.00,2111.90,23,65.86,2088.73,-0.0027,2025-10-16T15:20:00,2089.00,EOD,0,-6.90,240.25,-247.15
target_2.0R,BAJAJ-AUTO,2025-10-16,LONG,9149.00,9022.00,2025-10-16T13:10:00,9150.50,9022.00,9407.50,5,64.07,9134.69,0.0036,2025-10-16T15:20:00,9145.00,EOD,0,-27.50,228.69,-256.19
target_2.0R,ADANIPORTS,2025-10-23,SHORT,1483.50,1470.00,2025-10-23T10:35:00,1469.00,1461.75,1440.00,34,44.91,1474.41,0.0036,2025-10-23T14:45:00,1461.75,TRAIL,1,246.50,249.11,-2.61
target_2.0R,BAJAJFINSV,2025-10-23,LONG,2186.20,2159.10,2025-10-23T12:00:00,2186.50,2159.10,2241.30,22,58.08,2175.6,0.0004,2025-10-23T15:20:00,2176.00,EOD,0,-231.00,239.94,-470.94
target_2.0R,ADANIPORTS,2025-10-24,SHORT,1463.50,1440.00,2025-10-24T09:50:00,1438.90,1426.60,1389.70,34,81.19,1444.14,0.0068,2025-10-24T15:00:00,1426.60,TRAIL,1,418.20,243.57,174.63
target_2.0R,AMBUJACEM,2025-10-24,SHORT,566.60,561.25,2025-10-24T10:25:00,560.75,557.83,549.05,89,61.28,562.64,0.0012,2025-10-24T14:15:00,557.83,TRAIL,1,260.32,248.88,11.44
target_2.0R,ASIANPAINT,2025-10-24,SHORT,2504.90,2490.00,2025-10-24T10:25:00,2488.30,2504.90,2455.10,20,53.15,2496.86,-0.003,2025-10-24T12:35:00,2504.90,STOP,0,-332.00,249.66,-581.66
