symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
HINDPETRO,inside_bar,long,442,302,0.3477,0.8703,-0.3861,1.202,7.6,1.293,15.33
HINDPETRO,inside_bar,short,442,187,0.3316,0.7915,-0.3788,1.036,7.171,0.248,1.72
HINDZINC,inside_bar,long,442,289,0.2941,0.8601,-0.3888,0.922,12.293,-0.574,-6.2
HINDZINC,inside_bar,short,442,208,0.4038,0.7258,-0.3822,1.286,6.0,1.744,13.57
HONAUT,inside_bar,long,442,328,0.2896,0.8301,-0.3846,0.88,28.247,-0.896,-10.75
HONAUT,inside_bar,short,442,257,0.4319,0.68,-0.3648,1.417,6.281,2.383,22.22
HUDCO,inside_bar,long,442,263,0.289,0.8828,-0.399,0.899,12.053,-0.757,-7.52
HUDCO,inside_bar,short,442,188,0.4255,0.8671,-0.3965,1.62,4.6,3.443,26.54
ICICIGI,inside_bar,long,442,316,0.4114,0.766,-0.3882,1.379,4.4,2.246,27.37
ICICIGI,inside_bar,short,442,171,0.386,0.6961,-0.3778,1.158,5.808,1.01,6.27
