cohort_size,n_bars,rsi_max,nifty_filter,tp_pct,sl_pct,rr,hold_bars,n_trades,win_rate,profit_factor,max_dd_pct,sharpe,avg_win,avg_loss,total_return_pct,trades_per_stock_year,passes
25,3,55,none,0.7,0.4,1.75,60,1520,0.4336,1.277,10.76,3.136,0.6574,-0.3942,93.85,34.4,0
25,3,55,none,1.0,0.5,2.0,60,1520,0.4342,1.344,11.641,3.495,0.8419,-0.4806,142.35,34.4,0
25,3,55,none,1.0,0.6,1.67,60,1520,0.4711,1.303,12.932,3.228,0.8231,-0.5625,137.11,34.4,0
25,3,55,none,1.0,0.7,1.43,60,1520,0.5026,1.295,9.73,3.039,0.8191,-0.6391,142.59,34.4,0
25,3,55,none,1.0,0.9,1.11,60,1520,0.5441,1.265,11.859,2.775,0.8147,-0.7684,141.23,34.4,0
25,3,55,none,1.5,0.7,2.14,60,1520,0.4704,1.393,9.403,3.656,0.9921,-0.6326,200.11,34.4,0
25,3,55,none,1.5,1.0,1.5,60,1520,0.5296,1.377,14.169,3.434,0.9785,-0.8001,215.66,34.4,0
25,3,55,none,1.5,1.3,1.15,60,1520,0.5553,1.319,17.109,2.944,0.9702,-0.9182,198.13,34.4,0
25,3,55,none,2.0,1.0,2.0,60,1520,0.5099,1.353,17.606,2.975,1.0411,-0.8003,210.64,34.4,0
25,3,55,none,0.5,0.3,1.67,60,1520,0.4309,1.248,6.486,2.941,0.4922,-0.2987,64.06,34.4,0
25,3,55,none,0.7,0.6,1.17,60,1520,0.5276,1.269,16.785,3.115,0.6455,-0.5681,109.77,34.4,0
25,3,55,b3_change_neg,0.7,0.4,1.75,60,491,0.4501,1.359,5.583,4.274,0.6594,-0.397,38.53,11.1,0
25,3,55,b3_change_neg,1.0,0.5,2.0,60,491,0.446,1.401,5.617,3.957,0.8397,-0.4824,52.68,11.1,0
25,3,55,b3_change_neg,1.0,0.6,1.67,60,491,0.4908,1.382,6.377,3.959,0.8133,-0.5672,54.2,11.1,0
25,3,55,b3_change_neg,1.0,0.7,1.43,60,491,0.5153,1.325,6.37,3.495,0.8051,-0.6458,50.01,11.1,0
25,3,55,b3_change_neg,1.0,0.9,1.11,60,491,0.5703,1.4,5.11,4.15,0.8003,-0.7583,64.07,11.1,0
25,3,55,b3_change_neg,1.5,0.7,2.14,60,491,0.4745,1.33,5.523,3.394,0.946,-0.6426,54.63,11.1,0
25,3,55,b3_change_neg,1.5,1.0,1.5,60,491,0.5418,1.394,6.614,3.788,0.9386,-0.7961,70.56,11.1,0
25,3,55,b3_change_neg,1.5,1.3,1.15,60,491,0.5682,1.337,7.494,3.18,0.9229,-0.9081,64.96,11.1,0
25,3,55,b3_change_neg,2.0,1.0,2.0,60,491,0.5234,1.342,7.614,3.052,0.9774,-0.7997,64.07,11.1,0
25,3,55,b3_change_neg,0.5,0.3,1.67,60,491,0.4338,1.276,4.406,3.369,0.4983,-0.2993,22.93,11.1,0
25,3,55,b3_change_neg,0.7,0.6,1.17,60,491,0.5519,1.384,4.574,4.313,0.6461,-0.5749,48.61,11.1,0
24,3,55,b3_change_neg_strong,0.7,0.4,1.75,60,139,0.4101,1.139,8.299,1.883,0.6496,-0.3964,4.52,3.3,0
24,3,55,b3_change_neg_strong,1.0,0.5,2.0,60,139,0.4173,1.229,8.089,2.902,0.85,-0.4951,9.2,3.3,0
24,3,55,b3_change_neg_strong,1.0,0.6,1.67,60,139,0.4604,1.171,8.36,2.223,0.8143,-0.5934,7.61,3.3,0
24,3,55,b3_change_neg_strong,1.0,0.7,1.43,60,139,0.5108,1.216,7.73,2.694,0.7984,-0.6853,10.09,3.3,0
24,3,55,b3_change_neg_strong,1.0,0.9,1.11,60,139,0.5396,1.107,9.45,1.43,0.7782,-0.824,5.63,3.3,0
24,3,55,b3_change_neg_strong,1.5,0.7,2.14,60,139,0.4676,1.202,9.64,2.234,0.9286,-0.6785,10.15,3.3,0
24,3,55,b3_change_neg_strong,1.5,1.0,1.5,60,139,0.518,1.082,9.586,0.949,0.8785,-0.8725,4.8,3.3,0
24,3,55,b3_change_neg_strong,1.5,1.3,1.15,60,139,0.5396,0.979,13.058,-0.246,0.8497,-1.0171,-1.36,3.3,0
24,3,55,b3_change_neg_strong,2.0,1.0,2.0,60,139,0.5108,1.074,9.251,0.804,0.8997,-0.8744,4.42,3.3,0
24,3,55,b3_change_neg_strong,0.5,0.3,1.67,60,139,0.4029,1.133,4.8,1.667,0.5,-0.2977,3.29,3.3,0
24,3,55,b3_change_neg_strong,0.7,0.6,1.17,60,139,0.4892,1.034,11.976,0.469,0.6403,-0.593,1.44,3.3,0
25,3,55,both,0.7,0.4,1.75,60,345,0.4319,1.252,6.935,3.062,0.6526,-0.3964,19.54,7.8,0
25,3,55,both,1.0,0.5,2.0,60,345,0.4464,1.416,6.885,4.183,0.8461,-0.4817,38.29,7.8,0
25,3,55,both,1.0,0.6,1.67,60,345,0.4899,1.375,6.968,4.033,0.819,-0.572,37.73,7.8,0
25,3,55,both,1.0,0.7,1.43,60,345,0.5362,1.421,8.067,4.319,0.8086,-0.6579,44.32,7.8,0
25,3,55,both,1.0,0.9,1.11,60,345,0.5681,1.343,8.967,3.691,0.8075,-0.7908,40.45,7.8,0
25,3,55,both,1.5,0.7,2.14,60,345,0.4957,1.463,7.567,4.251,0.9708,-0.6523,52.51,7.8,0
25,3,55,both,1.5,1.0,1.5,60,345,0.5449,1.391,10.463,3.727,0.9645,-0.8301,51.0,7.8,0
25,3,55,both,1.5,1.3,1.15,60,345,0.5768,1.372,10.302,3.26,0.9466,-0.9404,51.07,7.8,0
25,3,55,both,2.0,1.0,2.0,60,345,0.5275,1.393,10.963,3.351,1.0435,-0.8364,53.59,7.8,0
25,3,55,both,0.5,0.3,1.67,60,345,0.4203,1.199,7.1,2.536,0.4945,-0.2989,11.92,7.8,0
25,3,55,both,0.7,0.6,1.17,60,345,0.542,1.317,5.812,3.62,0.6401,-0.5752,28.82,7.8,0
25,3,55,first_bearish,0.7,0.4,1.75,60,742,0.4394,1.323,6.9,3.706,0.6658,-0.3944,52.98,16.8,0
25,3,55,first_bearish,1.0,0.5,2.0,60,742,0.4232,1.304,8.5,3.147,0.8545,-0.4809,62.5,16.8,0
25,3,55,first_bearish,1.0,0.6,1.67,60,742,0.4582,1.244,9.562,2.683,0.8294,-0.5639,55.33,16.8,0
25,3,55,first_bearish,1.0,0.7,1.43,60,742,0.4933,1.253,7.944,2.634,0.8231,-0.6396,60.76,16.8,0
25,3,55,first_bearish,1.0,0.9,1.11,60,742,0.5404,1.261,10.859,2.79,0.8107,-0.7558,67.38,16.8,0
25,3,55,first_bearish,1.5,0.7,2.14,60,742,0.4555,1.297,11.349,2.877,0.9809,-0.6329,75.83,16.8,0
25,3,55,first_bearish,1.5,1.0,1.5,60,742,0.5175,1.29,16.361,2.914,0.9523,-0.7918,82.21,16.8,0
25,3,55,first_bearish,1.5,1.3,1.15,60,742,0.5458,1.261,12.905,2.559,0.9377,-0.8935,78.67,16.8,0
25,3,55,first_bearish,2.0,1.0,2.0,60,742,0.4987,1.276,21.409,2.589,1.0153,-0.7916,81.2,16.8,0
25,3,55,first_bearish,0.5,0.3,1.67,60,742,0.4407,1.311,7.606,3.738,0.4976,-0.299,38.62,16.8,0
25,3,55,first_bearish,0.7,0.6,1.17,60,742,0.5216,1.252,9.262,2.984,0.6553,-0.5704,51.1,16.8,0
25,3,55,below_vwap_b3,0.7,0.4,1.75,60,605,0.4231,1.217,10.868,2.632,0.6584,-0.3969,30.01,13.7,0
25,3,55,below_vwap_b3,1.0,0.5,2.0,60,605,0.4331,1.358,7.767,3.557,0.8581,-0.4825,59.31,13.7,0
25,3,55,below_vwap_b3,1.0,0.6,1.67,60,605,0.4793,1.343,8.509,3.584,0.8325,-0.5708,61.61,13.7,0
25,3,55,below_vwap_b3,1.0,0.7,1.43,60,605,0.5174,1.344,8.726,3.56,0.8228,-0.656,65.97,13.7,0
25,3,55,below_vwap_b3,1.0,0.9,1.11,60,605,0.5587,1.298,8.595,3.214,0.8197,-0.7992,63.67,13.7,0
25,3,55,below_vwap_b3,1.5,0.7,2.14,60,605,0.4793,1.419,8.327,3.913,0.9957,-0.6462,85.22,13.7,0
25,3,55,below_vwap_b3,1.5,1.0,1.5,60,605,0.5388,1.397,10.107,3.601,0.9873,-0.8258,91.48,13.7,0
25,3,55,below_vwap_b3,1.5,1.3,1.15,60,605,0.5736,1.369,9.982,3.193,0.9713,-0.9545,90.78,13.7,0
25,3,55,below_vwap_b3,2.0,1.0,2.0,60,605,0.5157,1.352,11.51,2.867,1.0547,-0.8309,85.61,13.7,0
25,3,55,below_vwap_b3,0.5,0.3,1.67,60,605,0.4099,1.149,12.1,1.843,0.4938,-0.2987,15.83,13.7,0
25,3,55,below_vwap_b3,0.7,0.6,1.17,60,605,0.5306,1.263,7.35,2.986,0.642,-0.5747,42.87,13.7,0
25,3,60,none,0.7,0.4,1.75,60,1919,0.4294,1.26,8.279,3.196,0.6628,-0.3957,112.83,43.4,0
25,3,60,none,1.0,0.5,2.0,60,1919,0.4278,1.323,11.206,3.745,0.8559,-0.4836,171.69,43.4,0
25,3,60,none,1.0,0.6,1.67,60,1919,0.4669,1.293,9.577,3.397,0.8405,-0.5694,170.54,43.4,0
25,3,60,none,1.0,0.7,1.43,60,1919,0.494,1.256,11.266,2.979,0.8342,-0.6485,161.18,43.4,0
25,3,60,none,1.0,0.9,1.11,60,1919,0.5373,1.216,12.135,2.519,0.8253,-0.7881,151.05,43.4,0
25,3,60,none,1.5,0.7,2.14,60,1919,0.4612,1.36,11.414,3.723,1.021,-0.6425,239.26,43.4,0
25,3,60,none,1.5,1.0,1.5,60,1919,0.5258,1.341,11.658,3.435,0.9975,-0.8248,255.85,43.4,0
25,3,60,none,1.5,1.3,1.15,60,1919,0.5576,1.3,16.315,2.951,0.9871,-0.9568,243.92,43.4,0
25,3,60,none,2.0,1.0,2.0,60,1919,0.5096,1.352,13.827,3.212,1.0689,-0.8219,272.03,43.4,0
25,3,60,none,0.5,0.3,1.67,60,1919,0.42,1.194,6.3,2.533,0.4934,-0.2991,64.72,43.4,0
25,3,60,none,0.7,0.6,1.17,60,1919,0.5242,1.244,15.285,3.024,0.652,-0.5775,128.67,43.4,0
25,3,60,b3_change_neg,0.7,0.4,1.75,60,618,0.4304,1.252,7.809,3.356,0.66,-0.3985,35.29,14.0,0
25,3,60,b3_change_neg,1.0,0.5,2.0,60,618,0.4239,1.279,8.899,3.424,0.8512,-0.4899,48.58,14.0,0
25,3,60,b3_change_neg,1.0,0.6,1.67,60,618,0.4741,1.297,9.569,3.505,0.8312,-0.5779,55.72,14.0,0
25,3,60,b3_change_neg,1.0,0.7,1.43,60,618,0.4984,1.242,8.223,2.977,0.8226,-0.6579,49.43,14.0,0
25,3,60,b3_change_neg,1.0,0.9,1.11,60,618,0.5502,1.259,10.045,2.996,0.8107,-0.7878,56.64,14.0,0
25,3,60,b3_change_neg,1.5,0.7,2.14,60,618,0.4612,1.278,10.597,3.17,0.9761,-0.6539,60.45,14.0,0
25,3,60,b3_change_neg,1.5,1.0,1.5,60,618,0.534,1.323,9.411,3.321,0.9539,-0.8259,76.91,14.0,0
25,3,60,b3_change_neg,1.5,1.3,1.15,60,618,0.5728,1.328,10.981,3.214,0.9422,-0.9515,82.34,14.0,0
25,3,60,b3_change_neg,2.0,1.0,2.0,60,618,0.5146,1.279,9.281,2.581,0.9944,-0.8245,68.89,14.0,0
25,3,60,b3_change_neg,0.5,0.3,1.67,60,618,0.411,1.159,6.8,2.203,0.4981,-0.3,17.33,14.0,0
25,3,60,b3_change_neg,0.7,0.6,1.17,60,618,0.534,1.275,8.249,3.419,0.6501,-0.5844,46.22,14.0,0
24,3,60,b3_change_neg_strong,0.7,0.4,1.75,60,183,0.388,1.026,8.272,0.346,0.6472,-0.4,1.15,4.3,0
24,3,60,b3_change_neg_strong,1.0,0.5,2.0,60,183,0.3825,1.06,11.561,0.906,0.8553,-0.5,3.37,4.3,0
24,3,60,b3_change_neg_strong,1.0,0.6,1.67,60,183,0.4317,1.052,12.036,0.754,0.8311,-0.6,3.25,4.3,0
24,3,60,b3_change_neg_strong,1.0,0.7,1.43,60,183,0.4645,1.035,14.506,0.503,0.822,-0.6888,2.36,4.3,0
24,3,60,b3_change_neg_strong,1.0,0.9,1.11,60,183,0.5027,0.966,17.464,-0.486,0.8007,-0.8379,-2.59,4.3,0
24,3,60,b3_change_neg_strong,1.5,0.7,2.14,60,183,0.4372,1.144,13.152,1.789,1.0065,-0.6836,10.11,4.3,0
24,3,60,b3_change_neg_strong,1.5,1.0,1.5,60,183,0.4973,1.077,13.858,0.952,0.9674,-0.8887,6.27,4.3,0
24,3,60,b3_change_neg_strong,1.5,1.3,1.15,60,183,0.541,1.064,14.043,0.767,0.946,-1.0475,5.66,4.3,0
24,3,60,b3_change_neg_strong,2.0,1.0,2.0,60,183,0.4809,1.052,12.413,0.567,1.0041,-0.8841,4.37,4.3,0
24,3,60,b3_change_neg_strong,0.5,0.3,1.67,60,183,0.3607,0.94,7.3,-0.838,0.5,-0.3,-2.1,4.3,0
24,3,60,b3_change_neg_strong,0.7,0.6,1.17,60,183,0.4863,1.022,11.751,0.3,0.6478,-0.6,1.25,4.3,0
25,3,60,both,0.7,0.4,1.75,60,442,0.4208,1.197,8.419,2.753,0.6569,-0.3988,20.1,10.0,0
25,3,60,both,1.0,0.5,2.0,60,442,0.4344,1.346,6.509,4.24,0.8585,-0.4899,42.36,10.0,0
25,3,60,both,1.0,0.6,1.67,60,442,0.4819,1.34,9.298,3.971,0.8407,-0.5836,45.44,10.0,0
25,3,60,both,1.0,0.7,1.43,60,442,0.5136,1.296,11.148,3.417,0.8285,-0.675,42.93,10.0,0
25,3,60,both,1.0,0.9,1.11,60,442,0.5498,1.223,11.01,2.701,0.8207,-0.8195,36.35,10.0,0
25,3,60,both,1.5,0.7,2.14,60,442,0.4751,1.365,13.529,3.798,1.0076,-0.6682,56.58,10.0,0
25,3,60,both,1.5,1.0,1.5,60,442,0.5294,1.295,12.395,3.199,0.9844,-0.8551,52.5,10.0,0
25,3,60,both,1.5,1.3,1.15,60,442,0.5724,1.349,16.049,3.435,0.9725,-0.9654,63.6,10.0,0
25,3,60,both,2.0,1.0,2.0,60,442,0.5113,1.301,15.544,2.89,1.0607,-0.8533,55.39,10.0,0
25,3,60,both,0.5,0.3,1.67,60,442,0.414,1.177,7.9,2.498,0.4984,-0.2992,13.72,10.0,0
25,3,60,both,0.7,0.6,1.17,60,442,0.5317,1.26,8.098,3.193,0.6513,-0.5866,31.62,10.0,0
25,3,60,first_bearish,0.7,0.4,1.75,60,936,0.4295,1.264,10.077,3.464,0.6664,-0.3969,55.94,21.2,0
25,3,60,first_bearish,1.0,0.5,2.0,60,936,0.4209,1.302,11.382,3.583,0.8689,-0.4851,79.42,21.2,0
25,3,60,first_bearish,1.0,0.6,1.67,60,936,0.4615,1.273,16.484,3.229,0.8487,-0.5712,78.73,21.2,0
25,3,60,first_bearish,1.0,0.7,1.43,60,936,0.4904,1.247,14.826,2.916,0.8413,-0.6492,76.51,21.2,0
25,3,60,first_bearish,1.0,0.9,1.11,60,936,0.5331,1.207,17.024,2.536,0.8256,-0.7812,70.59,21.2,0
25,3,60,first_bearish,1.5,0.7,2.14,60,936,0.4562,1.32,15.852,3.421,1.0109,-0.6425,104.66,21.2,0
25,3,60,first_bearish,1.5,1.0,1.5,60,936,0.5171,1.279,17.125,3.117,0.9738,-0.8151,102.89,21.2,0
25,3,60,first_bearish,1.5,1.3,1.15,60,936,0.5524,1.267,22.394,2.882,0.9636,-0.9385,104.93,21.2,0
25,3,60,first_bearish,2.0,1.0,2.0,60,936,0.5011,1.286,26.442,2.939,1.0394,-0.812,108.28,21.2,0
25,3,60,first_bearish,0.5,0.3,1.67,60,936,0.4306,1.258,8.8,3.498,0.4985,-0.2996,41.2,21.2,0
25,3,60,first_bearish,0.7,0.6,1.17,60,936,0.5214,1.237,14.257,3.038,0.6588,-0.5801,61.64,21.2,0
25,3,60,below_vwap_b3,0.7,0.4,1.75,60,773,0.4127,1.17,8.453,2.254,0.6636,-0.3985,30.77,17.5,0
25,3,60,below_vwap_b3,1.0,0.5,2.0,60,773,0.4166,1.27,9.833,3.28,0.8695,-0.4887,59.58,17.5,0
25,3,60,below_vwap_b3,1.0,0.6,1.67,60,773,0.4644,1.272,10.468,3.202,0.8516,-0.5804,65.42,17.5,0
25,3,60,below_vwap_b3,1.0,0.7,1.43,60,773,0.4942,1.229,12.492,2.709,0.8425,-0.67,59.86,17.5,0
25,3,60,below_vwap_b3,1.0,0.9,1.11,60,773,0.542,1.208,15.156,2.553,0.8351,-0.8185,60.15,17.5,0
25,3,60,below_vwap_b3,1.5,0.7,2.14,60,773,0.4528,1.286,10.609,3.067,1.0285,-0.6615,80.16,17.5,0
25,3,60,below_vwap_b3,1.5,1.0,1.5,60,773,0.5226,1.298,14.455,3.112,1.0093,-0.8512,93.66,17.5,0
25,3,60,below_vwap_b3,1.5,1.3,1.15,60,773,0.564,1.311,15.665,2.982,0.9949,-0.9815,103.03,17.5,0
25,3,60,below_vwap_b3,2.0,1.0,2.0,60,773,0.5006,1.282,13.993,2.612,1.0861,-0.8494,92.44,17.5,0
25,3,60,below_vwap_b3,0.5,0.3,1.67,60,773,0.3972,1.094,12.438,1.237,0.4966,-0.299,13.13,17.5,0
25,3,60,below_vwap_b3,0.7,0.6,1.17,60,773,0.5201,1.21,7.884,2.676,0.6531,-0.585,45.52,17.5,0
25,3,65,none,0.7,0.4,1.75,60,2035,0.4329,1.285,8.071,3.481,0.6657,-0.3954,130.21,46.0,0
25,3,65,none,1.0,0.5,2.0,60,2035,0.4275,1.333,10.146,3.903,0.8636,-0.4839,187.63,46.0,0
25,3,65,none,1.0,0.6,1.67,60,2035,0.4678,1.305,10.148,3.596,0.8471,-0.5705,188.59,46.0,0
25,3,65,none,1.0,0.7,1.43,60,2035,0.4973,1.282,11.666,3.266,0.8421,-0.6499,187.43,46.0,0
25,3,65,none,1.0,0.9,1.11,60,2035,0.5391,1.237,13.113,2.777,0.8323,-0.7871,174.74,46.0,0
25,3,65,none,1.5,0.7,2.14,60,2035,0.4619,1.371,10.957,3.821,1.0282,-0.6439,261.43,46.0,0
25,3,65,none,1.5,1.0,1.5,60,2035,0.5214,1.312,13.712,3.225,1.0027,-0.8325,253.03,46.0,0
25,3,65,none,1.5,1.3,1.15,60,2035,0.5553,1.286,16.911,2.853,0.9949,-0.9658,250.21,46.0,0
25,3,65,none,2.0,1.0,2.0,60,2035,0.5047,1.325,15.827,3.059,1.0781,-0.8292,271.33,46.0,0
25,3,65,none,0.5,0.3,1.67,60,2035,0.4192,1.192,9.088,2.516,0.494,-0.2992,67.75,46.0,0
25,3,65,none,0.7,0.6,1.17,60,2035,0.5253,1.253,12.531,3.128,0.6544,-0.5778,141.39,46.0,0
25,3,65,b3_change_neg,0.7,0.4,1.75,60,655,0.4275,1.245,6.962,3.241,0.6649,-0.3986,36.7,14.8,0
25,3,65,b3_change_neg,1.0,0.5,2.0,60,655,0.4183,1.253,8.673,3.183,0.855,-0.4906,47.36,14.8,0
25,3,65,b3_change_neg,1.0,0.6,1.67,60,655,0.4702,1.276,8.768,3.446,0.8363,-0.5815,55.79,14.8,0
25,3,65,b3_change_neg,1.0,0.7,1.43,60,655,0.4962,1.235,7.782,3.02,0.8317,-0.6631,51.47,14.8,0
25,3,65,b3_change_neg,1.0,0.9,1.11,60,655,0.5466,1.243,8.539,2.961,0.8149,-0.7906,56.94,14.8,0
25,3,65,b3_change_neg,1.5,0.7,2.14,60,655,0.4565,1.26,7.588,3.058,0.9866,-0.6574,60.95,14.8,0
25,3,65,b3_change_neg,1.5,1.0,1.5,60,655,0.5267,1.278,8.938,3.033,0.9559,-0.8322,71.82,14.8,0
25,3,65,b3_change_neg,1.5,1.3,1.15,60,655,0.571,1.311,11.915,3.129,0.9486,-0.9633,84.1,14.8,0
25,3,65,b3_change_neg,2.0,1.0,2.0,60,655,0.5053,1.242,9.264,2.38,1.0113,-0.8316,65.29,14.8,0
25,3,65,b3_change_neg,0.5,0.3,1.67,60,655,0.3969,1.093,8.9,1.309,0.4982,-0.3,11.03,14.8,0
25,3,65,b3_change_neg,0.7,0.6,1.17,60,655,0.5298,1.255,7.245,3.227,0.6548,-0.5879,46.15,14.8,0
