symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
HERITGFOOD,nr_breakout,short,442,216,0.375,0.8065,-0.3846,1.258,5.856,1.599,13.4
HFCL,nr_breakout,long,442,314,0.293,0.9524,-0.3957,0.997,7.7,-0.019,-0.23
HFCL,nr_breakout,short,442,229,0.4541,0.9328,-0.4,1.94,4.071,4.801,47.01
HINDCOPPER,nr_breakout,long,442,307,0.3062,0.9673,-0.398,1.073,10.976,0.5,6.15
HINDCOPPER,nr_breakout,short,442,233,0.3476,0.9172,-0.3895,1.255,5.0,1.611,15.09
HINDPETRO,nr_breakout,long,442,340,0.3088,0.8546,-0.3908,0.977,7.941,-0.164,-2.1
HINDPETRO,nr_breakout,short,442,228,0.3465,0.8093,-0.3877,1.107,9.387,0.713,6.17
HINDZINC,nr_breakout,long,442,324,0.2932,0.8635,-0.3914,0.915,16.085,-0.626,-7.6
HINDZINC,nr_breakout,short,442,235,0.3745,0.7449,-0.3879,1.15,7.048,0.974,8.53
HONAUT,nr_breakout,long,442,337,0.2849,0.8117,-0.3778,0.856,27.444,-1.085,-13.13
HONAUT,nr_breakout,short,442,264,0.4129,0.688,-0.3655,1.324,3.167,1.917,18.34
HUDCO,nr_breakout,long,442,308,0.289,0.8974,-0.3945,0.924,14.471,-0.559,-6.54
HUDCO,nr_breakout,short,442,220,0.3955,0.905,-0.395,1.499,6.8,2.892,26.2
ICICIGI,nr_breakout,long,442,352,0.3807,0.7919,-0.3916,1.243,7.543,1.53,20.75
ICICIGI,nr_breakout,short,442,215,0.4047,0.7364,-0.3795,1.319,4.443,1.926,15.49
